game,2012,3,20120923,201209230crd,phi,"Philadelphia Eagles",6,crd,"Arizona Cardinals",27
team,201209230crd,phi,First Downs,16,,,,,,
team,201209230crd,crd,First Downs,16,,,,,,
team,201209230crd,phi,Rush-Yds-TDs,21-113-0,,,,,,
team,201209230crd,crd,Rush-Yds-TDs,34-99-0,,,,,,
team,201209230crd,phi,Cmp-Att-Yd-TD-INT,17-37-217-0-0,,,,,,
team,201209230crd,crd,Cmp-Att-Yd-TD-INT,17-24-222-2-0,,,,,,
team,201209230crd,phi,Sacked-Yards,5-23,,,,,,
team,201209230crd,crd,Sacked-Yards,3-29,,,,,,
team,201209230crd,phi,Net Pass Yards,194,,,,,,
team,201209230crd,crd,Net Pass Yards,193,,,,,,
team,201209230crd,phi,Total Yards,307,,,,,,
team,201209230crd,crd,Total Yards,292,,,,,,
team,201209230crd,phi,Fumbles-Lost,3-3,,,,,,
team,201209230crd,crd,Fumbles-Lost,0-0,,,,,,
team,201209230crd,phi,Turnovers,3,,,,,,
team,201209230crd,crd,Turnovers,0,,,,,,
team,201209230crd,phi,Penalties-Yards,5-65,,,,,,
team,201209230crd,crd,Penalties-Yards,5-45,,,,,,
team,201209230crd,phi,Third Down Conv.,5-14,,,,,,
team,201209230crd,crd,Third Down Conv.,6-15,,,,,,
team,201209230crd,phi,Fourth Down Conv.,0-1,,,,,,
team,201209230crd,crd,Fourth Down Conv.,0-1,,,,,,
team,201209230crd,phi,Time of Possession,25:27,,,,,,
team,201209230crd,crd,Time of Possession,34:33,,,,,,
player,201209230crd,phi,VickMi00,pass_cmp,17,,,,,
player,201209230crd,phi,VickMi00,pass_att,37,,,,,
player,201209230crd,phi,VickMi00,pass_yds,217,,,,,
player,201209230crd,phi,VickMi00,pass_td,0,,,,,
player,201209230crd,phi,VickMi00,pass_int,0,,,,,
player,201209230crd,phi,VickMi00,pass_sacked,5,,,,,
player,201209230crd,phi,VickMi00,pass_sacked_yds,23,,,,,
player,201209230crd,phi,VickMi00,pass_long,34,,,,,
player,201209230crd,phi,VickMi00,pass_rating,64.8,,,,,
player,201209230crd,phi,VickMi00,rush_att,4,,,,,
player,201209230crd,phi,VickMi00,rush_yds,15,,,,,
player,201209230crd,phi,VickMi00,rush_td,0,,,,,
player,201209230crd,phi,VickMi00,rush_long,20,,,,,
player,201209230crd,phi,VickMi00,targets,0,,,,,
player,201209230crd,phi,VickMi00,rec,0,,,,,
player,201209230crd,phi,VickMi00,rec_yds,0,,,,,
player,201209230crd,phi,VickMi00,rec_td,0,,,,,
player,201209230crd,phi,VickMi00,rec_long,0,,,,,
player,201209230crd,phi,VickMi00,fumbles,2,,,,,
player,201209230crd,phi,VickMi00,fumbles_lost,2,,,,,
player,201209230crd,phi,McCoLe01,pass_cmp,0,,,,,
player,201209230crd,phi,McCoLe01,pass_att,0,,,,,
player,201209230crd,phi,McCoLe01,pass_yds,0,,,,,
player,201209230crd,phi,McCoLe01,pass_td,0,,,,,
player,201209230crd,phi,McCoLe01,pass_int,0,,,,,
player,201209230crd,phi,McCoLe01,pass_sacked,0,,,,,
player,201209230crd,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201209230crd,phi,McCoLe01,pass_long,0,,,,,
player,201209230crd,phi,McCoLe01,pass_rating,,,,,,
player,201209230crd,phi,McCoLe01,rush_att,13,,,,,
player,201209230crd,phi,McCoLe01,rush_yds,70,,,,,
player,201209230crd,phi,McCoLe01,rush_td,0,,,,,
player,201209230crd,phi,McCoLe01,rush_long,14,,,,,
player,201209230crd,phi,McCoLe01,targets,3,,,,,
player,201209230crd,phi,McCoLe01,rec,3,,,,,
player,201209230crd,phi,McCoLe01,rec_yds,8,,,,,
player,201209230crd,phi,McCoLe01,rec_td,0,,,,,
player,201209230crd,phi,McCoLe01,rec_long,5,,,,,
player,201209230crd,phi,McCoLe01,fumbles,0,,,,,
player,201209230crd,phi,McCoLe01,fumbles_lost,0,,,,,
player,201209230crd,phi,BrowBr02,pass_cmp,0,,,,,
player,201209230crd,phi,BrowBr02,pass_att,0,,,,,
player,201209230crd,phi,BrowBr02,pass_yds,0,,,,,
player,201209230crd,phi,BrowBr02,pass_td,0,,,,,
player,201209230crd,phi,BrowBr02,pass_int,0,,,,,
player,201209230crd,phi,BrowBr02,pass_sacked,0,,,,,
player,201209230crd,phi,BrowBr02,pass_sacked_yds,0,,,,,
player,201209230crd,phi,BrowBr02,pass_long,0,,,,,
player,201209230crd,phi,BrowBr02,pass_rating,,,,,,
player,201209230crd,phi,BrowBr02,rush_att,4,,,,,
player,201209230crd,phi,BrowBr02,rush_yds,28,,,,,
player,201209230crd,phi,BrowBr02,rush_td,0,,,,,
player,201209230crd,phi,BrowBr02,rush_long,17,,,,,
