game,2012,10,20121111,201211110sfo,ram,"St. Louis Rams",24,sfo,"San Francisco 49ers",24
player,201211110sfo,ram,JackSt00,rec_yds,26,,,,,
player,201211110sfo,ram,JackSt00,rec_td,0,,,,,
player,201211110sfo,ram,JackSt00,rec_long,14,,,,,
player,201211110sfo,ram,JackSt00,fumbles,0,,,,,
player,201211110sfo,ram,JackSt00,fumbles_lost,0,,,,,
player,201211110sfo,ram,RichDa00,pass_cmp,0,,,,,
player,201211110sfo,ram,RichDa00,pass_att,0,,,,,
player,201211110sfo,ram,RichDa00,pass_yds,0,,,,,
player,201211110sfo,ram,RichDa00,pass_td,0,,,,,
player,201211110sfo,ram,RichDa00,pass_int,0,,,,,
player,201211110sfo,ram,RichDa00,pass_sacked,0,,,,,
player,201211110sfo,ram,RichDa00,pass_sacked_yds,0,,,,,
player,201211110sfo,ram,RichDa00,pass_long,0,,,,,
player,201211110sfo,ram,RichDa00,pass_rating,,,,,,
player,201211110sfo,ram,RichDa00,rush_att,7,,,,,
player,201211110sfo,ram,RichDa00,rush_yds,58,,,,,
player,201211110sfo,ram,RichDa00,rush_td,0,,,,,
player,201211110sfo,ram,RichDa00,rush_long,32,,,,,
player,201211110sfo,ram,RichDa00,targets,2,,,,,
player,201211110sfo,ram,RichDa00,rec,1,,,,,
player,201211110sfo,ram,RichDa00,rec_yds,0,,,,,
player,201211110sfo,ram,RichDa00,rec_td,0,,,,,
player,201211110sfo,ram,RichDa00,rec_long,0,,,,,
player,201211110sfo,ram,RichDa00,fumbles,0,,,,,
player,201211110sfo,ram,RichDa00,fumbles_lost,0,,,,,
player,201211110sfo,ram,AmenDa00,pass_cmp,0,,,,,
player,201211110sfo,ram,AmenDa00,pass_att,0,,,,,
player,201211110sfo,ram,AmenDa00,pass_yds,0,,,,,
player,201211110sfo,ram,AmenDa00,pass_td,0,,,,,
player,201211110sfo,ram,AmenDa00,pass_int,0,,,,,
player,201211110sfo,ram,AmenDa00,pass_sacked,0,,,,,
player,201211110sfo,ram,AmenDa00,pass_sacked_yds,0,,,,,
player,201211110sfo,ram,AmenDa00,pass_long,0,,,,,
player,201211110sfo,ram,AmenDa00,pass_rating,,,,,,
player,201211110sfo,ram,AmenDa00,rush_att,0,,,,,
player,201211110sfo,ram,AmenDa00,rush_yds,0,,,,,
player,201211110sfo,ram,AmenDa00,rush_td,0,,,,,
player,201211110sfo,ram,AmenDa00,rush_long,0,,,,,
player,201211110sfo,ram,AmenDa00,targets,12,,,,,
player,201211110sfo,ram,AmenDa00,rec,11,,,,,
player,201211110sfo,ram,AmenDa00,rec_yds,102,,,,,
player,201211110sfo,ram,AmenDa00,rec_td,0,,,,,
player,201211110sfo,ram,AmenDa00,rec_long,16,,,,,
player,201211110sfo,ram,AmenDa00,fumbles,0,,,,,
player,201211110sfo,ram,AmenDa00,fumbles_lost,0,,,,,
player,201211110sfo,ram,KendLa00,pass_cmp,0,,,,,
player,201211110sfo,ram,KendLa00,pass_att,0,,,,,
player,201211110sfo,ram,KendLa00,pass_yds,0,,,,,
player,201211110sfo,ram,KendLa00,pass_td,0,,,,,
player,201211110sfo,ram,KendLa00,pass_int,0,,,,,
player,201211110sfo,ram,KendLa00,pass_sacked,0,,,,,
player,201211110sfo,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201211110sfo,ram,KendLa00,pass_long,0,,,,,
player,201211110sfo,ram,KendLa00,pass_rating,,,,,,
player,201211110sfo,ram,KendLa00,rush_att,0,,,,,
player,201211110sfo,ram,KendLa00,rush_yds,0,,,,,
player,201211110sfo,ram,KendLa00,rush_td,0,,,,,
player,201211110sfo,ram,KendLa00,rush_long,0,,,,,
player,201211110sfo,ram,KendLa00,targets,6,,,,,
player,201211110sfo,ram,KendLa00,rec,3,,,,,
player,201211110sfo,ram,KendLa00,rec_yds,48,,,,,
player,201211110sfo,ram,KendLa00,rec_td,0,,,,,
player,201211110sfo,ram,KendLa00,rec_long,19,,,,,
player,201211110sfo,ram,KendLa00,fumbles,0,,,,,
player,201211110sfo,ram,KendLa00,fumbles_lost,0,,,,,
player,201211110sfo,ram,GibsBr00,pass_cmp,0,,,,,
player,201211110sfo,ram,GibsBr00,pass_att,0,,,,,
player,201211110sfo,ram,GibsBr00,pass_yds,0,,,,,
player,201211110sfo,ram,GibsBr00,pass_td,0,,,,,
player,201211110sfo,ram,GibsBr00,pass_int,0,,,,,
player,201211110sfo,ram,GibsBr00,pass_sacked,0,,,,,
player,201211110sfo,ram,GibsBr00,pass_sacked_yds,0,,,,,
player,201211110sfo,ram,GibsBr00,pass_long,0,,,,,
player,201211110sfo,ram,GibsBr00,pass_rating,,,,,,
player,201211110sfo,ram,GibsBr00,rush_att,0,,,,,
player,201211110sfo,ram,GibsBr00,rush_yds,0,,,,,
player,201211110sfo,ram,GibsBr00,rush_td,0,,,,,
player,201211110sfo,ram,GibsBr00,rush_long,0,,,,,
player,201211110sfo,ram,GibsBr00,targets,6,,,,,
player,201211110sfo,ram,GibsBr00,rec,3,,,,,
player,201211110sfo,ram,GibsBr00,rec_yds,47,,,,,
player,201211110sfo,ram,GibsBr00,rec_td,0,,,,,
player,201211110sfo,ram,GibsBr00,rec_long,24,,,,,
player,201211110sfo,ram,GibsBr00,fumbles,0,,,,,
player,201211110sfo,ram,GibsBr00,fumbles_lost,0,,,,,
player,201211110sfo,ram,QuicBr00,pass_cmp,0,,,,,
player,201211110sfo,ram,QuicBr00,pass_att,0,,,,,
player,201211110sfo,ram,QuicBr00,pass_yds,0,,,,,
player,201211110sfo,ram,QuicBr00,pass_td,0,,,,,
player,201211110sfo,ram,QuicBr00,pass_int,0,,,,,
player,201211110sfo,ram,QuicBr00,pass_sacked,0,,,,,
player,201211110sfo,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201211110sfo,ram,QuicBr00,pass_long,0,,,,,
player,201211110sfo,ram,QuicBr00,pass_rating,,,,,,
player,201211110sfo,ram,QuicBr00,rush_att,0,,,,,
player,201211110sfo,ram,QuicBr00,rush_yds,0,,,,,
player,201211110sfo,ram,QuicBr00,rush_td,0,,,,,
player,201211110sfo,ram,QuicBr00,rush_long,0,,,,,
player,201211110sfo,ram,QuicBr00,targets,1,,,,,
player,201211110sfo,ram,QuicBr00,rec,1,,,,,
player,201211110sfo,ram,QuicBr00,rec_yds,36,,,,,
player,201211110sfo,ram,QuicBr00,rec_td,1,,,,,
player,201211110sfo,ram,QuicBr00,rec_long,36,,,,,
player,201211110sfo,ram,QuicBr00,fumbles,0,,,,,
player,201211110sfo,ram,QuicBr00,fumbles_lost,0,,,,,
player,201211110sfo,ram,McLeRo00,pass_cmp,0,,,,,
player,201211110sfo,ram,McLeRo00,pass_att,0,,,,,
player,201211110sfo,ram,McLeRo00,pass_yds,0,,,,,
player,201211110sfo,ram,McLeRo00,pass_td,0,,,,,
player,201211110sfo,ram,McLeRo00,pass_int,0,,,,,
player,201211110sfo,ram,McLeRo00,pass_sacked,0,,,,,
player,201211110sfo,ram,McLeRo00,pass_sacked_yds,0,,,,,
player,201211110sfo,ram,McLeRo00,pass_long,0,,,,,
player,201211110sfo,ram,McLeRo00,pass_rating,,,,,,
player,201211110sfo,ram,McLeRo00,rush_att,0,,,,,
player,201211110sfo,ram,McLeRo00,rush_yds,0,,,,,
player,201211110sfo,ram,McLeRo00,rush_td,0,,,,,
player,201211110sfo,ram,McLeRo00,rush_long,0,,,,,
player,201211110sfo,ram,McLeRo00,targets,1,,,,,
player,201211110sfo,ram,McLeRo00,rec,1,,,,,
player,201211110sfo,ram,McLeRo00,rec_yds,21,,,,,
player,201211110sfo,ram,McLeRo00,rec_td,0,,,,,
player,201211110sfo,ram,McLeRo00,rec_long,21,,,,,
player,201211110sfo,ram,McLeRo00,fumbles,0,,,,,
player,201211110sfo,ram,McLeRo00,fumbles_lost,0,,,,,
player,201211110sfo,ram,PettAu00,pass_cmp,0,,,,,
player,201211110sfo,ram,PettAu00,pass_att,0,,,,,
player,201211110sfo,ram,PettAu00,pass_yds,0,,,,,
player,201211110sfo,ram,PettAu00,pass_td,0,,,,,
player,201211110sfo,ram,PettAu00,pass_int,0,,,,,
player,201211110sfo,ram,PettAu00,pass_sacked,0,,,,,
player,201211110sfo,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201211110sfo,ram,PettAu00,pass_long,0,,,,,
player,201211110sfo,ram,PettAu00,pass_rating,,,,,,
player,201211110sfo,ram,PettAu00,rush_att,0,,,,,
player,201211110sfo,ram,PettAu00,rush_yds,0,,,,,
player,201211110sfo,ram,PettAu00,rush_td,0,,,,,
player,201211110sfo,ram,PettAu00,rush_long,0,,,,,
player,201211110sfo,ram,PettAu00,targets,4,,,,,
player,201211110sfo,ram,PettAu00,rec,3,,,,,
player,201211110sfo,ram,PettAu00,rec_yds,15,,,,,
player,201211110sfo,ram,PettAu00,rec_td,1,,,,,
player,201211110sfo,ram,PettAu00,rec_long,8,,,,,
player,201211110sfo,ram,PettAu00,fumbles,0,,,,,
player,201211110sfo,ram,PettAu00,fumbles_lost,0,,,,,
player,201211110sfo,ram,SmitSt02,pass_cmp,0,,,,,
player,201211110sfo,ram,SmitSt02,pass_att,0,,,,,
player,201211110sfo,ram,SmitSt02,pass_yds,0,,,,,
player,201211110sfo,ram,SmitSt02,pass_td,0,,,,,
player,201211110sfo,ram,SmitSt02,pass_int,0,,,,,
player,201211110sfo,ram,SmitSt02,pass_sacked,0,,,,,
player,201211110sfo,ram,SmitSt02,pass_sacked_yds,0,,,,,
player,201211110sfo,ram,SmitSt02,pass_long,0,,,,,
player,201211110sfo,ram,SmitSt02,pass_rating,,,,,,
player,201211110sfo,ram,SmitSt02,rush_att,0,,,,,
player,201211110sfo,ram,SmitSt02,rush_yds,0,,,,,
player,201211110sfo,ram,SmitSt02,rush_td,0,,,,,
player,201211110sfo,ram,SmitSt02,rush_long,0,,,,,
player,201211110sfo,ram,SmitSt02,targets,2,,,,,
player,201211110sfo,ram,SmitSt02,rec,2,,,,,
player,201211110sfo,ram,SmitSt02,rec_yds,11,,,,,
player,201211110sfo,ram,SmitSt02,rec_td,0,,,,,
player,201211110sfo,ram,SmitSt02,rec_long,7,,,,,
player,201211110sfo,ram,SmitSt02,fumbles,0,,,,,
player,201211110sfo,ram,SmitSt02,fumbles_lost,0,,,,,
player,201211110sfo,ram,PeadIs00,pass_cmp,0,,,,,
player,201211110sfo,ram,PeadIs00,pass_att,0,,,,,
player,201211110sfo,ram,PeadIs00,pass_yds,0,,,,,
player,201211110sfo,ram,PeadIs00,pass_td,0,,,,,
player,201211110sfo,ram,PeadIs00,pass_int,0,,,,,
player,201211110sfo,ram,PeadIs00,pass_sacked,0,,,,,
player,201211110sfo,ram,PeadIs00,pass_sacked_yds,0,,,,,
player,201211110sfo,ram,PeadIs00,pass_long,0,,,,,
player,201211110sfo,ram,PeadIs00,pass_rating,,,,,,
player,201211110sfo,ram,PeadIs00,rush_att,0,,,,,
player,201211110sfo,ram,PeadIs00,rush_yds,0,,,,,
player,201211110sfo,ram,PeadIs00,rush_td,0,,,,,
player,201211110sfo,ram,PeadIs00,rush_long,0,,,,,
player,201211110sfo,ram,PeadIs00,targets,1,,,,,
player,201211110sfo,ram,PeadIs00,rec,1,,,,,
player,201211110sfo,ram,PeadIs00,rec_yds,9,,,,,
player,201211110sfo,ram,PeadIs00,rec_td,0,,,,,
player,201211110sfo,ram,PeadIs00,rec_long,9,,,,,
player,201211110sfo,ram,PeadIs00,fumbles,2,,,,,
player,201211110sfo,ram,PeadIs00,fumbles_lost,1,,,,,
player,201211110sfo,ram,MillBr01,pass_cmp,0,,,,,
player,201211110sfo,ram,MillBr01,pass_att,0,,,,,
player,201211110sfo,ram,MillBr01,pass_yds,0,,,,,
player,201211110sfo,ram,MillBr01,pass_td,0,,,,,
player,201211110sfo,ram,MillBr01,pass_int,0,,,,,
player,201211110sfo,ram,MillBr01,pass_sacked,0,,,,,
player,201211110sfo,ram,MillBr01,pass_sacked_yds,0,,,,,
player,201211110sfo,ram,MillBr01,pass_long,0,,,,,
player,201211110sfo,ram,MillBr01,pass_rating,,,,,,
player,201211110sfo,ram,MillBr01,rush_att,0,,,,,
player,201211110sfo,ram,MillBr01,rush_yds,0,,,,,
player,201211110sfo,ram,MillBr01,rush_td,0,,,,,
player,201211110sfo,ram,MillBr01,rush_long,0,,,,,
player,201211110sfo,ram,MillBr01,targets,1,,,,,
player,201211110sfo,ram,MillBr01,rec,0,,,,,
player,201211110sfo,ram,MillBr01,rec_yds,0,,,,,
player,201211110sfo,ram,MillBr01,rec_td,0,,,,,
player,201211110sfo,ram,MillBr01,rec_long,0,,,,,
player,201211110sfo,ram,MillBr01,fumbles,0,,,,,
player,201211110sfo,ram,MillBr01,fumbles_lost,0,,,,,
player,201211110sfo,sfo,KaepCo00,pass_cmp,11,,,,,
player,201211110sfo,sfo,KaepCo00,pass_att,17,,,,,
player,201211110sfo,sfo,KaepCo00,pass_yds,117,,,,,
player,201211110sfo,sfo,KaepCo00,pass_td,0,,,,,
player,201211110sfo,sfo,KaepCo00,pass_int,0,,,,,
player,201211110sfo,sfo,KaepCo00,pass_sacked,3,,,,,
player,201211110sfo,sfo,KaepCo00,pass_sacked_yds,22,,,,,
player,201211110sfo,sfo,KaepCo00,pass_long,20,,,,,
player,201211110sfo,sfo,KaepCo00,pass_rating,84.7,,,,,
player,201211110sfo,sfo,KaepCo00,rush_att,8,,,,,
player,201211110sfo,sfo,KaepCo00,rush_yds,66,,,,,
player,201211110sfo,sfo,KaepCo00,rush_td,1,,,,,
player,201211110sfo,sfo,KaepCo00,rush_long,19,,,,,
player,201211110sfo,sfo,KaepCo00,targets,0,,,,,
player,201211110sfo,sfo,KaepCo00,rec,0,,,,,
player,201211110sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201211110sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201211110sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201211110sfo,sfo,KaepCo00,fumbles,2,,,,,
player,201211110sfo,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201211110sfo,sfo,SmitAl03,pass_cmp,7,,,,,
player,201211110sfo,sfo,SmitAl03,pass_att,8,,,,,
player,201211110sfo,sfo,SmitAl03,pass_yds,72,,,,,
player,201211110sfo,sfo,SmitAl03,pass_td,1,,,,,
player,201211110sfo,sfo,SmitAl03,pass_int,0,,,,,
player,201211110sfo,sfo,SmitAl03,pass_sacked,2,,,,,
player,201211110sfo,sfo,SmitAl03,pass_sacked_yds,9,,,,,
player,201211110sfo,sfo,SmitAl03,pass_long,19,,,,,
player,201211110sfo,sfo,SmitAl03,pass_rating,143.7,,,,,
player,201211110sfo,sfo,SmitAl03,rush_att,2,,,,,
player,201211110sfo,sfo,SmitAl03,rush_yds,5,,,,,
player,201211110sfo,sfo,SmitAl03,rush_td,0,,,,,
player,201211110sfo,sfo,SmitAl03,rush_long,4,,,,,
player,201211110sfo,sfo,SmitAl03,targets,0,,,,,
player,201211110sfo,sfo,SmitAl03,rec,0,,,,,
player,201211110sfo,sfo,SmitAl03,rec_yds,0,,,,,
player,201211110sfo,sfo,SmitAl03,rec_td,0,,,,,
player,201211110sfo,sfo,SmitAl03,rec_long,0,,,,,
player,201211110sfo,sfo,SmitAl03,fumbles,0,,,,,
player,201211110sfo,sfo,SmitAl03,fumbles_lost,0,,,,,
player,201211110sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201211110sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201211110sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201211110sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201211110sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201211110sfo,sfo,GoreFr00,pass_sacked,0,,,,,
player,201211110sfo,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201211110sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201211110sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201211110sfo,sfo,GoreFr00,rush_att,21,,,,,
player,201211110sfo,sfo,GoreFr00,rush_yds,97,,,,,
player,201211110sfo,sfo,GoreFr00,rush_td,1,,,,,
player,201211110sfo,sfo,GoreFr00,rush_long,20,,,,,
player,201211110sfo,sfo,GoreFr00,targets,4,,,,,
player,201211110sfo,sfo,GoreFr00,rec,3,,,,,
player,201211110sfo,sfo,GoreFr00,rec_yds,18,,,,,
player,201211110sfo,sfo,GoreFr00,rec_td,0,,,,,
player,201211110sfo,sfo,GoreFr00,rec_long,11,,,,,
player,201211110sfo,sfo,GoreFr00,fumbles,0,,,,,
player,201211110sfo,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201211110sfo,sfo,HuntKe00,pass_cmp,0,,,,,
player,201211110sfo,sfo,HuntKe00,pass_att,0,,,,,
player,201211110sfo,sfo,HuntKe00,pass_yds,0,,,,,
player,201211110sfo,sfo,HuntKe00,pass_td,0,,,,,
player,201211110sfo,sfo,HuntKe00,pass_int,0,,,,,
player,201211110sfo,sfo,HuntKe00,pass_sacked,0,,,,,
player,201211110sfo,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201211110sfo,sfo,HuntKe00,pass_long,0,,,,,
player,201211110sfo,sfo,HuntKe00,pass_rating,,,,,,
player,201211110sfo,sfo,HuntKe00,rush_att,3,,,,,
player,201211110sfo,sfo,HuntKe00,rush_yds,15,,,,,
player,201211110sfo,sfo,HuntKe00,rush_td,0,,,,,
player,201211110sfo,sfo,HuntKe00,rush_long,6,,,,,
player,201211110sfo,sfo,HuntKe00,targets,1,,,,,
player,201211110sfo,sfo,HuntKe00,rec,1,,,,,
player,201211110sfo,sfo,HuntKe00,rec_yds,8,,,,,
player,201211110sfo,sfo,HuntKe00,rec_td,0,,,,,
player,201211110sfo,sfo,HuntKe00,rec_long,8,,,,,
player,201211110sfo,sfo,HuntKe00,fumbles,0,,,,,
player,201211110sfo,sfo,HuntKe00,fumbles_lost,0,,,,,
player,201211110sfo,sfo,CrabMi00,pass_cmp,0,,,,,
player,201211110sfo,sfo,CrabMi00,pass_att,0,,,,,
player,201211110sfo,sfo,CrabMi00,pass_yds,0,,,,,
player,201211110sfo,sfo,CrabMi00,pass_td,0,,,,,
player,201211110sfo,sfo,CrabMi00,pass_int,0,,,,,
player,201211110sfo,sfo,CrabMi00,pass_sacked,0,,,,,
player,201211110sfo,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201211110sfo,sfo,CrabMi00,pass_long,0,,,,,
player,201211110sfo,sfo,CrabMi00,pass_rating,,,,,,
player,201211110sfo,sfo,CrabMi00,rush_att,0,,,,,
player,201211110sfo,sfo,CrabMi00,rush_yds,0,,,,,
player,201211110sfo,sfo,CrabMi00,rush_td,0,,,,,
player,201211110sfo,sfo,CrabMi00,rush_long,0,,,,,
player,201211110sfo,sfo,CrabMi00,targets,6,,,,,
player,201211110sfo,sfo,CrabMi00,rec,5,,,,,
player,201211110sfo,sfo,CrabMi00,rec_yds,70,,,,,
player,201211110sfo,sfo,CrabMi00,rec_td,1,,,,,
player,201211110sfo,sfo,CrabMi00,rec_long,19,,,,,
player,201211110sfo,sfo,CrabMi00,fumbles,0,,,,,
player,201211110sfo,sfo,CrabMi00,fumbles_lost,0,,,,,
player,201211110sfo,sfo,DaviVe00,pass_cmp,0,,,,,
player,201211110sfo,sfo,DaviVe00,pass_att,0,,,,,
player,201211110sfo,sfo,DaviVe00,pass_yds,0,,,,,
player,201211110sfo,sfo,DaviVe00,pass_td,0,,,,,
player,201211110sfo,sfo,DaviVe00,pass_int,0,,,,,
player,201211110sfo,sfo,DaviVe00,pass_sacked,0,,,,,
player,201211110sfo,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201211110sfo,sfo,DaviVe00,pass_long,0,,,,,
player,201211110sfo,sfo,DaviVe00,pass_rating,,,,,,
player,201211110sfo,sfo,DaviVe00,rush_att,0,,,,,
player,201211110sfo,sfo,DaviVe00,rush_yds,0,,,,,
player,201211110sfo,sfo,DaviVe00,rush_td,0,,,,,
player,201211110sfo,sfo,DaviVe00,rush_long,0,,,,,
player,201211110sfo,sfo,DaviVe00,targets,5,,,,,
player,201211110sfo,sfo,DaviVe00,rec,4,,,,,
player,201211110sfo,sfo,DaviVe00,rec_yds,30,,,,,
player,201211110sfo,sfo,DaviVe00,rec_td,0,,,,,
player,201211110sfo,sfo,DaviVe00,rec_long,17,,,,,
player,201211110sfo,sfo,DaviVe00,fumbles,0,,,,,
player,201211110sfo,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201211110sfo,sfo,WillKy01,pass_cmp,0,,,,,
player,201211110sfo,sfo,WillKy01,pass_att,0,,,,,
player,201211110sfo,sfo,WillKy01,pass_yds,0,,,,,
player,201211110sfo,sfo,WillKy01,pass_td,0,,,,,
player,201211110sfo,sfo,WillKy01,pass_int,0,,,,,
player,201211110sfo,sfo,WillKy01,pass_sacked,0,,,,,
player,201211110sfo,sfo,WillKy01,pass_sacked_yds,0,,,,,
player,201211110sfo,sfo,WillKy01,pass_long,0,,,,,
player,201211110sfo,sfo,WillKy01,pass_rating,,,,,,
player,201211110sfo,sfo,WillKy01,rush_att,0,,,,,
player,201211110sfo,sfo,WillKy01,rush_yds,0,,,,,
player,201211110sfo,sfo,WillKy01,rush_td,0,,,,,
player,201211110sfo,sfo,WillKy01,rush_long,0,,,,,
player,201211110sfo,sfo,WillKy01,targets,3,,,,,
player,201211110sfo,sfo,WillKy01,rec,2,,,,,
player,201211110sfo,sfo,WillKy01,rec_yds,24,,,,,
player,201211110sfo,sfo,WillKy01,rec_td,0,,,,,
player,201211110sfo,sfo,WillKy01,rec_long,13,,,,,
player,201211110sfo,sfo,WillKy01,fumbles,1,,,,,
player,201211110sfo,sfo,WillKy01,fumbles_lost,0,,,,,
player,201211110sfo,sfo,MannMa01,pass_cmp,0,,,,,
player,201211110sfo,sfo,MannMa01,pass_att,0,,,,,
player,201211110sfo,sfo,MannMa01,pass_yds,0,,,,,
player,201211110sfo,sfo,MannMa01,pass_td,0,,,,,
player,201211110sfo,sfo,MannMa01,pass_int,0,,,,,
player,201211110sfo,sfo,MannMa01,pass_sacked,0,,,,,
player,201211110sfo,sfo,MannMa01,pass_sacked_yds,0,,,,,
player,201211110sfo,sfo,MannMa01,pass_long,0,,,,,
player,201211110sfo,sfo,MannMa01,pass_rating,,,,,,
player,201211110sfo,sfo,MannMa01,rush_att,0,,,,,
player,201211110sfo,sfo,MannMa01,rush_yds,0,,,,,
player,201211110sfo,sfo,MannMa01,rush_td,0,,,,,
player,201211110sfo,sfo,MannMa01,rush_long,0,,,,,
player,201211110sfo,sfo,MannMa01,targets,3,,,,,
player,201211110sfo,sfo,MannMa01,rec,1,,,,,
player,201211110sfo,sfo,MannMa01,rec_yds,20,,,,,
