game,2012,7,20121021,201210210min,crd,"Arizona Cardinals",14,min,"Minnesota Vikings",21
team,201210210min,crd,First Downs,21,,,,,,
team,201210210min,min,First Downs,12,,,,,,
team,201210210min,crd,Rush-Yds-TDs,26-126-1,,,,,,
team,201210210min,min,Rush-Yds-TDs,27-166-1,,,,,,
team,201210210min,crd,Cmp-Att-Yd-TD-INT,25-36-262-1-1,,,,,,
team,201210210min,min,Cmp-Att-Yd-TD-INT,8-17-58-1-2,,,,,,
team,201210210min,crd,Sacked-Yards,7-32,,,,,,
team,201210210min,min,Sacked-Yards,3-15,,,,,,
team,201210210min,crd,Net Pass Yards,230,,,,,,
team,201210210min,min,Net Pass Yards,43,,,,,,
team,201210210min,crd,Total Yards,356,,,,,,
team,201210210min,min,Total Yards,209,,,,,,
team,201210210min,crd,Fumbles-Lost,2-1,,,,,,
team,201210210min,min,Fumbles-Lost,0-0,,,,,,
team,201210210min,crd,Turnovers,2,,,,,,
team,201210210min,min,Turnovers,2,,,,,,
team,201210210min,crd,Penalties-Yards,9-82,,,,,,
team,201210210min,min,Penalties-Yards,7-35,,,,,,
team,201210210min,crd,Third Down Conv.,5-14,,,,,,
team,201210210min,min,Third Down Conv.,1-10,,,,,,
team,201210210min,crd,Fourth Down Conv.,0-2,,,,,,
team,201210210min,min,Fourth Down Conv.,1-1,,,,,,
team,201210210min,crd,Time of Possession,35:05,,,,,,
team,201210210min,min,Time of Possession,24:55,,,,,,
player,201210210min,crd,SkelJo00,pass_cmp,25,,,,,
player,201210210min,crd,SkelJo00,pass_att,36,,,,,
player,201210210min,crd,SkelJo00,pass_yds,262,,,,,
player,201210210min,crd,SkelJo00,pass_td,1,,,,,
player,201210210min,crd,SkelJo00,pass_int,1,,,,,
player,201210210min,crd,SkelJo00,pass_sacked,7,,,,,
player,201210210min,crd,SkelJo00,pass_sacked_yds,32,,,,,
player,201210210min,crd,SkelJo00,pass_long,22,,,,,
player,201210210min,crd,SkelJo00,pass_rating,88.0,,,,,
player,201210210min,crd,SkelJo00,rush_att,0,,,,,
player,201210210min,crd,SkelJo00,rush_yds,0,,,,,
player,201210210min,crd,SkelJo00,rush_td,0,,,,,
player,201210210min,crd,SkelJo00,rush_long,0,,,,,
player,201210210min,crd,SkelJo00,targets,0,,,,,
player,201210210min,crd,SkelJo00,rec,0,,,,,
player,201210210min,crd,SkelJo00,rec_yds,0,,,,,
player,201210210min,crd,SkelJo00,rec_td,0,,,,,
player,201210210min,crd,SkelJo00,rec_long,0,,,,,
player,201210210min,crd,SkelJo00,fumbles,1,,,,,
player,201210210min,crd,SkelJo00,fumbles_lost,1,,,,,
player,201210210min,crd,StepLa00,pass_cmp,0,,,,,
player,201210210min,crd,StepLa00,pass_att,0,,,,,
player,201210210min,crd,StepLa00,pass_yds,0,,,,,
player,201210210min,crd,StepLa00,pass_td,0,,,,,
player,201210210min,crd,StepLa00,pass_int,0,,,,,
player,201210210min,crd,StepLa00,pass_sacked,0,,,,,
player,201210210min,crd,StepLa00,pass_sacked_yds,0,,,,,
player,201210210min,crd,StepLa00,pass_long,0,,,,,
player,201210210min,crd,StepLa00,pass_rating,,,,,,
player,201210210min,crd,StepLa00,rush_att,20,,,,,
player,201210210min,crd,StepLa00,rush_yds,104,,,,,
player,201210210min,crd,StepLa00,rush_td,1,,,,,
player,201210210min,crd,StepLa00,rush_long,27,,,,,
player,201210210min,crd,StepLa00,targets,5,,,,,
player,201210210min,crd,StepLa00,rec,4,,,,,
player,201210210min,crd,StepLa00,rec_yds,45,,,,,
player,201210210min,crd,StepLa00,rec_td,0,,,,,
player,201210210min,crd,StepLa00,rec_long,19,,,,,
player,201210210min,crd,StepLa00,fumbles,0,,,,,
player,201210210min,crd,StepLa00,fumbles_lost,0,,,,,
player,201210210min,crd,PoweWi00,pass_cmp,0,,,,,
player,201210210min,crd,PoweWi00,pass_att,0,,,,,
player,201210210min,crd,PoweWi00,pass_yds,0,,,,,
player,201210210min,crd,PoweWi00,pass_td,0,,,,,
player,201210210min,crd,PoweWi00,pass_int,0,,,,,
player,201210210min,crd,PoweWi00,pass_sacked,0,,,,,
player,201210210min,crd,PoweWi00,pass_sacked_yds,0,,,,,
player,201210210min,crd,PoweWi00,pass_long,0,,,,,
player,201210210min,crd,PoweWi00,pass_rating,,,,,,
player,201210210min,crd,PoweWi00,rush_att,4,,,,,
player,201210210min,crd,PoweWi00,rush_yds,13,,,,,
player,201210210min,crd,PoweWi00,rush_td,0,,,,,
player,201210210min,crd,PoweWi00,rush_long,7,,,,,
player,201210210min,crd,PoweWi00,targets,1,,,,,
player,201210210min,crd,PoweWi00,rec,1,,,,,
player,201210210min,crd,PoweWi00,rec_yds,5,,,,,
player,201210210min,crd,PoweWi00,rec_td,0,,,,,
player,201210210min,crd,PoweWi00,rec_long,5,,,,,
player,201210210min,crd,PoweWi00,fumbles,1,,,,,
player,201210210min,crd,PoweWi00,fumbles_lost,0,,,,,
player,201210210min,crd,DoucEa00,pass_cmp,0,,,,,
player,201210210min,crd,DoucEa00,pass_att,0,,,,,
player,201210210min,crd,DoucEa00,pass_yds,0,,,,,
player,201210210min,crd,DoucEa00,pass_td,0,,,,,
player,201210210min,crd,DoucEa00,pass_int,0,,,,,
player,201210210min,crd,DoucEa00,pass_sacked,0,,,,,
player,201210210min,crd,DoucEa00,pass_sacked_yds,0,,,,,
