game,2012,13,20121203,201212030was,nyg,"New York Giants",16,was,"Washington Redskins",17
team,201212030was,nyg,First Downs,21,,,,,,
team,201212030was,was,First Downs,20,,,,,,
team,201212030was,nyg,Rush-Yds-TDs,29-117-0,,,,,,
team,201212030was,was,Rush-Yds-TDs,31-207-0,,,,,,
team,201212030was,nyg,Cmp-Att-Yd-TD-INT,20-33-280-1-0,,,,,,
team,201212030was,was,Cmp-Att-Yd-TD-INT,13-21-163-1-0,,,,,,
team,201212030was,nyg,Sacked-Yards,1-7,,,,,,
team,201212030was,was,Sacked-Yards,0-0,,,,,,
team,201212030was,nyg,Net Pass Yards,273,,,,,,
team,201212030was,was,Net Pass Yards,163,,,,,,
team,201212030was,nyg,Total Yards,390,,,,,,
team,201212030was,was,Total Yards,370,,,,,,
team,201212030was,nyg,Fumbles-Lost,0-0,,,,,,
team,201212030was,was,Fumbles-Lost,2-1,,,,,,
team,201212030was,nyg,Turnovers,0,,,,,,
team,201212030was,was,Turnovers,1,,,,,,
team,201212030was,nyg,Penalties-Yards,9-73,,,,,,
team,201212030was,was,Penalties-Yards,4-56,,,,,,
team,201212030was,nyg,Third Down Conv.,9-15,,,,,,
team,201212030was,was,Third Down Conv.,4-8,,,,,,
team,201212030was,nyg,Fourth Down Conv.,0-0,,,,,,
team,201212030was,was,Fourth Down Conv.,0-0,,,,,,
team,201212030was,nyg,Time of Possession,33:13,,,,,,
team,201212030was,was,Time of Possession,26:47,,,,,,
player,201212030was,nyg,MannEl00,pass_cmp,20,,,,,
player,201212030was,nyg,MannEl00,pass_att,33,,,,,
player,201212030was,nyg,MannEl00,pass_yds,280,,,,,
player,201212030was,nyg,MannEl00,pass_td,1,,,,,
player,201212030was,nyg,MannEl00,pass_int,0,,,,,
player,201212030was,nyg,MannEl00,pass_sacked,1,,,,,
player,201212030was,nyg,MannEl00,pass_sacked_yds,7,,,,,
player,201212030was,nyg,MannEl00,pass_long,49,,,,,
player,201212030was,nyg,MannEl00,pass_rating,98.0,,,,,
