game,2012,14,20121209,201212090min,chi,"Chicago Bears",14,min,"Minnesota Vikings",21
team,201212090min,chi,First Downs,22,,,,,,
team,201212090min,min,First Downs,17,,,,,,
team,201212090min,chi,Rush-Yds-TDs,18-118-0,,,,,,
team,201212090min,min,Rush-Yds-TDs,38-171-2,,,,,,
team,201212090min,chi,Cmp-Att-Yd-TD-INT,28-53-324-2-2,,,,,,
team,201212090min,min,Cmp-Att-Yd-TD-INT,11-17-91-0-1,,,,,,
team,201212090min,chi,Sacked-Yards,2-4,,,,,,
team,201212090min,min,Sacked-Yards,1-14,,,,,,
team,201212090min,chi,Net Pass Yards,320,,,,,,
team,201212090min,min,Net Pass Yards,77,,,,,,
team,201212090min,chi,Total Yards,438,,,,,,
team,201212090min,min,Total Yards,248,,,,,,
team,201212090min,chi,Fumbles-Lost,1-0,,,,,,
team,201212090min,min,Fumbles-Lost,2-0,,,,,,
team,201212090min,chi,Turnovers,2,,,,,,
team,201212090min,min,Turnovers,1,,,,,,
team,201212090min,chi,Penalties-Yards,10-80,,,,,,
team,201212090min,min,Penalties-Yards,7-54,,,,,,
team,201212090min,chi,Third Down Conv.,7-17,,,,,,
team,201212090min,min,Third Down Conv.,6-14,,,,,,
team,201212090min,chi,Fourth Down Conv.,1-2,,,,,,
team,201212090min,min,Fourth Down Conv.,0-0,,,,,,
team,201212090min,chi,Time of Possession,31:42,,,,,,
team,201212090min,min,Time of Possession,28:18,,,,,,
player,201212090min,chi,CutlJa00,pass_cmp,22,,,,,
player,201212090min,chi,CutlJa00,pass_att,44,,,,,
player,201212090min,chi,CutlJa00,pass_yds,260,,,,,
player,201212090min,chi,CutlJa00,pass_td,1,,,,,
player,201212090min,chi,CutlJa00,pass_int,2,,,,,
player,201212090min,chi,CutlJa00,pass_sacked,2,,,,,
player,201212090min,chi,CutlJa00,pass_sacked_yds,4,,,,,
player,201212090min,chi,CutlJa00,pass_long,39,,,,,
player,201212090min,chi,CutlJa00,pass_rating,57.0,,,,,
player,201212090min,chi,CutlJa00,rush_att,2,,,,,
player,201212090min,chi,CutlJa00,rush_yds,16,,,,,
player,201212090min,chi,CutlJa00,rush_td,0,,,,,
player,201212090min,chi,CutlJa00,rush_long,11,,,,,
player,201212090min,chi,CutlJa00,targets,0,,,,,
player,201212090min,chi,CutlJa00,rec,0,,,,,
player,201212090min,chi,CutlJa00,rec_yds,0,,,,,
player,201212090min,chi,CutlJa00,rec_td,0,,,,,
player,201212090min,chi,CutlJa00,rec_long,0,,,,,
player,201212090min,chi,CutlJa00,fumbles,1,,,,,
player,201212090min,chi,CutlJa00,fumbles_lost,0,,,,,
player,201212090min,chi,CampJa00,pass_cmp,6,,,,,
player,201212090min,chi,CampJa00,pass_att,9,,,,,
player,201212090min,chi,CampJa00,pass_yds,64,,,,,
player,201212090min,chi,CampJa00,pass_td,1,,,,,
player,201212090min,chi,CampJa00,pass_int,0,,,,,
player,201212090min,chi,CampJa00,pass_sacked,0,,,,,
player,201212090min,chi,CampJa00,pass_sacked_yds,0,,,,,
player,201212090min,chi,CampJa00,pass_long,18,,,,,
player,201212090min,chi,CampJa00,pass_rating,124.3,,,,,
player,201212090min,chi,CampJa00,rush_att,1,,,,,
player,201212090min,chi,CampJa00,rush_yds,8,,,,,
player,201212090min,chi,CampJa00,rush_td,0,,,,,
player,201212090min,chi,CampJa00,rush_long,8,,,,,
player,201212090min,chi,CampJa00,targets,0,,,,,
player,201212090min,chi,CampJa00,rec,0,,,,,
player,201212090min,chi,CampJa00,rec_yds,0,,,,,
player,201212090min,chi,CampJa00,rec_td,0,,,,,
player,201212090min,chi,CampJa00,rec_long,0,,,,,
player,201212090min,chi,CampJa00,fumbles,0,,,,,
player,201212090min,chi,CampJa00,fumbles_lost,0,,,,,
player,201212090min,chi,FortMa00,pass_cmp,0,,,,,
player,201212090min,chi,FortMa00,pass_att,0,,,,,
player,201212090min,chi,FortMa00,pass_yds,0,,,,,
player,201212090min,chi,FortMa00,pass_td,0,,,,,
player,201212090min,chi,FortMa00,pass_int,0,,,,,
player,201212090min,chi,FortMa00,pass_sacked,0,,,,,
player,201212090min,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201212090min,chi,FortMa00,pass_long,0,,,,,
player,201212090min,chi,FortMa00,pass_rating,,,,,,
player,201212090min,chi,FortMa00,rush_att,13,,,,,
player,201212090min,chi,FortMa00,rush_yds,85,,,,,
player,201212090min,chi,FortMa00,rush_td,0,,,,,
player,201212090min,chi,FortMa00,rush_long,36,,,,,
player,201212090min,chi,FortMa00,targets,7,,,,,
player,201212090min,chi,FortMa00,rec,6,,,,,
player,201212090min,chi,FortMa00,rec_yds,34,,,,,
player,201212090min,chi,FortMa00,rec_td,0,,,,,
player,201212090min,chi,FortMa00,rec_long,18,,,,,
player,201212090min,chi,FortMa00,fumbles,0,,,,,
player,201212090min,chi,FortMa00,fumbles_lost,0,,,,,
player,201212090min,chi,BushMi00,pass_cmp,0,,,,,
player,201212090min,chi,BushMi00,pass_att,0,,,,,
player,201212090min,chi,BushMi00,pass_yds,0,,,,,
player,201212090min,chi,BushMi00,pass_td,0,,,,,
player,201212090min,chi,BushMi00,pass_int,0,,,,,
