game,2012,8,20121028,201210280chi,car,"Carolina Panthers",22,chi,"Chicago Bears",23
player,201210280chi,car,SmitSt01,fumbles_lost,0,,,,,
player,201210280chi,car,LaFeBr00,pass_cmp,0,,,,,
player,201210280chi,car,LaFeBr00,pass_att,0,,,,,
player,201210280chi,car,LaFeBr00,pass_yds,0,,,,,
player,201210280chi,car,LaFeBr00,pass_td,0,,,,,
player,201210280chi,car,LaFeBr00,pass_int,0,,,,,
player,201210280chi,car,LaFeBr00,pass_sacked,0,,,,,
player,201210280chi,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201210280chi,car,LaFeBr00,pass_long,0,,,,,
player,201210280chi,car,LaFeBr00,pass_rating,,,,,,
player,201210280chi,car,LaFeBr00,rush_att,0,,,,,
player,201210280chi,car,LaFeBr00,rush_yds,0,,,,,
player,201210280chi,car,LaFeBr00,rush_td,0,,,,,
player,201210280chi,car,LaFeBr00,rush_long,0,,,,,
player,201210280chi,car,LaFeBr00,targets,4,,,,,
player,201210280chi,car,LaFeBr00,rec,3,,,,,
player,201210280chi,car,LaFeBr00,rec_yds,88,,,,,
player,201210280chi,car,LaFeBr00,rec_td,0,,,,,
player,201210280chi,car,LaFeBr00,rec_long,62,,,,,
player,201210280chi,car,LaFeBr00,fumbles,0,,,,,
player,201210280chi,car,LaFeBr00,fumbles_lost,0,,,,,
player,201210280chi,car,HartBe00,pass_cmp,0,,,,,
player,201210280chi,car,HartBe00,pass_att,0,,,,,
player,201210280chi,car,HartBe00,pass_yds,0,,,,,
player,201210280chi,car,HartBe00,pass_td,0,,,,,
player,201210280chi,car,HartBe00,pass_int,0,,,,,
player,201210280chi,car,HartBe00,pass_sacked,0,,,,,
player,201210280chi,car,HartBe00,pass_sacked_yds,0,,,,,
player,201210280chi,car,HartBe00,pass_long,0,,,,,
player,201210280chi,car,HartBe00,pass_rating,,,,,,
player,201210280chi,car,HartBe00,rush_att,0,,,,,
player,201210280chi,car,HartBe00,rush_yds,0,,,,,
player,201210280chi,car,HartBe00,rush_td,0,,,,,
player,201210280chi,car,HartBe00,rush_long,0,,,,,
player,201210280chi,car,HartBe00,targets,1,,,,,
player,201210280chi,car,HartBe00,rec,1,,,,,
player,201210280chi,car,HartBe00,rec_yds,25,,,,,
player,201210280chi,car,HartBe00,rec_td,0,,,,,
player,201210280chi,car,HartBe00,rec_long,25,,,,,
player,201210280chi,car,HartBe00,fumbles,0,,,,,
player,201210280chi,car,HartBe00,fumbles_lost,0,,,,,
player,201210280chi,car,OlseGr00,pass_cmp,0,,,,,
player,201210280chi,car,OlseGr00,pass_att,0,,,,,
player,201210280chi,car,OlseGr00,pass_yds,0,,,,,
player,201210280chi,car,OlseGr00,pass_td,0,,,,,
player,201210280chi,car,OlseGr00,pass_int,0,,,,,
player,201210280chi,car,OlseGr00,pass_sacked,0,,,,,
player,201210280chi,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201210280chi,car,OlseGr00,pass_long,0,,,,,
player,201210280chi,car,OlseGr00,pass_rating,,,,,,
player,201210280chi,car,OlseGr00,rush_att,0,,,,,
player,201210280chi,car,OlseGr00,rush_yds,0,,,,,
player,201210280chi,car,OlseGr00,rush_td,0,,,,,
player,201210280chi,car,OlseGr00,rush_long,0,,,,,
player,201210280chi,car,OlseGr00,targets,5,,,,,
player,201210280chi,car,OlseGr00,rec,3,,,,,
player,201210280chi,car,OlseGr00,rec_yds,23,,,,,
player,201210280chi,car,OlseGr00,rec_td,0,,,,,
player,201210280chi,car,OlseGr00,rec_long,10,,,,,
player,201210280chi,car,OlseGr00,fumbles,0,,,,,
player,201210280chi,car,OlseGr00,fumbles_lost,0,,,,,
player,201210280chi,car,BarnGa01,pass_cmp,0,,,,,
player,201210280chi,car,BarnGa01,pass_att,0,,,,,
player,201210280chi,car,BarnGa01,pass_yds,0,,,,,
player,201210280chi,car,BarnGa01,pass_td,0,,,,,
player,201210280chi,car,BarnGa01,pass_int,0,,,,,
player,201210280chi,car,BarnGa01,pass_sacked,0,,,,,
player,201210280chi,car,BarnGa01,pass_sacked_yds,0,,,,,
player,201210280chi,car,BarnGa01,pass_long,0,,,,,
player,201210280chi,car,BarnGa01,pass_rating,,,,,,
player,201210280chi,car,BarnGa01,rush_att,0,,,,,
player,201210280chi,car,BarnGa01,rush_yds,0,,,,,
player,201210280chi,car,BarnGa01,rush_td,0,,,,,
player,201210280chi,car,BarnGa01,rush_long,0,,,,,
player,201210280chi,car,BarnGa01,targets,1,,,,,
player,201210280chi,car,BarnGa01,rec,1,,,,,
player,201210280chi,car,BarnGa01,rec_yds,7,,,,,
player,201210280chi,car,BarnGa01,rec_td,0,,,,,
player,201210280chi,car,BarnGa01,rec_long,7,,,,,
player,201210280chi,car,BarnGa01,fumbles,0,,,,,
player,201210280chi,car,BarnGa01,fumbles_lost,0,,,,,
player,201210280chi,car,MurpLo00,pass_cmp,0,,,,,
player,201210280chi,car,MurpLo00,pass_att,0,,,,,
player,201210280chi,car,MurpLo00,pass_yds,0,,,,,
player,201210280chi,car,MurpLo00,pass_td,0,,,,,
player,201210280chi,car,MurpLo00,pass_int,0,,,,,
player,201210280chi,car,MurpLo00,pass_sacked,0,,,,,
player,201210280chi,car,MurpLo00,pass_sacked_yds,0,,,,,
player,201210280chi,car,MurpLo00,pass_long,0,,,,,
player,201210280chi,car,MurpLo00,pass_rating,,,,,,
player,201210280chi,car,MurpLo00,rush_att,0,,,,,
player,201210280chi,car,MurpLo00,rush_yds,0,,,,,
player,201210280chi,car,MurpLo00,rush_td,0,,,,,
player,201210280chi,car,MurpLo00,rush_long,0,,,,,
player,201210280chi,car,MurpLo00,targets,4,,,,,
player,201210280chi,car,MurpLo00,rec,0,,,,,
player,201210280chi,car,MurpLo00,rec_yds,0,,,,,
player,201210280chi,car,MurpLo00,rec_td,0,,,,,
player,201210280chi,car,MurpLo00,rec_long,0,,,,,
player,201210280chi,car,MurpLo00,fumbles,0,,,,,
player,201210280chi,car,MurpLo00,fumbles_lost,0,,,,,
player,201210280chi,chi,CutlJa00,pass_cmp,19,,,,,
player,201210280chi,chi,CutlJa00,pass_att,28,,,,,
player,201210280chi,chi,CutlJa00,pass_yds,186,,,,,
player,201210280chi,chi,CutlJa00,pass_td,1,,,,,
player,201210280chi,chi,CutlJa00,pass_int,1,,,,,
player,201210280chi,chi,CutlJa00,pass_sacked,6,,,,,
player,201210280chi,chi,CutlJa00,pass_sacked_yds,55,,,,,
player,201210280chi,chi,CutlJa00,pass_long,24,,,,,
player,201210280chi,chi,CutlJa00,pass_rating,83.3,,,,,
player,201210280chi,chi,CutlJa00,rush_att,1,,,,,
player,201210280chi,chi,CutlJa00,rush_yds,4,,,,,
player,201210280chi,chi,CutlJa00,rush_td,0,,,,,
player,201210280chi,chi,CutlJa00,rush_long,4,,,,,
player,201210280chi,chi,CutlJa00,targets,0,,,,,
player,201210280chi,chi,CutlJa00,rec,0,,,,,
player,201210280chi,chi,CutlJa00,rec_yds,0,,,,,
player,201210280chi,chi,CutlJa00,rec_td,0,,,,,
player,201210280chi,chi,CutlJa00,rec_long,0,,,,,
player,201210280chi,chi,CutlJa00,fumbles,2,,,,,
player,201210280chi,chi,CutlJa00,fumbles_lost,2,,,,,
player,201210280chi,chi,FortMa00,pass_cmp,0,,,,,
player,201210280chi,chi,FortMa00,pass_att,0,,,,,
player,201210280chi,chi,FortMa00,pass_yds,0,,,,,
player,201210280chi,chi,FortMa00,pass_td,0,,,,,
player,201210280chi,chi,FortMa00,pass_int,0,,,,,
player,201210280chi,chi,FortMa00,pass_sacked,0,,,,,
player,201210280chi,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201210280chi,chi,FortMa00,pass_long,0,,,,,
player,201210280chi,chi,FortMa00,pass_rating,,,,,,
player,201210280chi,chi,FortMa00,rush_att,15,,,,,
player,201210280chi,chi,FortMa00,rush_yds,70,,,,,
player,201210280chi,chi,FortMa00,rush_td,1,,,,,
player,201210280chi,chi,FortMa00,rush_long,16,,,,,
player,201210280chi,chi,FortMa00,targets,5,,,,,
player,201210280chi,chi,FortMa00,rec,5,,,,,
player,201210280chi,chi,FortMa00,rec_yds,24,,,,,
player,201210280chi,chi,FortMa00,rec_td,0,,,,,
player,201210280chi,chi,FortMa00,rec_long,12,,,,,
player,201210280chi,chi,FortMa00,fumbles,0,,,,,
player,201210280chi,chi,FortMa00,fumbles_lost,0,,,,,
player,201210280chi,chi,BushMi00,pass_cmp,0,,,,,
player,201210280chi,chi,BushMi00,pass_att,0,,,,,
player,201210280chi,chi,BushMi00,pass_yds,0,,,,,
player,201210280chi,chi,BushMi00,pass_td,0,,,,,
player,201210280chi,chi,BushMi00,pass_int,0,,,,,
player,201210280chi,chi,BushMi00,pass_sacked,0,,,,,
player,201210280chi,chi,BushMi00,pass_sacked_yds,0,,,,,
player,201210280chi,chi,BushMi00,pass_long,0,,,,,
player,201210280chi,chi,BushMi00,pass_rating,,,,,,
player,201210280chi,chi,BushMi00,rush_att,3,,,,,
player,201210280chi,chi,BushMi00,rush_yds,5,,,,,
player,201210280chi,chi,BushMi00,rush_td,0,,,,,
player,201210280chi,chi,BushMi00,rush_long,4,,,,,
player,201210280chi,chi,BushMi00,targets,0,,,,,
player,201210280chi,chi,BushMi00,rec,0,,,,,
player,201210280chi,chi,BushMi00,rec_yds,0,,,,,
player,201210280chi,chi,BushMi00,rec_td,0,,,,,
player,201210280chi,chi,BushMi00,rec_long,0,,,,,
player,201210280chi,chi,BushMi00,fumbles,0,,,,,
player,201210280chi,chi,BushMi00,fumbles_lost,0,,,,,
player,201210280chi,chi,MarsBr00,pass_cmp,0,,,,,
player,201210280chi,chi,MarsBr00,pass_att,0,,,,,
player,201210280chi,chi,MarsBr00,pass_yds,0,,,,,
player,201210280chi,chi,MarsBr00,pass_td,0,,,,,
player,201210280chi,chi,MarsBr00,pass_int,0,,,,,
player,201210280chi,chi,MarsBr00,pass_sacked,0,,,,,
player,201210280chi,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201210280chi,chi,MarsBr00,pass_long,0,,,,,
player,201210280chi,chi,MarsBr00,pass_rating,,,,,,
player,201210280chi,chi,MarsBr00,rush_att,0,,,,,
player,201210280chi,chi,MarsBr00,rush_yds,0,,,,,
player,201210280chi,chi,MarsBr00,rush_td,0,,,,,
player,201210280chi,chi,MarsBr00,rush_long,0,,,,,
player,201210280chi,chi,MarsBr00,targets,14,,,,,
player,201210280chi,chi,MarsBr00,rec,9,,,,,
player,201210280chi,chi,MarsBr00,rec_yds,98,,,,,
player,201210280chi,chi,MarsBr00,rec_td,0,,,,,
player,201210280chi,chi,MarsBr00,rec_long,18,,,,,
player,201210280chi,chi,MarsBr00,fumbles,0,,,,,
player,201210280chi,chi,MarsBr00,fumbles_lost,0,,,,,
player,201210280chi,chi,BennEa00,pass_cmp,0,,,,,
player,201210280chi,chi,BennEa00,pass_att,0,,,,,
player,201210280chi,chi,BennEa00,pass_yds,0,,,,,
player,201210280chi,chi,BennEa00,pass_td,0,,,,,
player,201210280chi,chi,BennEa00,pass_int,0,,,,,
player,201210280chi,chi,BennEa00,pass_sacked,0,,,,,
player,201210280chi,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201210280chi,chi,BennEa00,pass_long,0,,,,,
player,201210280chi,chi,BennEa00,pass_rating,,,,,,
player,201210280chi,chi,BennEa00,rush_att,0,,,,,
player,201210280chi,chi,BennEa00,rush_yds,0,,,,,
player,201210280chi,chi,BennEa00,rush_td,0,,,,,
player,201210280chi,chi,BennEa00,rush_long,0,,,,,
player,201210280chi,chi,BennEa00,targets,4,,,,,
player,201210280chi,chi,BennEa00,rec,3,,,,,
player,201210280chi,chi,BennEa00,rec_yds,47,,,,,
player,201210280chi,chi,BennEa00,rec_td,0,,,,,
player,201210280chi,chi,BennEa00,rec_long,24,,,,,
player,201210280chi,chi,BennEa00,fumbles,0,,,,,
player,201210280chi,chi,BennEa00,fumbles_lost,0,,,,,
player,201210280chi,chi,DaviKe01,pass_cmp,0,,,,,
player,201210280chi,chi,DaviKe01,pass_att,0,,,,,
player,201210280chi,chi,DaviKe01,pass_yds,0,,,,,
player,201210280chi,chi,DaviKe01,pass_td,0,,,,,
player,201210280chi,chi,DaviKe01,pass_int,0,,,,,
player,201210280chi,chi,DaviKe01,pass_sacked,0,,,,,
player,201210280chi,chi,DaviKe01,pass_sacked_yds,0,,,,,
player,201210280chi,chi,DaviKe01,pass_long,0,,,,,
player,201210280chi,chi,DaviKe01,pass_rating,,,,,,
player,201210280chi,chi,DaviKe01,rush_att,0,,,,,
player,201210280chi,chi,DaviKe01,rush_yds,0,,,,,
player,201210280chi,chi,DaviKe01,rush_td,0,,,,,
player,201210280chi,chi,DaviKe01,rush_long,0,,,,,
player,201210280chi,chi,DaviKe01,targets,1,,,,,
player,201210280chi,chi,DaviKe01,rec,1,,,,,
player,201210280chi,chi,DaviKe01,rec_yds,12,,,,,
player,201210280chi,chi,DaviKe01,rec_td,1,,,,,
player,201210280chi,chi,DaviKe01,rec_long,12,,,,,
player,201210280chi,chi,DaviKe01,fumbles,0,,,,,
player,201210280chi,chi,DaviKe01,fumbles_lost,0,,,,,
player,201210280chi,chi,HestDe99,pass_cmp,0,,,,,
player,201210280chi,chi,HestDe99,pass_att,0,,,,,
player,201210280chi,chi,HestDe99,pass_yds,0,,,,,
player,201210280chi,chi,HestDe99,pass_td,0,,,,,
player,201210280chi,chi,HestDe99,pass_int,0,,,,,
player,201210280chi,chi,HestDe99,pass_sacked,0,,,,,
player,201210280chi,chi,HestDe99,pass_sacked_yds,0,,,,,
player,201210280chi,chi,HestDe99,pass_long,0,,,,,
player,201210280chi,chi,HestDe99,pass_rating,,,,,,
player,201210280chi,chi,HestDe99,rush_att,0,,,,,
player,201210280chi,chi,HestDe99,rush_yds,0,,,,,
player,201210280chi,chi,HestDe99,rush_td,0,,,,,
player,201210280chi,chi,HestDe99,rush_long,0,,,,,
player,201210280chi,chi,HestDe99,targets,2,,,,,
player,201210280chi,chi,HestDe99,rec,1,,,,,
player,201210280chi,chi,HestDe99,rec_yds,5,,,,,
player,201210280chi,chi,HestDe99,rec_td,0,,,,,
player,201210280chi,chi,HestDe99,rec_long,5,,,,,
player,201210280chi,chi,HestDe99,fumbles,0,,,,,
player,201210280chi,chi,HestDe99,fumbles_lost,0,,,,,
player,201210280chi,chi,SpaeMa00,pass_cmp,0,,,,,
player,201210280chi,chi,SpaeMa00,pass_att,0,,,,,
player,201210280chi,chi,SpaeMa00,pass_yds,0,,,,,
player,201210280chi,chi,SpaeMa00,pass_td,0,,,,,
player,201210280chi,chi,SpaeMa00,pass_int,0,,,,,
player,201210280chi,chi,SpaeMa00,pass_sacked,0,,,,,
player,201210280chi,chi,SpaeMa00,pass_sacked_yds,0,,,,,
player,201210280chi,chi,SpaeMa00,pass_long,0,,,,,
player,201210280chi,chi,SpaeMa00,pass_rating,,,,,,
player,201210280chi,chi,SpaeMa00,rush_att,0,,,,,
player,201210280chi,chi,SpaeMa00,rush_yds,0,,,,,
player,201210280chi,chi,SpaeMa00,rush_td,0,,,,,
player,201210280chi,chi,SpaeMa00,rush_long,0,,,,,
player,201210280chi,chi,SpaeMa00,targets,2,,,,,
player,201210280chi,chi,SpaeMa00,rec,0,,,,,
player,201210280chi,chi,SpaeMa00,rec_yds,0,,,,,
player,201210280chi,chi,SpaeMa00,rec_td,0,,,,,
player,201210280chi,chi,SpaeMa00,rec_long,0,,,,,
player,201210280chi,chi,SpaeMa00,fumbles,0,,,,,
player,201210280chi,chi,SpaeMa00,fumbles_lost,0,,,,,
player,201210280chi,car,NormJo01,def_int,1,,,,,
player,201210280chi,car,NormJo01,def_int_yds,2,,,,,
player,201210280chi,car,NormJo01,def_int_td,0,,,,,
player,201210280chi,car,NormJo01,def_int_long,2,,,,,
player,201210280chi,car,NormJo01,pass_defended,1,,,,,
player,201210280chi,car,NormJo01,sacks,0.0,,,,,
player,201210280chi,car,NormJo01,tackles_combined,5,,,,,
player,201210280chi,car,NormJo01,tackles_solo,4,,,,,
player,201210280chi,car,NormJo01,tackles_assists,1,,,,,
player,201210280chi,car,NormJo01,tackles_loss,0,,,,,
player,201210280chi,car,NormJo01,qb_hits,0,,,,,
player,201210280chi,car,NormJo01,fumbles_rec,0,,,,,
player,201210280chi,car,NormJo01,fumbles_rec_yds,0,,,,,
player,201210280chi,car,NormJo01,fumbles_rec_td,0,,,,,
player,201210280chi,car,NormJo01,fumbles_forced,0,,,,,
player,201210280chi,car,HardGr99,def_int,0,,,,,
player,201210280chi,car,HardGr99,def_int_yds,0,,,,,
player,201210280chi,car,HardGr99,def_int_td,0,,,,,
player,201210280chi,car,HardGr99,def_int_long,0,,,,,
player,201210280chi,car,HardGr99,pass_defended,0,,,,,
player,201210280chi,car,HardGr99,sacks,3.0,,,,,
player,201210280chi,car,HardGr99,tackles_combined,5,,,,,
player,201210280chi,car,HardGr99,tackles_solo,5,,,,,
player,201210280chi,car,HardGr99,tackles_assists,0,,,,,
player,201210280chi,car,HardGr99,tackles_loss,2,,,,,
player,201210280chi,car,HardGr99,qb_hits,3,,,,,
player,201210280chi,car,HardGr99,fumbles_rec,0,,,,,
player,201210280chi,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201210280chi,car,HardGr99,fumbles_rec_td,0,,,,,
player,201210280chi,car,HardGr99,fumbles_forced,0,,,,,
player,201210280chi,car,JohnCh98,def_int,0,,,,,
player,201210280chi,car,JohnCh98,def_int_yds,0,,,,,
player,201210280chi,car,JohnCh98,def_int_td,0,,,,,
player,201210280chi,car,JohnCh98,def_int_long,0,,,,,
player,201210280chi,car,JohnCh98,pass_defended,0,,,,,
player,201210280chi,car,JohnCh98,sacks,2.0,,,,,
player,201210280chi,car,JohnCh98,tackles_combined,3,,,,,
player,201210280chi,car,JohnCh98,tackles_solo,3,,,,,
player,201210280chi,car,JohnCh98,tackles_assists,0,,,,,
player,201210280chi,car,JohnCh98,tackles_loss,0,,,,,
player,201210280chi,car,JohnCh98,qb_hits,1,,,,,
player,201210280chi,car,JohnCh98,fumbles_rec,1,,,,,
player,201210280chi,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201210280chi,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201210280chi,car,JohnCh98,fumbles_forced,2,,,,,
player,201210280chi,car,EdwaDw20,def_int,0,,,,,
player,201210280chi,car,EdwaDw20,def_int_yds,0,,,,,
player,201210280chi,car,EdwaDw20,def_int_td,0,,,,,
player,201210280chi,car,EdwaDw20,def_int_long,0,,,,,
player,201210280chi,car,EdwaDw20,pass_defended,0,,,,,
player,201210280chi,car,EdwaDw20,sacks,1.0,,,,,
player,201210280chi,car,EdwaDw20,tackles_combined,2,,,,,
player,201210280chi,car,EdwaDw20,tackles_solo,2,,,,,
player,201210280chi,car,EdwaDw20,tackles_assists,0,,,,,
player,201210280chi,car,EdwaDw20,tackles_loss,2,,,,,
player,201210280chi,car,EdwaDw20,qb_hits,1,,,,,
player,201210280chi,car,EdwaDw20,fumbles_rec,0,,,,,
player,201210280chi,car,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201210280chi,car,EdwaDw20,fumbles_rec_td,0,,,,,
player,201210280chi,car,EdwaDw20,fumbles_forced,0,,,,,
player,201210280chi,car,KuecLu00,def_int,0,,,,,
player,201210280chi,car,KuecLu00,def_int_yds,0,,,,,
player,201210280chi,car,KuecLu00,def_int_td,0,,,,,
player,201210280chi,car,KuecLu00,def_int_long,0,,,,,
player,201210280chi,car,KuecLu00,pass_defended,0,,,,,
player,201210280chi,car,KuecLu00,sacks,0.0,,,,,
player,201210280chi,car,KuecLu00,tackles_combined,11,,,,,
player,201210280chi,car,KuecLu00,tackles_solo,8,,,,,
player,201210280chi,car,KuecLu00,tackles_assists,3,,,,,
player,201210280chi,car,KuecLu00,tackles_loss,1,,,,,
player,201210280chi,car,KuecLu00,qb_hits,0,,,,,
player,201210280chi,car,KuecLu00,fumbles_rec,0,,,,,
player,201210280chi,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201210280chi,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201210280chi,car,KuecLu00,fumbles_forced,0,,,,,
player,201210280chi,car,DaviTh20,def_int,0,,,,,
player,201210280chi,car,DaviTh20,def_int_yds,0,,,,,
player,201210280chi,car,DaviTh20,def_int_td,0,,,,,
player,201210280chi,car,DaviTh20,def_int_long,0,,,,,
player,201210280chi,car,DaviTh20,pass_defended,0,,,,,
