game,2012,12,20121125,201211250chi,min,"Minnesota Vikings",10,chi,"Chicago Bears",28
team,201211250chi,min,First Downs,15,,,,,,
team,201211250chi,chi,First Downs,23,,,,,,
team,201211250chi,min,Rush-Yds-TDs,20-114-0,,,,,,
team,201211250chi,chi,Rush-Yds-TDs,39-113-2,,,,,,
team,201211250chi,min,Cmp-Att-Yd-TD-INT,22-43-159-1-1,,,,,,
team,201211250chi,chi,Cmp-Att-Yd-TD-INT,23-31-188-1-1,,,,,,
team,201211250chi,min,Sacked-Yards,2-15,,,,,,
team,201211250chi,chi,Sacked-Yards,1-5,,,,,,
team,201211250chi,min,Net Pass Yards,144,,,,,,
team,201211250chi,chi,Net Pass Yards,183,,,,,,
team,201211250chi,min,Total Yards,258,,,,,,
team,201211250chi,chi,Total Yards,296,,,,,,
team,201211250chi,min,Fumbles-Lost,2-2,,,,,,
team,201211250chi,chi,Fumbles-Lost,1-1,,,,,,
team,201211250chi,min,Turnovers,3,,,,,,
team,201211250chi,chi,Turnovers,2,,,,,,
team,201211250chi,min,Penalties-Yards,3-44,,,,,,
team,201211250chi,chi,Penalties-Yards,5-55,,,,,,
team,201211250chi,min,Third Down Conv.,6-16,,,,,,
team,201211250chi,chi,Third Down Conv.,11-19,,,,,,
team,201211250chi,min,Fourth Down Conv.,1-3,,,,,,
team,201211250chi,chi,Fourth Down Conv.,1-1,,,,,,
team,201211250chi,min,Time of Possession,22:30,,,,,,
team,201211250chi,chi,Time of Possession,37:30,,,,,,
player,201211250chi,min,PondCh00,pass_cmp,22,,,,,
player,201211250chi,min,PondCh00,pass_att,43,,,,,
player,201211250chi,min,PondCh00,pass_yds,159,,,,,
player,201211250chi,min,PondCh00,pass_td,1,,,,,
player,201211250chi,min,PondCh00,pass_int,1,,,,,
player,201211250chi,min,PondCh00,pass_sacked,2,,,,,
player,201211250chi,min,PondCh00,pass_sacked_yds,15,,,,,
player,201211250chi,min,PondCh00,pass_long,25,,,,,
player,201211250chi,min,PondCh00,pass_rating,58.2,,,,,
player,201211250chi,min,PondCh00,rush_att,2,,,,,
player,201211250chi,min,PondCh00,rush_yds,6,,,,,
player,201211250chi,min,PondCh00,rush_td,0,,,,,
player,201211250chi,min,PondCh00,rush_long,6,,,,,
player,201211250chi,min,PondCh00,targets,0,,,,,
player,201211250chi,min,PondCh00,rec,0,,,,,
player,201211250chi,min,PondCh00,rec_yds,0,,,,,
player,201211250chi,min,PondCh00,rec_td,0,,,,,
player,201211250chi,min,PondCh00,rec_long,0,,,,,
player,201211250chi,min,PondCh00,fumbles,1,,,,,
player,201211250chi,min,PondCh00,fumbles_lost,1,,,,,
player,201211250chi,min,PeteAd01,pass_cmp,0,,,,,
player,201211250chi,min,PeteAd01,pass_att,0,,,,,
player,201211250chi,min,PeteAd01,pass_yds,0,,,,,
player,201211250chi,min,PeteAd01,pass_td,0,,,,,
player,201211250chi,min,PeteAd01,pass_int,0,,,,,
player,201211250chi,min,PeteAd01,pass_sacked,0,,,,,
player,201211250chi,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201211250chi,min,PeteAd01,pass_long,0,,,,,
player,201211250chi,min,PeteAd01,pass_rating,,,,,,
player,201211250chi,min,PeteAd01,rush_att,18,,,,,
player,201211250chi,min,PeteAd01,rush_yds,108,,,,,
player,201211250chi,min,PeteAd01,rush_td,0,,,,,
player,201211250chi,min,PeteAd01,rush_long,23,,,,,
player,201211250chi,min,PeteAd01,targets,7,,,,,
player,201211250chi,min,PeteAd01,rec,6,,,,,
player,201211250chi,min,PeteAd01,rec_yds,30,,,,,
player,201211250chi,min,PeteAd01,rec_td,0,,,,,
player,201211250chi,min,PeteAd01,rec_long,9,,,,,
player,201211250chi,min,PeteAd01,fumbles,1,,,,,
player,201211250chi,min,PeteAd01,fumbles_lost,1,,,,,
player,201211250chi,min,RudoKy00,pass_cmp,0,,,,,
player,201211250chi,min,RudoKy00,pass_att,0,,,,,
player,201211250chi,min,RudoKy00,pass_yds,0,,,,,
player,201211250chi,min,RudoKy00,pass_td,0,,,,,
player,201211250chi,min,RudoKy00,pass_int,0,,,,,
player,201211250chi,min,RudoKy00,pass_sacked,0,,,,,
player,201211250chi,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201211250chi,min,RudoKy00,pass_long,0,,,,,
player,201211250chi,min,RudoKy00,pass_rating,,,,,,
player,201211250chi,min,RudoKy00,rush_att,0,,,,,
player,201211250chi,min,RudoKy00,rush_yds,0,,,,,
player,201211250chi,min,RudoKy00,rush_td,0,,,,,
player,201211250chi,min,RudoKy00,rush_long,0,,,,,
player,201211250chi,min,RudoKy00,targets,9,,,,,
player,201211250chi,min,RudoKy00,rec,5,,,,,
