game,2012,9,20121104,201211040rai,tam,"Tampa Bay Buccaneers",42,rai,"Oakland Raiders",32
player,201211040rai,rai,CartAn20,offense,0,,,,,
player,201211040rai,rai,CartAn20,off_pct,0%,,,,,
player,201211040rai,rai,CartAn20,defense,25,,,,,
player,201211040rai,rai,CartAn20,def_pct,38%,,,,,
player,201211040rai,rai,CartAn20,special_teams,4,,,,,
player,201211040rai,rai,CartAn20,st_pct,11%,,,,,
player,201211040rai,rai,BryaDe00,pos,DT,,,,,
player,201211040rai,rai,BryaDe00,offense,0,,,,,
player,201211040rai,rai,BryaDe00,off_pct,0%,,,,,
player,201211040rai,rai,BryaDe00,defense,19,,,,,
player,201211040rai,rai,BryaDe00,def_pct,29%,,,,,
player,201211040rai,rai,BryaDe00,special_teams,2,,,,,
player,201211040rai,rai,BryaDe00,st_pct,6%,,,,,
player,201211040rai,rai,TollDa99,pos,DE,,,,,
player,201211040rai,rai,TollDa99,offense,0,,,,,
player,201211040rai,rai,TollDa99,off_pct,0%,,,,,
player,201211040rai,rai,TollDa99,defense,17,,,,,
player,201211040rai,rai,TollDa99,def_pct,26%,,,,,
player,201211040rai,rai,TollDa99,special_teams,23,,,,,
player,201211040rai,rai,TollDa99,st_pct,66%,,,,,
player,201211040rai,rai,MitcMi99,pos,SS,,,,,
player,201211040rai,rai,MitcMi99,offense,0,,,,,
player,201211040rai,rai,MitcMi99,off_pct,0%,,,,,
player,201211040rai,rai,MitcMi99,defense,17,,,,,
player,201211040rai,rai,MitcMi99,def_pct,26%,,,,,
player,201211040rai,rai,MitcMi99,special_teams,18,,,,,
player,201211040rai,rai,MitcMi99,st_pct,51%,,,,,
player,201211040rai,rai,AdamPh00,pos,CB,,,,,
player,201211040rai,rai,AdamPh00,offense,0,,,,,
player,201211040rai,rai,AdamPh00,off_pct,0%,,,,,
player,201211040rai,rai,AdamPh00,defense,14,,,,,
player,201211040rai,rai,AdamPh00,def_pct,22%,,,,,
player,201211040rai,rai,AdamPh00,special_teams,15,,,,,
player,201211040rai,rai,AdamPh00,st_pct,43%,,,,,
player,201211040rai,rai,GoetTr99,pos,LB,,,,,
player,201211040rai,rai,GoetTr99,offense,0,,,,,
player,201211040rai,rai,GoetTr99,off_pct,0%,,,,,
player,201211040rai,rai,GoetTr99,defense,0,,,,,
player,201211040rai,rai,GoetTr99,def_pct,0%,,,,,
player,201211040rai,rai,GoetTr99,special_teams,19,,,,,
player,201211040rai,rai,GoetTr99,st_pct,54%,,,,,
player,201211040rai,rai,FranCo99,pos,CB,,,,,
player,201211040rai,rai,FranCo99,offense,0,,,,,
player,201211040rai,rai,FranCo99,off_pct,0%,,,,,
player,201211040rai,rai,FranCo99,defense,0,,,,,
player,201211040rai,rai,FranCo99,def_pct,0%,,,,,
player,201211040rai,rai,FranCo99,special_teams,16,,,,,
player,201211040rai,rai,FranCo99,st_pct,46%,,,,,
player,201211040rai,rai,RossBr00,pos,CB,,,,,
player,201211040rai,rai,RossBr00,offense,0,,,,,
player,201211040rai,rai,RossBr00,off_pct,0%,,,,,
player,201211040rai,rai,RossBr00,defense,0,,,,,
player,201211040rai,rai,RossBr00,def_pct,0%,,,,,
player,201211040rai,rai,RossBr00,special_teams,15,,,,,
player,201211040rai,rai,RossBr00,st_pct,43%,,,,,
player,201211040rai,rai,LechSh20,pos,P,,,,,
player,201211040rai,rai,LechSh20,offense,0,,,,,
player,201211040rai,rai,LechSh20,off_pct,0%,,,,,
player,201211040rai,rai,LechSh20,defense,0,,,,,
player,201211040rai,rai,LechSh20,def_pct,0%,,,,,
player,201211040rai,rai,LechSh20,special_teams,10,,,,,
player,201211040rai,rai,LechSh20,st_pct,29%,,,,,
player,201211040rai,rai,janikseb01,pos,K,,,,,
player,201211040rai,rai,janikseb01,offense,0,,,,,
player,201211040rai,rai,janikseb01,off_pct,0%,,,,,
player,201211040rai,rai,janikseb01,defense,0,,,,,
player,201211040rai,rai,janikseb01,def_pct,0%,,,,,
player,201211040rai,rai,janikseb01,special_teams,10,,,,,
player,201211040rai,rai,janikseb01,st_pct,29%,,,,,
player,201211040rai,rai,CondJo20,pos,LS,,,,,
player,201211040rai,rai,CondJo20,offense,0,,,,,
player,201211040rai,rai,CondJo20,off_pct,0%,,,,,
player,201211040rai,rai,CondJo20,defense,0,,,,,
player,201211040rai,rai,CondJo20,def_pct,0%,,,,,
player,201211040rai,rai,CondJo20,special_teams,10,,,,,
player,201211040rai,rai,CondJo20,st_pct,29%,,,,,
player,201211040rai,rai,ParsAl00,pos,C,,,,,
player,201211040rai,rai,ParsAl00,offense,0,,,,,
player,201211040rai,rai,ParsAl00,off_pct,0%,,,,,
player,201211040rai,rai,ParsAl00,defense,0,,,,,
player,201211040rai,rai,ParsAl00,def_pct,0%,,,,,
player,201211040rai,rai,ParsAl00,special_teams,4,,,,,
player,201211040rai,rai,ParsAl00,st_pct,11%,,,,,
player,201211040rai,rai,SootVi00,pos,LB,,,,,
player,201211040rai,rai,SootVi00,offense,0,,,,,
player,201211040rai,rai,SootVi00,off_pct,0%,,,,,
player,201211040rai,rai,SootVi00,defense,0,,,,,
player,201211040rai,rai,SootVi00,def_pct,0%,,,,,
player,201211040rai,rai,SootVi00,special_teams,4,,,,,
player,201211040rai,rai,SootVi00,st_pct,11%,,,,,
player,201211040rai,tam,MereJa20,pos,T,,,,,
player,201211040rai,tam,MereJa20,offense,65,,,,,
player,201211040rai,tam,MereJa20,off_pct,100%,,,,,
player,201211040rai,tam,MereJa20,defense,0,,,,,
player,201211040rai,tam,MereJa20,def_pct,0%,,,,,
player,201211040rai,tam,MereJa20,special_teams,8,,,,,
player,201211040rai,tam,MereJa20,st_pct,23%,,,,,
player,201211040rai,tam,DotsDe00,pos,T,,,,,
player,201211040rai,tam,DotsDe00,offense,65,,,,,
player,201211040rai,tam,DotsDe00,off_pct,100%,,,,,
player,201211040rai,tam,DotsDe00,defense,0,,,,,
player,201211040rai,tam,DotsDe00,def_pct,0%,,,,,
player,201211040rai,tam,DotsDe00,special_teams,8,,,,,
player,201211040rai,tam,DotsDe00,st_pct,23%,,,,,
player,201211040rai,tam,LarsTe20,pos,G,,,,,
player,201211040rai,tam,LarsTe20,offense,65,,,,,
player,201211040rai,tam,LarsTe20,off_pct,100%,,,,,
player,201211040rai,tam,LarsTe20,defense,0,,,,,
player,201211040rai,tam,LarsTe20,def_pct,0%,,,,,
player,201211040rai,tam,LarsTe20,special_teams,8,,,,,
player,201211040rai,tam,LarsTe20,st_pct,23%,,,,,
player,201211040rai,tam,ZuttJe20,pos,C,,,,,
player,201211040rai,tam,ZuttJe20,offense,65,,,,,
player,201211040rai,tam,ZuttJe20,off_pct,100%,,,,,
player,201211040rai,tam,ZuttJe20,defense,0,,,,,
player,201211040rai,tam,ZuttJe20,def_pct,0%,,,,,
player,201211040rai,tam,ZuttJe20,special_teams,8,,,,,
player,201211040rai,tam,ZuttJe20,st_pct,23%,,,,,
player,201211040rai,tam,PennDo20,pos,T,,,,,
player,201211040rai,tam,PennDo20,offense,65,,,,,
player,201211040rai,tam,PennDo20,off_pct,100%,,,,,
player,201211040rai,tam,PennDo20,defense,0,,,,,
player,201211040rai,tam,PennDo20,def_pct,0%,,,,,
player,201211040rai,tam,PennDo20,special_teams,8,,,,,
player,201211040rai,tam,PennDo20,st_pct,23%,,,,,
player,201211040rai,tam,FreeJo00,pos,QB,,,,,
player,201211040rai,tam,FreeJo00,offense,65,,,,,
player,201211040rai,tam,FreeJo00,off_pct,100%,,,,,
player,201211040rai,tam,FreeJo00,defense,0,,,,,
player,201211040rai,tam,FreeJo00,def_pct,0%,,,,,
player,201211040rai,tam,FreeJo00,special_teams,0,,,,,
player,201211040rai,tam,FreeJo00,st_pct,0%,,,,,
player,201211040rai,tam,JackVi00,pos,WR,,,,,
player,201211040rai,tam,JackVi00,offense,61,,,,,
player,201211040rai,tam,JackVi00,off_pct,94%,,,,,
player,201211040rai,tam,JackVi00,defense,0,,,,,
player,201211040rai,tam,JackVi00,def_pct,0%,,,,,
player,201211040rai,tam,JackVi00,special_teams,1,,,,,
player,201211040rai,tam,JackVi00,st_pct,3%,,,,,
player,201211040rai,tam,MartDo00,pos,RB,,,,,
player,201211040rai,tam,MartDo00,offense,53,,,,,
player,201211040rai,tam,MartDo00,off_pct,82%,,,,,
player,201211040rai,tam,MartDo00,defense,0,,,,,
player,201211040rai,tam,MartDo00,def_pct,0%,,,,,
player,201211040rai,tam,MartDo00,special_teams,1,,,,,
player,201211040rai,tam,MartDo00,st_pct,3%,,,,,
player,201211040rai,tam,WillMi04,pos,WR,,,,,
player,201211040rai,tam,WillMi04,offense,52,,,,,
player,201211040rai,tam,WillMi04,off_pct,80%,,,,,
player,201211040rai,tam,WillMi04,defense,0,,,,,
player,201211040rai,tam,WillMi04,def_pct,0%,,,,,
player,201211040rai,tam,WillMi04,special_teams,1,,,,,
player,201211040rai,tam,WillMi04,st_pct,3%,,,,,
player,201211040rai,tam,LoriEr99,pos,FB,,,,,
player,201211040rai,tam,LoriEr99,offense,35,,,,,
player,201211040rai,tam,LoriEr99,off_pct,54%,,,,,
player,201211040rai,tam,LoriEr99,defense,0,,,,,
player,201211040rai,tam,LoriEr99,def_pct,0%,,,,,
player,201211040rai,tam,LoriEr99,special_teams,28,,,,,
player,201211040rai,tam,LoriEr99,st_pct,80%,,,,,
player,201211040rai,tam,UndeTi00,pos,WR,,,,,
player,201211040rai,tam,UndeTi00,offense,31,,,,,
player,201211040rai,tam,UndeTi00,off_pct,48%,,,,,
player,201211040rai,tam,UndeTi00,defense,0,,,,,
player,201211040rai,tam,UndeTi00,def_pct,0%,,,,,
player,201211040rai,tam,UndeTi00,special_teams,0,,,,,
player,201211040rai,tam,UndeTi00,st_pct,0%,,,,,
player,201211040rai,tam,ClarDa00,pos,TE,,,,,
player,201211040rai,tam,ClarDa00,offense,30,,,,,
player,201211040rai,tam,ClarDa00,off_pct,46%,,,,,
player,201211040rai,tam,ClarDa00,defense,0,,,,,
player,201211040rai,tam,ClarDa00,def_pct,0%,,,,,
player,201211040rai,tam,ClarDa00,special_teams,1,,,,,
player,201211040rai,tam,ClarDa00,st_pct,3%,,,,,
player,201211040rai,tam,ByhaNa00,pos,TE,,,,,
player,201211040rai,tam,ByhaNa00,offense,27,,,,,
player,201211040rai,tam,ByhaNa00,off_pct,42%,,,,,
player,201211040rai,tam,ByhaNa00,defense,0,,,,,
player,201211040rai,tam,ByhaNa00,def_pct,0%,,,,,
player,201211040rai,tam,ByhaNa00,special_teams,10,,,,,
player,201211040rai,tam,ByhaNa00,st_pct,29%,,,,,
player,201211040rai,tam,StocLu00,pos,TE,,,,,
player,201211040rai,tam,StocLu00,offense,19,,,,,
player,201211040rai,tam,StocLu00,off_pct,29%,,,,,
player,201211040rai,tam,StocLu00,defense,0,,,,,
player,201211040rai,tam,StocLu00,def_pct,0%,,,,,
player,201211040rai,tam,StocLu00,special_teams,4,,,,,
player,201211040rai,tam,StocLu00,st_pct,11%,,,,,
player,201211040rai,tam,WareDa00,pos,RB,,,,,
player,201211040rai,tam,WareDa00,offense,7,,,,,
player,201211040rai,tam,WareDa00,off_pct,11%,,,,,
player,201211040rai,tam,WareDa00,defense,0,,,,,
player,201211040rai,tam,WareDa00,def_pct,0%,,,,,
player,201211040rai,tam,WareDa00,special_teams,11,,,,,
player,201211040rai,tam,WareDa00,st_pct,31%,,,,,
player,201211040rai,tam,BlouLe00,pos,RB,,,,,
player,201211040rai,tam,BlouLe00,offense,6,,,,,
player,201211040rai,tam,BlouLe00,off_pct,9%,,,,,
player,201211040rai,tam,BlouLe00,defense,0,,,,,
player,201211040rai,tam,BlouLe00,def_pct,0%,,,,,
player,201211040rai,tam,BlouLe00,special_teams,0,,,,,
player,201211040rai,tam,BlouLe00,st_pct,0%,,,,,
player,201211040rai,tam,BennAr00,pos,WR,,,,,
player,201211040rai,tam,BennAr00,offense,3,,,,,
player,201211040rai,tam,BennAr00,off_pct,5%,,,,,
player,201211040rai,tam,BennAr00,defense,0,,,,,
player,201211040rai,tam,BennAr00,def_pct,0%,,,,,
player,201211040rai,tam,BennAr00,special_teams,21,,,,,
player,201211040rai,tam,BennAr00,st_pct,60%,,,,,
player,201211040rai,tam,BarbRo00,pos,FS,,,,,
player,201211040rai,tam,BarbRo00,offense,1,,,,,
player,201211040rai,tam,BarbRo00,off_pct,2%,,,,,
player,201211040rai,tam,BarbRo00,defense,81,,,,,
player,201211040rai,tam,BarbRo00,def_pct,100%,,,,,
player,201211040rai,tam,BarbRo00,special_teams,11,,,,,
player,201211040rai,tam,BarbRo00,st_pct,31%,,,,,
player,201211040rai,tam,BiggE.99,pos,CB,,,,,
player,201211040rai,tam,BiggE.99,offense,0,,,,,
player,201211040rai,tam,BiggE.99,off_pct,0%,,,,,
player,201211040rai,tam,BiggE.99,defense,81,,,,,
player,201211040rai,tam,BiggE.99,def_pct,100%,,,,,
player,201211040rai,tam,BiggE.99,special_teams,14,,,,,
player,201211040rai,tam,BiggE.99,st_pct,40%,,,,,
player,201211040rai,tam,DaviLa00,pos,LB,,,,,
player,201211040rai,tam,DaviLa00,offense,0,,,,,
player,201211040rai,tam,DaviLa00,off_pct,0%,,,,,
player,201211040rai,tam,DaviLa00,defense,81,,,,,
player,201211040rai,tam,DaviLa00,def_pct,100%,,,,,
player,201211040rai,tam,DaviLa00,special_teams,6,,,,,
player,201211040rai,tam,DaviLa00,st_pct,17%,,,,,
player,201211040rai,tam,BarrMa00,pos,SS,,,,,
player,201211040rai,tam,BarrMa00,offense,0,,,,,
player,201211040rai,tam,BarrMa00,off_pct,0%,,,,,
player,201211040rai,tam,BarrMa00,defense,81,,,,,
player,201211040rai,tam,BarrMa00,def_pct,100%,,,,,
player,201211040rai,tam,BarrMa00,special_teams,4,,,,,
player,201211040rai,tam,BarrMa00,st_pct,11%,,,,,
player,201211040rai,tam,JohnLe03,pos,CB,,,,,
player,201211040rai,tam,JohnLe03,offense,0,,,,,
player,201211040rai,tam,JohnLe03,off_pct,0%,,,,,
player,201211040rai,tam,JohnLe03,defense,73,,,,,
player,201211040rai,tam,JohnLe03,def_pct,90%,,,,,
player,201211040rai,tam,JohnLe03,special_teams,7,,,,,
player,201211040rai,tam,JohnLe03,st_pct,20%,,,,,
player,201211040rai,tam,Teo-Da99,pos,DE,,,,,
player,201211040rai,tam,Teo-Da99,offense,0,,,,,
player,201211040rai,tam,Teo-Da99,off_pct,0%,,,,,
player,201211040rai,tam,Teo-Da99,defense,70,,,,,
player,201211040rai,tam,Teo-Da99,def_pct,86%,,,,,
player,201211040rai,tam,Teo-Da99,special_teams,5,,,,,
player,201211040rai,tam,Teo-Da99,st_pct,14%,,,,,
player,201211040rai,tam,McCoGe99,pos,DT,,,,,
player,201211040rai,tam,McCoGe99,offense,0,,,,,
player,201211040rai,tam,McCoGe99,off_pct,0%,,,,,
player,201211040rai,tam,McCoGe99,defense,69,,,,,
player,201211040rai,tam,McCoGe99,def_pct,85%,,,,,
player,201211040rai,tam,McCoGe99,special_teams,5,,,,,
player,201211040rai,tam,McCoGe99,st_pct,14%,,,,,
player,201211040rai,tam,BennMi99,pos,DE,,,,,
player,201211040rai,tam,BennMi99,offense,0,,,,,
player,201211040rai,tam,BennMi99,off_pct,0%,,,,,
player,201211040rai,tam,BennMi99,defense,66,,,,,
player,201211040rai,tam,BennMi99,def_pct,81%,,,,,
player,201211040rai,tam,BennMi99,special_teams,4,,,,,
player,201211040rai,tam,BennMi99,st_pct,11%,,,,,
player,201211040rai,tam,BlacQu99,pos,LB,,,,,
player,201211040rai,tam,BlacQu99,offense,0,,,,,
player,201211040rai,tam,BlacQu99,off_pct,0%,,,,,
player,201211040rai,tam,BlacQu99,defense,48,,,,,
player,201211040rai,tam,BlacQu99,def_pct,59%,,,,,
player,201211040rai,tam,BlacQu99,special_teams,17,,,,,
player,201211040rai,tam,BlacQu99,st_pct,49%,,,,,
player,201211040rai,tam,WrigEr99,pos,CB,,,,,
player,201211040rai,tam,WrigEr99,offense,0,,,,,
player,201211040rai,tam,WrigEr99,off_pct,0%,,,,,
player,201211040rai,tam,WrigEr99,defense,48,,,,,
player,201211040rai,tam,WrigEr99,def_pct,59%,,,,,
player,201211040rai,tam,WrigEr99,special_teams,1,,,,,
player,201211040rai,tam,WrigEr99,st_pct,3%,,,,,
player,201211040rai,tam,FostMa00,pos,LB,,,,,
player,201211040rai,tam,FostMa00,offense,0,,,,,
player,201211040rai,tam,FostMa00,off_pct,0%,,,,,
player,201211040rai,tam,FostMa00,defense,42,,,,,
player,201211040rai,tam,FostMa00,def_pct,52%,,,,,
player,201211040rai,tam,FostMa00,special_teams,8,,,,,
player,201211040rai,tam,FostMa00,st_pct,23%,,,,,
player,201211040rai,tam,BlacAh00,pos,FS,,,,,
player,201211040rai,tam,BlacAh00,offense,0,,,,,
player,201211040rai,tam,BlacAh00,off_pct,0%,,,,,
player,201211040rai,tam,BlacAh00,defense,39,,,,,
player,201211040rai,tam,BlacAh00,def_pct,48%,,,,,
player,201211040rai,tam,BlacAh00,special_teams,20,,,,,
player,201211040rai,tam,BlacAh00,st_pct,57%,,,,,
player,201211040rai,tam,BoweDa00,pos,DE,,,,,
player,201211040rai,tam,BoweDa00,offense,0,,,,,
player,201211040rai,tam,BoweDa00,off_pct,0%,,,,,
player,201211040rai,tam,BoweDa00,defense,38,,,,,
player,201211040rai,tam,BoweDa00,def_pct,47%,,,,,
player,201211040rai,tam,BoweDa00,special_teams,1,,,,,
player,201211040rai,tam,BoweDa00,st_pct,3%,,,,,
player,201211040rai,tam,MillRo99,pos,DT,,,,,
player,201211040rai,tam,MillRo99,offense,0,,,,,
player,201211040rai,tam,MillRo99,off_pct,0%,,,,,
player,201211040rai,tam,MillRo99,defense,30,,,,,
player,201211040rai,tam,MillRo99,def_pct,37%,,,,,
player,201211040rai,tam,MillRo99,special_teams,4,,,,,
player,201211040rai,tam,MillRo99,st_pct,11%,,,,,
player,201211040rai,tam,WatsDe99,pos,LB,,,,,
player,201211040rai,tam,WatsDe99,offense,0,,,,,
player,201211040rai,tam,WatsDe99,off_pct,0%,,,,,
player,201211040rai,tam,WatsDe99,defense,14,,,,,
player,201211040rai,tam,WatsDe99,def_pct,17%,,,,,
player,201211040rai,tam,WatsDe99,special_teams,22,,,,,
player,201211040rai,tam,WatsDe99,st_pct,63%,,,,,
player,201211040rai,tam,IrviCo99,pos,DT,,,,,
player,201211040rai,tam,IrviCo99,offense,0,,,,,
player,201211040rai,tam,IrviCo99,off_pct,0%,,,,,
player,201211040rai,tam,IrviCo99,defense,12,,,,,
player,201211040rai,tam,IrviCo99,def_pct,15%,,,,,
player,201211040rai,tam,IrviCo99,special_teams,5,,,,,
player,201211040rai,tam,IrviCo99,st_pct,14%,,,,,
player,201211040rai,tam,GibsGa99,pos,DT,,,,,
player,201211040rai,tam,GibsGa99,offense,0,,,,,
player,201211040rai,tam,GibsGa99,off_pct,0%,,,,,
player,201211040rai,tam,GibsGa99,defense,12,,,,,
player,201211040rai,tam,GibsGa99,def_pct,15%,,,,,
player,201211040rai,tam,GibsGa99,special_teams,0,,,,,
player,201211040rai,tam,GibsGa99,st_pct,0%,,,,,
player,201211040rai,tam,LewiMy99,pos,CB,,,,,
player,201211040rai,tam,LewiMy99,offense,0,,,,,
player,201211040rai,tam,LewiMy99,off_pct,0%,,,,,
player,201211040rai,tam,LewiMy99,defense,6,,,,,
player,201211040rai,tam,LewiMy99,def_pct,7%,,,,,
player,201211040rai,tam,LewiMy99,special_teams,16,,,,,
player,201211040rai,tam,LewiMy99,st_pct,46%,,,,,
player,201211040rai,tam,HaywAd98,pos,LB,,,,,
player,201211040rai,tam,HaywAd98,offense,0,,,,,
player,201211040rai,tam,HaywAd98,off_pct,0%,,,,,
player,201211040rai,tam,HaywAd98,defense,0,,,,,
player,201211040rai,tam,HaywAd98,def_pct,0%,,,,,
player,201211040rai,tam,HaywAd98,special_teams,22,,,,,
player,201211040rai,tam,HaywAd98,st_pct,63%,,,,,
player,201211040rai,tam,koenemic01,pos,P,,,,,
player,201211040rai,tam,koenemic01,offense,0,,,,,
player,201211040rai,tam,koenemic01,off_pct,0%,,,,,
player,201211040rai,tam,koenemic01,defense,0,,,,,
player,201211040rai,tam,koenemic01,def_pct,0%,,,,,
player,201211040rai,tam,koenemic01,special_teams,19,,,,,
player,201211040rai,tam,koenemic01,st_pct,54%,,,,,
player,201211040rai,tam,GrimCo99,pos,SS,,,,,
player,201211040rai,tam,GrimCo99,offense,0,,,,,
player,201211040rai,tam,GrimCo99,off_pct,0%,,,,,
player,201211040rai,tam,GrimCo99,defense,0,,,,,
player,201211040rai,tam,GrimCo99,def_pct,0%,,,,,
player,201211040rai,tam,GrimCo99,special_teams,18,,,,,
player,201211040rai,tam,GrimCo99,st_pct,51%,,,,,
player,201211040rai,tam,EconAn20,pos,LS,,,,,
player,201211040rai,tam,EconAn20,offense,0,,,,,
player,201211040rai,tam,EconAn20,off_pct,0%,,,,,
player,201211040rai,tam,EconAn20,defense,0,,,,,
player,201211040rai,tam,EconAn20,def_pct,0%,,,,,
player,201211040rai,tam,EconAn20,special_teams,12,,,,,
player,201211040rai,tam,EconAn20,st_pct,34%,,,,,
player,201211040rai,tam,MorgAa00,pos,DE,,,,,
player,201211040rai,tam,MorgAa00,offense,0,,,,,
player,201211040rai,tam,MorgAa00,off_pct,0%,,,,,
player,201211040rai,tam,MorgAa00,defense,0,,,,,
player,201211040rai,tam,MorgAa00,def_pct,0%,,,,,
player,201211040rai,tam,MorgAa00,special_teams,9,,,,,
player,201211040rai,tam,MorgAa00,st_pct,26%,,,,,
player,201211040rai,tam,McDoBr99,pos,CB,,,,,
player,201211040rai,tam,McDoBr99,offense,0,,,,,
player,201211040rai,tam,McDoBr99,off_pct,0%,,,,,
player,201211040rai,tam,McDoBr99,defense,0,,,,,
player,201211040rai,tam,McDoBr99,def_pct,0%,,,,,
player,201211040rai,tam,McDoBr99,special_teams,9,,,,,
player,201211040rai,tam,McDoBr99,st_pct,26%,,,,,
player,201211040rai,tam,TrueJe20,pos,T,,,,,
player,201211040rai,tam,TrueJe20,offense,0,,,,,
player,201211040rai,tam,TrueJe20,off_pct,0%,,,,,
player,201211040rai,tam,TrueJe20,defense,0,,,,,
player,201211040rai,tam,TrueJe20,def_pct,0%,,,,,
player,201211040rai,tam,TrueJe20,special_teams,8,,,,,
player,201211040rai,tam,TrueJe20,st_pct,23%,,,,,
player,201211040rai,tam,barthco01,pos,K,,,,,
player,201211040rai,tam,barthco01,offense,0,,,,,
player,201211040rai,tam,barthco01,off_pct,0%,,,,,
player,201211040rai,tam,barthco01,defense,0,,,,,
player,201211040rai,tam,barthco01,def_pct,0%,,,,,
player,201211040rai,tam,barthco01,special_teams,8,,,,,
player,201211040rai,tam,barthco01,st_pct,23%,,,,,
player,201211040rai,tam,ParrRo00,pos,WR,,,,,
player,201211040rai,tam,ParrRo00,offense,0,,,,,
player,201211040rai,tam,ParrRo00,off_pct,0%,,,,,
player,201211040rai,tam,ParrRo00,defense,0,,,,,
player,201211040rai,tam,ParrRo00,def_pct,0%,,,,,
player,201211040rai,tam,ParrRo00,special_teams,7,,,,,
player,201211040rai,tam,ParrRo00,st_pct,20%,,,,,
player,201211040rai,tam,WallCo20,pos,C,,,,,
player,201211040rai,tam,WallCo20,offense,0,,,,,
player,201211040rai,tam,WallCo20,off_pct,0%,,,,,
player,201211040rai,tam,WallCo20,defense,0,,,,,
player,201211040rai,tam,WallCo20,def_pct,0%,,,,,
player,201211040rai,tam,WallCo20,special_teams,5,,,,,
player,201211040rai,tam,WallCo20,st_pct,14%,,,,,
