game,2012,8,20121028,201210280cle,sdg,"San Diego Chargers",6,cle,"Cleveland Browns",7
player,201210280cle,sdg,McClLe00,pass_sacked_yds,0,,,,,
player,201210280cle,sdg,McClLe00,pass_long,0,,,,,
player,201210280cle,sdg,McClLe00,pass_rating,,,,,,
player,201210280cle,sdg,McClLe00,rush_att,2,,,,,
player,201210280cle,sdg,McClLe00,rush_yds,5,,,,,
player,201210280cle,sdg,McClLe00,rush_td,0,,,,,
player,201210280cle,sdg,McClLe00,rush_long,3,,,,,
player,201210280cle,sdg,McClLe00,targets,0,,,,,
player,201210280cle,sdg,McClLe00,rec,0,,,,,
player,201210280cle,sdg,McClLe00,rec_yds,0,,,,,
player,201210280cle,sdg,McClLe00,rec_td,0,,,,,
player,201210280cle,sdg,McClLe00,rec_long,0,,,,,
player,201210280cle,sdg,McClLe00,fumbles,0,,,,,
player,201210280cle,sdg,McClLe00,fumbles_lost,0,,,,,
player,201210280cle,sdg,FloyMa00,pass_cmp,0,,,,,
player,201210280cle,sdg,FloyMa00,pass_att,0,,,,,
player,201210280cle,sdg,FloyMa00,pass_yds,0,,,,,
player,201210280cle,sdg,FloyMa00,pass_td,0,,,,,
player,201210280cle,sdg,FloyMa00,pass_int,0,,,,,
player,201210280cle,sdg,FloyMa00,pass_sacked,0,,,,,
player,201210280cle,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201210280cle,sdg,FloyMa00,pass_long,0,,,,,
player,201210280cle,sdg,FloyMa00,pass_rating,,,,,,
player,201210280cle,sdg,FloyMa00,rush_att,0,,,,,
player,201210280cle,sdg,FloyMa00,rush_yds,0,,,,,
player,201210280cle,sdg,FloyMa00,rush_td,0,,,,,
player,201210280cle,sdg,FloyMa00,rush_long,0,,,,,
player,201210280cle,sdg,FloyMa00,targets,7,,,,,
player,201210280cle,sdg,FloyMa00,rec,4,,,,,
player,201210280cle,sdg,FloyMa00,rec_yds,43,,,,,
player,201210280cle,sdg,FloyMa00,rec_td,0,,,,,
player,201210280cle,sdg,FloyMa00,rec_long,14,,,,,
player,201210280cle,sdg,FloyMa00,fumbles,0,,,,,
player,201210280cle,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201210280cle,sdg,GateAn00,pass_cmp,0,,,,,
player,201210280cle,sdg,GateAn00,pass_att,0,,,,,
player,201210280cle,sdg,GateAn00,pass_yds,0,,,,,
player,201210280cle,sdg,GateAn00,pass_td,0,,,,,
player,201210280cle,sdg,GateAn00,pass_int,0,,,,,
player,201210280cle,sdg,GateAn00,pass_sacked,0,,,,,
player,201210280cle,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201210280cle,sdg,GateAn00,pass_long,0,,,,,
player,201210280cle,sdg,GateAn00,pass_rating,,,,,,
player,201210280cle,sdg,GateAn00,rush_att,0,,,,,
player,201210280cle,sdg,GateAn00,rush_yds,0,,,,,
player,201210280cle,sdg,GateAn00,rush_td,0,,,,,
player,201210280cle,sdg,GateAn00,rush_long,0,,,,,
player,201210280cle,sdg,GateAn00,targets,4,,,,,
player,201210280cle,sdg,GateAn00,rec,2,,,,,
player,201210280cle,sdg,GateAn00,rec_yds,14,,,,,
player,201210280cle,sdg,GateAn00,rec_td,0,,,,,
player,201210280cle,sdg,GateAn00,rec_long,9,,,,,
player,201210280cle,sdg,GateAn00,fumbles,0,,,,,
player,201210280cle,sdg,GateAn00,fumbles_lost,0,,,,,
player,201210280cle,sdg,RosaDa00,pass_cmp,0,,,,,
player,201210280cle,sdg,RosaDa00,pass_att,0,,,,,
player,201210280cle,sdg,RosaDa00,pass_yds,0,,,,,
player,201210280cle,sdg,RosaDa00,pass_td,0,,,,,
player,201210280cle,sdg,RosaDa00,pass_int,0,,,,,
player,201210280cle,sdg,RosaDa00,pass_sacked,0,,,,,
player,201210280cle,sdg,RosaDa00,pass_sacked_yds,0,,,,,
player,201210280cle,sdg,RosaDa00,pass_long,0,,,,,
player,201210280cle,sdg,RosaDa00,pass_rating,,,,,,
player,201210280cle,sdg,RosaDa00,rush_att,0,,,,,
player,201210280cle,sdg,RosaDa00,rush_yds,0,,,,,
player,201210280cle,sdg,RosaDa00,rush_td,0,,,,,
player,201210280cle,sdg,RosaDa00,rush_long,0,,,,,
player,201210280cle,sdg,RosaDa00,targets,5,,,,,
player,201210280cle,sdg,RosaDa00,rec,2,,,,,
player,201210280cle,sdg,RosaDa00,rec_yds,11,,,,,
player,201210280cle,sdg,RosaDa00,rec_td,0,,,,,
player,201210280cle,sdg,RosaDa00,rec_long,6,,,,,
player,201210280cle,sdg,RosaDa00,fumbles,0,,,,,
player,201210280cle,sdg,RosaDa00,fumbles_lost,0,,,,,
player,201210280cle,sdg,AlexDa00,pass_cmp,0,,,,,
player,201210280cle,sdg,AlexDa00,pass_att,0,,,,,
player,201210280cle,sdg,AlexDa00,pass_yds,0,,,,,
player,201210280cle,sdg,AlexDa00,pass_td,0,,,,,
player,201210280cle,sdg,AlexDa00,pass_int,0,,,,,
player,201210280cle,sdg,AlexDa00,pass_sacked,0,,,,,
player,201210280cle,sdg,AlexDa00,pass_sacked_yds,0,,,,,
player,201210280cle,sdg,AlexDa00,pass_long,0,,,,,
player,201210280cle,sdg,AlexDa00,pass_rating,,,,,,
player,201210280cle,sdg,AlexDa00,rush_att,0,,,,,
player,201210280cle,sdg,AlexDa00,rush_yds,0,,,,,
player,201210280cle,sdg,AlexDa00,rush_td,0,,,,,
player,201210280cle,sdg,AlexDa00,rush_long,0,,,,,
player,201210280cle,sdg,AlexDa00,targets,1,,,,,
player,201210280cle,sdg,AlexDa00,rec,0,,,,,
player,201210280cle,sdg,AlexDa00,rec_yds,0,,,,,
player,201210280cle,sdg,AlexDa00,rec_td,0,,,,,
player,201210280cle,sdg,AlexDa00,rec_long,0,,,,,
player,201210280cle,sdg,AlexDa00,fumbles,0,,,,,
player,201210280cle,sdg,AlexDa00,fumbles_lost,0,,,,,
player,201210280cle,sdg,ClarJe20,pass_cmp,0,,,,,
player,201210280cle,sdg,ClarJe20,pass_att,0,,,,,
player,201210280cle,sdg,ClarJe20,pass_yds,0,,,,,
player,201210280cle,sdg,ClarJe20,pass_td,0,,,,,
player,201210280cle,sdg,ClarJe20,pass_int,0,,,,,
player,201210280cle,sdg,ClarJe20,pass_sacked,0,,,,,
player,201210280cle,sdg,ClarJe20,pass_sacked_yds,0,,,,,
player,201210280cle,sdg,ClarJe20,pass_long,0,,,,,
player,201210280cle,sdg,ClarJe20,pass_rating,,,,,,
player,201210280cle,sdg,ClarJe20,rush_att,0,,,,,
player,201210280cle,sdg,ClarJe20,rush_yds,0,,,,,
player,201210280cle,sdg,ClarJe20,rush_td,0,,,,,
player,201210280cle,sdg,ClarJe20,rush_long,0,,,,,
player,201210280cle,sdg,ClarJe20,targets,1,,,,,
player,201210280cle,sdg,ClarJe20,rec,1,,,,,
player,201210280cle,sdg,ClarJe20,rec_yds,-8,,,,,
player,201210280cle,sdg,ClarJe20,rec_td,0,,,,,
player,201210280cle,sdg,ClarJe20,rec_long,-8,,,,,
player,201210280cle,sdg,ClarJe20,fumbles,0,,,,,
player,201210280cle,sdg,ClarJe20,fumbles_lost,0,,,,,
player,201210280cle,sdg,MeacRo00,pass_cmp,0,,,,,
player,201210280cle,sdg,MeacRo00,pass_att,0,,,,,
player,201210280cle,sdg,MeacRo00,pass_yds,0,,,,,
player,201210280cle,sdg,MeacRo00,pass_td,0,,,,,
player,201210280cle,sdg,MeacRo00,pass_int,0,,,,,
player,201210280cle,sdg,MeacRo00,pass_sacked,0,,,,,
player,201210280cle,sdg,MeacRo00,pass_sacked_yds,0,,,,,
player,201210280cle,sdg,MeacRo00,pass_long,0,,,,,
player,201210280cle,sdg,MeacRo00,pass_rating,,,,,,
player,201210280cle,sdg,MeacRo00,rush_att,1,,,,,
player,201210280cle,sdg,MeacRo00,rush_yds,-6,,,,,
player,201210280cle,sdg,MeacRo00,rush_td,0,,,,,
player,201210280cle,sdg,MeacRo00,rush_long,-6,,,,,
player,201210280cle,sdg,MeacRo00,targets,3,,,,,
player,201210280cle,sdg,MeacRo00,rec,0,,,,,
player,201210280cle,sdg,MeacRo00,rec_yds,0,,,,,
player,201210280cle,sdg,MeacRo00,rec_td,0,,,,,
player,201210280cle,sdg,MeacRo00,rec_long,0,,,,,
player,201210280cle,sdg,MeacRo00,fumbles,0,,,,,
player,201210280cle,sdg,MeacRo00,fumbles_lost,0,,,,,
player,201210280cle,cle,WeedBr00,pass_cmp,11,,,,,
player,201210280cle,cle,WeedBr00,pass_att,27,,,,,
player,201210280cle,cle,WeedBr00,pass_yds,129,,,,,
player,201210280cle,cle,WeedBr00,pass_td,0,,,,,
player,201210280cle,cle,WeedBr00,pass_int,0,,,,,
player,201210280cle,cle,WeedBr00,pass_sacked,2,,,,,
player,201210280cle,cle,WeedBr00,pass_sacked_yds,12,,,,,
player,201210280cle,cle,WeedBr00,pass_long,26,,,,,
player,201210280cle,cle,WeedBr00,pass_rating,55.9,,,,,
player,201210280cle,cle,WeedBr00,rush_att,4,,,,,
player,201210280cle,cle,WeedBr00,rush_yds,4,,,,,
player,201210280cle,cle,WeedBr00,rush_td,0,,,,,
player,201210280cle,cle,WeedBr00,rush_long,4,,,,,
player,201210280cle,cle,WeedBr00,targets,0,,,,,
player,201210280cle,cle,WeedBr00,rec,0,,,,,
player,201210280cle,cle,WeedBr00,rec_yds,0,,,,,
player,201210280cle,cle,WeedBr00,rec_td,0,,,,,
player,201210280cle,cle,WeedBr00,rec_long,0,,,,,
player,201210280cle,cle,WeedBr00,fumbles,0,,,,,
player,201210280cle,cle,WeedBr00,fumbles_lost,0,,,,,
player,201210280cle,cle,RichTr00,pass_cmp,0,,,,,
player,201210280cle,cle,RichTr00,pass_att,0,,,,,
player,201210280cle,cle,RichTr00,pass_yds,0,,,,,
player,201210280cle,cle,RichTr00,pass_td,0,,,,,
player,201210280cle,cle,RichTr00,pass_int,0,,,,,
player,201210280cle,cle,RichTr00,pass_sacked,0,,,,,
player,201210280cle,cle,RichTr00,pass_sacked_yds,0,,,,,
player,201210280cle,cle,RichTr00,pass_long,0,,,,,
player,201210280cle,cle,RichTr00,pass_rating,,,,,,
player,201210280cle,cle,RichTr00,rush_att,24,,,,,
player,201210280cle,cle,RichTr00,rush_yds,122,,,,,
player,201210280cle,cle,RichTr00,rush_td,1,,,,,
player,201210280cle,cle,RichTr00,rush_long,26,,,,,
player,201210280cle,cle,RichTr00,targets,1,,,,,
player,201210280cle,cle,RichTr00,rec,1,,,,,
player,201210280cle,cle,RichTr00,rec_yds,12,,,,,
player,201210280cle,cle,RichTr00,rec_td,0,,,,,
player,201210280cle,cle,RichTr00,rec_long,12,,,,,
player,201210280cle,cle,RichTr00,fumbles,0,,,,,
player,201210280cle,cle,RichTr00,fumbles_lost,0,,,,,
player,201210280cle,cle,OgboCh00,pass_cmp,0,,,,,
player,201210280cle,cle,OgboCh00,pass_att,0,,,,,
player,201210280cle,cle,OgboCh00,pass_yds,0,,,,,
player,201210280cle,cle,OgboCh00,pass_td,0,,,,,
player,201210280cle,cle,OgboCh00,pass_int,0,,,,,
player,201210280cle,cle,OgboCh00,pass_sacked,0,,,,,
player,201210280cle,cle,OgboCh00,pass_sacked_yds,0,,,,,
player,201210280cle,cle,OgboCh00,pass_long,0,,,,,
player,201210280cle,cle,OgboCh00,pass_rating,,,,,,
player,201210280cle,cle,OgboCh00,rush_att,1,,,,,
player,201210280cle,cle,OgboCh00,rush_yds,4,,,,,
player,201210280cle,cle,OgboCh00,rush_td,0,,,,,
player,201210280cle,cle,OgboCh00,rush_long,4,,,,,
player,201210280cle,cle,OgboCh00,targets,3,,,,,
player,201210280cle,cle,OgboCh00,rec,1,,,,,
player,201210280cle,cle,OgboCh00,rec_yds,9,,,,,
player,201210280cle,cle,OgboCh00,rec_td,0,,,,,
player,201210280cle,cle,OgboCh00,rec_long,9,,,,,
player,201210280cle,cle,OgboCh00,fumbles,0,,,,,
player,201210280cle,cle,OgboCh00,fumbles_lost,0,,,,,
player,201210280cle,cle,HardMo00,pass_cmp,0,,,,,
player,201210280cle,cle,HardMo00,pass_att,0,,,,,
player,201210280cle,cle,HardMo00,pass_yds,0,,,,,
player,201210280cle,cle,HardMo00,pass_td,0,,,,,
player,201210280cle,cle,HardMo00,pass_int,0,,,,,
player,201210280cle,cle,HardMo00,pass_sacked,0,,,,,
player,201210280cle,cle,HardMo00,pass_sacked_yds,0,,,,,
player,201210280cle,cle,HardMo00,pass_long,0,,,,,
player,201210280cle,cle,HardMo00,pass_rating,,,,,,
player,201210280cle,cle,HardMo00,rush_att,3,,,,,
player,201210280cle,cle,HardMo00,rush_yds,3,,,,,
player,201210280cle,cle,HardMo00,rush_td,0,,,,,
player,201210280cle,cle,HardMo00,rush_long,2,,,,,
player,201210280cle,cle,HardMo00,targets,0,,,,,
player,201210280cle,cle,HardMo00,rec,0,,,,,
player,201210280cle,cle,HardMo00,rec_yds,0,,,,,
player,201210280cle,cle,HardMo00,rec_td,0,,,,,
player,201210280cle,cle,HardMo00,rec_long,0,,,,,
player,201210280cle,cle,HardMo00,fumbles,1,,,,,
player,201210280cle,cle,HardMo00,fumbles_lost,0,,,,,
player,201210280cle,cle,GordJo02,pass_cmp,0,,,,,
player,201210280cle,cle,GordJo02,pass_att,0,,,,,
player,201210280cle,cle,GordJo02,pass_yds,0,,,,,
player,201210280cle,cle,GordJo02,pass_td,0,,,,,
player,201210280cle,cle,GordJo02,pass_int,0,,,,,
player,201210280cle,cle,GordJo02,pass_sacked,0,,,,,
player,201210280cle,cle,GordJo02,pass_sacked_yds,0,,,,,
player,201210280cle,cle,GordJo02,pass_long,0,,,,,
player,201210280cle,cle,GordJo02,pass_rating,,,,,,
player,201210280cle,cle,GordJo02,rush_att,0,,,,,
player,201210280cle,cle,GordJo02,rush_yds,0,,,,,
player,201210280cle,cle,GordJo02,rush_td,0,,,,,
player,201210280cle,cle,GordJo02,rush_long,0,,,,,
player,201210280cle,cle,GordJo02,targets,5,,,,,
player,201210280cle,cle,GordJo02,rec,3,,,,,
player,201210280cle,cle,GordJo02,rec_yds,46,,,,,
player,201210280cle,cle,GordJo02,rec_td,0,,,,,
player,201210280cle,cle,GordJo02,rec_long,26,,,,,
player,201210280cle,cle,GordJo02,fumbles,0,,,,,
player,201210280cle,cle,GordJo02,fumbles_lost,0,,,,,
player,201210280cle,cle,LittGr00,pass_cmp,0,,,,,
player,201210280cle,cle,LittGr00,pass_att,0,,,,,
player,201210280cle,cle,LittGr00,pass_yds,0,,,,,
player,201210280cle,cle,LittGr00,pass_td,0,,,,,
player,201210280cle,cle,LittGr00,pass_int,0,,,,,
player,201210280cle,cle,LittGr00,pass_sacked,0,,,,,
player,201210280cle,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201210280cle,cle,LittGr00,pass_long,0,,,,,
player,201210280cle,cle,LittGr00,pass_rating,,,,,,
player,201210280cle,cle,LittGr00,rush_att,0,,,,,
player,201210280cle,cle,LittGr00,rush_yds,0,,,,,
player,201210280cle,cle,LittGr00,rush_td,0,,,,,
player,201210280cle,cle,LittGr00,rush_long,0,,,,,
player,201210280cle,cle,LittGr00,targets,5,,,,,
player,201210280cle,cle,LittGr00,rec,2,,,,,
player,201210280cle,cle,LittGr00,rec_yds,28,,,,,
player,201210280cle,cle,LittGr00,rec_td,0,,,,,
player,201210280cle,cle,LittGr00,rec_long,22,,,,,
player,201210280cle,cle,LittGr00,fumbles,0,,,,,
player,201210280cle,cle,LittGr00,fumbles_lost,0,,,,,
player,201210280cle,cle,WatsBe00,pass_cmp,0,,,,,
player,201210280cle,cle,WatsBe00,pass_att,0,,,,,
player,201210280cle,cle,WatsBe00,pass_yds,0,,,,,
player,201210280cle,cle,WatsBe00,pass_td,0,,,,,
player,201210280cle,cle,WatsBe00,pass_int,0,,,,,
player,201210280cle,cle,WatsBe00,pass_sacked,0,,,,,
player,201210280cle,cle,WatsBe00,pass_sacked_yds,0,,,,,
player,201210280cle,cle,WatsBe00,pass_long,0,,,,,
player,201210280cle,cle,WatsBe00,pass_rating,,,,,,
player,201210280cle,cle,WatsBe00,rush_att,0,,,,,
player,201210280cle,cle,WatsBe00,rush_yds,0,,,,,
player,201210280cle,cle,WatsBe00,rush_td,0,,,,,
player,201210280cle,cle,WatsBe00,rush_long,0,,,,,
player,201210280cle,cle,WatsBe00,targets,4,,,,,
player,201210280cle,cle,WatsBe00,rec,1,,,,,
player,201210280cle,cle,WatsBe00,rec_yds,14,,,,,
player,201210280cle,cle,WatsBe00,rec_td,0,,,,,
player,201210280cle,cle,WatsBe00,rec_long,14,,,,,
player,201210280cle,cle,WatsBe00,fumbles,0,,,,,
player,201210280cle,cle,WatsBe00,fumbles_lost,0,,,,,
player,201210280cle,cle,CameJo00,pass_cmp,0,,,,,
player,201210280cle,cle,CameJo00,pass_att,0,,,,,
player,201210280cle,cle,CameJo00,pass_yds,0,,,,,
player,201210280cle,cle,CameJo00,pass_td,0,,,,,
player,201210280cle,cle,CameJo00,pass_int,0,,,,,
player,201210280cle,cle,CameJo00,pass_sacked,0,,,,,
player,201210280cle,cle,CameJo00,pass_sacked_yds,0,,,,,
player,201210280cle,cle,CameJo00,pass_long,0,,,,,
player,201210280cle,cle,CameJo00,pass_rating,,,,,,
player,201210280cle,cle,CameJo00,rush_att,0,,,,,
player,201210280cle,cle,CameJo00,rush_yds,0,,,,,
player,201210280cle,cle,CameJo00,rush_td,0,,,,,
player,201210280cle,cle,CameJo00,rush_long,0,,,,,
player,201210280cle,cle,CameJo00,targets,4,,,,,
player,201210280cle,cle,CameJo00,rec,1,,,,,
player,201210280cle,cle,CameJo00,rec_yds,12,,,,,
player,201210280cle,cle,CameJo00,rec_td,0,,,,,
player,201210280cle,cle,CameJo00,rec_long,12,,,,,
player,201210280cle,cle,CameJo00,fumbles,0,,,,,
player,201210280cle,cle,CameJo00,fumbles_lost,0,,,,,
player,201210280cle,cle,CribJo01,pass_cmp,0,,,,,
player,201210280cle,cle,CribJo01,pass_att,0,,,,,
player,201210280cle,cle,CribJo01,pass_yds,0,,,,,
player,201210280cle,cle,CribJo01,pass_td,0,,,,,
player,201210280cle,cle,CribJo01,pass_int,0,,,,,
player,201210280cle,cle,CribJo01,pass_sacked,0,,,,,
player,201210280cle,cle,CribJo01,pass_sacked_yds,0,,,,,
player,201210280cle,cle,CribJo01,pass_long,0,,,,,
player,201210280cle,cle,CribJo01,pass_rating,,,,,,
player,201210280cle,cle,CribJo01,rush_att,1,,,,,
player,201210280cle,cle,CribJo01,rush_yds,0,,,,,
player,201210280cle,cle,CribJo01,rush_td,0,,,,,
player,201210280cle,cle,CribJo01,rush_long,0,,,,,
player,201210280cle,cle,CribJo01,targets,1,,,,,
player,201210280cle,cle,CribJo01,rec,1,,,,,
player,201210280cle,cle,CribJo01,rec_yds,7,,,,,
player,201210280cle,cle,CribJo01,rec_td,0,,,,,
player,201210280cle,cle,CribJo01,rec_long,7,,,,,
player,201210280cle,cle,CribJo01,fumbles,1,,,,,
player,201210280cle,cle,CribJo01,fumbles_lost,0,,,,,
player,201210280cle,cle,SmitAl02,pass_cmp,0,,,,,
player,201210280cle,cle,SmitAl02,pass_att,0,,,,,
player,201210280cle,cle,SmitAl02,pass_yds,0,,,,,
player,201210280cle,cle,SmitAl02,pass_td,0,,,,,
player,201210280cle,cle,SmitAl02,pass_int,0,,,,,
player,201210280cle,cle,SmitAl02,pass_sacked,0,,,,,
player,201210280cle,cle,SmitAl02,pass_sacked_yds,0,,,,,
player,201210280cle,cle,SmitAl02,pass_long,0,,,,,
player,201210280cle,cle,SmitAl02,pass_rating,,,,,,
player,201210280cle,cle,SmitAl02,rush_att,0,,,,,
player,201210280cle,cle,SmitAl02,rush_yds,0,,,,,
player,201210280cle,cle,SmitAl02,rush_td,0,,,,,
player,201210280cle,cle,SmitAl02,rush_long,0,,,,,
player,201210280cle,cle,SmitAl02,targets,3,,,,,
player,201210280cle,cle,SmitAl02,rec,1,,,,,
player,201210280cle,cle,SmitAl02,rec_yds,1,,,,,
player,201210280cle,cle,SmitAl02,rec_td,0,,,,,
player,201210280cle,cle,SmitAl02,rec_long,1,,,,,
player,201210280cle,cle,SmitAl02,fumbles,0,,,,,
player,201210280cle,cle,SmitAl02,fumbles_lost,0,,,,,
player,201210280cle,cle,CoopJo00,pass_cmp,0,,,,,
player,201210280cle,cle,CoopJo00,pass_att,0,,,,,
player,201210280cle,cle,CoopJo00,pass_yds,0,,,,,
player,201210280cle,cle,CoopJo00,pass_td,0,,,,,
player,201210280cle,cle,CoopJo00,pass_int,0,,,,,
player,201210280cle,cle,CoopJo00,pass_sacked,0,,,,,
player,201210280cle,cle,CoopJo00,pass_sacked_yds,0,,,,,
player,201210280cle,cle,CoopJo00,pass_long,0,,,,,
player,201210280cle,cle,CoopJo00,pass_rating,,,,,,
player,201210280cle,cle,CoopJo00,rush_att,0,,,,,
