game,2012,7,20121021,201210210car,dal,"Dallas Cowboys",19,car,"Carolina Panthers",14
team,201210210car,dal,First Downs,18,,,,,,
team,201210210car,car,First Downs,18,,,,,,
team,201210210car,dal,Rush-Yds-TDs,31-85-0,,,,,,
team,201210210car,car,Rush-Yds-TDs,21-112-1,,,,,,
team,201210210car,dal,Cmp-Att-Yd-TD-INT,24-34-227-1-0,,,,,,
team,201210210car,car,Cmp-Att-Yd-TD-INT,21-37-233-1-1,,,,,,
team,201210210car,dal,Sacked-Yards,0-0,,,,,,
team,201210210car,car,Sacked-Yards,2-17,,,,,,
team,201210210car,dal,Net Pass Yards,227,,,,,,
team,201210210car,car,Net Pass Yards,216,,,,,,
team,201210210car,dal,Total Yards,312,,,,,,
team,201210210car,car,Total Yards,328,,,,,,
team,201210210car,dal,Fumbles-Lost,1-1,,,,,,
team,201210210car,car,Fumbles-Lost,1-1,,,,,,
team,201210210car,dal,Turnovers,1,,,,,,
team,201210210car,car,Turnovers,2,,,,,,
team,201210210car,dal,Penalties-Yards,6-43,,,,,,
team,201210210car,car,Penalties-Yards,9-71,,,,,,
team,201210210car,dal,Third Down Conv.,6-14,,,,,,
team,201210210car,car,Third Down Conv.,2-10,,,,,,
team,201210210car,dal,Fourth Down Conv.,0-0,,,,,,
team,201210210car,car,Fourth Down Conv.,0-2,,,,,,
team,201210210car,dal,Time of Possession,33:37,,,,,,
team,201210210car,car,Time of Possession,26:23,,,,,,
player,201210210car,dal,RomoTo00,pass_cmp,24,,,,,
player,201210210car,dal,RomoTo00,pass_att,34,,,,,
player,201210210car,dal,RomoTo00,pass_yds,227,,,,,
player,201210210car,dal,RomoTo00,pass_td,1,,,,,
player,201210210car,dal,RomoTo00,pass_int,0,,,,,
player,201210210car,dal,RomoTo00,pass_sacked,0,,,,,
player,201210210car,dal,RomoTo00,pass_sacked_yds,0,,,,,
player,201210210car,dal,RomoTo00,pass_long,36,,,,,
player,201210210car,dal,RomoTo00,pass_rating,98.5,,,,,
player,201210210car,dal,RomoTo00,rush_att,3,,,,,
player,201210210car,dal,RomoTo00,rush_yds,11,,,,,
player,201210210car,dal,RomoTo00,rush_td,0,,,,,
player,201210210car,dal,RomoTo00,rush_long,10,,,,,
player,201210210car,dal,RomoTo00,targets,0,,,,,
player,201210210car,dal,RomoTo00,rec,0,,,,,
player,201210210car,dal,RomoTo00,rec_yds,0,,,,,
player,201210210car,dal,RomoTo00,rec_td,0,,,,,
player,201210210car,dal,RomoTo00,rec_long,0,,,,,
player,201210210car,dal,RomoTo00,fumbles,0,,,,,
player,201210210car,dal,RomoTo00,fumbles_lost,0,,,,,
player,201210210car,dal,JoneFe00,pass_cmp,0,,,,,
player,201210210car,dal,JoneFe00,pass_att,0,,,,,
player,201210210car,dal,JoneFe00,pass_yds,0,,,,,
player,201210210car,dal,JoneFe00,pass_td,0,,,,,
player,201210210car,dal,JoneFe00,pass_int,0,,,,,
player,201210210car,dal,JoneFe00,pass_sacked,0,,,,,
player,201210210car,dal,JoneFe00,pass_sacked_yds,0,,,,,
player,201210210car,dal,JoneFe00,pass_long,0,,,,,
player,201210210car,dal,JoneFe00,pass_rating,,,,,,
player,201210210car,dal,JoneFe00,rush_att,15,,,,,
player,201210210car,dal,JoneFe00,rush_yds,44,,,,,
player,201210210car,dal,JoneFe00,rush_td,0,,,,,
player,201210210car,dal,JoneFe00,rush_long,9,,,,,
player,201210210car,dal,JoneFe00,targets,6,,,,,
player,201210210car,dal,JoneFe00,rec,5,,,,,
player,201210210car,dal,JoneFe00,rec_yds,30,,,,,
player,201210210car,dal,JoneFe00,rec_td,0,,,,,
player,201210210car,dal,JoneFe00,rec_long,10,,,,,
player,201210210car,dal,JoneFe00,fumbles,0,,,,,
player,201210210car,dal,JoneFe00,fumbles_lost,0,,,,,
player,201210210car,dal,TannPh00,pass_cmp,0,,,,,
player,201210210car,dal,TannPh00,pass_att,0,,,,,
player,201210210car,dal,TannPh00,pass_yds,0,,,,,
player,201210210car,dal,TannPh00,pass_td,0,,,,,
player,201210210car,dal,TannPh00,pass_int,0,,,,,
player,201210210car,dal,TannPh00,pass_sacked,0,,,,,
player,201210210car,dal,TannPh00,pass_sacked_yds,0,,,,,
player,201210210car,dal,TannPh00,pass_long,0,,,,,
player,201210210car,dal,TannPh00,pass_rating,,,,,,
player,201210210car,dal,TannPh00,rush_att,13,,,,,
player,201210210car,dal,TannPh00,rush_yds,30,,,,,
player,201210210car,dal,TannPh00,rush_td,0,,,,,
player,201210210car,dal,TannPh00,rush_long,5,,,,,
player,201210210car,dal,TannPh00,targets,1,,,,,
player,201210210car,dal,TannPh00,rec,1,,,,,
player,201210210car,dal,TannPh00,rec_yds,8,,,,,
player,201210210car,dal,TannPh00,rec_td,0,,,,,
player,201210210car,dal,TannPh00,rec_long,8,,,,,
player,201210210car,dal,TannPh00,fumbles,0,,,,,
player,201210210car,dal,TannPh00,fumbles_lost,0,,,,,
player,201210210car,dal,AustMi00,pass_cmp,0,,,,,
player,201210210car,dal,AustMi00,pass_att,0,,,,,
player,201210210car,dal,AustMi00,pass_yds,0,,,,,
player,201210210car,dal,AustMi00,pass_td,0,,,,,
player,201210210car,dal,AustMi00,pass_int,0,,,,,
player,201210210car,dal,AustMi00,pass_sacked,0,,,,,
player,201210210car,dal,AustMi00,pass_sacked_yds,0,,,,,
player,201210210car,dal,AustMi00,pass_long,0,,,,,
player,201210210car,dal,AustMi00,pass_rating,,,,,,
player,201210210car,dal,AustMi00,rush_att,0,,,,,
player,201210210car,dal,AustMi00,rush_yds,0,,,,,
player,201210210car,dal,AustMi00,rush_td,0,,,,,
player,201210210car,dal,AustMi00,rush_long,0,,,,,
player,201210210car,dal,AustMi00,targets,9,,,,,
player,201210210car,dal,AustMi00,rec,5,,,,,
player,201210210car,dal,AustMi00,rec_yds,97,,,,,
player,201210210car,dal,AustMi00,rec_td,1,,,,,
player,201210210car,dal,AustMi00,rec_long,36,,,,,
player,201210210car,dal,AustMi00,fumbles,1,,,,,
player,201210210car,dal,AustMi00,fumbles_lost,1,,,,,
player,201210210car,dal,WittJa00,pass_cmp,0,,,,,
player,201210210car,dal,WittJa00,pass_att,0,,,,,
player,201210210car,dal,WittJa00,pass_yds,0,,,,,
