game,2012,11,20121118,201211180atl,crd,"Arizona Cardinals",19,atl,"Atlanta Falcons",23
team,201211180atl,crd,First Downs,7,,,,,,
team,201211180atl,atl,First Downs,20,,,,,,
team,201211180atl,crd,Rush-Yds-TDs,26-137-1,,,,,,
team,201211180atl,atl,Rush-Yds-TDs,24-58-1,,,,,,
team,201211180atl,crd,Cmp-Att-Yd-TD-INT,11-27-70-0-0,,,,,,
team,201211180atl,atl,Cmp-Att-Yd-TD-INT,28-46-301-0-5,,,,,,
team,201211180atl,crd,Sacked-Yards,3-29,,,,,,
team,201211180atl,atl,Sacked-Yards,1-5,,,,,,
team,201211180atl,crd,Net Pass Yards,41,,,,,,
team,201211180atl,atl,Net Pass Yards,296,,,,,,
team,201211180atl,crd,Total Yards,178,,,,,,
team,201211180atl,atl,Total Yards,354,,,,,,
team,201211180atl,crd,Fumbles-Lost,1-1,,,,,,
team,201211180atl,atl,Fumbles-Lost,2-1,,,,,,
team,201211180atl,crd,Turnovers,1,,,,,,
team,201211180atl,atl,Turnovers,6,,,,,,
team,201211180atl,crd,Penalties-Yards,5-43,,,,,,
team,201211180atl,atl,Penalties-Yards,5-35,,,,,,
team,201211180atl,crd,Third Down Conv.,2-16,,,,,,
team,201211180atl,atl,Third Down Conv.,7-16,,,,,,
team,201211180atl,crd,Fourth Down Conv.,0-1,,,,,,
team,201211180atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201211180atl,crd,Time of Possession,27:19,,,,,,
team,201211180atl,atl,Time of Possession,32:41,,,,,,
player,201211180atl,crd,LindRy00,pass_cmp,9,,,,,
player,201211180atl,crd,LindRy00,pass_att,20,,,,,
player,201211180atl,crd,LindRy00,pass_yds,64,,,,,
player,201211180atl,crd,LindRy00,pass_td,0,,,,,
player,201211180atl,crd,LindRy00,pass_int,0,,,,,
player,201211180atl,crd,LindRy00,pass_sacked,3,,,,,
player,201211180atl,crd,LindRy00,pass_sacked_yds,29,,,,,
player,201211180atl,crd,LindRy00,pass_long,17,,,,,
player,201211180atl,crd,LindRy00,pass_rating,52.9,,,,,
player,201211180atl,crd,LindRy00,rush_att,0,,,,,
player,201211180atl,crd,LindRy00,rush_yds,0,,,,,
player,201211180atl,crd,LindRy00,rush_td,0,,,,,
player,201211180atl,crd,LindRy00,rush_long,0,,,,,
player,201211180atl,crd,LindRy00,targets,0,,,,,
player,201211180atl,crd,LindRy00,rec,0,,,,,
player,201211180atl,crd,LindRy00,rec_yds,0,,,,,
player,201211180atl,crd,LindRy00,rec_td,0,,,,,
player,201211180atl,crd,LindRy00,rec_long,0,,,,,
player,201211180atl,crd,LindRy00,fumbles,1,,,,,
player,201211180atl,crd,LindRy00,fumbles_lost,1,,,,,
player,201211180atl,crd,SkelJo00,pass_cmp,2,,,,,
player,201211180atl,crd,SkelJo00,pass_att,7,,,,,
player,201211180atl,crd,SkelJo00,pass_yds,6,,,,,
player,201211180atl,crd,SkelJo00,pass_td,0,,,,,
player,201211180atl,crd,SkelJo00,pass_int,0,,,,,
player,201211180atl,crd,SkelJo00,pass_sacked,0,,,,,
player,201211180atl,crd,SkelJo00,pass_sacked_yds,0,,,,,
player,201211180atl,crd,SkelJo00,pass_long,5,,,,,
player,201211180atl,crd,SkelJo00,pass_rating,39.6,,,,,
player,201211180atl,crd,SkelJo00,rush_att,0,,,,,
player,201211180atl,crd,SkelJo00,rush_yds,0,,,,,
player,201211180atl,crd,SkelJo00,rush_td,0,,,,,
player,201211180atl,crd,SkelJo00,rush_long,0,,,,,
player,201211180atl,crd,SkelJo00,targets,0,,,,,
player,201211180atl,crd,SkelJo00,rec,0,,,,,
player,201211180atl,crd,SkelJo00,rec_yds,0,,,,,
player,201211180atl,crd,SkelJo00,rec_td,0,,,,,
player,201211180atl,crd,SkelJo00,rec_long,0,,,,,
player,201211180atl,crd,SkelJo00,fumbles,0,,,,,
player,201211180atl,crd,SkelJo00,fumbles_lost,0,,,,,
player,201211180atl,crd,StepLa00,pass_cmp,0,,,,,
player,201211180atl,crd,StepLa00,pass_att,0,,,,,
player,201211180atl,crd,StepLa00,pass_yds,0,,,,,
player,201211180atl,crd,StepLa00,pass_td,0,,,,,
player,201211180atl,crd,StepLa00,pass_int,0,,,,,
player,201211180atl,crd,StepLa00,pass_sacked,0,,,,,
player,201211180atl,crd,StepLa00,pass_sacked_yds,0,,,,,
player,201211180atl,crd,StepLa00,pass_long,0,,,,,
player,201211180atl,crd,StepLa00,pass_rating,,,,,,
player,201211180atl,crd,StepLa00,rush_att,22,,,,,
player,201211180atl,crd,StepLa00,rush_yds,127,,,,,
player,201211180atl,crd,StepLa00,rush_td,1,,,,,
player,201211180atl,crd,StepLa00,rush_long,52,,,,,
player,201211180atl,crd,StepLa00,targets,4,,,,,
player,201211180atl,crd,StepLa00,rec,2,,,,,
player,201211180atl,crd,StepLa00,rec_yds,6,,,,,
player,201211180atl,crd,StepLa00,rec_td,0,,,,,
player,201211180atl,crd,StepLa00,rec_long,5,,,,,
player,201211180atl,crd,StepLa00,fumbles,0,,,,,
player,201211180atl,crd,StepLa00,fumbles_lost,0,,,,,
player,201211180atl,crd,PoweWi00,pass_cmp,0,,,,,
player,201211180atl,crd,PoweWi00,pass_att,0,,,,,
player,201211180atl,crd,PoweWi00,pass_yds,0,,,,,
player,201211180atl,crd,PoweWi00,pass_td,0,,,,,
player,201211180atl,crd,PoweWi00,pass_int,0,,,,,
