game,2012,10,20121111,201211110car,den,"Denver Broncos",36,car,"Carolina Panthers",14
player,201211110car,den,GreeVi00,pos,TE,,,,,
player,201211110car,den,GreeVi00,offense,10,,,,,
player,201211110car,den,GreeVi00,off_pct,16%,,,,,
player,201211110car,den,GreeVi00,defense,0,,,,,
player,201211110car,den,GreeVi00,def_pct,0%,,,,,
player,201211110car,den,GreeVi00,special_teams,18,,,,,
player,201211110car,den,GreeVi00,st_pct,50%,,,,,
player,201211110car,den,WillMa00,pos,WR,,,,,
player,201211110car,den,WillMa00,offense,7,,,,,
player,201211110car,den,WillMa00,off_pct,11%,,,,,
player,201211110car,den,WillMa00,defense,0,,,,,
player,201211110car,den,WillMa00,def_pct,0%,,,,,
player,201211110car,den,WillMa00,special_teams,25,,,,,
player,201211110car,den,WillMa00,st_pct,69%,,,,,
player,201211110car,den,HollTr00,pos,WR,,,,,
player,201211110car,den,HollTr00,offense,3,,,,,
player,201211110car,den,HollTr00,off_pct,5%,,,,,
player,201211110car,den,HollTr00,defense,0,,,,,
player,201211110car,den,HollTr00,def_pct,0%,,,,,
player,201211110car,den,HollTr00,special_teams,12,,,,,
player,201211110car,den,HollTr00,st_pct,33%,,,,,
player,201211110car,den,GronCh00,pos,FB,,,,,
player,201211110car,den,GronCh00,offense,2,,,,,
player,201211110car,den,GronCh00,off_pct,3%,,,,,
player,201211110car,den,GronCh00,defense,0,,,,,
player,201211110car,den,GronCh00,def_pct,0%,,,,,
player,201211110car,den,GronCh00,special_teams,24,,,,,
player,201211110car,den,GronCh00,st_pct,67%,,,,,
player,201211110car,den,WoodWe20,pos,LB,,,,,
player,201211110car,den,WoodWe20,offense,0,,,,,
player,201211110car,den,WoodWe20,off_pct,0%,,,,,
player,201211110car,den,WoodWe20,defense,70,,,,,
player,201211110car,den,WoodWe20,def_pct,100%,,,,,
player,201211110car,den,WoodWe20,special_teams,7,,,,,
player,201211110car,den,WoodWe20,st_pct,19%,,,,,
player,201211110car,den,HarrCh01,pos,CB,,,,,
player,201211110car,den,HarrCh01,offense,0,,,,,
player,201211110car,den,HarrCh01,off_pct,0%,,,,,
player,201211110car,den,HarrCh01,defense,70,,,,,
player,201211110car,den,HarrCh01,def_pct,100%,,,,,
player,201211110car,den,HarrCh01,special_teams,4,,,,,
player,201211110car,den,HarrCh01,st_pct,11%,,,,,
player,201211110car,den,MoorRa00,pos,FS,,,,,
player,201211110car,den,MoorRa00,offense,0,,,,,
player,201211110car,den,MoorRa00,off_pct,0%,,,,,
player,201211110car,den,MoorRa00,defense,69,,,,,
player,201211110car,den,MoorRa00,def_pct,99%,,,,,
player,201211110car,den,MoorRa00,special_teams,0,,,,,
player,201211110car,den,MoorRa00,st_pct,0%,,,,,
player,201211110car,den,MillVo00,pos,LB,,,,,
player,201211110car,den,MillVo00,offense,0,,,,,
player,201211110car,den,MillVo00,off_pct,0%,,,,,
player,201211110car,den,MillVo00,defense,64,,,,,
player,201211110car,den,MillVo00,def_pct,91%,,,,,
player,201211110car,den,MillVo00,special_teams,0,,,,,
player,201211110car,den,MillVo00,st_pct,0%,,,,,
player,201211110car,den,BailCh00,pos,CB,,,,,
player,201211110car,den,BailCh00,offense,0,,,,,
player,201211110car,den,BailCh00,off_pct,0%,,,,,
player,201211110car,den,BailCh00,defense,63,,,,,
player,201211110car,den,BailCh00,def_pct,90%,,,,,
player,201211110car,den,BailCh00,special_teams,0,,,,,
player,201211110car,den,BailCh00,st_pct,0%,,,,,
player,201211110car,den,AdamMi21,pos,SS,,,,,
player,201211110car,den,AdamMi21,offense,0,,,,,
player,201211110car,den,AdamMi21,off_pct,0%,,,,,
player,201211110car,den,AdamMi21,defense,61,,,,,
player,201211110car,den,AdamMi21,def_pct,87%,,,,,
player,201211110car,den,AdamMi21,special_teams,4,,,,,
player,201211110car,den,AdamMi21,st_pct,11%,,,,,
player,201211110car,den,CartTo99,pos,CB,,,,,
player,201211110car,den,CartTo99,offense,0,,,,,
player,201211110car,den,CartTo99,off_pct,0%,,,,,
player,201211110car,den,CartTo99,defense,58,,,,,
player,201211110car,den,CartTo99,def_pct,83%,,,,,
player,201211110car,den,CartTo99,special_teams,18,,,,,
player,201211110car,den,CartTo99,st_pct,50%,,,,,
player,201211110car,den,WolfDe00,pos,DE,,,,,
player,201211110car,den,WolfDe00,offense,0,,,,,
player,201211110car,den,WolfDe00,off_pct,0%,,,,,
player,201211110car,den,WolfDe00,defense,54,,,,,
player,201211110car,den,WolfDe00,def_pct,77%,,,,,
player,201211110car,den,WolfDe00,special_teams,3,,,,,
player,201211110car,den,WolfDe00,st_pct,8%,,,,,
player,201211110car,den,AyerRo99,pos,DE,,,,,
player,201211110car,den,AyerRo99,offense,0,,,,,
player,201211110car,den,AyerRo99,off_pct,0%,,,,,
player,201211110car,den,AyerRo99,defense,49,,,,,
player,201211110car,den,AyerRo99,def_pct,70%,,,,,
player,201211110car,den,AyerRo99,special_teams,3,,,,,
player,201211110car,den,AyerRo99,st_pct,8%,,,,,
player,201211110car,den,BrooKe00,pos,LB,,,,,
player,201211110car,den,BrooKe00,offense,0,,,,,
player,201211110car,den,BrooKe00,off_pct,0%,,,,,
player,201211110car,den,BrooKe00,defense,46,,,,,
player,201211110car,den,BrooKe00,def_pct,66%,,,,,
player,201211110car,den,BrooKe00,special_teams,3,,,,,
player,201211110car,den,BrooKe00,st_pct,8%,,,,,
player,201211110car,den,BannJu20,pos,NT,,,,,
player,201211110car,den,BannJu20,offense,0,,,,,
player,201211110car,den,BannJu20,off_pct,0%,,,,,
player,201211110car,den,BannJu20,defense,39,,,,,
player,201211110car,den,BannJu20,def_pct,56%,,,,,
player,201211110car,den,BannJu20,special_teams,3,,,,,
player,201211110car,den,BannJu20,st_pct,8%,,,,,
player,201211110car,den,VickKe99,pos,DT,,,,,
player,201211110car,den,VickKe99,offense,0,,,,,
player,201211110car,den,VickKe99,off_pct,0%,,,,,
player,201211110car,den,VickKe99,defense,33,,,,,
player,201211110car,den,VickKe99,def_pct,47%,,,,,
player,201211110car,den,VickKe99,special_teams,0,,,,,
player,201211110car,den,VickKe99,st_pct,0%,,,,,
player,201211110car,den,JackMa02,pos,DE,,,,,
player,201211110car,den,JackMa02,offense,0,,,,,
player,201211110car,den,JackMa02,off_pct,0%,,,,,
player,201211110car,den,JackMa02,defense,19,,,,,
player,201211110car,den,JackMa02,def_pct,27%,,,,,
player,201211110car,den,JackMa02,special_teams,1,,,,,
player,201211110car,den,JackMa02,st_pct,3%,,,,,
player,201211110car,den,UnreMi00,pos,NT,,,,,
player,201211110car,den,UnreMi00,offense,0,,,,,
player,201211110car,den,UnreMi00,off_pct,0%,,,,,
player,201211110car,den,UnreMi00,defense,18,,,,,
player,201211110car,den,UnreMi00,def_pct,26%,,,,,
player,201211110car,den,UnreMi00,special_teams,3,,,,,
player,201211110car,den,UnreMi00,st_pct,8%,,,,,
player,201211110car,den,DumeEl20,pos,DE,,,,,
player,201211110car,den,DumeEl20,offense,0,,,,,
player,201211110car,den,DumeEl20,off_pct,0%,,,,,
player,201211110car,den,DumeEl20,defense,16,,,,,
player,201211110car,den,DumeEl20,def_pct,23%,,,,,
player,201211110car,den,DumeEl20,special_teams,0,,,,,
player,201211110car,den,DumeEl20,st_pct,0%,,,,,
player,201211110car,den,TrevDa00,pos,LB,,,,,
player,201211110car,den,TrevDa00,offense,0,,,,,
player,201211110car,den,TrevDa00,off_pct,0%,,,,,
player,201211110car,den,TrevDa00,defense,15,,,,,
player,201211110car,den,TrevDa00,def_pct,21%,,,,,
player,201211110car,den,TrevDa00,special_teams,22,,,,,
player,201211110car,den,TrevDa00,st_pct,61%,,,,,
player,201211110car,den,LeonJi23,pos,FS,,,,,
player,201211110car,den,LeonJi23,offense,0,,,,,
player,201211110car,den,LeonJi23,off_pct,0%,,,,,
player,201211110car,den,LeonJi23,defense,11,,,,,
player,201211110car,den,LeonJi23,def_pct,16%,,,,,
player,201211110car,den,LeonJi23,special_teams,10,,,,,
player,201211110car,den,LeonJi23,st_pct,28%,,,,,
player,201211110car,den,BoldOm00,pos,CB,,,,,
player,201211110car,den,BoldOm00,offense,0,,,,,
player,201211110car,den,BoldOm00,off_pct,0%,,,,,
player,201211110car,den,BoldOm00,defense,8,,,,,
player,201211110car,den,BoldOm00,def_pct,11%,,,,,
player,201211110car,den,BoldOm00,special_teams,25,,,,,
player,201211110car,den,BoldOm00,st_pct,69%,,,,,
player,201211110car,den,IrviNa00,pos,LB,,,,,
player,201211110car,den,IrviNa00,offense,0,,,,,
player,201211110car,den,IrviNa00,off_pct,0%,,,,,
player,201211110car,den,IrviNa00,defense,7,,,,,
player,201211110car,den,IrviNa00,def_pct,10%,,,,,
player,201211110car,den,IrviNa00,special_teams,28,,,,,
player,201211110car,den,IrviNa00,st_pct,78%,,,,,
player,201211110car,den,BrutDa99,pos,SS,,,,,
player,201211110car,den,BrutDa99,offense,0,,,,,
player,201211110car,den,BrutDa99,off_pct,0%,,,,,
player,201211110car,den,BrutDa99,defense,0,,,,,
player,201211110car,den,BrutDa99,def_pct,0%,,,,,
player,201211110car,den,BrutDa99,special_teams,29,,,,,
player,201211110car,den,BrutDa99,st_pct,81%,,,,,
player,201211110car,den,BallLa00,pos,RB,,,,,
player,201211110car,den,BallLa00,offense,0,,,,,
player,201211110car,den,BallLa00,off_pct,0%,,,,,
player,201211110car,den,BallLa00,defense,0,,,,,
player,201211110car,den,BallLa00,def_pct,0%,,,,,
player,201211110car,den,BallLa00,special_teams,26,,,,,
player,201211110car,den,BallLa00,st_pct,72%,,,,,
player,201211110car,den,JohnSt02,pos,LB,,,,,
player,201211110car,den,JohnSt02,offense,0,,,,,
player,201211110car,den,JohnSt02,off_pct,0%,,,,,
player,201211110car,den,JohnSt02,defense,0,,,,,
player,201211110car,den,JohnSt02,def_pct,0%,,,,,
player,201211110car,den,JohnSt02,special_teams,22,,,,,
player,201211110car,den,JohnSt02,st_pct,61%,,,,,
player,201211110car,den,PratMa20,pos,K,,,,,
player,201211110car,den,PratMa20,offense,0,,,,,
player,201211110car,den,PratMa20,off_pct,0%,,,,,
player,201211110car,den,PratMa20,defense,0,,,,,
player,201211110car,den,PratMa20,def_pct,0%,,,,,
player,201211110car,den,PratMa20,special_teams,14,,,,,
player,201211110car,den,PratMa20,st_pct,39%,,,,,
player,201211110car,den,ColqBr00,pos,P,,,,,
player,201211110car,den,ColqBr00,offense,0,,,,,
player,201211110car,den,ColqBr00,off_pct,0%,,,,,
player,201211110car,den,ColqBr00,defense,0,,,,,
player,201211110car,den,ColqBr00,def_pct,0%,,,,,
player,201211110car,den,ColqBr00,special_teams,13,,,,,
player,201211110car,den,ColqBr00,st_pct,36%,,,,,
player,201211110car,den,BrewAa00,pos,LS,,,,,
player,201211110car,den,BrewAa00,offense,0,,,,,
player,201211110car,den,BrewAa00,off_pct,0%,,,,,
player,201211110car,den,BrewAa00,defense,0,,,,,
player,201211110car,den,BrewAa00,def_pct,0%,,,,,
player,201211110car,den,BrewAa00,special_teams,13,,,,,
player,201211110car,den,BrewAa00,st_pct,36%,,,,,
player,201211110car,den,ClarCh21,pos,T,,,,,
player,201211110car,den,ClarCh21,offense,0,,,,,
player,201211110car,den,ClarCh21,off_pct,0%,,,,,
player,201211110car,den,ClarCh21,defense,0,,,,,
player,201211110car,den,ClarCh21,def_pct,0%,,,,,
player,201211110car,den,ClarCh21,special_teams,7,,,,,
player,201211110car,den,ClarCh21,st_pct,19%,,,,,
player,201211110car,den,DaviC.20,pos,C,,,,,
player,201211110car,den,DaviC.20,offense,0,,,,,
player,201211110car,den,DaviC.20,off_pct,0%,,,,,
player,201211110car,den,DaviC.20,defense,0,,,,,
player,201211110car,den,DaviC.20,def_pct,0%,,,,,
player,201211110car,den,DaviC.20,special_teams,7,,,,,
player,201211110car,den,DaviC.20,st_pct,19%,,,,,
player,201211110car,den,CaldAn00,pos,WR,,,,,
player,201211110car,den,CaldAn00,offense,0,,,,,
player,201211110car,den,CaldAn00,off_pct,0%,,,,,
player,201211110car,den,CaldAn00,defense,0,,,,,
player,201211110car,den,CaldAn00,def_pct,0%,,,,,
player,201211110car,den,CaldAn00,special_teams,7,,,,,
player,201211110car,den,CaldAn00,st_pct,19%,,,,,
