game,2012,17,20121230,201212300clt,htx,"Houston Texans",16,clt,"Indianapolis Colts",28
team,201212300clt,htx,First Downs,19,,,,,,
team,201212300clt,clt,First Downs,19,,,,,,
team,201212300clt,htx,Rush-Yds-TDs,20-102-1,,,,,,
team,201212300clt,clt,Rush-Yds-TDs,33-81-1,,,,,,
team,201212300clt,htx,Cmp-Att-Yd-TD-INT,24-36-275-0-2,,,,,,
team,201212300clt,clt,Cmp-Att-Yd-TD-INT,14-28-191-2-0,,,,,,
team,201212300clt,htx,Sacked-Yards,4-25,,,,,,
team,201212300clt,clt,Sacked-Yards,1-7,,,,,,
team,201212300clt,htx,Net Pass Yards,250,,,,,,
team,201212300clt,clt,Net Pass Yards,184,,,,,,
team,201212300clt,htx,Total Yards,352,,,,,,
team,201212300clt,clt,Total Yards,265,,,,,,
team,201212300clt,htx,Fumbles-Lost,0-0,,,,,,
team,201212300clt,clt,Fumbles-Lost,0-0,,,,,,
team,201212300clt,htx,Turnovers,2,,,,,,
team,201212300clt,clt,Turnovers,0,,,,,,
team,201212300clt,htx,Penalties-Yards,9-64,,,,,,
team,201212300clt,clt,Penalties-Yards,3-24,,,,,,
team,201212300clt,htx,Third Down Conv.,5-11,,,,,,
team,201212300clt,clt,Third Down Conv.,9-15,,,,,,
team,201212300clt,htx,Fourth Down Conv.,0-0,,,,,,
team,201212300clt,clt,Fourth Down Conv.,0-0,,,,,,
team,201212300clt,htx,Time of Possession,28:51,,,,,,
team,201212300clt,clt,Time of Possession,31:09,,,,,,
player,201212300clt,htx,SchaMa00,pass_cmp,24,,,,,
player,201212300clt,htx,SchaMa00,pass_att,36,,,,,
player,201212300clt,htx,SchaMa00,pass_yds,275,,,,,
player,201212300clt,htx,SchaMa00,pass_td,0,,,,,
player,201212300clt,htx,SchaMa00,pass_int,2,,,,,
player,201212300clt,htx,SchaMa00,pass_sacked,4,,,,,
player,201212300clt,htx,SchaMa00,pass_sacked_yds,25,,,,,
player,201212300clt,htx,SchaMa00,pass_long,39,,,,,
player,201212300clt,htx,SchaMa00,pass_rating,66.3,,,,,
player,201212300clt,htx,SchaMa00,rush_att,2,,,,,
player,201212300clt,htx,SchaMa00,rush_yds,-1,,,,,
player,201212300clt,htx,SchaMa00,rush_td,0,,,,,
player,201212300clt,htx,SchaMa00,rush_long,0,,,,,
player,201212300clt,htx,SchaMa00,targets,0,,,,,
player,201212300clt,htx,SchaMa00,rec,0,,,,,
player,201212300clt,htx,SchaMa00,rec_yds,0,,,,,
player,201212300clt,htx,SchaMa00,rec_td,0,,,,,
player,201212300clt,htx,SchaMa00,rec_long,0,,,,,
player,201212300clt,htx,SchaMa00,fumbles,0,,,,,
player,201212300clt,htx,SchaMa00,fumbles_lost,0,,,,,
player,201212300clt,htx,FostAr00,pass_cmp,0,,,,,
player,201212300clt,htx,FostAr00,pass_att,0,,,,,
player,201212300clt,htx,FostAr00,pass_yds,0,,,,,
player,201212300clt,htx,FostAr00,pass_td,0,,,,,
player,201212300clt,htx,FostAr00,pass_int,0,,,,,
player,201212300clt,htx,FostAr00,pass_sacked,0,,,,,
player,201212300clt,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201212300clt,htx,FostAr00,pass_long,0,,,,,
player,201212300clt,htx,FostAr00,pass_rating,,,,,,
player,201212300clt,htx,FostAr00,rush_att,16,,,,,
player,201212300clt,htx,FostAr00,rush_yds,96,,,,,
player,201212300clt,htx,FostAr00,rush_td,1,,,,,
player,201212300clt,htx,FostAr00,rush_long,39,,,,,
player,201212300clt,htx,FostAr00,targets,3,,,,,
player,201212300clt,htx,FostAr00,rec,2,,,,,
player,201212300clt,htx,FostAr00,rec_yds,23,,,,,
player,201212300clt,htx,FostAr00,rec_td,0,,,,,
player,201212300clt,htx,FostAr00,rec_long,18,,,,,
player,201212300clt,htx,FostAr00,fumbles,0,,,,,
player,201212300clt,htx,FostAr00,fumbles_lost,0,,,,,
player,201212300clt,htx,TateBe00,pass_cmp,0,,,,,
player,201212300clt,htx,TateBe00,pass_att,0,,,,,
player,201212300clt,htx,TateBe00,pass_yds,0,,,,,
player,201212300clt,htx,TateBe00,pass_td,0,,,,,
player,201212300clt,htx,TateBe00,pass_int,0,,,,,
player,201212300clt,htx,TateBe00,pass_sacked,0,,,,,
player,201212300clt,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201212300clt,htx,TateBe00,pass_long,0,,,,,
player,201212300clt,htx,TateBe00,pass_rating,,,,,,
player,201212300clt,htx,TateBe00,rush_att,2,,,,,
player,201212300clt,htx,TateBe00,rush_yds,7,,,,,
player,201212300clt,htx,TateBe00,rush_td,0,,,,,
player,201212300clt,htx,TateBe00,rush_long,4,,,,,
player,201212300clt,htx,TateBe00,targets,0,,,,,
player,201212300clt,htx,TateBe00,rec,0,,,,,
player,201212300clt,htx,TateBe00,rec_yds,0,,,,,
player,201212300clt,htx,TateBe00,rec_td,0,,,,,
player,201212300clt,htx,TateBe00,rec_long,0,,,,,
player,201212300clt,htx,TateBe00,fumbles,0,,,,,
player,201212300clt,htx,TateBe00,fumbles_lost,0,,,,,
player,201212300clt,htx,JohnAn02,pass_cmp,0,,,,,
player,201212300clt,htx,JohnAn02,pass_att,0,,,,,
player,201212300clt,htx,JohnAn02,pass_yds,0,,,,,
player,201212300clt,htx,JohnAn02,pass_td,0,,,,,
player,201212300clt,htx,JohnAn02,pass_int,0,,,,,
player,201212300clt,htx,JohnAn02,pass_sacked,0,,,,,
player,201212300clt,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201212300clt,htx,JohnAn02,pass_long,0,,,,,
player,201212300clt,htx,JohnAn02,pass_rating,,,,,,
player,201212300clt,htx,JohnAn02,rush_att,0,,,,,
player,201212300clt,htx,JohnAn02,rush_yds,0,,,,,
player,201212300clt,htx,JohnAn02,rush_td,0,,,,,
player,201212300clt,htx,JohnAn02,rush_long,0,,,,,
player,201212300clt,htx,JohnAn02,targets,17,,,,,
player,201212300clt,htx,JohnAn02,rec,12,,,,,
player,201212300clt,htx,JohnAn02,rec_yds,141,,,,,
player,201212300clt,htx,JohnAn02,rec_td,0,,,,,
player,201212300clt,htx,JohnAn02,rec_long,39,,,,,
player,201212300clt,htx,JohnAn02,fumbles,0,,,,,
player,201212300clt,htx,JohnAn02,fumbles_lost,0,,,,,
player,201212300clt,htx,WaltKe00,pass_cmp,0,,,,,
player,201212300clt,htx,WaltKe00,pass_att,0,,,,,
player,201212300clt,htx,WaltKe00,pass_yds,0,,,,,
player,201212300clt,htx,WaltKe00,pass_td,0,,,,,
player,201212300clt,htx,WaltKe00,pass_int,0,,,,,
player,201212300clt,htx,WaltKe00,pass_sacked,0,,,,,
player,201212300clt,htx,WaltKe00,pass_sacked_yds,0,,,,,
player,201212300clt,htx,WaltKe00,pass_long,0,,,,,
player,201212300clt,htx,WaltKe00,pass_rating,,,,,,
player,201212300clt,htx,WaltKe00,rush_att,0,,,,,
player,201212300clt,htx,WaltKe00,rush_yds,0,,,,,
player,201212300clt,htx,WaltKe00,rush_td,0,,,,,
player,201212300clt,htx,WaltKe00,rush_long,0,,,,,
player,201212300clt,htx,WaltKe00,targets,5,,,,,
player,201212300clt,htx,WaltKe00,rec,3,,,,,
player,201212300clt,htx,WaltKe00,rec_yds,51,,,,,
player,201212300clt,htx,WaltKe00,rec_td,0,,,,,
player,201212300clt,htx,WaltKe00,rec_long,22,,,,,
player,201212300clt,htx,WaltKe00,fumbles,0,,,,,
player,201212300clt,htx,WaltKe00,fumbles_lost,0,,,,,
player,201212300clt,htx,DaniOw00,pass_cmp,0,,,,,
player,201212300clt,htx,DaniOw00,pass_att,0,,,,,
player,201212300clt,htx,DaniOw00,pass_yds,0,,,,,
player,201212300clt,htx,DaniOw00,pass_td,0,,,,,
player,201212300clt,htx,DaniOw00,pass_int,0,,,,,
player,201212300clt,htx,DaniOw00,pass_sacked,0,,,,,
player,201212300clt,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201212300clt,htx,DaniOw00,pass_long,0,,,,,
player,201212300clt,htx,DaniOw00,pass_rating,,,,,,
player,201212300clt,htx,DaniOw00,rush_att,0,,,,,
player,201212300clt,htx,DaniOw00,rush_yds,0,,,,,
player,201212300clt,htx,DaniOw00,rush_td,0,,,,,
player,201212300clt,htx,DaniOw00,rush_long,0,,,,,
player,201212300clt,htx,DaniOw00,targets,4,,,,,
player,201212300clt,htx,DaniOw00,rec,3,,,,,
player,201212300clt,htx,DaniOw00,rec_yds,27,,,,,
player,201212300clt,htx,DaniOw00,rec_td,0,,,,,
player,201212300clt,htx,DaniOw00,rec_long,15,,,,,
player,201212300clt,htx,DaniOw00,fumbles,0,,,,,
player,201212300clt,htx,DaniOw00,fumbles_lost,0,,,,,
player,201212300clt,htx,PoseDe00,pass_cmp,0,,,,,
player,201212300clt,htx,PoseDe00,pass_att,0,,,,,
player,201212300clt,htx,PoseDe00,pass_yds,0,,,,,
player,201212300clt,htx,PoseDe00,pass_td,0,,,,,
player,201212300clt,htx,PoseDe00,pass_int,0,,,,,
player,201212300clt,htx,PoseDe00,pass_sacked,0,,,,,
player,201212300clt,htx,PoseDe00,pass_sacked_yds,0,,,,,
player,201212300clt,htx,PoseDe00,pass_long,0,,,,,
player,201212300clt,htx,PoseDe00,pass_rating,,,,,,
player,201212300clt,htx,PoseDe00,rush_att,0,,,,,
player,201212300clt,htx,PoseDe00,rush_yds,0,,,,,
player,201212300clt,htx,PoseDe00,rush_td,0,,,,,
player,201212300clt,htx,PoseDe00,rush_long,0,,,,,
player,201212300clt,htx,PoseDe00,targets,2,,,,,
player,201212300clt,htx,PoseDe00,rec,1,,,,,
player,201212300clt,htx,PoseDe00,rec_yds,16,,,,,
player,201212300clt,htx,PoseDe00,rec_td,0,,,,,
player,201212300clt,htx,PoseDe00,rec_long,16,,,,,
player,201212300clt,htx,PoseDe00,fumbles,0,,,,,
player,201212300clt,htx,PoseDe00,fumbles_lost,0,,,,,
player,201212300clt,htx,CaseJa00,pass_cmp,0,,,,,
player,201212300clt,htx,CaseJa00,pass_att,0,,,,,
player,201212300clt,htx,CaseJa00,pass_yds,0,,,,,
player,201212300clt,htx,CaseJa00,pass_td,0,,,,,
player,201212300clt,htx,CaseJa00,pass_int,0,,,,,
player,201212300clt,htx,CaseJa00,pass_sacked,0,,,,,
