game,2012,12,20121125,201211250mia,sea,"Seattle Seahawks",21,mia,"Miami Dolphins",24
player,201211250mia,sea,HillLe20,tackles_assists,1,,,,,
player,201211250mia,sea,HillLe20,tackles_loss,1,,,,,
player,201211250mia,sea,HillLe20,qb_hits,0,,,,,
player,201211250mia,sea,HillLe20,fumbles_rec,0,,,,,
player,201211250mia,sea,HillLe20,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,HillLe20,fumbles_rec_td,0,,,,,
player,201211250mia,sea,HillLe20,fumbles_forced,0,,,,,
player,201211250mia,sea,MebaBr99,def_int,0,,,,,
player,201211250mia,sea,MebaBr99,def_int_yds,0,,,,,
player,201211250mia,sea,MebaBr99,def_int_td,0,,,,,
player,201211250mia,sea,MebaBr99,def_int_long,0,,,,,
player,201211250mia,sea,MebaBr99,pass_defended,0,,,,,
player,201211250mia,sea,MebaBr99,sacks,0.0,,,,,
player,201211250mia,sea,MebaBr99,tackles_combined,5,,,,,
player,201211250mia,sea,MebaBr99,tackles_solo,3,,,,,
player,201211250mia,sea,MebaBr99,tackles_assists,2,,,,,
player,201211250mia,sea,MebaBr99,tackles_loss,0,,,,,
player,201211250mia,sea,MebaBr99,qb_hits,0,,,,,
player,201211250mia,sea,MebaBr99,fumbles_rec,0,,,,,
player,201211250mia,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201211250mia,sea,MebaBr99,fumbles_forced,0,,,,,
player,201211250mia,sea,WrigK.00,def_int,0,,,,,
player,201211250mia,sea,WrigK.00,def_int_yds,0,,,,,
player,201211250mia,sea,WrigK.00,def_int_td,0,,,,,
player,201211250mia,sea,WrigK.00,def_int_long,0,,,,,
player,201211250mia,sea,WrigK.00,pass_defended,0,,,,,
player,201211250mia,sea,WrigK.00,sacks,0.0,,,,,
player,201211250mia,sea,WrigK.00,tackles_combined,5,,,,,
player,201211250mia,sea,WrigK.00,tackles_solo,2,,,,,
player,201211250mia,sea,WrigK.00,tackles_assists,3,,,,,
player,201211250mia,sea,WrigK.00,tackles_loss,0,,,,,
player,201211250mia,sea,WrigK.00,qb_hits,0,,,,,
player,201211250mia,sea,WrigK.00,fumbles_rec,0,,,,,
player,201211250mia,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201211250mia,sea,WrigK.00,fumbles_forced,0,,,,,
player,201211250mia,sea,ThomEa99,def_int,0,,,,,
player,201211250mia,sea,ThomEa99,def_int_yds,0,,,,,
player,201211250mia,sea,ThomEa99,def_int_td,0,,,,,
player,201211250mia,sea,ThomEa99,def_int_long,0,,,,,
player,201211250mia,sea,ThomEa99,pass_defended,0,,,,,
player,201211250mia,sea,ThomEa99,sacks,0.0,,,,,
player,201211250mia,sea,ThomEa99,tackles_combined,4,,,,,
player,201211250mia,sea,ThomEa99,tackles_solo,3,,,,,
player,201211250mia,sea,ThomEa99,tackles_assists,1,,,,,
player,201211250mia,sea,ThomEa99,tackles_loss,0,,,,,
player,201211250mia,sea,ThomEa99,qb_hits,0,,,,,
player,201211250mia,sea,ThomEa99,fumbles_rec,0,,,,,
player,201211250mia,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201211250mia,sea,ThomEa99,fumbles_forced,0,,,,,
player,201211250mia,sea,SherRi00,def_int,0,,,,,
player,201211250mia,sea,SherRi00,def_int_yds,0,,,,,
player,201211250mia,sea,SherRi00,def_int_td,0,,,,,
player,201211250mia,sea,SherRi00,def_int_long,0,,,,,
player,201211250mia,sea,SherRi00,pass_defended,1,,,,,
player,201211250mia,sea,SherRi00,sacks,0.0,,,,,
player,201211250mia,sea,SherRi00,tackles_combined,3,,,,,
player,201211250mia,sea,SherRi00,tackles_solo,3,,,,,
player,201211250mia,sea,SherRi00,tackles_assists,0,,,,,
player,201211250mia,sea,SherRi00,tackles_loss,0,,,,,
player,201211250mia,sea,SherRi00,qb_hits,0,,,,,
player,201211250mia,sea,SherRi00,fumbles_rec,0,,,,,
player,201211250mia,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201211250mia,sea,SherRi00,fumbles_forced,0,,,,,
player,201211250mia,sea,TrufMa20,def_int,0,,,,,
player,201211250mia,sea,TrufMa20,def_int_yds,0,,,,,
player,201211250mia,sea,TrufMa20,def_int_td,0,,,,,
player,201211250mia,sea,TrufMa20,def_int_long,0,,,,,
player,201211250mia,sea,TrufMa20,pass_defended,0,,,,,
player,201211250mia,sea,TrufMa20,sacks,0.0,,,,,
player,201211250mia,sea,TrufMa20,tackles_combined,3,,,,,
player,201211250mia,sea,TrufMa20,tackles_solo,3,,,,,
player,201211250mia,sea,TrufMa20,tackles_assists,0,,,,,
player,201211250mia,sea,TrufMa20,tackles_loss,0,,,,,
player,201211250mia,sea,TrufMa20,qb_hits,0,,,,,
player,201211250mia,sea,TrufMa20,fumbles_rec,0,,,,,
player,201211250mia,sea,TrufMa20,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,TrufMa20,fumbles_rec_td,0,,,,,
player,201211250mia,sea,TrufMa20,fumbles_forced,0,,,,,
player,201211250mia,sea,BranAl99,def_int,0,,,,,
player,201211250mia,sea,BranAl99,def_int_yds,0,,,,,
player,201211250mia,sea,BranAl99,def_int_td,0,,,,,
player,201211250mia,sea,BranAl99,def_int_long,0,,,,,
player,201211250mia,sea,BranAl99,pass_defended,0,,,,,
player,201211250mia,sea,BranAl99,sacks,0.0,,,,,
player,201211250mia,sea,BranAl99,tackles_combined,2,,,,,
player,201211250mia,sea,BranAl99,tackles_solo,2,,,,,
player,201211250mia,sea,BranAl99,tackles_assists,0,,,,,
player,201211250mia,sea,BranAl99,tackles_loss,0,,,,,
player,201211250mia,sea,BranAl99,qb_hits,0,,,,,
player,201211250mia,sea,BranAl99,fumbles_rec,0,,,,,
player,201211250mia,sea,BranAl99,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,BranAl99,fumbles_rec_td,0,,,,,
player,201211250mia,sea,BranAl99,fumbles_forced,0,,,,,
player,201211250mia,sea,BrowBr00,def_int,0,,,,,
player,201211250mia,sea,BrowBr00,def_int_yds,0,,,,,
player,201211250mia,sea,BrowBr00,def_int_td,0,,,,,
player,201211250mia,sea,BrowBr00,def_int_long,0,,,,,
player,201211250mia,sea,BrowBr00,pass_defended,0,,,,,
player,201211250mia,sea,BrowBr00,sacks,0.0,,,,,
player,201211250mia,sea,BrowBr00,tackles_combined,1,,,,,
player,201211250mia,sea,BrowBr00,tackles_solo,1,,,,,
player,201211250mia,sea,BrowBr00,tackles_assists,0,,,,,
player,201211250mia,sea,BrowBr00,tackles_loss,0,,,,,
player,201211250mia,sea,BrowBr00,qb_hits,0,,,,,
player,201211250mia,sea,BrowBr00,fumbles_rec,0,,,,,
player,201211250mia,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201211250mia,sea,BrowBr00,fumbles_forced,0,,,,,
player,201211250mia,sea,IrviBr00,def_int,0,,,,,
player,201211250mia,sea,IrviBr00,def_int_yds,0,,,,,
player,201211250mia,sea,IrviBr00,def_int_td,0,,,,,
player,201211250mia,sea,IrviBr00,def_int_long,0,,,,,
player,201211250mia,sea,IrviBr00,pass_defended,0,,,,,
player,201211250mia,sea,IrviBr00,sacks,0.0,,,,,
player,201211250mia,sea,IrviBr00,tackles_combined,1,,,,,
player,201211250mia,sea,IrviBr00,tackles_solo,0,,,,,
player,201211250mia,sea,IrviBr00,tackles_assists,1,,,,,
player,201211250mia,sea,IrviBr00,tackles_loss,,,,,,
player,201211250mia,sea,IrviBr00,qb_hits,,,,,,
player,201211250mia,sea,IrviBr00,fumbles_rec,0,,,,,
player,201211250mia,sea,IrviBr00,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,IrviBr00,fumbles_rec_td,0,,,,,
player,201211250mia,sea,IrviBr00,fumbles_forced,0,,,,,
player,201211250mia,sea,JoneJa99,def_int,0,,,,,
player,201211250mia,sea,JoneJa99,def_int_yds,0,,,,,
player,201211250mia,sea,JoneJa99,def_int_td,0,,,,,
player,201211250mia,sea,JoneJa99,def_int_long,0,,,,,
player,201211250mia,sea,JoneJa99,pass_defended,1,,,,,
player,201211250mia,sea,JoneJa99,sacks,0.0,,,,,
player,201211250mia,sea,JoneJa99,tackles_combined,0,,,,,
player,201211250mia,sea,JoneJa99,tackles_solo,0,,,,,
player,201211250mia,sea,JoneJa99,tackles_assists,0,,,,,
player,201211250mia,sea,JoneJa99,tackles_loss,0,,,,,
player,201211250mia,sea,JoneJa99,qb_hits,0,,,,,
player,201211250mia,sea,JoneJa99,fumbles_rec,0,,,,,
player,201211250mia,sea,JoneJa99,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,JoneJa99,fumbles_rec_td,0,,,,,
player,201211250mia,sea,JoneJa99,fumbles_forced,0,,,,,
player,201211250mia,mia,OdriJa99,def_int,0,,,,,
player,201211250mia,mia,OdriJa99,def_int_yds,0,,,,,
player,201211250mia,mia,OdriJa99,def_int_td,0,,,,,
player,201211250mia,mia,OdriJa99,def_int_long,0,,,,,
player,201211250mia,mia,OdriJa99,pass_defended,0,,,,,
player,201211250mia,mia,OdriJa99,sacks,1.0,,,,,
player,201211250mia,mia,OdriJa99,tackles_combined,4,,,,,
player,201211250mia,mia,OdriJa99,tackles_solo,4,,,,,
player,201211250mia,mia,OdriJa99,tackles_assists,0,,,,,
player,201211250mia,mia,OdriJa99,tackles_loss,2,,,,,
player,201211250mia,mia,OdriJa99,qb_hits,2,,,,,
player,201211250mia,mia,OdriJa99,fumbles_rec,0,,,,,
player,201211250mia,mia,OdriJa99,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,OdriJa99,fumbles_rec_td,0,,,,,
player,201211250mia,mia,OdriJa99,fumbles_forced,0,,,,,
player,201211250mia,mia,SoliPa99,def_int,0,,,,,
player,201211250mia,mia,SoliPa99,def_int_yds,0,,,,,
player,201211250mia,mia,SoliPa99,def_int_td,0,,,,,
player,201211250mia,mia,SoliPa99,def_int_long,0,,,,,
player,201211250mia,mia,SoliPa99,pass_defended,0,,,,,
player,201211250mia,mia,SoliPa99,sacks,0.5,,,,,
player,201211250mia,mia,SoliPa99,tackles_combined,3,,,,,
player,201211250mia,mia,SoliPa99,tackles_solo,1,,,,,
player,201211250mia,mia,SoliPa99,tackles_assists,2,,,,,
player,201211250mia,mia,SoliPa99,tackles_loss,0,,,,,
player,201211250mia,mia,SoliPa99,qb_hits,1,,,,,
player,201211250mia,mia,SoliPa99,fumbles_rec,0,,,,,
player,201211250mia,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201211250mia,mia,SoliPa99,fumbles_forced,0,,,,,
player,201211250mia,mia,McDaTo20,def_int,0,,,,,
player,201211250mia,mia,McDaTo20,def_int_yds,0,,,,,
player,201211250mia,mia,McDaTo20,def_int_td,0,,,,,
player,201211250mia,mia,McDaTo20,def_int_long,0,,,,,
player,201211250mia,mia,McDaTo20,pass_defended,0,,,,,
player,201211250mia,mia,McDaTo20,sacks,0.5,,,,,
player,201211250mia,mia,McDaTo20,tackles_combined,1,,,,,
player,201211250mia,mia,McDaTo20,tackles_solo,0,,,,,
player,201211250mia,mia,McDaTo20,tackles_assists,1,,,,,
player,201211250mia,mia,McDaTo20,tackles_loss,0,,,,,
player,201211250mia,mia,McDaTo20,qb_hits,1,,,,,
player,201211250mia,mia,McDaTo20,fumbles_rec,0,,,,,
player,201211250mia,mia,McDaTo20,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,McDaTo20,fumbles_rec_td,0,,,,,
player,201211250mia,mia,McDaTo20,fumbles_forced,0,,,,,
player,201211250mia,mia,DansKa20,def_int,0,,,,,
player,201211250mia,mia,DansKa20,def_int_yds,0,,,,,
player,201211250mia,mia,DansKa20,def_int_td,0,,,,,
player,201211250mia,mia,DansKa20,def_int_long,0,,,,,
player,201211250mia,mia,DansKa20,pass_defended,0,,,,,
player,201211250mia,mia,DansKa20,sacks,0.0,,,,,
player,201211250mia,mia,DansKa20,tackles_combined,7,,,,,
player,201211250mia,mia,DansKa20,tackles_solo,6,,,,,
player,201211250mia,mia,DansKa20,tackles_assists,1,,,,,
player,201211250mia,mia,DansKa20,tackles_loss,1,,,,,
player,201211250mia,mia,DansKa20,qb_hits,0,,,,,
player,201211250mia,mia,DansKa20,fumbles_rec,0,,,,,
player,201211250mia,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201211250mia,mia,DansKa20,fumbles_forced,0,,,,,
player,201211250mia,mia,MisiKo99,def_int,0,,,,,
player,201211250mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201211250mia,mia,MisiKo99,def_int_td,0,,,,,
player,201211250mia,mia,MisiKo99,def_int_long,0,,,,,
player,201211250mia,mia,MisiKo99,pass_defended,0,,,,,
player,201211250mia,mia,MisiKo99,sacks,0.0,,,,,
player,201211250mia,mia,MisiKo99,tackles_combined,7,,,,,
player,201211250mia,mia,MisiKo99,tackles_solo,6,,,,,
player,201211250mia,mia,MisiKo99,tackles_assists,1,,,,,
player,201211250mia,mia,MisiKo99,tackles_loss,1,,,,,
player,201211250mia,mia,MisiKo99,qb_hits,0,,,,,
player,201211250mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201211250mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201211250mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201211250mia,mia,BurnKe20,def_int,0,,,,,
player,201211250mia,mia,BurnKe20,def_int_yds,0,,,,,
player,201211250mia,mia,BurnKe20,def_int_td,0,,,,,
player,201211250mia,mia,BurnKe20,def_int_long,0,,,,,
player,201211250mia,mia,BurnKe20,pass_defended,0,,,,,
player,201211250mia,mia,BurnKe20,sacks,0.0,,,,,
player,201211250mia,mia,BurnKe20,tackles_combined,6,,,,,
player,201211250mia,mia,BurnKe20,tackles_solo,5,,,,,
player,201211250mia,mia,BurnKe20,tackles_assists,1,,,,,
player,201211250mia,mia,BurnKe20,tackles_loss,0,,,,,
player,201211250mia,mia,BurnKe20,qb_hits,0,,,,,
player,201211250mia,mia,BurnKe20,fumbles_rec,0,,,,,
player,201211250mia,mia,BurnKe20,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,BurnKe20,fumbles_rec_td,0,,,,,
player,201211250mia,mia,BurnKe20,fumbles_forced,0,,,,,
player,201211250mia,mia,JoneRe99,def_int,0,,,,,
player,201211250mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201211250mia,mia,JoneRe99,def_int_td,0,,,,,
player,201211250mia,mia,JoneRe99,def_int_long,0,,,,,
player,201211250mia,mia,JoneRe99,pass_defended,0,,,,,
player,201211250mia,mia,JoneRe99,sacks,0.0,,,,,
player,201211250mia,mia,JoneRe99,tackles_combined,5,,,,,
player,201211250mia,mia,JoneRe99,tackles_solo,3,,,,,
player,201211250mia,mia,JoneRe99,tackles_assists,2,,,,,
player,201211250mia,mia,JoneRe99,tackles_loss,0,,,,,
player,201211250mia,mia,JoneRe99,qb_hits,0,,,,,
player,201211250mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201211250mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201211250mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201211250mia,mia,ClemCh97,def_int,0,,,,,
player,201211250mia,mia,ClemCh97,def_int_yds,0,,,,,
player,201211250mia,mia,ClemCh97,def_int_td,0,,,,,
player,201211250mia,mia,ClemCh97,def_int_long,0,,,,,
player,201211250mia,mia,ClemCh97,pass_defended,0,,,,,
player,201211250mia,mia,ClemCh97,sacks,0.0,,,,,
player,201211250mia,mia,ClemCh97,tackles_combined,3,,,,,
player,201211250mia,mia,ClemCh97,tackles_solo,2,,,,,
player,201211250mia,mia,ClemCh97,tackles_assists,1,,,,,
player,201211250mia,mia,ClemCh97,tackles_loss,0,,,,,
player,201211250mia,mia,ClemCh97,qb_hits,0,,,,,
player,201211250mia,mia,ClemCh97,fumbles_rec,0,,,,,
player,201211250mia,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201211250mia,mia,ClemCh97,fumbles_forced,0,,,,,
player,201211250mia,mia,SmitSe99,def_int,0,,,,,
player,201211250mia,mia,SmitSe99,def_int_yds,0,,,,,
player,201211250mia,mia,SmitSe99,def_int_td,0,,,,,
player,201211250mia,mia,SmitSe99,def_int_long,0,,,,,
player,201211250mia,mia,SmitSe99,pass_defended,0,,,,,
player,201211250mia,mia,SmitSe99,sacks,0.0,,,,,
player,201211250mia,mia,SmitSe99,tackles_combined,3,,,,,
player,201211250mia,mia,SmitSe99,tackles_solo,3,,,,,
player,201211250mia,mia,SmitSe99,tackles_assists,0,,,,,
player,201211250mia,mia,SmitSe99,tackles_loss,0,,,,,
player,201211250mia,mia,SmitSe99,qb_hits,0,,,,,
player,201211250mia,mia,SmitSe99,fumbles_rec,0,,,,,
player,201211250mia,mia,SmitSe99,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,SmitSe99,fumbles_rec_td,0,,,,,
player,201211250mia,mia,SmitSe99,fumbles_forced,0,,,,,
player,201211250mia,mia,StanR.00,def_int,0,,,,,
player,201211250mia,mia,StanR.00,def_int_yds,0,,,,,
player,201211250mia,mia,StanR.00,def_int_td,0,,,,,
player,201211250mia,mia,StanR.00,def_int_long,0,,,,,
player,201211250mia,mia,StanR.00,pass_defended,0,,,,,
player,201211250mia,mia,StanR.00,sacks,0.0,,,,,
player,201211250mia,mia,StanR.00,tackles_combined,3,,,,,
player,201211250mia,mia,StanR.00,tackles_solo,3,,,,,
player,201211250mia,mia,StanR.00,tackles_assists,0,,,,,
player,201211250mia,mia,StanR.00,tackles_loss,0,,,,,
player,201211250mia,mia,StanR.00,qb_hits,0,,,,,
player,201211250mia,mia,StanR.00,fumbles_rec,0,,,,,
player,201211250mia,mia,StanR.00,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,StanR.00,fumbles_rec_td,0,,,,,
player,201211250mia,mia,StanR.00,fumbles_forced,0,,,,,
player,201211250mia,mia,CarrNo00,def_int,0,,,,,
player,201211250mia,mia,CarrNo00,def_int_yds,0,,,,,
player,201211250mia,mia,CarrNo00,def_int_td,0,,,,,
player,201211250mia,mia,CarrNo00,def_int_long,0,,,,,
player,201211250mia,mia,CarrNo00,pass_defended,0,,,,,
player,201211250mia,mia,CarrNo00,sacks,0.0,,,,,
player,201211250mia,mia,CarrNo00,tackles_combined,2,,,,,
player,201211250mia,mia,CarrNo00,tackles_solo,2,,,,,
player,201211250mia,mia,CarrNo00,tackles_assists,0,,,,,
player,201211250mia,mia,CarrNo00,tackles_loss,0,,,,,
player,201211250mia,mia,CarrNo00,qb_hits,0,,,,,
player,201211250mia,mia,CarrNo00,fumbles_rec,0,,,,,
player,201211250mia,mia,CarrNo00,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,CarrNo00,fumbles_rec_td,0,,,,,
player,201211250mia,mia,CarrNo00,fumbles_forced,0,,,,,
player,201211250mia,mia,StarRa20,def_int,0,,,,,
player,201211250mia,mia,StarRa20,def_int_yds,0,,,,,
player,201211250mia,mia,StarRa20,def_int_td,0,,,,,
player,201211250mia,mia,StarRa20,def_int_long,0,,,,,
player,201211250mia,mia,StarRa20,pass_defended,0,,,,,
player,201211250mia,mia,StarRa20,sacks,0.0,,,,,
player,201211250mia,mia,StarRa20,tackles_combined,2,,,,,
player,201211250mia,mia,StarRa20,tackles_solo,2,,,,,
player,201211250mia,mia,StarRa20,tackles_assists,0,,,,,
player,201211250mia,mia,StarRa20,tackles_loss,0,,,,,
player,201211250mia,mia,StarRa20,qb_hits,0,,,,,
player,201211250mia,mia,StarRa20,fumbles_rec,0,,,,,
player,201211250mia,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201211250mia,mia,StarRa20,fumbles_forced,0,,,,,
player,201211250mia,mia,TrusJa99,def_int,0,,,,,
player,201211250mia,mia,TrusJa99,def_int_yds,0,,,,,
player,201211250mia,mia,TrusJa99,def_int_td,0,,,,,
player,201211250mia,mia,TrusJa99,def_int_long,0,,,,,
player,201211250mia,mia,TrusJa99,pass_defended,0,,,,,
player,201211250mia,mia,TrusJa99,sacks,0.0,,,,,
player,201211250mia,mia,TrusJa99,tackles_combined,2,,,,,
player,201211250mia,mia,TrusJa99,tackles_solo,2,,,,,
player,201211250mia,mia,TrusJa99,tackles_assists,0,,,,,
player,201211250mia,mia,TrusJa99,tackles_loss,0,,,,,
player,201211250mia,mia,TrusJa99,qb_hits,0,,,,,
player,201211250mia,mia,TrusJa99,fumbles_rec,0,,,,,
player,201211250mia,mia,TrusJa99,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,TrusJa99,fumbles_rec_td,0,,,,,
player,201211250mia,mia,TrusJa99,fumbles_forced,0,,,,,
player,201211250mia,mia,VernOl00,def_int,0,,,,,
player,201211250mia,mia,VernOl00,def_int_yds,0,,,,,
player,201211250mia,mia,VernOl00,def_int_td,0,,,,,
player,201211250mia,mia,VernOl00,def_int_long,0,,,,,
player,201211250mia,mia,VernOl00,pass_defended,0,,,,,
player,201211250mia,mia,VernOl00,sacks,0.0,,,,,
player,201211250mia,mia,VernOl00,tackles_combined,2,,,,,
player,201211250mia,mia,VernOl00,tackles_solo,1,,,,,
player,201211250mia,mia,VernOl00,tackles_assists,1,,,,,
player,201211250mia,mia,VernOl00,tackles_loss,0,,,,,
player,201211250mia,mia,VernOl00,qb_hits,0,,,,,
player,201211250mia,mia,VernOl00,fumbles_rec,0,,,,,
player,201211250mia,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201211250mia,mia,VernOl00,fumbles_forced,0,,,,,
player,201211250mia,mia,WilsJi00,def_int,0,,,,,
player,201211250mia,mia,WilsJi00,def_int_yds,0,,,,,
player,201211250mia,mia,WilsJi00,def_int_td,0,,,,,
player,201211250mia,mia,WilsJi00,def_int_long,0,,,,,
player,201211250mia,mia,WilsJi00,pass_defended,0,,,,,
player,201211250mia,mia,WilsJi00,sacks,0.0,,,,,
player,201211250mia,mia,WilsJi00,tackles_combined,2,,,,,
player,201211250mia,mia,WilsJi00,tackles_solo,2,,,,,
player,201211250mia,mia,WilsJi00,tackles_assists,0,,,,,
player,201211250mia,mia,WilsJi00,tackles_loss,0,,,,,
player,201211250mia,mia,WilsJi00,qb_hits,0,,,,,
player,201211250mia,mia,WilsJi00,fumbles_rec,0,,,,,
player,201211250mia,mia,WilsJi00,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,WilsJi00,fumbles_rec_td,0,,,,,
player,201211250mia,mia,WilsJi00,fumbles_forced,0,,,,,
player,201211250mia,mia,ShelDe00,def_int,0,,,,,
player,201211250mia,mia,ShelDe00,def_int_yds,0,,,,,
player,201211250mia,mia,ShelDe00,def_int_td,0,,,,,
player,201211250mia,mia,ShelDe00,def_int_long,0,,,,,
player,201211250mia,mia,ShelDe00,pass_defended,0,,,,,
player,201211250mia,mia,ShelDe00,sacks,0.0,,,,,
player,201211250mia,mia,ShelDe00,tackles_combined,1,,,,,
player,201211250mia,mia,ShelDe00,tackles_solo,1,,,,,
player,201211250mia,mia,ShelDe00,tackles_assists,0,,,,,
player,201211250mia,mia,ShelDe00,tackles_loss,0,,,,,
player,201211250mia,mia,ShelDe00,qb_hits,0,,,,,
player,201211250mia,mia,ShelDe00,fumbles_rec,0,,,,,
player,201211250mia,mia,ShelDe00,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,ShelDe00,fumbles_rec_td,0,,,,,
player,201211250mia,mia,ShelDe00,fumbles_forced,0,,,,,
player,201211250mia,mia,WakeCa00,def_int,0,,,,,
player,201211250mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201211250mia,mia,WakeCa00,def_int_td,0,,,,,
player,201211250mia,mia,WakeCa00,def_int_long,0,,,,,
player,201211250mia,mia,WakeCa00,pass_defended,0,,,,,
player,201211250mia,mia,WakeCa00,sacks,0.0,,,,,
player,201211250mia,mia,WakeCa00,tackles_combined,1,,,,,
player,201211250mia,mia,WakeCa00,tackles_solo,1,,,,,
player,201211250mia,mia,WakeCa00,tackles_assists,0,,,,,
player,201211250mia,mia,WakeCa00,tackles_loss,1,,,,,
player,201211250mia,mia,WakeCa00,qb_hits,1,,,,,
player,201211250mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201211250mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201211250mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201211250mia,mia,WakeCa00,fumbles_forced,0,,,,,
player,201211250mia,sea,WashLe00,kick_ret,2,,,,,
player,201211250mia,sea,WashLe00,kick_ret_yds,122,,,,,
player,201211250mia,sea,WashLe00,kick_ret_yds_per_ret,61.0,,,,,
player,201211250mia,sea,WashLe00,kick_ret_td,1,,,,,
player,201211250mia,sea,WashLe00,kick_ret_long,98,,,,,
player,201211250mia,sea,WashLe00,punt_ret,2,,,,,
player,201211250mia,sea,WashLe00,punt_ret_yds,30,,,,,
player,201211250mia,sea,WashLe00,punt_ret_yds_per_ret,15.0,,,,,
player,201211250mia,sea,WashLe00,punt_ret_td,0,,,,,
player,201211250mia,sea,WashLe00,punt_ret_long,15,,,,,
player,201211250mia,sea,HausSt00,xpm,3,,,,,
player,201211250mia,sea,HausSt00,xpa,3,,,,,
player,201211250mia,sea,HausSt00,fgm,,,,,,
player,201211250mia,sea,HausSt00,fga,,,,,,
player,201211250mia,sea,HausSt00,punt,0,,,,,
player,201211250mia,sea,HausSt00,punt_yds,0,,,,,
player,201211250mia,sea,HausSt00,punt_yds_per_punt,,,,,,
player,201211250mia,sea,HausSt00,punt_long,0,,,,,
player,201211250mia,sea,RyanJo21,xpm,,,,,,
player,201211250mia,sea,RyanJo21,xpa,,,,,,
player,201211250mia,sea,RyanJo21,fgm,,,,,,
player,201211250mia,sea,RyanJo21,fga,,,,,,
player,201211250mia,sea,RyanJo21,punt,7,,,,,
player,201211250mia,sea,RyanJo21,punt_yds,280,,,,,
player,201211250mia,sea,RyanJo21,punt_yds_per_punt,40.0,,,,,
player,201211250mia,sea,RyanJo21,punt_long,55,,,,,
player,201211250mia,mia,CarpDa44,xpm,3,,,,,
player,201211250mia,mia,CarpDa44,xpa,3,,,,,
player,201211250mia,mia,CarpDa44,fgm,1,,,,,
player,201211250mia,mia,CarpDa44,fga,1,,,,,
player,201211250mia,mia,CarpDa44,punt,0,,,,,
player,201211250mia,mia,CarpDa44,punt_yds,0,,,,,
player,201211250mia,mia,CarpDa44,punt_yds_per_punt,,,,,,
player,201211250mia,mia,CarpDa44,punt_long,0,,,,,
player,201211250mia,mia,FielBr20,xpm,,,,,,
player,201211250mia,mia,FielBr20,xpa,,,,,,
player,201211250mia,mia,FielBr20,fgm,,,,,,
player,201211250mia,mia,FielBr20,fga,,,,,,
player,201211250mia,mia,FielBr20,punt,5,,,,,
player,201211250mia,mia,FielBr20,punt_yds,225,,,,,
player,201211250mia,mia,FielBr20,punt_yds_per_punt,45.0,,,,,
player,201211250mia,mia,FielBr20,punt_long,57,,,,,
player,201211250mia,mia,MartJo01,pos,T,,,,,
