game,2012,12,20121122,201211220dal,was,"Washington Redskins",38,dal,"Dallas Cowboys",31
player,201211220dal,was,RobiAl00,pass_long,0,,,,,
player,201211220dal,was,RobiAl00,pass_rating,,,,,,
player,201211220dal,was,RobiAl00,rush_att,0,,,,,
player,201211220dal,was,RobiAl00,rush_yds,0,,,,,
player,201211220dal,was,RobiAl00,rush_td,0,,,,,
player,201211220dal,was,RobiAl00,rush_long,0,,,,,
player,201211220dal,was,RobiAl00,targets,1,,,,,
player,201211220dal,was,RobiAl00,rec,1,,,,,
player,201211220dal,was,RobiAl00,rec_yds,68,,,,,
player,201211220dal,was,RobiAl00,rec_td,1,,,,,
player,201211220dal,was,RobiAl00,rec_long,68,,,,,
player,201211220dal,was,RobiAl00,fumbles,0,,,,,
player,201211220dal,was,RobiAl00,fumbles_lost,0,,,,,
player,201211220dal,was,MorgJo00,pass_cmp,0,,,,,
player,201211220dal,was,MorgJo00,pass_att,0,,,,,
player,201211220dal,was,MorgJo00,pass_yds,0,,,,,
player,201211220dal,was,MorgJo00,pass_td,0,,,,,
player,201211220dal,was,MorgJo00,pass_int,0,,,,,
player,201211220dal,was,MorgJo00,pass_sacked,0,,,,,
player,201211220dal,was,MorgJo00,pass_sacked_yds,0,,,,,
player,201211220dal,was,MorgJo00,pass_long,0,,,,,
player,201211220dal,was,MorgJo00,pass_rating,,,,,,
player,201211220dal,was,MorgJo00,rush_att,0,,,,,
player,201211220dal,was,MorgJo00,rush_yds,0,,,,,
player,201211220dal,was,MorgJo00,rush_td,0,,,,,
player,201211220dal,was,MorgJo00,rush_long,0,,,,,
player,201211220dal,was,MorgJo00,targets,6,,,,,
player,201211220dal,was,MorgJo00,rec,5,,,,,
player,201211220dal,was,MorgJo00,rec_yds,48,,,,,
player,201211220dal,was,MorgJo00,rec_td,0,,,,,
player,201211220dal,was,MorgJo00,rec_long,17,,,,,
player,201211220dal,was,MorgJo00,fumbles,0,,,,,
player,201211220dal,was,MorgJo00,fumbles_lost,0,,,,,
player,201211220dal,was,MossSa00,pass_cmp,0,,,,,
player,201211220dal,was,MossSa00,pass_att,0,,,,,
player,201211220dal,was,MossSa00,pass_yds,0,,,,,
player,201211220dal,was,MossSa00,pass_td,0,,,,,
player,201211220dal,was,MossSa00,pass_int,0,,,,,
player,201211220dal,was,MossSa00,pass_sacked,0,,,,,
player,201211220dal,was,MossSa00,pass_sacked_yds,0,,,,,
player,201211220dal,was,MossSa00,pass_long,0,,,,,
player,201211220dal,was,MossSa00,pass_rating,,,,,,
player,201211220dal,was,MossSa00,rush_att,0,,,,,
player,201211220dal,was,MossSa00,rush_yds,0,,,,,
player,201211220dal,was,MossSa00,rush_td,0,,,,,
player,201211220dal,was,MossSa00,rush_long,0,,,,,
player,201211220dal,was,MossSa00,targets,5,,,,,
player,201211220dal,was,MossSa00,rec,4,,,,,
player,201211220dal,was,MossSa00,rec_yds,42,,,,,
player,201211220dal,was,MossSa00,rec_td,1,,,,,
player,201211220dal,was,MossSa00,rec_long,23,,,,,
player,201211220dal,was,MossSa00,fumbles,0,,,,,
player,201211220dal,was,MossSa00,fumbles_lost,0,,,,,
player,201211220dal,was,PaulNi00,pass_cmp,0,,,,,
player,201211220dal,was,PaulNi00,pass_att,0,,,,,
player,201211220dal,was,PaulNi00,pass_yds,0,,,,,
player,201211220dal,was,PaulNi00,pass_td,0,,,,,
player,201211220dal,was,PaulNi00,pass_int,0,,,,,
player,201211220dal,was,PaulNi00,pass_sacked,0,,,,,
player,201211220dal,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201211220dal,was,PaulNi00,pass_long,0,,,,,
player,201211220dal,was,PaulNi00,pass_rating,,,,,,
player,201211220dal,was,PaulNi00,rush_att,0,,,,,
player,201211220dal,was,PaulNi00,rush_yds,0,,,,,
player,201211220dal,was,PaulNi00,rush_td,0,,,,,
player,201211220dal,was,PaulNi00,rush_long,0,,,,,
player,201211220dal,was,PaulNi00,targets,1,,,,,
player,201211220dal,was,PaulNi00,rec,1,,,,,
player,201211220dal,was,PaulNi00,rec_yds,29,,,,,
player,201211220dal,was,PaulNi00,rec_td,1,,,,,
player,201211220dal,was,PaulNi00,rec_long,29,,,,,
player,201211220dal,was,PaulNi00,fumbles,0,,,,,
player,201211220dal,was,PaulNi00,fumbles_lost,0,,,,,
player,201211220dal,was,HankLe00,pass_cmp,0,,,,,
player,201211220dal,was,HankLe00,pass_att,0,,,,,
player,201211220dal,was,HankLe00,pass_yds,0,,,,,
player,201211220dal,was,HankLe00,pass_td,0,,,,,
player,201211220dal,was,HankLe00,pass_int,0,,,,,
player,201211220dal,was,HankLe00,pass_sacked,0,,,,,
player,201211220dal,was,HankLe00,pass_sacked_yds,0,,,,,
player,201211220dal,was,HankLe00,pass_long,0,,,,,
player,201211220dal,was,HankLe00,pass_rating,,,,,,
player,201211220dal,was,HankLe00,rush_att,0,,,,,
player,201211220dal,was,HankLe00,rush_yds,0,,,,,
player,201211220dal,was,HankLe00,rush_td,0,,,,,
player,201211220dal,was,HankLe00,rush_long,0,,,,,
player,201211220dal,was,HankLe00,targets,2,,,,,
player,201211220dal,was,HankLe00,rec,1,,,,,
player,201211220dal,was,HankLe00,rec_yds,12,,,,,
player,201211220dal,was,HankLe00,rec_td,0,,,,,
player,201211220dal,was,HankLe00,rec_long,12,,,,,
player,201211220dal,was,HankLe00,fumbles,0,,,,,
player,201211220dal,was,HankLe00,fumbles_lost,0,,,,,
player,201211220dal,was,PaulLo00,pass_cmp,0,,,,,
player,201211220dal,was,PaulLo00,pass_att,0,,,,,
player,201211220dal,was,PaulLo00,pass_yds,0,,,,,
player,201211220dal,was,PaulLo00,pass_td,0,,,,,
player,201211220dal,was,PaulLo00,pass_int,0,,,,,
player,201211220dal,was,PaulLo00,pass_sacked,0,,,,,
player,201211220dal,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201211220dal,was,PaulLo00,pass_long,0,,,,,
player,201211220dal,was,PaulLo00,pass_rating,,,,,,
player,201211220dal,was,PaulLo00,rush_att,0,,,,,
player,201211220dal,was,PaulLo00,rush_yds,0,,,,,
player,201211220dal,was,PaulLo00,rush_td,0,,,,,
player,201211220dal,was,PaulLo00,rush_long,0,,,,,
player,201211220dal,was,PaulLo00,targets,3,,,,,
player,201211220dal,was,PaulLo00,rec,2,,,,,
player,201211220dal,was,PaulLo00,rec_yds,11,,,,,
player,201211220dal,was,PaulLo00,rec_td,0,,,,,
player,201211220dal,was,PaulLo00,rec_long,8,,,,,
player,201211220dal,was,PaulLo00,fumbles,0,,,,,
player,201211220dal,was,PaulLo00,fumbles_lost,0,,,,,
player,201211220dal,was,BankBr00,pass_cmp,0,,,,,
player,201211220dal,was,BankBr00,pass_att,0,,,,,
player,201211220dal,was,BankBr00,pass_yds,0,,,,,
player,201211220dal,was,BankBr00,pass_td,0,,,,,
player,201211220dal,was,BankBr00,pass_int,0,,,,,
player,201211220dal,was,BankBr00,pass_sacked,0,,,,,
player,201211220dal,was,BankBr00,pass_sacked_yds,0,,,,,
player,201211220dal,was,BankBr00,pass_long,0,,,,,
player,201211220dal,was,BankBr00,pass_rating,,,,,,
player,201211220dal,was,BankBr00,rush_att,0,,,,,
player,201211220dal,was,BankBr00,rush_yds,0,,,,,
player,201211220dal,was,BankBr00,rush_td,0,,,,,
player,201211220dal,was,BankBr00,rush_long,0,,,,,
player,201211220dal,was,BankBr00,targets,1,,,,,
player,201211220dal,was,BankBr00,rec,1,,,,,
player,201211220dal,was,BankBr00,rec_yds,8,,,,,
player,201211220dal,was,BankBr00,rec_td,0,,,,,
player,201211220dal,was,BankBr00,rec_long,8,,,,,
player,201211220dal,was,BankBr00,fumbles,0,,,,,
player,201211220dal,was,BankBr00,fumbles_lost,0,,,,,
player,201211220dal,dal,RomoTo00,pass_cmp,37,,,,,
player,201211220dal,dal,RomoTo00,pass_att,62,,,,,
player,201211220dal,dal,RomoTo00,pass_yds,441,,,,,
player,201211220dal,dal,RomoTo00,pass_td,3,,,,,
player,201211220dal,dal,RomoTo00,pass_int,2,,,,,
player,201211220dal,dal,RomoTo00,pass_sacked,2,,,,,
player,201211220dal,dal,RomoTo00,pass_sacked_yds,18,,,,,
player,201211220dal,dal,RomoTo00,pass_long,85,,,,,
player,201211220dal,dal,RomoTo00,pass_rating,84.1,,,,,
player,201211220dal,dal,RomoTo00,rush_att,3,,,,,
player,201211220dal,dal,RomoTo00,rush_yds,7,,,,,
player,201211220dal,dal,RomoTo00,rush_td,0,,,,,
player,201211220dal,dal,RomoTo00,rush_long,6,,,,,
player,201211220dal,dal,RomoTo00,targets,0,,,,,
player,201211220dal,dal,RomoTo00,rec,0,,,,,
player,201211220dal,dal,RomoTo00,rec_yds,0,,,,,
player,201211220dal,dal,RomoTo00,rec_td,0,,,,,
player,201211220dal,dal,RomoTo00,rec_long,0,,,,,
player,201211220dal,dal,RomoTo00,fumbles,0,,,,,
player,201211220dal,dal,RomoTo00,fumbles_lost,0,,,,,
player,201211220dal,dal,JoneFe00,pass_cmp,0,,,,,
player,201211220dal,dal,JoneFe00,pass_att,0,,,,,
player,201211220dal,dal,JoneFe00,pass_yds,0,,,,,
player,201211220dal,dal,JoneFe00,pass_td,0,,,,,
player,201211220dal,dal,JoneFe00,pass_int,0,,,,,
player,201211220dal,dal,JoneFe00,pass_sacked,0,,,,,
player,201211220dal,dal,JoneFe00,pass_sacked_yds,0,,,,,
player,201211220dal,dal,JoneFe00,pass_long,0,,,,,
player,201211220dal,dal,JoneFe00,pass_rating,,,,,,
player,201211220dal,dal,JoneFe00,rush_att,6,,,,,
player,201211220dal,dal,JoneFe00,rush_yds,14,,,,,
player,201211220dal,dal,JoneFe00,rush_td,0,,,,,
player,201211220dal,dal,JoneFe00,rush_long,5,,,,,
player,201211220dal,dal,JoneFe00,targets,4,,,,,
player,201211220dal,dal,JoneFe00,rec,3,,,,,
player,201211220dal,dal,JoneFe00,rec_yds,47,,,,,
player,201211220dal,dal,JoneFe00,rec_td,1,,,,,
player,201211220dal,dal,JoneFe00,rec_long,33,,,,,
player,201211220dal,dal,JoneFe00,fumbles,0,,,,,
player,201211220dal,dal,JoneFe00,fumbles_lost,0,,,,,
player,201211220dal,dal,DunbLa00,pass_cmp,0,,,,,
player,201211220dal,dal,DunbLa00,pass_att,0,,,,,
player,201211220dal,dal,DunbLa00,pass_yds,0,,,,,
player,201211220dal,dal,DunbLa00,pass_td,0,,,,,
player,201211220dal,dal,DunbLa00,pass_int,0,,,,,
player,201211220dal,dal,DunbLa00,pass_sacked,0,,,,,
player,201211220dal,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201211220dal,dal,DunbLa00,pass_long,0,,,,,
player,201211220dal,dal,DunbLa00,pass_rating,,,,,,
player,201211220dal,dal,DunbLa00,rush_att,1,,,,,
player,201211220dal,dal,DunbLa00,rush_yds,8,,,,,
player,201211220dal,dal,DunbLa00,rush_td,0,,,,,
player,201211220dal,dal,DunbLa00,rush_long,8,,,,,
player,201211220dal,dal,DunbLa00,targets,6,,,,,
player,201211220dal,dal,DunbLa00,rec,3,,,,,
player,201211220dal,dal,DunbLa00,rec_yds,21,,,,,
player,201211220dal,dal,DunbLa00,rec_td,0,,,,,
player,201211220dal,dal,DunbLa00,rec_long,14,,,,,
player,201211220dal,dal,DunbLa00,fumbles,0,,,,,
player,201211220dal,dal,DunbLa00,fumbles_lost,0,,,,,
player,201211220dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201211220dal,dal,BryaDe01,pass_att,0,,,,,
player,201211220dal,dal,BryaDe01,pass_yds,0,,,,,
player,201211220dal,dal,BryaDe01,pass_td,0,,,,,
player,201211220dal,dal,BryaDe01,pass_int,0,,,,,
player,201211220dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201211220dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201211220dal,dal,BryaDe01,pass_long,0,,,,,
player,201211220dal,dal,BryaDe01,pass_rating,,,,,,
player,201211220dal,dal,BryaDe01,rush_att,1,,,,,
player,201211220dal,dal,BryaDe01,rush_yds,6,,,,,
player,201211220dal,dal,BryaDe01,rush_td,0,,,,,
player,201211220dal,dal,BryaDe01,rush_long,6,,,,,
player,201211220dal,dal,BryaDe01,targets,11,,,,,
player,201211220dal,dal,BryaDe01,rec,8,,,,,
player,201211220dal,dal,BryaDe01,rec_yds,145,,,,,
player,201211220dal,dal,BryaDe01,rec_td,2,,,,,
player,201211220dal,dal,BryaDe01,rec_long,85,,,,,
player,201211220dal,dal,BryaDe01,fumbles,1,,,,,
player,201211220dal,dal,BryaDe01,fumbles_lost,1,,,,,
player,201211220dal,dal,WittJa00,pass_cmp,0,,,,,
player,201211220dal,dal,WittJa00,pass_att,0,,,,,
player,201211220dal,dal,WittJa00,pass_yds,0,,,,,
player,201211220dal,dal,WittJa00,pass_td,0,,,,,
player,201211220dal,dal,WittJa00,pass_int,0,,,,,
player,201211220dal,dal,WittJa00,pass_sacked,0,,,,,
player,201211220dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201211220dal,dal,WittJa00,pass_long,0,,,,,
player,201211220dal,dal,WittJa00,pass_rating,,,,,,
player,201211220dal,dal,WittJa00,rush_att,0,,,,,
player,201211220dal,dal,WittJa00,rush_yds,0,,,,,
player,201211220dal,dal,WittJa00,rush_td,0,,,,,
player,201211220dal,dal,WittJa00,rush_long,0,,,,,
player,201211220dal,dal,WittJa00,targets,15,,,,,
player,201211220dal,dal,WittJa00,rec,9,,,,,
player,201211220dal,dal,WittJa00,rec_yds,74,,,,,
player,201211220dal,dal,WittJa00,rec_td,0,,,,,
player,201211220dal,dal,WittJa00,rec_long,15,,,,,
player,201211220dal,dal,WittJa00,fumbles,0,,,,,
player,201211220dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201211220dal,dal,HarrDw00,pass_cmp,0,,,,,
player,201211220dal,dal,HarrDw00,pass_att,0,,,,,
player,201211220dal,dal,HarrDw00,pass_yds,0,,,,,
player,201211220dal,dal,HarrDw00,pass_td,0,,,,,
player,201211220dal,dal,HarrDw00,pass_int,0,,,,,
player,201211220dal,dal,HarrDw00,pass_sacked,0,,,,,
player,201211220dal,dal,HarrDw00,pass_sacked_yds,0,,,,,
player,201211220dal,dal,HarrDw00,pass_long,0,,,,,
player,201211220dal,dal,HarrDw00,pass_rating,,,,,,
player,201211220dal,dal,HarrDw00,rush_att,0,,,,,
player,201211220dal,dal,HarrDw00,rush_yds,0,,,,,
player,201211220dal,dal,HarrDw00,rush_td,0,,,,,
player,201211220dal,dal,HarrDw00,rush_long,0,,,,,
player,201211220dal,dal,HarrDw00,targets,7,,,,,
player,201211220dal,dal,HarrDw00,rec,4,,,,,
player,201211220dal,dal,HarrDw00,rec_yds,71,,,,,
player,201211220dal,dal,HarrDw00,rec_td,0,,,,,
player,201211220dal,dal,HarrDw00,rec_long,36,,,,,
player,201211220dal,dal,HarrDw00,fumbles,0,,,,,
player,201211220dal,dal,HarrDw00,fumbles_lost,0,,,,,
player,201211220dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201211220dal,dal,BeasCo00,pass_att,0,,,,,
player,201211220dal,dal,BeasCo00,pass_yds,0,,,,,
player,201211220dal,dal,BeasCo00,pass_td,0,,,,,
player,201211220dal,dal,BeasCo00,pass_int,0,,,,,
player,201211220dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201211220dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201211220dal,dal,BeasCo00,pass_long,0,,,,,
player,201211220dal,dal,BeasCo00,pass_rating,,,,,,
player,201211220dal,dal,BeasCo00,rush_att,0,,,,,
player,201211220dal,dal,BeasCo00,rush_yds,0,,,,,
player,201211220dal,dal,BeasCo00,rush_td,0,,,,,
player,201211220dal,dal,BeasCo00,rush_long,0,,,,,
player,201211220dal,dal,BeasCo00,targets,13,,,,,
player,201211220dal,dal,BeasCo00,rec,7,,,,,
player,201211220dal,dal,BeasCo00,rec_yds,68,,,,,
player,201211220dal,dal,BeasCo00,rec_td,0,,,,,
player,201211220dal,dal,BeasCo00,rec_long,20,,,,,
player,201211220dal,dal,BeasCo00,fumbles,0,,,,,
player,201211220dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201211220dal,dal,VickLa00,pass_cmp,0,,,,,
player,201211220dal,dal,VickLa00,pass_att,0,,,,,
player,201211220dal,dal,VickLa00,pass_yds,0,,,,,
player,201211220dal,dal,VickLa00,pass_td,0,,,,,
player,201211220dal,dal,VickLa00,pass_int,0,,,,,
player,201211220dal,dal,VickLa00,pass_sacked,0,,,,,
player,201211220dal,dal,VickLa00,pass_sacked_yds,0,,,,,
player,201211220dal,dal,VickLa00,pass_long,0,,,,,
player,201211220dal,dal,VickLa00,pass_rating,,,,,,
player,201211220dal,dal,VickLa00,rush_att,0,,,,,
player,201211220dal,dal,VickLa00,rush_yds,0,,,,,
player,201211220dal,dal,VickLa00,rush_td,0,,,,,
player,201211220dal,dal,VickLa00,rush_long,0,,,,,
player,201211220dal,dal,VickLa00,targets,2,,,,,
player,201211220dal,dal,VickLa00,rec,2,,,,,
player,201211220dal,dal,VickLa00,rec_yds,11,,,,,
player,201211220dal,dal,VickLa00,rec_td,0,,,,,
player,201211220dal,dal,VickLa00,rec_long,8,,,,,
player,201211220dal,dal,VickLa00,fumbles,0,,,,,
player,201211220dal,dal,VickLa00,fumbles_lost,0,,,,,
player,201211220dal,dal,HolmAn00,pass_cmp,0,,,,,
player,201211220dal,dal,HolmAn00,pass_att,0,,,,,
player,201211220dal,dal,HolmAn00,pass_yds,0,,,,,
player,201211220dal,dal,HolmAn00,pass_td,0,,,,,
player,201211220dal,dal,HolmAn00,pass_int,0,,,,,
player,201211220dal,dal,HolmAn00,pass_sacked,0,,,,,
player,201211220dal,dal,HolmAn00,pass_sacked_yds,0,,,,,
player,201211220dal,dal,HolmAn00,pass_long,0,,,,,
player,201211220dal,dal,HolmAn00,pass_rating,,,,,,
player,201211220dal,dal,HolmAn00,rush_att,0,,,,,
player,201211220dal,dal,HolmAn00,rush_yds,0,,,,,
player,201211220dal,dal,HolmAn00,rush_td,0,,,,,
player,201211220dal,dal,HolmAn00,rush_long,0,,,,,
player,201211220dal,dal,HolmAn00,targets,1,,,,,
player,201211220dal,dal,HolmAn00,rec,1,,,,,
player,201211220dal,dal,HolmAn00,rec_yds,4,,,,,
player,201211220dal,dal,HolmAn00,rec_td,0,,,,,
player,201211220dal,dal,HolmAn00,rec_long,4,,,,,
player,201211220dal,dal,HolmAn00,fumbles,0,,,,,
player,201211220dal,dal,HolmAn00,fumbles_lost,0,,,,,
player,201211220dal,dal,AustMi00,pass_cmp,0,,,,,
player,201211220dal,dal,AustMi00,pass_att,0,,,,,
player,201211220dal,dal,AustMi00,pass_yds,0,,,,,
player,201211220dal,dal,AustMi00,pass_td,0,,,,,
player,201211220dal,dal,AustMi00,pass_int,0,,,,,
player,201211220dal,dal,AustMi00,pass_sacked,0,,,,,
player,201211220dal,dal,AustMi00,pass_sacked_yds,0,,,,,
player,201211220dal,dal,AustMi00,pass_long,0,,,,,
player,201211220dal,dal,AustMi00,pass_rating,,,,,,
player,201211220dal,dal,AustMi00,rush_att,0,,,,,
player,201211220dal,dal,AustMi00,rush_yds,0,,,,,
player,201211220dal,dal,AustMi00,rush_td,0,,,,,
player,201211220dal,dal,AustMi00,rush_long,0,,,,,
player,201211220dal,dal,AustMi00,targets,2,,,,,
player,201211220dal,dal,AustMi00,rec,0,,,,,
player,201211220dal,dal,AustMi00,rec_yds,0,,,,,
player,201211220dal,dal,AustMi00,rec_td,0,,,,,
player,201211220dal,dal,AustMi00,rec_long,0,,,,,
player,201211220dal,dal,AustMi00,fumbles,0,,,,,
player,201211220dal,dal,AustMi00,fumbles_lost,0,,,,,
player,201211220dal,was,FletLo20,def_int,1,,,,,
player,201211220dal,was,FletLo20,def_int_yds,10,,,,,
player,201211220dal,was,FletLo20,def_int_td,0,,,,,
player,201211220dal,was,FletLo20,def_int_long,10,,,,,
player,201211220dal,was,FletLo20,pass_defended,2,,,,,
player,201211220dal,was,FletLo20,sacks,0.0,,,,,
player,201211220dal,was,FletLo20,tackles_combined,4,,,,,
player,201211220dal,was,FletLo20,tackles_solo,3,,,,,
player,201211220dal,was,FletLo20,tackles_assists,1,,,,,
player,201211220dal,was,FletLo20,tackles_loss,0,,,,,
player,201211220dal,was,FletLo20,qb_hits,0,,,,,
player,201211220dal,was,FletLo20,fumbles_rec,0,,,,,
player,201211220dal,was,FletLo20,fumbles_rec_yds,0,,,,,
player,201211220dal,was,FletLo20,fumbles_rec_td,0,,,,,
player,201211220dal,was,FletLo20,fumbles_forced,0,,,,,
player,201211220dal,was,HallDe99,def_int,1,,,,,
player,201211220dal,was,HallDe99,def_int_yds,27,,,,,
player,201211220dal,was,HallDe99,def_int_td,0,,,,,
player,201211220dal,was,HallDe99,def_int_long,27,,,,,
player,201211220dal,was,HallDe99,pass_defended,2,,,,,
player,201211220dal,was,HallDe99,sacks,0.0,,,,,
player,201211220dal,was,HallDe99,tackles_combined,3,,,,,
player,201211220dal,was,HallDe99,tackles_solo,2,,,,,
player,201211220dal,was,HallDe99,tackles_assists,1,,,,,
player,201211220dal,was,HallDe99,tackles_loss,0,,,,,
player,201211220dal,was,HallDe99,qb_hits,0,,,,,
player,201211220dal,was,HallDe99,fumbles_rec,0,,,,,
player,201211220dal,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201211220dal,was,HallDe99,fumbles_rec_td,0,,,,,
player,201211220dal,was,HallDe99,fumbles_forced,0,,,,,
player,201211220dal,was,KerrRy00,def_int,0,,,,,
player,201211220dal,was,KerrRy00,def_int_yds,0,,,,,
player,201211220dal,was,KerrRy00,def_int_td,0,,,,,
player,201211220dal,was,KerrRy00,def_int_long,0,,,,,
player,201211220dal,was,KerrRy00,pass_defended,1,,,,,
player,201211220dal,was,KerrRy00,sacks,1.0,,,,,
player,201211220dal,was,KerrRy00,tackles_combined,4,,,,,
player,201211220dal,was,KerrRy00,tackles_solo,4,,,,,
player,201211220dal,was,KerrRy00,tackles_assists,0,,,,,
player,201211220dal,was,KerrRy00,tackles_loss,1,,,,,
player,201211220dal,was,KerrRy00,qb_hits,1,,,,,
player,201211220dal,was,KerrRy00,fumbles_rec,0,,,,,
