game,2012,6,20121014,201210140rav,dal,"Dallas Cowboys",29,rav,"Baltimore Ravens",31
player,201210140rav,rav,AyanBr99,tackles_combined,1,,,,,
player,201210140rav,rav,AyanBr99,tackles_solo,1,,,,,
player,201210140rav,rav,AyanBr99,tackles_assists,0,,,,,
player,201210140rav,rav,AyanBr99,tackles_loss,0,,,,,
player,201210140rav,rav,AyanBr99,qb_hits,0,,,,,
player,201210140rav,rav,AyanBr99,fumbles_rec,0,,,,,
player,201210140rav,rav,AyanBr99,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,AyanBr99,fumbles_rec_td,0,,,,,
player,201210140rav,rav,AyanBr99,fumbles_forced,0,,,,,
player,201210140rav,rav,BrowCh05,def_int,0,,,,,
player,201210140rav,rav,BrowCh05,def_int_yds,0,,,,,
player,201210140rav,rav,BrowCh05,def_int_td,0,,,,,
player,201210140rav,rav,BrowCh05,def_int_long,0,,,,,
player,201210140rav,rav,BrowCh05,pass_defended,0,,,,,
player,201210140rav,rav,BrowCh05,sacks,0.0,,,,,
player,201210140rav,rav,BrowCh05,tackles_combined,1,,,,,
player,201210140rav,rav,BrowCh05,tackles_solo,1,,,,,
player,201210140rav,rav,BrowCh05,tackles_assists,0,,,,,
player,201210140rav,rav,BrowCh05,tackles_loss,0,,,,,
player,201210140rav,rav,BrowCh05,qb_hits,0,,,,,
player,201210140rav,rav,BrowCh05,fumbles_rec,0,,,,,
player,201210140rav,rav,BrowCh05,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,BrowCh05,fumbles_rec_td,0,,,,,
player,201210140rav,rav,BrowCh05,fumbles_forced,0,,,,,
player,201210140rav,rav,ConsSe20,def_int,0,,,,,
player,201210140rav,rav,ConsSe20,def_int_yds,0,,,,,
player,201210140rav,rav,ConsSe20,def_int_td,0,,,,,
player,201210140rav,rav,ConsSe20,def_int_long,0,,,,,
player,201210140rav,rav,ConsSe20,pass_defended,0,,,,,
player,201210140rav,rav,ConsSe20,sacks,0.0,,,,,
player,201210140rav,rav,ConsSe20,tackles_combined,1,,,,,
player,201210140rav,rav,ConsSe20,tackles_solo,1,,,,,
player,201210140rav,rav,ConsSe20,tackles_assists,0,,,,,
player,201210140rav,rav,ConsSe20,tackles_loss,0,,,,,
player,201210140rav,rav,ConsSe20,qb_hits,0,,,,,
player,201210140rav,rav,ConsSe20,fumbles_rec,0,,,,,
player,201210140rav,rav,ConsSe20,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,ConsSe20,fumbles_rec_td,0,,,,,
player,201210140rav,rav,ConsSe20,fumbles_forced,0,,,,,
player,201210140rav,rav,GrahCo99,def_int,0,,,,,
player,201210140rav,rav,GrahCo99,def_int_yds,0,,,,,
player,201210140rav,rav,GrahCo99,def_int_td,0,,,,,
player,201210140rav,rav,GrahCo99,def_int_long,0,,,,,
player,201210140rav,rav,GrahCo99,pass_defended,0,,,,,
player,201210140rav,rav,GrahCo99,sacks,0.0,,,,,
player,201210140rav,rav,GrahCo99,tackles_combined,1,,,,,
player,201210140rav,rav,GrahCo99,tackles_solo,1,,,,,
player,201210140rav,rav,GrahCo99,tackles_assists,0,,,,,
player,201210140rav,rav,GrahCo99,tackles_loss,0,,,,,
player,201210140rav,rav,GrahCo99,qb_hits,0,,,,,
player,201210140rav,rav,GrahCo99,fumbles_rec,0,,,,,
player,201210140rav,rav,GrahCo99,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,GrahCo99,fumbles_rec_td,0,,,,,
player,201210140rav,rav,GrahCo99,fumbles_forced,0,,,,,
player,201210140rav,rav,IhedJa00,def_int,0,,,,,
player,201210140rav,rav,IhedJa00,def_int_yds,0,,,,,
player,201210140rav,rav,IhedJa00,def_int_td,0,,,,,
player,201210140rav,rav,IhedJa00,def_int_long,0,,,,,
player,201210140rav,rav,IhedJa00,pass_defended,0,,,,,
player,201210140rav,rav,IhedJa00,sacks,0.0,,,,,
player,201210140rav,rav,IhedJa00,tackles_combined,1,,,,,
player,201210140rav,rav,IhedJa00,tackles_solo,0,,,,,
player,201210140rav,rav,IhedJa00,tackles_assists,1,,,,,
player,201210140rav,rav,IhedJa00,tackles_loss,0,,,,,
player,201210140rav,rav,IhedJa00,qb_hits,0,,,,,
player,201210140rav,rav,IhedJa00,fumbles_rec,0,,,,,
player,201210140rav,rav,IhedJa00,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,IhedJa00,fumbles_rec_td,0,,,,,
player,201210140rav,rav,IhedJa00,fumbles_forced,0,,,,,
player,201210140rav,rav,JoneAr22,def_int,0,,,,,
player,201210140rav,rav,JoneAr22,def_int_yds,0,,,,,
player,201210140rav,rav,JoneAr22,def_int_td,0,,,,,
player,201210140rav,rav,JoneAr22,def_int_long,0,,,,,
player,201210140rav,rav,JoneAr22,pass_defended,0,,,,,
player,201210140rav,rav,JoneAr22,sacks,0.0,,,,,
player,201210140rav,rav,JoneAr22,tackles_combined,1,,,,,
player,201210140rav,rav,JoneAr22,tackles_solo,1,,,,,
player,201210140rav,rav,JoneAr22,tackles_assists,0,,,,,
player,201210140rav,rav,JoneAr22,tackles_loss,0,,,,,
player,201210140rav,rav,JoneAr22,qb_hits,0,,,,,
player,201210140rav,rav,JoneAr22,fumbles_rec,0,,,,,
player,201210140rav,rav,JoneAr22,fumbles_rec_yds,0,,,,,
player,201210140rav,rav,JoneAr22,fumbles_rec_td,0,,,,,
player,201210140rav,rav,JoneAr22,fumbles_forced,0,,,,,
player,201210140rav,dal,BryaDe01,kick_ret,0,,,,,
player,201210140rav,dal,BryaDe01,kick_ret_yds,0,,,,,
player,201210140rav,dal,BryaDe01,kick_ret_yds_per_ret,,,,,,
player,201210140rav,dal,BryaDe01,kick_ret_td,0,,,,,
player,201210140rav,dal,BryaDe01,kick_ret_long,0,,,,,
player,201210140rav,dal,BryaDe01,punt_ret,1,,,,,
player,201210140rav,dal,BryaDe01,punt_ret_yds,10,,,,,
player,201210140rav,dal,BryaDe01,punt_ret_yds_per_ret,10.0,,,,,
player,201210140rav,dal,BryaDe01,punt_ret_td,0,,,,,
player,201210140rav,dal,BryaDe01,punt_ret_long,10,,,,,
player,201210140rav,dal,HarrDw00,kick_ret,0,,,,,
player,201210140rav,dal,HarrDw00,kick_ret_yds,0,,,,,
player,201210140rav,dal,HarrDw00,kick_ret_yds_per_ret,,,,,,
player,201210140rav,dal,HarrDw00,kick_ret_td,0,,,,,
player,201210140rav,dal,HarrDw00,kick_ret_long,0,,,,,
player,201210140rav,dal,HarrDw00,punt_ret,1,,,,,
player,201210140rav,dal,HarrDw00,punt_ret_yds,0,,,,,
player,201210140rav,dal,HarrDw00,punt_ret_yds_per_ret,0.0,,,,,
player,201210140rav,dal,HarrDw00,punt_ret_td,0,,,,,
player,201210140rav,dal,HarrDw00,punt_ret_long,0,,,,,
player,201210140rav,dal,VickLa00,kick_ret,1,,,,,
player,201210140rav,dal,VickLa00,kick_ret_yds,14,,,,,
player,201210140rav,dal,VickLa00,kick_ret_yds_per_ret,14.0,,,,,
player,201210140rav,dal,VickLa00,kick_ret_td,0,,,,,
player,201210140rav,dal,VickLa00,kick_ret_long,14,,,,,
player,201210140rav,dal,VickLa00,punt_ret,0,,,,,
player,201210140rav,dal,VickLa00,punt_ret_yds,0,,,,,
player,201210140rav,dal,VickLa00,punt_ret_yds_per_ret,,,,,,
player,201210140rav,dal,VickLa00,punt_ret_td,0,,,,,
player,201210140rav,dal,VickLa00,punt_ret_long,0,,,,,
player,201210140rav,rav,JoneJa03,kick_ret,3,,,,,
player,201210140rav,rav,JoneJa03,kick_ret_yds,159,,,,,
player,201210140rav,rav,JoneJa03,kick_ret_yds_per_ret,53.0,,,,,
player,201210140rav,rav,JoneJa03,kick_ret_td,1,,,,,
player,201210140rav,rav,JoneJa03,kick_ret_long,108,,,,,
player,201210140rav,rav,JoneJa03,punt_ret,0,,,,,
player,201210140rav,rav,JoneJa03,punt_ret_yds,0,,,,,
player,201210140rav,rav,JoneJa03,punt_ret_yds_per_ret,,,,,,
player,201210140rav,rav,JoneJa03,punt_ret_td,0,,,,,
player,201210140rav,rav,JoneJa03,punt_ret_long,0,,,,,
player,201210140rav,dal,BailDa00,xpm,2,,,,,
player,201210140rav,dal,BailDa00,xpa,2,,,,,
player,201210140rav,dal,BailDa00,fgm,3,,,,,
player,201210140rav,dal,BailDa00,fga,4,,,,,
player,201210140rav,dal,BailDa00,punt,0,,,,,
player,201210140rav,dal,BailDa00,punt_yds,0,,,,,
player,201210140rav,dal,BailDa00,punt_yds_per_punt,,,,,,
player,201210140rav,dal,BailDa00,punt_long,0,,,,,
player,201210140rav,dal,JoneCh02,xpm,,,,,,
player,201210140rav,dal,JoneCh02,xpa,,,,,,
player,201210140rav,dal,JoneCh02,fgm,,,,,,
player,201210140rav,dal,JoneCh02,fga,,,,,,
player,201210140rav,dal,JoneCh02,punt,1,,,,,
player,201210140rav,dal,JoneCh02,punt_yds,32,,,,,
player,201210140rav,dal,JoneCh02,punt_yds_per_punt,32.0,,,,,
player,201210140rav,dal,JoneCh02,punt_long,32,,,,,
player,201210140rav,rav,TuckJu00,xpm,4,,,,,
player,201210140rav,rav,TuckJu00,xpa,4,,,,,
player,201210140rav,rav,TuckJu00,fgm,1,,,,,
player,201210140rav,rav,TuckJu00,fga,1,,,,,
player,201210140rav,rav,TuckJu00,punt,0,,,,,
player,201210140rav,rav,TuckJu00,punt_yds,0,,,,,
player,201210140rav,rav,TuckJu00,punt_yds_per_punt,,,,,,
player,201210140rav,rav,TuckJu00,punt_long,0,,,,,
player,201210140rav,rav,KochSa20,xpm,,,,,,
player,201210140rav,rav,KochSa20,xpa,,,,,,
player,201210140rav,rav,KochSa20,fgm,,,,,,
player,201210140rav,rav,KochSa20,fga,,,,,,
player,201210140rav,rav,KochSa20,punt,3,,,,,
player,201210140rav,rav,KochSa20,punt_yds,135,,,,,
player,201210140rav,rav,KochSa20,punt_yds_per_punt,45.0,,,,,
player,201210140rav,rav,KochSa20,punt_long,52,,,,,
player,201210140rav,rav,OsemKe00,pos,T,,,,,
player,201210140rav,rav,OsemKe00,offense,51,,,,,
player,201210140rav,rav,OsemKe00,off_pct,100%,,,,,
player,201210140rav,rav,OsemKe00,defense,0,,,,,
player,201210140rav,rav,OsemKe00,def_pct,0%,,,,,
player,201210140rav,rav,OsemKe00,special_teams,5,,,,,
player,201210140rav,rav,OsemKe00,st_pct,18%,,,,,
player,201210140rav,rav,OherMi20,pos,T,,,,,
player,201210140rav,rav,OherMi20,offense,51,,,,,
player,201210140rav,rav,OherMi20,off_pct,100%,,,,,
player,201210140rav,rav,OherMi20,defense,0,,,,,
player,201210140rav,rav,OherMi20,def_pct,0%,,,,,
player,201210140rav,rav,OherMi20,special_teams,5,,,,,
player,201210140rav,rav,OherMi20,st_pct,18%,,,,,
player,201210140rav,rav,YandMa20,pos,G,,,,,
player,201210140rav,rav,YandMa20,offense,51,,,,,
player,201210140rav,rav,YandMa20,off_pct,100%,,,,,
player,201210140rav,rav,YandMa20,defense,0,,,,,
player,201210140rav,rav,YandMa20,def_pct,0%,,,,,
player,201210140rav,rav,YandMa20,special_teams,5,,,,,
player,201210140rav,rav,YandMa20,st_pct,18%,,,,,
player,201210140rav,rav,WillBo21,pos,G,,,,,
player,201210140rav,rav,WillBo21,offense,51,,,,,
player,201210140rav,rav,WillBo21,off_pct,100%,,,,,
player,201210140rav,rav,WillBo21,defense,0,,,,,
player,201210140rav,rav,WillBo21,def_pct,0%,,,,,
player,201210140rav,rav,WillBo21,special_teams,5,,,,,
player,201210140rav,rav,WillBo21,st_pct,18%,,,,,
player,201210140rav,rav,BirkMa00,pos,C,,,,,
player,201210140rav,rav,BirkMa00,offense,51,,,,,
player,201210140rav,rav,BirkMa00,off_pct,100%,,,,,
player,201210140rav,rav,BirkMa00,defense,0,,,,,
player,201210140rav,rav,BirkMa00,def_pct,0%,,,,,
player,201210140rav,rav,BirkMa00,special_teams,0,,,,,
player,201210140rav,rav,BirkMa00,st_pct,0%,,,,,
player,201210140rav,rav,FlacJo00,pos,QB,,,,,
player,201210140rav,rav,FlacJo00,offense,51,,,,,
player,201210140rav,rav,FlacJo00,off_pct,100%,,,,,
player,201210140rav,rav,FlacJo00,defense,0,,,,,
player,201210140rav,rav,FlacJo00,def_pct,0%,,,,,
player,201210140rav,rav,FlacJo00,special_teams,0,,,,,
player,201210140rav,rav,FlacJo00,st_pct,0%,,,,,
player,201210140rav,rav,RiceRa00,pos,RB,,,,,
player,201210140rav,rav,RiceRa00,offense,45,,,,,
player,201210140rav,rav,RiceRa00,off_pct,88%,,,,,
player,201210140rav,rav,RiceRa00,defense,0,,,,,
player,201210140rav,rav,RiceRa00,def_pct,0%,,,,,
player,201210140rav,rav,RiceRa00,special_teams,0,,,,,
player,201210140rav,rav,RiceRa00,st_pct,0%,,,,,
player,201210140rav,rav,SmitTo02,pos,WR,,,,,
player,201210140rav,rav,SmitTo02,offense,45,,,,,
player,201210140rav,rav,SmitTo02,off_pct,88%,,,,,
player,201210140rav,rav,SmitTo02,defense,0,,,,,
player,201210140rav,rav,SmitTo02,def_pct,0%,,,,,
player,201210140rav,rav,SmitTo02,special_teams,0,,,,,
player,201210140rav,rav,SmitTo02,st_pct,0%,,,,,
player,201210140rav,rav,BoldAn00,pos,WR,,,,,
player,201210140rav,rav,BoldAn00,offense,44,,,,,
player,201210140rav,rav,BoldAn00,off_pct,86%,,,,,
player,201210140rav,rav,BoldAn00,defense,0,,,,,
player,201210140rav,rav,BoldAn00,def_pct,0%,,,,,
player,201210140rav,rav,BoldAn00,special_teams,1,,,,,
player,201210140rav,rav,BoldAn00,st_pct,4%,,,,,
player,201210140rav,rav,DickEd00,pos,TE,,,,,
player,201210140rav,rav,DickEd00,offense,32,,,,,
player,201210140rav,rav,DickEd00,off_pct,63%,,,,,
player,201210140rav,rav,DickEd00,defense,0,,,,,
player,201210140rav,rav,DickEd00,def_pct,0%,,,,,
player,201210140rav,rav,DickEd00,special_teams,11,,,,,
player,201210140rav,rav,DickEd00,st_pct,39%,,,,,
player,201210140rav,rav,PittDe00,pos,TE,,,,,
player,201210140rav,rav,PittDe00,offense,30,,,,,
player,201210140rav,rav,PittDe00,off_pct,59%,,,,,
player,201210140rav,rav,PittDe00,defense,0,,,,,
player,201210140rav,rav,PittDe00,def_pct,0%,,,,,
player,201210140rav,rav,PittDe00,special_teams,5,,,,,
player,201210140rav,rav,PittDe00,st_pct,18%,,,,,
player,201210140rav,rav,LeacVo00,pos,FB,,,,,
player,201210140rav,rav,LeacVo00,offense,22,,,,,
player,201210140rav,rav,LeacVo00,off_pct,43%,,,,,
player,201210140rav,rav,LeacVo00,defense,0,,,,,
player,201210140rav,rav,LeacVo00,def_pct,0%,,,,,
player,201210140rav,rav,LeacVo00,special_teams,6,,,,,
player,201210140rav,rav,LeacVo00,st_pct,21%,,,,,
player,201210140rav,rav,JoneJa03,pos,WR,,,,,
player,201210140rav,rav,JoneJa03,offense,18,,,,,
player,201210140rav,rav,JoneJa03,off_pct,35%,,,,,
player,201210140rav,rav,JoneJa03,defense,0,,,,,
player,201210140rav,rav,JoneJa03,def_pct,0%,,,,,
player,201210140rav,rav,JoneJa03,special_teams,7,,,,,
player,201210140rav,rav,JoneJa03,st_pct,25%,,,,,
player,201210140rav,rav,BajeBi00,pos,TE,,,,,
player,201210140rav,rav,BajeBi00,offense,6,,,,,
player,201210140rav,rav,BajeBi00,off_pct,12%,,,,,
player,201210140rav,rav,BajeBi00,defense,0,,,,,
player,201210140rav,rav,BajeBi00,def_pct,0%,,,,,
player,201210140rav,rav,BajeBi00,special_teams,0,,,,,
player,201210140rav,rav,BajeBi00,st_pct,0%,,,,,
player,201210140rav,rav,McKiBr21,pos,T,,,,,
player,201210140rav,rav,McKiBr21,offense,5,,,,,
player,201210140rav,rav,McKiBr21,off_pct,10%,,,,,
player,201210140rav,rav,McKiBr21,defense,0,,,,,
player,201210140rav,rav,McKiBr21,def_pct,0%,,,,,
player,201210140rav,rav,McKiBr21,special_teams,5,,,,,
player,201210140rav,rav,McKiBr21,st_pct,18%,,,,,
player,201210140rav,rav,PierBe00,pos,RB,,,,,
player,201210140rav,rav,PierBe00,offense,5,,,,,
player,201210140rav,rav,PierBe00,off_pct,10%,,,,,
player,201210140rav,rav,PierBe00,defense,0,,,,,
player,201210140rav,rav,PierBe00,def_pct,0%,,,,,
player,201210140rav,rav,PierBe00,special_teams,5,,,,,
player,201210140rav,rav,PierBe00,st_pct,18%,,,,,
player,201210140rav,rav,DossTa00,pos,WR,,,,,
player,201210140rav,rav,DossTa00,offense,3,,,,,
player,201210140rav,rav,DossTa00,off_pct,6%,,,,,
player,201210140rav,rav,DossTa00,defense,0,,,,,
player,201210140rav,rav,DossTa00,def_pct,0%,,,,,
player,201210140rav,rav,DossTa00,special_teams,1,,,,,
player,201210140rav,rav,DossTa00,st_pct,4%,,,,,
player,201210140rav,rav,ReedEd00,pos,FS,,,,,
player,201210140rav,rav,ReedEd00,offense,0,,,,,
player,201210140rav,rav,ReedEd00,off_pct,0%,,,,,
player,201210140rav,rav,ReedEd00,defense,89,,,,,
player,201210140rav,rav,ReedEd00,def_pct,100%,,,,,
player,201210140rav,rav,ReedEd00,special_teams,1,,,,,
player,201210140rav,rav,ReedEd00,st_pct,4%,,,,,
player,201210140rav,rav,PollBe20,pos,SS,,,,,
player,201210140rav,rav,PollBe20,offense,0,,,,,
player,201210140rav,rav,PollBe20,off_pct,0%,,,,,
player,201210140rav,rav,PollBe20,defense,89,,,,,
player,201210140rav,rav,PollBe20,def_pct,100%,,,,,
player,201210140rav,rav,PollBe20,special_teams,0,,,,,
player,201210140rav,rav,PollBe20,st_pct,0%,,,,,
player,201210140rav,rav,WillCa99,pos,CB,,,,,
player,201210140rav,rav,WillCa99,offense,0,,,,,
player,201210140rav,rav,WillCa99,off_pct,0%,,,,,
player,201210140rav,rav,WillCa99,defense,87,,,,,
player,201210140rav,rav,WillCa99,def_pct,98%,,,,,
player,201210140rav,rav,WillCa99,special_teams,5,,,,,
player,201210140rav,rav,WillCa99,st_pct,18%,,,,,
player,201210140rav,rav,LewiRa00,pos,LB,,,,,
player,201210140rav,rav,LewiRa00,offense,0,,,,,
player,201210140rav,rav,LewiRa00,off_pct,0%,,,,,
player,201210140rav,rav,LewiRa00,defense,76,,,,,
player,201210140rav,rav,LewiRa00,def_pct,85%,,,,,
player,201210140rav,rav,LewiRa00,special_teams,0,,,,,
player,201210140rav,rav,LewiRa00,st_pct,0%,,,,,
player,201210140rav,rav,McClJa01,pos,LB,,,,,
player,201210140rav,rav,McClJa01,offense,0,,,,,
player,201210140rav,rav,McClJa01,off_pct,0%,,,,,
player,201210140rav,rav,McClJa01,defense,75,,,,,
player,201210140rav,rav,McClJa01,def_pct,84%,,,,,
player,201210140rav,rav,McClJa01,special_teams,11,,,,,
player,201210140rav,rav,McClJa01,st_pct,39%,,,,,
player,201210140rav,rav,McPhPe00,pos,DE,,,,,
player,201210140rav,rav,McPhPe00,offense,0,,,,,
player,201210140rav,rav,McPhPe00,off_pct,0%,,,,,
player,201210140rav,rav,McPhPe00,defense,69,,,,,
player,201210140rav,rav,McPhPe00,def_pct,78%,,,,,
player,201210140rav,rav,McPhPe00,special_teams,6,,,,,
player,201210140rav,rav,McPhPe00,st_pct,21%,,,,,
player,201210140rav,rav,KrugPa99,pos,LB,,,,,
player,201210140rav,rav,KrugPa99,offense,0,,,,,
player,201210140rav,rav,KrugPa99,off_pct,0%,,,,,
player,201210140rav,rav,KrugPa99,defense,69,,,,,
player,201210140rav,rav,KrugPa99,def_pct,78%,,,,,
player,201210140rav,rav,KrugPa99,special_teams,0,,,,,
player,201210140rav,rav,KrugPa99,st_pct,0%,,,,,
player,201210140rav,rav,SmitJi03,pos,CB,,,,,
player,201210140rav,rav,SmitJi03,offense,0,,,,,
player,201210140rav,rav,SmitJi03,off_pct,0%,,,,,
player,201210140rav,rav,SmitJi03,defense,66,,,,,
player,201210140rav,rav,SmitJi03,def_pct,74%,,,,,
player,201210140rav,rav,SmitJi03,special_teams,2,,,,,
player,201210140rav,rav,SmitJi03,st_pct,7%,,,,,
player,201210140rav,rav,NgatHa20,pos,DT,,,,,
player,201210140rav,rav,NgatHa20,offense,0,,,,,
player,201210140rav,rav,NgatHa20,off_pct,0%,,,,,
player,201210140rav,rav,NgatHa20,defense,59,,,,,
player,201210140rav,rav,NgatHa20,def_pct,66%,,,,,
player,201210140rav,rav,NgatHa20,special_teams,1,,,,,
player,201210140rav,rav,NgatHa20,st_pct,4%,,,,,
player,201210140rav,rav,UpshCo00,pos,DE,,,,,
player,201210140rav,rav,UpshCo00,offense,0,,,,,
player,201210140rav,rav,UpshCo00,off_pct,0%,,,,,
player,201210140rav,rav,UpshCo00,defense,56,,,,,
player,201210140rav,rav,UpshCo00,def_pct,63%,,,,,
player,201210140rav,rav,UpshCo00,special_teams,6,,,,,
player,201210140rav,rav,UpshCo00,st_pct,21%,,,,,
player,201210140rav,rav,KemoMa20,pos,NT,,,,,
player,201210140rav,rav,KemoMa20,offense,0,,,,,
player,201210140rav,rav,KemoMa20,off_pct,0%,,,,,
player,201210140rav,rav,KemoMa20,defense,46,,,,,
player,201210140rav,rav,KemoMa20,def_pct,52%,,,,,
player,201210140rav,rav,KemoMa20,special_teams,5,,,,,
player,201210140rav,rav,KemoMa20,st_pct,18%,,,,,
player,201210140rav,rav,McClAl00,pos,DE,,,,,
player,201210140rav,rav,McClAl00,offense,0,,,,,
player,201210140rav,rav,McClAl00,off_pct,0%,,,,,
player,201210140rav,rav,McClAl00,defense,43,,,,,
player,201210140rav,rav,McClAl00,def_pct,48%,,,,,
player,201210140rav,rav,McClAl00,special_teams,17,,,,,
player,201210140rav,rav,McClAl00,st_pct,61%,,,,,
player,201210140rav,rav,JoneAr22,pos,DT,,,,,
player,201210140rav,rav,JoneAr22,offense,0,,,,,
player,201210140rav,rav,JoneAr22,off_pct,0%,,,,,
player,201210140rav,rav,JoneAr22,defense,33,,,,,
player,201210140rav,rav,JoneAr22,def_pct,37%,,,,,
player,201210140rav,rav,JoneAr22,special_teams,5,,,,,
player,201210140rav,rav,JoneAr22,st_pct,18%,,,,,
player,201210140rav,rav,GrahCo99,pos,CB,,,,,
player,201210140rav,rav,GrahCo99,offense,0,,,,,
player,201210140rav,rav,GrahCo99,off_pct,0%,,,,,
player,201210140rav,rav,GrahCo99,defense,32,,,,,
player,201210140rav,rav,GrahCo99,def_pct,36%,,,,,
player,201210140rav,rav,GrahCo99,special_teams,16,,,,,
player,201210140rav,rav,GrahCo99,st_pct,57%,,,,,
player,201210140rav,rav,CodyTe99,pos,NT,,,,,
player,201210140rav,rav,CodyTe99,offense,0,,,,,
player,201210140rav,rav,CodyTe99,off_pct,0%,,,,,
player,201210140rav,rav,CodyTe99,defense,32,,,,,
player,201210140rav,rav,CodyTe99,def_pct,36%,,,,,
player,201210140rav,rav,CodyTe99,special_teams,6,,,,,
player,201210140rav,rav,CodyTe99,st_pct,21%,,,,,
player,201210140rav,rav,ElleDa99,pos,LB,,,,,
player,201210140rav,rav,ElleDa99,offense,0,,,,,
player,201210140rav,rav,ElleDa99,off_pct,0%,,,,,
player,201210140rav,rav,ElleDa99,defense,30,,,,,
player,201210140rav,rav,ElleDa99,def_pct,34%,,,,,
player,201210140rav,rav,ElleDa99,special_teams,4,,,,,
player,201210140rav,rav,ElleDa99,st_pct,14%,,,,,
player,201210140rav,rav,BrowCh05,pos,CB,,,,,
player,201210140rav,rav,BrowCh05,offense,0,,,,,
player,201210140rav,rav,BrowCh05,off_pct,0%,,,,,
player,201210140rav,rav,BrowCh05,defense,10,,,,,
player,201210140rav,rav,BrowCh05,def_pct,11%,,,,,
player,201210140rav,rav,BrowCh05,special_teams,16,,,,,
player,201210140rav,rav,BrowCh05,st_pct,57%,,,,,
player,201210140rav,rav,WebbLa99,pos,CB,,,,,
player,201210140rav,rav,WebbLa99,offense,0,,,,,
player,201210140rav,rav,WebbLa99,off_pct,0%,,,,,
player,201210140rav,rav,WebbLa99,defense,10,,,,,
player,201210140rav,rav,WebbLa99,def_pct,11%,,,,,
player,201210140rav,rav,WebbLa99,special_teams,1,,,,,
player,201210140rav,rav,WebbLa99,st_pct,4%,,,,,
player,201210140rav,rav,IhedJa00,pos,SS,,,,,
player,201210140rav,rav,IhedJa00,offense,0,,,,,
player,201210140rav,rav,IhedJa00,off_pct,0%,,,,,
player,201210140rav,rav,IhedJa00,defense,6,,,,,
player,201210140rav,rav,IhedJa00,def_pct,7%,,,,,
player,201210140rav,rav,IhedJa00,special_teams,23,,,,,
player,201210140rav,rav,IhedJa00,st_pct,82%,,,,,
player,201210140rav,rav,AyanBr99,pos,LB,,,,,
player,201210140rav,rav,AyanBr99,offense,0,,,,,
player,201210140rav,rav,AyanBr99,off_pct,0%,,,,,
player,201210140rav,rav,AyanBr99,defense,2,,,,,
player,201210140rav,rav,AyanBr99,def_pct,2%,,,,,
player,201210140rav,rav,AyanBr99,special_teams,23,,,,,
player,201210140rav,rav,AyanBr99,st_pct,82%,,,,,
player,201210140rav,rav,ConsSe20,pos,SS,,,,,
player,201210140rav,rav,ConsSe20,offense,0,,,,,
player,201210140rav,rav,ConsSe20,off_pct,0%,,,,,
player,201210140rav,rav,ConsSe20,defense,0,,,,,
player,201210140rav,rav,ConsSe20,def_pct,0%,,,,,
player,201210140rav,rav,ConsSe20,special_teams,23,,,,,
player,201210140rav,rav,ConsSe20,st_pct,82%,,,,,
player,201210140rav,rav,AlleAn01,pos,RB,,,,,
player,201210140rav,rav,AlleAn01,offense,0,,,,,
player,201210140rav,rav,AlleAn01,off_pct,0%,,,,,
player,201210140rav,rav,AlleAn01,defense,0,,,,,
player,201210140rav,rav,AlleAn01,def_pct,0%,,,,,
player,201210140rav,rav,AlleAn01,special_teams,17,,,,,
player,201210140rav,rav,AlleAn01,st_pct,61%,,,,,
player,201210140rav,rav,WillLa01,pos,WR,,,,,
player,201210140rav,rav,WillLa01,offense,0,,,,,
player,201210140rav,rav,WillLa01,off_pct,0%,,,,,
player,201210140rav,rav,WillLa01,defense,0,,,,,
player,201210140rav,rav,WillLa01,def_pct,0%,,,,,
player,201210140rav,rav,WillLa01,special_teams,13,,,,,
player,201210140rav,rav,WillLa01,st_pct,46%,,,,,
player,201210140rav,rav,TuckJu00,pos,K,,,,,
player,201210140rav,rav,TuckJu00,offense,0,,,,,
player,201210140rav,rav,TuckJu00,off_pct,0%,,,,,
player,201210140rav,rav,TuckJu00,defense,0,,,,,
player,201210140rav,rav,TuckJu00,def_pct,0%,,,,,
player,201210140rav,rav,TuckJu00,special_teams,11,,,,,
player,201210140rav,rav,TuckJu00,st_pct,39%,,,,,
player,201210140rav,rav,GradGi00,pos,G,,,,,
player,201210140rav,rav,GradGi00,offense,0,,,,,
player,201210140rav,rav,GradGi00,off_pct,0%,,,,,
player,201210140rav,rav,GradGi00,defense,0,,,,,
player,201210140rav,rav,GradGi00,def_pct,0%,,,,,
player,201210140rav,rav,GradGi00,special_teams,11,,,,,
player,201210140rav,rav,GradGi00,st_pct,39%,,,,,
player,201210140rav,rav,KochSa20,pos,P,,,,,
player,201210140rav,rav,KochSa20,offense,0,,,,,
player,201210140rav,rav,KochSa20,off_pct,0%,,,,,
player,201210140rav,rav,KochSa20,defense,0,,,,,
player,201210140rav,rav,KochSa20,def_pct,0%,,,,,
player,201210140rav,rav,KochSa20,special_teams,8,,,,,
player,201210140rav,rav,KochSa20,st_pct,29%,,,,,
player,201210140rav,rav,CoxxMo00,pos,LS,,,,,
player,201210140rav,rav,CoxxMo00,offense,0,,,,,
player,201210140rav,rav,CoxxMo00,off_pct,0%,,,,,
player,201210140rav,rav,CoxxMo00,defense,0,,,,,
