game,2012,7,20121022,201210220chi,det,"Detroit Lions",7,chi,"Chicago Bears",13
team,201210220chi,det,First Downs,21,,,,,,
team,201210220chi,chi,First Downs,19,,,,,,
team,201210220chi,det,Rush-Yds-TDs,18-97-0,,,,,,
team,201210220chi,chi,Rush-Yds-TDs,32-171-0,,,,,,
team,201210220chi,det,Cmp-Att-Yd-TD-INT,28-46-263-1-1,,,,,,
team,201210220chi,chi,Cmp-Att-Yd-TD-INT,17-32-150-1-0,,,,,,
team,201210220chi,det,Sacked-Yards,3-20,,,,,,
team,201210220chi,chi,Sacked-Yards,5-25,,,,,,
team,201210220chi,det,Net Pass Yards,243,,,,,,
team,201210220chi,chi,Net Pass Yards,125,,,,,,
team,201210220chi,det,Total Yards,340,,,,,,
team,201210220chi,chi,Total Yards,296,,,,,,
team,201210220chi,det,Fumbles-Lost,6-3,,,,,,
team,201210220chi,chi,Fumbles-Lost,0-0,,,,,,
team,201210220chi,det,Turnovers,4,,,,,,
team,201210220chi,chi,Turnovers,0,,,,,,
team,201210220chi,det,Penalties-Yards,5-47,,,,,,
team,201210220chi,chi,Penalties-Yards,9-49,,,,,,
team,201210220chi,det,Third Down Conv.,4-13,,,,,,
team,201210220chi,chi,Third Down Conv.,6-17,,,,,,
team,201210220chi,det,Fourth Down Conv.,0-1,,,,,,
team,201210220chi,chi,Fourth Down Conv.,0-0,,,,,,
team,201210220chi,det,Time of Possession,25:25,,,,,,
team,201210220chi,chi,Time of Possession,34:35,,,,,,
player,201210220chi,det,StafMa00,pass_cmp,28,,,,,
player,201210220chi,det,StafMa00,pass_att,46,,,,,
player,201210220chi,det,StafMa00,pass_yds,263,,,,,
player,201210220chi,det,StafMa00,pass_td,1,,,,,
player,201210220chi,det,StafMa00,pass_int,1,,,,,
player,201210220chi,det,StafMa00,pass_sacked,3,,,,,
player,201210220chi,det,StafMa00,pass_sacked_yds,20,,,,,
player,201210220chi,det,StafMa00,pass_long,23,,,,,
player,201210220chi,det,StafMa00,pass_rating,74.8,,,,,
player,201210220chi,det,StafMa00,rush_att,3,,,,,
player,201210220chi,det,StafMa00,rush_yds,21,,,,,
player,201210220chi,det,StafMa00,rush_td,0,,,,,
player,201210220chi,det,StafMa00,rush_long,10,,,,,
player,201210220chi,det,StafMa00,targets,0,,,,,
player,201210220chi,det,StafMa00,rec,0,,,,,
player,201210220chi,det,StafMa00,rec_yds,0,,,,,
player,201210220chi,det,StafMa00,rec_td,0,,,,,
player,201210220chi,det,StafMa00,rec_long,0,,,,,
player,201210220chi,det,StafMa00,fumbles,0,,,,,
player,201210220chi,det,StafMa00,fumbles_lost,0,,,,,
player,201210220chi,det,LeshMi00,pass_cmp,0,,,,,
player,201210220chi,det,LeshMi00,pass_att,0,,,,,
player,201210220chi,det,LeshMi00,pass_yds,0,,,,,
player,201210220chi,det,LeshMi00,pass_td,0,,,,,
player,201210220chi,det,LeshMi00,pass_int,0,,,,,
player,201210220chi,det,LeshMi00,pass_sacked,0,,,,,
player,201210220chi,det,LeshMi00,pass_sacked_yds,0,,,,,
player,201210220chi,det,LeshMi00,pass_long,0,,,,,
player,201210220chi,det,LeshMi00,pass_rating,,,,,,
player,201210220chi,det,LeshMi00,rush_att,12,,,,,
player,201210220chi,det,LeshMi00,rush_yds,63,,,,,
player,201210220chi,det,LeshMi00,rush_td,0,,,,,
player,201210220chi,det,LeshMi00,rush_long,15,,,,,
player,201210220chi,det,LeshMi00,targets,7,,,,,
player,201210220chi,det,LeshMi00,rec,6,,,,,
player,201210220chi,det,LeshMi00,rec_yds,20,,,,,
