game,2012,1,20120909,201209090kan,atl,"Atlanta Falcons",40,kan,"Kansas City Chiefs",24
player,201209090kan,atl,GonzTo00,st_pct,0%,,,,,
player,201209090kan,atl,ReynGa20,pos,G,,,,,
player,201209090kan,atl,ReynGa20,offense,47,,,,,
player,201209090kan,atl,ReynGa20,off_pct,85%,,,,,
player,201209090kan,atl,ReynGa20,defense,0,,,,,
player,201209090kan,atl,ReynGa20,def_pct,0%,,,,,
player,201209090kan,atl,ReynGa20,special_teams,8,,,,,
player,201209090kan,atl,ReynGa20,st_pct,28%,,,,,
player,201209090kan,atl,DougHa00,pos,WR,,,,,
player,201209090kan,atl,DougHa00,offense,28,,,,,
player,201209090kan,atl,DougHa00,off_pct,51%,,,,,
player,201209090kan,atl,DougHa00,defense,0,,,,,
player,201209090kan,atl,DougHa00,def_pct,0%,,,,,
player,201209090kan,atl,DougHa00,special_teams,1,,,,,
player,201209090kan,atl,DougHa00,st_pct,3%,,,,,
player,201209090kan,atl,TurnMi00,pos,RB,,,,,
player,201209090kan,atl,TurnMi00,offense,26,,,,,
player,201209090kan,atl,TurnMi00,off_pct,47%,,,,,
player,201209090kan,atl,TurnMi00,defense,0,,,,,
player,201209090kan,atl,TurnMi00,def_pct,0%,,,,,
player,201209090kan,atl,TurnMi00,special_teams,0,,,,,
player,201209090kan,atl,TurnMi00,st_pct,0%,,,,,
player,201209090kan,atl,RodgJa00,pos,RB,,,,,
player,201209090kan,atl,RodgJa00,offense,25,,,,,
player,201209090kan,atl,RodgJa00,off_pct,45%,,,,,
player,201209090kan,atl,RodgJa00,defense,0,,,,,
player,201209090kan,atl,RodgJa00,def_pct,0%,,,,,
player,201209090kan,atl,RodgJa00,special_teams,11,,,,,
player,201209090kan,atl,RodgJa00,st_pct,38%,,,,,
player,201209090kan,atl,PoliLo00,pos,FB,,,,,
player,201209090kan,atl,PoliLo00,offense,16,,,,,
player,201209090kan,atl,PoliLo00,off_pct,29%,,,,,
player,201209090kan,atl,PoliLo00,defense,0,,,,,
player,201209090kan,atl,PoliLo00,def_pct,0%,,,,,
player,201209090kan,atl,PoliLo00,special_teams,14,,,,,
player,201209090kan,atl,PoliLo00,st_pct,48%,,,,,
player,201209090kan,atl,PalmMi00,pos,TE,,,,,
player,201209090kan,atl,PalmMi00,offense,16,,,,,
player,201209090kan,atl,PalmMi00,off_pct,29%,,,,,
player,201209090kan,atl,PalmMi00,defense,0,,,,,
player,201209090kan,atl,PalmMi00,def_pct,0%,,,,,
player,201209090kan,atl,PalmMi00,special_teams,13,,,,,
player,201209090kan,atl,PalmMi00,st_pct,45%,,,,,
player,201209090kan,atl,KonzPe00,pos,G,,,,,
player,201209090kan,atl,KonzPe00,offense,8,,,,,
player,201209090kan,atl,KonzPe00,off_pct,15%,,,,,
player,201209090kan,atl,KonzPe00,defense,0,,,,,
player,201209090kan,atl,KonzPe00,def_pct,0%,,,,,
player,201209090kan,atl,KonzPe00,special_teams,12,,,,,
player,201209090kan,atl,KonzPe00,st_pct,41%,,,,,
player,201209090kan,atl,DaviDr00,pos,WR,,,,,
player,201209090kan,atl,DaviDr00,offense,4,,,,,
player,201209090kan,atl,DaviDr00,off_pct,7%,,,,,
player,201209090kan,atl,DaviDr00,defense,0,,,,,
player,201209090kan,atl,DaviDr00,def_pct,0%,,,,,
player,201209090kan,atl,DaviDr00,special_teams,7,,,,,
player,201209090kan,atl,DaviDr00,st_pct,24%,,,,,
player,201209090kan,atl,SnelJa00,pos,RB,,,,,
player,201209090kan,atl,SnelJa00,offense,3,,,,,
player,201209090kan,atl,SnelJa00,off_pct,5%,,,,,
player,201209090kan,atl,SnelJa00,defense,0,,,,,
player,201209090kan,atl,SnelJa00,def_pct,0%,,,,,
player,201209090kan,atl,SnelJa00,special_teams,11,,,,,
player,201209090kan,atl,SnelJa00,st_pct,38%,,,,,
player,201209090kan,atl,ConeKe00,pos,WR,,,,,
player,201209090kan,atl,ConeKe00,offense,2,,,,,
player,201209090kan,atl,ConeKe00,off_pct,4%,,,,,
player,201209090kan,atl,ConeKe00,defense,0,,,,,
player,201209090kan,atl,ConeKe00,def_pct,0%,,,,,
player,201209090kan,atl,ConeKe00,special_teams,15,,,,,
player,201209090kan,atl,ConeKe00,st_pct,52%,,,,,
player,201209090kan,atl,GallTo00,pos,TE,,,,,
player,201209090kan,atl,GallTo00,offense,2,,,,,
player,201209090kan,atl,GallTo00,off_pct,4%,,,,,
player,201209090kan,atl,GallTo00,defense,0,,,,,
player,201209090kan,atl,GallTo00,def_pct,0%,,,,,
player,201209090kan,atl,GallTo00,special_teams,5,,,,,
player,201209090kan,atl,GallTo00,st_pct,17%,,,,,
player,201209090kan,atl,JohnMi23,pos,G,,,,,
player,201209090kan,atl,JohnMi23,offense,1,,,,,
player,201209090kan,atl,JohnMi23,off_pct,2%,,,,,
player,201209090kan,atl,JohnMi23,defense,0,,,,,
player,201209090kan,atl,JohnMi23,def_pct,0%,,,,,
player,201209090kan,atl,JohnMi23,special_teams,8,,,,,
player,201209090kan,atl,JohnMi23,st_pct,28%,,,,,
player,201209090kan,atl,DeCoTh99,pos,FS,,,,,
player,201209090kan,atl,DeCoTh99,offense,0,,,,,
player,201209090kan,atl,DeCoTh99,off_pct,0%,,,,,
player,201209090kan,atl,DeCoTh99,defense,69,,,,,
player,201209090kan,atl,DeCoTh99,def_pct,100%,,,,,
player,201209090kan,atl,DeCoTh99,special_teams,7,,,,,
player,201209090kan,atl,DeCoTh99,st_pct,24%,,,,,
player,201209090kan,atl,WeatSe99,pos,LB,,,,,
player,201209090kan,atl,WeatSe99,offense,0,,,,,
player,201209090kan,atl,WeatSe99,off_pct,0%,,,,,
player,201209090kan,atl,WeatSe99,defense,69,,,,,
player,201209090kan,atl,WeatSe99,def_pct,100%,,,,,
player,201209090kan,atl,WeatSe99,special_teams,6,,,,,
player,201209090kan,atl,WeatSe99,st_pct,21%,,,,,
player,201209090kan,atl,NichSt99,pos,LB,,,,,
player,201209090kan,atl,NichSt99,offense,0,,,,,
player,201209090kan,atl,NichSt99,off_pct,0%,,,,,
player,201209090kan,atl,NichSt99,defense,69,,,,,
player,201209090kan,atl,NichSt99,def_pct,100%,,,,,
player,201209090kan,atl,NichSt99,special_teams,6,,,,,
player,201209090kan,atl,NichSt99,st_pct,21%,,,,,
player,201209090kan,atl,MoorWi99,pos,SS,,,,,
player,201209090kan,atl,MoorWi99,offense,0,,,,,
player,201209090kan,atl,MoorWi99,off_pct,0%,,,,,
player,201209090kan,atl,MoorWi99,defense,69,,,,,
player,201209090kan,atl,MoorWi99,def_pct,100%,,,,,
player,201209090kan,atl,MoorWi99,special_teams,5,,,,,
player,201209090kan,atl,MoorWi99,st_pct,17%,,,,,
player,201209090kan,atl,SamuAs20,pos,CB,,,,,
player,201209090kan,atl,SamuAs20,offense,0,,,,,
player,201209090kan,atl,SamuAs20,off_pct,0%,,,,,
player,201209090kan,atl,SamuAs20,defense,69,,,,,
player,201209090kan,atl,SamuAs20,def_pct,100%,,,,,
player,201209090kan,atl,SamuAs20,special_teams,0,,,,,
player,201209090kan,atl,SamuAs20,st_pct,0%,,,,,
player,201209090kan,atl,RobiDu20,pos,CB,,,,,
player,201209090kan,atl,RobiDu20,offense,0,,,,,
player,201209090kan,atl,RobiDu20,off_pct,0%,,,,,
player,201209090kan,atl,RobiDu20,defense,58,,,,,
player,201209090kan,atl,RobiDu20,def_pct,84%,,,,,
player,201209090kan,atl,RobiDu20,special_teams,2,,,,,
player,201209090kan,atl,RobiDu20,st_pct,7%,,,,,
player,201209090kan,atl,JerrPe99,pos,DT,,,,,
player,201209090kan,atl,JerrPe99,offense,0,,,,,
player,201209090kan,atl,JerrPe99,off_pct,0%,,,,,
player,201209090kan,atl,JerrPe99,defense,55,,,,,
player,201209090kan,atl,JerrPe99,def_pct,80%,,,,,
player,201209090kan,atl,JerrPe99,special_teams,5,,,,,
player,201209090kan,atl,JerrPe99,st_pct,17%,,,,,
player,201209090kan,atl,GrimBr20,pos,CB,,,,,
player,201209090kan,atl,GrimBr20,offense,0,,,,,
player,201209090kan,atl,GrimBr20,off_pct,0%,,,,,
player,201209090kan,atl,GrimBr20,defense,52,,,,,
player,201209090kan,atl,GrimBr20,def_pct,75%,,,,,
player,201209090kan,atl,GrimBr20,special_teams,4,,,,,
player,201209090kan,atl,GrimBr20,st_pct,14%,,,,,
player,201209090kan,atl,BabiJo20,pos,DT,,,,,
player,201209090kan,atl,BabiJo20,offense,0,,,,,
player,201209090kan,atl,BabiJo20,off_pct,0%,,,,,
player,201209090kan,atl,BabiJo20,defense,51,,,,,
player,201209090kan,atl,BabiJo20,def_pct,74%,,,,,
player,201209090kan,atl,BabiJo20,special_teams,3,,,,,
player,201209090kan,atl,BabiJo20,st_pct,10%,,,,,
player,201209090kan,atl,BierKr99,pos,DE,,,,,
player,201209090kan,atl,BierKr99,offense,0,,,,,
player,201209090kan,atl,BierKr99,off_pct,0%,,,,,
player,201209090kan,atl,BierKr99,defense,49,,,,,
player,201209090kan,atl,BierKr99,def_pct,71%,,,,,
player,201209090kan,atl,BierKr99,special_teams,23,,,,,
player,201209090kan,atl,BierKr99,st_pct,79%,,,,,
player,201209090kan,atl,AbraJo00,pos,DE,,,,,
player,201209090kan,atl,AbraJo00,offense,0,,,,,
player,201209090kan,atl,AbraJo00,off_pct,0%,,,,,
player,201209090kan,atl,AbraJo00,defense,49,,,,,
player,201209090kan,atl,AbraJo00,def_pct,71%,,,,,
player,201209090kan,atl,AbraJo00,special_teams,0,,,,,
player,201209090kan,atl,AbraJo00,st_pct,0%,,,,,
player,201209090kan,atl,WalkVa99,pos,DT,,,,,
player,201209090kan,atl,WalkVa99,offense,0,,,,,
player,201209090kan,atl,WalkVa99,off_pct,0%,,,,,
player,201209090kan,atl,WalkVa99,defense,29,,,,,
player,201209090kan,atl,WalkVa99,def_pct,42%,,,,,
player,201209090kan,atl,WalkVa99,special_teams,2,,,,,
player,201209090kan,atl,WalkVa99,st_pct,7%,,,,,
player,201209090kan,atl,EdwaRa21,pos,DE,,,,,
player,201209090kan,atl,EdwaRa21,offense,0,,,,,
player,201209090kan,atl,EdwaRa21,off_pct,0%,,,,,
player,201209090kan,atl,EdwaRa21,defense,28,,,,,
player,201209090kan,atl,EdwaRa21,def_pct,41%,,,,,
player,201209090kan,atl,EdwaRa21,special_teams,4,,,,,
player,201209090kan,atl,EdwaRa21,st_pct,14%,,,,,
player,201209090kan,atl,OwenCh99,pos,CB,,,,,
player,201209090kan,atl,OwenCh99,offense,0,,,,,
player,201209090kan,atl,OwenCh99,off_pct,0%,,,,,
player,201209090kan,atl,OwenCh99,defense,16,,,,,
player,201209090kan,atl,OwenCh99,def_pct,23%,,,,,
player,201209090kan,atl,OwenCh99,special_teams,16,,,,,
player,201209090kan,atl,OwenCh99,st_pct,55%,,,,,
player,201209090kan,atl,MattCl01,pos,DE,,,,,
player,201209090kan,atl,MattCl01,offense,0,,,,,
player,201209090kan,atl,MattCl01,off_pct,0%,,,,,
player,201209090kan,atl,MattCl01,defense,12,,,,,
player,201209090kan,atl,MattCl01,def_pct,17%,,,,,
player,201209090kan,atl,MattCl01,special_teams,15,,,,,
player,201209090kan,atl,MattCl01,st_pct,52%,,,,,
player,201209090kan,atl,DentAk00,pos,LB,,,,,
player,201209090kan,atl,DentAk00,offense,0,,,,,
player,201209090kan,atl,DentAk00,off_pct,0%,,,,,
player,201209090kan,atl,DentAk00,defense,11,,,,,
player,201209090kan,atl,DentAk00,def_pct,16%,,,,,
player,201209090kan,atl,DentAk00,special_teams,7,,,,,
player,201209090kan,atl,DentAk00,st_pct,24%,,,,,
player,201209090kan,atl,RobeTr00,pos,DT,,,,,
player,201209090kan,atl,RobeTr00,offense,0,,,,,
player,201209090kan,atl,RobeTr00,off_pct,0%,,,,,
player,201209090kan,atl,RobeTr00,defense,3,,,,,
player,201209090kan,atl,RobeTr00,def_pct,4%,,,,,
player,201209090kan,atl,RobeTr00,special_teams,0,,,,,
player,201209090kan,atl,RobeTr00,st_pct,0%,,,,,
player,201209090kan,atl,FranDo99,pos,CB,,,,,
player,201209090kan,atl,FranDo99,offense,0,,,,,
player,201209090kan,atl,FranDo99,off_pct,0%,,,,,
player,201209090kan,atl,FranDo99,defense,1,,,,,
player,201209090kan,atl,FranDo99,def_pct,1%,,,,,
player,201209090kan,atl,FranDo99,special_teams,1,,,,,
player,201209090kan,atl,FranDo99,st_pct,3%,,,,,
player,201209090kan,atl,BoshMa00,pos,P,,,,,
player,201209090kan,atl,BoshMa00,offense,0,,,,,
player,201209090kan,atl,BoshMa00,off_pct,0%,,,,,
player,201209090kan,atl,BoshMa00,defense,0,,,,,
player,201209090kan,atl,BoshMa00,def_pct,0%,,,,,
player,201209090kan,atl,BoshMa00,special_teams,18,,,,,
player,201209090kan,atl,BoshMa00,st_pct,62%,,,,,
player,201209090kan,atl,SmitAn01,pos,RB,,,,,
player,201209090kan,atl,SmitAn01,offense,0,,,,,
player,201209090kan,atl,SmitAn01,off_pct,0%,,,,,
player,201209090kan,atl,SmitAn01,defense,0,,,,,
player,201209090kan,atl,SmitAn01,def_pct,0%,,,,,
player,201209090kan,atl,SmitAn01,special_teams,15,,,,,
player,201209090kan,atl,SmitAn01,st_pct,52%,,,,,
player,201209090kan,atl,JameRo99,pos,LB,,,,,
player,201209090kan,atl,JameRo99,offense,0,,,,,
player,201209090kan,atl,JameRo99,off_pct,0%,,,,,
player,201209090kan,atl,JameRo99,defense,0,,,,,
player,201209090kan,atl,JameRo99,def_pct,0%,,,,,
player,201209090kan,atl,JameRo99,special_teams,14,,,,,
player,201209090kan,atl,JameRo99,st_pct,48%,,,,,
player,201209090kan,atl,HopeCh21,pos,SS,,,,,
player,201209090kan,atl,HopeCh21,offense,0,,,,,
player,201209090kan,atl,HopeCh21,off_pct,0%,,,,,
player,201209090kan,atl,HopeCh21,defense,0,,,,,
player,201209090kan,atl,HopeCh21,def_pct,0%,,,,,
player,201209090kan,atl,HopeCh21,special_teams,11,,,,,
player,201209090kan,atl,HopeCh21,st_pct,38%,,,,,
player,201209090kan,atl,HarrJo02,pos,LS,,,,,
player,201209090kan,atl,HarrJo02,offense,0,,,,,
player,201209090kan,atl,HarrJo02,off_pct,0%,,,,,
player,201209090kan,atl,HarrJo02,defense,0,,,,,
player,201209090kan,atl,HarrJo02,def_pct,0%,,,,,
player,201209090kan,atl,HarrJo02,special_teams,9,,,,,
player,201209090kan,atl,HarrJo02,st_pct,31%,,,,,
player,201209090kan,atl,bryanmat01,pos,K,,,,,
player,201209090kan,atl,bryanmat01,offense,0,,,,,
player,201209090kan,atl,bryanmat01,off_pct,0%,,,,,
player,201209090kan,atl,bryanmat01,defense,0,,,,,
player,201209090kan,atl,bryanmat01,def_pct,0%,,,,,
player,201209090kan,atl,bryanmat01,special_teams,8,,,,,
player,201209090kan,atl,bryanmat01,st_pct,28%,,,,,
player,201209090kan,atl,PeteMi20,pos,LB,,,,,
player,201209090kan,atl,PeteMi20,offense,0,,,,,
player,201209090kan,atl,PeteMi20,off_pct,0%,,,,,
player,201209090kan,atl,PeteMi20,defense,0,,,,,
player,201209090kan,atl,PeteMi20,def_pct,0%,,,,,
player,201209090kan,atl,PeteMi20,special_teams,7,,,,,
player,201209090kan,atl,PeteMi20,st_pct,24%,,,,,
