game,2012,8,20121028,201210280oti,clt,"Indianapolis Colts",19,oti,"Tennessee Titans",13
team,201210280oti,clt,First Downs,30,,,,,,
team,201210280oti,oti,First Downs,20,,,,,,
team,201210280oti,clt,Rush-Yds-TDs,34-171-1,,,,,,
team,201210280oti,oti,Rush-Yds-TDs,25-112-0,,,,,,
team,201210280oti,clt,Cmp-Att-Yd-TD-INT,26-38-297-1-1,,,,,,
team,201210280oti,oti,Cmp-Att-Yd-TD-INT,22-29-236-1-0,,,,,,
team,201210280oti,clt,Sacked-Yards,2-11,,,,,,
team,201210280oti,oti,Sacked-Yards,2-9,,,,,,
team,201210280oti,clt,Net Pass Yards,286,,,,,,
team,201210280oti,oti,Net Pass Yards,227,,,,,,
team,201210280oti,clt,Total Yards,457,,,,,,
team,201210280oti,oti,Total Yards,339,,,,,,
team,201210280oti,clt,Fumbles-Lost,2-0,,,,,,
team,201210280oti,oti,Fumbles-Lost,1-0,,,,,,
team,201210280oti,clt,Turnovers,1,,,,,,
team,201210280oti,oti,Turnovers,0,,,,,,
team,201210280oti,clt,Penalties-Yards,5-45,,,,,,
team,201210280oti,oti,Penalties-Yards,8-65,,,,,,
team,201210280oti,clt,Third Down Conv.,6-12,,,,,,
team,201210280oti,oti,Third Down Conv.,5-11,,,,,,
team,201210280oti,clt,Fourth Down Conv.,1-1,,,,,,
team,201210280oti,oti,Fourth Down Conv.,0-0,,,,,,
team,201210280oti,clt,Time of Possession,33:56,,,,,,
team,201210280oti,oti,Time of Possession,30:53,,,,,,
player,201210280oti,clt,LuckAn00,pass_cmp,26,,,,,
player,201210280oti,clt,LuckAn00,pass_att,38,,,,,
player,201210280oti,clt,LuckAn00,pass_yds,297,,,,,
player,201210280oti,clt,LuckAn00,pass_td,1,,,,,
player,201210280oti,clt,LuckAn00,pass_int,1,,,,,
player,201210280oti,clt,LuckAn00,pass_sacked,2,,,,,
player,201210280oti,clt,LuckAn00,pass_sacked_yds,11,,,,,
player,201210280oti,clt,LuckAn00,pass_long,22,,,,,
player,201210280oti,clt,LuckAn00,pass_rating,89.5,,,,,
player,201210280oti,clt,LuckAn00,rush_att,6,,,,,
player,201210280oti,clt,LuckAn00,rush_yds,28,,,,,
player,201210280oti,clt,LuckAn00,rush_td,0,,,,,
player,201210280oti,clt,LuckAn00,rush_long,9,,,,,
player,201210280oti,clt,LuckAn00,targets,0,,,,,
player,201210280oti,clt,LuckAn00,rec,0,,,,,
player,201210280oti,clt,LuckAn00,rec_yds,0,,,,,
player,201210280oti,clt,LuckAn00,rec_td,0,,,,,
player,201210280oti,clt,LuckAn00,rec_long,0,,,,,
player,201210280oti,clt,LuckAn00,fumbles,1,,,,,
player,201210280oti,clt,LuckAn00,fumbles_lost,0,,,,,
player,201210280oti,clt,BrowDo00,pass_cmp,0,,,,,
player,201210280oti,clt,BrowDo00,pass_att,0,,,,,
player,201210280oti,clt,BrowDo00,pass_yds,0,,,,,
player,201210280oti,clt,BrowDo00,pass_td,0,,,,,
player,201210280oti,clt,BrowDo00,pass_int,0,,,,,
player,201210280oti,clt,BrowDo00,pass_sacked,0,,,,,
player,201210280oti,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201210280oti,clt,BrowDo00,pass_long,0,,,,,
player,201210280oti,clt,BrowDo00,pass_rating,,,,,,
player,201210280oti,clt,BrowDo00,rush_att,14,,,,,
player,201210280oti,clt,BrowDo00,rush_yds,80,,,,,
player,201210280oti,clt,BrowDo00,rush_td,0,,,,,
player,201210280oti,clt,BrowDo00,rush_long,19,,,,,
player,201210280oti,clt,BrowDo00,targets,1,,,,,
player,201210280oti,clt,BrowDo00,rec,0,,,,,
player,201210280oti,clt,BrowDo00,rec_yds,0,,,,,
player,201210280oti,clt,BrowDo00,rec_td,0,,,,,
player,201210280oti,clt,BrowDo00,rec_long,0,,,,,
player,201210280oti,clt,BrowDo00,fumbles,0,,,,,
player,201210280oti,clt,BrowDo00,fumbles_lost,0,,,,,
player,201210280oti,clt,BallVi00,pass_cmp,0,,,,,
player,201210280oti,clt,BallVi00,pass_att,0,,,,,
player,201210280oti,clt,BallVi00,pass_yds,0,,,,,
player,201210280oti,clt,BallVi00,pass_td,0,,,,,
player,201210280oti,clt,BallVi00,pass_int,0,,,,,
player,201210280oti,clt,BallVi00,pass_sacked,0,,,,,
player,201210280oti,clt,BallVi00,pass_sacked_yds,0,,,,,
player,201210280oti,clt,BallVi00,pass_long,0,,,,,
player,201210280oti,clt,BallVi00,pass_rating,,,,,,
player,201210280oti,clt,BallVi00,rush_att,12,,,,,
player,201210280oti,clt,BallVi00,rush_yds,55,,,,,
player,201210280oti,clt,BallVi00,rush_td,0,,,,,
player,201210280oti,clt,BallVi00,rush_long,17,,,,,
player,201210280oti,clt,BallVi00,targets,1,,,,,
player,201210280oti,clt,BallVi00,rec,1,,,,,
player,201210280oti,clt,BallVi00,rec_yds,16,,,,,
player,201210280oti,clt,BallVi00,rec_td,1,,,,,
player,201210280oti,clt,BallVi00,rec_long,16,,,,,
player,201210280oti,clt,BallVi00,fumbles,0,,,,,
player,201210280oti,clt,BallVi00,fumbles_lost,0,,,,,
player,201210280oti,clt,CartDe01,pass_cmp,0,,,,,
player,201210280oti,clt,CartDe01,pass_att,0,,,,,
player,201210280oti,clt,CartDe01,pass_yds,0,,,,,
player,201210280oti,clt,CartDe01,pass_td,0,,,,,
player,201210280oti,clt,CartDe01,pass_int,0,,,,,
player,201210280oti,clt,CartDe01,pass_sacked,0,,,,,
player,201210280oti,clt,CartDe01,pass_sacked_yds,0,,,,,
player,201210280oti,clt,CartDe01,pass_long,0,,,,,
player,201210280oti,clt,CartDe01,pass_rating,,,,,,
player,201210280oti,clt,CartDe01,rush_att,2,,,,,
player,201210280oti,clt,CartDe01,rush_yds,8,,,,,
player,201210280oti,clt,CartDe01,rush_td,1,,,,,
player,201210280oti,clt,CartDe01,rush_long,7,,,,,
player,201210280oti,clt,CartDe01,targets,0,,,,,
player,201210280oti,clt,CartDe01,rec,0,,,,,
player,201210280oti,clt,CartDe01,rec_yds,0,,,,,
player,201210280oti,clt,CartDe01,rec_td,0,,,,,
player,201210280oti,clt,CartDe01,rec_long,0,,,,,
player,201210280oti,clt,CartDe01,fumbles,0,,,,,
player,201210280oti,clt,CartDe01,fumbles_lost,0,,,,,
player,201210280oti,clt,WaynRe00,pass_cmp,0,,,,,
player,201210280oti,clt,WaynRe00,pass_att,0,,,,,
player,201210280oti,clt,WaynRe00,pass_yds,0,,,,,
player,201210280oti,clt,WaynRe00,pass_td,0,,,,,
player,201210280oti,clt,WaynRe00,pass_int,0,,,,,
player,201210280oti,clt,WaynRe00,pass_sacked,0,,,,,
player,201210280oti,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201210280oti,clt,WaynRe00,pass_long,0,,,,,
player,201210280oti,clt,WaynRe00,pass_rating,,,,,,
player,201210280oti,clt,WaynRe00,rush_att,0,,,,,
player,201210280oti,clt,WaynRe00,rush_yds,0,,,,,
player,201210280oti,clt,WaynRe00,rush_td,0,,,,,
player,201210280oti,clt,WaynRe00,rush_long,0,,,,,
player,201210280oti,clt,WaynRe00,targets,11,,,,,
