game,2012,13,20121202,201212020chi,sea,"Seattle Seahawks",23,chi,"Chicago Bears",17
player,201212020chi,sea,TateGo00,pass_td,0,,,,,
player,201212020chi,sea,TateGo00,pass_int,0,,,,,
player,201212020chi,sea,TateGo00,pass_sacked,0,,,,,
player,201212020chi,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201212020chi,sea,TateGo00,pass_long,0,,,,,
player,201212020chi,sea,TateGo00,pass_rating,,,,,,
player,201212020chi,sea,TateGo00,rush_att,0,,,,,
player,201212020chi,sea,TateGo00,rush_yds,0,,,,,
player,201212020chi,sea,TateGo00,rush_td,0,,,,,
player,201212020chi,sea,TateGo00,rush_long,0,,,,,
player,201212020chi,sea,TateGo00,targets,6,,,,,
player,201212020chi,sea,TateGo00,rec,5,,,,,
player,201212020chi,sea,TateGo00,rec_yds,96,,,,,
player,201212020chi,sea,TateGo00,rec_td,1,,,,,
player,201212020chi,sea,TateGo00,rec_long,49,,,,,
player,201212020chi,sea,TateGo00,fumbles,0,,,,,
player,201212020chi,sea,TateGo00,fumbles_lost,0,,,,,
player,201212020chi,sea,BaldDo00,pass_cmp,0,,,,,
player,201212020chi,sea,BaldDo00,pass_att,0,,,,,
player,201212020chi,sea,BaldDo00,pass_yds,0,,,,,
player,201212020chi,sea,BaldDo00,pass_td,0,,,,,
player,201212020chi,sea,BaldDo00,pass_int,0,,,,,
player,201212020chi,sea,BaldDo00,pass_sacked,0,,,,,
player,201212020chi,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201212020chi,sea,BaldDo00,pass_long,0,,,,,
player,201212020chi,sea,BaldDo00,pass_rating,,,,,,
player,201212020chi,sea,BaldDo00,rush_att,0,,,,,
player,201212020chi,sea,BaldDo00,rush_yds,0,,,,,
player,201212020chi,sea,BaldDo00,rush_td,0,,,,,
player,201212020chi,sea,BaldDo00,rush_long,0,,,,,
player,201212020chi,sea,BaldDo00,targets,5,,,,,
player,201212020chi,sea,BaldDo00,rec,4,,,,,
player,201212020chi,sea,BaldDo00,rec_yds,46,,,,,
player,201212020chi,sea,BaldDo00,rec_td,0,,,,,
player,201212020chi,sea,BaldDo00,rec_long,20,,,,,
player,201212020chi,sea,BaldDo00,fumbles,0,,,,,
player,201212020chi,sea,BaldDo00,fumbles_lost,0,,,,,
player,201212020chi,sea,McCoAn00,pass_cmp,0,,,,,
player,201212020chi,sea,McCoAn00,pass_att,0,,,,,
player,201212020chi,sea,McCoAn00,pass_yds,0,,,,,
player,201212020chi,sea,McCoAn00,pass_td,0,,,,,
player,201212020chi,sea,McCoAn00,pass_int,0,,,,,
player,201212020chi,sea,McCoAn00,pass_sacked,0,,,,,
player,201212020chi,sea,McCoAn00,pass_sacked_yds,0,,,,,
player,201212020chi,sea,McCoAn00,pass_long,0,,,,,
player,201212020chi,sea,McCoAn00,pass_rating,,,,,,
player,201212020chi,sea,McCoAn00,rush_att,0,,,,,
player,201212020chi,sea,McCoAn00,rush_yds,0,,,,,
player,201212020chi,sea,McCoAn00,rush_td,0,,,,,
player,201212020chi,sea,McCoAn00,rush_long,0,,,,,
player,201212020chi,sea,McCoAn00,targets,1,,,,,
player,201212020chi,sea,McCoAn00,rec,1,,,,,
player,201212020chi,sea,McCoAn00,rec_yds,11,,,,,
player,201212020chi,sea,McCoAn00,rec_td,0,,,,,
player,201212020chi,sea,McCoAn00,rec_long,11,,,,,
player,201212020chi,sea,McCoAn00,fumbles,0,,,,,
player,201212020chi,sea,McCoAn00,fumbles_lost,0,,,,,
player,201212020chi,sea,MillZa01,pass_cmp,0,,,,,
player,201212020chi,sea,MillZa01,pass_att,0,,,,,
player,201212020chi,sea,MillZa01,pass_yds,0,,,,,
player,201212020chi,sea,MillZa01,pass_td,0,,,,,
player,201212020chi,sea,MillZa01,pass_int,0,,,,,
player,201212020chi,sea,MillZa01,pass_sacked,0,,,,,
player,201212020chi,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201212020chi,sea,MillZa01,pass_long,0,,,,,
player,201212020chi,sea,MillZa01,pass_rating,,,,,,
player,201212020chi,sea,MillZa01,rush_att,0,,,,,
player,201212020chi,sea,MillZa01,rush_yds,0,,,,,
player,201212020chi,sea,MillZa01,rush_td,0,,,,,
player,201212020chi,sea,MillZa01,rush_long,0,,,,,
player,201212020chi,sea,MillZa01,targets,6,,,,,
player,201212020chi,sea,MillZa01,rec,2,,,,,
player,201212020chi,sea,MillZa01,rec_yds,7,,,,,
player,201212020chi,sea,MillZa01,rec_td,0,,,,,
player,201212020chi,sea,MillZa01,rec_long,7,,,,,
player,201212020chi,sea,MillZa01,fumbles,0,,,,,
player,201212020chi,sea,MillZa01,fumbles_lost,0,,,,,
player,201212020chi,sea,EdwaBr00,pass_cmp,0,,,,,
player,201212020chi,sea,EdwaBr00,pass_att,0,,,,,
player,201212020chi,sea,EdwaBr00,pass_yds,0,,,,,
player,201212020chi,sea,EdwaBr00,pass_td,0,,,,,
player,201212020chi,sea,EdwaBr00,pass_int,0,,,,,
player,201212020chi,sea,EdwaBr00,pass_sacked,0,,,,,
player,201212020chi,sea,EdwaBr00,pass_sacked_yds,0,,,,,
player,201212020chi,sea,EdwaBr00,pass_long,0,,,,,
player,201212020chi,sea,EdwaBr00,pass_rating,,,,,,
player,201212020chi,sea,EdwaBr00,rush_att,0,,,,,
player,201212020chi,sea,EdwaBr00,rush_yds,0,,,,,
player,201212020chi,sea,EdwaBr00,rush_td,0,,,,,
player,201212020chi,sea,EdwaBr00,rush_long,0,,,,,
player,201212020chi,sea,EdwaBr00,targets,2,,,,,
player,201212020chi,sea,EdwaBr00,rec,0,,,,,
player,201212020chi,sea,EdwaBr00,rec_yds,0,,,,,
player,201212020chi,sea,EdwaBr00,rec_td,0,,,,,
player,201212020chi,sea,EdwaBr00,rec_long,0,,,,,
player,201212020chi,sea,EdwaBr00,fumbles,0,,,,,
player,201212020chi,sea,EdwaBr00,fumbles_lost,0,,,,,
player,201212020chi,chi,CutlJa00,pass_cmp,17,,,,,
player,201212020chi,chi,CutlJa00,pass_att,26,,,,,
player,201212020chi,chi,CutlJa00,pass_yds,233,,,,,
player,201212020chi,chi,CutlJa00,pass_td,2,,,,,
player,201212020chi,chi,CutlJa00,pass_int,0,,,,,
player,201212020chi,chi,CutlJa00,pass_sacked,0,,,,,
player,201212020chi,chi,CutlJa00,pass_sacked_yds,0,,,,,
player,201212020chi,chi,CutlJa00,pass_long,56,,,,,
player,201212020chi,chi,CutlJa00,pass_rating,119.6,,,,,
player,201212020chi,chi,CutlJa00,rush_att,5,,,,,
player,201212020chi,chi,CutlJa00,rush_yds,27,,,,,
player,201212020chi,chi,CutlJa00,rush_td,0,,,,,
player,201212020chi,chi,CutlJa00,rush_long,8,,,,,
player,201212020chi,chi,CutlJa00,targets,0,,,,,
player,201212020chi,chi,CutlJa00,rec,0,,,,,
player,201212020chi,chi,CutlJa00,rec_yds,0,,,,,
player,201212020chi,chi,CutlJa00,rec_td,0,,,,,
player,201212020chi,chi,CutlJa00,rec_long,0,,,,,
player,201212020chi,chi,CutlJa00,fumbles,1,,,,,
player,201212020chi,chi,CutlJa00,fumbles_lost,0,,,,,
player,201212020chi,chi,FortMa00,pass_cmp,0,,,,,
player,201212020chi,chi,FortMa00,pass_att,0,,,,,
player,201212020chi,chi,FortMa00,pass_yds,0,,,,,
player,201212020chi,chi,FortMa00,pass_td,0,,,,,
player,201212020chi,chi,FortMa00,pass_int,0,,,,,
player,201212020chi,chi,FortMa00,pass_sacked,0,,,,,
player,201212020chi,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201212020chi,chi,FortMa00,pass_long,0,,,,,
player,201212020chi,chi,FortMa00,pass_rating,,,,,,
player,201212020chi,chi,FortMa00,rush_att,21,,,,,
player,201212020chi,chi,FortMa00,rush_yds,66,,,,,
player,201212020chi,chi,FortMa00,rush_td,0,,,,,
player,201212020chi,chi,FortMa00,rush_long,10,,,,,
player,201212020chi,chi,FortMa00,targets,3,,,,,
player,201212020chi,chi,FortMa00,rec,3,,,,,
player,201212020chi,chi,FortMa00,rec_yds,30,,,,,
player,201212020chi,chi,FortMa00,rec_td,1,,,,,
player,201212020chi,chi,FortMa00,rec_long,12,,,,,
player,201212020chi,chi,FortMa00,fumbles,0,,,,,
player,201212020chi,chi,FortMa00,fumbles_lost,0,,,,,
player,201212020chi,chi,BushMi00,pass_cmp,0,,,,,
player,201212020chi,chi,BushMi00,pass_att,0,,,,,
player,201212020chi,chi,BushMi00,pass_yds,0,,,,,
player,201212020chi,chi,BushMi00,pass_td,0,,,,,
player,201212020chi,chi,BushMi00,pass_int,0,,,,,
player,201212020chi,chi,BushMi00,pass_sacked,0,,,,,
player,201212020chi,chi,BushMi00,pass_sacked_yds,0,,,,,
player,201212020chi,chi,BushMi00,pass_long,0,,,,,
player,201212020chi,chi,BushMi00,pass_rating,,,,,,
player,201212020chi,chi,BushMi00,rush_att,7,,,,,
player,201212020chi,chi,BushMi00,rush_yds,39,,,,,
player,201212020chi,chi,BushMi00,rush_td,0,,,,,
player,201212020chi,chi,BushMi00,rush_long,15,,,,,
player,201212020chi,chi,BushMi00,targets,1,,,,,
player,201212020chi,chi,BushMi00,rec,0,,,,,
player,201212020chi,chi,BushMi00,rec_yds,0,,,,,
player,201212020chi,chi,BushMi00,rec_td,0,,,,,
player,201212020chi,chi,BushMi00,rec_long,0,,,,,
player,201212020chi,chi,BushMi00,fumbles,0,,,,,
player,201212020chi,chi,BushMi00,fumbles_lost,0,,,,,
player,201212020chi,chi,MarsBr00,pass_cmp,0,,,,,
player,201212020chi,chi,MarsBr00,pass_att,0,,,,,
player,201212020chi,chi,MarsBr00,pass_yds,0,,,,,
player,201212020chi,chi,MarsBr00,pass_td,0,,,,,
player,201212020chi,chi,MarsBr00,pass_int,0,,,,,
player,201212020chi,chi,MarsBr00,pass_sacked,0,,,,,
player,201212020chi,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201212020chi,chi,MarsBr00,pass_long,0,,,,,
player,201212020chi,chi,MarsBr00,pass_rating,,,,,,
player,201212020chi,chi,MarsBr00,rush_att,0,,,,,
player,201212020chi,chi,MarsBr00,rush_yds,0,,,,,
player,201212020chi,chi,MarsBr00,rush_td,0,,,,,
player,201212020chi,chi,MarsBr00,rush_long,0,,,,,
player,201212020chi,chi,MarsBr00,targets,14,,,,,
player,201212020chi,chi,MarsBr00,rec,10,,,,,
player,201212020chi,chi,MarsBr00,rec_yds,165,,,,,
player,201212020chi,chi,MarsBr00,rec_td,0,,,,,
player,201212020chi,chi,MarsBr00,rec_long,56,,,,,
player,201212020chi,chi,MarsBr00,fumbles,1,,,,,
player,201212020chi,chi,MarsBr00,fumbles_lost,0,,,,,
player,201212020chi,chi,WeemEr00,pass_cmp,0,,,,,
player,201212020chi,chi,WeemEr00,pass_att,0,,,,,
player,201212020chi,chi,WeemEr00,pass_yds,0,,,,,
player,201212020chi,chi,WeemEr00,pass_td,0,,,,,
player,201212020chi,chi,WeemEr00,pass_int,0,,,,,
player,201212020chi,chi,WeemEr00,pass_sacked,0,,,,,
player,201212020chi,chi,WeemEr00,pass_sacked_yds,0,,,,,
player,201212020chi,chi,WeemEr00,pass_long,0,,,,,
player,201212020chi,chi,WeemEr00,pass_rating,,,,,,
player,201212020chi,chi,WeemEr00,rush_att,0,,,,,
player,201212020chi,chi,WeemEr00,rush_yds,0,,,,,
player,201212020chi,chi,WeemEr00,rush_td,0,,,,,
player,201212020chi,chi,WeemEr00,rush_long,0,,,,,
player,201212020chi,chi,WeemEr00,targets,2,,,,,
player,201212020chi,chi,WeemEr00,rec,1,,,,,
player,201212020chi,chi,WeemEr00,rec_yds,18,,,,,
player,201212020chi,chi,WeemEr00,rec_td,0,,,,,
player,201212020chi,chi,WeemEr00,rec_long,18,,,,,
player,201212020chi,chi,WeemEr00,fumbles,1,,,,,
player,201212020chi,chi,WeemEr00,fumbles_lost,0,,,,,
player,201212020chi,chi,BennEa00,pass_cmp,0,,,,,
player,201212020chi,chi,BennEa00,pass_att,0,,,,,
player,201212020chi,chi,BennEa00,pass_yds,0,,,,,
player,201212020chi,chi,BennEa00,pass_td,0,,,,,
player,201212020chi,chi,BennEa00,pass_int,0,,,,,
player,201212020chi,chi,BennEa00,pass_sacked,0,,,,,
player,201212020chi,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201212020chi,chi,BennEa00,pass_long,0,,,,,
player,201212020chi,chi,BennEa00,pass_rating,,,,,,
player,201212020chi,chi,BennEa00,rush_att,0,,,,,
player,201212020chi,chi,BennEa00,rush_yds,0,,,,,
player,201212020chi,chi,BennEa00,rush_td,0,,,,,
player,201212020chi,chi,BennEa00,rush_long,0,,,,,
player,201212020chi,chi,BennEa00,targets,3,,,,,
player,201212020chi,chi,BennEa00,rec,1,,,,,
player,201212020chi,chi,BennEa00,rec_yds,12,,,,,
player,201212020chi,chi,BennEa00,rec_td,1,,,,,
player,201212020chi,chi,BennEa00,rec_long,12,,,,,
player,201212020chi,chi,BennEa00,fumbles,0,,,,,
player,201212020chi,chi,BennEa00,fumbles_lost,0,,,,,
player,201212020chi,chi,RodrEv00,pass_cmp,0,,,,,
player,201212020chi,chi,RodrEv00,pass_att,0,,,,,
player,201212020chi,chi,RodrEv00,pass_yds,0,,,,,
player,201212020chi,chi,RodrEv00,pass_td,0,,,,,
player,201212020chi,chi,RodrEv00,pass_int,0,,,,,
player,201212020chi,chi,RodrEv00,pass_sacked,0,,,,,
player,201212020chi,chi,RodrEv00,pass_sacked_yds,0,,,,,
player,201212020chi,chi,RodrEv00,pass_long,0,,,,,
player,201212020chi,chi,RodrEv00,pass_rating,,,,,,
player,201212020chi,chi,RodrEv00,rush_att,0,,,,,
player,201212020chi,chi,RodrEv00,rush_yds,0,,,,,
player,201212020chi,chi,RodrEv00,rush_td,0,,,,,
player,201212020chi,chi,RodrEv00,rush_long,0,,,,,
player,201212020chi,chi,RodrEv00,targets,2,,,,,
player,201212020chi,chi,RodrEv00,rec,2,,,,,
player,201212020chi,chi,RodrEv00,rec_yds,8,,,,,
player,201212020chi,chi,RodrEv00,rec_td,0,,,,,
player,201212020chi,chi,RodrEv00,rec_long,8,,,,,
player,201212020chi,chi,RodrEv00,fumbles,0,,,,,
player,201212020chi,chi,RodrEv00,fumbles_lost,0,,,,,
player,201212020chi,chi,DaviKe01,pass_cmp,0,,,,,
player,201212020chi,chi,DaviKe01,pass_att,0,,,,,
player,201212020chi,chi,DaviKe01,pass_yds,0,,,,,
player,201212020chi,chi,DaviKe01,pass_td,0,,,,,
player,201212020chi,chi,DaviKe01,pass_int,0,,,,,
player,201212020chi,chi,DaviKe01,pass_sacked,0,,,,,
player,201212020chi,chi,DaviKe01,pass_sacked_yds,0,,,,,
player,201212020chi,chi,DaviKe01,pass_long,0,,,,,
player,201212020chi,chi,DaviKe01,pass_rating,,,,,,
player,201212020chi,chi,DaviKe01,rush_att,0,,,,,
player,201212020chi,chi,DaviKe01,rush_yds,0,,,,,
player,201212020chi,chi,DaviKe01,rush_td,0,,,,,
player,201212020chi,chi,DaviKe01,rush_long,0,,,,,
player,201212020chi,chi,DaviKe01,targets,1,,,,,
player,201212020chi,chi,DaviKe01,rec,0,,,,,
player,201212020chi,chi,DaviKe01,rec_yds,0,,,,,
player,201212020chi,chi,DaviKe01,rec_td,0,,,,,
player,201212020chi,chi,DaviKe01,rec_long,0,,,,,
player,201212020chi,chi,DaviKe01,fumbles,0,,,,,
player,201212020chi,chi,DaviKe01,fumbles_lost,0,,,,,
player,201212020chi,sea,WagnBo00,def_int,0,,,,,
player,201212020chi,sea,WagnBo00,def_int_yds,0,,,,,
player,201212020chi,sea,WagnBo00,def_int_td,0,,,,,
player,201212020chi,sea,WagnBo00,def_int_long,0,,,,,
player,201212020chi,sea,WagnBo00,pass_defended,0,,,,,
player,201212020chi,sea,WagnBo00,sacks,0.0,,,,,
player,201212020chi,sea,WagnBo00,tackles_combined,11,,,,,
player,201212020chi,sea,WagnBo00,tackles_solo,9,,,,,
player,201212020chi,sea,WagnBo00,tackles_assists,2,,,,,
player,201212020chi,sea,WagnBo00,tackles_loss,1,,,,,
player,201212020chi,sea,WagnBo00,qb_hits,0,,,,,
player,201212020chi,sea,WagnBo00,fumbles_rec,0,,,,,
player,201212020chi,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201212020chi,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201212020chi,sea,WagnBo00,fumbles_forced,0,,,,,
player,201212020chi,sea,ChanKa99,def_int,0,,,,,
player,201212020chi,sea,ChanKa99,def_int_yds,0,,,,,
player,201212020chi,sea,ChanKa99,def_int_td,0,,,,,
player,201212020chi,sea,ChanKa99,def_int_long,0,,,,,
player,201212020chi,sea,ChanKa99,pass_defended,0,,,,,
player,201212020chi,sea,ChanKa99,sacks,0.0,,,,,
player,201212020chi,sea,ChanKa99,tackles_combined,8,,,,,
player,201212020chi,sea,ChanKa99,tackles_solo,7,,,,,
player,201212020chi,sea,ChanKa99,tackles_assists,1,,,,,
player,201212020chi,sea,ChanKa99,tackles_loss,0,,,,,
player,201212020chi,sea,ChanKa99,qb_hits,0,,,,,
player,201212020chi,sea,ChanKa99,fumbles_rec,0,,,,,
player,201212020chi,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201212020chi,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201212020chi,sea,ChanKa99,fumbles_forced,0,,,,,
player,201212020chi,sea,BrowBr00,def_int,0,,,,,
player,201212020chi,sea,BrowBr00,def_int_yds,0,,,,,
player,201212020chi,sea,BrowBr00,def_int_td,0,,,,,
player,201212020chi,sea,BrowBr00,def_int_long,0,,,,,
player,201212020chi,sea,BrowBr00,pass_defended,0,,,,,
player,201212020chi,sea,BrowBr00,sacks,0.0,,,,,
player,201212020chi,sea,BrowBr00,tackles_combined,6,,,,,
player,201212020chi,sea,BrowBr00,tackles_solo,6,,,,,
player,201212020chi,sea,BrowBr00,tackles_assists,0,,,,,
player,201212020chi,sea,BrowBr00,tackles_loss,0,,,,,
player,201212020chi,sea,BrowBr00,qb_hits,0,,,,,
player,201212020chi,sea,BrowBr00,fumbles_rec,0,,,,,
player,201212020chi,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201212020chi,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201212020chi,sea,BrowBr00,fumbles_forced,1,,,,,
player,201212020chi,sea,WrigK.00,def_int,0,,,,,
player,201212020chi,sea,WrigK.00,def_int_yds,0,,,,,
player,201212020chi,sea,WrigK.00,def_int_td,0,,,,,
player,201212020chi,sea,WrigK.00,def_int_long,0,,,,,
player,201212020chi,sea,WrigK.00,pass_defended,0,,,,,
player,201212020chi,sea,WrigK.00,sacks,0.0,,,,,
player,201212020chi,sea,WrigK.00,tackles_combined,6,,,,,
