game,2012,5,20121007,201210070nyg,cle,"Cleveland Browns",27,nyg,"New York Giants",41
player,201210070nyg,nyg,JoseLi99,qb_hits,0,,,,,
player,201210070nyg,nyg,JoseLi99,fumbles_rec,0,,,,,
player,201210070nyg,nyg,JoseLi99,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,JoseLi99,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,JoseLi99,fumbles_forced,0,,,,,
player,201210070nyg,nyg,AustMa00,def_int,0,,,,,
player,201210070nyg,nyg,AustMa00,def_int_yds,0,,,,,
player,201210070nyg,nyg,AustMa00,def_int_td,0,,,,,
player,201210070nyg,nyg,AustMa00,def_int_long,0,,,,,
player,201210070nyg,nyg,AustMa00,pass_defended,0,,,,,
player,201210070nyg,nyg,AustMa00,sacks,0.0,,,,,
player,201210070nyg,nyg,AustMa00,tackles_combined,2,,,,,
player,201210070nyg,nyg,AustMa00,tackles_solo,0,,,,,
player,201210070nyg,nyg,AustMa00,tackles_assists,2,,,,,
player,201210070nyg,nyg,AustMa00,tackles_loss,0,,,,,
player,201210070nyg,nyg,AustMa00,qb_hits,0,,,,,
player,201210070nyg,nyg,AustMa00,fumbles_rec,0,,,,,
player,201210070nyg,nyg,AustMa00,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,AustMa00,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,AustMa00,fumbles_forced,0,,,,,
player,201210070nyg,nyg,CoexMi99,def_int,0,,,,,
player,201210070nyg,nyg,CoexMi99,def_int_yds,0,,,,,
player,201210070nyg,nyg,CoexMi99,def_int_td,0,,,,,
player,201210070nyg,nyg,CoexMi99,def_int_long,0,,,,,
player,201210070nyg,nyg,CoexMi99,pass_defended,0,,,,,
player,201210070nyg,nyg,CoexMi99,sacks,0.0,,,,,
player,201210070nyg,nyg,CoexMi99,tackles_combined,2,,,,,
player,201210070nyg,nyg,CoexMi99,tackles_solo,2,,,,,
player,201210070nyg,nyg,CoexMi99,tackles_assists,0,,,,,
player,201210070nyg,nyg,CoexMi99,tackles_loss,0,,,,,
player,201210070nyg,nyg,CoexMi99,qb_hits,0,,,,,
player,201210070nyg,nyg,CoexMi99,fumbles_rec,0,,,,,
player,201210070nyg,nyg,CoexMi99,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,CoexMi99,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,CoexMi99,fumbles_forced,0,,,,,
player,201210070nyg,nyg,HerzMa00,def_int,0,,,,,
player,201210070nyg,nyg,HerzMa00,def_int_yds,0,,,,,
player,201210070nyg,nyg,HerzMa00,def_int_td,0,,,,,
player,201210070nyg,nyg,HerzMa00,def_int_long,0,,,,,
player,201210070nyg,nyg,HerzMa00,pass_defended,0,,,,,
player,201210070nyg,nyg,HerzMa00,sacks,0.0,,,,,
player,201210070nyg,nyg,HerzMa00,tackles_combined,2,,,,,
player,201210070nyg,nyg,HerzMa00,tackles_solo,1,,,,,
player,201210070nyg,nyg,HerzMa00,tackles_assists,1,,,,,
player,201210070nyg,nyg,HerzMa00,tackles_loss,0,,,,,
player,201210070nyg,nyg,HerzMa00,qb_hits,0,,,,,
player,201210070nyg,nyg,HerzMa00,fumbles_rec,0,,,,,
player,201210070nyg,nyg,HerzMa00,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,HerzMa00,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,HerzMa00,fumbles_forced,0,,,,,
player,201210070nyg,nyg,KiwaMa20,def_int,0,,,,,
player,201210070nyg,nyg,KiwaMa20,def_int_yds,0,,,,,
player,201210070nyg,nyg,KiwaMa20,def_int_td,0,,,,,
player,201210070nyg,nyg,KiwaMa20,def_int_long,0,,,,,
player,201210070nyg,nyg,KiwaMa20,pass_defended,0,,,,,
player,201210070nyg,nyg,KiwaMa20,sacks,0.0,,,,,
player,201210070nyg,nyg,KiwaMa20,tackles_combined,2,,,,,
player,201210070nyg,nyg,KiwaMa20,tackles_solo,1,,,,,
player,201210070nyg,nyg,KiwaMa20,tackles_assists,1,,,,,
player,201210070nyg,nyg,KiwaMa20,tackles_loss,0,,,,,
player,201210070nyg,nyg,KiwaMa20,qb_hits,0,,,,,
player,201210070nyg,nyg,KiwaMa20,fumbles_rec,0,,,,,
player,201210070nyg,nyg,KiwaMa20,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,KiwaMa20,fumbles_forced,0,,,,,
player,201210070nyg,nyg,KuhnMa00,def_int,0,,,,,
player,201210070nyg,nyg,KuhnMa00,def_int_yds,0,,,,,
player,201210070nyg,nyg,KuhnMa00,def_int_td,0,,,,,
player,201210070nyg,nyg,KuhnMa00,def_int_long,0,,,,,
player,201210070nyg,nyg,KuhnMa00,pass_defended,2,,,,,
player,201210070nyg,nyg,KuhnMa00,sacks,0.0,,,,,
player,201210070nyg,nyg,KuhnMa00,tackles_combined,2,,,,,
player,201210070nyg,nyg,KuhnMa00,tackles_solo,1,,,,,
player,201210070nyg,nyg,KuhnMa00,tackles_assists,1,,,,,
player,201210070nyg,nyg,KuhnMa00,tackles_loss,0,,,,,
player,201210070nyg,nyg,KuhnMa00,qb_hits,0,,,,,
player,201210070nyg,nyg,KuhnMa00,fumbles_rec,0,,,,,
player,201210070nyg,nyg,KuhnMa00,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,KuhnMa00,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,KuhnMa00,fumbles_forced,0,,,,,
player,201210070nyg,nyg,PierJa99,def_int,0,,,,,
player,201210070nyg,nyg,PierJa99,def_int_yds,0,,,,,
player,201210070nyg,nyg,PierJa99,def_int_td,0,,,,,
player,201210070nyg,nyg,PierJa99,def_int_long,0,,,,,
player,201210070nyg,nyg,PierJa99,pass_defended,1,,,,,
player,201210070nyg,nyg,PierJa99,sacks,0.0,,,,,
player,201210070nyg,nyg,PierJa99,tackles_combined,2,,,,,
player,201210070nyg,nyg,PierJa99,tackles_solo,1,,,,,
player,201210070nyg,nyg,PierJa99,tackles_assists,1,,,,,
player,201210070nyg,nyg,PierJa99,tackles_loss,0,,,,,
player,201210070nyg,nyg,PierJa99,qb_hits,0,,,,,
player,201210070nyg,nyg,PierJa99,fumbles_rec,0,,,,,
player,201210070nyg,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,PierJa99,fumbles_forced,0,,,,,
player,201210070nyg,nyg,TracAd99,def_int,0,,,,,
player,201210070nyg,nyg,TracAd99,def_int_yds,0,,,,,
player,201210070nyg,nyg,TracAd99,def_int_td,0,,,,,
player,201210070nyg,nyg,TracAd99,def_int_long,0,,,,,
player,201210070nyg,nyg,TracAd99,pass_defended,0,,,,,
player,201210070nyg,nyg,TracAd99,sacks,0.0,,,,,
player,201210070nyg,nyg,TracAd99,tackles_combined,2,,,,,
player,201210070nyg,nyg,TracAd99,tackles_solo,2,,,,,
player,201210070nyg,nyg,TracAd99,tackles_assists,0,,,,,
player,201210070nyg,nyg,TracAd99,tackles_loss,0,,,,,
player,201210070nyg,nyg,TracAd99,qb_hits,0,,,,,
player,201210070nyg,nyg,TracAd99,fumbles_rec,0,,,,,
player,201210070nyg,nyg,TracAd99,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,TracAd99,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,TracAd99,fumbles_forced,0,,,,,
player,201210070nyg,cle,CribJo01,kick_ret,6,,,,,
player,201210070nyg,cle,CribJo01,kick_ret_yds,221,,,,,
player,201210070nyg,cle,CribJo01,kick_ret_yds_per_ret,36.8,,,,,
player,201210070nyg,cle,CribJo01,kick_ret_td,0,,,,,
player,201210070nyg,cle,CribJo01,kick_ret_long,74,,,,,
player,201210070nyg,cle,CribJo01,punt_ret,1,,,,,
player,201210070nyg,cle,CribJo01,punt_ret_yds,12,,,,,
player,201210070nyg,cle,CribJo01,punt_ret_yds_per_ret,12.0,,,,,
player,201210070nyg,cle,CribJo01,punt_ret_td,0,,,,,
player,201210070nyg,cle,CribJo01,punt_ret_long,12,,,,,
player,201210070nyg,nyg,RandRu00,kick_ret,0,,,,,
player,201210070nyg,nyg,RandRu00,kick_ret_yds,0,,,,,
player,201210070nyg,nyg,RandRu00,kick_ret_yds_per_ret,,,,,,
player,201210070nyg,nyg,RandRu00,kick_ret_td,0,,,,,
player,201210070nyg,nyg,RandRu00,kick_ret_long,0,,,,,
player,201210070nyg,nyg,RandRu00,punt_ret,1,,,,,
player,201210070nyg,nyg,RandRu00,punt_ret_yds,8,,,,,
player,201210070nyg,nyg,RandRu00,punt_ret_yds_per_ret,8.0,,,,,
player,201210070nyg,nyg,RandRu00,punt_ret_td,0,,,,,
player,201210070nyg,nyg,RandRu00,punt_ret_long,8,,,,,
player,201210070nyg,nyg,WilsDa01,kick_ret,4,,,,,
player,201210070nyg,nyg,WilsDa01,kick_ret_yds,54,,,,,
player,201210070nyg,nyg,WilsDa01,kick_ret_yds_per_ret,13.5,,,,,
player,201210070nyg,nyg,WilsDa01,kick_ret_td,0,,,,,
player,201210070nyg,nyg,WilsDa01,kick_ret_long,21,,,,,
player,201210070nyg,nyg,WilsDa01,punt_ret,0,,,,,
player,201210070nyg,nyg,WilsDa01,punt_ret_yds,0,,,,,
player,201210070nyg,nyg,WilsDa01,punt_ret_yds_per_ret,,,,,,
player,201210070nyg,nyg,WilsDa01,punt_ret_td,0,,,,,
player,201210070nyg,nyg,WilsDa01,punt_ret_long,0,,,,,
player,201210070nyg,nyg,BrowAn03,kick_ret,1,,,,,
player,201210070nyg,nyg,BrowAn03,kick_ret_yds,13,,,,,
player,201210070nyg,nyg,BrowAn03,kick_ret_yds_per_ret,13.0,,,,,
player,201210070nyg,nyg,BrowAn03,kick_ret_td,0,,,,,
player,201210070nyg,nyg,BrowAn03,kick_ret_long,13,,,,,
player,201210070nyg,nyg,BrowAn03,punt_ret,0,,,,,
player,201210070nyg,nyg,BrowAn03,punt_ret_yds,0,,,,,
player,201210070nyg,nyg,BrowAn03,punt_ret_yds_per_ret,,,,,,
player,201210070nyg,nyg,BrowAn03,punt_ret_td,0,,,,,
player,201210070nyg,nyg,BrowAn03,punt_ret_long,0,,,,,
player,201210070nyg,cle,dawsophi01,xpm,3,,,,,
player,201210070nyg,cle,dawsophi01,xpa,3,,,,,
player,201210070nyg,cle,dawsophi01,fgm,2,,,,,
player,201210070nyg,cle,dawsophi01,fga,2,,,,,
player,201210070nyg,cle,dawsophi01,punt,0,,,,,
player,201210070nyg,cle,dawsophi01,punt_yds,0,,,,,
player,201210070nyg,cle,dawsophi01,punt_yds_per_punt,,,,,,
player,201210070nyg,cle,dawsophi01,punt_long,0,,,,,
player,201210070nyg,cle,HodgRe20,xpm,,,,,,
player,201210070nyg,cle,HodgRe20,xpa,,,,,,
player,201210070nyg,cle,HodgRe20,fgm,,,,,,
player,201210070nyg,cle,HodgRe20,fga,,,,,,
player,201210070nyg,cle,HodgRe20,punt,3,,,,,
player,201210070nyg,cle,HodgRe20,punt_yds,144,,,,,
player,201210070nyg,cle,HodgRe20,punt_yds_per_punt,48.0,,,,,
player,201210070nyg,cle,HodgRe20,punt_long,55,,,,,
player,201210070nyg,nyg,tyneslaw01,xpm,5,,,,,
player,201210070nyg,nyg,tyneslaw01,xpa,5,,,,,
player,201210070nyg,nyg,tyneslaw01,fgm,2,,,,,
player,201210070nyg,nyg,tyneslaw01,fga,2,,,,,
player,201210070nyg,nyg,tyneslaw01,punt,0,,,,,
player,201210070nyg,nyg,tyneslaw01,punt_yds,0,,,,,
player,201210070nyg,nyg,tyneslaw01,punt_yds_per_punt,,,,,,
player,201210070nyg,nyg,tyneslaw01,punt_long,0,,,,,
player,201210070nyg,nyg,WeatSt20,xpm,,,,,,
player,201210070nyg,nyg,WeatSt20,xpa,,,,,,
player,201210070nyg,nyg,WeatSt20,fgm,,,,,,
player,201210070nyg,nyg,WeatSt20,fga,,,,,,
player,201210070nyg,nyg,WeatSt20,punt,2,,,,,
player,201210070nyg,nyg,WeatSt20,punt_yds,100,,,,,
player,201210070nyg,nyg,WeatSt20,punt_yds_per_punt,50.0,,,,,
player,201210070nyg,nyg,WeatSt20,punt_long,57,,,,,
player,201210070nyg,nyg,BootKe20,pos,G,,,,,
player,201210070nyg,nyg,BootKe20,offense,75,,,,,
player,201210070nyg,nyg,BootKe20,off_pct,100%,,,,,
player,201210070nyg,nyg,BootKe20,defense,0,,,,,
player,201210070nyg,nyg,BootKe20,def_pct,0%,,,,,
player,201210070nyg,nyg,BootKe20,special_teams,7,,,,,
player,201210070nyg,nyg,BootKe20,st_pct,23%,,,,,
player,201210070nyg,nyg,BeatWi20,pos,T,,,,,
player,201210070nyg,nyg,BeatWi20,offense,75,,,,,
player,201210070nyg,nyg,BeatWi20,off_pct,100%,,,,,
player,201210070nyg,nyg,BeatWi20,defense,0,,,,,
player,201210070nyg,nyg,BeatWi20,def_pct,0%,,,,,
player,201210070nyg,nyg,BeatWi20,special_teams,7,,,,,
player,201210070nyg,nyg,BeatWi20,st_pct,23%,,,,,
player,201210070nyg,nyg,LockSe20,pos,T,,,,,
player,201210070nyg,nyg,LockSe20,offense,75,,,,,
player,201210070nyg,nyg,LockSe20,off_pct,100%,,,,,
player,201210070nyg,nyg,LockSe20,defense,0,,,,,
player,201210070nyg,nyg,LockSe20,def_pct,0%,,,,,
player,201210070nyg,nyg,LockSe20,special_teams,7,,,,,
player,201210070nyg,nyg,LockSe20,st_pct,23%,,,,,
player,201210070nyg,nyg,MannEl00,pos,QB,,,,,
player,201210070nyg,nyg,MannEl00,offense,75,,,,,
player,201210070nyg,nyg,MannEl00,off_pct,100%,,,,,
player,201210070nyg,nyg,MannEl00,defense,0,,,,,
player,201210070nyg,nyg,MannEl00,def_pct,0%,,,,,
player,201210070nyg,nyg,MannEl00,special_teams,0,,,,,
player,201210070nyg,nyg,MannEl00,st_pct,0%,,,,,
player,201210070nyg,nyg,BaasDa20,pos,C,,,,,
player,201210070nyg,nyg,BaasDa20,offense,75,,,,,
player,201210070nyg,nyg,BaasDa20,off_pct,100%,,,,,
player,201210070nyg,nyg,BaasDa20,defense,0,,,,,
player,201210070nyg,nyg,BaasDa20,def_pct,0%,,,,,
player,201210070nyg,nyg,BaasDa20,special_teams,0,,,,,
player,201210070nyg,nyg,BaasDa20,st_pct,0%,,,,,
player,201210070nyg,nyg,BradAh00,pos,RB,,,,,
player,201210070nyg,nyg,BradAh00,offense,71,,,,,
player,201210070nyg,nyg,BradAh00,off_pct,95%,,,,,
player,201210070nyg,nyg,BradAh00,defense,0,,,,,
player,201210070nyg,nyg,BradAh00,def_pct,0%,,,,,
player,201210070nyg,nyg,BradAh00,special_teams,1,,,,,
player,201210070nyg,nyg,BradAh00,st_pct,3%,,,,,
player,201210070nyg,nyg,HixoDo00,pos,WR,,,,,
player,201210070nyg,nyg,HixoDo00,offense,67,,,,,
player,201210070nyg,nyg,HixoDo00,off_pct,89%,,,,,
player,201210070nyg,nyg,HixoDo00,defense,0,,,,,
player,201210070nyg,nyg,HixoDo00,def_pct,0%,,,,,
player,201210070nyg,nyg,HixoDo00,special_teams,1,,,,,
player,201210070nyg,nyg,HixoDo00,st_pct,3%,,,,,
player,201210070nyg,nyg,SneeCh20,pos,G,,,,,
player,201210070nyg,nyg,SneeCh20,offense,67,,,,,
player,201210070nyg,nyg,SneeCh20,off_pct,89%,,,,,
player,201210070nyg,nyg,SneeCh20,defense,0,,,,,
player,201210070nyg,nyg,SneeCh20,def_pct,0%,,,,,
player,201210070nyg,nyg,SneeCh20,special_teams,0,,,,,
player,201210070nyg,nyg,SneeCh20,st_pct,0%,,,,,
player,201210070nyg,nyg,CruzVi00,pos,WR,,,,,
player,201210070nyg,nyg,CruzVi00,offense,64,,,,,
player,201210070nyg,nyg,CruzVi00,off_pct,85%,,,,,
player,201210070nyg,nyg,CruzVi00,defense,0,,,,,
player,201210070nyg,nyg,CruzVi00,def_pct,0%,,,,,
player,201210070nyg,nyg,CruzVi00,special_teams,1,,,,,
player,201210070nyg,nyg,CruzVi00,st_pct,3%,,,,,
player,201210070nyg,nyg,BennMa00,pos,TE,,,,,
player,201210070nyg,nyg,BennMa00,offense,52,,,,,
player,201210070nyg,nyg,BennMa00,off_pct,69%,,,,,
player,201210070nyg,nyg,BennMa00,defense,0,,,,,
player,201210070nyg,nyg,BennMa00,def_pct,0%,,,,,
player,201210070nyg,nyg,BennMa00,special_teams,2,,,,,
player,201210070nyg,nyg,BennMa00,st_pct,7%,,,,,
player,201210070nyg,nyg,HynoHe01,pos,FB,,,,,
player,201210070nyg,nyg,HynoHe01,offense,42,,,,,
player,201210070nyg,nyg,HynoHe01,off_pct,56%,,,,,
player,201210070nyg,nyg,HynoHe01,defense,0,,,,,
player,201210070nyg,nyg,HynoHe01,def_pct,0%,,,,,
player,201210070nyg,nyg,HynoHe01,special_teams,5,,,,,
player,201210070nyg,nyg,HynoHe01,st_pct,17%,,,,,
player,201210070nyg,nyg,RandRu00,pos,WR,,,,,
player,201210070nyg,nyg,RandRu00,offense,38,,,,,
player,201210070nyg,nyg,RandRu00,off_pct,51%,,,,,
player,201210070nyg,nyg,RandRu00,defense,0,,,,,
player,201210070nyg,nyg,RandRu00,def_pct,0%,,,,,
player,201210070nyg,nyg,RandRu00,special_teams,3,,,,,
player,201210070nyg,nyg,RandRu00,st_pct,10%,,,,,
player,201210070nyg,nyg,PascBe00,pos,TE,,,,,
player,201210070nyg,nyg,PascBe00,offense,32,,,,,
player,201210070nyg,nyg,PascBe00,off_pct,43%,,,,,
player,201210070nyg,nyg,PascBe00,defense,0,,,,,
player,201210070nyg,nyg,PascBe00,def_pct,0%,,,,,
player,201210070nyg,nyg,PascBe00,special_teams,12,,,,,
player,201210070nyg,nyg,PascBe00,st_pct,40%,,,,,
player,201210070nyg,nyg,PetrMi20,pos,G,,,,,
player,201210070nyg,nyg,PetrMi20,offense,8,,,,,
player,201210070nyg,nyg,PetrMi20,off_pct,11%,,,,,
player,201210070nyg,nyg,PetrMi20,defense,0,,,,,
player,201210070nyg,nyg,PetrMi20,def_pct,0%,,,,,
player,201210070nyg,nyg,PetrMi20,special_teams,7,,,,,
player,201210070nyg,nyg,PetrMi20,st_pct,23%,,,,,
player,201210070nyg,nyg,JernJe00,pos,WR,,,,,
player,201210070nyg,nyg,JernJe00,offense,3,,,,,
player,201210070nyg,nyg,JernJe00,off_pct,4%,,,,,
player,201210070nyg,nyg,JernJe00,defense,0,,,,,
player,201210070nyg,nyg,JernJe00,def_pct,0%,,,,,
player,201210070nyg,nyg,JernJe00,special_teams,3,,,,,
player,201210070nyg,nyg,JernJe00,st_pct,10%,,,,,
player,201210070nyg,nyg,BrewJa00,pos,T,,,,,
player,201210070nyg,nyg,BrewJa00,offense,3,,,,,
player,201210070nyg,nyg,BrewJa00,off_pct,4%,,,,,
player,201210070nyg,nyg,BrewJa00,defense,0,,,,,
player,201210070nyg,nyg,BrewJa00,def_pct,0%,,,,,
player,201210070nyg,nyg,BrewJa00,special_teams,0,,,,,
player,201210070nyg,nyg,BrewJa00,st_pct,0%,,,,,
player,201210070nyg,nyg,WilsDa01,pos,RB,,,,,
player,201210070nyg,nyg,WilsDa01,offense,2,,,,,
player,201210070nyg,nyg,WilsDa01,off_pct,3%,,,,,
player,201210070nyg,nyg,WilsDa01,defense,0,,,,,
player,201210070nyg,nyg,WilsDa01,def_pct,0%,,,,,
player,201210070nyg,nyg,WilsDa01,special_teams,14,,,,,
player,201210070nyg,nyg,WilsDa01,st_pct,47%,,,,,
player,201210070nyg,nyg,RobiAd00,pos,TE,,,,,
player,201210070nyg,nyg,RobiAd00,offense,1,,,,,
player,201210070nyg,nyg,RobiAd00,off_pct,1%,,,,,
player,201210070nyg,nyg,RobiAd00,defense,0,,,,,
player,201210070nyg,nyg,RobiAd00,def_pct,0%,,,,,
player,201210070nyg,nyg,RobiAd00,special_teams,0,,,,,
player,201210070nyg,nyg,RobiAd00,st_pct,0%,,,,,
player,201210070nyg,nyg,BrowSt99,pos,FS,,,,,
player,201210070nyg,nyg,BrowSt99,offense,0,,,,,
player,201210070nyg,nyg,BrowSt99,off_pct,0%,,,,,
player,201210070nyg,nyg,BrowSt99,defense,58,,,,,
player,201210070nyg,nyg,BrowSt99,def_pct,100%,,,,,
player,201210070nyg,nyg,BrowSt99,special_teams,12,,,,,
player,201210070nyg,nyg,BrowSt99,st_pct,40%,,,,,
player,201210070nyg,nyg,AmukPr00,pos,CB,,,,,
player,201210070nyg,nyg,AmukPr00,offense,0,,,,,
player,201210070nyg,nyg,AmukPr00,off_pct,0%,,,,,
player,201210070nyg,nyg,AmukPr00,defense,58,,,,,
player,201210070nyg,nyg,AmukPr00,def_pct,100%,,,,,
player,201210070nyg,nyg,AmukPr00,special_teams,3,,,,,
player,201210070nyg,nyg,AmukPr00,st_pct,10%,,,,,
player,201210070nyg,nyg,RollAn20,pos,FS,,,,,
player,201210070nyg,nyg,RollAn20,offense,0,,,,,
player,201210070nyg,nyg,RollAn20,off_pct,0%,,,,,
player,201210070nyg,nyg,RollAn20,defense,58,,,,,
player,201210070nyg,nyg,RollAn20,def_pct,100%,,,,,
player,201210070nyg,nyg,RollAn20,special_teams,0,,,,,
player,201210070nyg,nyg,RollAn20,st_pct,0%,,,,,
player,201210070nyg,nyg,WebsCo20,pos,CB,,,,,
player,201210070nyg,nyg,WebsCo20,offense,0,,,,,
player,201210070nyg,nyg,WebsCo20,off_pct,0%,,,,,
player,201210070nyg,nyg,WebsCo20,defense,58,,,,,
player,201210070nyg,nyg,WebsCo20,def_pct,100%,,,,,
player,201210070nyg,nyg,WebsCo20,special_teams,0,,,,,
player,201210070nyg,nyg,WebsCo20,st_pct,0%,,,,,
player,201210070nyg,nyg,PierJa99,pos,DE,,,,,
player,201210070nyg,nyg,PierJa99,offense,0,,,,,
player,201210070nyg,nyg,PierJa99,off_pct,0%,,,,,
player,201210070nyg,nyg,PierJa99,defense,48,,,,,
player,201210070nyg,nyg,PierJa99,def_pct,83%,,,,,
player,201210070nyg,nyg,PierJa99,special_teams,4,,,,,
player,201210070nyg,nyg,PierJa99,st_pct,13%,,,,,
player,201210070nyg,nyg,BlacCh21,pos,LB,,,,,
player,201210070nyg,nyg,BlacCh21,offense,0,,,,,
player,201210070nyg,nyg,BlacCh21,off_pct,0%,,,,,
player,201210070nyg,nyg,BlacCh21,defense,47,,,,,
player,201210070nyg,nyg,BlacCh21,def_pct,81%,,,,,
player,201210070nyg,nyg,BlacCh21,special_teams,14,,,,,
player,201210070nyg,nyg,BlacCh21,st_pct,47%,,,,,
player,201210070nyg,nyg,UmenOs99,pos,DE,,,,,
player,201210070nyg,nyg,UmenOs99,offense,0,,,,,
player,201210070nyg,nyg,UmenOs99,off_pct,0%,,,,,
player,201210070nyg,nyg,UmenOs99,defense,41,,,,,
player,201210070nyg,nyg,UmenOs99,def_pct,71%,,,,,
player,201210070nyg,nyg,UmenOs99,special_teams,0,,,,,
player,201210070nyg,nyg,UmenOs99,st_pct,0%,,,,,
player,201210070nyg,nyg,BoleMi20,pos,LB,,,,,
player,201210070nyg,nyg,BoleMi20,offense,0,,,,,
player,201210070nyg,nyg,BoleMi20,off_pct,0%,,,,,
player,201210070nyg,nyg,BoleMi20,defense,40,,,,,
player,201210070nyg,nyg,BoleMi20,def_pct,69%,,,,,
player,201210070nyg,nyg,BoleMi20,special_teams,0,,,,,
player,201210070nyg,nyg,BoleMi20,st_pct,0%,,,,,
player,201210070nyg,nyg,TuckJu20,pos,DE,,,,,
player,201210070nyg,nyg,TuckJu20,offense,0,,,,,
player,201210070nyg,nyg,TuckJu20,off_pct,0%,,,,,
player,201210070nyg,nyg,TuckJu20,defense,39,,,,,
player,201210070nyg,nyg,TuckJu20,def_pct,67%,,,,,
player,201210070nyg,nyg,TuckJu20,special_teams,5,,,,,
player,201210070nyg,nyg,TuckJu20,st_pct,17%,,,,,
player,201210070nyg,nyg,JoseLi99,pos,DT,,,,,
player,201210070nyg,nyg,JoseLi99,offense,0,,,,,
player,201210070nyg,nyg,JoseLi99,off_pct,0%,,,,,
player,201210070nyg,nyg,JoseLi99,defense,36,,,,,
player,201210070nyg,nyg,JoseLi99,def_pct,62%,,,,,
player,201210070nyg,nyg,JoseLi99,special_teams,5,,,,,
player,201210070nyg,nyg,JoseLi99,st_pct,17%,,,,,
player,201210070nyg,nyg,HillWi01,pos,FS,,,,,
player,201210070nyg,nyg,HillWi01,offense,0,,,,,
player,201210070nyg,nyg,HillWi01,off_pct,0%,,,,,
player,201210070nyg,nyg,HillWi01,defense,34,,,,,
player,201210070nyg,nyg,HillWi01,def_pct,59%,,,,,
player,201210070nyg,nyg,HillWi01,special_teams,23,,,,,
player,201210070nyg,nyg,HillWi01,st_pct,77%,,,,,
player,201210070nyg,nyg,KuhnMa00,pos,DT,,,,,
player,201210070nyg,nyg,KuhnMa00,offense,0,,,,,
player,201210070nyg,nyg,KuhnMa00,off_pct,0%,,,,,
player,201210070nyg,nyg,KuhnMa00,defense,27,,,,,
player,201210070nyg,nyg,KuhnMa00,def_pct,47%,,,,,
player,201210070nyg,nyg,KuhnMa00,special_teams,12,,,,,
player,201210070nyg,nyg,KuhnMa00,st_pct,40%,,,,,
player,201210070nyg,nyg,KiwaMa20,pos,LB,,,,,
player,201210070nyg,nyg,KiwaMa20,offense,0,,,,,
player,201210070nyg,nyg,KiwaMa20,off_pct,0%,,,,,
player,201210070nyg,nyg,KiwaMa20,defense,25,,,,,
player,201210070nyg,nyg,KiwaMa20,def_pct,43%,,,,,
player,201210070nyg,nyg,KiwaMa20,special_teams,7,,,,,
player,201210070nyg,nyg,KiwaMa20,st_pct,23%,,,,,
player,201210070nyg,nyg,WillJa02,pos,LB,,,,,
player,201210070nyg,nyg,WillJa02,offense,0,,,,,
player,201210070nyg,nyg,WillJa02,off_pct,0%,,,,,
player,201210070nyg,nyg,WillJa02,defense,24,,,,,
player,201210070nyg,nyg,WillJa02,def_pct,41%,,,,,
player,201210070nyg,nyg,WillJa02,special_teams,15,,,,,
player,201210070nyg,nyg,WillJa02,st_pct,50%,,,,,
player,201210070nyg,nyg,AustMa00,pos,DT,,,,,
player,201210070nyg,nyg,AustMa00,offense,0,,,,,
player,201210070nyg,nyg,AustMa00,off_pct,0%,,,,,
player,201210070nyg,nyg,AustMa00,defense,23,,,,,
player,201210070nyg,nyg,AustMa00,def_pct,40%,,,,,
player,201210070nyg,nyg,AustMa00,special_teams,0,,,,,
player,201210070nyg,nyg,AustMa00,st_pct,0%,,,,,
player,201210070nyg,nyg,PaysSp00,pos,LB,,,,,
player,201210070nyg,nyg,PaysSp00,offense,0,,,,,
player,201210070nyg,nyg,PaysSp00,off_pct,0%,,,,,
player,201210070nyg,nyg,PaysSp00,defense,11,,,,,
player,201210070nyg,nyg,PaysSp00,def_pct,19%,,,,,
player,201210070nyg,nyg,PaysSp00,special_teams,23,,,,,
player,201210070nyg,nyg,PaysSp00,st_pct,77%,,,,,
player,201210070nyg,nyg,TracAd99,pos,DE,,,,,
player,201210070nyg,nyg,TracAd99,offense,0,,,,,
player,201210070nyg,nyg,TracAd99,off_pct,0%,,,,,
player,201210070nyg,nyg,TracAd99,defense,7,,,,,
player,201210070nyg,nyg,TracAd99,def_pct,12%,,,,,
player,201210070nyg,nyg,TracAd99,special_teams,17,,,,,
player,201210070nyg,nyg,TracAd99,st_pct,57%,,,,,
player,201210070nyg,nyg,TryoJu99,pos,CB,,,,,
player,201210070nyg,nyg,TryoJu99,offense,0,,,,,
player,201210070nyg,nyg,TryoJu99,off_pct,0%,,,,,
