game,2012,5,20121007,201210070nyg,cle,"Cleveland Browns",27,nyg,"New York Giants",41
player,201210070nyg,cle,JackDQ20,qb_hits,0,,,,,
player,201210070nyg,cle,JackDQ20,fumbles_rec,0,,,,,
player,201210070nyg,cle,JackDQ20,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,JackDQ20,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,JackDQ20,fumbles_forced,0,,,,,
player,201210070nyg,cle,RubiAh99,def_int,0,,,,,
player,201210070nyg,cle,RubiAh99,def_int_yds,0,,,,,
player,201210070nyg,cle,RubiAh99,def_int_td,0,,,,,
player,201210070nyg,cle,RubiAh99,def_int_long,0,,,,,
player,201210070nyg,cle,RubiAh99,pass_defended,0,,,,,
player,201210070nyg,cle,RubiAh99,sacks,0.0,,,,,
player,201210070nyg,cle,RubiAh99,tackles_combined,5,,,,,
player,201210070nyg,cle,RubiAh99,tackles_solo,2,,,,,
player,201210070nyg,cle,RubiAh99,tackles_assists,3,,,,,
player,201210070nyg,cle,RubiAh99,tackles_loss,0,,,,,
player,201210070nyg,cle,RubiAh99,qb_hits,0,,,,,
player,201210070nyg,cle,RubiAh99,fumbles_rec,0,,,,,
player,201210070nyg,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,RubiAh99,fumbles_forced,0,,,,,
player,201210070nyg,cle,BrowSh20,def_int,0,,,,,
player,201210070nyg,cle,BrowSh20,def_int_yds,0,,,,,
player,201210070nyg,cle,BrowSh20,def_int_td,0,,,,,
player,201210070nyg,cle,BrowSh20,def_int_long,0,,,,,
player,201210070nyg,cle,BrowSh20,pass_defended,1,,,,,
player,201210070nyg,cle,BrowSh20,sacks,0.0,,,,,
player,201210070nyg,cle,BrowSh20,tackles_combined,4,,,,,
player,201210070nyg,cle,BrowSh20,tackles_solo,4,,,,,
player,201210070nyg,cle,BrowSh20,tackles_assists,0,,,,,
player,201210070nyg,cle,BrowSh20,tackles_loss,0,,,,,
player,201210070nyg,cle,BrowSh20,qb_hits,0,,,,,
player,201210070nyg,cle,BrowSh20,fumbles_rec,1,,,,,
player,201210070nyg,cle,BrowSh20,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,BrowSh20,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,BrowSh20,fumbles_forced,0,,,,,
player,201210070nyg,cle,FujiSc20,def_int,0,,,,,
player,201210070nyg,cle,FujiSc20,def_int_yds,0,,,,,
player,201210070nyg,cle,FujiSc20,def_int_td,0,,,,,
player,201210070nyg,cle,FujiSc20,def_int_long,0,,,,,
player,201210070nyg,cle,FujiSc20,pass_defended,0,,,,,
player,201210070nyg,cle,FujiSc20,sacks,0.0,,,,,
player,201210070nyg,cle,FujiSc20,tackles_combined,4,,,,,
player,201210070nyg,cle,FujiSc20,tackles_solo,4,,,,,
player,201210070nyg,cle,FujiSc20,tackles_assists,0,,,,,
player,201210070nyg,cle,FujiSc20,tackles_loss,0,,,,,
player,201210070nyg,cle,FujiSc20,qb_hits,0,,,,,
player,201210070nyg,cle,FujiSc20,fumbles_rec,0,,,,,
player,201210070nyg,cle,FujiSc20,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,FujiSc20,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,FujiSc20,fumbles_forced,0,,,,,
player,201210070nyg,cle,WardT.99,def_int,0,,,,,
player,201210070nyg,cle,WardT.99,def_int_yds,0,,,,,
player,201210070nyg,cle,WardT.99,def_int_td,0,,,,,
player,201210070nyg,cle,WardT.99,def_int_long,0,,,,,
player,201210070nyg,cle,WardT.99,pass_defended,0,,,,,
player,201210070nyg,cle,WardT.99,sacks,0.0,,,,,
player,201210070nyg,cle,WardT.99,tackles_combined,4,,,,,
player,201210070nyg,cle,WardT.99,tackles_solo,2,,,,,
player,201210070nyg,cle,WardT.99,tackles_assists,2,,,,,
player,201210070nyg,cle,WardT.99,tackles_loss,0,,,,,
player,201210070nyg,cle,WardT.99,qb_hits,0,,,,,
player,201210070nyg,cle,WardT.99,fumbles_rec,0,,,,,
player,201210070nyg,cle,WardT.99,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,WardT.99,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,WardT.99,fumbles_forced,0,,,,,
player,201210070nyg,cle,BadeJo00,def_int,0,,,,,
player,201210070nyg,cle,BadeJo00,def_int_yds,0,,,,,
player,201210070nyg,cle,BadeJo00,def_int_td,0,,,,,
player,201210070nyg,cle,BadeJo00,def_int_long,0,,,,,
player,201210070nyg,cle,BadeJo00,pass_defended,0,,,,,
player,201210070nyg,cle,BadeJo00,sacks,0.0,,,,,
player,201210070nyg,cle,BadeJo00,tackles_combined,3,,,,,
player,201210070nyg,cle,BadeJo00,tackles_solo,2,,,,,
player,201210070nyg,cle,BadeJo00,tackles_assists,1,,,,,
player,201210070nyg,cle,BadeJo00,tackles_loss,0,,,,,
player,201210070nyg,cle,BadeJo00,qb_hits,0,,,,,
player,201210070nyg,cle,BadeJo00,fumbles_rec,0,,,,,
player,201210070nyg,cle,BadeJo00,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,BadeJo00,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,BadeJo00,fumbles_forced,0,,,,,
player,201210070nyg,cle,HughJo00,def_int,0,,,,,
player,201210070nyg,cle,HughJo00,def_int_yds,0,,,,,
player,201210070nyg,cle,HughJo00,def_int_td,0,,,,,
player,201210070nyg,cle,HughJo00,def_int_long,0,,,,,
player,201210070nyg,cle,HughJo00,pass_defended,0,,,,,
player,201210070nyg,cle,HughJo00,sacks,0.0,,,,,
player,201210070nyg,cle,HughJo00,tackles_combined,3,,,,,
player,201210070nyg,cle,HughJo00,tackles_solo,2,,,,,
player,201210070nyg,cle,HughJo00,tackles_assists,1,,,,,
player,201210070nyg,cle,HughJo00,tackles_loss,0,,,,,
player,201210070nyg,cle,HughJo00,qb_hits,0,,,,,
player,201210070nyg,cle,HughJo00,fumbles_rec,0,,,,,
player,201210070nyg,cle,HughJo00,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,HughJo00,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,HughJo00,fumbles_forced,0,,,,,
player,201210070nyg,cle,KitcIs00,def_int,0,,,,,
player,201210070nyg,cle,KitcIs00,def_int_yds,0,,,,,
player,201210070nyg,cle,KitcIs00,def_int_td,0,,,,,
player,201210070nyg,cle,KitcIs00,def_int_long,0,,,,,
player,201210070nyg,cle,KitcIs00,pass_defended,0,,,,,
player,201210070nyg,cle,KitcIs00,sacks,0.0,,,,,
player,201210070nyg,cle,KitcIs00,tackles_combined,3,,,,,
player,201210070nyg,cle,KitcIs00,tackles_solo,1,,,,,
player,201210070nyg,cle,KitcIs00,tackles_assists,2,,,,,
player,201210070nyg,cle,KitcIs00,tackles_loss,0,,,,,
player,201210070nyg,cle,KitcIs00,qb_hits,0,,,,,
player,201210070nyg,cle,KitcIs00,fumbles_rec,0,,,,,
player,201210070nyg,cle,KitcIs00,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,KitcIs00,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,KitcIs00,fumbles_forced,0,,,,,
player,201210070nyg,cle,PattDi20,def_int,0,,,,,
player,201210070nyg,cle,PattDi20,def_int_yds,0,,,,,
player,201210070nyg,cle,PattDi20,def_int_td,0,,,,,
player,201210070nyg,cle,PattDi20,def_int_long,0,,,,,
player,201210070nyg,cle,PattDi20,pass_defended,2,,,,,
player,201210070nyg,cle,PattDi20,sacks,0.0,,,,,
player,201210070nyg,cle,PattDi20,tackles_combined,3,,,,,
player,201210070nyg,cle,PattDi20,tackles_solo,3,,,,,
player,201210070nyg,cle,PattDi20,tackles_assists,0,,,,,
player,201210070nyg,cle,PattDi20,tackles_loss,0,,,,,
player,201210070nyg,cle,PattDi20,qb_hits,0,,,,,
player,201210070nyg,cle,PattDi20,fumbles_rec,0,,,,,
player,201210070nyg,cle,PattDi20,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,PattDi20,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,PattDi20,fumbles_forced,0,,,,,
player,201210070nyg,cle,SheaJa00,def_int,0,,,,,
player,201210070nyg,cle,SheaJa00,def_int_yds,0,,,,,
player,201210070nyg,cle,SheaJa00,def_int_td,0,,,,,
player,201210070nyg,cle,SheaJa00,def_int_long,0,,,,,
player,201210070nyg,cle,SheaJa00,pass_defended,0,,,,,
player,201210070nyg,cle,SheaJa00,sacks,0.0,,,,,
player,201210070nyg,cle,SheaJa00,tackles_combined,3,,,,,
player,201210070nyg,cle,SheaJa00,tackles_solo,3,,,,,
player,201210070nyg,cle,SheaJa00,tackles_assists,0,,,,,
player,201210070nyg,cle,SheaJa00,tackles_loss,0,,,,,
player,201210070nyg,cle,SheaJa00,qb_hits,0,,,,,
player,201210070nyg,cle,SheaJa00,fumbles_rec,0,,,,,
player,201210070nyg,cle,SheaJa00,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,SheaJa00,fumbles_forced,0,,,,,
player,201210070nyg,cle,MaiaKa99,def_int,0,,,,,
player,201210070nyg,cle,MaiaKa99,def_int_yds,0,,,,,
player,201210070nyg,cle,MaiaKa99,def_int_td,0,,,,,
player,201210070nyg,cle,MaiaKa99,def_int_long,0,,,,,
player,201210070nyg,cle,MaiaKa99,pass_defended,0,,,,,
player,201210070nyg,cle,MaiaKa99,sacks,0.0,,,,,
player,201210070nyg,cle,MaiaKa99,tackles_combined,2,,,,,
player,201210070nyg,cle,MaiaKa99,tackles_solo,1,,,,,
player,201210070nyg,cle,MaiaKa99,tackles_assists,1,,,,,
player,201210070nyg,cle,MaiaKa99,tackles_loss,0,,,,,
player,201210070nyg,cle,MaiaKa99,qb_hits,0,,,,,
player,201210070nyg,cle,MaiaKa99,fumbles_rec,0,,,,,
player,201210070nyg,cle,MaiaKa99,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,MaiaKa99,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,MaiaKa99,fumbles_forced,0,,,,,
player,201210070nyg,cle,StepEm00,def_int,0,,,,,
player,201210070nyg,cle,StepEm00,def_int_yds,0,,,,,
player,201210070nyg,cle,StepEm00,def_int_td,0,,,,,
player,201210070nyg,cle,StepEm00,def_int_long,0,,,,,
player,201210070nyg,cle,StepEm00,pass_defended,0,,,,,
player,201210070nyg,cle,StepEm00,sacks,0.0,,,,,
player,201210070nyg,cle,StepEm00,tackles_combined,2,,,,,
player,201210070nyg,cle,StepEm00,tackles_solo,2,,,,,
player,201210070nyg,cle,StepEm00,tackles_assists,0,,,,,
player,201210070nyg,cle,StepEm00,tackles_loss,0,,,,,
player,201210070nyg,cle,StepEm00,qb_hits,0,,,,,
player,201210070nyg,cle,StepEm00,fumbles_rec,0,,,,,
player,201210070nyg,cle,StepEm00,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,StepEm00,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,StepEm00,fumbles_forced,0,,,,,
player,201210070nyg,cle,WadeTr00,def_int,0,,,,,
player,201210070nyg,cle,WadeTr00,def_int_yds,0,,,,,
player,201210070nyg,cle,WadeTr00,def_int_td,0,,,,,
player,201210070nyg,cle,WadeTr00,def_int_long,0,,,,,
player,201210070nyg,cle,WadeTr00,pass_defended,0,,,,,
player,201210070nyg,cle,WadeTr00,sacks,0.0,,,,,
player,201210070nyg,cle,WadeTr00,tackles_combined,2,,,,,
player,201210070nyg,cle,WadeTr00,tackles_solo,2,,,,,
player,201210070nyg,cle,WadeTr00,tackles_assists,0,,,,,
player,201210070nyg,cle,WadeTr00,tackles_loss,0,,,,,
player,201210070nyg,cle,WadeTr00,qb_hits,0,,,,,
player,201210070nyg,cle,WadeTr00,fumbles_rec,0,,,,,
player,201210070nyg,cle,WadeTr00,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,WadeTr00,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,WadeTr00,fumbles_forced,0,,,,,
player,201210070nyg,cle,WinnBi00,def_int,0,,,,,
player,201210070nyg,cle,WinnBi00,def_int_yds,0,,,,,
player,201210070nyg,cle,WinnBi00,def_int_td,0,,,,,
player,201210070nyg,cle,WinnBi00,def_int_long,0,,,,,
player,201210070nyg,cle,WinnBi00,pass_defended,0,,,,,
player,201210070nyg,cle,WinnBi00,sacks,0.0,,,,,
player,201210070nyg,cle,WinnBi00,tackles_combined,2,,,,,
player,201210070nyg,cle,WinnBi00,tackles_solo,2,,,,,
player,201210070nyg,cle,WinnBi00,tackles_assists,0,,,,,
player,201210070nyg,cle,WinnBi00,tackles_loss,0,,,,,
player,201210070nyg,cle,WinnBi00,qb_hits,1,,,,,
player,201210070nyg,cle,WinnBi00,fumbles_rec,0,,,,,
player,201210070nyg,cle,WinnBi00,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,WinnBi00,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,WinnBi00,fumbles_forced,0,,,,,
player,201210070nyg,cle,CardTa00,def_int,0,,,,,
player,201210070nyg,cle,CardTa00,def_int_yds,0,,,,,
player,201210070nyg,cle,CardTa00,def_int_td,0,,,,,
player,201210070nyg,cle,CardTa00,def_int_long,0,,,,,
player,201210070nyg,cle,CardTa00,pass_defended,0,,,,,
player,201210070nyg,cle,CardTa00,sacks,0.0,,,,,
player,201210070nyg,cle,CardTa00,tackles_combined,1,,,,,
player,201210070nyg,cle,CardTa00,tackles_solo,0,,,,,
player,201210070nyg,cle,CardTa00,tackles_assists,1,,,,,
player,201210070nyg,cle,CardTa00,tackles_loss,0,,,,,
player,201210070nyg,cle,CardTa00,qb_hits,0,,,,,
player,201210070nyg,cle,CardTa00,fumbles_rec,0,,,,,
player,201210070nyg,cle,CardTa00,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,CardTa00,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,CardTa00,fumbles_forced,0,,,,,
player,201210070nyg,cle,OgboCh00,def_int,0,,,,,
player,201210070nyg,cle,OgboCh00,def_int_yds,0,,,,,
player,201210070nyg,cle,OgboCh00,def_int_td,0,,,,,
player,201210070nyg,cle,OgboCh00,def_int_long,0,,,,,
player,201210070nyg,cle,OgboCh00,pass_defended,0,,,,,
player,201210070nyg,cle,OgboCh00,sacks,0.0,,,,,
player,201210070nyg,cle,OgboCh00,tackles_combined,1,,,,,
player,201210070nyg,cle,OgboCh00,tackles_solo,1,,,,,
player,201210070nyg,cle,OgboCh00,tackles_assists,0,,,,,
player,201210070nyg,cle,OgboCh00,tackles_loss,0,,,,,
player,201210070nyg,cle,OgboCh00,qb_hits,0,,,,,
player,201210070nyg,cle,OgboCh00,fumbles_rec,0,,,,,
player,201210070nyg,cle,OgboCh00,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,OgboCh00,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,OgboCh00,fumbles_forced,0,,,,,
player,201210070nyg,cle,RuckFr99,def_int,0,,,,,
player,201210070nyg,cle,RuckFr99,def_int_yds,0,,,,,
player,201210070nyg,cle,RuckFr99,def_int_td,0,,,,,
player,201210070nyg,cle,RuckFr99,def_int_long,0,,,,,
player,201210070nyg,cle,RuckFr99,pass_defended,0,,,,,
player,201210070nyg,cle,RuckFr99,sacks,0.0,,,,,
player,201210070nyg,cle,RuckFr99,tackles_combined,1,,,,,
player,201210070nyg,cle,RuckFr99,tackles_solo,1,,,,,
player,201210070nyg,cle,RuckFr99,tackles_assists,0,,,,,
player,201210070nyg,cle,RuckFr99,tackles_loss,0,,,,,
player,201210070nyg,cle,RuckFr99,qb_hits,0,,,,,
player,201210070nyg,cle,RuckFr99,fumbles_rec,0,,,,,
player,201210070nyg,cle,RuckFr99,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,RuckFr99,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,RuckFr99,fumbles_forced,0,,,,,
player,201210070nyg,cle,VentRa20,def_int,0,,,,,
player,201210070nyg,cle,VentRa20,def_int_yds,0,,,,,
player,201210070nyg,cle,VentRa20,def_int_td,0,,,,,
player,201210070nyg,cle,VentRa20,def_int_long,0,,,,,
player,201210070nyg,cle,VentRa20,pass_defended,0,,,,,
player,201210070nyg,cle,VentRa20,sacks,0.0,,,,,
player,201210070nyg,cle,VentRa20,tackles_combined,1,,,,,
player,201210070nyg,cle,VentRa20,tackles_solo,1,,,,,
player,201210070nyg,cle,VentRa20,tackles_assists,0,,,,,
player,201210070nyg,cle,VentRa20,tackles_loss,0,,,,,
player,201210070nyg,cle,VentRa20,qb_hits,0,,,,,
player,201210070nyg,cle,VentRa20,fumbles_rec,0,,,,,
player,201210070nyg,cle,VentRa20,fumbles_rec_yds,0,,,,,
player,201210070nyg,cle,VentRa20,fumbles_rec_td,0,,,,,
player,201210070nyg,cle,VentRa20,fumbles_forced,0,,,,,
player,201210070nyg,nyg,BlacCh21,def_int,1,,,,,
player,201210070nyg,nyg,BlacCh21,def_int_yds,0,,,,,
player,201210070nyg,nyg,BlacCh21,def_int_td,0,,,,,
player,201210070nyg,nyg,BlacCh21,def_int_long,0,,,,,
player,201210070nyg,nyg,BlacCh21,pass_defended,1,,,,,
player,201210070nyg,nyg,BlacCh21,sacks,0.0,,,,,
player,201210070nyg,nyg,BlacCh21,tackles_combined,4,,,,,
player,201210070nyg,nyg,BlacCh21,tackles_solo,3,,,,,
player,201210070nyg,nyg,BlacCh21,tackles_assists,1,,,,,
player,201210070nyg,nyg,BlacCh21,tackles_loss,0,,,,,
player,201210070nyg,nyg,BlacCh21,qb_hits,1,,,,,
player,201210070nyg,nyg,BlacCh21,fumbles_rec,0,,,,,
player,201210070nyg,nyg,BlacCh21,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,BlacCh21,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,BlacCh21,fumbles_forced,0,,,,,
player,201210070nyg,nyg,BrowSt99,def_int,1,,,,,
player,201210070nyg,nyg,BrowSt99,def_int_yds,46,,,,,
player,201210070nyg,nyg,BrowSt99,def_int_td,0,,,,,
player,201210070nyg,nyg,BrowSt99,def_int_long,46,,,,,
player,201210070nyg,nyg,BrowSt99,pass_defended,1,,,,,
player,201210070nyg,nyg,BrowSt99,sacks,0.0,,,,,
player,201210070nyg,nyg,BrowSt99,tackles_combined,3,,,,,
player,201210070nyg,nyg,BrowSt99,tackles_solo,2,,,,,
player,201210070nyg,nyg,BrowSt99,tackles_assists,1,,,,,
player,201210070nyg,nyg,BrowSt99,tackles_loss,0,,,,,
player,201210070nyg,nyg,BrowSt99,qb_hits,0,,,,,
player,201210070nyg,nyg,BrowSt99,fumbles_rec,1,,,,,
player,201210070nyg,nyg,BrowSt99,fumbles_rec_yds,9,,,,,
player,201210070nyg,nyg,BrowSt99,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,BrowSt99,fumbles_forced,0,,,,,
player,201210070nyg,nyg,WebsCo20,def_int,0,,,,,
player,201210070nyg,nyg,WebsCo20,def_int_yds,0,,,,,
player,201210070nyg,nyg,WebsCo20,def_int_td,0,,,,,
player,201210070nyg,nyg,WebsCo20,def_int_long,0,,,,,
player,201210070nyg,nyg,WebsCo20,pass_defended,0,,,,,
player,201210070nyg,nyg,WebsCo20,sacks,0.0,,,,,
player,201210070nyg,nyg,WebsCo20,tackles_combined,8,,,,,
player,201210070nyg,nyg,WebsCo20,tackles_solo,7,,,,,
player,201210070nyg,nyg,WebsCo20,tackles_assists,1,,,,,
player,201210070nyg,nyg,WebsCo20,tackles_loss,0,,,,,
player,201210070nyg,nyg,WebsCo20,qb_hits,0,,,,,
player,201210070nyg,nyg,WebsCo20,fumbles_rec,0,,,,,
player,201210070nyg,nyg,WebsCo20,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,WebsCo20,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,WebsCo20,fumbles_forced,0,,,,,
player,201210070nyg,nyg,BoleMi20,def_int,0,,,,,
player,201210070nyg,nyg,BoleMi20,def_int_yds,0,,,,,
player,201210070nyg,nyg,BoleMi20,def_int_td,0,,,,,
player,201210070nyg,nyg,BoleMi20,def_int_long,0,,,,,
player,201210070nyg,nyg,BoleMi20,pass_defended,1,,,,,
player,201210070nyg,nyg,BoleMi20,sacks,0.0,,,,,
player,201210070nyg,nyg,BoleMi20,tackles_combined,6,,,,,
player,201210070nyg,nyg,BoleMi20,tackles_solo,5,,,,,
player,201210070nyg,nyg,BoleMi20,tackles_assists,1,,,,,
player,201210070nyg,nyg,BoleMi20,tackles_loss,0,,,,,
player,201210070nyg,nyg,BoleMi20,qb_hits,0,,,,,
player,201210070nyg,nyg,BoleMi20,fumbles_rec,0,,,,,
player,201210070nyg,nyg,BoleMi20,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,BoleMi20,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,BoleMi20,fumbles_forced,0,,,,,
player,201210070nyg,nyg,RollAn20,def_int,0,,,,,
player,201210070nyg,nyg,RollAn20,def_int_yds,0,,,,,
player,201210070nyg,nyg,RollAn20,def_int_td,0,,,,,
player,201210070nyg,nyg,RollAn20,def_int_long,0,,,,,
player,201210070nyg,nyg,RollAn20,pass_defended,0,,,,,
player,201210070nyg,nyg,RollAn20,sacks,0.0,,,,,
player,201210070nyg,nyg,RollAn20,tackles_combined,6,,,,,
player,201210070nyg,nyg,RollAn20,tackles_solo,5,,,,,
player,201210070nyg,nyg,RollAn20,tackles_assists,1,,,,,
player,201210070nyg,nyg,RollAn20,tackles_loss,1,,,,,
player,201210070nyg,nyg,RollAn20,qb_hits,0,,,,,
player,201210070nyg,nyg,RollAn20,fumbles_rec,0,,,,,
player,201210070nyg,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,RollAn20,fumbles_forced,0,,,,,
player,201210070nyg,nyg,TuckJu20,def_int,0,,,,,
player,201210070nyg,nyg,TuckJu20,def_int_yds,0,,,,,
player,201210070nyg,nyg,TuckJu20,def_int_td,0,,,,,
player,201210070nyg,nyg,TuckJu20,def_int_long,0,,,,,
player,201210070nyg,nyg,TuckJu20,pass_defended,0,,,,,
player,201210070nyg,nyg,TuckJu20,sacks,0.0,,,,,
player,201210070nyg,nyg,TuckJu20,tackles_combined,6,,,,,
player,201210070nyg,nyg,TuckJu20,tackles_solo,3,,,,,
player,201210070nyg,nyg,TuckJu20,tackles_assists,3,,,,,
player,201210070nyg,nyg,TuckJu20,tackles_loss,0,,,,,
player,201210070nyg,nyg,TuckJu20,qb_hits,0,,,,,
player,201210070nyg,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201210070nyg,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201210070nyg,nyg,HillWi01,def_int,0,,,,,
player,201210070nyg,nyg,HillWi01,def_int_yds,0,,,,,
player,201210070nyg,nyg,HillWi01,def_int_td,0,,,,,
player,201210070nyg,nyg,HillWi01,def_int_long,0,,,,,
player,201210070nyg,nyg,HillWi01,pass_defended,0,,,,,
player,201210070nyg,nyg,HillWi01,sacks,0.0,,,,,
player,201210070nyg,nyg,HillWi01,tackles_combined,4,,,,,
player,201210070nyg,nyg,HillWi01,tackles_solo,4,,,,,
player,201210070nyg,nyg,HillWi01,tackles_assists,0,,,,,
player,201210070nyg,nyg,HillWi01,tackles_loss,1,,,,,
player,201210070nyg,nyg,HillWi01,qb_hits,0,,,,,
player,201210070nyg,nyg,HillWi01,fumbles_rec,0,,,,,
player,201210070nyg,nyg,HillWi01,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,HillWi01,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,HillWi01,fumbles_forced,1,,,,,
player,201210070nyg,nyg,PaysSp00,def_int,0,,,,,
player,201210070nyg,nyg,PaysSp00,def_int_yds,0,,,,,
player,201210070nyg,nyg,PaysSp00,def_int_td,0,,,,,
player,201210070nyg,nyg,PaysSp00,def_int_long,0,,,,,
player,201210070nyg,nyg,PaysSp00,pass_defended,0,,,,,
player,201210070nyg,nyg,PaysSp00,sacks,0.0,,,,,
player,201210070nyg,nyg,PaysSp00,tackles_combined,4,,,,,
player,201210070nyg,nyg,PaysSp00,tackles_solo,3,,,,,
player,201210070nyg,nyg,PaysSp00,tackles_assists,1,,,,,
player,201210070nyg,nyg,PaysSp00,tackles_loss,0,,,,,
player,201210070nyg,nyg,PaysSp00,qb_hits,0,,,,,
player,201210070nyg,nyg,PaysSp00,fumbles_rec,0,,,,,
player,201210070nyg,nyg,PaysSp00,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,PaysSp00,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,PaysSp00,fumbles_forced,0,,,,,
player,201210070nyg,nyg,UmenOs99,def_int,0,,,,,
player,201210070nyg,nyg,UmenOs99,def_int_yds,0,,,,,
player,201210070nyg,nyg,UmenOs99,def_int_td,0,,,,,
player,201210070nyg,nyg,UmenOs99,def_int_long,0,,,,,
player,201210070nyg,nyg,UmenOs99,pass_defended,1,,,,,
player,201210070nyg,nyg,UmenOs99,sacks,0.0,,,,,
player,201210070nyg,nyg,UmenOs99,tackles_combined,4,,,,,
player,201210070nyg,nyg,UmenOs99,tackles_solo,1,,,,,
player,201210070nyg,nyg,UmenOs99,tackles_assists,3,,,,,
player,201210070nyg,nyg,UmenOs99,tackles_loss,0,,,,,
player,201210070nyg,nyg,UmenOs99,qb_hits,1,,,,,
player,201210070nyg,nyg,UmenOs99,fumbles_rec,0,,,,,
player,201210070nyg,nyg,UmenOs99,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,UmenOs99,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,UmenOs99,fumbles_forced,0,,,,,
player,201210070nyg,nyg,AmukPr00,def_int,0,,,,,
player,201210070nyg,nyg,AmukPr00,def_int_yds,0,,,,,
player,201210070nyg,nyg,AmukPr00,def_int_td,0,,,,,
player,201210070nyg,nyg,AmukPr00,def_int_long,0,,,,,
player,201210070nyg,nyg,AmukPr00,pass_defended,0,,,,,
player,201210070nyg,nyg,AmukPr00,sacks,0.0,,,,,
player,201210070nyg,nyg,AmukPr00,tackles_combined,3,,,,,
player,201210070nyg,nyg,AmukPr00,tackles_solo,2,,,,,
player,201210070nyg,nyg,AmukPr00,tackles_assists,1,,,,,
player,201210070nyg,nyg,AmukPr00,tackles_loss,0,,,,,
player,201210070nyg,nyg,AmukPr00,qb_hits,0,,,,,
player,201210070nyg,nyg,AmukPr00,fumbles_rec,0,,,,,
player,201210070nyg,nyg,AmukPr00,fumbles_rec_yds,0,,,,,
player,201210070nyg,nyg,AmukPr00,fumbles_rec_td,0,,,,,
player,201210070nyg,nyg,AmukPr00,fumbles_forced,0,,,,,
player,201210070nyg,nyg,JoseLi99,def_int,0,,,,,
player,201210070nyg,nyg,JoseLi99,def_int_yds,0,,,,,
player,201210070nyg,nyg,JoseLi99,def_int_td,0,,,,,
player,201210070nyg,nyg,JoseLi99,def_int_long,0,,,,,
player,201210070nyg,nyg,JoseLi99,pass_defended,0,,,,,
player,201210070nyg,nyg,JoseLi99,sacks,0.0,,,,,
player,201210070nyg,nyg,JoseLi99,tackles_combined,3,,,,,
player,201210070nyg,nyg,JoseLi99,tackles_solo,2,,,,,
player,201210070nyg,nyg,JoseLi99,tackles_assists,1,,,,,
player,201210070nyg,nyg,JoseLi99,tackles_loss,0,,,,,
