game,2012,14,20121209,201212090was,rav,"Baltimore Ravens",28,was,"Washington Redskins",31
player,201212090was,rav,WillCa99,pos,CB,,,,,
player,201212090was,rav,WillCa99,offense,0,,,,,
player,201212090was,rav,WillCa99,off_pct,0%,,,,,
player,201212090was,rav,WillCa99,defense,70,,,,,
player,201212090was,rav,WillCa99,def_pct,97%,,,,,
player,201212090was,rav,WillCa99,special_teams,0,,,,,
player,201212090was,rav,WillCa99,st_pct,0%,,,,,
player,201212090was,rav,PollBe20,pos,SS,,,,,
player,201212090was,rav,PollBe20,offense,0,,,,,
player,201212090was,rav,PollBe20,off_pct,0%,,,,,
player,201212090was,rav,PollBe20,defense,69,,,,,
player,201212090was,rav,PollBe20,def_pct,96%,,,,,
player,201212090was,rav,PollBe20,special_teams,0,,,,,
player,201212090was,rav,PollBe20,st_pct,0%,,,,,
player,201212090was,rav,UpshCo00,pos,DE,,,,,
player,201212090was,rav,UpshCo00,offense,0,,,,,
player,201212090was,rav,UpshCo00,off_pct,0%,,,,,
player,201212090was,rav,UpshCo00,defense,66,,,,,
player,201212090was,rav,UpshCo00,def_pct,92%,,,,,
player,201212090was,rav,UpshCo00,special_teams,12,,,,,
player,201212090was,rav,UpshCo00,st_pct,38%,,,,,
player,201212090was,rav,NgatHa20,pos,DT,,,,,
player,201212090was,rav,NgatHa20,offense,0,,,,,
player,201212090was,rav,NgatHa20,off_pct,0%,,,,,
player,201212090was,rav,NgatHa20,defense,63,,,,,
player,201212090was,rav,NgatHa20,def_pct,88%,,,,,
player,201212090was,rav,NgatHa20,special_teams,5,,,,,
player,201212090was,rav,NgatHa20,st_pct,16%,,,,,
player,201212090was,rav,McClJa01,pos,LB,,,,,
player,201212090was,rav,McClJa01,offense,0,,,,,
player,201212090was,rav,McClJa01,off_pct,0%,,,,,
player,201212090was,rav,McClJa01,defense,45,,,,,
player,201212090was,rav,McClJa01,def_pct,62%,,,,,
player,201212090was,rav,McClJa01,special_teams,3,,,,,
player,201212090was,rav,McClJa01,st_pct,9%,,,,,
player,201212090was,rav,ByneJo00,pos,LB,,,,,
player,201212090was,rav,ByneJo00,offense,0,,,,,
player,201212090was,rav,ByneJo00,off_pct,0%,,,,,
player,201212090was,rav,ByneJo00,defense,44,,,,,
player,201212090was,rav,ByneJo00,def_pct,61%,,,,,
player,201212090was,rav,ByneJo00,special_teams,20,,,,,
player,201212090was,rav,ByneJo00,st_pct,62%,,,,,
player,201212090was,rav,AyanBr99,pos,LB,,,,,
player,201212090was,rav,AyanBr99,offense,0,,,,,
player,201212090was,rav,AyanBr99,off_pct,0%,,,,,
player,201212090was,rav,AyanBr99,defense,40,,,,,
player,201212090was,rav,AyanBr99,def_pct,56%,,,,,
player,201212090was,rav,AyanBr99,special_teams,27,,,,,
player,201212090was,rav,AyanBr99,st_pct,84%,,,,,
player,201212090was,rav,JoneAr22,pos,DT,,,,,
player,201212090was,rav,JoneAr22,offense,0,,,,,
player,201212090was,rav,JoneAr22,off_pct,0%,,,,,
player,201212090was,rav,JoneAr22,defense,38,,,,,
player,201212090was,rav,JoneAr22,def_pct,53%,,,,,
player,201212090was,rav,JoneAr22,special_teams,5,,,,,
player,201212090was,rav,JoneAr22,st_pct,16%,,,,,
player,201212090was,rav,JohnCh26,pos,CB,,,,,
player,201212090was,rav,JohnCh26,offense,0,,,,,
player,201212090was,rav,JohnCh26,off_pct,0%,,,,,
player,201212090was,rav,JohnCh26,defense,35,,,,,
player,201212090was,rav,JohnCh26,def_pct,49%,,,,,
player,201212090was,rav,JohnCh26,special_teams,0,,,,,
player,201212090was,rav,JohnCh26,st_pct,0%,,,,,
player,201212090was,rav,McClAl00,pos,DE,,,,,
player,201212090was,rav,McClAl00,offense,0,,,,,
player,201212090was,rav,McClAl00,off_pct,0%,,,,,
player,201212090was,rav,McClAl00,defense,26,,,,,
player,201212090was,rav,McClAl00,def_pct,36%,,,,,
player,201212090was,rav,McClAl00,special_teams,25,,,,,
player,201212090was,rav,McClAl00,st_pct,78%,,,,,
player,201212090was,rav,CodyTe99,pos,NT,,,,,
player,201212090was,rav,CodyTe99,offense,0,,,,,
player,201212090was,rav,CodyTe99,off_pct,0%,,,,,
player,201212090was,rav,CodyTe99,defense,25,,,,,
player,201212090was,rav,CodyTe99,def_pct,35%,,,,,
player,201212090was,rav,CodyTe99,special_teams,5,,,,,
player,201212090was,rav,CodyTe99,st_pct,16%,,,,,
player,201212090was,rav,McPhPe00,pos,DE,,,,,
player,201212090was,rav,McPhPe00,offense,0,,,,,
player,201212090was,rav,McPhPe00,off_pct,0%,,,,,
player,201212090was,rav,McPhPe00,defense,25,,,,,
player,201212090was,rav,McPhPe00,def_pct,35%,,,,,
player,201212090was,rav,McPhPe00,special_teams,1,,,,,
player,201212090was,rav,McPhPe00,st_pct,3%,,,,,
player,201212090was,rav,KemoMa20,pos,NT,,,,,
player,201212090was,rav,KemoMa20,offense,0,,,,,
player,201212090was,rav,KemoMa20,off_pct,0%,,,,,
player,201212090was,rav,KemoMa20,defense,19,,,,,
player,201212090was,rav,KemoMa20,def_pct,26%,,,,,
player,201212090was,rav,KemoMa20,special_teams,0,,,,,
player,201212090was,rav,KemoMa20,st_pct,0%,,,,,
player,201212090was,rav,IhedJa00,pos,SS,,,,,
player,201212090was,rav,IhedJa00,offense,0,,,,,
player,201212090was,rav,IhedJa00,off_pct,0%,,,,,
player,201212090was,rav,IhedJa00,defense,7,,,,,
player,201212090was,rav,IhedJa00,def_pct,10%,,,,,
player,201212090was,rav,IhedJa00,special_teams,28,,,,,
player,201212090was,rav,IhedJa00,st_pct,88%,,,,,
player,201212090was,rav,TysoDe00,pos,DE,,,,,
player,201212090was,rav,TysoDe00,offense,0,,,,,
player,201212090was,rav,TysoDe00,off_pct,0%,,,,,
player,201212090was,rav,TysoDe00,defense,6,,,,,
player,201212090was,rav,TysoDe00,def_pct,8%,,,,,
player,201212090was,rav,TysoDe00,special_teams,4,,,,,
player,201212090was,rav,TysoDe00,st_pct,12%,,,,,
player,201212090was,rav,ConsSe20,pos,SS,,,,,
player,201212090was,rav,ConsSe20,offense,0,,,,,
player,201212090was,rav,ConsSe20,off_pct,0%,,,,,
player,201212090was,rav,ConsSe20,defense,0,,,,,
player,201212090was,rav,ConsSe20,def_pct,0%,,,,,
player,201212090was,rav,ConsSe20,special_teams,28,,,,,
player,201212090was,rav,ConsSe20,st_pct,88%,,,,,
player,201212090was,rav,AlleAn01,pos,RB,,,,,
player,201212090was,rav,AlleAn01,offense,0,,,,,
player,201212090was,rav,AlleAn01,off_pct,0%,,,,,
player,201212090was,rav,AlleAn01,defense,0,,,,,
player,201212090was,rav,AlleAn01,def_pct,0%,,,,,
player,201212090was,rav,AlleAn01,special_teams,23,,,,,
player,201212090was,rav,AlleAn01,st_pct,72%,,,,,
player,201212090was,rav,BrowCh05,pos,CB,,,,,
player,201212090was,rav,BrowCh05,offense,0,,,,,
player,201212090was,rav,BrowCh05,off_pct,0%,,,,,
player,201212090was,rav,BrowCh05,defense,0,,,,,
player,201212090was,rav,BrowCh05,def_pct,0%,,,,,
player,201212090was,rav,BrowCh05,special_teams,21,,,,,
player,201212090was,rav,BrowCh05,st_pct,66%,,,,,
player,201212090was,rav,ReedDa00,pos,WR,,,,,
player,201212090was,rav,ReedDa00,offense,0,,,,,
player,201212090was,rav,ReedDa00,off_pct,0%,,,,,
player,201212090was,rav,ReedDa00,defense,0,,,,,
player,201212090was,rav,ReedDa00,def_pct,0%,,,,,
player,201212090was,rav,ReedDa00,special_teams,16,,,,,
player,201212090was,rav,ReedDa00,st_pct,50%,,,,,
player,201212090was,rav,WillLa01,pos,WR,,,,,
player,201212090was,rav,WillLa01,offense,0,,,,,
player,201212090was,rav,WillLa01,off_pct,0%,,,,,
player,201212090was,rav,WillLa01,defense,0,,,,,
player,201212090was,rav,WillLa01,def_pct,0%,,,,,
player,201212090was,rav,WillLa01,special_teams,12,,,,,
player,201212090was,rav,WillLa01,st_pct,38%,,,,,
player,201212090was,rav,JackAs00,pos,CB,,,,,
player,201212090was,rav,JackAs00,offense,0,,,,,
player,201212090was,rav,JackAs00,off_pct,0%,,,,,
player,201212090was,rav,JackAs00,defense,0,,,,,
player,201212090was,rav,JackAs00,def_pct,0%,,,,,
player,201212090was,rav,JackAs00,special_teams,11,,,,,
player,201212090was,rav,JackAs00,st_pct,34%,,,,,
player,201212090was,rav,GradGi00,pos,G,,,,,
player,201212090was,rav,GradGi00,offense,0,,,,,
player,201212090was,rav,GradGi00,off_pct,0%,,,,,
player,201212090was,rav,GradGi00,defense,0,,,,,
player,201212090was,rav,GradGi00,def_pct,0%,,,,,
player,201212090was,rav,GradGi00,special_teams,11,,,,,
player,201212090was,rav,GradGi00,st_pct,34%,,,,,
player,201212090was,rav,TuckJu00,pos,K,,,,,
player,201212090was,rav,TuckJu00,offense,0,,,,,
player,201212090was,rav,TuckJu00,off_pct,0%,,,,,
player,201212090was,rav,TuckJu00,defense,0,,,,,
player,201212090was,rav,TuckJu00,def_pct,0%,,,,,
player,201212090was,rav,TuckJu00,special_teams,9,,,,,
player,201212090was,rav,TuckJu00,st_pct,28%,,,,,
player,201212090was,rav,CoxxMo00,pos,LS,,,,,
player,201212090was,rav,CoxxMo00,offense,0,,,,,
player,201212090was,rav,CoxxMo00,off_pct,0%,,,,,
player,201212090was,rav,CoxxMo00,defense,0,,,,,
player,201212090was,rav,CoxxMo00,def_pct,0%,,,,,
player,201212090was,rav,CoxxMo00,special_teams,9,,,,,
player,201212090was,rav,CoxxMo00,st_pct,28%,,,,,
player,201212090was,rav,KochSa20,pos,P,,,,,
player,201212090was,rav,KochSa20,offense,0,,,,,
player,201212090was,rav,KochSa20,off_pct,0%,,,,,
player,201212090was,rav,KochSa20,defense,0,,,,,
player,201212090was,rav,KochSa20,def_pct,0%,,,,,
player,201212090was,rav,KochSa20,special_teams,9,,,,,
player,201212090was,rav,KochSa20,st_pct,28%,,,,,
player,201212090was,rav,McKiBr21,pos,T,,,,,
player,201212090was,rav,McKiBr21,offense,0,,,,,
player,201212090was,rav,McKiBr21,off_pct,0%,,,,,
player,201212090was,rav,McKiBr21,defense,0,,,,,
player,201212090was,rav,McKiBr21,def_pct,0%,,,,,
player,201212090was,rav,McKiBr21,special_teams,4,,,,,
player,201212090was,rav,McKiBr21,st_pct,12%,,,,,
