game,2012,14,20121209,201212090was,rav,"Baltimore Ravens",28,was,"Washington Redskins",31
player,201212090was,was,CrawRi00,punt_ret,3,,,,,
player,201212090was,was,CrawRi00,punt_ret_yds,100,,,,,
player,201212090was,was,CrawRi00,punt_ret_yds_per_ret,33.3,,,,,
player,201212090was,was,CrawRi00,punt_ret_td,0,,,,,
player,201212090was,was,CrawRi00,punt_ret_long,64,,,,,
player,201212090was,was,PaulNi00,kick_ret,2,,,,,
player,201212090was,was,PaulNi00,kick_ret_yds,37,,,,,
player,201212090was,was,PaulNi00,kick_ret_yds_per_ret,18.5,,,,,
player,201212090was,was,PaulNi00,kick_ret_td,0,,,,,
player,201212090was,was,PaulNi00,kick_ret_long,19,,,,,
player,201212090was,was,PaulNi00,punt_ret,0,,,,,
player,201212090was,was,PaulNi00,punt_ret_yds,0,,,,,
player,201212090was,was,PaulNi00,punt_ret_yds_per_ret,,,,,,
player,201212090was,was,PaulNi00,punt_ret_td,0,,,,,
player,201212090was,was,PaulNi00,punt_ret_long,0,,,,,
player,201212090was,rav,TuckJu00,xpm,4,,,,,
player,201212090was,rav,TuckJu00,xpa,4,,,,,
player,201212090was,rav,TuckJu00,fgm,,,,,,
player,201212090was,rav,TuckJu00,fga,,,,,,
player,201212090was,rav,TuckJu00,punt,0,,,,,
player,201212090was,rav,TuckJu00,punt_yds,0,,,,,
player,201212090was,rav,TuckJu00,punt_yds_per_punt,,,,,,
player,201212090was,rav,TuckJu00,punt_long,0,,,,,
player,201212090was,rav,KochSa20,xpm,,,,,,
player,201212090was,rav,KochSa20,xpa,,,,,,
player,201212090was,rav,KochSa20,fgm,,,,,,
player,201212090was,rav,KochSa20,fga,,,,,,
player,201212090was,rav,KochSa20,punt,5,,,,,
player,201212090was,rav,KochSa20,punt_yds,251,,,,,
player,201212090was,rav,KochSa20,punt_yds_per_punt,50.2,,,,,
player,201212090was,rav,KochSa20,punt_long,59,,,,,
player,201212090was,was,ForbKa00,xpm,2,,,,,
player,201212090was,was,ForbKa00,xpa,2,,,,,
player,201212090was,was,ForbKa00,fgm,3,,,,,
player,201212090was,was,ForbKa00,fga,3,,,,,
player,201212090was,was,ForbKa00,punt,0,,,,,
player,201212090was,was,ForbKa00,punt_yds,0,,,,,
player,201212090was,was,ForbKa00,punt_yds_per_punt,,,,,,
player,201212090was,was,ForbKa00,punt_long,0,,,,,
player,201212090was,was,RoccSa20,xpm,,,,,,
player,201212090was,was,RoccSa20,xpa,,,,,,
player,201212090was,was,RoccSa20,fgm,,,,,,
player,201212090was,was,RoccSa20,fga,,,,,,
player,201212090was,was,RoccSa20,punt,5,,,,,
player,201212090was,was,RoccSa20,punt_yds,240,,,,,
player,201212090was,was,RoccSa20,punt_yds_per_punt,48.0,,,,,
player,201212090was,was,RoccSa20,punt_long,57,,,,,
player,201212090was,was,WillTr21,pos,T,,,,,
player,201212090was,was,WillTr21,offense,72,,,,,
player,201212090was,was,WillTr21,off_pct,100%,,,,,
player,201212090was,was,WillTr21,defense,0,,,,,
player,201212090was,was,WillTr21,def_pct,0%,,,,,
player,201212090was,was,WillTr21,special_teams,5,,,,,
player,201212090was,was,WillTr21,st_pct,16%,,,,,
player,201212090was,was,ChesCh21,pos,G,,,,,
player,201212090was,was,ChesCh21,offense,72,,,,,
player,201212090was,was,ChesCh21,off_pct,100%,,,,,
player,201212090was,was,ChesCh21,defense,0,,,,,
player,201212090was,was,ChesCh21,def_pct,0%,,,,,
player,201212090was,was,ChesCh21,special_teams,5,,,,,
player,201212090was,was,ChesCh21,st_pct,16%,,,,,
player,201212090was,was,MontWi20,pos,C,,,,,
player,201212090was,was,MontWi20,offense,72,,,,,
player,201212090was,was,MontWi20,off_pct,100%,,,,,
player,201212090was,was,MontWi20,defense,0,,,,,
player,201212090was,was,MontWi20,def_pct,0%,,,,,
player,201212090was,was,MontWi20,special_teams,5,,,,,
player,201212090was,was,MontWi20,st_pct,16%,,,,,
player,201212090was,was,PoluTy20,pos,T,,,,,
player,201212090was,was,PoluTy20,offense,72,,,,,
player,201212090was,was,PoluTy20,off_pct,100%,,,,,
player,201212090was,was,PoluTy20,defense,0,,,,,
player,201212090was,was,PoluTy20,def_pct,0%,,,,,
player,201212090was,was,PoluTy20,special_teams,0,,,,,
player,201212090was,was,PoluTy20,st_pct,0%,,,,,
player,201212090was,was,LichKo20,pos,G,,,,,
player,201212090was,was,LichKo20,offense,72,,,,,
player,201212090was,was,LichKo20,off_pct,100%,,,,,
player,201212090was,was,LichKo20,defense,0,,,,,
player,201212090was,was,LichKo20,def_pct,0%,,,,,
player,201212090was,was,LichKo20,special_teams,0,,,,,
player,201212090was,was,LichKo20,st_pct,0%,,,,,
player,201212090was,was,PaulLo00,pos,TE,,,,,
player,201212090was,was,PaulLo00,offense,70,,,,,
player,201212090was,was,PaulLo00,off_pct,97%,,,,,
player,201212090was,was,PaulLo00,defense,0,,,,,
player,201212090was,was,PaulLo00,def_pct,0%,,,,,
player,201212090was,was,PaulLo00,special_teams,5,,,,,
player,201212090was,was,PaulLo00,st_pct,16%,,,,,
player,201212090was,was,GrifRo01,pos,QB,,,,,
player,201212090was,was,GrifRo01,offense,65,,,,,
player,201212090was,was,GrifRo01,off_pct,90%,,,,,
player,201212090was,was,GrifRo01,defense,0,,,,,
player,201212090was,was,GrifRo01,def_pct,0%,,,,,
player,201212090was,was,GrifRo01,special_teams,0,,,,,
player,201212090was,was,GrifRo01,st_pct,0%,,,,,
player,201212090was,was,GarcPi00,pos,WR,,,,,
player,201212090was,was,GarcPi00,offense,61,,,,,
player,201212090was,was,GarcPi00,off_pct,85%,,,,,
player,201212090was,was,GarcPi00,defense,0,,,,,
player,201212090was,was,GarcPi00,def_pct,0%,,,,,
player,201212090was,was,GarcPi00,special_teams,0,,,,,
player,201212090was,was,GarcPi00,st_pct,0%,,,,,
player,201212090was,was,MorrAl00,pos,RB,,,,,
player,201212090was,was,MorrAl00,offense,49,,,,,
player,201212090was,was,MorrAl00,off_pct,68%,,,,,
player,201212090was,was,MorrAl00,defense,0,,,,,
player,201212090was,was,MorrAl00,def_pct,0%,,,,,
player,201212090was,was,MorrAl00,special_teams,0,,,,,
player,201212090was,was,MorrAl00,st_pct,0%,,,,,
player,201212090was,was,MorgJo00,pos,WR,,,,,
player,201212090was,was,MorgJo00,offense,47,,,,,
player,201212090was,was,MorgJo00,off_pct,65%,,,,,
player,201212090was,was,MorgJo00,defense,0,,,,,
player,201212090was,was,MorgJo00,def_pct,0%,,,,,
player,201212090was,was,MorgJo00,special_teams,0,,,,,
player,201212090was,was,MorgJo00,st_pct,0%,,,,,
player,201212090was,was,MossSa00,pos,WR,,,,,
player,201212090was,was,MossSa00,offense,37,,,,,
player,201212090was,was,MossSa00,off_pct,51%,,,,,
player,201212090was,was,MossSa00,defense,0,,,,,
player,201212090was,was,MossSa00,def_pct,0%,,,,,
player,201212090was,was,MossSa00,special_teams,0,,,,,
player,201212090was,was,MossSa00,st_pct,0%,,,,,
player,201212090was,was,HankLe00,pos,WR,,,,,
player,201212090was,was,HankLe00,offense,25,,,,,
player,201212090was,was,HankLe00,off_pct,35%,,,,,
player,201212090was,was,HankLe00,defense,0,,,,,
player,201212090was,was,HankLe00,def_pct,0%,,,,,
player,201212090was,was,HankLe00,special_teams,0,,,,,
player,201212090was,was,HankLe00,st_pct,0%,,,,,
player,201212090was,was,YounDa01,pos,FB,,,,,
player,201212090was,was,YounDa01,offense,24,,,,,
player,201212090was,was,YounDa01,off_pct,33%,,,,,
player,201212090was,was,YounDa01,defense,0,,,,,
player,201212090was,was,YounDa01,def_pct,0%,,,,,
player,201212090was,was,YounDa01,special_teams,6,,,,,
player,201212090was,was,YounDa01,st_pct,19%,,,,,
player,201212090was,was,RoysEv00,pos,RB,,,,,
player,201212090was,was,RoysEv00,offense,22,,,,,
player,201212090was,was,RoysEv00,off_pct,31%,,,,,
player,201212090was,was,RoysEv00,defense,0,,,,,
player,201212090was,was,RoysEv00,def_pct,0%,,,,,
player,201212090was,was,RoysEv00,special_teams,5,,,,,
player,201212090was,was,RoysEv00,st_pct,16%,,,,,
player,201212090was,was,CoolCh00,pos,TE,,,,,
player,201212090was,was,CoolCh00,offense,12,,,,,
player,201212090was,was,CoolCh00,off_pct,17%,,,,,
player,201212090was,was,CoolCh00,defense,0,,,,,
player,201212090was,was,CoolCh00,def_pct,0%,,,,,
player,201212090was,was,CoolCh00,special_teams,5,,,,,
player,201212090was,was,CoolCh00,st_pct,16%,,,,,
player,201212090was,was,RobiAl00,pos,WR,,,,,
player,201212090was,was,RobiAl00,offense,8,,,,,
player,201212090was,was,RobiAl00,off_pct,11%,,,,,
player,201212090was,was,RobiAl00,defense,0,,,,,
player,201212090was,was,RobiAl00,def_pct,0%,,,,,
player,201212090was,was,RobiAl00,special_teams,2,,,,,
player,201212090was,was,RobiAl00,st_pct,6%,,,,,
player,201212090was,was,CousKi00,pos,QB,,,,,
player,201212090was,was,CousKi00,offense,7,,,,,
player,201212090was,was,CousKi00,off_pct,10%,,,,,
player,201212090was,was,CousKi00,defense,0,,,,,
player,201212090was,was,CousKi00,def_pct,0%,,,,,
player,201212090was,was,CousKi00,special_teams,0,,,,,
player,201212090was,was,CousKi00,st_pct,0%,,,,,
player,201212090was,was,PaulNi00,pos,TE,,,,,
player,201212090was,was,PaulNi00,offense,5,,,,,
player,201212090was,was,PaulNi00,off_pct,7%,,,,,
player,201212090was,was,PaulNi00,defense,0,,,,,
player,201212090was,was,PaulNi00,def_pct,0%,,,,,
player,201212090was,was,PaulNi00,special_teams,23,,,,,
player,201212090was,was,PaulNi00,st_pct,72%,,,,,
player,201212090was,was,RilePe00,pos,LB,,,,,
player,201212090was,was,RilePe00,offense,0,,,,,
player,201212090was,was,RilePe00,off_pct,0%,,,,,
player,201212090was,was,RilePe00,defense,60,,,,,
player,201212090was,was,RilePe00,def_pct,100%,,,,,
player,201212090was,was,RilePe00,special_teams,15,,,,,
player,201212090was,was,RilePe00,st_pct,47%,,,,,
player,201212090was,was,HallDe99,pos,CB,,,,,
player,201212090was,was,HallDe99,offense,0,,,,,
player,201212090was,was,HallDe99,off_pct,0%,,,,,
player,201212090was,was,HallDe99,defense,60,,,,,
player,201212090was,was,HallDe99,def_pct,100%,,,,,
player,201212090was,was,HallDe99,special_teams,9,,,,,
player,201212090was,was,HallDe99,st_pct,28%,,,,,
player,201212090was,was,WillMa20,pos,FS,,,,,
player,201212090was,was,WillMa20,offense,0,,,,,
player,201212090was,was,WillMa20,off_pct,0%,,,,,
player,201212090was,was,WillMa20,defense,60,,,,,
player,201212090was,was,WillMa20,def_pct,100%,,,,,
player,201212090was,was,WillMa20,special_teams,4,,,,,
player,201212090was,was,WillMa20,st_pct,12%,,,,,
player,201212090was,was,WilsJo99,pos,CB,,,,,
player,201212090was,was,WilsJo99,offense,0,,,,,
player,201212090was,was,WilsJo99,off_pct,0%,,,,,
player,201212090was,was,WilsJo99,defense,60,,,,,
player,201212090was,was,WilsJo99,def_pct,100%,,,,,
player,201212090was,was,WilsJo99,special_teams,4,,,,,
player,201212090was,was,WilsJo99,st_pct,12%,,,,,
player,201212090was,was,KerrRy00,pos,LB,,,,,
player,201212090was,was,KerrRy00,offense,0,,,,,
player,201212090was,was,KerrRy00,off_pct,0%,,,,,
player,201212090was,was,KerrRy00,defense,60,,,,,
player,201212090was,was,KerrRy00,def_pct,100%,,,,,
player,201212090was,was,KerrRy00,special_teams,4,,,,,
player,201212090was,was,KerrRy00,st_pct,12%,,,,,
player,201212090was,was,FletLo20,pos,LB,,,,,
player,201212090was,was,FletLo20,offense,0,,,,,
player,201212090was,was,FletLo20,off_pct,0%,,,,,
player,201212090was,was,FletLo20,defense,60,,,,,
player,201212090was,was,FletLo20,def_pct,100%,,,,,
player,201212090was,was,FletLo20,special_teams,4,,,,,
player,201212090was,was,FletLo20,st_pct,12%,,,,,
player,201212090was,was,JackRo99,pos,LB,,,,,
player,201212090was,was,JackRo99,offense,0,,,,,
player,201212090was,was,JackRo99,off_pct,0%,,,,,
player,201212090was,was,JackRo99,defense,52,,,,,
player,201212090was,was,JackRo99,def_pct,87%,,,,,
player,201212090was,was,JackRo99,special_teams,15,,,,,
player,201212090was,was,JackRo99,st_pct,47%,,,,,
player,201212090was,was,BoweSt20,pos,DE,,,,,
player,201212090was,was,BoweSt20,offense,0,,,,,
player,201212090was,was,BoweSt20,off_pct,0%,,,,,
player,201212090was,was,BoweSt20,defense,44,,,,,
player,201212090was,was,BoweSt20,def_pct,73%,,,,,
player,201212090was,was,BoweSt20,special_teams,3,,,,,
player,201212090was,was,BoweSt20,st_pct,9%,,,,,
player,201212090was,was,CofiBa20,pos,NT,,,,,
player,201212090was,was,CofiBa20,offense,0,,,,,
player,201212090was,was,CofiBa20,off_pct,0%,,,,,
player,201212090was,was,CofiBa20,defense,43,,,,,
player,201212090was,was,CofiBa20,def_pct,72%,,,,,
player,201212090was,was,CofiBa20,special_teams,4,,,,,
player,201212090was,was,CofiBa20,st_pct,12%,,,,,
player,201212090was,was,DougRe20,pos,SS,,,,,
player,201212090was,was,DougRe20,offense,0,,,,,
player,201212090was,was,DougRe20,off_pct,0%,,,,,
player,201212090was,was,DougRe20,defense,35,,,,,
player,201212090was,was,DougRe20,def_pct,58%,,,,,
player,201212090was,was,DougRe20,special_teams,27,,,,,
player,201212090was,was,DougRe20,st_pct,84%,,,,,
player,201212090was,was,JenkJa01,pos,DE,,,,,
player,201212090was,was,JenkJa01,offense,0,,,,,
player,201212090was,was,JenkJa01,off_pct,0%,,,,,
player,201212090was,was,JenkJa01,defense,30,,,,,
player,201212090was,was,JenkJa01,def_pct,50%,,,,,
player,201212090was,was,JenkJa01,special_teams,4,,,,,
player,201212090was,was,JenkJa01,st_pct,12%,,,,,
player,201212090was,was,JohnDo99,pos,CB,,,,,
player,201212090was,was,JohnDo99,offense,0,,,,,
player,201212090was,was,JohnDo99,off_pct,0%,,,,,
player,201212090was,was,JohnDo99,defense,21,,,,,
player,201212090was,was,JohnDo99,def_pct,35%,,,,,
player,201212090was,was,JohnDo99,special_teams,18,,,,,
player,201212090was,was,JohnDo99,st_pct,56%,,,,,
player,201212090was,was,GolsKe20,pos,DE,,,,,
player,201212090was,was,GolsKe20,offense,0,,,,,
player,201212090was,was,GolsKe20,off_pct,0%,,,,,
player,201212090was,was,GolsKe20,defense,21,,,,,
player,201212090was,was,GolsKe20,def_pct,35%,,,,,
player,201212090was,was,GolsKe20,special_teams,11,,,,,
player,201212090was,was,GolsKe20,st_pct,34%,,,,,
player,201212090was,was,PughJo99,pos,FS,,,,,
player,201212090was,was,PughJo99,offense,0,,,,,
player,201212090was,was,PughJo99,off_pct,0%,,,,,
player,201212090was,was,PughJo99,defense,13,,,,,
player,201212090was,was,PughJo99,def_pct,22%,,,,,
player,201212090was,was,PughJo99,special_teams,17,,,,,
player,201212090was,was,PughJo99,st_pct,53%,,,,,
player,201212090was,was,BakeCh99,pos,NT,,,,,
player,201212090was,was,BakeCh99,offense,0,,,,,
player,201212090was,was,BakeCh99,off_pct,0%,,,,,
player,201212090was,was,BakeCh99,defense,13,,,,,
player,201212090was,was,BakeCh99,def_pct,22%,,,,,
player,201212090was,was,BakeCh99,special_teams,5,,,,,
player,201212090was,was,BakeCh99,st_pct,16%,,,,,
player,201212090was,was,GomeDe00,pos,FS,,,,,
player,201212090was,was,GomeDe00,offense,0,,,,,
player,201212090was,was,GomeDe00,off_pct,0%,,,,,
player,201212090was,was,GomeDe00,defense,11,,,,,
player,201212090was,was,GomeDe00,def_pct,18%,,,,,
player,201212090was,was,GomeDe00,special_teams,23,,,,,
player,201212090was,was,GomeDe00,st_pct,72%,,,,,
player,201212090was,was,AlexLo99,pos,LB,,,,,
player,201212090was,was,AlexLo99,offense,0,,,,,
player,201212090was,was,AlexLo99,off_pct,0%,,,,,
player,201212090was,was,AlexLo99,defense,8,,,,,
player,201212090was,was,AlexLo99,def_pct,13%,,,,,
player,201212090was,was,AlexLo99,special_teams,23,,,,,
player,201212090was,was,AlexLo99,st_pct,72%,,,,,
player,201212090was,was,WortDo99,pos,DE,,,,,
player,201212090was,was,WortDo99,offense,0,,,,,
player,201212090was,was,WortDo99,off_pct,0%,,,,,
player,201212090was,was,WortDo99,defense,8,,,,,
player,201212090was,was,WortDo99,def_pct,13%,,,,,
player,201212090was,was,WortDo99,special_teams,0,,,,,
player,201212090was,was,WortDo99,st_pct,0%,,,,,
player,201212090was,was,CrawRi00,pos,CB,,,,,
player,201212090was,was,CrawRi00,offense,0,,,,,
player,201212090was,was,CrawRi00,off_pct,0%,,,,,
player,201212090was,was,CrawRi00,defense,1,,,,,
player,201212090was,was,CrawRi00,def_pct,2%,,,,,
player,201212090was,was,CrawRi00,special_teams,5,,,,,
player,201212090was,was,CrawRi00,st_pct,16%,,,,,
player,201212090was,was,WilsCh99,pos,LB,,,,,
player,201212090was,was,WilsCh99,offense,0,,,,,
player,201212090was,was,WilsCh99,off_pct,0%,,,,,
player,201212090was,was,WilsCh99,defense,0,,,,,
player,201212090was,was,WilsCh99,def_pct,0%,,,,,
player,201212090was,was,WilsCh99,special_teams,18,,,,,
player,201212090was,was,WilsCh99,st_pct,56%,,,,,
player,201212090was,was,KehlBr99,pos,LB,,,,,
player,201212090was,was,KehlBr99,offense,0,,,,,
player,201212090was,was,KehlBr99,off_pct,0%,,,,,
player,201212090was,was,KehlBr99,defense,0,,,,,
player,201212090was,was,KehlBr99,def_pct,0%,,,,,
player,201212090was,was,KehlBr99,special_teams,17,,,,,
player,201212090was,was,KehlBr99,st_pct,53%,,,,,
player,201212090was,was,ForbKa00,pos,K,,,,,
player,201212090was,was,ForbKa00,offense,0,,,,,
player,201212090was,was,ForbKa00,off_pct,0%,,,,,
player,201212090was,was,ForbKa00,defense,0,,,,,
player,201212090was,was,ForbKa00,def_pct,0%,,,,,
player,201212090was,was,ForbKa00,special_teams,12,,,,,
player,201212090was,was,ForbKa00,st_pct,38%,,,,,
player,201212090was,was,MurpJe99,pos,CB,,,,,
player,201212090was,was,MurpJe99,offense,0,,,,,
player,201212090was,was,MurpJe99,off_pct,0%,,,,,
player,201212090was,was,MurpJe99,defense,0,,,,,
player,201212090was,was,MurpJe99,def_pct,0%,,,,,
player,201212090was,was,MurpJe99,special_teams,12,,,,,
player,201212090was,was,MurpJe99,st_pct,38%,,,,,
player,201212090was,was,SundNi00,pos,LS,,,,,
player,201212090was,was,SundNi00,offense,0,,,,,
player,201212090was,was,SundNi00,off_pct,0%,,,,,
player,201212090was,was,SundNi00,defense,0,,,,,
player,201212090was,was,SundNi00,def_pct,0%,,,,,
player,201212090was,was,SundNi00,special_teams,11,,,,,
player,201212090was,was,SundNi00,st_pct,34%,,,,,
player,201212090was,was,RoccSa20,pos,P,,,,,
player,201212090was,was,RoccSa20,offense,0,,,,,
player,201212090was,was,RoccSa20,off_pct,0%,,,,,
player,201212090was,was,RoccSa20,defense,0,,,,,
player,201212090was,was,RoccSa20,def_pct,0%,,,,,
player,201212090was,was,RoccSa20,special_teams,11,,,,,
player,201212090was,was,RoccSa20,st_pct,34%,,,,,
player,201212090was,was,WillKe03,pos,RB,,,,,
player,201212090was,was,WillKe03,offense,0,,,,,
player,201212090was,was,WillKe03,off_pct,0%,,,,,
player,201212090was,was,WillKe03,defense,0,,,,,
player,201212090was,was,WillKe03,def_pct,0%,,,,,
player,201212090was,was,WillKe03,special_teams,5,,,,,
player,201212090was,was,WillKe03,st_pct,16%,,,,,
player,201212090was,was,BlacJo20,pos,T,,,,,
player,201212090was,was,BlacJo20,offense,0,,,,,
player,201212090was,was,BlacJo20,off_pct,0%,,,,,
player,201212090was,was,BlacJo20,defense,0,,,,,
player,201212090was,was,BlacJo20,def_pct,0%,,,,,
player,201212090was,was,BlacJo20,special_teams,5,,,,,
player,201212090was,was,BlacJo20,st_pct,16%,,,,,
player,201212090was,was,HurtMa00,pos,T,,,,,
player,201212090was,was,HurtMa00,offense,0,,,,,
player,201212090was,was,HurtMa00,off_pct,0%,,,,,
player,201212090was,was,HurtMa00,defense,0,,,,,
player,201212090was,was,HurtMa00,def_pct,0%,,,,,
player,201212090was,was,HurtMa00,special_teams,5,,,,,
player,201212090was,was,HurtMa00,st_pct,16%,,,,,
player,201212090was,rav,OherMi20,pos,T,,,,,
player,201212090was,rav,OherMi20,offense,60,,,,,
player,201212090was,rav,OherMi20,off_pct,100%,,,,,
player,201212090was,rav,OherMi20,defense,0,,,,,
player,201212090was,rav,OherMi20,def_pct,0%,,,,,
player,201212090was,rav,OherMi20,special_teams,4,,,,,
player,201212090was,rav,OherMi20,st_pct,12%,,,,,
player,201212090was,rav,OsemKe00,pos,T,,,,,
player,201212090was,rav,OsemKe00,offense,60,,,,,
player,201212090was,rav,OsemKe00,off_pct,100%,,,,,
player,201212090was,rav,OsemKe00,defense,0,,,,,
player,201212090was,rav,OsemKe00,def_pct,0%,,,,,
player,201212090was,rav,OsemKe00,special_teams,4,,,,,
player,201212090was,rav,OsemKe00,st_pct,12%,,,,,
player,201212090was,rav,ReidJa00,pos,T,,,,,
player,201212090was,rav,ReidJa00,offense,60,,,,,
player,201212090was,rav,ReidJa00,off_pct,100%,,,,,
player,201212090was,rav,ReidJa00,defense,0,,,,,
player,201212090was,rav,ReidJa00,def_pct,0%,,,,,
player,201212090was,rav,ReidJa00,special_teams,4,,,,,
player,201212090was,rav,ReidJa00,st_pct,12%,,,,,
player,201212090was,rav,FlacJo00,pos,QB,,,,,
player,201212090was,rav,FlacJo00,offense,60,,,,,
player,201212090was,rav,FlacJo00,off_pct,100%,,,,,
player,201212090was,rav,FlacJo00,defense,0,,,,,
player,201212090was,rav,FlacJo00,def_pct,0%,,,,,
player,201212090was,rav,FlacJo00,special_teams,0,,,,,
player,201212090was,rav,FlacJo00,st_pct,0%,,,,,
player,201212090was,rav,BirkMa00,pos,C,,,,,
player,201212090was,rav,BirkMa00,offense,60,,,,,
player,201212090was,rav,BirkMa00,off_pct,100%,,,,,
player,201212090was,rav,BirkMa00,defense,0,,,,,
player,201212090was,rav,BirkMa00,def_pct,0%,,,,,
player,201212090was,rav,BirkMa00,special_teams,0,,,,,
player,201212090was,rav,BirkMa00,st_pct,0%,,,,,
player,201212090was,rav,SmitTo02,pos,WR,,,,,
player,201212090was,rav,SmitTo02,offense,60,,,,,
player,201212090was,rav,SmitTo02,off_pct,100%,,,,,
player,201212090was,rav,SmitTo02,defense,0,,,,,
player,201212090was,rav,SmitTo02,def_pct,0%,,,,,
player,201212090was,rav,SmitTo02,special_teams,0,,,,,
player,201212090was,rav,SmitTo02,st_pct,0%,,,,,
player,201212090was,rav,YandMa20,pos,G,,,,,
player,201212090was,rav,YandMa20,offense,59,,,,,
player,201212090was,rav,YandMa20,off_pct,98%,,,,,
player,201212090was,rav,YandMa20,defense,0,,,,,
player,201212090was,rav,YandMa20,def_pct,0%,,,,,
player,201212090was,rav,YandMa20,special_teams,4,,,,,
player,201212090was,rav,YandMa20,st_pct,12%,,,,,
player,201212090was,rav,BoldAn00,pos,WR,,,,,
player,201212090was,rav,BoldAn00,offense,58,,,,,
player,201212090was,rav,BoldAn00,off_pct,97%,,,,,
player,201212090was,rav,BoldAn00,defense,0,,,,,
player,201212090was,rav,BoldAn00,def_pct,0%,,,,,
player,201212090was,rav,BoldAn00,special_teams,0,,,,,
player,201212090was,rav,BoldAn00,st_pct,0%,,,,,
player,201212090was,rav,PittDe00,pos,TE,,,,,
player,201212090was,rav,PittDe00,offense,44,,,,,
player,201212090was,rav,PittDe00,off_pct,73%,,,,,
player,201212090was,rav,PittDe00,defense,0,,,,,
player,201212090was,rav,PittDe00,def_pct,0%,,,,,
player,201212090was,rav,PittDe00,special_teams,4,,,,,
player,201212090was,rav,PittDe00,st_pct,12%,,,,,
player,201212090was,rav,RiceRa00,pos,RB,,,,,
player,201212090was,rav,RiceRa00,offense,43,,,,,
player,201212090was,rav,RiceRa00,off_pct,72%,,,,,
player,201212090was,rav,RiceRa00,defense,0,,,,,
player,201212090was,rav,RiceRa00,def_pct,0%,,,,,
player,201212090was,rav,RiceRa00,special_teams,0,,,,,
player,201212090was,rav,RiceRa00,st_pct,0%,,,,,
player,201212090was,rav,LeacVo00,pos,FB,,,,,
player,201212090was,rav,LeacVo00,offense,39,,,,,
player,201212090was,rav,LeacVo00,off_pct,65%,,,,,
player,201212090was,rav,LeacVo00,defense,0,,,,,
player,201212090was,rav,LeacVo00,def_pct,0%,,,,,
player,201212090was,rav,LeacVo00,special_teams,7,,,,,
player,201212090was,rav,LeacVo00,st_pct,22%,,,,,
player,201212090was,rav,BajeBi00,pos,TE,,,,,
player,201212090was,rav,BajeBi00,offense,18,,,,,
player,201212090was,rav,BajeBi00,off_pct,30%,,,,,
player,201212090was,rav,BajeBi00,defense,0,,,,,
player,201212090was,rav,BajeBi00,def_pct,0%,,,,,
player,201212090was,rav,BajeBi00,special_teams,12,,,,,
player,201212090was,rav,BajeBi00,st_pct,38%,,,,,
player,201212090was,rav,PierBe00,pos,RB,,,,,
player,201212090was,rav,PierBe00,offense,17,,,,,
player,201212090was,rav,PierBe00,off_pct,28%,,,,,
player,201212090was,rav,PierBe00,defense,0,,,,,
player,201212090was,rav,PierBe00,def_pct,0%,,,,,
player,201212090was,rav,PierBe00,special_teams,0,,,,,
player,201212090was,rav,PierBe00,st_pct,0%,,,,,
player,201212090was,rav,JoneJa03,pos,WR,,,,,
player,201212090was,rav,JoneJa03,offense,12,,,,,
player,201212090was,rav,JoneJa03,off_pct,20%,,,,,
player,201212090was,rav,JoneJa03,defense,0,,,,,
player,201212090was,rav,JoneJa03,def_pct,0%,,,,,
player,201212090was,rav,JoneJa03,special_teams,11,,,,,
player,201212090was,rav,JoneJa03,st_pct,34%,,,,,
player,201212090was,rav,DossTa00,pos,WR,,,,,
player,201212090was,rav,DossTa00,offense,9,,,,,
player,201212090was,rav,DossTa00,off_pct,15%,,,,,
player,201212090was,rav,DossTa00,defense,0,,,,,
player,201212090was,rav,DossTa00,def_pct,0%,,,,,
player,201212090was,rav,DossTa00,special_teams,2,,,,,
player,201212090was,rav,DossTa00,st_pct,6%,,,,,
player,201212090was,rav,WillBo21,pos,G,,,,,
player,201212090was,rav,WillBo21,offense,1,,,,,
player,201212090was,rav,WillBo21,off_pct,2%,,,,,
player,201212090was,rav,WillBo21,defense,0,,,,,
player,201212090was,rav,WillBo21,def_pct,0%,,,,,
player,201212090was,rav,WillBo21,special_teams,0,,,,,
player,201212090was,rav,WillBo21,st_pct,0%,,,,,
player,201212090was,rav,ReedEd00,pos,FS,,,,,
player,201212090was,rav,ReedEd00,offense,0,,,,,
player,201212090was,rav,ReedEd00,off_pct,0%,,,,,
player,201212090was,rav,ReedEd00,defense,72,,,,,
player,201212090was,rav,ReedEd00,def_pct,100%,,,,,
player,201212090was,rav,ReedEd00,special_teams,0,,,,,
player,201212090was,rav,ReedEd00,st_pct,0%,,,,,
player,201212090was,rav,KrugPa99,pos,LB,,,,,
player,201212090was,rav,KrugPa99,offense,0,,,,,
player,201212090was,rav,KrugPa99,off_pct,0%,,,,,
player,201212090was,rav,KrugPa99,defense,72,,,,,
player,201212090was,rav,KrugPa99,def_pct,100%,,,,,
player,201212090was,rav,KrugPa99,special_teams,0,,,,,
player,201212090was,rav,KrugPa99,st_pct,0%,,,,,
player,201212090was,rav,GrahCo99,pos,CB,,,,,
player,201212090was,rav,GrahCo99,offense,0,,,,,
player,201212090was,rav,GrahCo99,off_pct,0%,,,,,
player,201212090was,rav,GrahCo99,defense,70,,,,,
player,201212090was,rav,GrahCo99,def_pct,97%,,,,,
player,201212090was,rav,GrahCo99,special_teams,11,,,,,
player,201212090was,rav,GrahCo99,st_pct,34%,,,,,
