game,2012,8,20121028,201210280ram,nwe,"New England Patriots",45,ram,"St. Louis Rams",7
player,201210280ram,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201210280ram,ram,PettAu00,pass_long,0,,,,,
player,201210280ram,ram,PettAu00,pass_rating,,,,,,
player,201210280ram,ram,PettAu00,rush_att,0,,,,,
player,201210280ram,ram,PettAu00,rush_yds,0,,,,,
player,201210280ram,ram,PettAu00,rush_td,0,,,,,
player,201210280ram,ram,PettAu00,rush_long,0,,,,,
player,201210280ram,ram,PettAu00,targets,5,,,,,
player,201210280ram,ram,PettAu00,rec,3,,,,,
player,201210280ram,ram,PettAu00,rec_yds,15,,,,,
player,201210280ram,ram,PettAu00,rec_td,0,,,,,
player,201210280ram,ram,PettAu00,rec_long,9,,,,,
player,201210280ram,ram,PettAu00,fumbles,0,,,,,
player,201210280ram,ram,PettAu00,fumbles_lost,0,,,,,
player,201210280ram,ram,McNeMi00,pass_cmp,0,,,,,
player,201210280ram,ram,McNeMi00,pass_att,0,,,,,
player,201210280ram,ram,McNeMi00,pass_yds,0,,,,,
player,201210280ram,ram,McNeMi00,pass_td,0,,,,,
player,201210280ram,ram,McNeMi00,pass_int,0,,,,,
player,201210280ram,ram,McNeMi00,pass_sacked,0,,,,,
player,201210280ram,ram,McNeMi00,pass_sacked_yds,0,,,,,
player,201210280ram,ram,McNeMi00,pass_long,0,,,,,
player,201210280ram,ram,McNeMi00,pass_rating,,,,,,
player,201210280ram,ram,McNeMi00,rush_att,0,,,,,
player,201210280ram,ram,McNeMi00,rush_yds,0,,,,,
player,201210280ram,ram,McNeMi00,rush_td,0,,,,,
player,201210280ram,ram,McNeMi00,rush_long,0,,,,,
player,201210280ram,ram,McNeMi00,targets,2,,,,,
player,201210280ram,ram,McNeMi00,rec,2,,,,,
player,201210280ram,ram,McNeMi00,rec_yds,12,,,,,
player,201210280ram,ram,McNeMi00,rec_td,0,,,,,
player,201210280ram,ram,McNeMi00,rec_long,9,,,,,
player,201210280ram,ram,McNeMi00,fumbles,0,,,,,
player,201210280ram,ram,McNeMi00,fumbles_lost,0,,,,,
player,201210280ram,ram,SmitSt02,pass_cmp,0,,,,,
player,201210280ram,ram,SmitSt02,pass_att,0,,,,,
player,201210280ram,ram,SmitSt02,pass_yds,0,,,,,
player,201210280ram,ram,SmitSt02,pass_td,0,,,,,
player,201210280ram,ram,SmitSt02,pass_int,0,,,,,
player,201210280ram,ram,SmitSt02,pass_sacked,0,,,,,
player,201210280ram,ram,SmitSt02,pass_sacked_yds,0,,,,,
player,201210280ram,ram,SmitSt02,pass_long,0,,,,,
player,201210280ram,ram,SmitSt02,pass_rating,,,,,,
player,201210280ram,ram,SmitSt02,rush_att,0,,,,,
player,201210280ram,ram,SmitSt02,rush_yds,0,,,,,
player,201210280ram,ram,SmitSt02,rush_td,0,,,,,
player,201210280ram,ram,SmitSt02,rush_long,0,,,,,
player,201210280ram,ram,SmitSt02,targets,1,,,,,
player,201210280ram,ram,SmitSt02,rec,0,,,,,
player,201210280ram,ram,SmitSt02,rec_yds,0,,,,,
player,201210280ram,ram,SmitSt02,rec_td,0,,,,,
player,201210280ram,ram,SmitSt02,rec_long,0,,,,,
player,201210280ram,ram,SmitSt02,fumbles,0,,,,,
player,201210280ram,ram,SmitSt02,fumbles_lost,0,,,,,
player,201210280ram,ram,HekkJo00,pass_cmp,0,,,,,
player,201210280ram,ram,HekkJo00,pass_att,0,,,,,
player,201210280ram,ram,HekkJo00,pass_yds,0,,,,,
player,201210280ram,ram,HekkJo00,pass_td,0,,,,,
player,201210280ram,ram,HekkJo00,pass_int,0,,,,,
player,201210280ram,ram,HekkJo00,pass_sacked,0,,,,,
player,201210280ram,ram,HekkJo00,pass_sacked_yds,0,,,,,
player,201210280ram,ram,HekkJo00,pass_long,0,,,,,
player,201210280ram,ram,HekkJo00,pass_rating,,,,,,
player,201210280ram,ram,HekkJo00,rush_att,1,,,,,
player,201210280ram,ram,HekkJo00,rush_yds,-9,,,,,
player,201210280ram,ram,HekkJo00,rush_td,0,,,,,
player,201210280ram,ram,HekkJo00,rush_long,-9,,,,,
player,201210280ram,ram,HekkJo00,targets,0,,,,,
player,201210280ram,ram,HekkJo00,rec,0,,,,,
player,201210280ram,ram,HekkJo00,rec_yds,0,,,,,
player,201210280ram,ram,HekkJo00,rec_td,0,,,,,
player,201210280ram,ram,HekkJo00,rec_long,0,,,,,
player,201210280ram,ram,HekkJo00,fumbles,0,,,,,
player,201210280ram,ram,HekkJo00,fumbles_lost,0,,,,,
player,201210280ram,ram,MillBr01,pass_cmp,,,,,,
player,201210280ram,ram,MillBr01,pass_att,,,,,,
player,201210280ram,ram,MillBr01,pass_yds,,,,,,
player,201210280ram,ram,MillBr01,pass_td,,,,,,
player,201210280ram,ram,MillBr01,pass_int,,,,,,
player,201210280ram,ram,MillBr01,pass_sacked,,,,,,
player,201210280ram,ram,MillBr01,pass_sacked_yds,,,,,,
player,201210280ram,ram,MillBr01,pass_long,,,,,,
player,201210280ram,ram,MillBr01,pass_rating,,,,,,
player,201210280ram,ram,MillBr01,rush_att,,,,,,
player,201210280ram,ram,MillBr01,rush_yds,,,,,,
player,201210280ram,ram,MillBr01,rush_td,,,,,,
player,201210280ram,ram,MillBr01,rush_long,,,,,,
player,201210280ram,ram,MillBr01,targets,1,,,,,
player,201210280ram,ram,MillBr01,rec,0,,,,,
player,201210280ram,ram,MillBr01,rec_yds,0,,,,,
player,201210280ram,ram,MillBr01,rec_td,0,,,,,
player,201210280ram,ram,MillBr01,rec_long,,,,,,
player,201210280ram,ram,MillBr01,fumbles,,,,,,
player,201210280ram,ram,MillBr01,fumbles_lost,,,,,,
player,201210280ram,nwe,DennAl00,def_int,1,,,,,
player,201210280ram,nwe,DennAl00,def_int_yds,8,,,,,
player,201210280ram,nwe,DennAl00,def_int_td,0,,,,,
player,201210280ram,nwe,DennAl00,def_int_long,8,,,,,
player,201210280ram,nwe,DennAl00,pass_defended,1,,,,,
player,201210280ram,nwe,DennAl00,sacks,0.0,,,,,
player,201210280ram,nwe,DennAl00,tackles_combined,5,,,,,
player,201210280ram,nwe,DennAl00,tackles_solo,5,,,,,
player,201210280ram,nwe,DennAl00,tackles_assists,0,,,,,
player,201210280ram,nwe,DennAl00,tackles_loss,0,,,,,
player,201210280ram,nwe,DennAl00,qb_hits,0,,,,,
player,201210280ram,nwe,DennAl00,fumbles_rec,0,,,,,
player,201210280ram,nwe,DennAl00,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,DennAl00,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,DennAl00,fumbles_forced,0,,,,,
player,201210280ram,nwe,WilsTa00,def_int,1,,,,,
player,201210280ram,nwe,WilsTa00,def_int_yds,45,,,,,
player,201210280ram,nwe,WilsTa00,def_int_td,0,,,,,
player,201210280ram,nwe,WilsTa00,def_int_long,45,,,,,
player,201210280ram,nwe,WilsTa00,pass_defended,1,,,,,
player,201210280ram,nwe,WilsTa00,sacks,0.0,,,,,
player,201210280ram,nwe,WilsTa00,tackles_combined,3,,,,,
player,201210280ram,nwe,WilsTa00,tackles_solo,3,,,,,
player,201210280ram,nwe,WilsTa00,tackles_assists,0,,,,,
player,201210280ram,nwe,WilsTa00,tackles_loss,0,,,,,
player,201210280ram,nwe,WilsTa00,qb_hits,0,,,,,
player,201210280ram,nwe,WilsTa00,fumbles_rec,0,,,,,
player,201210280ram,nwe,WilsTa00,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,WilsTa00,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,WilsTa00,fumbles_forced,0,,,,,
player,201210280ram,nwe,JoneCh03,def_int,0,,,,,
player,201210280ram,nwe,JoneCh03,def_int_yds,0,,,,,
player,201210280ram,nwe,JoneCh03,def_int_td,0,,,,,
player,201210280ram,nwe,JoneCh03,def_int_long,0,,,,,
player,201210280ram,nwe,JoneCh03,pass_defended,1,,,,,
player,201210280ram,nwe,JoneCh03,sacks,1.0,,,,,
player,201210280ram,nwe,JoneCh03,tackles_combined,2,,,,,
player,201210280ram,nwe,JoneCh03,tackles_solo,2,,,,,
player,201210280ram,nwe,JoneCh03,tackles_assists,0,,,,,
player,201210280ram,nwe,JoneCh03,tackles_loss,1,,,,,
player,201210280ram,nwe,JoneCh03,qb_hits,1,,,,,
player,201210280ram,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201210280ram,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,JoneCh03,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,JoneCh03,fumbles_forced,0,,,,,
player,201210280ram,nwe,NinkRo20,def_int,0,,,,,
player,201210280ram,nwe,NinkRo20,def_int_yds,0,,,,,
player,201210280ram,nwe,NinkRo20,def_int_td,0,,,,,
player,201210280ram,nwe,NinkRo20,def_int_long,0,,,,,
player,201210280ram,nwe,NinkRo20,pass_defended,0,,,,,
player,201210280ram,nwe,NinkRo20,sacks,1.0,,,,,
player,201210280ram,nwe,NinkRo20,tackles_combined,1,,,,,
player,201210280ram,nwe,NinkRo20,tackles_solo,1,,,,,
player,201210280ram,nwe,NinkRo20,tackles_assists,0,,,,,
player,201210280ram,nwe,NinkRo20,tackles_loss,1,,,,,
player,201210280ram,nwe,NinkRo20,qb_hits,2,,,,,
player,201210280ram,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201210280ram,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201210280ram,nwe,SpikBr99,def_int,0,,,,,
player,201210280ram,nwe,SpikBr99,def_int_yds,0,,,,,
player,201210280ram,nwe,SpikBr99,def_int_td,0,,,,,
player,201210280ram,nwe,SpikBr99,def_int_long,0,,,,,
player,201210280ram,nwe,SpikBr99,pass_defended,1,,,,,
player,201210280ram,nwe,SpikBr99,sacks,0.0,,,,,
player,201210280ram,nwe,SpikBr99,tackles_combined,8,,,,,
player,201210280ram,nwe,SpikBr99,tackles_solo,8,,,,,
player,201210280ram,nwe,SpikBr99,tackles_assists,0,,,,,
player,201210280ram,nwe,SpikBr99,tackles_loss,0,,,,,
player,201210280ram,nwe,SpikBr99,qb_hits,0,,,,,
player,201210280ram,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201210280ram,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201210280ram,nwe,MayoJe99,def_int,0,,,,,
player,201210280ram,nwe,MayoJe99,def_int_yds,0,,,,,
player,201210280ram,nwe,MayoJe99,def_int_td,0,,,,,
player,201210280ram,nwe,MayoJe99,def_int_long,0,,,,,
player,201210280ram,nwe,MayoJe99,pass_defended,0,,,,,
player,201210280ram,nwe,MayoJe99,sacks,0.0,,,,,
player,201210280ram,nwe,MayoJe99,tackles_combined,7,,,,,
player,201210280ram,nwe,MayoJe99,tackles_solo,7,,,,,
player,201210280ram,nwe,MayoJe99,tackles_assists,0,,,,,
player,201210280ram,nwe,MayoJe99,tackles_loss,1,,,,,
player,201210280ram,nwe,MayoJe99,qb_hits,0,,,,,
player,201210280ram,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201210280ram,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,MayoJe99,fumbles_forced,1,,,,,
player,201210280ram,nwe,MoorSt00,def_int,0,,,,,
player,201210280ram,nwe,MoorSt00,def_int_yds,0,,,,,
player,201210280ram,nwe,MoorSt00,def_int_td,0,,,,,
player,201210280ram,nwe,MoorSt00,def_int_long,0,,,,,
player,201210280ram,nwe,MoorSt00,pass_defended,1,,,,,
player,201210280ram,nwe,MoorSt00,sacks,0.0,,,,,
player,201210280ram,nwe,MoorSt00,tackles_combined,6,,,,,
player,201210280ram,nwe,MoorSt00,tackles_solo,6,,,,,
player,201210280ram,nwe,MoorSt00,tackles_assists,0,,,,,
player,201210280ram,nwe,MoorSt00,tackles_loss,0,,,,,
player,201210280ram,nwe,MoorSt00,qb_hits,0,,,,,
player,201210280ram,nwe,MoorSt00,fumbles_rec,0,,,,,
player,201210280ram,nwe,MoorSt00,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,MoorSt00,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,MoorSt00,fumbles_forced,0,,,,,
player,201210280ram,nwe,EbneNa00,def_int,0,,,,,
player,201210280ram,nwe,EbneNa00,def_int_yds,0,,,,,
player,201210280ram,nwe,EbneNa00,def_int_td,0,,,,,
player,201210280ram,nwe,EbneNa00,def_int_long,0,,,,,
player,201210280ram,nwe,EbneNa00,pass_defended,0,,,,,
player,201210280ram,nwe,EbneNa00,sacks,0.0,,,,,
player,201210280ram,nwe,EbneNa00,tackles_combined,4,,,,,
player,201210280ram,nwe,EbneNa00,tackles_solo,4,,,,,
player,201210280ram,nwe,EbneNa00,tackles_assists,0,,,,,
player,201210280ram,nwe,EbneNa00,tackles_loss,0,,,,,
player,201210280ram,nwe,EbneNa00,qb_hits,0,,,,,
player,201210280ram,nwe,EbneNa00,fumbles_rec,0,,,,,
player,201210280ram,nwe,EbneNa00,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,EbneNa00,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,EbneNa00,fumbles_forced,0,,,,,
player,201210280ram,nwe,ColeMa01,def_int,0,,,,,
player,201210280ram,nwe,ColeMa01,def_int_yds,0,,,,,
player,201210280ram,nwe,ColeMa01,def_int_td,0,,,,,
player,201210280ram,nwe,ColeMa01,def_int_long,0,,,,,
player,201210280ram,nwe,ColeMa01,pass_defended,2,,,,,
player,201210280ram,nwe,ColeMa01,sacks,0.0,,,,,
player,201210280ram,nwe,ColeMa01,tackles_combined,2,,,,,
player,201210280ram,nwe,ColeMa01,tackles_solo,2,,,,,
player,201210280ram,nwe,ColeMa01,tackles_assists,0,,,,,
player,201210280ram,nwe,ColeMa01,tackles_loss,1,,,,,
player,201210280ram,nwe,ColeMa01,qb_hits,0,,,,,
player,201210280ram,nwe,ColeMa01,fumbles_rec,0,,,,,
player,201210280ram,nwe,ColeMa01,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,ColeMa01,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,ColeMa01,fumbles_forced,0,,,,,
player,201210280ram,nwe,CunnJe99,def_int,0,,,,,
player,201210280ram,nwe,CunnJe99,def_int_yds,0,,,,,
player,201210280ram,nwe,CunnJe99,def_int_td,0,,,,,
player,201210280ram,nwe,CunnJe99,def_int_long,0,,,,,
player,201210280ram,nwe,CunnJe99,pass_defended,0,,,,,
player,201210280ram,nwe,CunnJe99,sacks,0.0,,,,,
player,201210280ram,nwe,CunnJe99,tackles_combined,2,,,,,
player,201210280ram,nwe,CunnJe99,tackles_solo,2,,,,,
player,201210280ram,nwe,CunnJe99,tackles_assists,0,,,,,
player,201210280ram,nwe,CunnJe99,tackles_loss,0,,,,,
player,201210280ram,nwe,CunnJe99,qb_hits,0,,,,,
player,201210280ram,nwe,CunnJe99,fumbles_rec,0,,,,,
player,201210280ram,nwe,CunnJe99,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,CunnJe99,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,CunnJe99,fumbles_forced,0,,,,,
player,201210280ram,nwe,DeadBr99,def_int,0,,,,,
player,201210280ram,nwe,DeadBr99,def_int_yds,0,,,,,
player,201210280ram,nwe,DeadBr99,def_int_td,0,,,,,
player,201210280ram,nwe,DeadBr99,def_int_long,0,,,,,
player,201210280ram,nwe,DeadBr99,pass_defended,0,,,,,
player,201210280ram,nwe,DeadBr99,sacks,0.0,,,,,
player,201210280ram,nwe,DeadBr99,tackles_combined,2,,,,,
player,201210280ram,nwe,DeadBr99,tackles_solo,2,,,,,
player,201210280ram,nwe,DeadBr99,tackles_assists,0,,,,,
player,201210280ram,nwe,DeadBr99,tackles_loss,0,,,,,
player,201210280ram,nwe,DeadBr99,qb_hits,0,,,,,
player,201210280ram,nwe,DeadBr99,fumbles_rec,0,,,,,
player,201210280ram,nwe,DeadBr99,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,DeadBr99,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,DeadBr99,fumbles_forced,0,,,,,
player,201210280ram,nwe,LoveKy00,def_int,0,,,,,
player,201210280ram,nwe,LoveKy00,def_int_yds,0,,,,,
player,201210280ram,nwe,LoveKy00,def_int_td,0,,,,,
player,201210280ram,nwe,LoveKy00,def_int_long,0,,,,,
player,201210280ram,nwe,LoveKy00,pass_defended,0,,,,,
player,201210280ram,nwe,LoveKy00,sacks,0.0,,,,,
player,201210280ram,nwe,LoveKy00,tackles_combined,2,,,,,
player,201210280ram,nwe,LoveKy00,tackles_solo,2,,,,,
player,201210280ram,nwe,LoveKy00,tackles_assists,0,,,,,
player,201210280ram,nwe,LoveKy00,tackles_loss,0,,,,,
player,201210280ram,nwe,LoveKy00,qb_hits,0,,,,,
player,201210280ram,nwe,LoveKy00,fumbles_rec,0,,,,,
player,201210280ram,nwe,LoveKy00,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,LoveKy00,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,LoveKy00,fumbles_forced,0,,,,,
player,201210280ram,nwe,McCoDe99,def_int,0,,,,,
player,201210280ram,nwe,McCoDe99,def_int_yds,0,,,,,
player,201210280ram,nwe,McCoDe99,def_int_td,0,,,,,
player,201210280ram,nwe,McCoDe99,def_int_long,0,,,,,
player,201210280ram,nwe,McCoDe99,pass_defended,0,,,,,
player,201210280ram,nwe,McCoDe99,sacks,0.0,,,,,
player,201210280ram,nwe,McCoDe99,tackles_combined,2,,,,,
player,201210280ram,nwe,McCoDe99,tackles_solo,2,,,,,
player,201210280ram,nwe,McCoDe99,tackles_assists,0,,,,,
player,201210280ram,nwe,McCoDe99,tackles_loss,0,,,,,
player,201210280ram,nwe,McCoDe99,qb_hits,0,,,,,
player,201210280ram,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201210280ram,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201210280ram,nwe,HighDo01,def_int,0,,,,,
player,201210280ram,nwe,HighDo01,def_int_yds,0,,,,,
player,201210280ram,nwe,HighDo01,def_int_td,0,,,,,
player,201210280ram,nwe,HighDo01,def_int_long,0,,,,,
player,201210280ram,nwe,HighDo01,pass_defended,0,,,,,
player,201210280ram,nwe,HighDo01,sacks,0.0,,,,,
player,201210280ram,nwe,HighDo01,tackles_combined,1,,,,,
player,201210280ram,nwe,HighDo01,tackles_solo,1,,,,,
player,201210280ram,nwe,HighDo01,tackles_assists,0,,,,,
player,201210280ram,nwe,HighDo01,tackles_loss,0,,,,,
player,201210280ram,nwe,HighDo01,qb_hits,1,,,,,
player,201210280ram,nwe,HighDo01,fumbles_rec,0,,,,,
player,201210280ram,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,HighDo01,fumbles_forced,0,,,,,
player,201210280ram,nwe,SlatMa00,def_int,0,,,,,
player,201210280ram,nwe,SlatMa00,def_int_yds,0,,,,,
player,201210280ram,nwe,SlatMa00,def_int_td,0,,,,,
player,201210280ram,nwe,SlatMa00,def_int_long,0,,,,,
player,201210280ram,nwe,SlatMa00,pass_defended,0,,,,,
player,201210280ram,nwe,SlatMa00,sacks,0.0,,,,,
player,201210280ram,nwe,SlatMa00,tackles_combined,1,,,,,
player,201210280ram,nwe,SlatMa00,tackles_solo,1,,,,,
player,201210280ram,nwe,SlatMa00,tackles_assists,0,,,,,
player,201210280ram,nwe,SlatMa00,tackles_loss,0,,,,,
player,201210280ram,nwe,SlatMa00,qb_hits,0,,,,,
player,201210280ram,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201210280ram,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201210280ram,nwe,TarpJe00,def_int,0,,,,,
player,201210280ram,nwe,TarpJe00,def_int_yds,0,,,,,
player,201210280ram,nwe,TarpJe00,def_int_td,0,,,,,
player,201210280ram,nwe,TarpJe00,def_int_long,0,,,,,
player,201210280ram,nwe,TarpJe00,pass_defended,0,,,,,
player,201210280ram,nwe,TarpJe00,sacks,0.0,,,,,
player,201210280ram,nwe,TarpJe00,tackles_combined,1,,,,,
player,201210280ram,nwe,TarpJe00,tackles_solo,1,,,,,
player,201210280ram,nwe,TarpJe00,tackles_assists,0,,,,,
player,201210280ram,nwe,TarpJe00,tackles_loss,0,,,,,
player,201210280ram,nwe,TarpJe00,qb_hits,0,,,,,
player,201210280ram,nwe,TarpJe00,fumbles_rec,0,,,,,
player,201210280ram,nwe,TarpJe00,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,TarpJe00,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,TarpJe00,fumbles_forced,0,,,,,
player,201210280ram,nwe,WilfVi20,def_int,0,,,,,
player,201210280ram,nwe,WilfVi20,def_int_yds,0,,,,,
player,201210280ram,nwe,WilfVi20,def_int_td,0,,,,,
player,201210280ram,nwe,WilfVi20,def_int_long,0,,,,,
player,201210280ram,nwe,WilfVi20,pass_defended,0,,,,,
player,201210280ram,nwe,WilfVi20,sacks,0.0,,,,,
player,201210280ram,nwe,WilfVi20,tackles_combined,1,,,,,
player,201210280ram,nwe,WilfVi20,tackles_solo,1,,,,,
player,201210280ram,nwe,WilfVi20,tackles_assists,0,,,,,
player,201210280ram,nwe,WilfVi20,tackles_loss,1,,,,,
player,201210280ram,nwe,WilfVi20,qb_hits,0,,,,,
player,201210280ram,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201210280ram,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201210280ram,nwe,WillMa01,def_int,0,,,,,
player,201210280ram,nwe,WillMa01,def_int_yds,0,,,,,
player,201210280ram,nwe,WillMa01,def_int_td,0,,,,,
player,201210280ram,nwe,WillMa01,def_int_long,0,,,,,
player,201210280ram,nwe,WillMa01,pass_defended,0,,,,,
player,201210280ram,nwe,WillMa01,sacks,0.0,,,,,
player,201210280ram,nwe,WillMa01,tackles_combined,1,,,,,
player,201210280ram,nwe,WillMa01,tackles_solo,1,,,,,
player,201210280ram,nwe,WillMa01,tackles_assists,0,,,,,
player,201210280ram,nwe,WillMa01,tackles_loss,0,,,,,
player,201210280ram,nwe,WillMa01,qb_hits,0,,,,,
player,201210280ram,nwe,WillMa01,fumbles_rec,0,,,,,
player,201210280ram,nwe,WillMa01,fumbles_rec_yds,0,,,,,
player,201210280ram,nwe,WillMa01,fumbles_rec_td,0,,,,,
player,201210280ram,nwe,WillMa01,fumbles_forced,0,,,,,
player,201210280ram,ram,DunbJo20,def_int,0,,,,,
player,201210280ram,ram,DunbJo20,def_int_yds,0,,,,,
player,201210280ram,ram,DunbJo20,def_int_td,0,,,,,
player,201210280ram,ram,DunbJo20,def_int_long,0,,,,,
player,201210280ram,ram,DunbJo20,pass_defended,0,,,,,
player,201210280ram,ram,DunbJo20,sacks,0.0,,,,,
player,201210280ram,ram,DunbJo20,tackles_combined,10,,,,,
player,201210280ram,ram,DunbJo20,tackles_solo,10,,,,,
player,201210280ram,ram,DunbJo20,tackles_assists,0,,,,,
player,201210280ram,ram,DunbJo20,tackles_loss,1,,,,,
player,201210280ram,ram,DunbJo20,qb_hits,0,,,,,
player,201210280ram,ram,DunbJo20,fumbles_rec,0,,,,,
player,201210280ram,ram,DunbJo20,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,DunbJo20,fumbles_rec_td,0,,,,,
player,201210280ram,ram,DunbJo20,fumbles_forced,0,,,,,
player,201210280ram,ram,DahlCr99,def_int,0,,,,,
player,201210280ram,ram,DahlCr99,def_int_yds,0,,,,,
player,201210280ram,ram,DahlCr99,def_int_td,0,,,,,
player,201210280ram,ram,DahlCr99,def_int_long,0,,,,,
player,201210280ram,ram,DahlCr99,pass_defended,0,,,,,
player,201210280ram,ram,DahlCr99,sacks,0.0,,,,,
player,201210280ram,ram,DahlCr99,tackles_combined,8,,,,,
player,201210280ram,ram,DahlCr99,tackles_solo,6,,,,,
player,201210280ram,ram,DahlCr99,tackles_assists,2,,,,,
player,201210280ram,ram,DahlCr99,tackles_loss,0,,,,,
player,201210280ram,ram,DahlCr99,qb_hits,0,,,,,
player,201210280ram,ram,DahlCr99,fumbles_rec,0,,,,,
player,201210280ram,ram,DahlCr99,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,DahlCr99,fumbles_rec_td,0,,,,,
player,201210280ram,ram,DahlCr99,fumbles_forced,0,,,,,
player,201210280ram,ram,FinnCo20,def_int,0,,,,,
player,201210280ram,ram,FinnCo20,def_int_yds,0,,,,,
player,201210280ram,ram,FinnCo20,def_int_td,0,,,,,
player,201210280ram,ram,FinnCo20,def_int_long,0,,,,,
player,201210280ram,ram,FinnCo20,pass_defended,2,,,,,
player,201210280ram,ram,FinnCo20,sacks,0.0,,,,,
player,201210280ram,ram,FinnCo20,tackles_combined,5,,,,,
player,201210280ram,ram,FinnCo20,tackles_solo,5,,,,,
player,201210280ram,ram,FinnCo20,tackles_assists,0,,,,,
player,201210280ram,ram,FinnCo20,tackles_loss,0,,,,,
player,201210280ram,ram,FinnCo20,qb_hits,0,,,,,
player,201210280ram,ram,FinnCo20,fumbles_rec,0,,,,,
player,201210280ram,ram,FinnCo20,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,FinnCo20,fumbles_rec_td,0,,,,,
player,201210280ram,ram,FinnCo20,fumbles_forced,0,,,,,
player,201210280ram,ram,JenkJa03,def_int,0,,,,,
player,201210280ram,ram,JenkJa03,def_int_yds,0,,,,,
player,201210280ram,ram,JenkJa03,def_int_td,0,,,,,
player,201210280ram,ram,JenkJa03,def_int_long,0,,,,,
player,201210280ram,ram,JenkJa03,pass_defended,2,,,,,
player,201210280ram,ram,JenkJa03,sacks,0.0,,,,,
player,201210280ram,ram,JenkJa03,tackles_combined,5,,,,,
player,201210280ram,ram,JenkJa03,tackles_solo,5,,,,,
player,201210280ram,ram,JenkJa03,tackles_assists,0,,,,,
player,201210280ram,ram,JenkJa03,tackles_loss,0,,,,,
player,201210280ram,ram,JenkJa03,qb_hits,0,,,,,
player,201210280ram,ram,JenkJa03,fumbles_rec,0,,,,,
player,201210280ram,ram,JenkJa03,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,JenkJa03,fumbles_rec_td,0,,,,,
player,201210280ram,ram,JenkJa03,fumbles_forced,0,,,,,
player,201210280ram,ram,LaurJa99,def_int,0,,,,,
player,201210280ram,ram,LaurJa99,def_int_yds,0,,,,,
player,201210280ram,ram,LaurJa99,def_int_td,0,,,,,
player,201210280ram,ram,LaurJa99,def_int_long,0,,,,,
player,201210280ram,ram,LaurJa99,pass_defended,0,,,,,
player,201210280ram,ram,LaurJa99,sacks,0.0,,,,,
player,201210280ram,ram,LaurJa99,tackles_combined,5,,,,,
player,201210280ram,ram,LaurJa99,tackles_solo,5,,,,,
player,201210280ram,ram,LaurJa99,tackles_assists,0,,,,,
player,201210280ram,ram,LaurJa99,tackles_loss,0,,,,,
