game,2012,3,20120923,201209230sdg,atl,"Atlanta Falcons",27,sdg,"San Diego Chargers",3
player,201209230sdg,atl,SnelJa00,rec,1,,,,,
player,201209230sdg,atl,SnelJa00,rec_yds,12,,,,,
player,201209230sdg,atl,SnelJa00,rec_td,0,,,,,
player,201209230sdg,atl,SnelJa00,rec_long,12,,,,,
player,201209230sdg,atl,SnelJa00,fumbles,0,,,,,
player,201209230sdg,atl,SnelJa00,fumbles_lost,0,,,,,
player,201209230sdg,atl,GonzTo00,pass_cmp,0,,,,,
player,201209230sdg,atl,GonzTo00,pass_att,0,,,,,
player,201209230sdg,atl,GonzTo00,pass_yds,0,,,,,
player,201209230sdg,atl,GonzTo00,pass_td,0,,,,,
player,201209230sdg,atl,GonzTo00,pass_int,0,,,,,
player,201209230sdg,atl,GonzTo00,pass_sacked,0,,,,,
player,201209230sdg,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201209230sdg,atl,GonzTo00,pass_long,0,,,,,
player,201209230sdg,atl,GonzTo00,pass_rating,,,,,,
player,201209230sdg,atl,GonzTo00,rush_att,0,,,,,
player,201209230sdg,atl,GonzTo00,rush_yds,0,,,,,
player,201209230sdg,atl,GonzTo00,rush_td,0,,,,,
player,201209230sdg,atl,GonzTo00,rush_long,0,,,,,
player,201209230sdg,atl,GonzTo00,targets,12,,,,,
player,201209230sdg,atl,GonzTo00,rec,9,,,,,
player,201209230sdg,atl,GonzTo00,rec_yds,91,,,,,
player,201209230sdg,atl,GonzTo00,rec_td,1,,,,,
player,201209230sdg,atl,GonzTo00,rec_long,15,,,,,
player,201209230sdg,atl,GonzTo00,fumbles,0,,,,,
player,201209230sdg,atl,GonzTo00,fumbles_lost,0,,,,,
player,201209230sdg,atl,JoneJu02,pass_cmp,0,,,,,
player,201209230sdg,atl,JoneJu02,pass_att,0,,,,,
player,201209230sdg,atl,JoneJu02,pass_yds,0,,,,,
player,201209230sdg,atl,JoneJu02,pass_td,0,,,,,
player,201209230sdg,atl,JoneJu02,pass_int,0,,,,,
player,201209230sdg,atl,JoneJu02,pass_sacked,0,,,,,
player,201209230sdg,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201209230sdg,atl,JoneJu02,pass_long,0,,,,,
player,201209230sdg,atl,JoneJu02,pass_rating,,,,,,
player,201209230sdg,atl,JoneJu02,rush_att,0,,,,,
player,201209230sdg,atl,JoneJu02,rush_yds,0,,,,,
player,201209230sdg,atl,JoneJu02,rush_td,0,,,,,
player,201209230sdg,atl,JoneJu02,rush_long,0,,,,,
player,201209230sdg,atl,JoneJu02,targets,7,,,,,
player,201209230sdg,atl,JoneJu02,rec,5,,,,,
player,201209230sdg,atl,JoneJu02,rec_yds,67,,,,,
player,201209230sdg,atl,JoneJu02,rec_td,1,,,,,
player,201209230sdg,atl,JoneJu02,rec_long,29,,,,,
player,201209230sdg,atl,JoneJu02,fumbles,0,,,,,
player,201209230sdg,atl,JoneJu02,fumbles_lost,0,,,,,
player,201209230sdg,atl,WhitRo00,pass_cmp,0,,,,,
player,201209230sdg,atl,WhitRo00,pass_att,0,,,,,
player,201209230sdg,atl,WhitRo00,pass_yds,0,,,,,
player,201209230sdg,atl,WhitRo00,pass_td,0,,,,,
player,201209230sdg,atl,WhitRo00,pass_int,0,,,,,
player,201209230sdg,atl,WhitRo00,pass_sacked,0,,,,,
player,201209230sdg,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201209230sdg,atl,WhitRo00,pass_long,0,,,,,
player,201209230sdg,atl,WhitRo00,pass_rating,,,,,,
player,201209230sdg,atl,WhitRo00,rush_att,0,,,,,
player,201209230sdg,atl,WhitRo00,rush_yds,0,,,,,
player,201209230sdg,atl,WhitRo00,rush_td,0,,,,,
player,201209230sdg,atl,WhitRo00,rush_long,0,,,,,
player,201209230sdg,atl,WhitRo00,targets,8,,,,,
player,201209230sdg,atl,WhitRo00,rec,5,,,,,
player,201209230sdg,atl,WhitRo00,rec_yds,55,,,,,
player,201209230sdg,atl,WhitRo00,rec_td,0,,,,,
player,201209230sdg,atl,WhitRo00,rec_long,19,,,,,
player,201209230sdg,atl,WhitRo00,fumbles,0,,,,,
player,201209230sdg,atl,WhitRo00,fumbles_lost,0,,,,,
player,201209230sdg,atl,DougHa00,pass_cmp,0,,,,,
player,201209230sdg,atl,DougHa00,pass_att,0,,,,,
player,201209230sdg,atl,DougHa00,pass_yds,0,,,,,
player,201209230sdg,atl,DougHa00,pass_td,0,,,,,
player,201209230sdg,atl,DougHa00,pass_int,0,,,,,
player,201209230sdg,atl,DougHa00,pass_sacked,0,,,,,
player,201209230sdg,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201209230sdg,atl,DougHa00,pass_long,0,,,,,
player,201209230sdg,atl,DougHa00,pass_rating,,,,,,
player,201209230sdg,atl,DougHa00,rush_att,0,,,,,
player,201209230sdg,atl,DougHa00,rush_yds,0,,,,,
player,201209230sdg,atl,DougHa00,rush_td,0,,,,,
player,201209230sdg,atl,DougHa00,rush_long,0,,,,,
player,201209230sdg,atl,DougHa00,targets,2,,,,,
player,201209230sdg,atl,DougHa00,rec,2,,,,,
player,201209230sdg,atl,DougHa00,rec_yds,13,,,,,
player,201209230sdg,atl,DougHa00,rec_td,0,,,,,
player,201209230sdg,atl,DougHa00,rec_long,10,,,,,
player,201209230sdg,atl,DougHa00,fumbles,0,,,,,
player,201209230sdg,atl,DougHa00,fumbles_lost,0,,,,,
player,201209230sdg,atl,PalmMi00,pass_cmp,0,,,,,
player,201209230sdg,atl,PalmMi00,pass_att,0,,,,,
player,201209230sdg,atl,PalmMi00,pass_yds,0,,,,,
player,201209230sdg,atl,PalmMi00,pass_td,0,,,,,
player,201209230sdg,atl,PalmMi00,pass_int,0,,,,,
player,201209230sdg,atl,PalmMi00,pass_sacked,0,,,,,
player,201209230sdg,atl,PalmMi00,pass_sacked_yds,0,,,,,
player,201209230sdg,atl,PalmMi00,pass_long,0,,,,,
player,201209230sdg,atl,PalmMi00,pass_rating,,,,,,
player,201209230sdg,atl,PalmMi00,rush_att,0,,,,,
player,201209230sdg,atl,PalmMi00,rush_yds,0,,,,,
player,201209230sdg,atl,PalmMi00,rush_td,0,,,,,
player,201209230sdg,atl,PalmMi00,rush_long,0,,,,,
player,201209230sdg,atl,PalmMi00,targets,1,,,,,
player,201209230sdg,atl,PalmMi00,rec,1,,,,,
player,201209230sdg,atl,PalmMi00,rec_yds,1,,,,,
player,201209230sdg,atl,PalmMi00,rec_td,0,,,,,
player,201209230sdg,atl,PalmMi00,rec_long,1,,,,,
player,201209230sdg,atl,PalmMi00,fumbles,0,,,,,
player,201209230sdg,atl,PalmMi00,fumbles_lost,0,,,,,
player,201209230sdg,atl,GallTo00,pass_cmp,0,,,,,
player,201209230sdg,atl,GallTo00,pass_att,0,,,,,
player,201209230sdg,atl,GallTo00,pass_yds,0,,,,,
player,201209230sdg,atl,GallTo00,pass_td,0,,,,,
player,201209230sdg,atl,GallTo00,pass_int,0,,,,,
player,201209230sdg,atl,GallTo00,pass_sacked,0,,,,,
player,201209230sdg,atl,GallTo00,pass_sacked_yds,0,,,,,
player,201209230sdg,atl,GallTo00,pass_long,0,,,,,
player,201209230sdg,atl,GallTo00,pass_rating,,,,,,
player,201209230sdg,atl,GallTo00,rush_att,0,,,,,
player,201209230sdg,atl,GallTo00,rush_yds,0,,,,,
player,201209230sdg,atl,GallTo00,rush_td,0,,,,,
player,201209230sdg,atl,GallTo00,rush_long,0,,,,,
player,201209230sdg,atl,GallTo00,targets,1,,,,,
player,201209230sdg,atl,GallTo00,rec,0,,,,,
player,201209230sdg,atl,GallTo00,rec_yds,0,,,,,
player,201209230sdg,atl,GallTo00,rec_td,0,,,,,
player,201209230sdg,atl,GallTo00,rec_long,0,,,,,
player,201209230sdg,atl,GallTo00,fumbles,0,,,,,
player,201209230sdg,atl,GallTo00,fumbles_lost,0,,,,,
player,201209230sdg,sdg,RivePh00,pass_cmp,21,,,,,
player,201209230sdg,sdg,RivePh00,pass_att,38,,,,,
player,201209230sdg,sdg,RivePh00,pass_yds,173,,,,,
player,201209230sdg,sdg,RivePh00,pass_td,0,,,,,
player,201209230sdg,sdg,RivePh00,pass_int,2,,,,,
player,201209230sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201209230sdg,sdg,RivePh00,pass_sacked_yds,9,,,,,
player,201209230sdg,sdg,RivePh00,pass_long,28,,,,,
player,201209230sdg,sdg,RivePh00,pass_rating,45.2,,,,,
player,201209230sdg,sdg,RivePh00,rush_att,2,,,,,
player,201209230sdg,sdg,RivePh00,rush_yds,2,,,,,
player,201209230sdg,sdg,RivePh00,rush_td,0,,,,,
player,201209230sdg,sdg,RivePh00,rush_long,3,,,,,
player,201209230sdg,sdg,RivePh00,targets,0,,,,,
player,201209230sdg,sdg,RivePh00,rec,0,,,,,
player,201209230sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201209230sdg,sdg,RivePh00,rec_td,0,,,,,
player,201209230sdg,sdg,RivePh00,rec_long,0,,,,,
player,201209230sdg,sdg,RivePh00,fumbles,0,,,,,
player,201209230sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201209230sdg,sdg,BattJa00,pass_cmp,0,,,,,
player,201209230sdg,sdg,BattJa00,pass_att,0,,,,,
player,201209230sdg,sdg,BattJa00,pass_yds,0,,,,,
player,201209230sdg,sdg,BattJa00,pass_td,0,,,,,
player,201209230sdg,sdg,BattJa00,pass_int,0,,,,,
player,201209230sdg,sdg,BattJa00,pass_sacked,0,,,,,
player,201209230sdg,sdg,BattJa00,pass_sacked_yds,0,,,,,
player,201209230sdg,sdg,BattJa00,pass_long,0,,,,,
player,201209230sdg,sdg,BattJa00,pass_rating,,,,,,
player,201209230sdg,sdg,BattJa00,rush_att,3,,,,,
player,201209230sdg,sdg,BattJa00,rush_yds,55,,,,,
player,201209230sdg,sdg,BattJa00,rush_td,0,,,,,
player,201209230sdg,sdg,BattJa00,rush_long,52,,,,,
player,201209230sdg,sdg,BattJa00,targets,0,,,,,
player,201209230sdg,sdg,BattJa00,rec,0,,,,,
player,201209230sdg,sdg,BattJa00,rec_yds,0,,,,,
player,201209230sdg,sdg,BattJa00,rec_td,0,,,,,
player,201209230sdg,sdg,BattJa00,rec_long,0,,,,,
player,201209230sdg,sdg,BattJa00,fumbles,0,,,,,
player,201209230sdg,sdg,BattJa00,fumbles_lost,0,,,,,
player,201209230sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201209230sdg,sdg,MathRy00,pass_att,0,,,,,
player,201209230sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201209230sdg,sdg,MathRy00,pass_td,0,,,,,
player,201209230sdg,sdg,MathRy00,pass_int,0,,,,,
player,201209230sdg,sdg,MathRy00,pass_sacked,0,,,,,
player,201209230sdg,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201209230sdg,sdg,MathRy00,pass_long,0,,,,,
player,201209230sdg,sdg,MathRy00,pass_rating,,,,,,
player,201209230sdg,sdg,MathRy00,rush_att,10,,,,,
player,201209230sdg,sdg,MathRy00,rush_yds,44,,,,,
player,201209230sdg,sdg,MathRy00,rush_td,0,,,,,
player,201209230sdg,sdg,MathRy00,rush_long,7,,,,,
player,201209230sdg,sdg,MathRy00,targets,8,,,,,
player,201209230sdg,sdg,MathRy00,rec,5,,,,,
player,201209230sdg,sdg,MathRy00,rec_yds,32,,,,,
player,201209230sdg,sdg,MathRy00,rec_td,0,,,,,
player,201209230sdg,sdg,MathRy00,rec_long,11,,,,,
player,201209230sdg,sdg,MathRy00,fumbles,1,,,,,
player,201209230sdg,sdg,MathRy00,fumbles_lost,1,,,,,
player,201209230sdg,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201209230sdg,sdg,RoyaEd00,pass_att,0,,,,,
player,201209230sdg,sdg,RoyaEd00,pass_yds,0,,,,,
player,201209230sdg,sdg,RoyaEd00,pass_td,0,,,,,
player,201209230sdg,sdg,RoyaEd00,pass_int,0,,,,,
player,201209230sdg,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201209230sdg,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201209230sdg,sdg,RoyaEd00,pass_long,0,,,,,
player,201209230sdg,sdg,RoyaEd00,pass_rating,,,,,,
player,201209230sdg,sdg,RoyaEd00,rush_att,1,,,,,
player,201209230sdg,sdg,RoyaEd00,rush_yds,10,,,,,
player,201209230sdg,sdg,RoyaEd00,rush_td,0,,,,,
player,201209230sdg,sdg,RoyaEd00,rush_long,10,,,,,
player,201209230sdg,sdg,RoyaEd00,targets,3,,,,,
player,201209230sdg,sdg,RoyaEd00,rec,2,,,,,
player,201209230sdg,sdg,RoyaEd00,rec_yds,7,,,,,
player,201209230sdg,sdg,RoyaEd00,rec_td,0,,,,,
player,201209230sdg,sdg,RoyaEd00,rec_long,4,,,,,
player,201209230sdg,sdg,RoyaEd00,fumbles,0,,,,,
player,201209230sdg,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201209230sdg,sdg,BrinCu00,pass_cmp,0,,,,,
player,201209230sdg,sdg,BrinCu00,pass_att,0,,,,,
player,201209230sdg,sdg,BrinCu00,pass_yds,0,,,,,
player,201209230sdg,sdg,BrinCu00,pass_td,0,,,,,
player,201209230sdg,sdg,BrinCu00,pass_int,0,,,,,
player,201209230sdg,sdg,BrinCu00,pass_sacked,0,,,,,
player,201209230sdg,sdg,BrinCu00,pass_sacked_yds,0,,,,,
player,201209230sdg,sdg,BrinCu00,pass_long,0,,,,,
player,201209230sdg,sdg,BrinCu00,pass_rating,,,,,,
player,201209230sdg,sdg,BrinCu00,rush_att,1,,,,,
player,201209230sdg,sdg,BrinCu00,rush_yds,5,,,,,
player,201209230sdg,sdg,BrinCu00,rush_td,0,,,,,
player,201209230sdg,sdg,BrinCu00,rush_long,5,,,,,
player,201209230sdg,sdg,BrinCu00,targets,2,,,,,
player,201209230sdg,sdg,BrinCu00,rec,2,,,,,
player,201209230sdg,sdg,BrinCu00,rec_yds,12,,,,,
player,201209230sdg,sdg,BrinCu00,rec_td,0,,,,,
player,201209230sdg,sdg,BrinCu00,rec_long,7,,,,,
player,201209230sdg,sdg,BrinCu00,fumbles,0,,,,,
player,201209230sdg,sdg,BrinCu00,fumbles_lost,0,,,,,
player,201209230sdg,sdg,FloyMa00,pass_cmp,0,,,,,
player,201209230sdg,sdg,FloyMa00,pass_att,0,,,,,
player,201209230sdg,sdg,FloyMa00,pass_yds,0,,,,,
player,201209230sdg,sdg,FloyMa00,pass_td,0,,,,,
player,201209230sdg,sdg,FloyMa00,pass_int,0,,,,,
player,201209230sdg,sdg,FloyMa00,pass_sacked,0,,,,,
player,201209230sdg,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201209230sdg,sdg,FloyMa00,pass_long,0,,,,,
player,201209230sdg,sdg,FloyMa00,pass_rating,,,,,,
player,201209230sdg,sdg,FloyMa00,rush_att,0,,,,,
player,201209230sdg,sdg,FloyMa00,rush_yds,0,,,,,
player,201209230sdg,sdg,FloyMa00,rush_td,0,,,,,
player,201209230sdg,sdg,FloyMa00,rush_long,0,,,,,
player,201209230sdg,sdg,FloyMa00,targets,9,,,,,
player,201209230sdg,sdg,FloyMa00,rec,3,,,,,
player,201209230sdg,sdg,FloyMa00,rec_yds,52,,,,,
player,201209230sdg,sdg,FloyMa00,rec_td,0,,,,,
player,201209230sdg,sdg,FloyMa00,rec_long,28,,,,,
player,201209230sdg,sdg,FloyMa00,fumbles,0,,,,,
player,201209230sdg,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201209230sdg,sdg,MeacRo00,pass_cmp,0,,,,,
player,201209230sdg,sdg,MeacRo00,pass_att,0,,,,,
player,201209230sdg,sdg,MeacRo00,pass_yds,0,,,,,
player,201209230sdg,sdg,MeacRo00,pass_td,0,,,,,
player,201209230sdg,sdg,MeacRo00,pass_int,0,,,,,
player,201209230sdg,sdg,MeacRo00,pass_sacked,0,,,,,
player,201209230sdg,sdg,MeacRo00,pass_sacked_yds,0,,,,,
player,201209230sdg,sdg,MeacRo00,pass_long,0,,,,,
player,201209230sdg,sdg,MeacRo00,pass_rating,,,,,,
player,201209230sdg,sdg,MeacRo00,rush_att,0,,,,,
player,201209230sdg,sdg,MeacRo00,rush_yds,0,,,,,
player,201209230sdg,sdg,MeacRo00,rush_td,0,,,,,
player,201209230sdg,sdg,MeacRo00,rush_long,0,,,,,
player,201209230sdg,sdg,MeacRo00,targets,7,,,,,
player,201209230sdg,sdg,MeacRo00,rec,4,,,,,
player,201209230sdg,sdg,MeacRo00,rec_yds,43,,,,,
player,201209230sdg,sdg,MeacRo00,rec_td,0,,,,,
player,201209230sdg,sdg,MeacRo00,rec_long,19,,,,,
player,201209230sdg,sdg,MeacRo00,fumbles,0,,,,,
player,201209230sdg,sdg,MeacRo00,fumbles_lost,0,,,,,
player,201209230sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201209230sdg,sdg,GateAn00,pass_att,0,,,,,
player,201209230sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201209230sdg,sdg,GateAn00,pass_td,0,,,,,
player,201209230sdg,sdg,GateAn00,pass_int,0,,,,,
player,201209230sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201209230sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201209230sdg,sdg,GateAn00,pass_long,0,,,,,
player,201209230sdg,sdg,GateAn00,pass_rating,,,,,,
player,201209230sdg,sdg,GateAn00,rush_att,0,,,,,
player,201209230sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201209230sdg,sdg,GateAn00,rush_td,0,,,,,
player,201209230sdg,sdg,GateAn00,rush_long,0,,,,,
player,201209230sdg,sdg,GateAn00,targets,7,,,,,
player,201209230sdg,sdg,GateAn00,rec,3,,,,,
player,201209230sdg,sdg,GateAn00,rec_yds,22,,,,,
player,201209230sdg,sdg,GateAn00,rec_td,0,,,,,
player,201209230sdg,sdg,GateAn00,rec_long,14,,,,,
player,201209230sdg,sdg,GateAn00,fumbles,0,,,,,
player,201209230sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201209230sdg,sdg,McMiRa01,pass_cmp,0,,,,,
player,201209230sdg,sdg,McMiRa01,pass_att,0,,,,,
player,201209230sdg,sdg,McMiRa01,pass_yds,0,,,,,
player,201209230sdg,sdg,McMiRa01,pass_td,0,,,,,
player,201209230sdg,sdg,McMiRa01,pass_int,0,,,,,
player,201209230sdg,sdg,McMiRa01,pass_sacked,0,,,,,
player,201209230sdg,sdg,McMiRa01,pass_sacked_yds,0,,,,,
player,201209230sdg,sdg,McMiRa01,pass_long,0,,,,,
player,201209230sdg,sdg,McMiRa01,pass_rating,,,,,,
player,201209230sdg,sdg,McMiRa01,rush_att,0,,,,,
player,201209230sdg,sdg,McMiRa01,rush_yds,0,,,,,
player,201209230sdg,sdg,McMiRa01,rush_td,0,,,,,
player,201209230sdg,sdg,McMiRa01,rush_long,0,,,,,
player,201209230sdg,sdg,McMiRa01,targets,1,,,,,
player,201209230sdg,sdg,McMiRa01,rec,1,,,,,
player,201209230sdg,sdg,McMiRa01,rec_yds,5,,,,,
player,201209230sdg,sdg,McMiRa01,rec_td,0,,,,,
player,201209230sdg,sdg,McMiRa01,rec_long,5,,,,,
player,201209230sdg,sdg,McMiRa01,fumbles,0,,,,,
player,201209230sdg,sdg,McMiRa01,fumbles_lost,0,,,,,
player,201209230sdg,sdg,RosaDa00,pass_cmp,0,,,,,
player,201209230sdg,sdg,RosaDa00,pass_att,0,,,,,
player,201209230sdg,sdg,RosaDa00,pass_yds,0,,,,,
player,201209230sdg,sdg,RosaDa00,pass_td,0,,,,,
player,201209230sdg,sdg,RosaDa00,pass_int,0,,,,,
player,201209230sdg,sdg,RosaDa00,pass_sacked,0,,,,,
player,201209230sdg,sdg,RosaDa00,pass_sacked_yds,0,,,,,
player,201209230sdg,sdg,RosaDa00,pass_long,0,,,,,
player,201209230sdg,sdg,RosaDa00,pass_rating,,,,,,
player,201209230sdg,sdg,RosaDa00,rush_att,0,,,,,
player,201209230sdg,sdg,RosaDa00,rush_yds,0,,,,,
player,201209230sdg,sdg,RosaDa00,rush_td,0,,,,,
player,201209230sdg,sdg,RosaDa00,rush_long,0,,,,,
player,201209230sdg,sdg,RosaDa00,targets,1,,,,,
player,201209230sdg,sdg,RosaDa00,rec,1,,,,,
player,201209230sdg,sdg,RosaDa00,rec_yds,0,,,,,
player,201209230sdg,sdg,RosaDa00,rec_td,0,,,,,
player,201209230sdg,sdg,RosaDa00,rec_long,0,,,,,
player,201209230sdg,sdg,RosaDa00,fumbles,1,,,,,
player,201209230sdg,sdg,RosaDa00,fumbles_lost,1,,,,,
player,201209230sdg,atl,DeCoTh99,def_int,2,,,,,
player,201209230sdg,atl,DeCoTh99,def_int_yds,-2,,,,,
player,201209230sdg,atl,DeCoTh99,def_int_td,0,,,,,
player,201209230sdg,atl,DeCoTh99,def_int_long,0,,,,,
player,201209230sdg,atl,DeCoTh99,pass_defended,3,,,,,
player,201209230sdg,atl,DeCoTh99,sacks,0.0,,,,,
player,201209230sdg,atl,DeCoTh99,tackles_combined,3,,,,,
player,201209230sdg,atl,DeCoTh99,tackles_solo,3,,,,,
player,201209230sdg,atl,DeCoTh99,tackles_assists,0,,,,,
player,201209230sdg,atl,DeCoTh99,tackles_loss,0,,,,,
player,201209230sdg,atl,DeCoTh99,qb_hits,0,,,,,
player,201209230sdg,atl,DeCoTh99,fumbles_rec,1,,,,,
