game,2012,12,20121125,201211250kan,den,"Denver Broncos",17,kan,"Kansas City Chiefs",9
team,201211250kan,den,First Downs,21,,,,,,
team,201211250kan,kan,First Downs,13,,,,,,
team,201211250kan,den,Rush-Yds-TDs,24-95-0,,,,,,
team,201211250kan,kan,Rush-Yds-TDs,31-148-0,,,,,,
team,201211250kan,den,Cmp-Att-Yd-TD-INT,22-37-285-2-1,,,,,,
team,201211250kan,kan,Cmp-Att-Yd-TD-INT,13-26-126-0-1,,,,,,
team,201211250kan,den,Sacked-Yards,2-12,,,,,,
team,201211250kan,kan,Sacked-Yards,2-10,,,,,,
team,201211250kan,den,Net Pass Yards,273,,,,,,
team,201211250kan,kan,Net Pass Yards,116,,,,,,
team,201211250kan,den,Total Yards,368,,,,,,
team,201211250kan,kan,Total Yards,264,,,,,,
team,201211250kan,den,Fumbles-Lost,0-0,,,,,,
team,201211250kan,kan,Fumbles-Lost,1-0,,,,,,
team,201211250kan,den,Turnovers,1,,,,,,
team,201211250kan,kan,Turnovers,1,,,,,,
team,201211250kan,den,Penalties-Yards,4-35,,,,,,
team,201211250kan,kan,Penalties-Yards,7-50,,,,,,
team,201211250kan,den,Third Down Conv.,7-14,,,,,,
team,201211250kan,kan,Third Down Conv.,3-14,,,,,,
team,201211250kan,den,Fourth Down Conv.,0-0,,,,,,
team,201211250kan,kan,Fourth Down Conv.,0-0,,,,,,
team,201211250kan,den,Time of Possession,28:17,,,,,,
team,201211250kan,kan,Time of Possession,31:43,,,,,,
player,201211250kan,den,MannPe00,pass_cmp,22,,,,,
player,201211250kan,den,MannPe00,pass_att,37,,,,,
player,201211250kan,den,MannPe00,pass_yds,285,,,,,
player,201211250kan,den,MannPe00,pass_td,2,,,,,
player,201211250kan,den,MannPe00,pass_int,1,,,,,
player,201211250kan,den,MannPe00,pass_sacked,2,,,,,
player,201211250kan,den,MannPe00,pass_sacked_yds,12,,,,,
player,201211250kan,den,MannPe00,pass_long,31,,,,,
player,201211250kan,den,MannPe00,pass_rating,90.5,,,,,
player,201211250kan,den,MannPe00,rush_att,1,,,,,
player,201211250kan,den,MannPe00,rush_yds,1,,,,,
player,201211250kan,den,MannPe00,rush_td,0,,,,,
player,201211250kan,den,MannPe00,rush_long,1,,,,,
player,201211250kan,den,MannPe00,targets,0,,,,,
player,201211250kan,den,MannPe00,rec,0,,,,,
player,201211250kan,den,MannPe00,rec_yds,0,,,,,
player,201211250kan,den,MannPe00,rec_td,0,,,,,
player,201211250kan,den,MannPe00,rec_long,0,,,,,
player,201211250kan,den,MannPe00,fumbles,0,,,,,
player,201211250kan,den,MannPe00,fumbles_lost,0,,,,,
player,201211250kan,den,MoreKn00,pass_cmp,0,,,,,
player,201211250kan,den,MoreKn00,pass_att,0,,,,,
player,201211250kan,den,MoreKn00,pass_yds,0,,,,,
player,201211250kan,den,MoreKn00,pass_td,0,,,,,
player,201211250kan,den,MoreKn00,pass_int,0,,,,,
player,201211250kan,den,MoreKn00,pass_sacked,0,,,,,
player,201211250kan,den,MoreKn00,pass_sacked_yds,0,,,,,
player,201211250kan,den,MoreKn00,pass_long,0,,,,,
player,201211250kan,den,MoreKn00,pass_rating,,,,,,
player,201211250kan,den,MoreKn00,rush_att,20,,,,,
player,201211250kan,den,MoreKn00,rush_yds,85,,,,,
player,201211250kan,den,MoreKn00,rush_td,0,,,,,
player,201211250kan,den,MoreKn00,rush_long,17,,,,,
player,201211250kan,den,MoreKn00,targets,4,,,,,
player,201211250kan,den,MoreKn00,rec,4,,,,,
player,201211250kan,den,MoreKn00,rec_yds,26,,,,,
player,201211250kan,den,MoreKn00,rec_td,0,,,,,
player,201211250kan,den,MoreKn00,rec_long,16,,,,,
player,201211250kan,den,MoreKn00,fumbles,0,,,,,
player,201211250kan,den,MoreKn00,fumbles_lost,0,,,,,
player,201211250kan,den,HillRo00,pass_cmp,0,,,,,
player,201211250kan,den,HillRo00,pass_att,0,,,,,
player,201211250kan,den,HillRo00,pass_yds,0,,,,,
player,201211250kan,den,HillRo00,pass_td,0,,,,,
player,201211250kan,den,HillRo00,pass_int,0,,,,,
player,201211250kan,den,HillRo00,pass_sacked,0,,,,,
player,201211250kan,den,HillRo00,pass_sacked_yds,0,,,,,
player,201211250kan,den,HillRo00,pass_long,0,,,,,
player,201211250kan,den,HillRo00,pass_rating,,,,,,
player,201211250kan,den,HillRo00,rush_att,3,,,,,
player,201211250kan,den,HillRo00,rush_yds,9,,,,,
player,201211250kan,den,HillRo00,rush_td,0,,,,,
player,201211250kan,den,HillRo00,rush_long,10,,,,,
player,201211250kan,den,HillRo00,targets,0,,,,,
player,201211250kan,den,HillRo00,rec,0,,,,,
player,201211250kan,den,HillRo00,rec_yds,0,,,,,
player,201211250kan,den,HillRo00,rec_td,0,,,,,
player,201211250kan,den,HillRo00,rec_long,0,,,,,
player,201211250kan,den,HillRo00,fumbles,0,,,,,
player,201211250kan,den,HillRo00,fumbles_lost,0,,,,,
player,201211250kan,den,ThomDe03,pass_cmp,0,,,,,
player,201211250kan,den,ThomDe03,pass_att,0,,,,,
player,201211250kan,den,ThomDe03,pass_yds,0,,,,,
player,201211250kan,den,ThomDe03,pass_td,0,,,,,
player,201211250kan,den,ThomDe03,pass_int,0,,,,,
player,201211250kan,den,ThomDe03,pass_sacked,0,,,,,
player,201211250kan,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201211250kan,den,ThomDe03,pass_long,0,,,,,
player,201211250kan,den,ThomDe03,pass_rating,,,,,,
player,201211250kan,den,ThomDe03,rush_att,0,,,,,
player,201211250kan,den,ThomDe03,rush_yds,0,,,,,
player,201211250kan,den,ThomDe03,rush_td,0,,,,,
player,201211250kan,den,ThomDe03,rush_long,0,,,,,
player,201211250kan,den,ThomDe03,targets,8,,,,,
player,201211250kan,den,ThomDe03,rec,4,,,,,
player,201211250kan,den,ThomDe03,rec_yds,82,,,,,
player,201211250kan,den,ThomDe03,rec_td,1,,,,,
player,201211250kan,den,ThomDe03,rec_long,30,,,,,
player,201211250kan,den,ThomDe03,fumbles,0,,,,,
player,201211250kan,den,ThomDe03,fumbles_lost,0,,,,,
player,201211250kan,den,DeckEr00,pass_cmp,0,,,,,
player,201211250kan,den,DeckEr00,pass_att,0,,,,,
player,201211250kan,den,DeckEr00,pass_yds,0,,,,,
player,201211250kan,den,DeckEr00,pass_td,0,,,,,
player,201211250kan,den,DeckEr00,pass_int,0,,,,,
player,201211250kan,den,DeckEr00,pass_sacked,0,,,,,
player,201211250kan,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201211250kan,den,DeckEr00,pass_long,0,,,,,
player,201211250kan,den,DeckEr00,pass_rating,,,,,,
player,201211250kan,den,DeckEr00,rush_att,0,,,,,
player,201211250kan,den,DeckEr00,rush_yds,0,,,,,
player,201211250kan,den,DeckEr00,rush_td,0,,,,,
player,201211250kan,den,DeckEr00,rush_long,0,,,,,
player,201211250kan,den,DeckEr00,targets,8,,,,,
player,201211250kan,den,DeckEr00,rec,4,,,,,
player,201211250kan,den,DeckEr00,rec_yds,64,,,,,
player,201211250kan,den,DeckEr00,rec_td,0,,,,,
player,201211250kan,den,DeckEr00,rec_long,29,,,,,
player,201211250kan,den,DeckEr00,fumbles,0,,,,,
player,201211250kan,den,DeckEr00,fumbles_lost,0,,,,,
player,201211250kan,den,StokBr00,pass_cmp,0,,,,,
player,201211250kan,den,StokBr00,pass_att,0,,,,,
player,201211250kan,den,StokBr00,pass_yds,0,,,,,
player,201211250kan,den,StokBr00,pass_td,0,,,,,
player,201211250kan,den,StokBr00,pass_int,0,,,,,
player,201211250kan,den,StokBr00,pass_sacked,0,,,,,
player,201211250kan,den,StokBr00,pass_sacked_yds,0,,,,,
player,201211250kan,den,StokBr00,pass_long,0,,,,,
player,201211250kan,den,StokBr00,pass_rating,,,,,,
player,201211250kan,den,StokBr00,rush_att,0,,,,,
player,201211250kan,den,StokBr00,rush_yds,0,,,,,
player,201211250kan,den,StokBr00,rush_td,0,,,,,
player,201211250kan,den,StokBr00,rush_long,0,,,,,
player,201211250kan,den,StokBr00,targets,7,,,,,
player,201211250kan,den,StokBr00,rec,4,,,,,
player,201211250kan,den,StokBr00,rec_yds,62,,,,,
player,201211250kan,den,StokBr00,rec_td,0,,,,,
player,201211250kan,den,StokBr00,rec_long,31,,,,,
player,201211250kan,den,StokBr00,fumbles,0,,,,,
player,201211250kan,den,StokBr00,fumbles_lost,0,,,,,
player,201211250kan,den,TammJa00,pass_cmp,0,,,,,
player,201211250kan,den,TammJa00,pass_att,0,,,,,
player,201211250kan,den,TammJa00,pass_yds,0,,,,,
player,201211250kan,den,TammJa00,pass_td,0,,,,,
player,201211250kan,den,TammJa00,pass_int,0,,,,,
player,201211250kan,den,TammJa00,pass_sacked,0,,,,,
player,201211250kan,den,TammJa00,pass_sacked_yds,0,,,,,
player,201211250kan,den,TammJa00,pass_long,0,,,,,
player,201211250kan,den,TammJa00,pass_rating,,,,,,
player,201211250kan,den,TammJa00,rush_att,0,,,,,
player,201211250kan,den,TammJa00,rush_yds,0,,,,,
player,201211250kan,den,TammJa00,rush_td,0,,,,,
player,201211250kan,den,TammJa00,rush_long,0,,,,,
player,201211250kan,den,TammJa00,targets,7,,,,,
player,201211250kan,den,TammJa00,rec,4,,,,,
player,201211250kan,den,TammJa00,rec_yds,48,,,,,
player,201211250kan,den,TammJa00,rec_td,1,,,,,
player,201211250kan,den,TammJa00,rec_long,22,,,,,
player,201211250kan,den,TammJa00,fumbles,0,,,,,
player,201211250kan,den,TammJa00,fumbles_lost,0,,,,,
player,201211250kan,den,DreeJo00,pass_cmp,0,,,,,
player,201211250kan,den,DreeJo00,pass_att,0,,,,,
player,201211250kan,den,DreeJo00,pass_yds,0,,,,,
player,201211250kan,den,DreeJo00,pass_td,0,,,,,
player,201211250kan,den,DreeJo00,pass_int,0,,,,,
player,201211250kan,den,DreeJo00,pass_sacked,0,,,,,
player,201211250kan,den,DreeJo00,pass_sacked_yds,0,,,,,
player,201211250kan,den,DreeJo00,pass_long,0,,,,,
player,201211250kan,den,DreeJo00,pass_rating,,,,,,
player,201211250kan,den,DreeJo00,rush_att,0,,,,,
player,201211250kan,den,DreeJo00,rush_yds,0,,,,,
player,201211250kan,den,DreeJo00,rush_td,0,,,,,
player,201211250kan,den,DreeJo00,rush_long,0,,,,,
player,201211250kan,den,DreeJo00,targets,3,,,,,
player,201211250kan,den,DreeJo00,rec,2,,,,,
player,201211250kan,den,DreeJo00,rec_yds,3,,,,,
player,201211250kan,den,DreeJo00,rec_td,0,,,,,
player,201211250kan,den,DreeJo00,rec_long,2,,,,,
player,201211250kan,den,DreeJo00,fumbles,0,,,,,
player,201211250kan,den,DreeJo00,fumbles_lost,0,,,,,
player,201211250kan,kan,QuinBr00,pass_cmp,13,,,,,
player,201211250kan,kan,QuinBr00,pass_att,25,,,,,
player,201211250kan,kan,QuinBr00,pass_yds,126,,,,,
player,201211250kan,kan,QuinBr00,pass_td,0,,,,,
player,201211250kan,kan,QuinBr00,pass_int,1,,,,,
player,201211250kan,kan,QuinBr00,pass_sacked,2,,,,,
player,201211250kan,kan,QuinBr00,pass_sacked_yds,10,,,,,
player,201211250kan,kan,QuinBr00,pass_long,21,,,,,
player,201211250kan,kan,QuinBr00,pass_rating,49.7,,,,,
player,201211250kan,kan,QuinBr00,rush_att,1,,,,,
player,201211250kan,kan,QuinBr00,rush_yds,-1,,,,,
player,201211250kan,kan,QuinBr00,rush_td,0,,,,,
player,201211250kan,kan,QuinBr00,rush_long,-1,,,,,
player,201211250kan,kan,QuinBr00,targets,1,,,,,
player,201211250kan,kan,QuinBr00,rec,0,,,,,
player,201211250kan,kan,QuinBr00,rec_yds,0,,,,,
player,201211250kan,kan,QuinBr00,rec_td,0,,,,,
player,201211250kan,kan,QuinBr00,rec_long,0,,,,,
player,201211250kan,kan,QuinBr00,fumbles,0,,,,,
player,201211250kan,kan,QuinBr00,fumbles_lost,0,,,,,
player,201211250kan,kan,HillPe00,pass_cmp,0,,,,,
player,201211250kan,kan,HillPe00,pass_att,1,,,,,
player,201211250kan,kan,HillPe00,pass_yds,0,,,,,
player,201211250kan,kan,HillPe00,pass_td,0,,,,,
player,201211250kan,kan,HillPe00,pass_int,0,,,,,
player,201211250kan,kan,HillPe00,pass_sacked,0,,,,,
player,201211250kan,kan,HillPe00,pass_sacked_yds,0,,,,,
player,201211250kan,kan,HillPe00,pass_long,0,,,,,
player,201211250kan,kan,HillPe00,pass_rating,39.6,,,,,
player,201211250kan,kan,HillPe00,rush_att,2,,,,,
player,201211250kan,kan,HillPe00,rush_yds,5,,,,,
player,201211250kan,kan,HillPe00,rush_td,0,,,,,
player,201211250kan,kan,HillPe00,rush_long,3,,,,,
player,201211250kan,kan,HillPe00,targets,0,,,,,
player,201211250kan,kan,HillPe00,rec,0,,,,,
player,201211250kan,kan,HillPe00,rec_yds,0,,,,,
player,201211250kan,kan,HillPe00,rec_td,0,,,,,
player,201211250kan,kan,HillPe00,rec_long,0,,,,,
player,201211250kan,kan,HillPe00,fumbles,0,,,,,
player,201211250kan,kan,HillPe00,fumbles_lost,0,,,,,
player,201211250kan,kan,CharJa00,pass_cmp,0,,,,,
player,201211250kan,kan,CharJa00,pass_att,0,,,,,
player,201211250kan,kan,CharJa00,pass_yds,0,,,,,
player,201211250kan,kan,CharJa00,pass_td,0,,,,,
player,201211250kan,kan,CharJa00,pass_int,0,,,,,
player,201211250kan,kan,CharJa00,pass_sacked,0,,,,,
player,201211250kan,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201211250kan,kan,CharJa00,pass_long,0,,,,,
player,201211250kan,kan,CharJa00,pass_rating,,,,,,
player,201211250kan,kan,CharJa00,rush_att,23,,,,,
player,201211250kan,kan,CharJa00,rush_yds,107,,,,,
player,201211250kan,kan,CharJa00,rush_td,0,,,,,
player,201211250kan,kan,CharJa00,rush_long,15,,,,,
player,201211250kan,kan,CharJa00,targets,0,,,,,
player,201211250kan,kan,CharJa00,rec,0,,,,,
player,201211250kan,kan,CharJa00,rec_yds,0,,,,,
player,201211250kan,kan,CharJa00,rec_td,0,,,,,
player,201211250kan,kan,CharJa00,rec_long,0,,,,,
player,201211250kan,kan,CharJa00,fumbles,1,,,,,
player,201211250kan,kan,CharJa00,fumbles_lost,0,,,,,
player,201211250kan,kan,McClDe00,pass_cmp,0,,,,,
player,201211250kan,kan,McClDe00,pass_att,0,,,,,
player,201211250kan,kan,McClDe00,pass_yds,0,,,,,
player,201211250kan,kan,McClDe00,pass_td,0,,,,,
player,201211250kan,kan,McClDe00,pass_int,0,,,,,
player,201211250kan,kan,McClDe00,pass_sacked,0,,,,,
player,201211250kan,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201211250kan,kan,McClDe00,pass_long,0,,,,,
player,201211250kan,kan,McClDe00,pass_rating,,,,,,
player,201211250kan,kan,McClDe00,rush_att,2,,,,,
player,201211250kan,kan,McClDe00,rush_yds,23,,,,,
player,201211250kan,kan,McClDe00,rush_td,0,,,,,
player,201211250kan,kan,McClDe00,rush_long,19,,,,,
player,201211250kan,kan,McClDe00,targets,4,,,,,
player,201211250kan,kan,McClDe00,rec,4,,,,,
player,201211250kan,kan,McClDe00,rec_yds,21,,,,,
player,201211250kan,kan,McClDe00,rec_td,0,,,,,
player,201211250kan,kan,McClDe00,rec_long,7,,,,,
player,201211250kan,kan,McClDe00,fumbles,0,,,,,
player,201211250kan,kan,McClDe00,fumbles_lost,0,,,,,
player,201211250kan,kan,DrauSh00,pass_cmp,0,,,,,
player,201211250kan,kan,DrauSh00,pass_att,0,,,,,
player,201211250kan,kan,DrauSh00,pass_yds,0,,,,,
player,201211250kan,kan,DrauSh00,pass_td,0,,,,,
player,201211250kan,kan,DrauSh00,pass_int,0,,,,,
player,201211250kan,kan,DrauSh00,pass_sacked,0,,,,,
player,201211250kan,kan,DrauSh00,pass_sacked_yds,0,,,,,
player,201211250kan,kan,DrauSh00,pass_long,0,,,,,
player,201211250kan,kan,DrauSh00,pass_rating,,,,,,
player,201211250kan,kan,DrauSh00,rush_att,2,,,,,
player,201211250kan,kan,DrauSh00,rush_yds,13,,,,,
player,201211250kan,kan,DrauSh00,rush_td,0,,,,,
player,201211250kan,kan,DrauSh00,rush_long,7,,,,,
player,201211250kan,kan,DrauSh00,targets,0,,,,,
player,201211250kan,kan,DrauSh00,rec,0,,,,,
player,201211250kan,kan,DrauSh00,rec_yds,0,,,,,
