game,2012,8,20121028,201210280den,nor,"New Orleans Saints",14,den,"Denver Broncos",34
player,201210280den,den,TammJa00,rush_yds,0,,,,,
player,201210280den,den,TammJa00,rush_td,0,,,,,
player,201210280den,den,TammJa00,rush_long,0,,,,,
player,201210280den,den,TammJa00,targets,4,,,,,
player,201210280den,den,TammJa00,rec,3,,,,,
player,201210280den,den,TammJa00,rec_yds,33,,,,,
player,201210280den,den,TammJa00,rec_td,0,,,,,
player,201210280den,den,TammJa00,rec_long,23,,,,,
player,201210280den,den,TammJa00,fumbles,0,,,,,
player,201210280den,den,TammJa00,fumbles_lost,0,,,,,
player,201210280den,den,StokBr00,pass_cmp,0,,,,,
player,201210280den,den,StokBr00,pass_att,0,,,,,
player,201210280den,den,StokBr00,pass_yds,0,,,,,
player,201210280den,den,StokBr00,pass_td,0,,,,,
player,201210280den,den,StokBr00,pass_int,0,,,,,
player,201210280den,den,StokBr00,pass_sacked,0,,,,,
player,201210280den,den,StokBr00,pass_sacked_yds,0,,,,,
player,201210280den,den,StokBr00,pass_long,0,,,,,
player,201210280den,den,StokBr00,pass_rating,,,,,,
player,201210280den,den,StokBr00,rush_att,0,,,,,
player,201210280den,den,StokBr00,rush_yds,0,,,,,
player,201210280den,den,StokBr00,rush_td,0,,,,,
player,201210280den,den,StokBr00,rush_long,0,,,,,
player,201210280den,den,StokBr00,targets,2,,,,,
player,201210280den,den,StokBr00,rec,2,,,,,
player,201210280den,den,StokBr00,rec_yds,19,,,,,
player,201210280den,den,StokBr00,rec_td,0,,,,,
player,201210280den,den,StokBr00,rec_long,17,,,,,
player,201210280den,den,StokBr00,fumbles,0,,,,,
player,201210280den,den,StokBr00,fumbles_lost,0,,,,,
player,201210280den,den,DreeJo00,pass_cmp,0,,,,,
player,201210280den,den,DreeJo00,pass_att,0,,,,,
player,201210280den,den,DreeJo00,pass_yds,0,,,,,
player,201210280den,den,DreeJo00,pass_td,0,,,,,
player,201210280den,den,DreeJo00,pass_int,0,,,,,
player,201210280den,den,DreeJo00,pass_sacked,0,,,,,
player,201210280den,den,DreeJo00,pass_sacked_yds,0,,,,,
player,201210280den,den,DreeJo00,pass_long,0,,,,,
player,201210280den,den,DreeJo00,pass_rating,,,,,,
player,201210280den,den,DreeJo00,rush_att,0,,,,,
player,201210280den,den,DreeJo00,rush_yds,0,,,,,
player,201210280den,den,DreeJo00,rush_td,0,,,,,
player,201210280den,den,DreeJo00,rush_long,0,,,,,
player,201210280den,den,DreeJo00,targets,2,,,,,
player,201210280den,den,DreeJo00,rec,0,,,,,
player,201210280den,den,DreeJo00,rec_yds,0,,,,,
player,201210280den,den,DreeJo00,rec_td,0,,,,,
player,201210280den,den,DreeJo00,rec_long,0,,,,,
player,201210280den,den,DreeJo00,fumbles,0,,,,,
player,201210280den,den,DreeJo00,fumbles_lost,0,,,,,
player,201210280den,den,WillMa00,pass_cmp,0,,,,,
player,201210280den,den,WillMa00,pass_att,0,,,,,
player,201210280den,den,WillMa00,pass_yds,0,,,,,
player,201210280den,den,WillMa00,pass_td,0,,,,,
player,201210280den,den,WillMa00,pass_int,0,,,,,
player,201210280den,den,WillMa00,pass_sacked,0,,,,,
player,201210280den,den,WillMa00,pass_sacked_yds,0,,,,,
player,201210280den,den,WillMa00,pass_long,0,,,,,
player,201210280den,den,WillMa00,pass_rating,,,,,,
player,201210280den,den,WillMa00,rush_att,0,,,,,
player,201210280den,den,WillMa00,rush_yds,0,,,,,
player,201210280den,den,WillMa00,rush_td,0,,,,,
player,201210280den,den,WillMa00,rush_long,0,,,,,
player,201210280den,den,WillMa00,targets,1,,,,,
player,201210280den,den,WillMa00,rec,0,,,,,
player,201210280den,den,WillMa00,rec_yds,0,,,,,
player,201210280den,den,WillMa00,rec_td,0,,,,,
player,201210280den,den,WillMa00,rec_long,0,,,,,
player,201210280den,den,WillMa00,fumbles,0,,,,,
player,201210280den,den,WillMa00,fumbles_lost,0,,,,,
player,201210280den,den,OsweBr00,pass_cmp,0,,,,,
player,201210280den,den,OsweBr00,pass_att,0,,,,,
player,201210280den,den,OsweBr00,pass_yds,0,,,,,
player,201210280den,den,OsweBr00,pass_td,0,,,,,
player,201210280den,den,OsweBr00,pass_int,0,,,,,
player,201210280den,den,OsweBr00,pass_sacked,0,,,,,
player,201210280den,den,OsweBr00,pass_sacked_yds,0,,,,,
player,201210280den,den,OsweBr00,pass_long,0,,,,,
player,201210280den,den,OsweBr00,pass_rating,,,,,,
player,201210280den,den,OsweBr00,rush_att,1,,,,,
player,201210280den,den,OsweBr00,rush_yds,-1,,,,,
player,201210280den,den,OsweBr00,rush_td,0,,,,,
player,201210280den,den,OsweBr00,rush_long,-1,,,,,
player,201210280den,den,OsweBr00,targets,0,,,,,
player,201210280den,den,OsweBr00,rec,0,,,,,
player,201210280den,den,OsweBr00,rec_yds,0,,,,,
player,201210280den,den,OsweBr00,rec_td,0,,,,,
player,201210280den,den,OsweBr00,rec_long,0,,,,,
player,201210280den,den,OsweBr00,fumbles,0,,,,,
player,201210280den,den,OsweBr00,fumbles_lost,0,,,,,
player,201210280den,nor,HarpRo21,def_int,0,,,,,
player,201210280den,nor,HarpRo21,def_int_yds,0,,,,,
player,201210280den,nor,HarpRo21,def_int_td,0,,,,,
player,201210280den,nor,HarpRo21,def_int_long,0,,,,,
player,201210280den,nor,HarpRo21,pass_defended,2,,,,,
player,201210280den,nor,HarpRo21,sacks,0.0,,,,,
player,201210280den,nor,HarpRo21,tackles_combined,9,,,,,
player,201210280den,nor,HarpRo21,tackles_solo,8,,,,,
player,201210280den,nor,HarpRo21,tackles_assists,1,,,,,
player,201210280den,nor,HarpRo21,tackles_loss,0,,,,,
player,201210280den,nor,HarpRo21,qb_hits,0,,,,,
player,201210280den,nor,HarpRo21,fumbles_rec,0,,,,,
player,201210280den,nor,HarpRo21,fumbles_rec_yds,0,,,,,
player,201210280den,nor,HarpRo21,fumbles_rec_td,0,,,,,
player,201210280den,nor,HarpRo21,fumbles_forced,0,,,,,
player,201210280den,nor,JenkMa99,def_int,0,,,,,
player,201210280den,nor,JenkMa99,def_int_yds,0,,,,,
player,201210280den,nor,JenkMa99,def_int_td,0,,,,,
player,201210280den,nor,JenkMa99,def_int_long,0,,,,,
player,201210280den,nor,JenkMa99,pass_defended,0,,,,,
player,201210280den,nor,JenkMa99,sacks,0.0,,,,,
player,201210280den,nor,JenkMa99,tackles_combined,9,,,,,
player,201210280den,nor,JenkMa99,tackles_solo,8,,,,,
player,201210280den,nor,JenkMa99,tackles_assists,1,,,,,
player,201210280den,nor,JenkMa99,tackles_loss,0,,,,,
player,201210280den,nor,JenkMa99,qb_hits,0,,,,,
player,201210280den,nor,JenkMa99,fumbles_rec,0,,,,,
player,201210280den,nor,JenkMa99,fumbles_rec_yds,0,,,,,
player,201210280den,nor,JenkMa99,fumbles_rec_td,0,,,,,
player,201210280den,nor,JenkMa99,fumbles_forced,0,,,,,
player,201210280den,nor,LoftCu99,def_int,0,,,,,
player,201210280den,nor,LoftCu99,def_int_yds,0,,,,,
player,201210280den,nor,LoftCu99,def_int_td,0,,,,,
player,201210280den,nor,LoftCu99,def_int_long,0,,,,,
player,201210280den,nor,LoftCu99,pass_defended,1,,,,,
