game,2012,14,20121209,201212090sfo,mia,"Miami Dolphins",13,sfo,"San Francisco 49ers",27
player,201212090sfo,sfo,McDoRa99,def_int_td,0,,,,,
player,201212090sfo,sfo,McDoRa99,def_int_long,0,,,,,
player,201212090sfo,sfo,McDoRa99,pass_defended,0,,,,,
player,201212090sfo,sfo,McDoRa99,sacks,0.0,,,,,
player,201212090sfo,sfo,McDoRa99,tackles_combined,2,,,,,
player,201212090sfo,sfo,McDoRa99,tackles_solo,2,,,,,
player,201212090sfo,sfo,McDoRa99,tackles_assists,0,,,,,
player,201212090sfo,sfo,McDoRa99,tackles_loss,0,,,,,
player,201212090sfo,sfo,McDoRa99,qb_hits,0,,,,,
player,201212090sfo,sfo,McDoRa99,fumbles_rec,0,,,,,
player,201212090sfo,sfo,McDoRa99,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,McDoRa99,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,McDoRa99,fumbles_forced,0,,,,,
player,201212090sfo,sfo,RogeCa20,def_int,0,,,,,
player,201212090sfo,sfo,RogeCa20,def_int_yds,0,,,,,
player,201212090sfo,sfo,RogeCa20,def_int_td,0,,,,,
player,201212090sfo,sfo,RogeCa20,def_int_long,0,,,,,
player,201212090sfo,sfo,RogeCa20,pass_defended,0,,,,,
player,201212090sfo,sfo,RogeCa20,sacks,0.0,,,,,
player,201212090sfo,sfo,RogeCa20,tackles_combined,2,,,,,
player,201212090sfo,sfo,RogeCa20,tackles_solo,2,,,,,
player,201212090sfo,sfo,RogeCa20,tackles_assists,0,,,,,
player,201212090sfo,sfo,RogeCa20,tackles_loss,0,,,,,
player,201212090sfo,sfo,RogeCa20,qb_hits,0,,,,,
player,201212090sfo,sfo,RogeCa20,fumbles_rec,0,,,,,
player,201212090sfo,sfo,RogeCa20,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,RogeCa20,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,RogeCa20,fumbles_forced,0,,,,,
player,201212090sfo,sfo,BrocTr00,def_int,0,,,,,
player,201212090sfo,sfo,BrocTr00,def_int_yds,0,,,,,
player,201212090sfo,sfo,BrocTr00,def_int_td,0,,,,,
player,201212090sfo,sfo,BrocTr00,def_int_long,0,,,,,
player,201212090sfo,sfo,BrocTr00,pass_defended,0,,,,,
player,201212090sfo,sfo,BrocTr00,sacks,0.0,,,,,
player,201212090sfo,sfo,BrocTr00,tackles_combined,1,,,,,
player,201212090sfo,sfo,BrocTr00,tackles_solo,1,,,,,
player,201212090sfo,sfo,BrocTr00,tackles_assists,0,,,,,
player,201212090sfo,sfo,BrocTr00,tackles_loss,0,,,,,
player,201212090sfo,sfo,BrocTr00,qb_hits,0,,,,,
player,201212090sfo,sfo,BrocTr00,fumbles_rec,0,,,,,
player,201212090sfo,sfo,BrocTr00,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,BrocTr00,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,BrocTr00,fumbles_forced,0,,,,,
player,201212090sfo,sfo,GoodTa99,def_int,0,,,,,
player,201212090sfo,sfo,GoodTa99,def_int_yds,0,,,,,
player,201212090sfo,sfo,GoodTa99,def_int_td,0,,,,,
player,201212090sfo,sfo,GoodTa99,def_int_long,0,,,,,
player,201212090sfo,sfo,GoodTa99,pass_defended,0,,,,,
player,201212090sfo,sfo,GoodTa99,sacks,0.0,,,,,
player,201212090sfo,sfo,GoodTa99,tackles_combined,1,,,,,
player,201212090sfo,sfo,GoodTa99,tackles_solo,1,,,,,
player,201212090sfo,sfo,GoodTa99,tackles_assists,0,,,,,
player,201212090sfo,sfo,GoodTa99,tackles_loss,0,,,,,
player,201212090sfo,sfo,GoodTa99,qb_hits,0,,,,,
player,201212090sfo,sfo,GoodTa99,fumbles_rec,0,,,,,
player,201212090sfo,sfo,GoodTa99,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,GoodTa99,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,GoodTa99,fumbles_forced,0,,,,,
player,201212090sfo,sfo,TukuWi00,def_int,0,,,,,
player,201212090sfo,sfo,TukuWi00,def_int_yds,0,,,,,
player,201212090sfo,sfo,TukuWi00,def_int_td,0,,,,,
player,201212090sfo,sfo,TukuWi00,def_int_long,0,,,,,
player,201212090sfo,sfo,TukuWi00,pass_defended,0,,,,,
player,201212090sfo,sfo,TukuWi00,sacks,0.0,,,,,
player,201212090sfo,sfo,TukuWi00,tackles_combined,1,,,,,
player,201212090sfo,sfo,TukuWi00,tackles_solo,1,,,,,
player,201212090sfo,sfo,TukuWi00,tackles_assists,0,,,,,
player,201212090sfo,sfo,TukuWi00,tackles_loss,0,,,,,
player,201212090sfo,sfo,TukuWi00,qb_hits,0,,,,,
player,201212090sfo,sfo,TukuWi00,fumbles_rec,0,,,,,
player,201212090sfo,sfo,TukuWi00,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,TukuWi00,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,TukuWi00,fumbles_forced,0,,,,,
player,201212090sfo,sfo,WilhMi00,def_int,0,,,,,
player,201212090sfo,sfo,WilhMi00,def_int_yds,0,,,,,
player,201212090sfo,sfo,WilhMi00,def_int_td,0,,,,,
player,201212090sfo,sfo,WilhMi00,def_int_long,0,,,,,
player,201212090sfo,sfo,WilhMi00,pass_defended,0,,,,,
player,201212090sfo,sfo,WilhMi00,sacks,0.0,,,,,
player,201212090sfo,sfo,WilhMi00,tackles_combined,1,,,,,
player,201212090sfo,sfo,WilhMi00,tackles_solo,1,,,,,
player,201212090sfo,sfo,WilhMi00,tackles_assists,0,,,,,
player,201212090sfo,sfo,WilhMi00,tackles_loss,0,,,,,
player,201212090sfo,sfo,WilhMi00,qb_hits,0,,,,,
player,201212090sfo,sfo,WilhMi00,fumbles_rec,0,,,,,
player,201212090sfo,sfo,WilhMi00,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,WilhMi00,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,WilhMi00,fumbles_forced,0,,,,,
player,201212090sfo,sfo,SpilCJ99,def_int,0,,,,,
player,201212090sfo,sfo,SpilCJ99,def_int_yds,0,,,,,
player,201212090sfo,sfo,SpilCJ99,def_int_td,0,,,,,
player,201212090sfo,sfo,SpilCJ99,def_int_long,0,,,,,
player,201212090sfo,sfo,SpilCJ99,pass_defended,0,,,,,
player,201212090sfo,sfo,SpilCJ99,sacks,0.0,,,,,
player,201212090sfo,sfo,SpilCJ99,tackles_combined,0,,,,,
player,201212090sfo,sfo,SpilCJ99,tackles_solo,0,,,,,
player,201212090sfo,sfo,SpilCJ99,tackles_assists,0,,,,,
player,201212090sfo,sfo,SpilCJ99,tackles_loss,0,,,,,
player,201212090sfo,sfo,SpilCJ99,qb_hits,0,,,,,
player,201212090sfo,sfo,SpilCJ99,fumbles_rec,1,,,,,
player,201212090sfo,sfo,SpilCJ99,fumbles_rec_yds,0,,,,,
player,201212090sfo,sfo,SpilCJ99,fumbles_rec_td,0,,,,,
player,201212090sfo,sfo,SpilCJ99,fumbles_forced,0,,,,,
player,201212090sfo,mia,ThigMa00,kick_ret,4,,,,,
player,201212090sfo,mia,ThigMa00,kick_ret_yds,129,,,,,
player,201212090sfo,mia,ThigMa00,kick_ret_yds_per_ret,32.3,,,,,
player,201212090sfo,mia,ThigMa00,kick_ret_td,0,,,,,
player,201212090sfo,mia,ThigMa00,kick_ret_long,56,,,,,
player,201212090sfo,mia,ThigMa00,punt_ret,2,,,,,
player,201212090sfo,mia,ThigMa00,punt_ret_yds,10,,,,,
player,201212090sfo,mia,ThigMa00,punt_ret_yds_per_ret,5.0,,,,,
player,201212090sfo,mia,ThigMa00,punt_ret_td,0,,,,,
player,201212090sfo,mia,ThigMa00,punt_ret_long,10,,,,,
player,201212090sfo,mia,LaneJo00,kick_ret,1,,,,,
player,201212090sfo,mia,LaneJo00,kick_ret_yds,24,,,,,
player,201212090sfo,mia,LaneJo00,kick_ret_yds_per_ret,24.0,,,,,
player,201212090sfo,mia,LaneJo00,kick_ret_td,0,,,,,
player,201212090sfo,mia,LaneJo00,kick_ret_long,24,,,,,
player,201212090sfo,mia,LaneJo00,punt_ret,0,,,,,
player,201212090sfo,mia,LaneJo00,punt_ret_yds,0,,,,,
player,201212090sfo,mia,LaneJo00,punt_ret_yds_per_ret,,,,,,
player,201212090sfo,mia,LaneJo00,punt_ret_td,0,,,,,
player,201212090sfo,mia,LaneJo00,punt_ret_long,0,,,,,
player,201212090sfo,sfo,GinnTe00,kick_ret,0,,,,,
player,201212090sfo,sfo,GinnTe00,kick_ret_yds,0,,,,,
player,201212090sfo,sfo,GinnTe00,kick_ret_yds_per_ret,,,,,,
player,201212090sfo,sfo,GinnTe00,kick_ret_td,0,,,,,
player,201212090sfo,sfo,GinnTe00,kick_ret_long,0,,,,,
player,201212090sfo,sfo,GinnTe00,punt_ret,1,,,,,
player,201212090sfo,sfo,GinnTe00,punt_ret_yds,12,,,,,
player,201212090sfo,sfo,GinnTe00,punt_ret_yds_per_ret,12.0,,,,,
player,201212090sfo,sfo,GinnTe00,punt_ret_td,0,,,,,
player,201212090sfo,sfo,GinnTe00,punt_ret_long,12,,,,,
player,201212090sfo,sfo,JameLa00,kick_ret,3,,,,,
player,201212090sfo,sfo,JameLa00,kick_ret_yds,79,,,,,
player,201212090sfo,sfo,JameLa00,kick_ret_yds_per_ret,26.3,,,,,
player,201212090sfo,sfo,JameLa00,kick_ret_td,0,,,,,
player,201212090sfo,sfo,JameLa00,kick_ret_long,34,,,,,
player,201212090sfo,sfo,JameLa00,punt_ret,0,,,,,
player,201212090sfo,sfo,JameLa00,punt_ret_yds,0,,,,,
player,201212090sfo,sfo,JameLa00,punt_ret_yds_per_ret,,,,,,
player,201212090sfo,sfo,JameLa00,punt_ret_td,0,,,,,
player,201212090sfo,sfo,JameLa00,punt_ret_long,0,,,,,
player,201212090sfo,mia,CarpDa44,xpm,1,,,,,
player,201212090sfo,mia,CarpDa44,xpa,1,,,,,
player,201212090sfo,mia,CarpDa44,fgm,2,,,,,
player,201212090sfo,mia,CarpDa44,fga,2,,,,,
player,201212090sfo,mia,CarpDa44,punt,0,,,,,
player,201212090sfo,mia,CarpDa44,punt_yds,0,,,,,
player,201212090sfo,mia,CarpDa44,punt_yds_per_punt,,,,,,
player,201212090sfo,mia,CarpDa44,punt_long,0,,,,,
player,201212090sfo,mia,FielBr20,xpm,,,,,,
player,201212090sfo,mia,FielBr20,xpa,,,,,,
player,201212090sfo,mia,FielBr20,fgm,,,,,,
player,201212090sfo,mia,FielBr20,fga,,,,,,
player,201212090sfo,mia,FielBr20,punt,3,,,,,
player,201212090sfo,mia,FielBr20,punt_yds,142,,,,,
player,201212090sfo,mia,FielBr20,punt_yds_per_punt,47.3,,,,,
player,201212090sfo,mia,FielBr20,punt_long,55,,,,,
player,201212090sfo,sfo,akersdav01,xpm,3,,,,,
player,201212090sfo,sfo,akersdav01,xpa,3,,,,,
player,201212090sfo,sfo,akersdav01,fgm,2,,,,,
player,201212090sfo,sfo,akersdav01,fga,2,,,,,
player,201212090sfo,sfo,akersdav01,punt,0,,,,,
player,201212090sfo,sfo,akersdav01,punt_yds,0,,,,,
player,201212090sfo,sfo,akersdav01,punt_yds_per_punt,,,,,,
player,201212090sfo,sfo,akersdav01,punt_long,0,,,,,
player,201212090sfo,sfo,LeexAn20,xpm,,,,,,
player,201212090sfo,sfo,LeexAn20,xpa,,,,,,
player,201212090sfo,sfo,LeexAn20,fgm,,,,,,
player,201212090sfo,sfo,LeexAn20,fga,,,,,,
player,201212090sfo,sfo,LeexAn20,punt,4,,,,,
player,201212090sfo,sfo,LeexAn20,punt_yds,193,,,,,
player,201212090sfo,sfo,LeexAn20,punt_yds_per_punt,48.3,,,,,
player,201212090sfo,sfo,LeexAn20,punt_long,55,,,,,
player,201212090sfo,sfo,DaviAn27,pos,T,,,,,
player,201212090sfo,sfo,DaviAn27,offense,57,,,,,
player,201212090sfo,sfo,DaviAn27,off_pct,100%,,,,,
player,201212090sfo,sfo,DaviAn27,defense,0,,,,,
player,201212090sfo,sfo,DaviAn27,def_pct,0%,,,,,
player,201212090sfo,sfo,DaviAn27,special_teams,5,,,,,
player,201212090sfo,sfo,DaviAn27,st_pct,21%,,,,,
player,201212090sfo,sfo,IupaMi20,pos,G,,,,,
player,201212090sfo,sfo,IupaMi20,offense,57,,,,,
player,201212090sfo,sfo,IupaMi20,off_pct,100%,,,,,
player,201212090sfo,sfo,IupaMi20,defense,0,,,,,
player,201212090sfo,sfo,IupaMi20,def_pct,0%,,,,,
player,201212090sfo,sfo,IupaMi20,special_teams,5,,,,,
player,201212090sfo,sfo,IupaMi20,st_pct,21%,,,,,
player,201212090sfo,sfo,StalJo20,pos,T,,,,,
player,201212090sfo,sfo,StalJo20,offense,57,,,,,
player,201212090sfo,sfo,StalJo20,off_pct,100%,,,,,
player,201212090sfo,sfo,StalJo20,defense,0,,,,,
player,201212090sfo,sfo,StalJo20,def_pct,0%,,,,,
player,201212090sfo,sfo,StalJo20,special_teams,5,,,,,
player,201212090sfo,sfo,StalJo20,st_pct,21%,,,,,
player,201212090sfo,sfo,GoodJo23,pos,C,,,,,
player,201212090sfo,sfo,GoodJo23,offense,57,,,,,
player,201212090sfo,sfo,GoodJo23,off_pct,100%,,,,,
player,201212090sfo,sfo,GoodJo23,defense,0,,,,,
player,201212090sfo,sfo,GoodJo23,def_pct,0%,,,,,
player,201212090sfo,sfo,GoodJo23,special_teams,5,,,,,
player,201212090sfo,sfo,GoodJo23,st_pct,21%,,,,,
player,201212090sfo,sfo,BoonAl21,pos,G,,,,,
player,201212090sfo,sfo,BoonAl21,offense,57,,,,,
player,201212090sfo,sfo,BoonAl21,off_pct,100%,,,,,
player,201212090sfo,sfo,BoonAl21,defense,0,,,,,
player,201212090sfo,sfo,BoonAl21,def_pct,0%,,,,,
player,201212090sfo,sfo,BoonAl21,special_teams,5,,,,,
player,201212090sfo,sfo,BoonAl21,st_pct,21%,,,,,
player,201212090sfo,sfo,KaepCo00,pos,QB,,,,,
player,201212090sfo,sfo,KaepCo00,offense,57,,,,,
player,201212090sfo,sfo,KaepCo00,off_pct,100%,,,,,
player,201212090sfo,sfo,KaepCo00,defense,0,,,,,
player,201212090sfo,sfo,KaepCo00,def_pct,0%,,,,,
player,201212090sfo,sfo,KaepCo00,special_teams,0,,,,,
player,201212090sfo,sfo,KaepCo00,st_pct,0%,,,,,
player,201212090sfo,sfo,DaviVe00,pos,TE,,,,,
player,201212090sfo,sfo,DaviVe00,offense,57,,,,,
player,201212090sfo,sfo,DaviVe00,off_pct,100%,,,,,
player,201212090sfo,sfo,DaviVe00,defense,0,,,,,
player,201212090sfo,sfo,DaviVe00,def_pct,0%,,,,,
player,201212090sfo,sfo,DaviVe00,special_teams,0,,,,,
player,201212090sfo,sfo,DaviVe00,st_pct,0%,,,,,
player,201212090sfo,sfo,CrabMi00,pos,WR,,,,,
player,201212090sfo,sfo,CrabMi00,offense,43,,,,,
player,201212090sfo,sfo,CrabMi00,off_pct,75%,,,,,
player,201212090sfo,sfo,CrabMi00,defense,0,,,,,
player,201212090sfo,sfo,CrabMi00,def_pct,0%,,,,,
player,201212090sfo,sfo,CrabMi00,special_teams,0,,,,,
player,201212090sfo,sfo,CrabMi00,st_pct,0%,,,,,
player,201212090sfo,sfo,WalkHu00,pos,TE,,,,,
player,201212090sfo,sfo,WalkHu00,offense,40,,,,,
player,201212090sfo,sfo,WalkHu00,off_pct,70%,,,,,
player,201212090sfo,sfo,WalkHu00,defense,0,,,,,
player,201212090sfo,sfo,WalkHu00,def_pct,0%,,,,,
player,201212090sfo,sfo,WalkHu00,special_teams,4,,,,,
player,201212090sfo,sfo,WalkHu00,st_pct,17%,,,,,
player,201212090sfo,sfo,GoreFr00,pos,RB,,,,,
player,201212090sfo,sfo,GoreFr00,offense,39,,,,,
player,201212090sfo,sfo,GoreFr00,off_pct,68%,,,,,
player,201212090sfo,sfo,GoreFr00,defense,0,,,,,
player,201212090sfo,sfo,GoreFr00,def_pct,0%,,,,,
player,201212090sfo,sfo,GoreFr00,special_teams,0,,,,,
player,201212090sfo,sfo,GoreFr00,st_pct,0%,,,,,
player,201212090sfo,sfo,MillBr02,pos,FB,,,,,
player,201212090sfo,sfo,MillBr02,offense,29,,,,,
player,201212090sfo,sfo,MillBr02,off_pct,51%,,,,,
player,201212090sfo,sfo,MillBr02,defense,0,,,,,
player,201212090sfo,sfo,MillBr02,def_pct,0%,,,,,
player,201212090sfo,sfo,MillBr02,special_teams,13,,,,,
player,201212090sfo,sfo,MillBr02,st_pct,54%,,,,,
player,201212090sfo,sfo,MossRa00,pos,WR,,,,,
player,201212090sfo,sfo,MossRa00,offense,29,,,,,
player,201212090sfo,sfo,MossRa00,off_pct,51%,,,,,
player,201212090sfo,sfo,MossRa00,defense,0,,,,,
player,201212090sfo,sfo,MossRa00,def_pct,0%,,,,,
player,201212090sfo,sfo,MossRa00,special_teams,0,,,,,
player,201212090sfo,sfo,MossRa00,st_pct,0%,,,,,
player,201212090sfo,sfo,JameLa00,pos,RB,,,,,
player,201212090sfo,sfo,JameLa00,offense,15,,,,,
player,201212090sfo,sfo,JameLa00,off_pct,26%,,,,,
player,201212090sfo,sfo,JameLa00,defense,0,,,,,
player,201212090sfo,sfo,JameLa00,def_pct,0%,,,,,
player,201212090sfo,sfo,JameLa00,special_teams,4,,,,,
player,201212090sfo,sfo,JameLa00,st_pct,17%,,,,,
player,201212090sfo,sfo,TukuWi00,pos,DT,,,,,
player,201212090sfo,sfo,TukuWi00,offense,10,,,,,
player,201212090sfo,sfo,TukuWi00,off_pct,18%,,,,,
player,201212090sfo,sfo,TukuWi00,defense,2,,,,,
player,201212090sfo,sfo,TukuWi00,def_pct,3%,,,,,
player,201212090sfo,sfo,TukuWi00,special_teams,15,,,,,
player,201212090sfo,sfo,TukuWi00,st_pct,62%,,,,,
player,201212090sfo,sfo,JenkA.00,pos,WR,,,,,
player,201212090sfo,sfo,JenkA.00,offense,8,,,,,
player,201212090sfo,sfo,JenkA.00,off_pct,14%,,,,,
player,201212090sfo,sfo,JenkA.00,defense,0,,,,,
player,201212090sfo,sfo,JenkA.00,def_pct,0%,,,,,
player,201212090sfo,sfo,JenkA.00,special_teams,0,,,,,
player,201212090sfo,sfo,JenkA.00,st_pct,0%,,,,,
player,201212090sfo,sfo,GinnTe00,pos,WR,,,,,
player,201212090sfo,sfo,GinnTe00,offense,4,,,,,
player,201212090sfo,sfo,GinnTe00,off_pct,7%,,,,,
player,201212090sfo,sfo,GinnTe00,defense,0,,,,,
player,201212090sfo,sfo,GinnTe00,def_pct,0%,,,,,
player,201212090sfo,sfo,GinnTe00,special_teams,3,,,,,
player,201212090sfo,sfo,GinnTe00,st_pct,12%,,,,,
player,201212090sfo,sfo,DixoAn00,pos,RB,,,,,
player,201212090sfo,sfo,DixoAn00,offense,3,,,,,
player,201212090sfo,sfo,DixoAn00,off_pct,5%,,,,,
player,201212090sfo,sfo,DixoAn00,defense,0,,,,,
player,201212090sfo,sfo,DixoAn00,def_pct,0%,,,,,
player,201212090sfo,sfo,DixoAn00,special_teams,14,,,,,
player,201212090sfo,sfo,DixoAn00,st_pct,58%,,,,,
player,201212090sfo,sfo,CeleGa00,pos,TE,,,,,
player,201212090sfo,sfo,CeleGa00,offense,3,,,,,
player,201212090sfo,sfo,CeleGa00,off_pct,5%,,,,,
player,201212090sfo,sfo,CeleGa00,defense,0,,,,,
player,201212090sfo,sfo,CeleGa00,def_pct,0%,,,,,
player,201212090sfo,sfo,CeleGa00,special_teams,10,,,,,
player,201212090sfo,sfo,CeleGa00,st_pct,42%,,,,,
player,201212090sfo,sfo,DaviLe21,pos,G,,,,,
player,201212090sfo,sfo,DaviLe21,offense,3,,,,,
player,201212090sfo,sfo,DaviLe21,off_pct,5%,,,,,
player,201212090sfo,sfo,DaviLe21,defense,0,,,,,
player,201212090sfo,sfo,DaviLe21,def_pct,0%,,,,,
player,201212090sfo,sfo,DaviLe21,special_teams,4,,,,,
player,201212090sfo,sfo,DaviLe21,st_pct,17%,,,,,
player,201212090sfo,sfo,KilgDa00,pos,G,,,,,
player,201212090sfo,sfo,KilgDa00,offense,2,,,,,
player,201212090sfo,sfo,KilgDa00,off_pct,4%,,,,,
player,201212090sfo,sfo,KilgDa00,defense,0,,,,,
player,201212090sfo,sfo,KilgDa00,def_pct,0%,,,,,
player,201212090sfo,sfo,KilgDa00,special_teams,7,,,,,
player,201212090sfo,sfo,KilgDa00,st_pct,29%,,,,,
player,201212090sfo,sfo,WillPa98,pos,LB,,,,,
player,201212090sfo,sfo,WillPa98,offense,0,,,,,
player,201212090sfo,sfo,WillPa98,off_pct,0%,,,,,
player,201212090sfo,sfo,WillPa98,defense,61,,,,,
player,201212090sfo,sfo,WillPa98,def_pct,100%,,,,,
player,201212090sfo,sfo,WillPa98,special_teams,7,,,,,
player,201212090sfo,sfo,WillPa98,st_pct,29%,,,,,
player,201212090sfo,sfo,GoldDa99,pos,FS,,,,,
player,201212090sfo,sfo,GoldDa99,offense,0,,,,,
player,201212090sfo,sfo,GoldDa99,off_pct,0%,,,,,
player,201212090sfo,sfo,GoldDa99,defense,61,,,,,
player,201212090sfo,sfo,GoldDa99,def_pct,100%,,,,,
player,201212090sfo,sfo,GoldDa99,special_teams,7,,,,,
player,201212090sfo,sfo,GoldDa99,st_pct,29%,,,,,
player,201212090sfo,sfo,BrowTa99,pos,CB,,,,,
player,201212090sfo,sfo,BrowTa99,offense,0,,,,,
player,201212090sfo,sfo,BrowTa99,off_pct,0%,,,,,
player,201212090sfo,sfo,BrowTa99,defense,61,,,,,
player,201212090sfo,sfo,BrowTa99,def_pct,100%,,,,,
player,201212090sfo,sfo,BrowTa99,special_teams,5,,,,,
player,201212090sfo,sfo,BrowTa99,st_pct,21%,,,,,
player,201212090sfo,sfo,BowmNa99,pos,LB,,,,,
player,201212090sfo,sfo,BowmNa99,offense,0,,,,,
player,201212090sfo,sfo,BowmNa99,off_pct,0%,,,,,
player,201212090sfo,sfo,BowmNa99,defense,61,,,,,
player,201212090sfo,sfo,BowmNa99,def_pct,100%,,,,,
player,201212090sfo,sfo,BowmNa99,special_teams,3,,,,,
player,201212090sfo,sfo,BowmNa99,st_pct,12%,,,,,
player,201212090sfo,sfo,RogeCa20,pos,CB,,,,,
player,201212090sfo,sfo,RogeCa20,offense,0,,,,,
player,201212090sfo,sfo,RogeCa20,off_pct,0%,,,,,
player,201212090sfo,sfo,RogeCa20,defense,61,,,,,
player,201212090sfo,sfo,RogeCa20,def_pct,100%,,,,,
player,201212090sfo,sfo,RogeCa20,special_teams,0,,,,,
player,201212090sfo,sfo,RogeCa20,st_pct,0%,,,,,
player,201212090sfo,sfo,WhitDo20,pos,SS,,,,,
player,201212090sfo,sfo,WhitDo20,offense,0,,,,,
player,201212090sfo,sfo,WhitDo20,off_pct,0%,,,,,
player,201212090sfo,sfo,WhitDo20,defense,61,,,,,
player,201212090sfo,sfo,WhitDo20,def_pct,100%,,,,,
player,201212090sfo,sfo,WhitDo20,special_teams,0,,,,,
player,201212090sfo,sfo,WhitDo20,st_pct,0%,,,,,
player,201212090sfo,sfo,McDoRa99,pos,DT,,,,,
player,201212090sfo,sfo,McDoRa99,offense,0,,,,,
player,201212090sfo,sfo,McDoRa99,off_pct,0%,,,,,
player,201212090sfo,sfo,McDoRa99,defense,59,,,,,
player,201212090sfo,sfo,McDoRa99,def_pct,97%,,,,,
player,201212090sfo,sfo,McDoRa99,special_teams,5,,,,,
player,201212090sfo,sfo,McDoRa99,st_pct,21%,,,,,
player,201212090sfo,sfo,SmitAl04,pos,LB,,,,,
player,201212090sfo,sfo,SmitAl04,offense,0,,,,,
player,201212090sfo,sfo,SmitAl04,off_pct,0%,,,,,
player,201212090sfo,sfo,SmitAl04,defense,59,,,,,
player,201212090sfo,sfo,SmitAl04,def_pct,97%,,,,,
player,201212090sfo,sfo,SmitAl04,special_teams,5,,,,,
player,201212090sfo,sfo,SmitAl04,st_pct,21%,,,,,
player,201212090sfo,sfo,BrooAh21,pos,LB,,,,,
player,201212090sfo,sfo,BrooAh21,offense,0,,,,,
player,201212090sfo,sfo,BrooAh21,off_pct,0%,,,,,
player,201212090sfo,sfo,BrooAh21,defense,59,,,,,
player,201212090sfo,sfo,BrooAh21,def_pct,97%,,,,,
player,201212090sfo,sfo,BrooAh21,special_teams,5,,,,,
player,201212090sfo,sfo,BrooAh21,st_pct,21%,,,,,
player,201212090sfo,sfo,SmitJu20,pos,DT,,,,,
player,201212090sfo,sfo,SmitJu20,offense,0,,,,,
player,201212090sfo,sfo,SmitJu20,off_pct,0%,,,,,
player,201212090sfo,sfo,SmitJu20,defense,53,,,,,
player,201212090sfo,sfo,SmitJu20,def_pct,87%,,,,,
player,201212090sfo,sfo,SmitJu20,special_teams,0,,,,,
player,201212090sfo,sfo,SmitJu20,st_pct,0%,,,,,
player,201212090sfo,sfo,CullCh00,pos,CB,,,,,
player,201212090sfo,sfo,CullCh00,offense,0,,,,,
player,201212090sfo,sfo,CullCh00,off_pct,0%,,,,,
player,201212090sfo,sfo,CullCh00,defense,43,,,,,
player,201212090sfo,sfo,CullCh00,def_pct,70%,,,,,
player,201212090sfo,sfo,CullCh00,special_teams,5,,,,,
player,201212090sfo,sfo,CullCh00,st_pct,21%,,,,,
player,201212090sfo,sfo,SopoIs20,pos,NT,,,,,
player,201212090sfo,sfo,SopoIs20,offense,0,,,,,
player,201212090sfo,sfo,SopoIs20,off_pct,0%,,,,,
player,201212090sfo,sfo,SopoIs20,defense,15,,,,,
player,201212090sfo,sfo,SopoIs20,def_pct,25%,,,,,
player,201212090sfo,sfo,SopoIs20,special_teams,3,,,,,
player,201212090sfo,sfo,SopoIs20,st_pct,12%,,,,,
player,201212090sfo,sfo,JeanRi99,pos,DT,,,,,
player,201212090sfo,sfo,JeanRi99,offense,0,,,,,
player,201212090sfo,sfo,JeanRi99,off_pct,0%,,,,,
player,201212090sfo,sfo,JeanRi99,defense,8,,,,,
player,201212090sfo,sfo,JeanRi99,def_pct,13%,,,,,
player,201212090sfo,sfo,JeanRi99,special_teams,5,,,,,
player,201212090sfo,sfo,JeanRi99,st_pct,21%,,,,,
player,201212090sfo,sfo,DobbDe00,pos,TE,,,,,
player,201212090sfo,sfo,DobbDe00,offense,0,,,,,
player,201212090sfo,sfo,DobbDe00,off_pct,0%,,,,,
player,201212090sfo,sfo,DobbDe00,defense,3,,,,,
player,201212090sfo,sfo,DobbDe00,def_pct,5%,,,,,
player,201212090sfo,sfo,DobbDe00,special_teams,7,,,,,
player,201212090sfo,sfo,DobbDe00,st_pct,29%,,,,,
player,201212090sfo,sfo,CoxxPe99,pos,CB,,,,,
player,201212090sfo,sfo,CoxxPe99,offense,0,,,,,
player,201212090sfo,sfo,CoxxPe99,off_pct,0%,,,,,
player,201212090sfo,sfo,CoxxPe99,defense,2,,,,,
player,201212090sfo,sfo,CoxxPe99,def_pct,3%,,,,,
player,201212090sfo,sfo,CoxxPe99,special_teams,4,,,,,
player,201212090sfo,sfo,CoxxPe99,st_pct,17%,,,,,
player,201212090sfo,sfo,HaggCl20,pos,LB,,,,,
player,201212090sfo,sfo,HaggCl20,offense,0,,,,,
player,201212090sfo,sfo,HaggCl20,off_pct,0%,,,,,
player,201212090sfo,sfo,HaggCl20,defense,2,,,,,
player,201212090sfo,sfo,HaggCl20,def_pct,3%,,,,,
player,201212090sfo,sfo,HaggCl20,special_teams,0,,,,,
player,201212090sfo,sfo,HaggCl20,st_pct,0%,,,,,
player,201212090sfo,sfo,McBaDa99,pos,FS,,,,,
player,201212090sfo,sfo,McBaDa99,offense,0,,,,,
