game,2012,13,20121202,201212020mia,nwe,"New England Patriots",23,mia,"Miami Dolphins",16
team,201212020mia,nwe,First Downs,25,,,,,,
team,201212020mia,mia,First Downs,15,,,,,,
team,201212020mia,nwe,Rush-Yds-TDs,32-108-1,,,,,,
team,201212020mia,mia,Rush-Yds-TDs,27-101-1,,,,,,
team,201212020mia,nwe,Cmp-Att-Yd-TD-INT,24-40-238-1-1,,,,,,
team,201212020mia,mia,Cmp-Att-Yd-TD-INT,13-29-186-0-0,,,,,,
team,201212020mia,nwe,Sacked-Yards,4-25,,,,,,
team,201212020mia,mia,Sacked-Yards,3-10,,,,,,
team,201212020mia,nwe,Net Pass Yards,213,,,,,,
team,201212020mia,mia,Net Pass Yards,176,,,,,,
team,201212020mia,nwe,Total Yards,321,,,,,,
team,201212020mia,mia,Total Yards,277,,,,,,
team,201212020mia,nwe,Fumbles-Lost,0-0,,,,,,
team,201212020mia,mia,Fumbles-Lost,5-1,,,,,,
team,201212020mia,nwe,Turnovers,1,,,,,,
team,201212020mia,mia,Turnovers,1,,,,,,
team,201212020mia,nwe,Penalties-Yards,6-50,,,,,,
team,201212020mia,mia,Penalties-Yards,7-77,,,,,,
team,201212020mia,nwe,Third Down Conv.,7-15,,,,,,
team,201212020mia,mia,Third Down Conv.,3-13,,,,,,
team,201212020mia,nwe,Fourth Down Conv.,0-0,,,,,,
team,201212020mia,mia,Fourth Down Conv.,1-2,,,,,,
team,201212020mia,nwe,Time of Possession,33:24,,,,,,
team,201212020mia,mia,Time of Possession,26:36,,,,,,
player,201212020mia,nwe,BradTo00,pass_cmp,24,,,,,
player,201212020mia,nwe,BradTo00,pass_att,40,,,,,
player,201212020mia,nwe,BradTo00,pass_yds,238,,,,,
player,201212020mia,nwe,BradTo00,pass_td,1,,,,,
player,201212020mia,nwe,BradTo00,pass_int,1,,,,,
player,201212020mia,nwe,BradTo00,pass_sacked,4,,,,,
player,201212020mia,nwe,BradTo00,pass_sacked_yds,25,,,,,
player,201212020mia,nwe,BradTo00,pass_long,31,,,,,
player,201212020mia,nwe,BradTo00,pass_rating,74.8,,,,,
player,201212020mia,nwe,BradTo00,rush_att,4,,,,,
player,201212020mia,nwe,BradTo00,rush_yds,-1,,,,,
player,201212020mia,nwe,BradTo00,rush_td,0,,,,,
player,201212020mia,nwe,BradTo00,rush_long,2,,,,,
player,201212020mia,nwe,BradTo00,targets,0,,,,,
player,201212020mia,nwe,BradTo00,rec,0,,,,,
player,201212020mia,nwe,BradTo00,rec_yds,0,,,,,
player,201212020mia,nwe,BradTo00,rec_td,0,,,,,
player,201212020mia,nwe,BradTo00,rec_long,0,,,,,
player,201212020mia,nwe,BradTo00,fumbles,0,,,,,
player,201212020mia,nwe,BradTo00,fumbles_lost,0,,,,,
player,201212020mia,nwe,RidlSt00,pass_cmp,0,,,,,
player,201212020mia,nwe,RidlSt00,pass_att,0,,,,,
player,201212020mia,nwe,RidlSt00,pass_yds,0,,,,,
player,201212020mia,nwe,RidlSt00,pass_td,0,,,,,
player,201212020mia,nwe,RidlSt00,pass_int,0,,,,,
player,201212020mia,nwe,RidlSt00,pass_sacked,0,,,,,
player,201212020mia,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201212020mia,nwe,RidlSt00,pass_long,0,,,,,
player,201212020mia,nwe,RidlSt00,pass_rating,,,,,,
player,201212020mia,nwe,RidlSt00,rush_att,19,,,,,
player,201212020mia,nwe,RidlSt00,rush_yds,71,,,,,
player,201212020mia,nwe,RidlSt00,rush_td,1,,,,,
player,201212020mia,nwe,RidlSt00,rush_long,11,,,,,
player,201212020mia,nwe,RidlSt00,targets,0,,,,,
player,201212020mia,nwe,RidlSt00,rec,0,,,,,
player,201212020mia,nwe,RidlSt00,rec_yds,0,,,,,
player,201212020mia,nwe,RidlSt00,rec_td,0,,,,,
player,201212020mia,nwe,RidlSt00,rec_long,0,,,,,
player,201212020mia,nwe,RidlSt00,fumbles,0,,,,,
player,201212020mia,nwe,RidlSt00,fumbles_lost,0,,,,,
