game,2012,9,20121104,201211040clt,mia,"Miami Dolphins",20,clt,"Indianapolis Colts",23
team,201211040clt,mia,First Downs,20,,,,,,
team,201211040clt,clt,First Downs,27,,,,,,
team,201211040clt,mia,Rush-Yds-TDs,18-84-1,,,,,,
team,201211040clt,clt,Rush-Yds-TDs,26-97-0,,,,,,
team,201211040clt,mia,Cmp-Att-Yd-TD-INT,22-38-290-1-0,,,,,,
team,201211040clt,clt,Cmp-Att-Yd-TD-INT,30-48-433-2-0,,,,,,
team,201211040clt,mia,Sacked-Yards,2-9,,,,,,
team,201211040clt,clt,Sacked-Yards,1-14,,,,,,
team,201211040clt,mia,Net Pass Yards,281,,,,,,
team,201211040clt,clt,Net Pass Yards,419,,,,,,
team,201211040clt,mia,Total Yards,365,,,,,,
team,201211040clt,clt,Total Yards,516,,,,,,
team,201211040clt,mia,Fumbles-Lost,1-0,,,,,,
team,201211040clt,clt,Fumbles-Lost,2-0,,,,,,
team,201211040clt,mia,Turnovers,0,,,,,,
team,201211040clt,clt,Turnovers,0,,,,,,
team,201211040clt,mia,Penalties-Yards,8-79,,,,,,
team,201211040clt,clt,Penalties-Yards,11-91,,,,,,
team,201211040clt,mia,Third Down Conv.,4-11,,,,,,
team,201211040clt,clt,Third Down Conv.,13-19,,,,,,
team,201211040clt,mia,Fourth Down Conv.,0-1,,,,,,
team,201211040clt,clt,Fourth Down Conv.,0-0,,,,,,
team,201211040clt,mia,Time of Possession,25:06,,,,,,
team,201211040clt,clt,Time of Possession,34:54,,,,,,
player,201211040clt,mia,TannRy00,pass_cmp,22,,,,,
player,201211040clt,mia,TannRy00,pass_att,38,,,,,
player,201211040clt,mia,TannRy00,pass_yds,290,,,,,
player,201211040clt,mia,TannRy00,pass_td,1,,,,,
player,201211040clt,mia,TannRy00,pass_int,0,,,,,
player,201211040clt,mia,TannRy00,pass_sacked,2,,,,,
player,201211040clt,mia,TannRy00,pass_sacked_yds,9,,,,,
player,201211040clt,mia,TannRy00,pass_long,35,,,,,
player,201211040clt,mia,TannRy00,pass_rating,90.9,,,,,
player,201211040clt,mia,TannRy00,rush_att,1,,,,,
player,201211040clt,mia,TannRy00,rush_yds,-1,,,,,
player,201211040clt,mia,TannRy00,rush_td,0,,,,,
