game,2012,15,20121216,201212160cle,was,"Washington Redskins",38,cle,"Cleveland Browns",21
player,201212160cle,was,GarcPi00,pass_int,0,,,,,
player,201212160cle,was,GarcPi00,pass_sacked,0,,,,,
player,201212160cle,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201212160cle,was,GarcPi00,pass_long,0,,,,,
player,201212160cle,was,GarcPi00,pass_rating,,,,,,
player,201212160cle,was,GarcPi00,rush_att,0,,,,,
player,201212160cle,was,GarcPi00,rush_yds,0,,,,,
player,201212160cle,was,GarcPi00,rush_td,0,,,,,
player,201212160cle,was,GarcPi00,rush_long,0,,,,,
player,201212160cle,was,GarcPi00,targets,12,,,,,
player,201212160cle,was,GarcPi00,rec,6,,,,,
player,201212160cle,was,GarcPi00,rec_yds,65,,,,,
player,201212160cle,was,GarcPi00,rec_td,0,,,,,
player,201212160cle,was,GarcPi00,rec_long,17,,,,,
player,201212160cle,was,GarcPi00,fumbles,0,,,,,
player,201212160cle,was,GarcPi00,fumbles_lost,0,,,,,
player,201212160cle,was,MorgJo00,pass_cmp,0,,,,,
player,201212160cle,was,MorgJo00,pass_att,0,,,,,
player,201212160cle,was,MorgJo00,pass_yds,0,,,,,
player,201212160cle,was,MorgJo00,pass_td,0,,,,,
player,201212160cle,was,MorgJo00,pass_int,0,,,,,
player,201212160cle,was,MorgJo00,pass_sacked,0,,,,,
player,201212160cle,was,MorgJo00,pass_sacked_yds,0,,,,,
player,201212160cle,was,MorgJo00,pass_long,0,,,,,
player,201212160cle,was,MorgJo00,pass_rating,,,,,,
player,201212160cle,was,MorgJo00,rush_att,0,,,,,
player,201212160cle,was,MorgJo00,rush_yds,0,,,,,
player,201212160cle,was,MorgJo00,rush_td,0,,,,,
player,201212160cle,was,MorgJo00,rush_long,0,,,,,
player,201212160cle,was,MorgJo00,targets,4,,,,,
player,201212160cle,was,MorgJo00,rec,4,,,,,
player,201212160cle,was,MorgJo00,rec_yds,60,,,,,
player,201212160cle,was,MorgJo00,rec_td,0,,,,,
player,201212160cle,was,MorgJo00,rec_long,32,,,,,
player,201212160cle,was,MorgJo00,fumbles,0,,,,,
player,201212160cle,was,MorgJo00,fumbles_lost,0,,,,,
player,201212160cle,was,MossSa00,pass_cmp,0,,,,,
player,201212160cle,was,MossSa00,pass_att,0,,,,,
player,201212160cle,was,MossSa00,pass_yds,0,,,,,
player,201212160cle,was,MossSa00,pass_td,0,,,,,
player,201212160cle,was,MossSa00,pass_int,0,,,,,
player,201212160cle,was,MossSa00,pass_sacked,0,,,,,
player,201212160cle,was,MossSa00,pass_sacked_yds,0,,,,,
player,201212160cle,was,MossSa00,pass_long,0,,,,,
player,201212160cle,was,MossSa00,pass_rating,,,,,,
player,201212160cle,was,MossSa00,rush_att,0,,,,,
player,201212160cle,was,MossSa00,rush_yds,0,,,,,
player,201212160cle,was,MossSa00,rush_td,0,,,,,
player,201212160cle,was,MossSa00,rush_long,0,,,,,
player,201212160cle,was,MossSa00,targets,6,,,,,
player,201212160cle,was,MossSa00,rec,5,,,,,
player,201212160cle,was,MossSa00,rec_yds,57,,,,,
player,201212160cle,was,MossSa00,rec_td,0,,,,,
player,201212160cle,was,MossSa00,rec_long,20,,,,,
player,201212160cle,was,MossSa00,fumbles,1,,,,,
player,201212160cle,was,MossSa00,fumbles_lost,0,,,,,
player,201212160cle,was,HankLe00,pass_cmp,0,,,,,
player,201212160cle,was,HankLe00,pass_att,0,,,,,
player,201212160cle,was,HankLe00,pass_yds,0,,,,,
player,201212160cle,was,HankLe00,pass_td,0,,,,,
player,201212160cle,was,HankLe00,pass_int,0,,,,,
player,201212160cle,was,HankLe00,pass_sacked,0,,,,,
player,201212160cle,was,HankLe00,pass_sacked_yds,0,,,,,
player,201212160cle,was,HankLe00,pass_long,0,,,,,
player,201212160cle,was,HankLe00,pass_rating,,,,,,
player,201212160cle,was,HankLe00,rush_att,0,,,,,
player,201212160cle,was,HankLe00,rush_yds,0,,,,,
player,201212160cle,was,HankLe00,rush_td,0,,,,,
player,201212160cle,was,HankLe00,rush_long,0,,,,,
player,201212160cle,was,HankLe00,targets,3,,,,,
player,201212160cle,was,HankLe00,rec,2,,,,,
player,201212160cle,was,HankLe00,rec_yds,56,,,,,
player,201212160cle,was,HankLe00,rec_td,2,,,,,
player,201212160cle,was,HankLe00,rec_long,54,,,,,
player,201212160cle,was,HankLe00,fumbles,0,,,,,
player,201212160cle,was,HankLe00,fumbles_lost,0,,,,,
player,201212160cle,was,PaulLo00,pass_cmp,0,,,,,
player,201212160cle,was,PaulLo00,pass_att,0,,,,,
player,201212160cle,was,PaulLo00,pass_yds,0,,,,,
player,201212160cle,was,PaulLo00,pass_td,0,,,,,
player,201212160cle,was,PaulLo00,pass_int,0,,,,,
player,201212160cle,was,PaulLo00,pass_sacked,0,,,,,
player,201212160cle,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201212160cle,was,PaulLo00,pass_long,0,,,,,
player,201212160cle,was,PaulLo00,pass_rating,,,,,,
player,201212160cle,was,PaulLo00,rush_att,0,,,,,
player,201212160cle,was,PaulLo00,rush_yds,0,,,,,
player,201212160cle,was,PaulLo00,rush_td,0,,,,,
player,201212160cle,was,PaulLo00,rush_long,0,,,,,
player,201212160cle,was,PaulLo00,targets,5,,,,,
player,201212160cle,was,PaulLo00,rec,4,,,,,
player,201212160cle,was,PaulLo00,rec_yds,47,,,,,
player,201212160cle,was,PaulLo00,rec_td,0,,,,,
player,201212160cle,was,PaulLo00,rec_long,19,,,,,
player,201212160cle,was,PaulLo00,fumbles,0,,,,,
player,201212160cle,was,PaulLo00,fumbles_lost,0,,,,,
player,201212160cle,cle,WeedBr00,pass_cmp,21,,,,,
player,201212160cle,cle,WeedBr00,pass_att,35,,,,,
player,201212160cle,cle,WeedBr00,pass_yds,244,,,,,
player,201212160cle,cle,WeedBr00,pass_td,1,,,,,
player,201212160cle,cle,WeedBr00,pass_int,2,,,,,
player,201212160cle,cle,WeedBr00,pass_sacked,2,,,,,
player,201212160cle,cle,WeedBr00,pass_sacked_yds,11,,,,,
player,201212160cle,cle,WeedBr00,pass_long,69,,,,,
player,201212160cle,cle,WeedBr00,pass_rating,66.8,,,,,
player,201212160cle,cle,WeedBr00,rush_att,1,,,,,
player,201212160cle,cle,WeedBr00,rush_yds,9,,,,,
player,201212160cle,cle,WeedBr00,rush_td,0,,,,,
player,201212160cle,cle,WeedBr00,rush_long,9,,,,,
player,201212160cle,cle,WeedBr00,targets,0,,,,,
player,201212160cle,cle,WeedBr00,rec,0,,,,,
player,201212160cle,cle,WeedBr00,rec_yds,0,,,,,
player,201212160cle,cle,WeedBr00,rec_td,0,,,,,
player,201212160cle,cle,WeedBr00,rec_long,0,,,,,
player,201212160cle,cle,WeedBr00,fumbles,1,,,,,
player,201212160cle,cle,WeedBr00,fumbles_lost,0,,,,,
player,201212160cle,cle,RichTr00,pass_cmp,0,,,,,
player,201212160cle,cle,RichTr00,pass_att,0,,,,,
player,201212160cle,cle,RichTr00,pass_yds,0,,,,,
player,201212160cle,cle,RichTr00,pass_td,0,,,,,
player,201212160cle,cle,RichTr00,pass_int,0,,,,,
player,201212160cle,cle,RichTr00,pass_sacked,0,,,,,
player,201212160cle,cle,RichTr00,pass_sacked_yds,0,,,,,
player,201212160cle,cle,RichTr00,pass_long,0,,,,,
player,201212160cle,cle,RichTr00,pass_rating,,,,,,
player,201212160cle,cle,RichTr00,rush_att,11,,,,,
player,201212160cle,cle,RichTr00,rush_yds,28,,,,,
player,201212160cle,cle,RichTr00,rush_td,2,,,,,
player,201212160cle,cle,RichTr00,rush_long,14,,,,,
player,201212160cle,cle,RichTr00,targets,4,,,,,
player,201212160cle,cle,RichTr00,rec,3,,,,,
player,201212160cle,cle,RichTr00,rec_yds,4,,,,,
player,201212160cle,cle,RichTr00,rec_td,0,,,,,
player,201212160cle,cle,RichTr00,rec_long,9,,,,,
player,201212160cle,cle,RichTr00,fumbles,0,,,,,
player,201212160cle,cle,RichTr00,fumbles_lost,0,,,,,
player,201212160cle,cle,CribJo01,pass_cmp,0,,,,,
player,201212160cle,cle,CribJo01,pass_att,0,,,,,
player,201212160cle,cle,CribJo01,pass_yds,0,,,,,
player,201212160cle,cle,CribJo01,pass_td,0,,,,,
player,201212160cle,cle,CribJo01,pass_int,0,,,,,
player,201212160cle,cle,CribJo01,pass_sacked,0,,,,,
player,201212160cle,cle,CribJo01,pass_sacked_yds,0,,,,,
player,201212160cle,cle,CribJo01,pass_long,0,,,,,
player,201212160cle,cle,CribJo01,pass_rating,,,,,,
player,201212160cle,cle,CribJo01,rush_att,1,,,,,
player,201212160cle,cle,CribJo01,rush_yds,16,,,,,
player,201212160cle,cle,CribJo01,rush_td,0,,,,,
player,201212160cle,cle,CribJo01,rush_long,16,,,,,
player,201212160cle,cle,CribJo01,targets,1,,,,,
player,201212160cle,cle,CribJo01,rec,0,,,,,
player,201212160cle,cle,CribJo01,rec_yds,0,,,,,
player,201212160cle,cle,CribJo01,rec_td,0,,,,,
player,201212160cle,cle,CribJo01,rec_long,0,,,,,
player,201212160cle,cle,CribJo01,fumbles,0,,,,,
player,201212160cle,cle,CribJo01,fumbles_lost,0,,,,,
player,201212160cle,cle,HardMo00,pass_cmp,0,,,,,
player,201212160cle,cle,HardMo00,pass_att,0,,,,,
player,201212160cle,cle,HardMo00,pass_yds,0,,,,,
player,201212160cle,cle,HardMo00,pass_td,0,,,,,
player,201212160cle,cle,HardMo00,pass_int,0,,,,,
player,201212160cle,cle,HardMo00,pass_sacked,0,,,,,
player,201212160cle,cle,HardMo00,pass_sacked_yds,0,,,,,
player,201212160cle,cle,HardMo00,pass_long,0,,,,,
player,201212160cle,cle,HardMo00,pass_rating,,,,,,
player,201212160cle,cle,HardMo00,rush_att,2,,,,,
player,201212160cle,cle,HardMo00,rush_yds,5,,,,,
player,201212160cle,cle,HardMo00,rush_td,0,,,,,
player,201212160cle,cle,HardMo00,rush_long,3,,,,,
player,201212160cle,cle,HardMo00,targets,0,,,,,
player,201212160cle,cle,HardMo00,rec,0,,,,,
player,201212160cle,cle,HardMo00,rec_yds,0,,,,,
player,201212160cle,cle,HardMo00,rec_td,0,,,,,
player,201212160cle,cle,HardMo00,rec_long,0,,,,,
player,201212160cle,cle,HardMo00,fumbles,0,,,,,
player,201212160cle,cle,HardMo00,fumbles_lost,0,,,,,
player,201212160cle,cle,LittGr00,pass_cmp,0,,,,,
player,201212160cle,cle,LittGr00,pass_att,0,,,,,
player,201212160cle,cle,LittGr00,pass_yds,0,,,,,
player,201212160cle,cle,LittGr00,pass_td,0,,,,,
player,201212160cle,cle,LittGr00,pass_int,0,,,,,
player,201212160cle,cle,LittGr00,pass_sacked,0,,,,,
player,201212160cle,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201212160cle,cle,LittGr00,pass_long,0,,,,,
player,201212160cle,cle,LittGr00,pass_rating,,,,,,
player,201212160cle,cle,LittGr00,rush_att,0,,,,,
player,201212160cle,cle,LittGr00,rush_yds,0,,,,,
player,201212160cle,cle,LittGr00,rush_td,0,,,,,
player,201212160cle,cle,LittGr00,rush_long,0,,,,,
player,201212160cle,cle,LittGr00,targets,9,,,,,
player,201212160cle,cle,LittGr00,rec,5,,,,,
player,201212160cle,cle,LittGr00,rec_yds,74,,,,,
player,201212160cle,cle,LittGr00,rec_td,0,,,,,
player,201212160cle,cle,LittGr00,rec_long,30,,,,,
player,201212160cle,cle,LittGr00,fumbles,0,,,,,
player,201212160cle,cle,LittGr00,fumbles_lost,0,,,,,
player,201212160cle,cle,BenjTr00,pass_cmp,0,,,,,
player,201212160cle,cle,BenjTr00,pass_att,0,,,,,
player,201212160cle,cle,BenjTr00,pass_yds,0,,,,,
player,201212160cle,cle,BenjTr00,pass_td,0,,,,,
player,201212160cle,cle,BenjTr00,pass_int,0,,,,,
player,201212160cle,cle,BenjTr00,pass_sacked,0,,,,,
player,201212160cle,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201212160cle,cle,BenjTr00,pass_long,0,,,,,
player,201212160cle,cle,BenjTr00,pass_rating,,,,,,
player,201212160cle,cle,BenjTr00,rush_att,0,,,,,
player,201212160cle,cle,BenjTr00,rush_yds,0,,,,,
player,201212160cle,cle,BenjTr00,rush_td,0,,,,,
player,201212160cle,cle,BenjTr00,rush_long,0,,,,,
player,201212160cle,cle,BenjTr00,targets,1,,,,,
player,201212160cle,cle,BenjTr00,rec,1,,,,,
player,201212160cle,cle,BenjTr00,rec_yds,69,,,,,
player,201212160cle,cle,BenjTr00,rec_td,1,,,,,
player,201212160cle,cle,BenjTr00,rec_long,69,,,,,
player,201212160cle,cle,BenjTr00,fumbles,0,,,,,
player,201212160cle,cle,BenjTr00,fumbles_lost,0,,,,,
player,201212160cle,cle,CameJo00,pass_cmp,0,,,,,
player,201212160cle,cle,CameJo00,pass_att,0,,,,,
player,201212160cle,cle,CameJo00,pass_yds,0,,,,,
player,201212160cle,cle,CameJo00,pass_td,0,,,,,
player,201212160cle,cle,CameJo00,pass_int,0,,,,,
player,201212160cle,cle,CameJo00,pass_sacked,0,,,,,
player,201212160cle,cle,CameJo00,pass_sacked_yds,0,,,,,
player,201212160cle,cle,CameJo00,pass_long,0,,,,,
player,201212160cle,cle,CameJo00,pass_rating,,,,,,
player,201212160cle,cle,CameJo00,rush_att,0,,,,,
player,201212160cle,cle,CameJo00,rush_yds,0,,,,,
player,201212160cle,cle,CameJo00,rush_td,0,,,,,
player,201212160cle,cle,CameJo00,rush_long,0,,,,,
player,201212160cle,cle,CameJo00,targets,3,,,,,
player,201212160cle,cle,CameJo00,rec,3,,,,,
player,201212160cle,cle,CameJo00,rec_yds,34,,,,,
player,201212160cle,cle,CameJo00,rec_td,0,,,,,
player,201212160cle,cle,CameJo00,rec_long,28,,,,,
player,201212160cle,cle,CameJo00,fumbles,0,,,,,
player,201212160cle,cle,CameJo00,fumbles_lost,0,,,,,
player,201212160cle,cle,GordJo02,pass_cmp,0,,,,,
player,201212160cle,cle,GordJo02,pass_att,0,,,,,
player,201212160cle,cle,GordJo02,pass_yds,0,,,,,
player,201212160cle,cle,GordJo02,pass_td,0,,,,,
player,201212160cle,cle,GordJo02,pass_int,0,,,,,
player,201212160cle,cle,GordJo02,pass_sacked,0,,,,,
player,201212160cle,cle,GordJo02,pass_sacked_yds,0,,,,,
player,201212160cle,cle,GordJo02,pass_long,0,,,,,
player,201212160cle,cle,GordJo02,pass_rating,,,,,,
player,201212160cle,cle,GordJo02,rush_att,0,,,,,
player,201212160cle,cle,GordJo02,rush_yds,0,,,,,
player,201212160cle,cle,GordJo02,rush_td,0,,,,,
player,201212160cle,cle,GordJo02,rush_long,0,,,,,
player,201212160cle,cle,GordJo02,targets,8,,,,,
player,201212160cle,cle,GordJo02,rec,3,,,,,
player,201212160cle,cle,GordJo02,rec_yds,27,,,,,
player,201212160cle,cle,GordJo02,rec_td,0,,,,,
player,201212160cle,cle,GordJo02,rec_long,12,,,,,
player,201212160cle,cle,GordJo02,fumbles,0,,,,,
player,201212160cle,cle,GordJo02,fumbles_lost,0,,,,,
player,201212160cle,cle,MassMo00,pass_cmp,0,,,,,
player,201212160cle,cle,MassMo00,pass_att,0,,,,,
player,201212160cle,cle,MassMo00,pass_yds,0,,,,,
player,201212160cle,cle,MassMo00,pass_td,0,,,,,
player,201212160cle,cle,MassMo00,pass_int,0,,,,,
player,201212160cle,cle,MassMo00,pass_sacked,0,,,,,
player,201212160cle,cle,MassMo00,pass_sacked_yds,0,,,,,
player,201212160cle,cle,MassMo00,pass_long,0,,,,,
player,201212160cle,cle,MassMo00,pass_rating,,,,,,
player,201212160cle,cle,MassMo00,rush_att,0,,,,,
player,201212160cle,cle,MassMo00,rush_yds,0,,,,,
player,201212160cle,cle,MassMo00,rush_td,0,,,,,
player,201212160cle,cle,MassMo00,rush_long,0,,,,,
player,201212160cle,cle,MassMo00,targets,3,,,,,
player,201212160cle,cle,MassMo00,rec,2,,,,,
player,201212160cle,cle,MassMo00,rec_yds,16,,,,,
player,201212160cle,cle,MassMo00,rec_td,0,,,,,
player,201212160cle,cle,MassMo00,rec_long,9,,,,,
player,201212160cle,cle,MassMo00,fumbles,0,,,,,
player,201212160cle,cle,MassMo00,fumbles_lost,0,,,,,
player,201212160cle,cle,WatsBe00,pass_cmp,0,,,,,
player,201212160cle,cle,WatsBe00,pass_att,0,,,,,
player,201212160cle,cle,WatsBe00,pass_yds,0,,,,,
player,201212160cle,cle,WatsBe00,pass_td,0,,,,,
player,201212160cle,cle,WatsBe00,pass_int,0,,,,,
player,201212160cle,cle,WatsBe00,pass_sacked,0,,,,,
player,201212160cle,cle,WatsBe00,pass_sacked_yds,0,,,,,
player,201212160cle,cle,WatsBe00,pass_long,0,,,,,
player,201212160cle,cle,WatsBe00,pass_rating,,,,,,
player,201212160cle,cle,WatsBe00,rush_att,0,,,,,
player,201212160cle,cle,WatsBe00,rush_yds,0,,,,,
player,201212160cle,cle,WatsBe00,rush_td,0,,,,,
player,201212160cle,cle,WatsBe00,rush_long,0,,,,,
player,201212160cle,cle,WatsBe00,targets,4,,,,,
player,201212160cle,cle,WatsBe00,rec,2,,,,,
player,201212160cle,cle,WatsBe00,rec_yds,12,,,,,
player,201212160cle,cle,WatsBe00,rec_td,0,,,,,
player,201212160cle,cle,WatsBe00,rec_long,8,,,,,
player,201212160cle,cle,WatsBe00,fumbles,0,,,,,
player,201212160cle,cle,WatsBe00,fumbles_lost,0,,,,,
player,201212160cle,cle,SmitAl02,pass_cmp,0,,,,,
player,201212160cle,cle,SmitAl02,pass_att,0,,,,,
player,201212160cle,cle,SmitAl02,pass_yds,0,,,,,
player,201212160cle,cle,SmitAl02,pass_td,0,,,,,
player,201212160cle,cle,SmitAl02,pass_int,0,,,,,
player,201212160cle,cle,SmitAl02,pass_sacked,0,,,,,
player,201212160cle,cle,SmitAl02,pass_sacked_yds,0,,,,,
player,201212160cle,cle,SmitAl02,pass_long,0,,,,,
player,201212160cle,cle,SmitAl02,pass_rating,,,,,,
player,201212160cle,cle,SmitAl02,rush_att,0,,,,,
player,201212160cle,cle,SmitAl02,rush_yds,0,,,,,
player,201212160cle,cle,SmitAl02,rush_td,0,,,,,
player,201212160cle,cle,SmitAl02,rush_long,0,,,,,
player,201212160cle,cle,SmitAl02,targets,2,,,,,
player,201212160cle,cle,SmitAl02,rec,2,,,,,
player,201212160cle,cle,SmitAl02,rec_yds,8,,,,,
player,201212160cle,cle,SmitAl02,rec_td,0,,,,,
player,201212160cle,cle,SmitAl02,rec_long,7,,,,,
player,201212160cle,cle,SmitAl02,fumbles,0,,,,,
player,201212160cle,cle,SmitAl02,fumbles_lost,0,,,,,
player,201212160cle,was,JackRo99,def_int,1,,,,,
player,201212160cle,was,JackRo99,def_int_yds,17,,,,,
player,201212160cle,was,JackRo99,def_int_td,0,,,,,
player,201212160cle,was,JackRo99,def_int_long,17,,,,,
player,201212160cle,was,JackRo99,pass_defended,2,,,,,
player,201212160cle,was,JackRo99,sacks,1.0,,,,,
player,201212160cle,was,JackRo99,tackles_combined,6,,,,,
player,201212160cle,was,JackRo99,tackles_solo,4,,,,,
player,201212160cle,was,JackRo99,tackles_assists,2,,,,,
player,201212160cle,was,JackRo99,tackles_loss,1,,,,,
player,201212160cle,was,JackRo99,qb_hits,1,,,,,
player,201212160cle,was,JackRo99,fumbles_rec,0,,,,,
player,201212160cle,was,JackRo99,fumbles_rec_yds,0,,,,,
player,201212160cle,was,JackRo99,fumbles_rec_td,0,,,,,
player,201212160cle,was,JackRo99,fumbles_forced,1,,,,,
player,201212160cle,was,FletLo20,def_int,1,,,,,
player,201212160cle,was,FletLo20,def_int_yds,8,,,,,
player,201212160cle,was,FletLo20,def_int_td,0,,,,,
player,201212160cle,was,FletLo20,def_int_long,8,,,,,
player,201212160cle,was,FletLo20,pass_defended,1,,,,,
player,201212160cle,was,FletLo20,sacks,0.0,,,,,
player,201212160cle,was,FletLo20,tackles_combined,7,,,,,
player,201212160cle,was,FletLo20,tackles_solo,3,,,,,
player,201212160cle,was,FletLo20,tackles_assists,4,,,,,
player,201212160cle,was,FletLo20,tackles_loss,1,,,,,
player,201212160cle,was,FletLo20,qb_hits,0,,,,,
player,201212160cle,was,FletLo20,fumbles_rec,0,,,,,
player,201212160cle,was,FletLo20,fumbles_rec_yds,0,,,,,
player,201212160cle,was,FletLo20,fumbles_rec_td,0,,,,,
player,201212160cle,was,FletLo20,fumbles_forced,0,,,,,
player,201212160cle,was,CofiBa20,def_int,0,,,,,
player,201212160cle,was,CofiBa20,def_int_yds,0,,,,,
player,201212160cle,was,CofiBa20,def_int_td,0,,,,,
player,201212160cle,was,CofiBa20,def_int_long,0,,,,,
player,201212160cle,was,CofiBa20,pass_defended,0,,,,,
player,201212160cle,was,CofiBa20,sacks,1.0,,,,,
player,201212160cle,was,CofiBa20,tackles_combined,2,,,,,
player,201212160cle,was,CofiBa20,tackles_solo,1,,,,,
player,201212160cle,was,CofiBa20,tackles_assists,1,,,,,
player,201212160cle,was,CofiBa20,tackles_loss,1,,,,,
player,201212160cle,was,CofiBa20,qb_hits,1,,,,,
player,201212160cle,was,CofiBa20,fumbles_rec,0,,,,,
player,201212160cle,was,CofiBa20,fumbles_rec_yds,0,,,,,
player,201212160cle,was,CofiBa20,fumbles_rec_td,0,,,,,
player,201212160cle,was,CofiBa20,fumbles_forced,0,,,,,
