game,2012,9,20121105,201211050nor,phi,"Philadelphia Eagles",13,nor,"New Orleans Saints",28
player,201211050nor,phi,GrahBr99,tackles_loss,0,,,,,
player,201211050nor,phi,GrahBr99,qb_hits,0,,,,,
player,201211050nor,phi,GrahBr99,fumbles_rec,1,,,,,
player,201211050nor,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201211050nor,phi,GrahBr99,fumbles_forced,1,,,,,
player,201211050nor,phi,SimsDa01,def_int,0,,,,,
player,201211050nor,phi,SimsDa01,def_int_yds,0,,,,,
player,201211050nor,phi,SimsDa01,def_int_td,0,,,,,
player,201211050nor,phi,SimsDa01,def_int_long,0,,,,,
player,201211050nor,phi,SimsDa01,pass_defended,1,,,,,
player,201211050nor,phi,SimsDa01,sacks,0.0,,,,,
player,201211050nor,phi,SimsDa01,tackles_combined,8,,,,,
player,201211050nor,phi,SimsDa01,tackles_solo,6,,,,,
player,201211050nor,phi,SimsDa01,tackles_assists,2,,,,,
player,201211050nor,phi,SimsDa01,tackles_loss,1,,,,,
player,201211050nor,phi,SimsDa01,qb_hits,0,,,,,
player,201211050nor,phi,SimsDa01,fumbles_rec,0,,,,,
player,201211050nor,phi,SimsDa01,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,SimsDa01,fumbles_rec_td,0,,,,,
player,201211050nor,phi,SimsDa01,fumbles_forced,0,,,,,
player,201211050nor,phi,ColeTr20,def_int,0,,,,,
player,201211050nor,phi,ColeTr20,def_int_yds,0,,,,,
player,201211050nor,phi,ColeTr20,def_int_td,0,,,,,
player,201211050nor,phi,ColeTr20,def_int_long,0,,,,,
player,201211050nor,phi,ColeTr20,pass_defended,0,,,,,
player,201211050nor,phi,ColeTr20,sacks,0.0,,,,,
player,201211050nor,phi,ColeTr20,tackles_combined,6,,,,,
player,201211050nor,phi,ColeTr20,tackles_solo,3,,,,,
player,201211050nor,phi,ColeTr20,tackles_assists,3,,,,,
player,201211050nor,phi,ColeTr20,tackles_loss,1,,,,,
player,201211050nor,phi,ColeTr20,qb_hits,0,,,,,
player,201211050nor,phi,ColeTr20,fumbles_rec,0,,,,,
player,201211050nor,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201211050nor,phi,ColeTr20,fumbles_forced,0,,,,,
player,201211050nor,phi,RyanDe20,def_int,0,,,,,
player,201211050nor,phi,RyanDe20,def_int_yds,0,,,,,
player,201211050nor,phi,RyanDe20,def_int_td,0,,,,,
player,201211050nor,phi,RyanDe20,def_int_long,0,,,,,
player,201211050nor,phi,RyanDe20,pass_defended,0,,,,,
player,201211050nor,phi,RyanDe20,sacks,0.0,,,,,
player,201211050nor,phi,RyanDe20,tackles_combined,6,,,,,
player,201211050nor,phi,RyanDe20,tackles_solo,3,,,,,
player,201211050nor,phi,RyanDe20,tackles_assists,3,,,,,
player,201211050nor,phi,RyanDe20,tackles_loss,0,,,,,
player,201211050nor,phi,RyanDe20,qb_hits,0,,,,,
player,201211050nor,phi,RyanDe20,fumbles_rec,0,,,,,
player,201211050nor,phi,RyanDe20,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,RyanDe20,fumbles_rec_td,0,,,,,
player,201211050nor,phi,RyanDe20,fumbles_forced,0,,,,,
player,201211050nor,phi,ColeKu99,def_int,0,,,,,
player,201211050nor,phi,ColeKu99,def_int_yds,0,,,,,
player,201211050nor,phi,ColeKu99,def_int_td,0,,,,,
player,201211050nor,phi,ColeKu99,def_int_long,0,,,,,
player,201211050nor,phi,ColeKu99,pass_defended,0,,,,,
player,201211050nor,phi,ColeKu99,sacks,0.0,,,,,
player,201211050nor,phi,ColeKu99,tackles_combined,5,,,,,
player,201211050nor,phi,ColeKu99,tackles_solo,3,,,,,
player,201211050nor,phi,ColeKu99,tackles_assists,2,,,,,
player,201211050nor,phi,ColeKu99,tackles_loss,0,,,,,
player,201211050nor,phi,ColeKu99,qb_hits,0,,,,,
player,201211050nor,phi,ColeKu99,fumbles_rec,0,,,,,
player,201211050nor,phi,ColeKu99,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,ColeKu99,fumbles_rec_td,0,,,,,
player,201211050nor,phi,ColeKu99,fumbles_forced,0,,,,,
player,201211050nor,phi,JordAk99,def_int,0,,,,,
player,201211050nor,phi,JordAk99,def_int_yds,0,,,,,
player,201211050nor,phi,JordAk99,def_int_td,0,,,,,
player,201211050nor,phi,JordAk99,def_int_long,0,,,,,
player,201211050nor,phi,JordAk99,pass_defended,0,,,,,
player,201211050nor,phi,JordAk99,sacks,0.0,,,,,
player,201211050nor,phi,JordAk99,tackles_combined,5,,,,,
player,201211050nor,phi,JordAk99,tackles_solo,3,,,,,
player,201211050nor,phi,JordAk99,tackles_assists,2,,,,,
player,201211050nor,phi,JordAk99,tackles_loss,0,,,,,
player,201211050nor,phi,JordAk99,qb_hits,0,,,,,
player,201211050nor,phi,JordAk99,fumbles_rec,0,,,,,
player,201211050nor,phi,JordAk99,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,JordAk99,fumbles_rec_td,0,,,,,
player,201211050nor,phi,JordAk99,fumbles_forced,0,,,,,
player,201211050nor,phi,KendMy00,def_int,0,,,,,
player,201211050nor,phi,KendMy00,def_int_yds,0,,,,,
player,201211050nor,phi,KendMy00,def_int_td,0,,,,,
player,201211050nor,phi,KendMy00,def_int_long,0,,,,,
player,201211050nor,phi,KendMy00,pass_defended,0,,,,,
player,201211050nor,phi,KendMy00,sacks,0.0,,,,,
player,201211050nor,phi,KendMy00,tackles_combined,5,,,,,
player,201211050nor,phi,KendMy00,tackles_solo,4,,,,,
player,201211050nor,phi,KendMy00,tackles_assists,1,,,,,
player,201211050nor,phi,KendMy00,tackles_loss,0,,,,,
player,201211050nor,phi,KendMy00,qb_hits,0,,,,,
player,201211050nor,phi,KendMy00,fumbles_rec,0,,,,,
player,201211050nor,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201211050nor,phi,KendMy00,fumbles_forced,0,,,,,
player,201211050nor,phi,CoxxFl00,def_int,0,,,,,
player,201211050nor,phi,CoxxFl00,def_int_yds,0,,,,,
player,201211050nor,phi,CoxxFl00,def_int_td,0,,,,,
player,201211050nor,phi,CoxxFl00,def_int_long,0,,,,,
player,201211050nor,phi,CoxxFl00,pass_defended,0,,,,,
player,201211050nor,phi,CoxxFl00,sacks,0.0,,,,,
player,201211050nor,phi,CoxxFl00,tackles_combined,3,,,,,
player,201211050nor,phi,CoxxFl00,tackles_solo,1,,,,,
player,201211050nor,phi,CoxxFl00,tackles_assists,2,,,,,
player,201211050nor,phi,CoxxFl00,tackles_loss,0,,,,,
player,201211050nor,phi,CoxxFl00,qb_hits,0,,,,,
player,201211050nor,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201211050nor,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201211050nor,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201211050nor,phi,RodgDo99,def_int,0,,,,,
player,201211050nor,phi,RodgDo99,def_int_yds,0,,,,,
player,201211050nor,phi,RodgDo99,def_int_td,0,,,,,
player,201211050nor,phi,RodgDo99,def_int_long,0,,,,,
player,201211050nor,phi,RodgDo99,pass_defended,0,,,,,
player,201211050nor,phi,RodgDo99,sacks,0.0,,,,,
player,201211050nor,phi,RodgDo99,tackles_combined,3,,,,,
player,201211050nor,phi,RodgDo99,tackles_solo,3,,,,,
player,201211050nor,phi,RodgDo99,tackles_assists,0,,,,,
player,201211050nor,phi,RodgDo99,tackles_loss,0,,,,,
player,201211050nor,phi,RodgDo99,qb_hits,0,,,,,
player,201211050nor,phi,RodgDo99,fumbles_rec,0,,,,,
player,201211050nor,phi,RodgDo99,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,RodgDo99,fumbles_rec_td,0,,,,,
player,201211050nor,phi,RodgDo99,fumbles_forced,0,,,,,
player,201211050nor,phi,BoykBr00,def_int,0,,,,,
player,201211050nor,phi,BoykBr00,def_int_yds,0,,,,,
player,201211050nor,phi,BoykBr00,def_int_td,0,,,,,
player,201211050nor,phi,BoykBr00,def_int_long,0,,,,,
player,201211050nor,phi,BoykBr00,pass_defended,0,,,,,
player,201211050nor,phi,BoykBr00,sacks,0.0,,,,,
player,201211050nor,phi,BoykBr00,tackles_combined,2,,,,,
player,201211050nor,phi,BoykBr00,tackles_solo,2,,,,,
player,201211050nor,phi,BoykBr00,tackles_assists,0,,,,,
player,201211050nor,phi,BoykBr00,tackles_loss,0,,,,,
player,201211050nor,phi,BoykBr00,qb_hits,0,,,,,
player,201211050nor,phi,BoykBr00,fumbles_rec,0,,,,,
player,201211050nor,phi,BoykBr00,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,BoykBr00,fumbles_rec_td,0,,,,,
player,201211050nor,phi,BoykBr00,fumbles_forced,0,,,,,
player,201211050nor,phi,ChanJa98,def_int,0,,,,,
player,201211050nor,phi,ChanJa98,def_int_yds,0,,,,,
player,201211050nor,phi,ChanJa98,def_int_td,0,,,,,
player,201211050nor,phi,ChanJa98,def_int_long,0,,,,,
player,201211050nor,phi,ChanJa98,pass_defended,0,,,,,
player,201211050nor,phi,ChanJa98,sacks,0.0,,,,,
player,201211050nor,phi,ChanJa98,tackles_combined,2,,,,,
player,201211050nor,phi,ChanJa98,tackles_solo,2,,,,,
player,201211050nor,phi,ChanJa98,tackles_assists,0,,,,,
player,201211050nor,phi,ChanJa98,tackles_loss,0,,,,,
player,201211050nor,phi,ChanJa98,qb_hits,0,,,,,
player,201211050nor,phi,ChanJa98,fumbles_rec,0,,,,,
player,201211050nor,phi,ChanJa98,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,ChanJa98,fumbles_rec_td,0,,,,,
player,201211050nor,phi,ChanJa98,fumbles_forced,0,,,,,
player,201211050nor,phi,HuntPh00,def_int,0,,,,,
player,201211050nor,phi,HuntPh00,def_int_yds,0,,,,,
player,201211050nor,phi,HuntPh00,def_int_td,0,,,,,
player,201211050nor,phi,HuntPh00,def_int_long,0,,,,,
player,201211050nor,phi,HuntPh00,pass_defended,0,,,,,
player,201211050nor,phi,HuntPh00,sacks,0.0,,,,,
player,201211050nor,phi,HuntPh00,tackles_combined,2,,,,,
player,201211050nor,phi,HuntPh00,tackles_solo,2,,,,,
player,201211050nor,phi,HuntPh00,tackles_assists,0,,,,,
player,201211050nor,phi,HuntPh00,tackles_loss,0,,,,,
player,201211050nor,phi,HuntPh00,qb_hits,0,,,,,
player,201211050nor,phi,HuntPh00,fumbles_rec,0,,,,,
player,201211050nor,phi,HuntPh00,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,HuntPh00,fumbles_rec_td,0,,,,,
player,201211050nor,phi,HuntPh00,fumbles_forced,0,,,,,
player,201211050nor,phi,JenkCu20,def_int,0,,,,,
player,201211050nor,phi,JenkCu20,def_int_yds,0,,,,,
player,201211050nor,phi,JenkCu20,def_int_td,0,,,,,
player,201211050nor,phi,JenkCu20,def_int_long,0,,,,,
player,201211050nor,phi,JenkCu20,pass_defended,0,,,,,
player,201211050nor,phi,JenkCu20,sacks,0.0,,,,,
player,201211050nor,phi,JenkCu20,tackles_combined,2,,,,,
player,201211050nor,phi,JenkCu20,tackles_solo,1,,,,,
player,201211050nor,phi,JenkCu20,tackles_assists,1,,,,,
player,201211050nor,phi,JenkCu20,tackles_loss,0,,,,,
player,201211050nor,phi,JenkCu20,qb_hits,0,,,,,
player,201211050nor,phi,JenkCu20,fumbles_rec,0,,,,,
player,201211050nor,phi,JenkCu20,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,JenkCu20,fumbles_rec_td,0,,,,,
player,201211050nor,phi,JenkCu20,fumbles_forced,0,,,,,
player,201211050nor,phi,AsomNn20,def_int,0,,,,,
player,201211050nor,phi,AsomNn20,def_int_yds,0,,,,,
player,201211050nor,phi,AsomNn20,def_int_td,0,,,,,
player,201211050nor,phi,AsomNn20,def_int_long,0,,,,,
player,201211050nor,phi,AsomNn20,pass_defended,1,,,,,
player,201211050nor,phi,AsomNn20,sacks,0.0,,,,,
player,201211050nor,phi,AsomNn20,tackles_combined,1,,,,,
player,201211050nor,phi,AsomNn20,tackles_solo,0,,,,,
player,201211050nor,phi,AsomNn20,tackles_assists,1,,,,,
player,201211050nor,phi,AsomNn20,tackles_loss,0,,,,,
player,201211050nor,phi,AsomNn20,qb_hits,0,,,,,
player,201211050nor,phi,AsomNn20,fumbles_rec,0,,,,,
player,201211050nor,phi,AsomNn20,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,AsomNn20,fumbles_rec_td,0,,,,,
player,201211050nor,phi,AsomNn20,fumbles_forced,0,,,,,
player,201211050nor,phi,HaviSt00,def_int,0,,,,,
player,201211050nor,phi,HaviSt00,def_int_yds,0,,,,,
player,201211050nor,phi,HaviSt00,def_int_td,0,,,,,
player,201211050nor,phi,HaviSt00,def_int_long,0,,,,,
player,201211050nor,phi,HaviSt00,pass_defended,0,,,,,
player,201211050nor,phi,HaviSt00,sacks,0.0,,,,,
player,201211050nor,phi,HaviSt00,tackles_combined,1,,,,,
player,201211050nor,phi,HaviSt00,tackles_solo,1,,,,,
player,201211050nor,phi,HaviSt00,tackles_assists,0,,,,,
player,201211050nor,phi,HaviSt00,tackles_loss,0,,,,,
player,201211050nor,phi,HaviSt00,qb_hits,0,,,,,
player,201211050nor,phi,HaviSt00,fumbles_rec,0,,,,,
player,201211050nor,phi,HaviSt00,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,HaviSt00,fumbles_rec_td,0,,,,,
player,201211050nor,phi,HaviSt00,fumbles_forced,0,,,,,
player,201211050nor,phi,MarsCu01,def_int,0,,,,,
player,201211050nor,phi,MarsCu01,def_int_yds,0,,,,,
player,201211050nor,phi,MarsCu01,def_int_td,0,,,,,
player,201211050nor,phi,MarsCu01,def_int_long,0,,,,,
player,201211050nor,phi,MarsCu01,pass_defended,0,,,,,
player,201211050nor,phi,MarsCu01,sacks,0.0,,,,,
player,201211050nor,phi,MarsCu01,tackles_combined,1,,,,,
player,201211050nor,phi,MarsCu01,tackles_solo,1,,,,,
player,201211050nor,phi,MarsCu01,tackles_assists,0,,,,,
player,201211050nor,phi,MarsCu01,tackles_loss,0,,,,,
player,201211050nor,phi,MarsCu01,qb_hits,0,,,,,
player,201211050nor,phi,MarsCu01,fumbles_rec,0,,,,,
player,201211050nor,phi,MarsCu01,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,MarsCu01,fumbles_rec_td,0,,,,,
player,201211050nor,phi,MarsCu01,fumbles_forced,0,,,,,
player,201211050nor,phi,PattMi20,def_int,0,,,,,
player,201211050nor,phi,PattMi20,def_int_yds,0,,,,,
player,201211050nor,phi,PattMi20,def_int_td,0,,,,,
player,201211050nor,phi,PattMi20,def_int_long,0,,,,,
player,201211050nor,phi,PattMi20,pass_defended,0,,,,,
player,201211050nor,phi,PattMi20,sacks,0.0,,,,,
player,201211050nor,phi,PattMi20,tackles_combined,1,,,,,
player,201211050nor,phi,PattMi20,tackles_solo,0,,,,,
player,201211050nor,phi,PattMi20,tackles_assists,1,,,,,
player,201211050nor,phi,PattMi20,tackles_loss,0,,,,,
player,201211050nor,phi,PattMi20,qb_hits,0,,,,,
player,201211050nor,phi,PattMi20,fumbles_rec,0,,,,,
player,201211050nor,phi,PattMi20,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,PattMi20,fumbles_rec_td,0,,,,,
player,201211050nor,phi,PattMi20,fumbles_forced,0,,,,,
player,201211050nor,phi,PolkCh00,def_int,0,,,,,
player,201211050nor,phi,PolkCh00,def_int_yds,0,,,,,
player,201211050nor,phi,PolkCh00,def_int_td,0,,,,,
player,201211050nor,phi,PolkCh00,def_int_long,0,,,,,
player,201211050nor,phi,PolkCh00,pass_defended,0,,,,,
player,201211050nor,phi,PolkCh00,sacks,0.0,,,,,
player,201211050nor,phi,PolkCh00,tackles_combined,1,,,,,
player,201211050nor,phi,PolkCh00,tackles_solo,1,,,,,
player,201211050nor,phi,PolkCh00,tackles_assists,0,,,,,
player,201211050nor,phi,PolkCh00,tackles_loss,0,,,,,
player,201211050nor,phi,PolkCh00,qb_hits,0,,,,,
player,201211050nor,phi,PolkCh00,fumbles_rec,0,,,,,
player,201211050nor,phi,PolkCh00,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,PolkCh00,fumbles_rec_td,0,,,,,
player,201211050nor,phi,PolkCh00,fumbles_forced,1,,,,,
player,201211050nor,phi,ThorCe00,def_int,0,,,,,
player,201211050nor,phi,ThorCe00,def_int_yds,0,,,,,
player,201211050nor,phi,ThorCe00,def_int_td,0,,,,,
player,201211050nor,phi,ThorCe00,def_int_long,0,,,,,
player,201211050nor,phi,ThorCe00,pass_defended,0,,,,,
player,201211050nor,phi,ThorCe00,sacks,0.0,,,,,
player,201211050nor,phi,ThorCe00,tackles_combined,1,,,,,
player,201211050nor,phi,ThorCe00,tackles_solo,0,,,,,
player,201211050nor,phi,ThorCe00,tackles_assists,1,,,,,
player,201211050nor,phi,ThorCe00,tackles_loss,0,,,,,
player,201211050nor,phi,ThorCe00,qb_hits,0,,,,,
player,201211050nor,phi,ThorCe00,fumbles_rec,0,,,,,
player,201211050nor,phi,ThorCe00,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,ThorCe00,fumbles_rec_td,0,,,,,
player,201211050nor,phi,ThorCe00,fumbles_forced,0,,,,,
player,201211050nor,phi,HughBr99,def_int,0,,,,,
player,201211050nor,phi,HughBr99,def_int_yds,0,,,,,
player,201211050nor,phi,HughBr99,def_int_td,0,,,,,
player,201211050nor,phi,HughBr99,def_int_long,0,,,,,
player,201211050nor,phi,HughBr99,pass_defended,0,,,,,
player,201211050nor,phi,HughBr99,sacks,0.0,,,,,
player,201211050nor,phi,HughBr99,tackles_combined,0,,,,,
player,201211050nor,phi,HughBr99,tackles_solo,0,,,,,
player,201211050nor,phi,HughBr99,tackles_assists,0,,,,,
player,201211050nor,phi,HughBr99,tackles_loss,0,,,,,
player,201211050nor,phi,HughBr99,qb_hits,0,,,,,
player,201211050nor,phi,HughBr99,fumbles_rec,1,,,,,
player,201211050nor,phi,HughBr99,fumbles_rec_yds,0,,,,,
player,201211050nor,phi,HughBr99,fumbles_rec_td,0,,,,,
player,201211050nor,phi,HughBr99,fumbles_forced,0,,,,,
player,201211050nor,nor,RobiPa99,def_int,1,,,,,
player,201211050nor,nor,RobiPa99,def_int_yds,99,,,,,
player,201211050nor,nor,RobiPa99,def_int_td,1,,,,,
player,201211050nor,nor,RobiPa99,def_int_long,99,,,,,
player,201211050nor,nor,RobiPa99,pass_defended,1,,,,,
player,201211050nor,nor,RobiPa99,sacks,0.0,,,,,
player,201211050nor,nor,RobiPa99,tackles_combined,1,,,,,
player,201211050nor,nor,RobiPa99,tackles_solo,1,,,,,
player,201211050nor,nor,RobiPa99,tackles_assists,0,,,,,
player,201211050nor,nor,RobiPa99,tackles_loss,0,,,,,
player,201211050nor,nor,RobiPa99,qb_hits,0,,,,,
player,201211050nor,nor,RobiPa99,fumbles_rec,0,,,,,
player,201211050nor,nor,RobiPa99,fumbles_rec_yds,0,,,,,
player,201211050nor,nor,RobiPa99,fumbles_rec_td,0,,,,,
player,201211050nor,nor,RobiPa99,fumbles_forced,0,,,,,
player,201211050nor,nor,JordCa00,def_int,0,,,,,
player,201211050nor,nor,JordCa00,def_int_yds,0,,,,,
player,201211050nor,nor,JordCa00,def_int_td,0,,,,,
player,201211050nor,nor,JordCa00,def_int_long,0,,,,,
player,201211050nor,nor,JordCa00,pass_defended,0,,,,,
player,201211050nor,nor,JordCa00,sacks,3.0,,,,,
player,201211050nor,nor,JordCa00,tackles_combined,7,,,,,
player,201211050nor,nor,JordCa00,tackles_solo,4,,,,,
player,201211050nor,nor,JordCa00,tackles_assists,3,,,,,
player,201211050nor,nor,JordCa00,tackles_loss,2,,,,,
player,201211050nor,nor,JordCa00,qb_hits,6,,,,,
player,201211050nor,nor,JordCa00,fumbles_rec,0,,,,,
player,201211050nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201211050nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201211050nor,nor,JordCa00,fumbles_forced,1,,,,,
player,201211050nor,nor,SmitWi99,def_int,0,,,,,
player,201211050nor,nor,SmitWi99,def_int_yds,0,,,,,
player,201211050nor,nor,SmitWi99,def_int_td,0,,,,,
player,201211050nor,nor,SmitWi99,def_int_long,0,,,,,
player,201211050nor,nor,SmitWi99,pass_defended,0,,,,,
player,201211050nor,nor,SmitWi99,sacks,2.0,,,,,
player,201211050nor,nor,SmitWi99,tackles_combined,3,,,,,
player,201211050nor,nor,SmitWi99,tackles_solo,2,,,,,
player,201211050nor,nor,SmitWi99,tackles_assists,1,,,,,
player,201211050nor,nor,SmitWi99,tackles_loss,2,,,,,
player,201211050nor,nor,SmitWi99,qb_hits,3,,,,,
player,201211050nor,nor,SmitWi99,fumbles_rec,0,,,,,
player,201211050nor,nor,SmitWi99,fumbles_rec_yds,0,,,,,
player,201211050nor,nor,SmitWi99,fumbles_rec_td,0,,,,,
player,201211050nor,nor,SmitWi99,fumbles_forced,0,,,,,
player,201211050nor,nor,WilsMa01,def_int,0,,,,,
player,201211050nor,nor,WilsMa01,def_int_yds,0,,,,,
player,201211050nor,nor,WilsMa01,def_int_td,0,,,,,
player,201211050nor,nor,WilsMa01,def_int_long,0,,,,,
player,201211050nor,nor,WilsMa01,pass_defended,0,,,,,
player,201211050nor,nor,WilsMa01,sacks,1.0,,,,,
player,201211050nor,nor,WilsMa01,tackles_combined,5,,,,,
player,201211050nor,nor,WilsMa01,tackles_solo,2,,,,,
player,201211050nor,nor,WilsMa01,tackles_assists,3,,,,,
player,201211050nor,nor,WilsMa01,tackles_loss,0,,,,,
player,201211050nor,nor,WilsMa01,qb_hits,1,,,,,
player,201211050nor,nor,WilsMa01,fumbles_rec,0,,,,,
player,201211050nor,nor,WilsMa01,fumbles_rec_yds,0,,,,,
player,201211050nor,nor,WilsMa01,fumbles_rec_td,0,,,,,
player,201211050nor,nor,WilsMa01,fumbles_forced,0,,,,,
player,201211050nor,nor,BunkBr20,def_int,0,,,,,
player,201211050nor,nor,BunkBr20,def_int_yds,0,,,,,
player,201211050nor,nor,BunkBr20,def_int_td,0,,,,,
player,201211050nor,nor,BunkBr20,def_int_long,0,,,,,
player,201211050nor,nor,BunkBr20,pass_defended,0,,,,,
player,201211050nor,nor,BunkBr20,sacks,1.0,,,,,
player,201211050nor,nor,BunkBr20,tackles_combined,1,,,,,
player,201211050nor,nor,BunkBr20,tackles_solo,1,,,,,
player,201211050nor,nor,BunkBr20,tackles_assists,0,,,,,
player,201211050nor,nor,BunkBr20,tackles_loss,1,,,,,
player,201211050nor,nor,BunkBr20,qb_hits,1,,,,,
player,201211050nor,nor,BunkBr20,fumbles_rec,0,,,,,
player,201211050nor,nor,BunkBr20,fumbles_rec_yds,0,,,,,
player,201211050nor,nor,BunkBr20,fumbles_rec_td,0,,,,,
player,201211050nor,nor,BunkBr20,fumbles_forced,0,,,,,
player,201211050nor,nor,JenkMa99,def_int,0,,,,,
player,201211050nor,nor,JenkMa99,def_int_yds,0,,,,,
player,201211050nor,nor,JenkMa99,def_int_td,0,,,,,
player,201211050nor,nor,JenkMa99,def_int_long,0,,,,,
player,201211050nor,nor,JenkMa99,pass_defended,0,,,,,
player,201211050nor,nor,JenkMa99,sacks,0.0,,,,,
player,201211050nor,nor,JenkMa99,tackles_combined,13,,,,,
player,201211050nor,nor,JenkMa99,tackles_solo,7,,,,,
player,201211050nor,nor,JenkMa99,tackles_assists,6,,,,,
player,201211050nor,nor,JenkMa99,tackles_loss,0,,,,,
player,201211050nor,nor,JenkMa99,qb_hits,0,,,,,
player,201211050nor,nor,JenkMa99,fumbles_rec,0,,,,,
player,201211050nor,nor,JenkMa99,fumbles_rec_yds,0,,,,,
player,201211050nor,nor,JenkMa99,fumbles_rec_td,0,,,,,
player,201211050nor,nor,JenkMa99,fumbles_forced,0,,,,,
player,201211050nor,nor,LoftCu99,def_int,0,,,,,
player,201211050nor,nor,LoftCu99,def_int_yds,0,,,,,
player,201211050nor,nor,LoftCu99,def_int_td,0,,,,,
player,201211050nor,nor,LoftCu99,def_int_long,0,,,,,
player,201211050nor,nor,LoftCu99,pass_defended,0,,,,,
player,201211050nor,nor,LoftCu99,sacks,0.0,,,,,
player,201211050nor,nor,LoftCu99,tackles_combined,8,,,,,
player,201211050nor,nor,LoftCu99,tackles_solo,6,,,,,
player,201211050nor,nor,LoftCu99,tackles_assists,2,,,,,
player,201211050nor,nor,LoftCu99,tackles_loss,0,,,,,
player,201211050nor,nor,LoftCu99,qb_hits,0,,,,,
player,201211050nor,nor,LoftCu99,fumbles_rec,0,,,,,
player,201211050nor,nor,LoftCu99,fumbles_rec_yds,0,,,,,
player,201211050nor,nor,LoftCu99,fumbles_rec_td,0,,,,,
player,201211050nor,nor,LoftCu99,fumbles_forced,1,,,,,
player,201211050nor,nor,CasiJo99,def_int,0,,,,,
player,201211050nor,nor,CasiJo99,def_int_yds,0,,,,,
player,201211050nor,nor,CasiJo99,def_int_td,0,,,,,
player,201211050nor,nor,CasiJo99,def_int_long,0,,,,,
player,201211050nor,nor,CasiJo99,pass_defended,0,,,,,
player,201211050nor,nor,CasiJo99,sacks,0.0,,,,,
player,201211050nor,nor,CasiJo99,tackles_combined,6,,,,,
player,201211050nor,nor,CasiJo99,tackles_solo,2,,,,,
player,201211050nor,nor,CasiJo99,tackles_assists,4,,,,,
player,201211050nor,nor,CasiJo99,tackles_loss,0,,,,,
player,201211050nor,nor,CasiJo99,qb_hits,0,,,,,
player,201211050nor,nor,CasiJo99,fumbles_rec,0,,,,,
player,201211050nor,nor,CasiJo99,fumbles_rec_yds,0,,,,,
player,201211050nor,nor,CasiJo99,fumbles_rec_td,0,,,,,
player,201211050nor,nor,CasiJo99,fumbles_forced,0,,,,,
player,201211050nor,nor,GreeJa22,def_int,0,,,,,
player,201211050nor,nor,GreeJa22,def_int_yds,0,,,,,
player,201211050nor,nor,GreeJa22,def_int_td,0,,,,,
player,201211050nor,nor,GreeJa22,def_int_long,0,,,,,
player,201211050nor,nor,GreeJa22,pass_defended,1,,,,,
player,201211050nor,nor,GreeJa22,sacks,0.0,,,,,
player,201211050nor,nor,GreeJa22,tackles_combined,6,,,,,
player,201211050nor,nor,GreeJa22,tackles_solo,4,,,,,
player,201211050nor,nor,GreeJa22,tackles_assists,2,,,,,
player,201211050nor,nor,GreeJa22,tackles_loss,0,,,,,
player,201211050nor,nor,GreeJa22,qb_hits,0,,,,,
player,201211050nor,nor,GreeJa22,fumbles_rec,0,,,,,
player,201211050nor,nor,GreeJa22,fumbles_rec_yds,0,,,,,
player,201211050nor,nor,GreeJa22,fumbles_rec_td,0,,,,,
player,201211050nor,nor,GreeJa22,fumbles_forced,0,,,,,
player,201211050nor,nor,HarpRo21,def_int,0,,,,,
player,201211050nor,nor,HarpRo21,def_int_yds,0,,,,,
player,201211050nor,nor,HarpRo21,def_int_td,0,,,,,
player,201211050nor,nor,HarpRo21,def_int_long,0,,,,,
player,201211050nor,nor,HarpRo21,pass_defended,1,,,,,
player,201211050nor,nor,HarpRo21,sacks,0.0,,,,,
player,201211050nor,nor,HarpRo21,tackles_combined,6,,,,,
player,201211050nor,nor,HarpRo21,tackles_solo,3,,,,,
player,201211050nor,nor,HarpRo21,tackles_assists,3,,,,,
player,201211050nor,nor,HarpRo21,tackles_loss,0,,,,,
