game,2012,15,20121216,201212160rai,kan,"Kansas City Chiefs",0,rai,"Oakland Raiders",15
team,201212160rai,kan,First Downs,7,,,,,,
team,201212160rai,rai,First Downs,21,,,,,,
team,201212160rai,kan,Rush-Yds-TDs,10-10-0,,,,,,
team,201212160rai,rai,Rush-Yds-TDs,45-203-0,,,,,,
team,201212160rai,kan,Cmp-Att-Yd-TD-INT,18-32-136-0-1,,,,,,
team,201212160rai,rai,Cmp-Att-Yd-TD-INT,18-30-182-0-0,,,,,,
team,201212160rai,kan,Sacked-Yards,4-27,,,,,,
team,201212160rai,rai,Sacked-Yards,0-0,,,,,,
team,201212160rai,kan,Net Pass Yards,109,,,,,,
team,201212160rai,rai,Net Pass Yards,182,,,,,,
team,201212160rai,kan,Total Yards,119,,,,,,
team,201212160rai,rai,Total Yards,385,,,,,,
team,201212160rai,kan,Fumbles-Lost,0-0,,,,,,
team,201212160rai,rai,Fumbles-Lost,2-1,,,,,,
team,201212160rai,kan,Turnovers,1,,,,,,
team,201212160rai,rai,Turnovers,1,,,,,,
team,201212160rai,kan,Penalties-Yards,7-60,,,,,,
team,201212160rai,rai,Penalties-Yards,5-62,,,,,,
team,201212160rai,kan,Third Down Conv.,1-12,,,,,,
team,201212160rai,rai,Third Down Conv.,7-17,,,,,,
team,201212160rai,kan,Fourth Down Conv.,0-3,,,,,,
team,201212160rai,rai,Fourth Down Conv.,0-0,,,,,,
team,201212160rai,kan,Time of Possession,19:54,,,,,,
team,201212160rai,rai,Time of Possession,40:06,,,,,,
player,201212160rai,kan,QuinBr00,pass_cmp,18,,,,,
player,201212160rai,kan,QuinBr00,pass_att,32,,,,,
player,201212160rai,kan,QuinBr00,pass_yds,136,,,,,
player,201212160rai,kan,QuinBr00,pass_td,0,,,,,
player,201212160rai,kan,QuinBr00,pass_int,1,,,,,
player,201212160rai,kan,QuinBr00,pass_sacked,4,,,,,
player,201212160rai,kan,QuinBr00,pass_sacked_yds,27,,,,,
player,201212160rai,kan,QuinBr00,pass_long,31,,,,,
player,201212160rai,kan,QuinBr00,pass_rating,53.6,,,,,
player,201212160rai,kan,QuinBr00,rush_att,0,,,,,
player,201212160rai,kan,QuinBr00,rush_yds,0,,,,,
player,201212160rai,kan,QuinBr00,rush_td,0,,,,,
player,201212160rai,kan,QuinBr00,rush_long,0,,,,,
player,201212160rai,kan,QuinBr00,targets,0,,,,,
player,201212160rai,kan,QuinBr00,rec,0,,,,,
player,201212160rai,kan,QuinBr00,rec_yds,0,,,,,
player,201212160rai,kan,QuinBr00,rec_td,0,,,,,
player,201212160rai,kan,QuinBr00,rec_long,0,,,,,
player,201212160rai,kan,QuinBr00,fumbles,0,,,,,
player,201212160rai,kan,QuinBr00,fumbles_lost,0,,,,,
player,201212160rai,kan,CharJa00,pass_cmp,0,,,,,
player,201212160rai,kan,CharJa00,pass_att,0,,,,,
player,201212160rai,kan,CharJa00,pass_yds,0,,,,,
player,201212160rai,kan,CharJa00,pass_td,0,,,,,
player,201212160rai,kan,CharJa00,pass_int,0,,,,,
player,201212160rai,kan,CharJa00,pass_sacked,0,,,,,
player,201212160rai,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201212160rai,kan,CharJa00,pass_long,0,,,,,
player,201212160rai,kan,CharJa00,pass_rating,,,,,,
player,201212160rai,kan,CharJa00,rush_att,9,,,,,
player,201212160rai,kan,CharJa00,rush_yds,10,,,,,
player,201212160rai,kan,CharJa00,rush_td,0,,,,,
player,201212160rai,kan,CharJa00,rush_long,5,,,,,
player,201212160rai,kan,CharJa00,targets,4,,,,,
