game,2012,1,20120905,201209050nyg,dal,"Dallas Cowboys",24,nyg,"New York Giants",17
team,201209050nyg,dal,First Downs,18,,,,,,
team,201209050nyg,nyg,First Downs,15,,,,,,
team,201209050nyg,dal,Rush-Yds-TDs,26-143-0,,,,,,
team,201209050nyg,nyg,Rush-Yds-TDs,19-82-1,,,,,,
team,201209050nyg,dal,Cmp-Att-Yd-TD-INT,22-29-307-3-1,,,,,,
team,201209050nyg,nyg,Cmp-Att-Yd-TD-INT,21-32-213-1-0,,,,,,
team,201209050nyg,dal,Sacked-Yards,2-17,,,,,,
team,201209050nyg,nyg,Sacked-Yards,3-26,,,,,,
team,201209050nyg,dal,Net Pass Yards,290,,,,,,
team,201209050nyg,nyg,Net Pass Yards,187,,,,,,
team,201209050nyg,dal,Total Yards,433,,,,,,
team,201209050nyg,nyg,Total Yards,269,,,,,,
team,201209050nyg,dal,Fumbles-Lost,0-0,,,,,,
team,201209050nyg,nyg,Fumbles-Lost,1-1,,,,,,
team,201209050nyg,dal,Turnovers,1,,,,,,
team,201209050nyg,nyg,Turnovers,1,,,,,,
team,201209050nyg,dal,Penalties-Yards,13-86,,,,,,
team,201209050nyg,nyg,Penalties-Yards,4-33,,,,,,
team,201209050nyg,dal,Third Down Conv.,4-10,,,,,,
team,201209050nyg,nyg,Third Down Conv.,4-12,,,,,,
team,201209050nyg,dal,Fourth Down Conv.,0-1,,,,,,
team,201209050nyg,nyg,Fourth Down Conv.,2-2,,,,,,
team,201209050nyg,dal,Time of Possession,34:07,,,,,,
team,201209050nyg,nyg,Time of Possession,25:53,,,,,,
player,201209050nyg,dal,RomoTo00,pass_cmp,22,,,,,
player,201209050nyg,dal,RomoTo00,pass_att,29,,,,,
player,201209050nyg,dal,RomoTo00,pass_yds,307,,,,,
player,201209050nyg,dal,RomoTo00,pass_td,3,,,,,
player,201209050nyg,dal,RomoTo00,pass_int,1,,,,,
player,201209050nyg,dal,RomoTo00,pass_sacked,2,,,,,
player,201209050nyg,dal,RomoTo00,pass_sacked_yds,17,,,,,
player,201209050nyg,dal,RomoTo00,pass_long,40,,,,,
player,201209050nyg,dal,RomoTo00,pass_rating,129.5,,,,,
player,201209050nyg,dal,RomoTo00,rush_att,5,,,,,
player,201209050nyg,dal,RomoTo00,rush_yds,12,,,,,
player,201209050nyg,dal,RomoTo00,rush_td,0,,,,,
player,201209050nyg,dal,RomoTo00,rush_long,9,,,,,
player,201209050nyg,dal,RomoTo00,targets,0,,,,,
player,201209050nyg,dal,RomoTo00,rec,0,,,,,
player,201209050nyg,dal,RomoTo00,rec_yds,0,,,,,
player,201209050nyg,dal,RomoTo00,rec_td,0,,,,,
player,201209050nyg,dal,RomoTo00,rec_long,0,,,,,
player,201209050nyg,dal,RomoTo00,fumbles,0,,,,,
player,201209050nyg,dal,RomoTo00,fumbles_lost,0,,,,,
player,201209050nyg,dal,MurrDe00,pass_cmp,0,,,,,
player,201209050nyg,dal,MurrDe00,pass_att,0,,,,,
player,201209050nyg,dal,MurrDe00,pass_yds,0,,,,,
player,201209050nyg,dal,MurrDe00,pass_td,0,,,,,
player,201209050nyg,dal,MurrDe00,pass_int,0,,,,,
player,201209050nyg,dal,MurrDe00,pass_sacked,0,,,,,
player,201209050nyg,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201209050nyg,dal,MurrDe00,pass_long,0,,,,,
player,201209050nyg,dal,MurrDe00,pass_rating,,,,,,
player,201209050nyg,dal,MurrDe00,rush_att,20,,,,,
player,201209050nyg,dal,MurrDe00,rush_yds,131,,,,,
player,201209050nyg,dal,MurrDe00,rush_td,0,,,,,
player,201209050nyg,dal,MurrDe00,rush_long,48,,,,,
player,201209050nyg,dal,MurrDe00,targets,2,,,,,
player,201209050nyg,dal,MurrDe00,rec,2,,,,,
player,201209050nyg,dal,MurrDe00,rec_yds,9,,,,,
player,201209050nyg,dal,MurrDe00,rec_td,0,,,,,
player,201209050nyg,dal,MurrDe00,rec_long,9,,,,,
player,201209050nyg,dal,MurrDe00,fumbles,0,,,,,
player,201209050nyg,dal,MurrDe00,fumbles_lost,0,,,,,
player,201209050nyg,dal,OgleKe00,pass_cmp,0,,,,,
player,201209050nyg,dal,OgleKe00,pass_att,0,,,,,
player,201209050nyg,dal,OgleKe00,pass_yds,0,,,,,
player,201209050nyg,dal,OgleKe00,pass_td,0,,,,,
player,201209050nyg,dal,OgleKe00,pass_int,0,,,,,
player,201209050nyg,dal,OgleKe00,pass_sacked,0,,,,,
