game,2012,6,20121014,201210140sfo,nyg,"New York Giants",26,sfo,"San Francisco 49ers",3
team,201210140sfo,nyg,First Downs,19,,,,,,
team,201210140sfo,sfo,First Downs,14,,,,,,
team,201210140sfo,nyg,Rush-Yds-TDs,37-149-1,,,,,,
team,201210140sfo,sfo,Rush-Yds-TDs,17-80-0,,,,,,
team,201210140sfo,nyg,Cmp-Att-Yd-TD-INT,15-28-193-1-0,,,,,,
team,201210140sfo,sfo,Cmp-Att-Yd-TD-INT,23-37-282-0-3,,,,,,
team,201210140sfo,nyg,Sacked-Yards,0-0,,,,,,
team,201210140sfo,sfo,Sacked-Yards,6-48,,,,,,
team,201210140sfo,nyg,Net Pass Yards,193,,,,,,
team,201210140sfo,sfo,Net Pass Yards,234,,,,,,
team,201210140sfo,nyg,Total Yards,342,,,,,,
team,201210140sfo,sfo,Total Yards,314,,,,,,
team,201210140sfo,nyg,Fumbles-Lost,0-0,,,,,,
team,201210140sfo,sfo,Fumbles-Lost,1-0,,,,,,
team,201210140sfo,nyg,Turnovers,0,,,,,,
team,201210140sfo,sfo,Turnovers,3,,,,,,
team,201210140sfo,nyg,Penalties-Yards,2-20,,,,,,
team,201210140sfo,sfo,Penalties-Yards,6-35,,,,,,
team,201210140sfo,nyg,Third Down Conv.,5-15,,,,,,
team,201210140sfo,sfo,Third Down Conv.,4-14,,,,,,
team,201210140sfo,nyg,Fourth Down Conv.,0-0,,,,,,
team,201210140sfo,sfo,Fourth Down Conv.,0-2,,,,,,
team,201210140sfo,nyg,Time of Possession,32:15,,,,,,
team,201210140sfo,sfo,Time of Possession,27:45,,,,,,
player,201210140sfo,nyg,MannEl00,pass_cmp,15,,,,,
player,201210140sfo,nyg,MannEl00,pass_att,28,,,,,
player,201210140sfo,nyg,MannEl00,pass_yds,193,,,,,
player,201210140sfo,nyg,MannEl00,pass_td,1,,,,,
player,201210140sfo,nyg,MannEl00,pass_int,0,,,,,
player,201210140sfo,nyg,MannEl00,pass_sacked,0,,,,,
player,201210140sfo,nyg,MannEl00,pass_sacked_yds,0,,,,,
player,201210140sfo,nyg,MannEl00,pass_long,39,,,,,
player,201210140sfo,nyg,MannEl00,pass_rating,87.4,,,,,
player,201210140sfo,nyg,MannEl00,rush_att,3,,,,,
player,201210140sfo,nyg,MannEl00,rush_yds,-2,,,,,
player,201210140sfo,nyg,MannEl00,rush_td,0,,,,,
player,201210140sfo,nyg,MannEl00,rush_long,1,,,,,
player,201210140sfo,nyg,MannEl00,targets,0,,,,,
player,201210140sfo,nyg,MannEl00,rec,0,,,,,
player,201210140sfo,nyg,MannEl00,rec_yds,0,,,,,
player,201210140sfo,nyg,MannEl00,rec_td,0,,,,,
player,201210140sfo,nyg,MannEl00,rec_long,0,,,,,
player,201210140sfo,nyg,MannEl00,fumbles,0,,,,,
player,201210140sfo,nyg,MannEl00,fumbles_lost,0,,,,,
player,201210140sfo,nyg,BradAh00,pass_cmp,0,,,,,
player,201210140sfo,nyg,BradAh00,pass_att,0,,,,,
player,201210140sfo,nyg,BradAh00,pass_yds,0,,,,,
player,201210140sfo,nyg,BradAh00,pass_td,0,,,,,
player,201210140sfo,nyg,BradAh00,pass_int,0,,,,,
player,201210140sfo,nyg,BradAh00,pass_sacked,0,,,,,
player,201210140sfo,nyg,BradAh00,pass_sacked_yds,0,,,,,
player,201210140sfo,nyg,BradAh00,pass_long,0,,,,,
player,201210140sfo,nyg,BradAh00,pass_rating,,,,,,
player,201210140sfo,nyg,BradAh00,rush_att,27,,,,,
player,201210140sfo,nyg,BradAh00,rush_yds,116,,,,,
player,201210140sfo,nyg,BradAh00,rush_td,1,,,,,
player,201210140sfo,nyg,BradAh00,rush_long,23,,,,,
player,201210140sfo,nyg,BradAh00,targets,1,,,,,
player,201210140sfo,nyg,BradAh00,rec,1,,,,,
player,201210140sfo,nyg,BradAh00,rec_yds,4,,,,,
player,201210140sfo,nyg,BradAh00,rec_td,0,,,,,
player,201210140sfo,nyg,BradAh00,rec_long,4,,,,,
player,201210140sfo,nyg,BradAh00,fumbles,0,,,,,
player,201210140sfo,nyg,BradAh00,fumbles_lost,0,,,,,
player,201210140sfo,nyg,WilsDa01,pass_cmp,0,,,,,
player,201210140sfo,nyg,WilsDa01,pass_att,0,,,,,
player,201210140sfo,nyg,WilsDa01,pass_yds,0,,,,,
player,201210140sfo,nyg,WilsDa01,pass_td,0,,,,,
player,201210140sfo,nyg,WilsDa01,pass_int,0,,,,,
player,201210140sfo,nyg,WilsDa01,pass_sacked,0,,,,,
player,201210140sfo,nyg,WilsDa01,pass_sacked_yds,0,,,,,
player,201210140sfo,nyg,WilsDa01,pass_long,0,,,,,
player,201210140sfo,nyg,WilsDa01,pass_rating,,,,,,
player,201210140sfo,nyg,WilsDa01,rush_att,7,,,,,
player,201210140sfo,nyg,WilsDa01,rush_yds,35,,,,,
player,201210140sfo,nyg,WilsDa01,rush_td,0,,,,,
player,201210140sfo,nyg,WilsDa01,rush_long,20,,,,,
player,201210140sfo,nyg,WilsDa01,targets,0,,,,,
player,201210140sfo,nyg,WilsDa01,rec,0,,,,,
player,201210140sfo,nyg,WilsDa01,rec_yds,0,,,,,
player,201210140sfo,nyg,WilsDa01,rec_td,0,,,,,
player,201210140sfo,nyg,WilsDa01,rec_long,0,,,,,
player,201210140sfo,nyg,WilsDa01,fumbles,0,,,,,
player,201210140sfo,nyg,WilsDa01,fumbles_lost,0,,,,,
