game,2012,16,20121223,201212230crd,chi,"Chicago Bears",28,crd,"Arizona Cardinals",13
player,201212230crd,chi,FortMa00,pass_int,0,,,,,
player,201212230crd,chi,FortMa00,pass_sacked,0,,,,,
player,201212230crd,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201212230crd,chi,FortMa00,pass_long,0,,,,,
player,201212230crd,chi,FortMa00,pass_rating,,,,,,
player,201212230crd,chi,FortMa00,rush_att,12,,,,,
player,201212230crd,chi,FortMa00,rush_yds,88,,,,,
player,201212230crd,chi,FortMa00,rush_td,1,,,,,
player,201212230crd,chi,FortMa00,rush_long,36,,,,,
player,201212230crd,chi,FortMa00,targets,1,,,,,
player,201212230crd,chi,FortMa00,rec,1,,,,,
player,201212230crd,chi,FortMa00,rec_yds,7,,,,,
player,201212230crd,chi,FortMa00,rec_td,0,,,,,
player,201212230crd,chi,FortMa00,rec_long,7,,,,,
player,201212230crd,chi,FortMa00,fumbles,0,,,,,
player,201212230crd,chi,FortMa00,fumbles_lost,0,,,,,
player,201212230crd,chi,BellKa00,pass_cmp,0,,,,,
player,201212230crd,chi,BellKa00,pass_att,0,,,,,
player,201212230crd,chi,BellKa00,pass_yds,0,,,,,
player,201212230crd,chi,BellKa00,pass_td,0,,,,,
player,201212230crd,chi,BellKa00,pass_int,0,,,,,
player,201212230crd,chi,BellKa00,pass_sacked,0,,,,,
player,201212230crd,chi,BellKa00,pass_sacked_yds,0,,,,,
player,201212230crd,chi,BellKa00,pass_long,0,,,,,
player,201212230crd,chi,BellKa00,pass_rating,,,,,,
player,201212230crd,chi,BellKa00,rush_att,13,,,,,
player,201212230crd,chi,BellKa00,rush_yds,32,,,,,
player,201212230crd,chi,BellKa00,rush_td,0,,,,,
player,201212230crd,chi,BellKa00,rush_long,5,,,,,
player,201212230crd,chi,BellKa00,targets,0,,,,,
player,201212230crd,chi,BellKa00,rec,0,,,,,
player,201212230crd,chi,BellKa00,rec_yds,0,,,,,
player,201212230crd,chi,BellKa00,rec_td,0,,,,,
player,201212230crd,chi,BellKa00,rec_long,0,,,,,
player,201212230crd,chi,BellKa00,fumbles,0,,,,,
player,201212230crd,chi,BellKa00,fumbles_lost,0,,,,,
player,201212230crd,chi,AlleAr00,pass_cmp,0,,,,,
player,201212230crd,chi,AlleAr00,pass_att,0,,,,,
player,201212230crd,chi,AlleAr00,pass_yds,0,,,,,
player,201212230crd,chi,AlleAr00,pass_td,0,,,,,
player,201212230crd,chi,AlleAr00,pass_int,0,,,,,
player,201212230crd,chi,AlleAr00,pass_sacked,0,,,,,
player,201212230crd,chi,AlleAr00,pass_sacked_yds,0,,,,,
player,201212230crd,chi,AlleAr00,pass_long,0,,,,,
player,201212230crd,chi,AlleAr00,pass_rating,,,,,,
player,201212230crd,chi,AlleAr00,rush_att,5,,,,,
player,201212230crd,chi,AlleAr00,rush_yds,24,,,,,
player,201212230crd,chi,AlleAr00,rush_td,0,,,,,
player,201212230crd,chi,AlleAr00,rush_long,17,,,,,
player,201212230crd,chi,AlleAr00,targets,2,,,,,
player,201212230crd,chi,AlleAr00,rec,1,,,,,
player,201212230crd,chi,AlleAr00,rec_yds,1,,,,,
player,201212230crd,chi,AlleAr00,rec_td,0,,,,,
player,201212230crd,chi,AlleAr00,rec_long,1,,,,,
player,201212230crd,chi,AlleAr00,fumbles,0,,,,,
player,201212230crd,chi,AlleAr00,fumbles_lost,0,,,,,
player,201212230crd,chi,MarsBr00,pass_cmp,0,,,,,
player,201212230crd,chi,MarsBr00,pass_att,0,,,,,
player,201212230crd,chi,MarsBr00,pass_yds,0,,,,,
player,201212230crd,chi,MarsBr00,pass_td,0,,,,,
player,201212230crd,chi,MarsBr00,pass_int,0,,,,,
player,201212230crd,chi,MarsBr00,pass_sacked,0,,,,,
player,201212230crd,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201212230crd,chi,MarsBr00,pass_long,0,,,,,
player,201212230crd,chi,MarsBr00,pass_rating,,,,,,
player,201212230crd,chi,MarsBr00,rush_att,0,,,,,
player,201212230crd,chi,MarsBr00,rush_yds,0,,,,,
player,201212230crd,chi,MarsBr00,rush_td,0,,,,,
player,201212230crd,chi,MarsBr00,rush_long,0,,,,,
player,201212230crd,chi,MarsBr00,targets,14,,,,,
player,201212230crd,chi,MarsBr00,rec,6,,,,,
player,201212230crd,chi,MarsBr00,rec_yds,68,,,,,
player,201212230crd,chi,MarsBr00,rec_td,1,,,,,
player,201212230crd,chi,MarsBr00,rec_long,30,,,,,
player,201212230crd,chi,MarsBr00,fumbles,0,,,,,
player,201212230crd,chi,MarsBr00,fumbles_lost,0,,,,,
player,201212230crd,chi,JeffAl00,pass_cmp,0,,,,,
player,201212230crd,chi,JeffAl00,pass_att,0,,,,,
player,201212230crd,chi,JeffAl00,pass_yds,0,,,,,
player,201212230crd,chi,JeffAl00,pass_td,0,,,,,
player,201212230crd,chi,JeffAl00,pass_int,0,,,,,
player,201212230crd,chi,JeffAl00,pass_sacked,0,,,,,
player,201212230crd,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201212230crd,chi,JeffAl00,pass_long,0,,,,,
player,201212230crd,chi,JeffAl00,pass_rating,,,,,,
player,201212230crd,chi,JeffAl00,rush_att,0,,,,,
player,201212230crd,chi,JeffAl00,rush_yds,0,,,,,
player,201212230crd,chi,JeffAl00,rush_td,0,,,,,
player,201212230crd,chi,JeffAl00,rush_long,0,,,,,
player,201212230crd,chi,JeffAl00,targets,4,,,,,
player,201212230crd,chi,JeffAl00,rec,1,,,,,
player,201212230crd,chi,JeffAl00,rec_yds,35,,,,,
player,201212230crd,chi,JeffAl00,rec_td,0,,,,,
player,201212230crd,chi,JeffAl00,rec_long,35,,,,,
player,201212230crd,chi,JeffAl00,fumbles,0,,,,,
player,201212230crd,chi,JeffAl00,fumbles_lost,0,,,,,
player,201212230crd,chi,DaviKe01,pass_cmp,0,,,,,
player,201212230crd,chi,DaviKe01,pass_att,0,,,,,
player,201212230crd,chi,DaviKe01,pass_yds,0,,,,,
player,201212230crd,chi,DaviKe01,pass_td,0,,,,,
player,201212230crd,chi,DaviKe01,pass_int,0,,,,,
player,201212230crd,chi,DaviKe01,pass_sacked,0,,,,,
player,201212230crd,chi,DaviKe01,pass_sacked_yds,0,,,,,
player,201212230crd,chi,DaviKe01,pass_long,0,,,,,
player,201212230crd,chi,DaviKe01,pass_rating,,,,,,
player,201212230crd,chi,DaviKe01,rush_att,0,,,,,
player,201212230crd,chi,DaviKe01,rush_yds,0,,,,,
player,201212230crd,chi,DaviKe01,rush_td,0,,,,,
player,201212230crd,chi,DaviKe01,rush_long,0,,,,,
player,201212230crd,chi,DaviKe01,targets,2,,,,,
player,201212230crd,chi,DaviKe01,rec,2,,,,,
player,201212230crd,chi,DaviKe01,rec_yds,19,,,,,
player,201212230crd,chi,DaviKe01,rec_td,0,,,,,
player,201212230crd,chi,DaviKe01,rec_long,12,,,,,
player,201212230crd,chi,DaviKe01,fumbles,0,,,,,
player,201212230crd,chi,DaviKe01,fumbles_lost,0,,,,,
player,201212230crd,chi,BennEa00,pass_cmp,0,,,,,
player,201212230crd,chi,BennEa00,pass_att,0,,,,,
player,201212230crd,chi,BennEa00,pass_yds,0,,,,,
player,201212230crd,chi,BennEa00,pass_td,0,,,,,
player,201212230crd,chi,BennEa00,pass_int,0,,,,,
player,201212230crd,chi,BennEa00,pass_sacked,0,,,,,
player,201212230crd,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201212230crd,chi,BennEa00,pass_long,0,,,,,
player,201212230crd,chi,BennEa00,pass_rating,,,,,,
player,201212230crd,chi,BennEa00,rush_att,0,,,,,
player,201212230crd,chi,BennEa00,rush_yds,0,,,,,
player,201212230crd,chi,BennEa00,rush_td,0,,,,,
player,201212230crd,chi,BennEa00,rush_long,0,,,,,
player,201212230crd,chi,BennEa00,targets,1,,,,,
player,201212230crd,chi,BennEa00,rec,1,,,,,
player,201212230crd,chi,BennEa00,rec_yds,16,,,,,
player,201212230crd,chi,BennEa00,rec_td,0,,,,,
player,201212230crd,chi,BennEa00,rec_long,16,,,,,
player,201212230crd,chi,BennEa00,fumbles,0,,,,,
player,201212230crd,chi,BennEa00,fumbles_lost,0,,,,,
player,201212230crd,chi,RodrEv00,pass_cmp,0,,,,,
player,201212230crd,chi,RodrEv00,pass_att,0,,,,,
player,201212230crd,chi,RodrEv00,pass_yds,0,,,,,
player,201212230crd,chi,RodrEv00,pass_td,0,,,,,
player,201212230crd,chi,RodrEv00,pass_int,0,,,,,
player,201212230crd,chi,RodrEv00,pass_sacked,0,,,,,
player,201212230crd,chi,RodrEv00,pass_sacked_yds,0,,,,,
player,201212230crd,chi,RodrEv00,pass_long,0,,,,,
player,201212230crd,chi,RodrEv00,pass_rating,,,,,,
player,201212230crd,chi,RodrEv00,rush_att,0,,,,,
player,201212230crd,chi,RodrEv00,rush_yds,0,,,,,
player,201212230crd,chi,RodrEv00,rush_td,0,,,,,
player,201212230crd,chi,RodrEv00,rush_long,0,,,,,
player,201212230crd,chi,RodrEv00,targets,1,,,,,
player,201212230crd,chi,RodrEv00,rec,0,,,,,
player,201212230crd,chi,RodrEv00,rec_yds,0,,,,,
player,201212230crd,chi,RodrEv00,rec_td,0,,,,,
player,201212230crd,chi,RodrEv00,rec_long,0,,,,,
player,201212230crd,chi,RodrEv00,fumbles,0,,,,,
player,201212230crd,chi,RodrEv00,fumbles_lost,0,,,,,
player,201212230crd,crd,LindRy00,pass_cmp,17,,,,,
player,201212230crd,crd,LindRy00,pass_att,30,,,,,
player,201212230crd,crd,LindRy00,pass_yds,141,,,,,
player,201212230crd,crd,LindRy00,pass_td,0,,,,,
player,201212230crd,crd,LindRy00,pass_int,1,,,,,
player,201212230crd,crd,LindRy00,pass_sacked,2,,,,,
player,201212230crd,crd,LindRy00,pass_sacked_yds,15,,,,,
player,201212230crd,crd,LindRy00,pass_long,18,,,,,
player,201212230crd,crd,LindRy00,pass_rating,55.0,,,,,
player,201212230crd,crd,LindRy00,rush_att,0,,,,,
player,201212230crd,crd,LindRy00,rush_yds,0,,,,,
player,201212230crd,crd,LindRy00,rush_td,0,,,,,
player,201212230crd,crd,LindRy00,rush_long,0,,,,,
player,201212230crd,crd,LindRy00,targets,0,,,,,
player,201212230crd,crd,LindRy00,rec,0,,,,,
player,201212230crd,crd,LindRy00,rec_yds,0,,,,,
player,201212230crd,crd,LindRy00,rec_td,0,,,,,
player,201212230crd,crd,LindRy00,rec_long,0,,,,,
player,201212230crd,crd,LindRy00,fumbles,0,,,,,
player,201212230crd,crd,LindRy00,fumbles_lost,0,,,,,
player,201212230crd,crd,HoyeBr00,pass_cmp,11,,,,,
player,201212230crd,crd,HoyeBr00,pass_att,19,,,,,
player,201212230crd,crd,HoyeBr00,pass_yds,105,,,,,
player,201212230crd,crd,HoyeBr00,pass_td,0,,,,,
player,201212230crd,crd,HoyeBr00,pass_int,1,,,,,
player,201212230crd,crd,HoyeBr00,pass_sacked,2,,,,,
player,201212230crd,crd,HoyeBr00,pass_sacked_yds,12,,,,,
player,201212230crd,crd,HoyeBr00,pass_long,24,,,,,
player,201212230crd,crd,HoyeBr00,pass_rating,51.4,,,,,
player,201212230crd,crd,HoyeBr00,rush_att,0,,,,,
player,201212230crd,crd,HoyeBr00,rush_yds,0,,,,,
player,201212230crd,crd,HoyeBr00,rush_td,0,,,,,
player,201212230crd,crd,HoyeBr00,rush_long,0,,,,,
player,201212230crd,crd,HoyeBr00,targets,0,,,,,
player,201212230crd,crd,HoyeBr00,rec,0,,,,,
player,201212230crd,crd,HoyeBr00,rec_yds,0,,,,,
player,201212230crd,crd,HoyeBr00,rec_td,0,,,,,
player,201212230crd,crd,HoyeBr00,rec_long,0,,,,,
player,201212230crd,crd,HoyeBr00,fumbles,1,,,,,
player,201212230crd,crd,HoyeBr00,fumbles_lost,0,,,,,
player,201212230crd,crd,StepLa00,pass_cmp,0,,,,,
player,201212230crd,crd,StepLa00,pass_att,0,,,,,
player,201212230crd,crd,StepLa00,pass_yds,0,,,,,
player,201212230crd,crd,StepLa00,pass_td,0,,,,,
player,201212230crd,crd,StepLa00,pass_int,0,,,,,
player,201212230crd,crd,StepLa00,pass_sacked,0,,,,,
player,201212230crd,crd,StepLa00,pass_sacked_yds,0,,,,,
player,201212230crd,crd,StepLa00,pass_long,0,,,,,
player,201212230crd,crd,StepLa00,pass_rating,,,,,,
player,201212230crd,crd,StepLa00,rush_att,10,,,,,
player,201212230crd,crd,StepLa00,rush_yds,19,,,,,
player,201212230crd,crd,StepLa00,rush_td,0,,,,,
player,201212230crd,crd,StepLa00,rush_long,4,,,,,
player,201212230crd,crd,StepLa00,targets,2,,,,,
player,201212230crd,crd,StepLa00,rec,1,,,,,
player,201212230crd,crd,StepLa00,rec_yds,-3,,,,,
player,201212230crd,crd,StepLa00,rec_td,0,,,,,
player,201212230crd,crd,StepLa00,rec_long,-3,,,,,
player,201212230crd,crd,StepLa00,fumbles,0,,,,,
player,201212230crd,crd,StepLa00,fumbles_lost,0,,,,,
player,201212230crd,crd,PoweWi00,pass_cmp,0,,,,,
player,201212230crd,crd,PoweWi00,pass_att,0,,,,,
player,201212230crd,crd,PoweWi00,pass_yds,0,,,,,
player,201212230crd,crd,PoweWi00,pass_td,0,,,,,
player,201212230crd,crd,PoweWi00,pass_int,0,,,,,
player,201212230crd,crd,PoweWi00,pass_sacked,0,,,,,
player,201212230crd,crd,PoweWi00,pass_sacked_yds,0,,,,,
player,201212230crd,crd,PoweWi00,pass_long,0,,,,,
player,201212230crd,crd,PoweWi00,pass_rating,,,,,,
player,201212230crd,crd,PoweWi00,rush_att,4,,,,,
player,201212230crd,crd,PoweWi00,rush_yds,7,,,,,
player,201212230crd,crd,PoweWi00,rush_td,0,,,,,
player,201212230crd,crd,PoweWi00,rush_long,7,,,,,
player,201212230crd,crd,PoweWi00,targets,4,,,,,
player,201212230crd,crd,PoweWi00,rec,3,,,,,
player,201212230crd,crd,PoweWi00,rec_yds,21,,,,,
player,201212230crd,crd,PoweWi00,rec_td,0,,,,,
player,201212230crd,crd,PoweWi00,rec_long,10,,,,,
player,201212230crd,crd,PoweWi00,fumbles,0,,,,,
player,201212230crd,crd,PoweWi00,fumbles_lost,0,,,,,
player,201212230crd,crd,WellCh00,pass_cmp,0,,,,,
player,201212230crd,crd,WellCh00,pass_att,0,,,,,
player,201212230crd,crd,WellCh00,pass_yds,0,,,,,
player,201212230crd,crd,WellCh00,pass_td,0,,,,,
player,201212230crd,crd,WellCh00,pass_int,0,,,,,
player,201212230crd,crd,WellCh00,pass_sacked,0,,,,,
player,201212230crd,crd,WellCh00,pass_sacked_yds,0,,,,,
player,201212230crd,crd,WellCh00,pass_long,0,,,,,
player,201212230crd,crd,WellCh00,pass_rating,,,,,,
player,201212230crd,crd,WellCh00,rush_att,4,,,,,
player,201212230crd,crd,WellCh00,rush_yds,3,,,,,
player,201212230crd,crd,WellCh00,rush_td,0,,,,,
player,201212230crd,crd,WellCh00,rush_long,4,,,,,
player,201212230crd,crd,WellCh00,targets,0,,,,,
player,201212230crd,crd,WellCh00,rec,0,,,,,
player,201212230crd,crd,WellCh00,rec_yds,0,,,,,
player,201212230crd,crd,WellCh00,rec_td,0,,,,,
player,201212230crd,crd,WellCh00,rec_long,0,,,,,
player,201212230crd,crd,WellCh00,fumbles,1,,,,,
player,201212230crd,crd,WellCh00,fumbles_lost,1,,,,,
player,201212230crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201212230crd,crd,FitzLa00,pass_att,0,,,,,
player,201212230crd,crd,FitzLa00,pass_yds,0,,,,,
player,201212230crd,crd,FitzLa00,pass_td,0,,,,,
player,201212230crd,crd,FitzLa00,pass_int,0,,,,,
player,201212230crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201212230crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201212230crd,crd,FitzLa00,pass_long,0,,,,,
player,201212230crd,crd,FitzLa00,pass_rating,,,,,,
player,201212230crd,crd,FitzLa00,rush_att,0,,,,,
player,201212230crd,crd,FitzLa00,rush_yds,0,,,,,
player,201212230crd,crd,FitzLa00,rush_td,0,,,,,
player,201212230crd,crd,FitzLa00,rush_long,0,,,,,
player,201212230crd,crd,FitzLa00,targets,12,,,,,
player,201212230crd,crd,FitzLa00,rec,8,,,,,
player,201212230crd,crd,FitzLa00,rec_yds,111,,,,,
player,201212230crd,crd,FitzLa00,rec_td,0,,,,,
player,201212230crd,crd,FitzLa00,rec_long,24,,,,,
player,201212230crd,crd,FitzLa00,fumbles,0,,,,,
player,201212230crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201212230crd,crd,FloyMi00,pass_cmp,0,,,,,
player,201212230crd,crd,FloyMi00,pass_att,0,,,,,
player,201212230crd,crd,FloyMi00,pass_yds,0,,,,,
player,201212230crd,crd,FloyMi00,pass_td,0,,,,,
player,201212230crd,crd,FloyMi00,pass_int,0,,,,,
player,201212230crd,crd,FloyMi00,pass_sacked,0,,,,,
player,201212230crd,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201212230crd,crd,FloyMi00,pass_long,0,,,,,
player,201212230crd,crd,FloyMi00,pass_rating,,,,,,
player,201212230crd,crd,FloyMi00,rush_att,0,,,,,
player,201212230crd,crd,FloyMi00,rush_yds,0,,,,,
player,201212230crd,crd,FloyMi00,rush_td,0,,,,,
player,201212230crd,crd,FloyMi00,rush_long,0,,,,,
player,201212230crd,crd,FloyMi00,targets,8,,,,,
player,201212230crd,crd,FloyMi00,rec,6,,,,,
player,201212230crd,crd,FloyMi00,rec_yds,47,,,,,
player,201212230crd,crd,FloyMi00,rec_td,0,,,,,
player,201212230crd,crd,FloyMi00,rec_long,14,,,,,
player,201212230crd,crd,FloyMi00,fumbles,0,,,,,
player,201212230crd,crd,FloyMi00,fumbles_lost,0,,,,,
player,201212230crd,crd,RobeAn00,pass_cmp,0,,,,,
player,201212230crd,crd,RobeAn00,pass_att,0,,,,,
player,201212230crd,crd,RobeAn00,pass_yds,0,,,,,
player,201212230crd,crd,RobeAn00,pass_td,0,,,,,
player,201212230crd,crd,RobeAn00,pass_int,0,,,,,
player,201212230crd,crd,RobeAn00,pass_sacked,0,,,,,
player,201212230crd,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201212230crd,crd,RobeAn00,pass_long,0,,,,,
player,201212230crd,crd,RobeAn00,pass_rating,,,,,,
player,201212230crd,crd,RobeAn00,rush_att,0,,,,,
player,201212230crd,crd,RobeAn00,rush_yds,0,,,,,
player,201212230crd,crd,RobeAn00,rush_td,0,,,,,
player,201212230crd,crd,RobeAn00,rush_long,0,,,,,
player,201212230crd,crd,RobeAn00,targets,12,,,,,
player,201212230crd,crd,RobeAn00,rec,5,,,,,
player,201212230crd,crd,RobeAn00,rec_yds,44,,,,,
player,201212230crd,crd,RobeAn00,rec_td,0,,,,,
player,201212230crd,crd,RobeAn00,rec_long,15,,,,,
player,201212230crd,crd,RobeAn00,fumbles,0,,,,,
player,201212230crd,crd,RobeAn00,fumbles_lost,0,,,,,
player,201212230crd,crd,SmitAl22,pass_cmp,0,,,,,
player,201212230crd,crd,SmitAl22,pass_att,0,,,,,
player,201212230crd,crd,SmitAl22,pass_yds,0,,,,,
player,201212230crd,crd,SmitAl22,pass_td,0,,,,,
player,201212230crd,crd,SmitAl22,pass_int,0,,,,,
player,201212230crd,crd,SmitAl22,pass_sacked,0,,,,,
player,201212230crd,crd,SmitAl22,pass_sacked_yds,0,,,,,
player,201212230crd,crd,SmitAl22,pass_long,0,,,,,
player,201212230crd,crd,SmitAl22,pass_rating,,,,,,
player,201212230crd,crd,SmitAl22,rush_att,0,,,,,
player,201212230crd,crd,SmitAl22,rush_yds,0,,,,,
player,201212230crd,crd,SmitAl22,rush_td,0,,,,,
player,201212230crd,crd,SmitAl22,rush_long,0,,,,,
player,201212230crd,crd,SmitAl22,targets,2,,,,,
player,201212230crd,crd,SmitAl22,rec,1,,,,,
player,201212230crd,crd,SmitAl22,rec_yds,8,,,,,
player,201212230crd,crd,SmitAl22,rec_td,0,,,,,
player,201212230crd,crd,SmitAl22,rec_long,8,,,,,
player,201212230crd,crd,SmitAl22,fumbles,0,,,,,
player,201212230crd,crd,SmitAl22,fumbles_lost,0,,,,,
player,201212230crd,crd,ByrdLa00,pass_cmp,0,,,,,
player,201212230crd,crd,ByrdLa00,pass_att,0,,,,,
player,201212230crd,crd,ByrdLa00,pass_yds,0,,,,,
player,201212230crd,crd,ByrdLa00,pass_td,0,,,,,
player,201212230crd,crd,ByrdLa00,pass_int,0,,,,,
player,201212230crd,crd,ByrdLa00,pass_sacked,0,,,,,
player,201212230crd,crd,ByrdLa00,pass_sacked_yds,0,,,,,
player,201212230crd,crd,ByrdLa00,pass_long,0,,,,,
player,201212230crd,crd,ByrdLa00,pass_rating,,,,,,
player,201212230crd,crd,ByrdLa00,rush_att,0,,,,,
player,201212230crd,crd,ByrdLa00,rush_yds,0,,,,,
player,201212230crd,crd,ByrdLa00,rush_td,0,,,,,
player,201212230crd,crd,ByrdLa00,rush_long,0,,,,,
player,201212230crd,crd,ByrdLa00,targets,1,,,,,
player,201212230crd,crd,ByrdLa00,rec,1,,,,,
player,201212230crd,crd,ByrdLa00,rec_yds,8,,,,,
player,201212230crd,crd,ByrdLa00,rec_td,0,,,,,
player,201212230crd,crd,ByrdLa00,rec_long,8,,,,,
player,201212230crd,crd,ByrdLa00,fumbles,0,,,,,
player,201212230crd,crd,ByrdLa00,fumbles_lost,0,,,,,
player,201212230crd,crd,PetePa00,pass_cmp,0,,,,,
player,201212230crd,crd,PetePa00,pass_att,0,,,,,
player,201212230crd,crd,PetePa00,pass_yds,0,,,,,
player,201212230crd,crd,PetePa00,pass_td,0,,,,,
player,201212230crd,crd,PetePa00,pass_int,0,,,,,
player,201212230crd,crd,PetePa00,pass_sacked,0,,,,,
player,201212230crd,crd,PetePa00,pass_sacked_yds,0,,,,,
player,201212230crd,crd,PetePa00,pass_long,0,,,,,
player,201212230crd,crd,PetePa00,pass_rating,,,,,,
player,201212230crd,crd,PetePa00,rush_att,0,,,,,
player,201212230crd,crd,PetePa00,rush_yds,0,,,,,
player,201212230crd,crd,PetePa00,rush_td,0,,,,,
player,201212230crd,crd,PetePa00,rush_long,0,,,,,
player,201212230crd,crd,PetePa00,targets,1,,,,,
player,201212230crd,crd,PetePa00,rec,1,,,,,
player,201212230crd,crd,PetePa00,rec_yds,6,,,,,
player,201212230crd,crd,PetePa00,rec_td,0,,,,,
player,201212230crd,crd,PetePa00,rec_long,6,,,,,
player,201212230crd,crd,PetePa00,fumbles,0,,,,,
player,201212230crd,crd,PetePa00,fumbles_lost,0,,,,,
player,201212230crd,crd,DrayJi00,pass_cmp,0,,,,,
player,201212230crd,crd,DrayJi00,pass_att,0,,,,,
player,201212230crd,crd,DrayJi00,pass_yds,0,,,,,
player,201212230crd,crd,DrayJi00,pass_td,0,,,,,
player,201212230crd,crd,DrayJi00,pass_int,0,,,,,
player,201212230crd,crd,DrayJi00,pass_sacked,0,,,,,
player,201212230crd,crd,DrayJi00,pass_sacked_yds,0,,,,,
player,201212230crd,crd,DrayJi00,pass_long,0,,,,,
player,201212230crd,crd,DrayJi00,pass_rating,,,,,,
player,201212230crd,crd,DrayJi00,rush_att,0,,,,,
player,201212230crd,crd,DrayJi00,rush_yds,0,,,,,
player,201212230crd,crd,DrayJi00,rush_td,0,,,,,
player,201212230crd,crd,DrayJi00,rush_long,0,,,,,
player,201212230crd,crd,DrayJi00,targets,1,,,,,
player,201212230crd,crd,DrayJi00,rec,1,,,,,
player,201212230crd,crd,DrayJi00,rec_yds,3,,,,,
player,201212230crd,crd,DrayJi00,rec_td,0,,,,,
player,201212230crd,crd,DrayJi00,rec_long,3,,,,,
player,201212230crd,crd,DrayJi00,fumbles,0,,,,,
player,201212230crd,crd,DrayJi00,fumbles_lost,0,,,,,
player,201212230crd,crd,KingJe00,pass_cmp,0,,,,,
player,201212230crd,crd,KingJe00,pass_att,0,,,,,
player,201212230crd,crd,KingJe00,pass_yds,0,,,,,
player,201212230crd,crd,KingJe00,pass_td,0,,,,,
player,201212230crd,crd,KingJe00,pass_int,0,,,,,
player,201212230crd,crd,KingJe00,pass_sacked,0,,,,,
player,201212230crd,crd,KingJe00,pass_sacked_yds,0,,,,,
player,201212230crd,crd,KingJe00,pass_long,0,,,,,
player,201212230crd,crd,KingJe00,pass_rating,,,,,,
player,201212230crd,crd,KingJe00,rush_att,0,,,,,
player,201212230crd,crd,KingJe00,rush_yds,0,,,,,
player,201212230crd,crd,KingJe00,rush_td,0,,,,,
player,201212230crd,crd,KingJe00,rush_long,0,,,,,
player,201212230crd,crd,KingJe00,targets,3,,,,,
