game,2012,17,20121230,201212300sfo,crd,"Arizona Cardinals",13,sfo,"San Francisco 49ers",27
team,201212300sfo,crd,First Downs,11,,,,,,
team,201212300sfo,sfo,First Downs,20,,,,,,
team,201212300sfo,crd,Rush-Yds-TDs,17-55-0,,,,,,
team,201212300sfo,sfo,Rush-Yds-TDs,37-129-1,,,,,,
team,201212300sfo,crd,Cmp-Att-Yd-TD-INT,19-34-225-1-1,,,,,,
team,201212300sfo,sfo,Cmp-Att-Yd-TD-INT,17-29-282-2-0,,,,,,
team,201212300sfo,crd,Sacked-Yards,2-18,,,,,,
team,201212300sfo,sfo,Sacked-Yards,1-4,,,,,,
team,201212300sfo,crd,Net Pass Yards,207,,,,,,
team,201212300sfo,sfo,Net Pass Yards,278,,,,,,
team,201212300sfo,crd,Total Yards,262,,,,,,
team,201212300sfo,sfo,Total Yards,407,,,,,,
team,201212300sfo,crd,Fumbles-Lost,1-1,,,,,,
team,201212300sfo,sfo,Fumbles-Lost,1-0,,,,,,
team,201212300sfo,crd,Turnovers,2,,,,,,
team,201212300sfo,sfo,Turnovers,0,,,,,,
team,201212300sfo,crd,Penalties-Yards,5-34,,,,,,
team,201212300sfo,sfo,Penalties-Yards,3-25,,,,,,
team,201212300sfo,crd,Third Down Conv.,3-12,,,,,,
team,201212300sfo,sfo,Third Down Conv.,4-14,,,,,,
team,201212300sfo,crd,Fourth Down Conv.,1-1,,,,,,
team,201212300sfo,sfo,Fourth Down Conv.,2-2,,,,,,
team,201212300sfo,crd,Time of Possession,23:57,,,,,,
team,201212300sfo,sfo,Time of Possession,36:03,,,,,,
player,201212300sfo,crd,HoyeBr00,pass_cmp,19,,,,,
player,201212300sfo,crd,HoyeBr00,pass_att,34,,,,,
player,201212300sfo,crd,HoyeBr00,pass_yds,225,,,,,
player,201212300sfo,crd,HoyeBr00,pass_td,1,,,,,
player,201212300sfo,crd,HoyeBr00,pass_int,1,,,,,
player,201212300sfo,crd,HoyeBr00,pass_sacked,2,,,,,
player,201212300sfo,crd,HoyeBr00,pass_sacked_yds,18,,,,,
player,201212300sfo,crd,HoyeBr00,pass_long,53,,,,,
player,201212300sfo,crd,HoyeBr00,pass_rating,73.8,,,,,
player,201212300sfo,crd,HoyeBr00,rush_att,1,,,,,
player,201212300sfo,crd,HoyeBr00,rush_yds,6,,,,,
player,201212300sfo,crd,HoyeBr00,rush_td,0,,,,,
player,201212300sfo,crd,HoyeBr00,rush_long,6,,,,,
player,201212300sfo,crd,HoyeBr00,targets,0,,,,,
player,201212300sfo,crd,HoyeBr00,rec,0,,,,,
player,201212300sfo,crd,HoyeBr00,rec_yds,0,,,,,
player,201212300sfo,crd,HoyeBr00,rec_td,0,,,,,
player,201212300sfo,crd,HoyeBr00,rec_long,0,,,,,
player,201212300sfo,crd,HoyeBr00,fumbles,0,,,,,
player,201212300sfo,crd,HoyeBr00,fumbles_lost,0,,,,,
player,201212300sfo,crd,PoweWi00,pass_cmp,0,,,,,
player,201212300sfo,crd,PoweWi00,pass_att,0,,,,,
player,201212300sfo,crd,PoweWi00,pass_yds,0,,,,,
player,201212300sfo,crd,PoweWi00,pass_td,0,,,,,
player,201212300sfo,crd,PoweWi00,pass_int,0,,,,,
player,201212300sfo,crd,PoweWi00,pass_sacked,0,,,,,
player,201212300sfo,crd,PoweWi00,pass_sacked_yds,0,,,,,
player,201212300sfo,crd,PoweWi00,pass_long,0,,,,,
player,201212300sfo,crd,PoweWi00,pass_rating,,,,,,
player,201212300sfo,crd,PoweWi00,rush_att,14,,,,,
player,201212300sfo,crd,PoweWi00,rush_yds,52,,,,,
player,201212300sfo,crd,PoweWi00,rush_td,0,,,,,
player,201212300sfo,crd,PoweWi00,rush_long,10,,,,,
player,201212300sfo,crd,PoweWi00,targets,1,,,,,
player,201212300sfo,crd,PoweWi00,rec,1,,,,,
player,201212300sfo,crd,PoweWi00,rec_yds,-4,,,,,
