game,2012,4,20120930,201209300tam,was,"Washington Redskins",24,tam,"Tampa Bay Buccaneers",22
player,201209300tam,was,MorrAl00,pass_td,0,,,,,
player,201209300tam,was,MorrAl00,pass_int,0,,,,,
player,201209300tam,was,MorrAl00,pass_sacked,0,,,,,
player,201209300tam,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201209300tam,was,MorrAl00,pass_long,0,,,,,
player,201209300tam,was,MorrAl00,pass_rating,,,,,,
player,201209300tam,was,MorrAl00,rush_att,21,,,,,
player,201209300tam,was,MorrAl00,rush_yds,113,,,,,
player,201209300tam,was,MorrAl00,rush_td,1,,,,,
player,201209300tam,was,MorrAl00,rush_long,39,,,,,
player,201209300tam,was,MorrAl00,targets,2,,,,,
player,201209300tam,was,MorrAl00,rec,1,,,,,
player,201209300tam,was,MorrAl00,rec_yds,-4,,,,,
player,201209300tam,was,MorrAl00,rec_td,0,,,,,
player,201209300tam,was,MorrAl00,rec_long,-4,,,,,
player,201209300tam,was,MorrAl00,fumbles,0,,,,,
player,201209300tam,was,MorrAl00,fumbles_lost,0,,,,,
player,201209300tam,was,RoysEv00,pass_cmp,0,,,,,
player,201209300tam,was,RoysEv00,pass_att,0,,,,,
player,201209300tam,was,RoysEv00,pass_yds,0,,,,,
player,201209300tam,was,RoysEv00,pass_td,0,,,,,
player,201209300tam,was,RoysEv00,pass_int,0,,,,,
player,201209300tam,was,RoysEv00,pass_sacked,0,,,,,
player,201209300tam,was,RoysEv00,pass_sacked_yds,0,,,,,
player,201209300tam,was,RoysEv00,pass_long,0,,,,,
player,201209300tam,was,RoysEv00,pass_rating,,,,,,
player,201209300tam,was,RoysEv00,rush_att,2,,,,,
player,201209300tam,was,RoysEv00,rush_yds,4,,,,,
player,201209300tam,was,RoysEv00,rush_td,0,,,,,
player,201209300tam,was,RoysEv00,rush_long,3,,,,,
player,201209300tam,was,RoysEv00,targets,3,,,,,
player,201209300tam,was,RoysEv00,rec,3,,,,,
player,201209300tam,was,RoysEv00,rec_yds,15,,,,,
player,201209300tam,was,RoysEv00,rec_td,0,,,,,
player,201209300tam,was,RoysEv00,rec_long,6,,,,,
player,201209300tam,was,RoysEv00,fumbles,0,,,,,
player,201209300tam,was,RoysEv00,fumbles_lost,0,,,,,
player,201209300tam,was,DaviFr01,pass_cmp,0,,,,,
player,201209300tam,was,DaviFr01,pass_att,0,,,,,
player,201209300tam,was,DaviFr01,pass_yds,0,,,,,
player,201209300tam,was,DaviFr01,pass_td,0,,,,,
player,201209300tam,was,DaviFr01,pass_int,0,,,,,
player,201209300tam,was,DaviFr01,pass_sacked,0,,,,,
player,201209300tam,was,DaviFr01,pass_sacked_yds,0,,,,,
player,201209300tam,was,DaviFr01,pass_long,0,,,,,
player,201209300tam,was,DaviFr01,pass_rating,,,,,,
player,201209300tam,was,DaviFr01,rush_att,0,,,,,
player,201209300tam,was,DaviFr01,rush_yds,0,,,,,
player,201209300tam,was,DaviFr01,rush_td,0,,,,,
player,201209300tam,was,DaviFr01,rush_long,0,,,,,
player,201209300tam,was,DaviFr01,targets,4,,,,,
player,201209300tam,was,DaviFr01,rec,4,,,,,
player,201209300tam,was,DaviFr01,rec_yds,70,,,,,
player,201209300tam,was,DaviFr01,rec_td,0,,,,,
player,201209300tam,was,DaviFr01,rec_long,26,,,,,
player,201209300tam,was,DaviFr01,fumbles,0,,,,,
player,201209300tam,was,DaviFr01,fumbles_lost,0,,,,,
player,201209300tam,was,MorgJo00,pass_cmp,0,,,,,
player,201209300tam,was,MorgJo00,pass_att,0,,,,,
player,201209300tam,was,MorgJo00,pass_yds,0,,,,,
player,201209300tam,was,MorgJo00,pass_td,0,,,,,
player,201209300tam,was,MorgJo00,pass_int,0,,,,,
player,201209300tam,was,MorgJo00,pass_sacked,0,,,,,
player,201209300tam,was,MorgJo00,pass_sacked_yds,0,,,,,
player,201209300tam,was,MorgJo00,pass_long,0,,,,,
player,201209300tam,was,MorgJo00,pass_rating,,,,,,
player,201209300tam,was,MorgJo00,rush_att,0,,,,,
player,201209300tam,was,MorgJo00,rush_yds,0,,,,,
player,201209300tam,was,MorgJo00,rush_td,0,,,,,
player,201209300tam,was,MorgJo00,rush_long,0,,,,,
player,201209300tam,was,MorgJo00,targets,5,,,,,
player,201209300tam,was,MorgJo00,rec,4,,,,,
player,201209300tam,was,MorgJo00,rec_yds,62,,,,,
player,201209300tam,was,MorgJo00,rec_td,0,,,,,
player,201209300tam,was,MorgJo00,rec_long,17,,,,,
player,201209300tam,was,MorgJo00,fumbles,0,,,,,
player,201209300tam,was,MorgJo00,fumbles_lost,0,,,,,
player,201209300tam,was,HankLe00,pass_cmp,0,,,,,
player,201209300tam,was,HankLe00,pass_att,0,,,,,
player,201209300tam,was,HankLe00,pass_yds,0,,,,,
player,201209300tam,was,HankLe00,pass_td,0,,,,,
player,201209300tam,was,HankLe00,pass_int,0,,,,,
player,201209300tam,was,HankLe00,pass_sacked,0,,,,,
player,201209300tam,was,HankLe00,pass_sacked_yds,0,,,,,
player,201209300tam,was,HankLe00,pass_long,0,,,,,
player,201209300tam,was,HankLe00,pass_rating,,,,,,
player,201209300tam,was,HankLe00,rush_att,0,,,,,
player,201209300tam,was,HankLe00,rush_yds,0,,,,,
player,201209300tam,was,HankLe00,rush_td,0,,,,,
player,201209300tam,was,HankLe00,rush_long,0,,,,,
player,201209300tam,was,HankLe00,targets,11,,,,,
player,201209300tam,was,HankLe00,rec,7,,,,,
player,201209300tam,was,HankLe00,rec_yds,57,,,,,
player,201209300tam,was,HankLe00,rec_td,0,,,,,
player,201209300tam,was,HankLe00,rec_long,21,,,,,
player,201209300tam,was,HankLe00,fumbles,0,,,,,
player,201209300tam,was,HankLe00,fumbles_lost,0,,,,,
player,201209300tam,was,YounDa01,pass_cmp,0,,,,,
player,201209300tam,was,YounDa01,pass_att,0,,,,,
player,201209300tam,was,YounDa01,pass_yds,0,,,,,
player,201209300tam,was,YounDa01,pass_td,0,,,,,
player,201209300tam,was,YounDa01,pass_int,0,,,,,
player,201209300tam,was,YounDa01,pass_sacked,0,,,,,
player,201209300tam,was,YounDa01,pass_sacked_yds,0,,,,,
player,201209300tam,was,YounDa01,pass_long,0,,,,,
player,201209300tam,was,YounDa01,pass_rating,,,,,,
player,201209300tam,was,YounDa01,rush_att,0,,,,,
player,201209300tam,was,YounDa01,rush_yds,0,,,,,
player,201209300tam,was,YounDa01,rush_td,0,,,,,
player,201209300tam,was,YounDa01,rush_long,0,,,,,
player,201209300tam,was,YounDa01,targets,2,,,,,
player,201209300tam,was,YounDa01,rec,2,,,,,
player,201209300tam,was,YounDa01,rec_yds,40,,,,,
player,201209300tam,was,YounDa01,rec_td,0,,,,,
player,201209300tam,was,YounDa01,rec_long,24,,,,,
player,201209300tam,was,YounDa01,fumbles,0,,,,,
player,201209300tam,was,YounDa01,fumbles_lost,0,,,,,
player,201209300tam,was,MossSa00,pass_cmp,0,,,,,
player,201209300tam,was,MossSa00,pass_att,0,,,,,
player,201209300tam,was,MossSa00,pass_yds,0,,,,,
player,201209300tam,was,MossSa00,pass_td,0,,,,,
player,201209300tam,was,MossSa00,pass_int,0,,,,,
player,201209300tam,was,MossSa00,pass_sacked,0,,,,,
player,201209300tam,was,MossSa00,pass_sacked_yds,0,,,,,
player,201209300tam,was,MossSa00,pass_long,0,,,,,
player,201209300tam,was,MossSa00,pass_rating,,,,,,
player,201209300tam,was,MossSa00,rush_att,0,,,,,
player,201209300tam,was,MossSa00,rush_yds,0,,,,,
player,201209300tam,was,MossSa00,rush_td,0,,,,,
player,201209300tam,was,MossSa00,rush_long,0,,,,,
player,201209300tam,was,MossSa00,targets,4,,,,,
player,201209300tam,was,MossSa00,rec,3,,,,,
player,201209300tam,was,MossSa00,rec_yds,33,,,,,
player,201209300tam,was,MossSa00,rec_td,0,,,,,
player,201209300tam,was,MossSa00,rec_long,15,,,,,
player,201209300tam,was,MossSa00,fumbles,0,,,,,
player,201209300tam,was,MossSa00,fumbles_lost,0,,,,,
player,201209300tam,was,PaulNi00,pass_cmp,0,,,,,
player,201209300tam,was,PaulNi00,pass_att,0,,,,,
player,201209300tam,was,PaulNi00,pass_yds,0,,,,,
player,201209300tam,was,PaulNi00,pass_td,0,,,,,
player,201209300tam,was,PaulNi00,pass_int,0,,,,,
player,201209300tam,was,PaulNi00,pass_sacked,0,,,,,
player,201209300tam,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201209300tam,was,PaulNi00,pass_long,0,,,,,
player,201209300tam,was,PaulNi00,pass_rating,,,,,,
player,201209300tam,was,PaulNi00,rush_att,0,,,,,
player,201209300tam,was,PaulNi00,rush_yds,0,,,,,
player,201209300tam,was,PaulNi00,rush_td,0,,,,,
player,201209300tam,was,PaulNi00,rush_long,0,,,,,
player,201209300tam,was,PaulNi00,targets,2,,,,,
player,201209300tam,was,PaulNi00,rec,1,,,,,
player,201209300tam,was,PaulNi00,rec_yds,30,,,,,
player,201209300tam,was,PaulNi00,rec_td,0,,,,,
player,201209300tam,was,PaulNi00,rec_long,30,,,,,
player,201209300tam,was,PaulNi00,fumbles,0,,,,,
player,201209300tam,was,PaulNi00,fumbles_lost,0,,,,,
player,201209300tam,was,GarcPi00,pass_cmp,0,,,,,
player,201209300tam,was,GarcPi00,pass_att,0,,,,,
player,201209300tam,was,GarcPi00,pass_yds,0,,,,,
player,201209300tam,was,GarcPi00,pass_td,0,,,,,
player,201209300tam,was,GarcPi00,pass_int,0,,,,,
player,201209300tam,was,GarcPi00,pass_sacked,0,,,,,
player,201209300tam,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201209300tam,was,GarcPi00,pass_long,0,,,,,
player,201209300tam,was,GarcPi00,pass_rating,,,,,,
player,201209300tam,was,GarcPi00,rush_att,0,,,,,
player,201209300tam,was,GarcPi00,rush_yds,0,,,,,
player,201209300tam,was,GarcPi00,rush_td,0,,,,,
player,201209300tam,was,GarcPi00,rush_long,0,,,,,
player,201209300tam,was,GarcPi00,targets,1,,,,,
player,201209300tam,was,GarcPi00,rec,1,,,,,
player,201209300tam,was,GarcPi00,rec_yds,20,,,,,
player,201209300tam,was,GarcPi00,rec_td,0,,,,,
player,201209300tam,was,GarcPi00,rec_long,20,,,,,
player,201209300tam,was,GarcPi00,fumbles,0,,,,,
player,201209300tam,was,GarcPi00,fumbles_lost,0,,,,,
player,201209300tam,tam,FreeJo00,pass_cmp,24,,,,,
player,201209300tam,tam,FreeJo00,pass_att,39,,,,,
player,201209300tam,tam,FreeJo00,pass_yds,299,,,,,
player,201209300tam,tam,FreeJo00,pass_td,1,,,,,
player,201209300tam,tam,FreeJo00,pass_int,1,,,,,
player,201209300tam,tam,FreeJo00,pass_sacked,1,,,,,
player,201209300tam,tam,FreeJo00,pass_sacked_yds,6,,,,,
player,201209300tam,tam,FreeJo00,pass_long,65,,,,,
player,201209300tam,tam,FreeJo00,pass_rating,83.2,,,,,
player,201209300tam,tam,FreeJo00,rush_att,2,,,,,
player,201209300tam,tam,FreeJo00,rush_yds,8,,,,,
player,201209300tam,tam,FreeJo00,rush_td,0,,,,,
player,201209300tam,tam,FreeJo00,rush_long,5,,,,,
player,201209300tam,tam,FreeJo00,targets,0,,,,,
player,201209300tam,tam,FreeJo00,rec,0,,,,,
player,201209300tam,tam,FreeJo00,rec_yds,0,,,,,
player,201209300tam,tam,FreeJo00,rec_td,0,,,,,
player,201209300tam,tam,FreeJo00,rec_long,0,,,,,
player,201209300tam,tam,FreeJo00,fumbles,0,,,,,
player,201209300tam,tam,FreeJo00,fumbles_lost,0,,,,,
player,201209300tam,tam,MartDo00,pass_cmp,0,,,,,
player,201209300tam,tam,MartDo00,pass_att,0,,,,,
player,201209300tam,tam,MartDo00,pass_yds,0,,,,,
player,201209300tam,tam,MartDo00,pass_td,0,,,,,
player,201209300tam,tam,MartDo00,pass_int,0,,,,,
player,201209300tam,tam,MartDo00,pass_sacked,0,,,,,
player,201209300tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201209300tam,tam,MartDo00,pass_long,0,,,,,
player,201209300tam,tam,MartDo00,pass_rating,,,,,,
player,201209300tam,tam,MartDo00,rush_att,8,,,,,
player,201209300tam,tam,MartDo00,rush_yds,33,,,,,
player,201209300tam,tam,MartDo00,rush_td,0,,,,,
player,201209300tam,tam,MartDo00,rush_long,10,,,,,
player,201209300tam,tam,MartDo00,targets,5,,,,,
player,201209300tam,tam,MartDo00,rec,2,,,,,
player,201209300tam,tam,MartDo00,rec_yds,9,,,,,
player,201209300tam,tam,MartDo00,rec_td,0,,,,,
player,201209300tam,tam,MartDo00,rec_long,6,,,,,
player,201209300tam,tam,MartDo00,fumbles,0,,,,,
player,201209300tam,tam,MartDo00,fumbles_lost,0,,,,,
player,201209300tam,tam,BlouLe00,pass_cmp,0,,,,,
player,201209300tam,tam,BlouLe00,pass_att,0,,,,,
player,201209300tam,tam,BlouLe00,pass_yds,0,,,,,
player,201209300tam,tam,BlouLe00,pass_td,0,,,,,
player,201209300tam,tam,BlouLe00,pass_int,0,,,,,
player,201209300tam,tam,BlouLe00,pass_sacked,0,,,,,
player,201209300tam,tam,BlouLe00,pass_sacked_yds,0,,,,,
player,201209300tam,tam,BlouLe00,pass_long,0,,,,,
player,201209300tam,tam,BlouLe00,pass_rating,,,,,,
player,201209300tam,tam,BlouLe00,rush_att,6,,,,,
player,201209300tam,tam,BlouLe00,rush_yds,17,,,,,
player,201209300tam,tam,BlouLe00,rush_td,1,,,,,
player,201209300tam,tam,BlouLe00,rush_long,6,,,,,
player,201209300tam,tam,BlouLe00,targets,0,,,,,
player,201209300tam,tam,BlouLe00,rec,0,,,,,
player,201209300tam,tam,BlouLe00,rec_yds,0,,,,,
player,201209300tam,tam,BlouLe00,rec_td,0,,,,,
player,201209300tam,tam,BlouLe00,rec_long,0,,,,,
player,201209300tam,tam,BlouLe00,fumbles,0,,,,,
player,201209300tam,tam,BlouLe00,fumbles_lost,0,,,,,
player,201209300tam,tam,WareDa00,pass_cmp,0,,,,,
player,201209300tam,tam,WareDa00,pass_att,0,,,,,
player,201209300tam,tam,WareDa00,pass_yds,0,,,,,
player,201209300tam,tam,WareDa00,pass_td,0,,,,,
player,201209300tam,tam,WareDa00,pass_int,0,,,,,
player,201209300tam,tam,WareDa00,pass_sacked,0,,,,,
player,201209300tam,tam,WareDa00,pass_sacked_yds,0,,,,,
player,201209300tam,tam,WareDa00,pass_long,0,,,,,
player,201209300tam,tam,WareDa00,pass_rating,,,,,,
player,201209300tam,tam,WareDa00,rush_att,1,,,,,
player,201209300tam,tam,WareDa00,rush_yds,17,,,,,
player,201209300tam,tam,WareDa00,rush_td,0,,,,,
player,201209300tam,tam,WareDa00,rush_long,17,,,,,
player,201209300tam,tam,WareDa00,targets,2,,,,,
player,201209300tam,tam,WareDa00,rec,2,,,,,
player,201209300tam,tam,WareDa00,rec_yds,-2,,,,,
player,201209300tam,tam,WareDa00,rec_td,0,,,,,
player,201209300tam,tam,WareDa00,rec_long,5,,,,,
player,201209300tam,tam,WareDa00,fumbles,0,,,,,
player,201209300tam,tam,WareDa00,fumbles_lost,0,,,,,
player,201209300tam,tam,BennAr00,pass_cmp,0,,,,,
player,201209300tam,tam,BennAr00,pass_att,0,,,,,
player,201209300tam,tam,BennAr00,pass_yds,0,,,,,
player,201209300tam,tam,BennAr00,pass_td,0,,,,,
player,201209300tam,tam,BennAr00,pass_int,0,,,,,
player,201209300tam,tam,BennAr00,pass_sacked,0,,,,,
player,201209300tam,tam,BennAr00,pass_sacked_yds,0,,,,,
player,201209300tam,tam,BennAr00,pass_long,0,,,,,
player,201209300tam,tam,BennAr00,pass_rating,,,,,,
player,201209300tam,tam,BennAr00,rush_att,1,,,,,
player,201209300tam,tam,BennAr00,rush_yds,5,,,,,
player,201209300tam,tam,BennAr00,rush_td,0,,,,,
player,201209300tam,tam,BennAr00,rush_long,5,,,,,
player,201209300tam,tam,BennAr00,targets,4,,,,,
player,201209300tam,tam,BennAr00,rec,3,,,,,
player,201209300tam,tam,BennAr00,rec_yds,18,,,,,
player,201209300tam,tam,BennAr00,rec_td,0,,,,,
player,201209300tam,tam,BennAr00,rec_long,9,,,,,
player,201209300tam,tam,BennAr00,fumbles,0,,,,,
player,201209300tam,tam,BennAr00,fumbles_lost,0,,,,,
player,201209300tam,tam,WillMi04,pass_cmp,0,,,,,
player,201209300tam,tam,WillMi04,pass_att,0,,,,,
player,201209300tam,tam,WillMi04,pass_yds,0,,,,,
player,201209300tam,tam,WillMi04,pass_td,0,,,,,
player,201209300tam,tam,WillMi04,pass_int,0,,,,,
player,201209300tam,tam,WillMi04,pass_sacked,0,,,,,
player,201209300tam,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201209300tam,tam,WillMi04,pass_long,0,,,,,
player,201209300tam,tam,WillMi04,pass_rating,,,,,,
player,201209300tam,tam,WillMi04,rush_att,0,,,,,
player,201209300tam,tam,WillMi04,rush_yds,0,,,,,
player,201209300tam,tam,WillMi04,rush_td,0,,,,,
player,201209300tam,tam,WillMi04,rush_long,0,,,,,
player,201209300tam,tam,WillMi04,targets,8,,,,,
player,201209300tam,tam,WillMi04,rec,4,,,,,
player,201209300tam,tam,WillMi04,rec_yds,115,,,,,
player,201209300tam,tam,WillMi04,rec_td,0,,,,,
player,201209300tam,tam,WillMi04,rec_long,65,,,,,
player,201209300tam,tam,WillMi04,fumbles,0,,,,,
player,201209300tam,tam,WillMi04,fumbles_lost,0,,,,,
player,201209300tam,tam,JackVi00,pass_cmp,0,,,,,
player,201209300tam,tam,JackVi00,pass_att,0,,,,,
player,201209300tam,tam,JackVi00,pass_yds,0,,,,,
player,201209300tam,tam,JackVi00,pass_td,0,,,,,
player,201209300tam,tam,JackVi00,pass_int,0,,,,,
player,201209300tam,tam,JackVi00,pass_sacked,0,,,,,
player,201209300tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201209300tam,tam,JackVi00,pass_long,0,,,,,
player,201209300tam,tam,JackVi00,pass_rating,,,,,,
player,201209300tam,tam,JackVi00,rush_att,0,,,,,
player,201209300tam,tam,JackVi00,rush_yds,0,,,,,
player,201209300tam,tam,JackVi00,rush_td,0,,,,,
player,201209300tam,tam,JackVi00,rush_long,0,,,,,
player,201209300tam,tam,JackVi00,targets,11,,,,,
player,201209300tam,tam,JackVi00,rec,6,,,,,
player,201209300tam,tam,JackVi00,rec_yds,100,,,,,
player,201209300tam,tam,JackVi00,rec_td,1,,,,,
player,201209300tam,tam,JackVi00,rec_long,54,,,,,
player,201209300tam,tam,JackVi00,fumbles,0,,,,,
player,201209300tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201209300tam,tam,UndeTi00,pass_cmp,0,,,,,
player,201209300tam,tam,UndeTi00,pass_att,0,,,,,
player,201209300tam,tam,UndeTi00,pass_yds,0,,,,,
player,201209300tam,tam,UndeTi00,pass_td,0,,,,,
player,201209300tam,tam,UndeTi00,pass_int,0,,,,,
player,201209300tam,tam,UndeTi00,pass_sacked,0,,,,,
player,201209300tam,tam,UndeTi00,pass_sacked_yds,0,,,,,
player,201209300tam,tam,UndeTi00,pass_long,0,,,,,
player,201209300tam,tam,UndeTi00,pass_rating,,,,,,
player,201209300tam,tam,UndeTi00,rush_att,0,,,,,
player,201209300tam,tam,UndeTi00,rush_yds,0,,,,,
player,201209300tam,tam,UndeTi00,rush_td,0,,,,,
player,201209300tam,tam,UndeTi00,rush_long,0,,,,,
player,201209300tam,tam,UndeTi00,targets,3,,,,,
player,201209300tam,tam,UndeTi00,rec,3,,,,,
player,201209300tam,tam,UndeTi00,rec_yds,39,,,,,
player,201209300tam,tam,UndeTi00,rec_td,0,,,,,
player,201209300tam,tam,UndeTi00,rec_long,19,,,,,
player,201209300tam,tam,UndeTi00,fumbles,0,,,,,
player,201209300tam,tam,UndeTi00,fumbles_lost,0,,,,,
player,201209300tam,tam,ClarDa00,pass_cmp,0,,,,,
player,201209300tam,tam,ClarDa00,pass_att,0,,,,,
player,201209300tam,tam,ClarDa00,pass_yds,0,,,,,
player,201209300tam,tam,ClarDa00,pass_td,0,,,,,
player,201209300tam,tam,ClarDa00,pass_int,0,,,,,
player,201209300tam,tam,ClarDa00,pass_sacked,0,,,,,
player,201209300tam,tam,ClarDa00,pass_sacked_yds,0,,,,,
player,201209300tam,tam,ClarDa00,pass_long,0,,,,,
player,201209300tam,tam,ClarDa00,pass_rating,,,,,,
player,201209300tam,tam,ClarDa00,rush_att,0,,,,,
player,201209300tam,tam,ClarDa00,rush_yds,0,,,,,
player,201209300tam,tam,ClarDa00,rush_td,0,,,,,
player,201209300tam,tam,ClarDa00,rush_long,0,,,,,
player,201209300tam,tam,ClarDa00,targets,4,,,,,
player,201209300tam,tam,ClarDa00,rec,3,,,,,
player,201209300tam,tam,ClarDa00,rec_yds,15,,,,,
player,201209300tam,tam,ClarDa00,rec_td,0,,,,,
player,201209300tam,tam,ClarDa00,rec_long,6,,,,,
player,201209300tam,tam,ClarDa00,fumbles,0,,,,,
player,201209300tam,tam,ClarDa00,fumbles_lost,0,,,,,
player,201209300tam,tam,StocLu00,pass_cmp,0,,,,,
player,201209300tam,tam,StocLu00,pass_att,0,,,,,
player,201209300tam,tam,StocLu00,pass_yds,0,,,,,
player,201209300tam,tam,StocLu00,pass_td,0,,,,,
player,201209300tam,tam,StocLu00,pass_int,0,,,,,
player,201209300tam,tam,StocLu00,pass_sacked,0,,,,,
player,201209300tam,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201209300tam,tam,StocLu00,pass_long,0,,,,,
player,201209300tam,tam,StocLu00,pass_rating,,,,,,
player,201209300tam,tam,StocLu00,rush_att,0,,,,,
player,201209300tam,tam,StocLu00,rush_yds,0,,,,,
player,201209300tam,tam,StocLu00,rush_td,0,,,,,
player,201209300tam,tam,StocLu00,rush_long,0,,,,,
player,201209300tam,tam,StocLu00,targets,2,,,,,
player,201209300tam,tam,StocLu00,rec,1,,,,,
player,201209300tam,tam,StocLu00,rec_yds,5,,,,,
player,201209300tam,tam,StocLu00,rec_td,0,,,,,
player,201209300tam,tam,StocLu00,rec_long,5,,,,,
player,201209300tam,tam,StocLu00,fumbles,0,,,,,
player,201209300tam,tam,StocLu00,fumbles_lost,0,,,,,
player,201209300tam,was,HallDe99,def_int,1,,,,,
player,201209300tam,was,HallDe99,def_int_yds,13,,,,,
player,201209300tam,was,HallDe99,def_int_td,0,,,,,
player,201209300tam,was,HallDe99,def_int_long,13,,,,,
player,201209300tam,was,HallDe99,pass_defended,2,,,,,
player,201209300tam,was,HallDe99,sacks,0.0,,,,,
player,201209300tam,was,HallDe99,tackles_combined,5,,,,,
player,201209300tam,was,HallDe99,tackles_solo,5,,,,,
player,201209300tam,was,HallDe99,tackles_assists,0,,,,,
player,201209300tam,was,HallDe99,tackles_loss,0,,,,,
player,201209300tam,was,HallDe99,qb_hits,0,,,,,
player,201209300tam,was,HallDe99,fumbles_rec,0,,,,,
player,201209300tam,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201209300tam,was,HallDe99,fumbles_rec_td,0,,,,,
player,201209300tam,was,HallDe99,fumbles_forced,0,,,,,
player,201209300tam,was,KerrRy00,def_int,0,,,,,
player,201209300tam,was,KerrRy00,def_int_yds,0,,,,,
player,201209300tam,was,KerrRy00,def_int_td,0,,,,,
player,201209300tam,was,KerrRy00,def_int_long,0,,,,,
player,201209300tam,was,KerrRy00,pass_defended,1,,,,,
player,201209300tam,was,KerrRy00,sacks,1.0,,,,,
player,201209300tam,was,KerrRy00,tackles_combined,3,,,,,
player,201209300tam,was,KerrRy00,tackles_solo,3,,,,,
player,201209300tam,was,KerrRy00,tackles_assists,0,,,,,
player,201209300tam,was,KerrRy00,tackles_loss,2,,,,,
player,201209300tam,was,KerrRy00,qb_hits,1,,,,,
player,201209300tam,was,KerrRy00,fumbles_rec,0,,,,,
player,201209300tam,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201209300tam,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201209300tam,was,KerrRy00,fumbles_forced,0,,,,,
player,201209300tam,was,WillMa20,def_int,0,,,,,
player,201209300tam,was,WillMa20,def_int_yds,0,,,,,
player,201209300tam,was,WillMa20,def_int_td,0,,,,,
player,201209300tam,was,WillMa20,def_int_long,0,,,,,
player,201209300tam,was,WillMa20,pass_defended,1,,,,,
player,201209300tam,was,WillMa20,sacks,0.0,,,,,
player,201209300tam,was,WillMa20,tackles_combined,7,,,,,
player,201209300tam,was,WillMa20,tackles_solo,7,,,,,
player,201209300tam,was,WillMa20,tackles_assists,0,,,,,
player,201209300tam,was,WillMa20,tackles_loss,0,,,,,
player,201209300tam,was,WillMa20,qb_hits,0,,,,,
player,201209300tam,was,WillMa20,fumbles_rec,0,,,,,
player,201209300tam,was,WillMa20,fumbles_rec_yds,0,,,,,
player,201209300tam,was,WillMa20,fumbles_rec_td,0,,,,,
