game,2012,5,20121007,201210070car,sea,"Seattle Seahawks",16,car,"Carolina Panthers",12
team,201210070car,sea,First Downs,17,,,,,,
team,201210070car,car,First Downs,13,,,,,,
team,201210070car,sea,Rush-Yds-TDs,35-98-0,,,,,,
team,201210070car,car,Rush-Yds-TDs,19-82-0,,,,,,
team,201210070car,sea,Cmp-Att-Yd-TD-INT,19-25-221-1-2,,,,,,
team,201210070car,car,Cmp-Att-Yd-TD-INT,12-29-141-0-0,,,,,,
team,201210070car,sea,Sacked-Yards,2-9,,,,,,
team,201210070car,car,Sacked-Yards,4-33,,,,,,
team,201210070car,sea,Net Pass Yards,212,,,,,,
team,201210070car,car,Net Pass Yards,108,,,,,,
team,201210070car,sea,Total Yards,310,,,,,,
team,201210070car,car,Total Yards,190,,,,,,
team,201210070car,sea,Fumbles-Lost,1-1,,,,,,
team,201210070car,car,Fumbles-Lost,3-2,,,,,,
team,201210070car,sea,Turnovers,3,,,,,,
team,201210070car,car,Turnovers,2,,,,,,
team,201210070car,sea,Penalties-Yards,7-65,,,,,,
team,201210070car,car,Penalties-Yards,3-25,,,,,,
team,201210070car,sea,Third Down Conv.,7-14,,,,,,
team,201210070car,car,Third Down Conv.,2-11,,,,,,
team,201210070car,sea,Fourth Down Conv.,0-1,,,,,,
team,201210070car,car,Fourth Down Conv.,0-1,,,,,,
team,201210070car,sea,Time of Possession,35:37,,,,,,
team,201210070car,car,Time of Possession,24:23,,,,,,
player,201210070car,sea,WilsRu00,pass_cmp,19,,,,,
player,201210070car,sea,WilsRu00,pass_att,25,,,,,
player,201210070car,sea,WilsRu00,pass_yds,221,,,,,
player,201210070car,sea,WilsRu00,pass_td,1,,,,,
player,201210070car,sea,WilsRu00,pass_int,2,,,,,
player,201210070car,sea,WilsRu00,pass_sacked,2,,,,,
player,201210070car,sea,WilsRu00,pass_sacked_yds,9,,,,,
player,201210070car,sea,WilsRu00,pass_long,30,,,,,
player,201210070car,sea,WilsRu00,pass_rating,82.2,,,,,
player,201210070car,sea,WilsRu00,rush_att,5,,,,,
player,201210070car,sea,WilsRu00,rush_yds,12,,,,,
player,201210070car,sea,WilsRu00,rush_td,0,,,,,
player,201210070car,sea,WilsRu00,rush_long,9,,,,,
player,201210070car,sea,WilsRu00,targets,0,,,,,
player,201210070car,sea,WilsRu00,rec,0,,,,,
player,201210070car,sea,WilsRu00,rec_yds,0,,,,,
player,201210070car,sea,WilsRu00,rec_td,0,,,,,
player,201210070car,sea,WilsRu00,rec_long,0,,,,,
