game,2012,6,20121014,201210140phi,det,"Detroit Lions",26,phi,"Philadelphia Eagles",23
team,201210140phi,det,First Downs,25,,,,,,
team,201210140phi,phi,First Downs,24,,,,,,
team,201210140phi,det,Rush-Yds-TDs,28-138-1,,,,,,
team,201210140phi,phi,Rush-Yds-TDs,29-71-0,,,,,,
team,201210140phi,det,Cmp-Att-Yd-TD-INT,22-45-311-1-1,,,,,,
team,201210140phi,phi,Cmp-Att-Yd-TD-INT,28-46-311-2-2,,,,,,
team,201210140phi,det,Sacked-Yards,0-0,,,,,,
team,201210140phi,phi,Sacked-Yards,3-25,,,,,,
team,201210140phi,det,Net Pass Yards,311,,,,,,
team,201210140phi,phi,Net Pass Yards,286,,,,,,
team,201210140phi,det,Total Yards,449,,,,,,
team,201210140phi,phi,Total Yards,357,,,,,,
team,201210140phi,det,Fumbles-Lost,1-0,,,,,,
team,201210140phi,phi,Fumbles-Lost,2-1,,,,,,
team,201210140phi,det,Turnovers,1,,,,,,
team,201210140phi,phi,Turnovers,3,,,,,,
team,201210140phi,det,Penalties-Yards,16-132,,,,,,
team,201210140phi,phi,Penalties-Yards,9-60,,,,,,
team,201210140phi,det,Third Down Conv.,3-13,,,,,,
team,201210140phi,phi,Third Down Conv.,8-17,,,,,,
team,201210140phi,det,Fourth Down Conv.,0-0,,,,,,
team,201210140phi,phi,Fourth Down Conv.,0-0,,,,,,
team,201210140phi,det,Time of Possession,30:41,,,,,,
team,201210140phi,phi,Time of Possession,33:19,,,,,,
player,201210140phi,det,StafMa00,pass_cmp,22,,,,,
player,201210140phi,det,StafMa00,pass_att,45,,,,,
player,201210140phi,det,StafMa00,pass_yds,311,,,,,
player,201210140phi,det,StafMa00,pass_td,1,,,,,
player,201210140phi,det,StafMa00,pass_int,1,,,,,
player,201210140phi,det,StafMa00,pass_sacked,0,,,,,
player,201210140phi,det,StafMa00,pass_sacked_yds,0,,,,,
player,201210140phi,det,StafMa00,pass_long,57,,,,,
player,201210140phi,det,StafMa00,pass_rating,69.8,,,,,
player,201210140phi,det,StafMa00,rush_att,3,,,,,
player,201210140phi,det,StafMa00,rush_yds,7,,,,,
player,201210140phi,det,StafMa00,rush_td,1,,,,,
player,201210140phi,det,StafMa00,rush_long,3,,,,,
player,201210140phi,det,StafMa00,targets,0,,,,,
player,201210140phi,det,StafMa00,rec,0,,,,,
player,201210140phi,det,StafMa00,rec_yds,0,,,,,
player,201210140phi,det,StafMa00,rec_td,0,,,,,
player,201210140phi,det,StafMa00,rec_long,0,,,,,
player,201210140phi,det,StafMa00,fumbles,0,,,,,
player,201210140phi,det,StafMa00,fumbles_lost,0,,,,,
player,201210140phi,det,LeshMi00,pass_cmp,0,,,,,
player,201210140phi,det,LeshMi00,pass_att,0,,,,,
player,201210140phi,det,LeshMi00,pass_yds,0,,,,,
player,201210140phi,det,LeshMi00,pass_td,0,,,,,
player,201210140phi,det,LeshMi00,pass_int,0,,,,,
player,201210140phi,det,LeshMi00,pass_sacked,0,,,,,
player,201210140phi,det,LeshMi00,pass_sacked_yds,0,,,,,
player,201210140phi,det,LeshMi00,pass_long,0,,,,,
player,201210140phi,det,LeshMi00,pass_rating,,,,,,
player,201210140phi,det,LeshMi00,rush_att,15,,,,,
player,201210140phi,det,LeshMi00,rush_yds,70,,,,,
player,201210140phi,det,LeshMi00,rush_td,0,,,,,
player,201210140phi,det,LeshMi00,rush_long,14,,,,,
player,201210140phi,det,LeshMi00,targets,4,,,,,
player,201210140phi,det,LeshMi00,rec,3,,,,,
player,201210140phi,det,LeshMi00,rec_yds,24,,,,,
player,201210140phi,det,LeshMi00,rec_td,0,,,,,
player,201210140phi,det,LeshMi00,rec_long,13,,,,,
player,201210140phi,det,LeshMi00,fumbles,0,,,,,
player,201210140phi,det,LeshMi00,fumbles_lost,0,,,,,
player,201210140phi,det,BellJo01,pass_cmp,0,,,,,
player,201210140phi,det,BellJo01,pass_att,0,,,,,
player,201210140phi,det,BellJo01,pass_yds,0,,,,,
player,201210140phi,det,BellJo01,pass_td,0,,,,,
player,201210140phi,det,BellJo01,pass_int,0,,,,,
player,201210140phi,det,BellJo01,pass_sacked,0,,,,,
player,201210140phi,det,BellJo01,pass_sacked_yds,0,,,,,
player,201210140phi,det,BellJo01,pass_long,0,,,,,
player,201210140phi,det,BellJo01,pass_rating,,,,,,
player,201210140phi,det,BellJo01,rush_att,7,,,,,
player,201210140phi,det,BellJo01,rush_yds,38,,,,,
player,201210140phi,det,BellJo01,rush_td,0,,,,,
player,201210140phi,det,BellJo01,rush_long,13,,,,,
player,201210140phi,det,BellJo01,targets,2,,,,,
player,201210140phi,det,BellJo01,rec,1,,,,,
player,201210140phi,det,BellJo01,rec_yds,3,,,,,
player,201210140phi,det,BellJo01,rec_td,0,,,,,
player,201210140phi,det,BellJo01,rec_long,3,,,,,
player,201210140phi,det,BellJo01,fumbles,0,,,,,
player,201210140phi,det,BellJo01,fumbles_lost,0,,,,,
player,201210140phi,det,BurlNa00,pass_cmp,0,,,,,
player,201210140phi,det,BurlNa00,pass_att,0,,,,,
player,201210140phi,det,BurlNa00,pass_yds,0,,,,,
player,201210140phi,det,BurlNa00,pass_td,0,,,,,
player,201210140phi,det,BurlNa00,pass_int,0,,,,,
player,201210140phi,det,BurlNa00,pass_sacked,0,,,,,
player,201210140phi,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201210140phi,det,BurlNa00,pass_long,0,,,,,
player,201210140phi,det,BurlNa00,pass_rating,,,,,,
player,201210140phi,det,BurlNa00,rush_att,2,,,,,
player,201210140phi,det,BurlNa00,rush_yds,22,,,,,
player,201210140phi,det,BurlNa00,rush_td,0,,,,,
player,201210140phi,det,BurlNa00,rush_long,16,,,,,
player,201210140phi,det,BurlNa00,targets,9,,,,,
player,201210140phi,det,BurlNa00,rec,4,,,,,
player,201210140phi,det,BurlNa00,rec_yds,24,,,,,
player,201210140phi,det,BurlNa00,rec_td,1,,,,,
player,201210140phi,det,BurlNa00,rec_long,17,,,,,
player,201210140phi,det,BurlNa00,fumbles,0,,,,,
player,201210140phi,det,BurlNa00,fumbles_lost,0,,,,,
player,201210140phi,det,WillKe03,pass_cmp,0,,,,,
player,201210140phi,det,WillKe03,pass_att,0,,,,,
player,201210140phi,det,WillKe03,pass_yds,0,,,,,
player,201210140phi,det,WillKe03,pass_td,0,,,,,
player,201210140phi,det,WillKe03,pass_int,0,,,,,
player,201210140phi,det,WillKe03,pass_sacked,0,,,,,
player,201210140phi,det,WillKe03,pass_sacked_yds,0,,,,,
player,201210140phi,det,WillKe03,pass_long,0,,,,,
player,201210140phi,det,WillKe03,pass_rating,,,,,,
player,201210140phi,det,WillKe03,rush_att,1,,,,,
player,201210140phi,det,WillKe03,rush_yds,1,,,,,
player,201210140phi,det,WillKe03,rush_td,0,,,,,
player,201210140phi,det,WillKe03,rush_long,1,,,,,
player,201210140phi,det,WillKe03,targets,0,,,,,
player,201210140phi,det,WillKe03,rec,0,,,,,
player,201210140phi,det,WillKe03,rec_yds,0,,,,,
player,201210140phi,det,WillKe03,rec_td,0,,,,,
player,201210140phi,det,WillKe03,rec_long,0,,,,,
player,201210140phi,det,WillKe03,fumbles,0,,,,,
player,201210140phi,det,WillKe03,fumbles_lost,0,,,,,
player,201210140phi,det,JohnCa00,pass_cmp,0,,,,,
player,201210140phi,det,JohnCa00,pass_att,0,,,,,
player,201210140phi,det,JohnCa00,pass_yds,0,,,,,
player,201210140phi,det,JohnCa00,pass_td,0,,,,,
player,201210140phi,det,JohnCa00,pass_int,0,,,,,
player,201210140phi,det,JohnCa00,pass_sacked,0,,,,,
player,201210140phi,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201210140phi,det,JohnCa00,pass_long,0,,,,,
player,201210140phi,det,JohnCa00,pass_rating,,,,,,
player,201210140phi,det,JohnCa00,rush_att,0,,,,,
player,201210140phi,det,JohnCa00,rush_yds,0,,,,,
player,201210140phi,det,JohnCa00,rush_td,0,,,,,
player,201210140phi,det,JohnCa00,rush_long,0,,,,,
player,201210140phi,det,JohnCa00,targets,13,,,,,
player,201210140phi,det,JohnCa00,rec,6,,,,,
player,201210140phi,det,JohnCa00,rec_yds,135,,,,,
player,201210140phi,det,JohnCa00,rec_td,0,,,,,
player,201210140phi,det,JohnCa00,rec_long,37,,,,,
player,201210140phi,det,JohnCa00,fumbles,0,,,,,
player,201210140phi,det,JohnCa00,fumbles_lost,0,,,,,
player,201210140phi,det,ScheTo00,pass_cmp,0,,,,,
player,201210140phi,det,ScheTo00,pass_att,0,,,,,
player,201210140phi,det,ScheTo00,pass_yds,0,,,,,
player,201210140phi,det,ScheTo00,pass_td,0,,,,,
player,201210140phi,det,ScheTo00,pass_int,0,,,,,
player,201210140phi,det,ScheTo00,pass_sacked,0,,,,,
player,201210140phi,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201210140phi,det,ScheTo00,pass_long,0,,,,,
player,201210140phi,det,ScheTo00,pass_rating,,,,,,
player,201210140phi,det,ScheTo00,rush_att,0,,,,,
player,201210140phi,det,ScheTo00,rush_yds,0,,,,,
player,201210140phi,det,ScheTo00,rush_td,0,,,,,
player,201210140phi,det,ScheTo00,rush_long,0,,,,,
player,201210140phi,det,ScheTo00,targets,5,,,,,
player,201210140phi,det,ScheTo00,rec,3,,,,,
player,201210140phi,det,ScheTo00,rec_yds,81,,,,,
player,201210140phi,det,ScheTo00,rec_td,0,,,,,
player,201210140phi,det,ScheTo00,rec_long,57,,,,,
player,201210140phi,det,ScheTo00,fumbles,0,,,,,
player,201210140phi,det,ScheTo00,fumbles_lost,0,,,,,
player,201210140phi,det,PettBr00,pass_cmp,0,,,,,
player,201210140phi,det,PettBr00,pass_att,0,,,,,
player,201210140phi,det,PettBr00,pass_yds,0,,,,,
player,201210140phi,det,PettBr00,pass_td,0,,,,,
player,201210140phi,det,PettBr00,pass_int,0,,,,,
player,201210140phi,det,PettBr00,pass_sacked,0,,,,,
player,201210140phi,det,PettBr00,pass_sacked_yds,0,,,,,
player,201210140phi,det,PettBr00,pass_long,0,,,,,
player,201210140phi,det,PettBr00,pass_rating,,,,,,
player,201210140phi,det,PettBr00,rush_att,0,,,,,
player,201210140phi,det,PettBr00,rush_yds,0,,,,,
