game,2012,17,20121230,201212300nyg,phi,"Philadelphia Eagles",7,nyg,"New York Giants",42
team,201212300nyg,phi,First Downs,18,,,,,,
team,201212300nyg,nyg,First Downs,32,,,,,,
team,201212300nyg,phi,Rush-Yds-TDs,27-110-0,,,,,,
team,201212300nyg,nyg,Rush-Yds-TDs,35-185-1,,,,,,
team,201212300nyg,phi,Cmp-Att-Yd-TD-INT,21-37-211-1-1,,,,,,
team,201212300nyg,nyg,Cmp-Att-Yd-TD-INT,14-22-223-5-0,,,,,,
team,201212300nyg,phi,Sacked-Yards,1-4,,,,,,
team,201212300nyg,nyg,Sacked-Yards,1-11,,,,,,
team,201212300nyg,phi,Net Pass Yards,207,,,,,,
team,201212300nyg,nyg,Net Pass Yards,212,,,,,,
team,201212300nyg,phi,Total Yards,317,,,,,,
team,201212300nyg,nyg,Total Yards,397,,,,,,
team,201212300nyg,phi,Fumbles-Lost,1-0,,,,,,
team,201212300nyg,nyg,Fumbles-Lost,0-0,,,,,,
team,201212300nyg,phi,Turnovers,1,,,,,,
team,201212300nyg,nyg,Turnovers,0,,,,,,
team,201212300nyg,phi,Penalties-Yards,6-52,,,,,,
team,201212300nyg,nyg,Penalties-Yards,1-5,,,,,,
team,201212300nyg,phi,Third Down Conv.,4-14,,,,,,
team,201212300nyg,nyg,Third Down Conv.,5-8,,,,,,
team,201212300nyg,phi,Fourth Down Conv.,2-4,,,,,,
team,201212300nyg,nyg,Fourth Down Conv.,0-0,,,,,,
team,201212300nyg,phi,Time of Possession,28:27,,,,,,
team,201212300nyg,nyg,Time of Possession,31:33,,,,,,
player,201212300nyg,phi,VickMi00,pass_cmp,19,,,,,
player,201212300nyg,phi,VickMi00,pass_att,35,,,,,
player,201212300nyg,phi,VickMi00,pass_yds,197,,,,,
player,201212300nyg,phi,VickMi00,pass_td,1,,,,,
player,201212300nyg,phi,VickMi00,pass_int,1,,,,,
player,201212300nyg,phi,VickMi00,pass_sacked,1,,,,,
player,201212300nyg,phi,VickMi00,pass_sacked_yds,4,,,,,
player,201212300nyg,phi,VickMi00,pass_long,36,,,,,
player,201212300nyg,phi,VickMi00,pass_rating,68.4,,,,,
player,201212300nyg,phi,VickMi00,rush_att,5,,,,,
player,201212300nyg,phi,VickMi00,rush_yds,25,,,,,
player,201212300nyg,phi,VickMi00,rush_td,0,,,,,
player,201212300nyg,phi,VickMi00,rush_long,11,,,,,
player,201212300nyg,phi,VickMi00,targets,0,,,,,
player,201212300nyg,phi,VickMi00,rec,0,,,,,
player,201212300nyg,phi,VickMi00,rec_yds,0,,,,,
player,201212300nyg,phi,VickMi00,rec_td,0,,,,,
player,201212300nyg,phi,VickMi00,rec_long,0,,,,,
player,201212300nyg,phi,VickMi00,fumbles,1,,,,,
player,201212300nyg,phi,VickMi00,fumbles_lost,0,,,,,
player,201212300nyg,phi,EdwaTr01,pass_cmp,2,,,,,
player,201212300nyg,phi,EdwaTr01,pass_att,2,,,,,
player,201212300nyg,phi,EdwaTr01,pass_yds,14,,,,,
player,201212300nyg,phi,EdwaTr01,pass_td,0,,,,,
player,201212300nyg,phi,EdwaTr01,pass_int,0,,,,,
player,201212300nyg,phi,EdwaTr01,pass_sacked,0,,,,,
player,201212300nyg,phi,EdwaTr01,pass_sacked_yds,0,,,,,
player,201212300nyg,phi,EdwaTr01,pass_long,8,,,,,
player,201212300nyg,phi,EdwaTr01,pass_rating,95.8,,,,,
player,201212300nyg,phi,EdwaTr01,rush_att,0,,,,,
player,201212300nyg,phi,EdwaTr01,rush_yds,0,,,,,
player,201212300nyg,phi,EdwaTr01,rush_td,0,,,,,
player,201212300nyg,phi,EdwaTr01,rush_long,0,,,,,
player,201212300nyg,phi,EdwaTr01,targets,1,,,,,
player,201212300nyg,phi,EdwaTr01,rec,0,,,,,
player,201212300nyg,phi,EdwaTr01,rec_yds,0,,,,,
player,201212300nyg,phi,EdwaTr01,rec_td,0,,,,,
player,201212300nyg,phi,EdwaTr01,rec_long,0,,,,,
player,201212300nyg,phi,EdwaTr01,fumbles,0,,,,,
player,201212300nyg,phi,EdwaTr01,fumbles_lost,0,,,,,
player,201212300nyg,phi,McCoLe01,pass_cmp,0,,,,,
player,201212300nyg,phi,McCoLe01,pass_att,0,,,,,
player,201212300nyg,phi,McCoLe01,pass_yds,0,,,,,
player,201212300nyg,phi,McCoLe01,pass_td,0,,,,,
player,201212300nyg,phi,McCoLe01,pass_int,0,,,,,
player,201212300nyg,phi,McCoLe01,pass_sacked,0,,,,,
player,201212300nyg,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201212300nyg,phi,McCoLe01,pass_long,0,,,,,
player,201212300nyg,phi,McCoLe01,pass_rating,,,,,,
player,201212300nyg,phi,McCoLe01,rush_att,10,,,,,
player,201212300nyg,phi,McCoLe01,rush_yds,45,,,,,
player,201212300nyg,phi,McCoLe01,rush_td,0,,,,,
player,201212300nyg,phi,McCoLe01,rush_long,14,,,,,
player,201212300nyg,phi,McCoLe01,targets,6,,,,,
player,201212300nyg,phi,McCoLe01,rec,5,,,,,
player,201212300nyg,phi,McCoLe01,rec_yds,61,,,,,
player,201212300nyg,phi,McCoLe01,rec_td,0,,,,,
player,201212300nyg,phi,McCoLe01,rec_long,36,,,,,
player,201212300nyg,phi,McCoLe01,fumbles,0,,,,,
player,201212300nyg,phi,McCoLe01,fumbles_lost,0,,,,,
player,201212300nyg,phi,BrowBr02,pass_cmp,0,,,,,
player,201212300nyg,phi,BrowBr02,pass_att,0,,,,,
player,201212300nyg,phi,BrowBr02,pass_yds,0,,,,,
player,201212300nyg,phi,BrowBr02,pass_td,0,,,,,
player,201212300nyg,phi,BrowBr02,pass_int,0,,,,,
player,201212300nyg,phi,BrowBr02,pass_sacked,0,,,,,
player,201212300nyg,phi,BrowBr02,pass_sacked_yds,0,,,,,
player,201212300nyg,phi,BrowBr02,pass_long,0,,,,,
player,201212300nyg,phi,BrowBr02,pass_rating,,,,,,
player,201212300nyg,phi,BrowBr02,rush_att,8,,,,,
player,201212300nyg,phi,BrowBr02,rush_yds,18,,,,,
player,201212300nyg,phi,BrowBr02,rush_td,0,,,,,
player,201212300nyg,phi,BrowBr02,rush_long,13,,,,,
player,201212300nyg,phi,BrowBr02,targets,1,,,,,
player,201212300nyg,phi,BrowBr02,rec,1,,,,,
player,201212300nyg,phi,BrowBr02,rec_yds,6,,,,,
player,201212300nyg,phi,BrowBr02,rec_td,0,,,,,
player,201212300nyg,phi,BrowBr02,rec_long,6,,,,,
player,201212300nyg,phi,BrowBr02,fumbles,0,,,,,
player,201212300nyg,phi,BrowBr02,fumbles_lost,0,,,,,
player,201212300nyg,phi,LewiDi00,pass_cmp,0,,,,,
player,201212300nyg,phi,LewiDi00,pass_att,0,,,,,
player,201212300nyg,phi,LewiDi00,pass_yds,0,,,,,
player,201212300nyg,phi,LewiDi00,pass_td,0,,,,,
player,201212300nyg,phi,LewiDi00,pass_int,0,,,,,
player,201212300nyg,phi,LewiDi00,pass_sacked,0,,,,,
player,201212300nyg,phi,LewiDi00,pass_sacked_yds,0,,,,,
player,201212300nyg,phi,LewiDi00,pass_long,0,,,,,
player,201212300nyg,phi,LewiDi00,pass_rating,,,,,,
player,201212300nyg,phi,LewiDi00,rush_att,3,,,,,
player,201212300nyg,phi,LewiDi00,rush_yds,15,,,,,
player,201212300nyg,phi,LewiDi00,rush_td,0,,,,,
player,201212300nyg,phi,LewiDi00,rush_long,8,,,,,
player,201212300nyg,phi,LewiDi00,targets,0,,,,,
player,201212300nyg,phi,LewiDi00,rec,0,,,,,
player,201212300nyg,phi,LewiDi00,rec_yds,0,,,,,
player,201212300nyg,phi,LewiDi00,rec_td,0,,,,,
player,201212300nyg,phi,LewiDi00,rec_long,0,,,,,
player,201212300nyg,phi,LewiDi00,fumbles,0,,,,,
player,201212300nyg,phi,LewiDi00,fumbles_lost,0,,,,,
player,201212300nyg,phi,JohnDa04,pass_cmp,0,,,,,
player,201212300nyg,phi,JohnDa04,pass_att,0,,,,,
player,201212300nyg,phi,JohnDa04,pass_yds,0,,,,,
player,201212300nyg,phi,JohnDa04,pass_td,0,,,,,
player,201212300nyg,phi,JohnDa04,pass_int,0,,,,,
player,201212300nyg,phi,JohnDa04,pass_sacked,0,,,,,
player,201212300nyg,phi,JohnDa04,pass_sacked_yds,0,,,,,
player,201212300nyg,phi,JohnDa04,pass_long,0,,,,,
player,201212300nyg,phi,JohnDa04,pass_rating,,,,,,
player,201212300nyg,phi,JohnDa04,rush_att,1,,,,,
player,201212300nyg,phi,JohnDa04,rush_yds,7,,,,,
player,201212300nyg,phi,JohnDa04,rush_td,0,,,,,
player,201212300nyg,phi,JohnDa04,rush_long,7,,,,,
player,201212300nyg,phi,JohnDa04,targets,4,,,,,
player,201212300nyg,phi,JohnDa04,rec,1,,,,,
player,201212300nyg,phi,JohnDa04,rec_yds,8,,,,,
player,201212300nyg,phi,JohnDa04,rec_td,0,,,,,
player,201212300nyg,phi,JohnDa04,rec_long,8,,,,,
player,201212300nyg,phi,JohnDa04,fumbles,0,,,,,
player,201212300nyg,phi,JohnDa04,fumbles_lost,0,,,,,
player,201212300nyg,phi,CeleBr00,pass_cmp,0,,,,,
player,201212300nyg,phi,CeleBr00,pass_att,0,,,,,
player,201212300nyg,phi,CeleBr00,pass_yds,0,,,,,
player,201212300nyg,phi,CeleBr00,pass_td,0,,,,,
player,201212300nyg,phi,CeleBr00,pass_int,0,,,,,
player,201212300nyg,phi,CeleBr00,pass_sacked,0,,,,,
