game,2012,13,20121202,201212020kan,car,"Carolina Panthers",21,kan,"Kansas City Chiefs",27
player,201212020kan,car,NakaHa99,fumbles_rec,0,,,,,
player,201212020kan,car,NakaHa99,fumbles_rec_yds,0,,,,,
player,201212020kan,car,NakaHa99,fumbles_rec_td,0,,,,,
player,201212020kan,car,NakaHa99,fumbles_forced,0,,,,,
player,201212020kan,car,GodfCh99,def_int,0,,,,,
player,201212020kan,car,GodfCh99,def_int_yds,0,,,,,
player,201212020kan,car,GodfCh99,def_int_td,0,,,,,
player,201212020kan,car,GodfCh99,def_int_long,0,,,,,
player,201212020kan,car,GodfCh99,pass_defended,0,,,,,
player,201212020kan,car,GodfCh99,sacks,0.0,,,,,
player,201212020kan,car,GodfCh99,tackles_combined,4,,,,,
player,201212020kan,car,GodfCh99,tackles_solo,4,,,,,
player,201212020kan,car,GodfCh99,tackles_assists,0,,,,,
player,201212020kan,car,GodfCh99,tackles_loss,0,,,,,
player,201212020kan,car,GodfCh99,qb_hits,0,,,,,
player,201212020kan,car,GodfCh99,fumbles_rec,0,,,,,
player,201212020kan,car,GodfCh99,fumbles_rec_yds,0,,,,,
player,201212020kan,car,GodfCh99,fumbles_rec_td,0,,,,,
player,201212020kan,car,GodfCh99,fumbles_forced,0,,,,,
player,201212020kan,car,HardGr99,def_int,0,,,,,
player,201212020kan,car,HardGr99,def_int_yds,0,,,,,
player,201212020kan,car,HardGr99,def_int_td,0,,,,,
player,201212020kan,car,HardGr99,def_int_long,0,,,,,
player,201212020kan,car,HardGr99,pass_defended,0,,,,,
player,201212020kan,car,HardGr99,sacks,0.0,,,,,
player,201212020kan,car,HardGr99,tackles_combined,4,,,,,
player,201212020kan,car,HardGr99,tackles_solo,4,,,,,
player,201212020kan,car,HardGr99,tackles_assists,0,,,,,
player,201212020kan,car,HardGr99,tackles_loss,1,,,,,
player,201212020kan,car,HardGr99,qb_hits,1,,,,,
player,201212020kan,car,HardGr99,fumbles_rec,0,,,,,
player,201212020kan,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201212020kan,car,HardGr99,fumbles_rec_td,0,,,,,
player,201212020kan,car,HardGr99,fumbles_forced,0,,,,,
player,201212020kan,car,AndeJa21,def_int,0,,,,,
player,201212020kan,car,AndeJa21,def_int_yds,0,,,,,
player,201212020kan,car,AndeJa21,def_int_td,0,,,,,
player,201212020kan,car,AndeJa21,def_int_long,0,,,,,
player,201212020kan,car,AndeJa21,pass_defended,0,,,,,
player,201212020kan,car,AndeJa21,sacks,0.0,,,,,
player,201212020kan,car,AndeJa21,tackles_combined,3,,,,,
player,201212020kan,car,AndeJa21,tackles_solo,3,,,,,
player,201212020kan,car,AndeJa21,tackles_assists,0,,,,,
player,201212020kan,car,AndeJa21,tackles_loss,0,,,,,
player,201212020kan,car,AndeJa21,qb_hits,0,,,,,
player,201212020kan,car,AndeJa21,fumbles_rec,0,,,,,
player,201212020kan,car,AndeJa21,fumbles_rec_yds,0,,,,,
player,201212020kan,car,AndeJa21,fumbles_rec_td,0,,,,,
player,201212020kan,car,AndeJa21,fumbles_forced,0,,,,,
player,201212020kan,car,MunnCa99,def_int,0,,,,,
player,201212020kan,car,MunnCa99,def_int_yds,0,,,,,
player,201212020kan,car,MunnCa99,def_int_td,0,,,,,
player,201212020kan,car,MunnCa99,def_int_long,0,,,,,
player,201212020kan,car,MunnCa99,pass_defended,0,,,,,
player,201212020kan,car,MunnCa99,sacks,0.0,,,,,
player,201212020kan,car,MunnCa99,tackles_combined,3,,,,,
player,201212020kan,car,MunnCa99,tackles_solo,3,,,,,
player,201212020kan,car,MunnCa99,tackles_assists,0,,,,,
player,201212020kan,car,MunnCa99,tackles_loss,0,,,,,
player,201212020kan,car,MunnCa99,qb_hits,0,,,,,
player,201212020kan,car,MunnCa99,fumbles_rec,0,,,,,
player,201212020kan,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201212020kan,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201212020kan,car,MunnCa99,fumbles_forced,0,,,,,
player,201212020kan,car,NeblAn00,def_int,0,,,,,
player,201212020kan,car,NeblAn00,def_int_yds,0,,,,,
player,201212020kan,car,NeblAn00,def_int_td,0,,,,,
player,201212020kan,car,NeblAn00,def_int_long,0,,,,,
player,201212020kan,car,NeblAn00,pass_defended,0,,,,,
player,201212020kan,car,NeblAn00,sacks,0.0,,,,,
player,201212020kan,car,NeblAn00,tackles_combined,3,,,,,
player,201212020kan,car,NeblAn00,tackles_solo,3,,,,,
player,201212020kan,car,NeblAn00,tackles_assists,0,,,,,
player,201212020kan,car,NeblAn00,tackles_loss,0,,,,,
player,201212020kan,car,NeblAn00,qb_hits,0,,,,,
player,201212020kan,car,NeblAn00,fumbles_rec,0,,,,,
player,201212020kan,car,NeblAn00,fumbles_rec_yds,0,,,,,
player,201212020kan,car,NeblAn00,fumbles_rec_td,0,,,,,
player,201212020kan,car,NeblAn00,fumbles_forced,0,,,,,
player,201212020kan,car,PhilJa99,def_int,0,,,,,
player,201212020kan,car,PhilJa99,def_int_yds,0,,,,,
player,201212020kan,car,PhilJa99,def_int_td,0,,,,,
player,201212020kan,car,PhilJa99,def_int_long,0,,,,,
player,201212020kan,car,PhilJa99,pass_defended,0,,,,,
player,201212020kan,car,PhilJa99,sacks,0.0,,,,,
player,201212020kan,car,PhilJa99,tackles_combined,3,,,,,
player,201212020kan,car,PhilJa99,tackles_solo,3,,,,,
player,201212020kan,car,PhilJa99,tackles_assists,0,,,,,
player,201212020kan,car,PhilJa99,tackles_loss,0,,,,,
player,201212020kan,car,PhilJa99,qb_hits,0,,,,,
player,201212020kan,car,PhilJa99,fumbles_rec,0,,,,,
player,201212020kan,car,PhilJa99,fumbles_rec_yds,0,,,,,
player,201212020kan,car,PhilJa99,fumbles_rec_td,0,,,,,
player,201212020kan,car,PhilJa99,fumbles_forced,0,,,,,
player,201212020kan,car,FuaxSi00,def_int,0,,,,,
player,201212020kan,car,FuaxSi00,def_int_yds,0,,,,,
player,201212020kan,car,FuaxSi00,def_int_td,0,,,,,
player,201212020kan,car,FuaxSi00,def_int_long,0,,,,,
player,201212020kan,car,FuaxSi00,pass_defended,0,,,,,
player,201212020kan,car,FuaxSi00,sacks,0.0,,,,,
player,201212020kan,car,FuaxSi00,tackles_combined,2,,,,,
player,201212020kan,car,FuaxSi00,tackles_solo,2,,,,,
player,201212020kan,car,FuaxSi00,tackles_assists,0,,,,,
player,201212020kan,car,FuaxSi00,tackles_loss,0,,,,,
player,201212020kan,car,FuaxSi00,qb_hits,0,,,,,
player,201212020kan,car,FuaxSi00,fumbles_rec,0,,,,,
player,201212020kan,car,FuaxSi00,fumbles_rec_yds,0,,,,,
player,201212020kan,car,FuaxSi00,fumbles_rec_td,0,,,,,
player,201212020kan,car,FuaxSi00,fumbles_forced,0,,,,,
player,201212020kan,car,KearFr00,def_int,0,,,,,
player,201212020kan,car,KearFr00,def_int_yds,0,,,,,
player,201212020kan,car,KearFr00,def_int_td,0,,,,,
player,201212020kan,car,KearFr00,def_int_long,0,,,,,
player,201212020kan,car,KearFr00,pass_defended,0,,,,,
player,201212020kan,car,KearFr00,sacks,0.0,,,,,
player,201212020kan,car,KearFr00,tackles_combined,2,,,,,
player,201212020kan,car,KearFr00,tackles_solo,2,,,,,
player,201212020kan,car,KearFr00,tackles_assists,0,,,,,
player,201212020kan,car,KearFr00,tackles_loss,0,,,,,
player,201212020kan,car,KearFr00,qb_hits,0,,,,,
player,201212020kan,car,KearFr00,fumbles_rec,0,,,,,
player,201212020kan,car,KearFr00,fumbles_rec_yds,0,,,,,
player,201212020kan,car,KearFr00,fumbles_rec_td,0,,,,,
player,201212020kan,car,KearFr00,fumbles_forced,0,,,,,
player,201212020kan,car,NormJo01,def_int,0,,,,,
player,201212020kan,car,NormJo01,def_int_yds,0,,,,,
player,201212020kan,car,NormJo01,def_int_td,0,,,,,
player,201212020kan,car,NormJo01,def_int_long,0,,,,,
player,201212020kan,car,NormJo01,pass_defended,0,,,,,
player,201212020kan,car,NormJo01,sacks,0.0,,,,,
player,201212020kan,car,NormJo01,tackles_combined,2,,,,,
player,201212020kan,car,NormJo01,tackles_solo,2,,,,,
player,201212020kan,car,NormJo01,tackles_assists,0,,,,,
player,201212020kan,car,NormJo01,tackles_loss,0,,,,,
player,201212020kan,car,NormJo01,qb_hits,0,,,,,
player,201212020kan,car,NormJo01,fumbles_rec,0,,,,,
player,201212020kan,car,NormJo01,fumbles_rec_yds,0,,,,,
player,201212020kan,car,NormJo01,fumbles_rec_td,0,,,,,
player,201212020kan,car,NormJo01,fumbles_forced,0,,,,,
player,201212020kan,car,BarnGa01,def_int,0,,,,,
player,201212020kan,car,BarnGa01,def_int_yds,0,,,,,
player,201212020kan,car,BarnGa01,def_int_td,0,,,,,
player,201212020kan,car,BarnGa01,def_int_long,0,,,,,
player,201212020kan,car,BarnGa01,pass_defended,0,,,,,
player,201212020kan,car,BarnGa01,sacks,0.0,,,,,
player,201212020kan,car,BarnGa01,tackles_combined,1,,,,,
player,201212020kan,car,BarnGa01,tackles_solo,1,,,,,
player,201212020kan,car,BarnGa01,tackles_assists,0,,,,,
player,201212020kan,car,BarnGa01,tackles_loss,0,,,,,
player,201212020kan,car,BarnGa01,qb_hits,0,,,,,
player,201212020kan,car,BarnGa01,fumbles_rec,0,,,,,
player,201212020kan,car,BarnGa01,fumbles_rec_yds,0,,,,,
player,201212020kan,car,BarnGa01,fumbles_rec_td,0,,,,,
player,201212020kan,car,BarnGa01,fumbles_forced,0,,,,,
player,201212020kan,car,CampD.00,def_int,0,,,,,
player,201212020kan,car,CampD.00,def_int_yds,0,,,,,
player,201212020kan,car,CampD.00,def_int_td,0,,,,,
player,201212020kan,car,CampD.00,def_int_long,0,,,,,
player,201212020kan,car,CampD.00,pass_defended,0,,,,,
player,201212020kan,car,CampD.00,sacks,0.0,,,,,
player,201212020kan,car,CampD.00,tackles_combined,1,,,,,
player,201212020kan,car,CampD.00,tackles_solo,1,,,,,
player,201212020kan,car,CampD.00,tackles_assists,0,,,,,
player,201212020kan,car,CampD.00,tackles_loss,0,,,,,
player,201212020kan,car,CampD.00,qb_hits,0,,,,,
player,201212020kan,car,CampD.00,fumbles_rec,0,,,,,
player,201212020kan,car,CampD.00,fumbles_rec_yds,0,,,,,
player,201212020kan,car,CampD.00,fumbles_rec_td,0,,,,,
player,201212020kan,car,CampD.00,fumbles_forced,0,,,,,
player,201212020kan,car,JohnCh98,def_int,0,,,,,
player,201212020kan,car,JohnCh98,def_int_yds,0,,,,,
player,201212020kan,car,JohnCh98,def_int_td,0,,,,,
player,201212020kan,car,JohnCh98,def_int_long,0,,,,,
player,201212020kan,car,JohnCh98,pass_defended,0,,,,,
player,201212020kan,car,JohnCh98,sacks,0.0,,,,,
player,201212020kan,car,JohnCh98,tackles_combined,1,,,,,
player,201212020kan,car,JohnCh98,tackles_solo,1,,,,,
player,201212020kan,car,JohnCh98,tackles_assists,0,,,,,
player,201212020kan,car,JohnCh98,tackles_loss,0,,,,,
player,201212020kan,car,JohnCh98,qb_hits,1,,,,,
player,201212020kan,car,JohnCh98,fumbles_rec,0,,,,,
player,201212020kan,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201212020kan,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201212020kan,car,JohnCh98,fumbles_forced,0,,,,,
player,201212020kan,car,ThomJo01,def_int,0,,,,,
player,201212020kan,car,ThomJo01,def_int_yds,0,,,,,
player,201212020kan,car,ThomJo01,def_int_td,0,,,,,
player,201212020kan,car,ThomJo01,def_int_long,0,,,,,
player,201212020kan,car,ThomJo01,pass_defended,1,,,,,
player,201212020kan,car,ThomJo01,sacks,0.0,,,,,
player,201212020kan,car,ThomJo01,tackles_combined,1,,,,,
player,201212020kan,car,ThomJo01,tackles_solo,1,,,,,
player,201212020kan,car,ThomJo01,tackles_assists,0,,,,,
player,201212020kan,car,ThomJo01,tackles_loss,0,,,,,
player,201212020kan,car,ThomJo01,qb_hits,0,,,,,
player,201212020kan,car,ThomJo01,fumbles_rec,0,,,,,
player,201212020kan,car,ThomJo01,fumbles_rec_yds,0,,,,,
player,201212020kan,car,ThomJo01,fumbles_rec_td,0,,,,,
player,201212020kan,car,ThomJo01,fumbles_forced,0,,,,,
player,201212020kan,kan,JackTy98,def_int,0,,,,,
player,201212020kan,kan,JackTy98,def_int_yds,0,,,,,
player,201212020kan,kan,JackTy98,def_int_td,0,,,,,
player,201212020kan,kan,JackTy98,def_int_long,0,,,,,
player,201212020kan,kan,JackTy98,pass_defended,1,,,,,
player,201212020kan,kan,JackTy98,sacks,1.0,,,,,
player,201212020kan,kan,JackTy98,tackles_combined,5,,,,,
player,201212020kan,kan,JackTy98,tackles_solo,5,,,,,
player,201212020kan,kan,JackTy98,tackles_assists,0,,,,,
player,201212020kan,kan,JackTy98,tackles_loss,1,,,,,
player,201212020kan,kan,JackTy98,qb_hits,1,,,,,
player,201212020kan,kan,JackTy98,fumbles_rec,0,,,,,
player,201212020kan,kan,JackTy98,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,JackTy98,fumbles_rec_td,0,,,,,
player,201212020kan,kan,JackTy98,fumbles_forced,0,,,,,
player,201212020kan,kan,HousJu00,def_int,0,,,,,
player,201212020kan,kan,HousJu00,def_int_yds,0,,,,,
player,201212020kan,kan,HousJu00,def_int_td,0,,,,,
player,201212020kan,kan,HousJu00,def_int_long,0,,,,,
player,201212020kan,kan,HousJu00,pass_defended,0,,,,,
player,201212020kan,kan,HousJu00,sacks,1.0,,,,,
player,201212020kan,kan,HousJu00,tackles_combined,3,,,,,
player,201212020kan,kan,HousJu00,tackles_solo,3,,,,,
player,201212020kan,kan,HousJu00,tackles_assists,0,,,,,
player,201212020kan,kan,HousJu00,tackles_loss,2,,,,,
player,201212020kan,kan,HousJu00,qb_hits,1,,,,,
player,201212020kan,kan,HousJu00,fumbles_rec,0,,,,,
player,201212020kan,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201212020kan,kan,HousJu00,fumbles_forced,0,,,,,
player,201212020kan,kan,HartTy00,def_int,0,,,,,
player,201212020kan,kan,HartTy00,def_int_yds,0,,,,,
player,201212020kan,kan,HartTy00,def_int_td,0,,,,,
player,201212020kan,kan,HartTy00,def_int_long,0,,,,,
player,201212020kan,kan,HartTy00,pass_defended,0,,,,,
player,201212020kan,kan,HartTy00,sacks,0.0,,,,,
player,201212020kan,kan,HartTy00,tackles_combined,6,,,,,
player,201212020kan,kan,HartTy00,tackles_solo,6,,,,,
player,201212020kan,kan,HartTy00,tackles_assists,0,,,,,
player,201212020kan,kan,HartTy00,tackles_loss,0,,,,,
player,201212020kan,kan,HartTy00,qb_hits,0,,,,,
player,201212020kan,kan,HartTy00,fumbles_rec,0,,,,,
player,201212020kan,kan,HartTy00,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,HartTy00,fumbles_rec_td,0,,,,,
player,201212020kan,kan,HartTy00,fumbles_forced,0,,,,,
player,201212020kan,kan,JohnDe25,def_int,0,,,,,
player,201212020kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201212020kan,kan,JohnDe25,def_int_td,0,,,,,
player,201212020kan,kan,JohnDe25,def_int_long,0,,,,,
player,201212020kan,kan,JohnDe25,pass_defended,0,,,,,
player,201212020kan,kan,JohnDe25,sacks,0.0,,,,,
player,201212020kan,kan,JohnDe25,tackles_combined,5,,,,,
player,201212020kan,kan,JohnDe25,tackles_solo,5,,,,,
player,201212020kan,kan,JohnDe25,tackles_assists,0,,,,,
player,201212020kan,kan,JohnDe25,tackles_loss,0,,,,,
player,201212020kan,kan,JohnDe25,qb_hits,0,,,,,
player,201212020kan,kan,JohnDe25,fumbles_rec,0,,,,,
player,201212020kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201212020kan,kan,JohnDe25,fumbles_forced,0,,,,,
player,201212020kan,kan,HaliTa20,def_int,0,,,,,
player,201212020kan,kan,HaliTa20,def_int_yds,0,,,,,
player,201212020kan,kan,HaliTa20,def_int_td,0,,,,,
player,201212020kan,kan,HaliTa20,def_int_long,0,,,,,
player,201212020kan,kan,HaliTa20,pass_defended,0,,,,,
player,201212020kan,kan,HaliTa20,sacks,0.0,,,,,
player,201212020kan,kan,HaliTa20,tackles_combined,3,,,,,
player,201212020kan,kan,HaliTa20,tackles_solo,3,,,,,
player,201212020kan,kan,HaliTa20,tackles_assists,0,,,,,
player,201212020kan,kan,HaliTa20,tackles_loss,1,,,,,
player,201212020kan,kan,HaliTa20,qb_hits,2,,,,,
player,201212020kan,kan,HaliTa20,fumbles_rec,0,,,,,
player,201212020kan,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201212020kan,kan,HaliTa20,fumbles_forced,0,,,,,
player,201212020kan,kan,ArenJa99,def_int,0,,,,,
player,201212020kan,kan,ArenJa99,def_int_yds,0,,,,,
player,201212020kan,kan,ArenJa99,def_int_td,0,,,,,
player,201212020kan,kan,ArenJa99,def_int_long,0,,,,,
player,201212020kan,kan,ArenJa99,pass_defended,1,,,,,
player,201212020kan,kan,ArenJa99,sacks,0.0,,,,,
player,201212020kan,kan,ArenJa99,tackles_combined,2,,,,,
player,201212020kan,kan,ArenJa99,tackles_solo,2,,,,,
player,201212020kan,kan,ArenJa99,tackles_assists,0,,,,,
player,201212020kan,kan,ArenJa99,tackles_loss,0,,,,,
player,201212020kan,kan,ArenJa99,qb_hits,0,,,,,
player,201212020kan,kan,ArenJa99,fumbles_rec,0,,,,,
player,201212020kan,kan,ArenJa99,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,ArenJa99,fumbles_rec_td,0,,,,,
player,201212020kan,kan,ArenJa99,fumbles_forced,0,,,,,
player,201212020kan,kan,FlowBr99,def_int,0,,,,,
player,201212020kan,kan,FlowBr99,def_int_yds,0,,,,,
player,201212020kan,kan,FlowBr99,def_int_td,0,,,,,
player,201212020kan,kan,FlowBr99,def_int_long,0,,,,,
player,201212020kan,kan,FlowBr99,pass_defended,0,,,,,
player,201212020kan,kan,FlowBr99,sacks,0.0,,,,,
player,201212020kan,kan,FlowBr99,tackles_combined,2,,,,,
player,201212020kan,kan,FlowBr99,tackles_solo,2,,,,,
player,201212020kan,kan,FlowBr99,tackles_assists,0,,,,,
player,201212020kan,kan,FlowBr99,tackles_loss,0,,,,,
player,201212020kan,kan,FlowBr99,qb_hits,0,,,,,
player,201212020kan,kan,FlowBr99,fumbles_rec,0,,,,,
player,201212020kan,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201212020kan,kan,FlowBr99,fumbles_forced,0,,,,,
player,201212020kan,kan,SileBr99,def_int,0,,,,,
player,201212020kan,kan,SileBr99,def_int_yds,0,,,,,
player,201212020kan,kan,SileBr99,def_int_td,0,,,,,
player,201212020kan,kan,SileBr99,def_int_long,0,,,,,
player,201212020kan,kan,SileBr99,pass_defended,0,,,,,
player,201212020kan,kan,SileBr99,sacks,0.0,,,,,
player,201212020kan,kan,SileBr99,tackles_combined,2,,,,,
player,201212020kan,kan,SileBr99,tackles_solo,2,,,,,
player,201212020kan,kan,SileBr99,tackles_assists,0,,,,,
player,201212020kan,kan,SileBr99,tackles_loss,0,,,,,
player,201212020kan,kan,SileBr99,qb_hits,0,,,,,
player,201212020kan,kan,SileBr99,fumbles_rec,0,,,,,
player,201212020kan,kan,SileBr99,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,SileBr99,fumbles_rec_td,0,,,,,
player,201212020kan,kan,SileBr99,fumbles_forced,0,,,,,
player,201212020kan,kan,ThorNe00,def_int,0,,,,,
player,201212020kan,kan,ThorNe00,def_int_yds,0,,,,,
player,201212020kan,kan,ThorNe00,def_int_td,0,,,,,
player,201212020kan,kan,ThorNe00,def_int_long,0,,,,,
player,201212020kan,kan,ThorNe00,pass_defended,0,,,,,
player,201212020kan,kan,ThorNe00,sacks,0.0,,,,,
player,201212020kan,kan,ThorNe00,tackles_combined,2,,,,,
player,201212020kan,kan,ThorNe00,tackles_solo,2,,,,,
player,201212020kan,kan,ThorNe00,tackles_assists,0,,,,,
player,201212020kan,kan,ThorNe00,tackles_loss,0,,,,,
player,201212020kan,kan,ThorNe00,qb_hits,0,,,,,
player,201212020kan,kan,ThorNe00,fumbles_rec,0,,,,,
player,201212020kan,kan,ThorNe00,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,ThorNe00,fumbles_rec_td,0,,,,,
player,201212020kan,kan,ThorNe00,fumbles_forced,0,,,,,
player,201212020kan,kan,BerrEr99,def_int,0,,,,,
player,201212020kan,kan,BerrEr99,def_int_yds,0,,,,,
player,201212020kan,kan,BerrEr99,def_int_td,0,,,,,
player,201212020kan,kan,BerrEr99,def_int_long,0,,,,,
player,201212020kan,kan,BerrEr99,pass_defended,0,,,,,
player,201212020kan,kan,BerrEr99,sacks,0.0,,,,,
player,201212020kan,kan,BerrEr99,tackles_combined,1,,,,,
player,201212020kan,kan,BerrEr99,tackles_solo,1,,,,,
player,201212020kan,kan,BerrEr99,tackles_assists,0,,,,,
player,201212020kan,kan,BerrEr99,tackles_loss,0,,,,,
player,201212020kan,kan,BerrEr99,qb_hits,0,,,,,
player,201212020kan,kan,BerrEr99,fumbles_rec,0,,,,,
player,201212020kan,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201212020kan,kan,BerrEr99,fumbles_forced,0,,,,,
player,201212020kan,kan,CoppTe00,def_int,0,,,,,
player,201212020kan,kan,CoppTe00,def_int_yds,0,,,,,
player,201212020kan,kan,CoppTe00,def_int_td,0,,,,,
player,201212020kan,kan,CoppTe00,def_int_long,0,,,,,
player,201212020kan,kan,CoppTe00,pass_defended,0,,,,,
player,201212020kan,kan,CoppTe00,sacks,0.0,,,,,
player,201212020kan,kan,CoppTe00,tackles_combined,1,,,,,
player,201212020kan,kan,CoppTe00,tackles_solo,0,,,,,
player,201212020kan,kan,CoppTe00,tackles_assists,1,,,,,
player,201212020kan,kan,CoppTe00,tackles_loss,0,,,,,
player,201212020kan,kan,CoppTe00,qb_hits,0,,,,,
player,201212020kan,kan,CoppTe00,fumbles_rec,0,,,,,
player,201212020kan,kan,CoppTe00,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,CoppTe00,fumbles_rec_td,0,,,,,
player,201212020kan,kan,CoppTe00,fumbles_forced,0,,,,,
player,201212020kan,kan,DaniTr20,def_int,0,,,,,
player,201212020kan,kan,DaniTr20,def_int_yds,0,,,,,
player,201212020kan,kan,DaniTr20,def_int_td,0,,,,,
player,201212020kan,kan,DaniTr20,def_int_long,0,,,,,
player,201212020kan,kan,DaniTr20,pass_defended,0,,,,,
player,201212020kan,kan,DaniTr20,sacks,0.0,,,,,
player,201212020kan,kan,DaniTr20,tackles_combined,1,,,,,
player,201212020kan,kan,DaniTr20,tackles_solo,1,,,,,
player,201212020kan,kan,DaniTr20,tackles_assists,0,,,,,
player,201212020kan,kan,DaniTr20,tackles_loss,0,,,,,
player,201212020kan,kan,DaniTr20,qb_hits,0,,,,,
player,201212020kan,kan,DaniTr20,fumbles_rec,0,,,,,
player,201212020kan,kan,DaniTr20,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,DaniTr20,fumbles_rec_td,0,,,,,
player,201212020kan,kan,DaniTr20,fumbles_forced,0,,,,,
player,201212020kan,kan,GrayCy00,def_int,0,,,,,
player,201212020kan,kan,GrayCy00,def_int_yds,0,,,,,
player,201212020kan,kan,GrayCy00,def_int_td,0,,,,,
player,201212020kan,kan,GrayCy00,def_int_long,0,,,,,
player,201212020kan,kan,GrayCy00,pass_defended,0,,,,,
player,201212020kan,kan,GrayCy00,sacks,0.0,,,,,
player,201212020kan,kan,GrayCy00,tackles_combined,1,,,,,
player,201212020kan,kan,GrayCy00,tackles_solo,0,,,,,
player,201212020kan,kan,GrayCy00,tackles_assists,1,,,,,
player,201212020kan,kan,GrayCy00,tackles_loss,0,,,,,
player,201212020kan,kan,GrayCy00,qb_hits,0,,,,,
player,201212020kan,kan,GrayCy00,fumbles_rec,0,,,,,
player,201212020kan,kan,GrayCy00,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,GrayCy00,fumbles_rec_td,0,,,,,
player,201212020kan,kan,GrayCy00,fumbles_forced,0,,,,,
player,201212020kan,kan,GreeCo01,def_int,0,,,,,
player,201212020kan,kan,GreeCo01,def_int_yds,0,,,,,
player,201212020kan,kan,GreeCo01,def_int_td,0,,,,,
player,201212020kan,kan,GreeCo01,def_int_long,0,,,,,
player,201212020kan,kan,GreeCo01,pass_defended,0,,,,,
player,201212020kan,kan,GreeCo01,sacks,0.0,,,,,
player,201212020kan,kan,GreeCo01,tackles_combined,1,,,,,
player,201212020kan,kan,GreeCo01,tackles_solo,1,,,,,
player,201212020kan,kan,GreeCo01,tackles_assists,0,,,,,
player,201212020kan,kan,GreeCo01,tackles_loss,0,,,,,
player,201212020kan,kan,GreeCo01,qb_hits,0,,,,,
player,201212020kan,kan,GreeCo01,fumbles_rec,0,,,,,
player,201212020kan,kan,GreeCo01,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,GreeCo01,fumbles_rec_td,0,,,,,
player,201212020kan,kan,GreeCo01,fumbles_forced,1,,,,,
player,201212020kan,kan,JoneEd22,def_int,0,,,,,
player,201212020kan,kan,JoneEd22,def_int_yds,0,,,,,
player,201212020kan,kan,JoneEd22,def_int_td,0,,,,,
player,201212020kan,kan,JoneEd22,def_int_long,0,,,,,
player,201212020kan,kan,JoneEd22,pass_defended,0,,,,,
player,201212020kan,kan,JoneEd22,sacks,0.0,,,,,
player,201212020kan,kan,JoneEd22,tackles_combined,1,,,,,
player,201212020kan,kan,JoneEd22,tackles_solo,1,,,,,
player,201212020kan,kan,JoneEd22,tackles_assists,0,,,,,
player,201212020kan,kan,JoneEd22,tackles_loss,0,,,,,
player,201212020kan,kan,JoneEd22,qb_hits,0,,,,,
player,201212020kan,kan,JoneEd22,fumbles_rec,0,,,,,
player,201212020kan,kan,JoneEd22,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,JoneEd22,fumbles_rec_td,0,,,,,
player,201212020kan,kan,JoneEd22,fumbles_forced,0,,,,,
player,201212020kan,kan,PoexDo00,def_int,0,,,,,
player,201212020kan,kan,PoexDo00,def_int_yds,0,,,,,
player,201212020kan,kan,PoexDo00,def_int_td,0,,,,,
player,201212020kan,kan,PoexDo00,def_int_long,0,,,,,
player,201212020kan,kan,PoexDo00,pass_defended,0,,,,,
player,201212020kan,kan,PoexDo00,sacks,0.0,,,,,
player,201212020kan,kan,PoexDo00,tackles_combined,1,,,,,
player,201212020kan,kan,PoexDo00,tackles_solo,1,,,,,
player,201212020kan,kan,PoexDo00,tackles_assists,0,,,,,
player,201212020kan,kan,PoexDo00,tackles_loss,0,,,,,
player,201212020kan,kan,PoexDo00,qb_hits,1,,,,,
player,201212020kan,kan,PoexDo00,fumbles_rec,0,,,,,
player,201212020kan,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201212020kan,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201212020kan,kan,PoexDo00,fumbles_forced,0,,,,,
player,201212020kan,kan,SmitSh20,def_int,0,,,,,
player,201212020kan,kan,SmitSh20,def_int_yds,0,,,,,
player,201212020kan,kan,SmitSh20,def_int_td,0,,,,,
player,201212020kan,kan,SmitSh20,def_int_long,0,,,,,
player,201212020kan,kan,SmitSh20,pass_defended,0,,,,,
