game,2012,14,20121209,201212090clt,oti,"Tennessee Titans",23,clt,"Indianapolis Colts",27
team,201212090clt,oti,First Downs,17,,,,,,
team,201212090clt,clt,First Downs,20,,,,,,
team,201212090clt,oti,Rush-Yds-TDs,24-97-0,,,,,,
team,201212090clt,clt,Rush-Yds-TDs,30-98-1,,,,,,
team,201212090clt,oti,Cmp-Att-Yd-TD-INT,22-35-262-1-2,,,,,,
team,201212090clt,clt,Cmp-Att-Yd-TD-INT,16-34-196-1-2,,,,,,
team,201212090clt,oti,Sacked-Yards,1-3,,,,,,
team,201212090clt,clt,Sacked-Yards,4-25,,,,,,
team,201212090clt,oti,Net Pass Yards,259,,,,,,
team,201212090clt,clt,Net Pass Yards,171,,,,,,
team,201212090clt,oti,Total Yards,356,,,,,,
team,201212090clt,clt,Total Yards,269,,,,,,
team,201212090clt,oti,Fumbles-Lost,0-0,,,,,,
team,201212090clt,clt,Fumbles-Lost,2-0,,,,,,
team,201212090clt,oti,Turnovers,2,,,,,,
team,201212090clt,clt,Turnovers,2,,,,,,
team,201212090clt,oti,Penalties-Yards,9-70,,,,,,
team,201212090clt,clt,Penalties-Yards,6-43,,,,,,
team,201212090clt,oti,Third Down Conv.,4-11,,,,,,
team,201212090clt,clt,Third Down Conv.,4-12,,,,,,
team,201212090clt,oti,Fourth Down Conv.,0-0,,,,,,
team,201212090clt,clt,Fourth Down Conv.,0-0,,,,,,
team,201212090clt,oti,Time of Possession,28:37,,,,,,
team,201212090clt,clt,Time of Possession,31:23,,,,,,
player,201212090clt,oti,LockJa00,pass_cmp,22,,,,,
player,201212090clt,oti,LockJa00,pass_att,35,,,,,
player,201212090clt,oti,LockJa00,pass_yds,262,,,,,
player,201212090clt,oti,LockJa00,pass_td,1,,,,,
player,201212090clt,oti,LockJa00,pass_int,2,,,,,
player,201212090clt,oti,LockJa00,pass_sacked,1,,,,,
player,201212090clt,oti,LockJa00,pass_sacked_yds,3,,,,,
player,201212090clt,oti,LockJa00,pass_long,46,,,,,
player,201212090clt,oti,LockJa00,pass_rating,71.4,,,,,
player,201212090clt,oti,LockJa00,rush_att,4,,,,,
player,201212090clt,oti,LockJa00,rush_yds,51,,,,,
player,201212090clt,oti,LockJa00,rush_td,0,,,,,
player,201212090clt,oti,LockJa00,rush_long,32,,,,,
player,201212090clt,oti,LockJa00,targets,0,,,,,
player,201212090clt,oti,LockJa00,rec,0,,,,,
player,201212090clt,oti,LockJa00,rec_yds,0,,,,,
player,201212090clt,oti,LockJa00,rec_td,0,,,,,
player,201212090clt,oti,LockJa00,rec_long,0,,,,,
player,201212090clt,oti,LockJa00,fumbles,0,,,,,
player,201212090clt,oti,LockJa00,fumbles_lost,0,,,,,
player,201212090clt,oti,JohnCh04,pass_cmp,0,,,,,
player,201212090clt,oti,JohnCh04,pass_att,0,,,,,
player,201212090clt,oti,JohnCh04,pass_yds,0,,,,,
player,201212090clt,oti,JohnCh04,pass_td,0,,,,,
player,201212090clt,oti,JohnCh04,pass_int,0,,,,,
player,201212090clt,oti,JohnCh04,pass_sacked,0,,,,,
player,201212090clt,oti,JohnCh04,pass_sacked_yds,0,,,,,
player,201212090clt,oti,JohnCh04,pass_long,0,,,,,
player,201212090clt,oti,JohnCh04,pass_rating,,,,,,
player,201212090clt,oti,JohnCh04,rush_att,19,,,,,
player,201212090clt,oti,JohnCh04,rush_yds,44,,,,,
player,201212090clt,oti,JohnCh04,rush_td,0,,,,,
