game,2012,6,20121014,201210140htx,gnb,"Green Bay Packers",42,htx,"Houston Texans",24
player,201210140htx,gnb,HaywCa00,pass_defended,3,,,,,
player,201210140htx,gnb,HaywCa00,sacks,0.0,,,,,
player,201210140htx,gnb,HaywCa00,tackles_combined,0,,,,,
player,201210140htx,gnb,HaywCa00,tackles_solo,0,,,,,
player,201210140htx,gnb,HaywCa00,tackles_assists,0,,,,,
player,201210140htx,gnb,HaywCa00,tackles_loss,0,,,,,
player,201210140htx,gnb,HaywCa00,qb_hits,0,,,,,
player,201210140htx,gnb,HaywCa00,fumbles_rec,0,,,,,
player,201210140htx,gnb,HaywCa00,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,HaywCa00,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,HaywCa00,fumbles_forced,0,,,,,
player,201210140htx,gnb,ShieSa00,def_int,1,,,,,
player,201210140htx,gnb,ShieSa00,def_int_yds,0,,,,,
player,201210140htx,gnb,ShieSa00,def_int_td,0,,,,,
player,201210140htx,gnb,ShieSa00,def_int_long,0,,,,,
player,201210140htx,gnb,ShieSa00,pass_defended,1,,,,,
player,201210140htx,gnb,ShieSa00,sacks,0.0,,,,,
player,201210140htx,gnb,ShieSa00,tackles_combined,4,,,,,
player,201210140htx,gnb,ShieSa00,tackles_solo,4,,,,,
player,201210140htx,gnb,ShieSa00,tackles_assists,0,,,,,
player,201210140htx,gnb,ShieSa00,tackles_loss,0,,,,,
player,201210140htx,gnb,ShieSa00,qb_hits,0,,,,,
player,201210140htx,gnb,ShieSa00,fumbles_rec,0,,,,,
player,201210140htx,gnb,ShieSa00,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,ShieSa00,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,ShieSa00,fumbles_forced,0,,,,,
player,201210140htx,gnb,HawkA.20,def_int,0,,,,,
player,201210140htx,gnb,HawkA.20,def_int_yds,0,,,,,
player,201210140htx,gnb,HawkA.20,def_int_td,0,,,,,
player,201210140htx,gnb,HawkA.20,def_int_long,0,,,,,
player,201210140htx,gnb,HawkA.20,pass_defended,0,,,,,
player,201210140htx,gnb,HawkA.20,sacks,1.0,,,,,
player,201210140htx,gnb,HawkA.20,tackles_combined,10,,,,,
player,201210140htx,gnb,HawkA.20,tackles_solo,6,,,,,
player,201210140htx,gnb,HawkA.20,tackles_assists,4,,,,,
player,201210140htx,gnb,HawkA.20,tackles_loss,1,,,,,
player,201210140htx,gnb,HawkA.20,qb_hits,1,,,,,
player,201210140htx,gnb,HawkA.20,fumbles_rec,0,,,,,
player,201210140htx,gnb,HawkA.20,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,HawkA.20,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,HawkA.20,fumbles_forced,0,,,,,
player,201210140htx,gnb,WortJe00,def_int,0,,,,,
player,201210140htx,gnb,WortJe00,def_int_yds,0,,,,,
player,201210140htx,gnb,WortJe00,def_int_td,0,,,,,
player,201210140htx,gnb,WortJe00,def_int_long,0,,,,,
player,201210140htx,gnb,WortJe00,pass_defended,0,,,,,
player,201210140htx,gnb,WortJe00,sacks,1.0,,,,,
player,201210140htx,gnb,WortJe00,tackles_combined,3,,,,,
player,201210140htx,gnb,WortJe00,tackles_solo,3,,,,,
player,201210140htx,gnb,WortJe00,tackles_assists,0,,,,,
player,201210140htx,gnb,WortJe00,tackles_loss,2,,,,,
player,201210140htx,gnb,WortJe00,qb_hits,1,,,,,
player,201210140htx,gnb,WortJe00,fumbles_rec,0,,,,,
player,201210140htx,gnb,WortJe00,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,WortJe00,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,WortJe00,fumbles_forced,0,,,,,
player,201210140htx,gnb,WilsC.98,def_int,0,,,,,
player,201210140htx,gnb,WilsC.98,def_int_yds,0,,,,,
player,201210140htx,gnb,WilsC.98,def_int_td,0,,,,,
player,201210140htx,gnb,WilsC.98,def_int_long,0,,,,,
player,201210140htx,gnb,WilsC.98,pass_defended,1,,,,,
player,201210140htx,gnb,WilsC.98,sacks,1.0,,,,,
player,201210140htx,gnb,WilsC.98,tackles_combined,2,,,,,
player,201210140htx,gnb,WilsC.98,tackles_solo,2,,,,,
player,201210140htx,gnb,WilsC.98,tackles_assists,0,,,,,
player,201210140htx,gnb,WilsC.98,tackles_loss,1,,,,,
player,201210140htx,gnb,WilsC.98,qb_hits,1,,,,,
player,201210140htx,gnb,WilsC.98,fumbles_rec,0,,,,,
player,201210140htx,gnb,WilsC.98,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,WilsC.98,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,WilsC.98,fumbles_forced,0,,,,,
player,201210140htx,gnb,JennM.00,def_int,0,,,,,
player,201210140htx,gnb,JennM.00,def_int_yds,0,,,,,
player,201210140htx,gnb,JennM.00,def_int_td,0,,,,,
player,201210140htx,gnb,JennM.00,def_int_long,0,,,,,
player,201210140htx,gnb,JennM.00,pass_defended,0,,,,,
player,201210140htx,gnb,JennM.00,sacks,0.0,,,,,
player,201210140htx,gnb,JennM.00,tackles_combined,8,,,,,
player,201210140htx,gnb,JennM.00,tackles_solo,7,,,,,
player,201210140htx,gnb,JennM.00,tackles_assists,1,,,,,
player,201210140htx,gnb,JennM.00,tackles_loss,0,,,,,
player,201210140htx,gnb,JennM.00,qb_hits,0,,,,,
player,201210140htx,gnb,JennM.00,fumbles_rec,0,,,,,
player,201210140htx,gnb,JennM.00,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,JennM.00,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,JennM.00,fumbles_forced,0,,,,,
player,201210140htx,gnb,WillTr99,def_int,0,,,,,
player,201210140htx,gnb,WillTr99,def_int_yds,0,,,,,
player,201210140htx,gnb,WillTr99,def_int_td,0,,,,,
player,201210140htx,gnb,WillTr99,def_int_long,0,,,,,
player,201210140htx,gnb,WillTr99,pass_defended,1,,,,,
player,201210140htx,gnb,WillTr99,sacks,0.0,,,,,
player,201210140htx,gnb,WillTr99,tackles_combined,8,,,,,
player,201210140htx,gnb,WillTr99,tackles_solo,7,,,,,
player,201210140htx,gnb,WillTr99,tackles_assists,1,,,,,
player,201210140htx,gnb,WillTr99,tackles_loss,0,,,,,
player,201210140htx,gnb,WillTr99,qb_hits,0,,,,,
player,201210140htx,gnb,WillTr99,fumbles_rec,0,,,,,
player,201210140htx,gnb,WillTr99,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,WillTr99,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,WillTr99,fumbles_forced,0,,,,,
player,201210140htx,gnb,BurnMo99,def_int,0,,,,,
player,201210140htx,gnb,BurnMo99,def_int_yds,0,,,,,
player,201210140htx,gnb,BurnMo99,def_int_td,0,,,,,
player,201210140htx,gnb,BurnMo99,def_int_long,0,,,,,
player,201210140htx,gnb,BurnMo99,pass_defended,0,,,,,
player,201210140htx,gnb,BurnMo99,sacks,0.0,,,,,
player,201210140htx,gnb,BurnMo99,tackles_combined,6,,,,,
player,201210140htx,gnb,BurnMo99,tackles_solo,3,,,,,
player,201210140htx,gnb,BurnMo99,tackles_assists,3,,,,,
player,201210140htx,gnb,BurnMo99,tackles_loss,0,,,,,
player,201210140htx,gnb,BurnMo99,qb_hits,0,,,,,
player,201210140htx,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201210140htx,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201210140htx,gnb,MattCl99,def_int,0,,,,,
player,201210140htx,gnb,MattCl99,def_int_yds,0,,,,,
player,201210140htx,gnb,MattCl99,def_int_td,0,,,,,
player,201210140htx,gnb,MattCl99,def_int_long,0,,,,,
player,201210140htx,gnb,MattCl99,pass_defended,0,,,,,
player,201210140htx,gnb,MattCl99,sacks,0.0,,,,,
player,201210140htx,gnb,MattCl99,tackles_combined,4,,,,,
player,201210140htx,gnb,MattCl99,tackles_solo,4,,,,,
player,201210140htx,gnb,MattCl99,tackles_assists,0,,,,,
player,201210140htx,gnb,MattCl99,tackles_loss,1,,,,,
player,201210140htx,gnb,MattCl99,qb_hits,3,,,,,
player,201210140htx,gnb,MattCl99,fumbles_rec,0,,,,,
player,201210140htx,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,MattCl99,fumbles_forced,0,,,,,
player,201210140htx,gnb,SmitD.00,def_int,0,,,,,
player,201210140htx,gnb,SmitD.00,def_int_yds,0,,,,,
player,201210140htx,gnb,SmitD.00,def_int_td,0,,,,,
player,201210140htx,gnb,SmitD.00,def_int_long,0,,,,,
player,201210140htx,gnb,SmitD.00,pass_defended,0,,,,,
player,201210140htx,gnb,SmitD.00,sacks,0.0,,,,,
player,201210140htx,gnb,SmitD.00,tackles_combined,3,,,,,
player,201210140htx,gnb,SmitD.00,tackles_solo,3,,,,,
player,201210140htx,gnb,SmitD.00,tackles_assists,0,,,,,
player,201210140htx,gnb,SmitD.00,tackles_loss,0,,,,,
player,201210140htx,gnb,SmitD.00,qb_hits,0,,,,,
player,201210140htx,gnb,SmitD.00,fumbles_rec,0,,,,,
player,201210140htx,gnb,SmitD.00,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,SmitD.00,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,SmitD.00,fumbles_forced,0,,,,,
player,201210140htx,gnb,DaniMi00,def_int,0,,,,,
player,201210140htx,gnb,DaniMi00,def_int_yds,0,,,,,
player,201210140htx,gnb,DaniMi00,def_int_td,0,,,,,
player,201210140htx,gnb,DaniMi00,def_int_long,0,,,,,
player,201210140htx,gnb,DaniMi00,pass_defended,0,,,,,
player,201210140htx,gnb,DaniMi00,sacks,0.0,,,,,
player,201210140htx,gnb,DaniMi00,tackles_combined,2,,,,,
player,201210140htx,gnb,DaniMi00,tackles_solo,2,,,,,
player,201210140htx,gnb,DaniMi00,tackles_assists,0,,,,,
player,201210140htx,gnb,DaniMi00,tackles_loss,0,,,,,
player,201210140htx,gnb,DaniMi00,qb_hits,0,,,,,
player,201210140htx,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201210140htx,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201210140htx,gnb,FranRo99,def_int,0,,,,,
player,201210140htx,gnb,FranRo99,def_int_yds,0,,,,,
player,201210140htx,gnb,FranRo99,def_int_td,0,,,,,
player,201210140htx,gnb,FranRo99,def_int_long,0,,,,,
player,201210140htx,gnb,FranRo99,pass_defended,0,,,,,
player,201210140htx,gnb,FranRo99,sacks,0.0,,,,,
player,201210140htx,gnb,FranRo99,tackles_combined,2,,,,,
player,201210140htx,gnb,FranRo99,tackles_solo,2,,,,,
player,201210140htx,gnb,FranRo99,tackles_assists,0,,,,,
player,201210140htx,gnb,FranRo99,tackles_loss,0,,,,,
player,201210140htx,gnb,FranRo99,qb_hits,0,,,,,
player,201210140htx,gnb,FranRo99,fumbles_rec,0,,,,,
player,201210140htx,gnb,FranRo99,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,FranRo99,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,FranRo99,fumbles_forced,0,,,,,
player,201210140htx,gnb,JoneBr99,def_int,0,,,,,
player,201210140htx,gnb,JoneBr99,def_int_yds,0,,,,,
player,201210140htx,gnb,JoneBr99,def_int_td,0,,,,,
player,201210140htx,gnb,JoneBr99,def_int_long,0,,,,,
player,201210140htx,gnb,JoneBr99,pass_defended,0,,,,,
player,201210140htx,gnb,JoneBr99,sacks,0.0,,,,,
player,201210140htx,gnb,JoneBr99,tackles_combined,2,,,,,
player,201210140htx,gnb,JoneBr99,tackles_solo,2,,,,,
player,201210140htx,gnb,JoneBr99,tackles_assists,0,,,,,
player,201210140htx,gnb,JoneBr99,tackles_loss,1,,,,,
player,201210140htx,gnb,JoneBr99,qb_hits,0,,,,,
player,201210140htx,gnb,JoneBr99,fumbles_rec,0,,,,,
player,201210140htx,gnb,JoneBr99,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,JoneBr99,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,JoneBr99,fumbles_forced,0,,,,,
player,201210140htx,gnb,McMiJe00,def_int,0,,,,,
player,201210140htx,gnb,McMiJe00,def_int_yds,0,,,,,
player,201210140htx,gnb,McMiJe00,def_int_td,0,,,,,
player,201210140htx,gnb,McMiJe00,def_int_long,0,,,,,
player,201210140htx,gnb,McMiJe00,pass_defended,0,,,,,
player,201210140htx,gnb,McMiJe00,sacks,0.0,,,,,
player,201210140htx,gnb,McMiJe00,tackles_combined,2,,,,,
player,201210140htx,gnb,McMiJe00,tackles_solo,2,,,,,
player,201210140htx,gnb,McMiJe00,tackles_assists,0,,,,,
player,201210140htx,gnb,McMiJe00,tackles_loss,0,,,,,
player,201210140htx,gnb,McMiJe00,qb_hits,0,,,,,
player,201210140htx,gnb,McMiJe00,fumbles_rec,0,,,,,
player,201210140htx,gnb,McMiJe00,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,McMiJe00,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,McMiJe00,fumbles_forced,0,,,,,
player,201210140htx,gnb,MoseDe00,def_int,0,,,,,
player,201210140htx,gnb,MoseDe00,def_int_yds,0,,,,,
player,201210140htx,gnb,MoseDe00,def_int_td,0,,,,,
player,201210140htx,gnb,MoseDe00,def_int_long,0,,,,,
player,201210140htx,gnb,MoseDe00,pass_defended,0,,,,,
player,201210140htx,gnb,MoseDe00,sacks,0.0,,,,,
player,201210140htx,gnb,MoseDe00,tackles_combined,2,,,,,
player,201210140htx,gnb,MoseDe00,tackles_solo,1,,,,,
player,201210140htx,gnb,MoseDe00,tackles_assists,1,,,,,
player,201210140htx,gnb,MoseDe00,tackles_loss,0,,,,,
player,201210140htx,gnb,MoseDe00,qb_hits,0,,,,,
player,201210140htx,gnb,MoseDe00,fumbles_rec,0,,,,,
player,201210140htx,gnb,MoseDe00,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,MoseDe00,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,MoseDe00,fumbles_forced,0,,,,,
player,201210140htx,gnb,NealMi99,def_int,0,,,,,
player,201210140htx,gnb,NealMi99,def_int_yds,0,,,,,
player,201210140htx,gnb,NealMi99,def_int_td,0,,,,,
player,201210140htx,gnb,NealMi99,def_int_long,0,,,,,
player,201210140htx,gnb,NealMi99,pass_defended,0,,,,,
player,201210140htx,gnb,NealMi99,sacks,0.0,,,,,
player,201210140htx,gnb,NealMi99,tackles_combined,2,,,,,
player,201210140htx,gnb,NealMi99,tackles_solo,2,,,,,
player,201210140htx,gnb,NealMi99,tackles_assists,0,,,,,
player,201210140htx,gnb,NealMi99,tackles_loss,1,,,,,
player,201210140htx,gnb,NealMi99,qb_hits,0,,,,,
player,201210140htx,gnb,NealMi99,fumbles_rec,0,,,,,
player,201210140htx,gnb,NealMi99,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,NealMi99,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,NealMi99,fumbles_forced,0,,,,,
player,201210140htx,gnb,LattJa00,def_int,0,,,,,
player,201210140htx,gnb,LattJa00,def_int_yds,0,,,,,
player,201210140htx,gnb,LattJa00,def_int_td,0,,,,,
player,201210140htx,gnb,LattJa00,def_int_long,0,,,,,
player,201210140htx,gnb,LattJa00,pass_defended,0,,,,,
player,201210140htx,gnb,LattJa00,sacks,0.0,,,,,
player,201210140htx,gnb,LattJa00,tackles_combined,1,,,,,
player,201210140htx,gnb,LattJa00,tackles_solo,1,,,,,
player,201210140htx,gnb,LattJa00,tackles_assists,0,,,,,
player,201210140htx,gnb,LattJa00,tackles_loss,0,,,,,
player,201210140htx,gnb,LattJa00,qb_hits,0,,,,,
player,201210140htx,gnb,LattJa00,fumbles_rec,0,,,,,
player,201210140htx,gnb,LattJa00,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,LattJa00,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,LattJa00,fumbles_forced,0,,,,,
player,201210140htx,gnb,PickRy20,def_int,0,,,,,
player,201210140htx,gnb,PickRy20,def_int_yds,0,,,,,
player,201210140htx,gnb,PickRy20,def_int_td,0,,,,,
player,201210140htx,gnb,PickRy20,def_int_long,0,,,,,
player,201210140htx,gnb,PickRy20,pass_defended,0,,,,,
player,201210140htx,gnb,PickRy20,sacks,0.0,,,,,
player,201210140htx,gnb,PickRy20,tackles_combined,1,,,,,
player,201210140htx,gnb,PickRy20,tackles_solo,1,,,,,
player,201210140htx,gnb,PickRy20,tackles_assists,0,,,,,
player,201210140htx,gnb,PickRy20,tackles_loss,0,,,,,
player,201210140htx,gnb,PickRy20,qb_hits,0,,,,,
player,201210140htx,gnb,PickRy20,fumbles_rec,0,,,,,
player,201210140htx,gnb,PickRy20,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,PickRy20,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,PickRy20,fumbles_forced,0,,,,,
player,201210140htx,gnb,WoodCh00,def_int,0,,,,,
player,201210140htx,gnb,WoodCh00,def_int_yds,0,,,,,
player,201210140htx,gnb,WoodCh00,def_int_td,0,,,,,
player,201210140htx,gnb,WoodCh00,def_int_long,0,,,,,
player,201210140htx,gnb,WoodCh00,pass_defended,0,,,,,
player,201210140htx,gnb,WoodCh00,sacks,0.0,,,,,
player,201210140htx,gnb,WoodCh00,tackles_combined,1,,,,,
player,201210140htx,gnb,WoodCh00,tackles_solo,1,,,,,
player,201210140htx,gnb,WoodCh00,tackles_assists,0,,,,,
player,201210140htx,gnb,WoodCh00,tackles_loss,0,,,,,
player,201210140htx,gnb,WoodCh00,qb_hits,0,,,,,
player,201210140htx,gnb,WoodCh00,fumbles_rec,0,,,,,
player,201210140htx,gnb,WoodCh00,fumbles_rec_yds,0,,,,,
player,201210140htx,gnb,WoodCh00,fumbles_rec_td,0,,,,,
player,201210140htx,gnb,WoodCh00,fumbles_forced,0,,,,,
player,201210140htx,htx,WattJ.00,def_int,0,,,,,
player,201210140htx,htx,WattJ.00,def_int_yds,0,,,,,
player,201210140htx,htx,WattJ.00,def_int_td,0,,,,,
player,201210140htx,htx,WattJ.00,def_int_long,0,,,,,
player,201210140htx,htx,WattJ.00,pass_defended,0,,,,,
player,201210140htx,htx,WattJ.00,sacks,2.0,,,,,
player,201210140htx,htx,WattJ.00,tackles_combined,6,,,,,
player,201210140htx,htx,WattJ.00,tackles_solo,5,,,,,
player,201210140htx,htx,WattJ.00,tackles_assists,1,,,,,
player,201210140htx,htx,WattJ.00,tackles_loss,4,,,,,
player,201210140htx,htx,WattJ.00,qb_hits,3,,,,,
player,201210140htx,htx,WattJ.00,fumbles_rec,0,,,,,
player,201210140htx,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201210140htx,htx,WattJ.00,fumbles_forced,0,,,,,
player,201210140htx,htx,QuinGl99,def_int,0,,,,,
player,201210140htx,htx,QuinGl99,def_int_yds,0,,,,,
player,201210140htx,htx,QuinGl99,def_int_td,0,,,,,
player,201210140htx,htx,QuinGl99,def_int_long,0,,,,,
player,201210140htx,htx,QuinGl99,pass_defended,2,,,,,
player,201210140htx,htx,QuinGl99,sacks,0.0,,,,,
player,201210140htx,htx,QuinGl99,tackles_combined,8,,,,,
player,201210140htx,htx,QuinGl99,tackles_solo,7,,,,,
player,201210140htx,htx,QuinGl99,tackles_assists,1,,,,,
player,201210140htx,htx,QuinGl99,tackles_loss,0,,,,,
player,201210140htx,htx,QuinGl99,qb_hits,0,,,,,
player,201210140htx,htx,QuinGl99,fumbles_rec,0,,,,,
player,201210140htx,htx,QuinGl99,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,QuinGl99,fumbles_rec_td,0,,,,,
player,201210140htx,htx,QuinGl99,fumbles_forced,0,,,,,
player,201210140htx,htx,JoseJo20,def_int,0,,,,,
player,201210140htx,htx,JoseJo20,def_int_yds,0,,,,,
player,201210140htx,htx,JoseJo20,def_int_td,0,,,,,
player,201210140htx,htx,JoseJo20,def_int_long,0,,,,,
player,201210140htx,htx,JoseJo20,pass_defended,0,,,,,
player,201210140htx,htx,JoseJo20,sacks,0.0,,,,,
player,201210140htx,htx,JoseJo20,tackles_combined,7,,,,,
player,201210140htx,htx,JoseJo20,tackles_solo,6,,,,,
player,201210140htx,htx,JoseJo20,tackles_assists,1,,,,,
player,201210140htx,htx,JoseJo20,tackles_loss,0,,,,,
player,201210140htx,htx,JoseJo20,qb_hits,0,,,,,
player,201210140htx,htx,JoseJo20,fumbles_rec,0,,,,,
player,201210140htx,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201210140htx,htx,JoseJo20,fumbles_forced,0,,,,,
player,201210140htx,htx,JameBr20,def_int,0,,,,,
player,201210140htx,htx,JameBr20,def_int_yds,0,,,,,
player,201210140htx,htx,JameBr20,def_int_td,0,,,,,
player,201210140htx,htx,JameBr20,def_int_long,0,,,,,
player,201210140htx,htx,JameBr20,pass_defended,0,,,,,
player,201210140htx,htx,JameBr20,sacks,0.0,,,,,
player,201210140htx,htx,JameBr20,tackles_combined,6,,,,,
player,201210140htx,htx,JameBr20,tackles_solo,3,,,,,
player,201210140htx,htx,JameBr20,tackles_assists,3,,,,,
player,201210140htx,htx,JameBr20,tackles_loss,0,,,,,
player,201210140htx,htx,JameBr20,qb_hits,1,,,,,
player,201210140htx,htx,JameBr20,fumbles_rec,0,,,,,
player,201210140htx,htx,JameBr20,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,JameBr20,fumbles_rec_td,0,,,,,
player,201210140htx,htx,JameBr20,fumbles_forced,0,,,,,
player,201210140htx,htx,MannDa21,def_int,0,,,,,
player,201210140htx,htx,MannDa21,def_int_yds,0,,,,,
player,201210140htx,htx,MannDa21,def_int_td,0,,,,,
player,201210140htx,htx,MannDa21,def_int_long,0,,,,,
player,201210140htx,htx,MannDa21,pass_defended,0,,,,,
player,201210140htx,htx,MannDa21,sacks,0.0,,,,,
player,201210140htx,htx,MannDa21,tackles_combined,6,,,,,
player,201210140htx,htx,MannDa21,tackles_solo,5,,,,,
player,201210140htx,htx,MannDa21,tackles_assists,1,,,,,
player,201210140htx,htx,MannDa21,tackles_loss,0,,,,,
player,201210140htx,htx,MannDa21,qb_hits,0,,,,,
player,201210140htx,htx,MannDa21,fumbles_rec,0,,,,,
player,201210140htx,htx,MannDa21,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,MannDa21,fumbles_rec_td,0,,,,,
player,201210140htx,htx,MannDa21,fumbles_forced,0,,,,,
player,201210140htx,htx,NolaTr99,def_int,0,,,,,
player,201210140htx,htx,NolaTr99,def_int_yds,0,,,,,
player,201210140htx,htx,NolaTr99,def_int_td,0,,,,,
player,201210140htx,htx,NolaTr99,def_int_long,0,,,,,
player,201210140htx,htx,NolaTr99,pass_defended,0,,,,,
player,201210140htx,htx,NolaTr99,sacks,0.0,,,,,
player,201210140htx,htx,NolaTr99,tackles_combined,6,,,,,
player,201210140htx,htx,NolaTr99,tackles_solo,4,,,,,
player,201210140htx,htx,NolaTr99,tackles_assists,2,,,,,
player,201210140htx,htx,NolaTr99,tackles_loss,0,,,,,
player,201210140htx,htx,NolaTr99,qb_hits,0,,,,,
player,201210140htx,htx,NolaTr99,fumbles_rec,0,,,,,
player,201210140htx,htx,NolaTr99,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,NolaTr99,fumbles_rec_td,0,,,,,
player,201210140htx,htx,NolaTr99,fumbles_forced,0,,,,,
player,201210140htx,htx,BramBr00,def_int,0,,,,,
player,201210140htx,htx,BramBr00,def_int_yds,0,,,,,
player,201210140htx,htx,BramBr00,def_int_td,0,,,,,
player,201210140htx,htx,BramBr00,def_int_long,0,,,,,
player,201210140htx,htx,BramBr00,pass_defended,0,,,,,
player,201210140htx,htx,BramBr00,sacks,0.0,,,,,
player,201210140htx,htx,BramBr00,tackles_combined,5,,,,,
player,201210140htx,htx,BramBr00,tackles_solo,4,,,,,
player,201210140htx,htx,BramBr00,tackles_assists,1,,,,,
player,201210140htx,htx,BramBr00,tackles_loss,0,,,,,
player,201210140htx,htx,BramBr00,qb_hits,0,,,,,
player,201210140htx,htx,BramBr00,fumbles_rec,0,,,,,
player,201210140htx,htx,BramBr00,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,BramBr00,fumbles_rec_td,0,,,,,
player,201210140htx,htx,BramBr00,fumbles_forced,0,,,,,
player,201210140htx,htx,MitcEa99,def_int,0,,,,,
player,201210140htx,htx,MitcEa99,def_int_yds,0,,,,,
player,201210140htx,htx,MitcEa99,def_int_td,0,,,,,
player,201210140htx,htx,MitcEa99,def_int_long,0,,,,,
player,201210140htx,htx,MitcEa99,pass_defended,0,,,,,
player,201210140htx,htx,MitcEa99,sacks,0.0,,,,,
player,201210140htx,htx,MitcEa99,tackles_combined,5,,,,,
player,201210140htx,htx,MitcEa99,tackles_solo,4,,,,,
player,201210140htx,htx,MitcEa99,tackles_assists,1,,,,,
player,201210140htx,htx,MitcEa99,tackles_loss,0,,,,,
player,201210140htx,htx,MitcEa99,qb_hits,0,,,,,
player,201210140htx,htx,MitcEa99,fumbles_rec,0,,,,,
player,201210140htx,htx,MitcEa99,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,MitcEa99,fumbles_rec_td,0,,,,,
player,201210140htx,htx,MitcEa99,fumbles_forced,0,,,,,
player,201210140htx,htx,ReedBr00,def_int,0,,,,,
player,201210140htx,htx,ReedBr00,def_int_yds,0,,,,,
player,201210140htx,htx,ReedBr00,def_int_td,0,,,,,
player,201210140htx,htx,ReedBr00,def_int_long,0,,,,,
player,201210140htx,htx,ReedBr00,pass_defended,0,,,,,
player,201210140htx,htx,ReedBr00,sacks,0.0,,,,,
player,201210140htx,htx,ReedBr00,tackles_combined,4,,,,,
player,201210140htx,htx,ReedBr00,tackles_solo,2,,,,,
player,201210140htx,htx,ReedBr00,tackles_assists,2,,,,,
player,201210140htx,htx,ReedBr00,tackles_loss,0,,,,,
player,201210140htx,htx,ReedBr00,qb_hits,2,,,,,
player,201210140htx,htx,ReedBr00,fumbles_rec,0,,,,,
player,201210140htx,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201210140htx,htx,ReedBr00,fumbles_forced,0,,,,,
player,201210140htx,htx,BarwCo99,def_int,0,,,,,
player,201210140htx,htx,BarwCo99,def_int_yds,0,,,,,
player,201210140htx,htx,BarwCo99,def_int_td,0,,,,,
player,201210140htx,htx,BarwCo99,def_int_long,0,,,,,
player,201210140htx,htx,BarwCo99,pass_defended,1,,,,,
player,201210140htx,htx,BarwCo99,sacks,0.0,,,,,
player,201210140htx,htx,BarwCo99,tackles_combined,3,,,,,
player,201210140htx,htx,BarwCo99,tackles_solo,3,,,,,
player,201210140htx,htx,BarwCo99,tackles_assists,0,,,,,
player,201210140htx,htx,BarwCo99,tackles_loss,1,,,,,
player,201210140htx,htx,BarwCo99,qb_hits,0,,,,,
player,201210140htx,htx,BarwCo99,fumbles_rec,0,,,,,
player,201210140htx,htx,BarwCo99,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,BarwCo99,fumbles_rec_td,0,,,,,
player,201210140htx,htx,BarwCo99,fumbles_forced,0,,,,,
