game,2012,6,20121014,201210140htx,gnb,"Green Bay Packers",42,htx,"Houston Texans",24
player,201210140htx,htx,McCaBr99,def_int,0,,,,,
player,201210140htx,htx,McCaBr99,def_int_yds,0,,,,,
player,201210140htx,htx,McCaBr99,def_int_td,0,,,,,
player,201210140htx,htx,McCaBr99,def_int_long,0,,,,,
player,201210140htx,htx,McCaBr99,pass_defended,1,,,,,
player,201210140htx,htx,McCaBr99,sacks,0.0,,,,,
player,201210140htx,htx,McCaBr99,tackles_combined,3,,,,,
player,201210140htx,htx,McCaBr99,tackles_solo,3,,,,,
player,201210140htx,htx,McCaBr99,tackles_assists,0,,,,,
player,201210140htx,htx,McCaBr99,tackles_loss,0,,,,,
player,201210140htx,htx,McCaBr99,qb_hits,0,,,,,
player,201210140htx,htx,McCaBr99,fumbles_rec,0,,,,,
player,201210140htx,htx,McCaBr99,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,McCaBr99,fumbles_rec_td,0,,,,,
player,201210140htx,htx,McCaBr99,fumbles_forced,0,,,,,
player,201210140htx,htx,AlexMi01,def_int,0,,,,,
player,201210140htx,htx,AlexMi01,def_int_yds,0,,,,,
player,201210140htx,htx,AlexMi01,def_int_td,0,,,,,
player,201210140htx,htx,AlexMi01,def_int_long,0,,,,,
player,201210140htx,htx,AlexMi01,pass_defended,0,,,,,
player,201210140htx,htx,AlexMi01,sacks,0.0,,,,,
player,201210140htx,htx,AlexMi01,tackles_combined,2,,,,,
player,201210140htx,htx,AlexMi01,tackles_solo,2,,,,,
player,201210140htx,htx,AlexMi01,tackles_assists,0,,,,,
player,201210140htx,htx,AlexMi01,tackles_loss,0,,,,,
player,201210140htx,htx,AlexMi01,qb_hits,0,,,,,
player,201210140htx,htx,AlexMi01,fumbles_rec,0,,,,,
player,201210140htx,htx,AlexMi01,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,AlexMi01,fumbles_rec_td,0,,,,,
player,201210140htx,htx,AlexMi01,fumbles_forced,0,,,,,
player,201210140htx,htx,CricJa00,def_int,0,,,,,
player,201210140htx,htx,CricJa00,def_int_yds,0,,,,,
player,201210140htx,htx,CricJa00,def_int_td,0,,,,,
player,201210140htx,htx,CricJa00,def_int_long,0,,,,,
player,201210140htx,htx,CricJa00,pass_defended,1,,,,,
player,201210140htx,htx,CricJa00,sacks,0.0,,,,,
player,201210140htx,htx,CricJa00,tackles_combined,2,,,,,
player,201210140htx,htx,CricJa00,tackles_solo,2,,,,,
player,201210140htx,htx,CricJa00,tackles_assists,0,,,,,
player,201210140htx,htx,CricJa00,tackles_loss,0,,,,,
player,201210140htx,htx,CricJa00,qb_hits,0,,,,,
player,201210140htx,htx,CricJa00,fumbles_rec,0,,,,,
player,201210140htx,htx,CricJa00,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,CricJa00,fumbles_rec_td,0,,,,,
player,201210140htx,htx,CricJa00,fumbles_forced,0,,,,,
player,201210140htx,htx,JackKa99,def_int,0,,,,,
player,201210140htx,htx,JackKa99,def_int_yds,0,,,,,
player,201210140htx,htx,JackKa99,def_int_td,0,,,,,
player,201210140htx,htx,JackKa99,def_int_long,0,,,,,
player,201210140htx,htx,JackKa99,pass_defended,0,,,,,
player,201210140htx,htx,JackKa99,sacks,0.0,,,,,
player,201210140htx,htx,JackKa99,tackles_combined,2,,,,,
player,201210140htx,htx,JackKa99,tackles_solo,2,,,,,
player,201210140htx,htx,JackKa99,tackles_assists,0,,,,,
player,201210140htx,htx,JackKa99,tackles_loss,0,,,,,
player,201210140htx,htx,JackKa99,qb_hits,0,,,,,
player,201210140htx,htx,JackKa99,fumbles_rec,0,,,,,
player,201210140htx,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201210140htx,htx,JackKa99,fumbles_forced,0,,,,,
player,201210140htx,htx,KeoxSh00,def_int,0,,,,,
player,201210140htx,htx,KeoxSh00,def_int_yds,0,,,,,
player,201210140htx,htx,KeoxSh00,def_int_td,0,,,,,
player,201210140htx,htx,KeoxSh00,def_int_long,0,,,,,
player,201210140htx,htx,KeoxSh00,pass_defended,0,,,,,
player,201210140htx,htx,KeoxSh00,sacks,0.0,,,,,
player,201210140htx,htx,KeoxSh00,tackles_combined,2,,,,,
player,201210140htx,htx,KeoxSh00,tackles_solo,1,,,,,
player,201210140htx,htx,KeoxSh00,tackles_assists,1,,,,,
player,201210140htx,htx,KeoxSh00,tackles_loss,0,,,,,
player,201210140htx,htx,KeoxSh00,qb_hits,0,,,,,
player,201210140htx,htx,KeoxSh00,fumbles_rec,0,,,,,
player,201210140htx,htx,KeoxSh00,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,KeoxSh00,fumbles_rec_td,0,,,,,
player,201210140htx,htx,KeoxSh00,fumbles_forced,0,,,,,
player,201210140htx,htx,SmitAn22,def_int,0,,,,,
player,201210140htx,htx,SmitAn22,def_int_yds,0,,,,,
player,201210140htx,htx,SmitAn22,def_int_td,0,,,,,
player,201210140htx,htx,SmitAn22,def_int_long,0,,,,,
player,201210140htx,htx,SmitAn22,pass_defended,0,,,,,
player,201210140htx,htx,SmitAn22,sacks,0.0,,,,,
player,201210140htx,htx,SmitAn22,tackles_combined,2,,,,,
player,201210140htx,htx,SmitAn22,tackles_solo,2,,,,,
player,201210140htx,htx,SmitAn22,tackles_assists,0,,,,,
player,201210140htx,htx,SmitAn22,tackles_loss,0,,,,,
player,201210140htx,htx,SmitAn22,qb_hits,1,,,,,
player,201210140htx,htx,SmitAn22,fumbles_rec,0,,,,,
player,201210140htx,htx,SmitAn22,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,SmitAn22,fumbles_rec_td,0,,,,,
player,201210140htx,htx,SmitAn22,fumbles_forced,0,,,,,
player,201210140htx,htx,BallAl99,def_int,0,,,,,
player,201210140htx,htx,BallAl99,def_int_yds,0,,,,,
player,201210140htx,htx,BallAl99,def_int_td,0,,,,,
player,201210140htx,htx,BallAl99,def_int_long,0,,,,,
player,201210140htx,htx,BallAl99,pass_defended,0,,,,,
player,201210140htx,htx,BallAl99,sacks,0.0,,,,,
player,201210140htx,htx,BallAl99,tackles_combined,1,,,,,
player,201210140htx,htx,BallAl99,tackles_solo,1,,,,,
player,201210140htx,htx,BallAl99,tackles_assists,0,,,,,
player,201210140htx,htx,BallAl99,tackles_loss,0,,,,,
player,201210140htx,htx,BallAl99,qb_hits,0,,,,,
player,201210140htx,htx,BallAl99,fumbles_rec,0,,,,,
player,201210140htx,htx,BallAl99,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,BallAl99,fumbles_rec_td,0,,,,,
player,201210140htx,htx,BallAl99,fumbles_forced,0,,,,,
player,201210140htx,htx,CodySh20,def_int,0,,,,,
player,201210140htx,htx,CodySh20,def_int_yds,0,,,,,
player,201210140htx,htx,CodySh20,def_int_td,0,,,,,
player,201210140htx,htx,CodySh20,def_int_long,0,,,,,
player,201210140htx,htx,CodySh20,pass_defended,0,,,,,
player,201210140htx,htx,CodySh20,sacks,0.0,,,,,
player,201210140htx,htx,CodySh20,tackles_combined,1,,,,,
player,201210140htx,htx,CodySh20,tackles_solo,1,,,,,
player,201210140htx,htx,CodySh20,tackles_assists,0,,,,,
player,201210140htx,htx,CodySh20,tackles_loss,0,,,,,
player,201210140htx,htx,CodySh20,qb_hits,0,,,,,
player,201210140htx,htx,CodySh20,fumbles_rec,0,,,,,
player,201210140htx,htx,CodySh20,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,CodySh20,fumbles_rec_td,0,,,,,
player,201210140htx,htx,CodySh20,fumbles_forced,0,,,,,
player,201210140htx,htx,MercWh00,def_int,0,,,,,
player,201210140htx,htx,MercWh00,def_int_yds,0,,,,,
player,201210140htx,htx,MercWh00,def_int_td,0,,,,,
player,201210140htx,htx,MercWh00,def_int_long,0,,,,,
player,201210140htx,htx,MercWh00,pass_defended,0,,,,,
player,201210140htx,htx,MercWh00,sacks,0.0,,,,,
player,201210140htx,htx,MercWh00,tackles_combined,1,,,,,
player,201210140htx,htx,MercWh00,tackles_solo,1,,,,,
player,201210140htx,htx,MercWh00,tackles_assists,0,,,,,
player,201210140htx,htx,MercWh00,tackles_loss,0,,,,,
player,201210140htx,htx,MercWh00,qb_hits,0,,,,,
player,201210140htx,htx,MercWh00,fumbles_rec,0,,,,,
player,201210140htx,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201210140htx,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201210140htx,htx,MercWh00,fumbles_forced,0,,,,,
player,201210140htx,gnb,CobbRa00,kick_ret,3,,,,,
player,201210140htx,gnb,CobbRa00,kick_ret_yds,86,,,,,
player,201210140htx,gnb,CobbRa00,kick_ret_yds_per_ret,28.7,,,,,
player,201210140htx,gnb,CobbRa00,kick_ret_td,0,,,,,
player,201210140htx,gnb,CobbRa00,kick_ret_long,46,,,,,
player,201210140htx,gnb,CobbRa00,punt_ret,3,,,,,
player,201210140htx,gnb,CobbRa00,punt_ret_yds,23,,,,,
player,201210140htx,gnb,CobbRa00,punt_ret_yds_per_ret,7.7,,,,,
player,201210140htx,gnb,CobbRa00,punt_ret_td,0,,,,,
player,201210140htx,gnb,CobbRa00,punt_ret_long,16,,,,,
player,201210140htx,htx,MartKe01,kick_ret,3,,,,,
player,201210140htx,htx,MartKe01,kick_ret_yds,65,,,,,
player,201210140htx,htx,MartKe01,kick_ret_yds_per_ret,21.7,,,,,
player,201210140htx,htx,MartKe01,kick_ret_td,0,,,,,
player,201210140htx,htx,MartKe01,kick_ret_long,31,,,,,
player,201210140htx,htx,MartKe01,punt_ret,1,,,,,
player,201210140htx,htx,MartKe01,punt_ret_yds,19,,,,,
player,201210140htx,htx,MartKe01,punt_ret_yds_per_ret,19.0,,,,,
player,201210140htx,htx,MartKe01,punt_ret_td,0,,,,,
player,201210140htx,htx,MartKe01,punt_ret_long,19,,,,,
player,201210140htx,gnb,CrosMa20,xpm,6,,,,,
player,201210140htx,gnb,CrosMa20,xpa,6,,,,,
player,201210140htx,gnb,CrosMa20,fgm,,,,,,
player,201210140htx,gnb,CrosMa20,fga,,,,,,
player,201210140htx,gnb,CrosMa20,punt,0,,,,,
player,201210140htx,gnb,CrosMa20,punt_yds,0,,,,,
player,201210140htx,gnb,CrosMa20,punt_yds_per_punt,,,,,,
player,201210140htx,gnb,CrosMa20,punt_long,0,,,,,
player,201210140htx,gnb,MastTi99,xpm,,,,,,
player,201210140htx,gnb,MastTi99,xpa,,,,,,
player,201210140htx,gnb,MastTi99,fgm,,,,,,
player,201210140htx,gnb,MastTi99,fga,,,,,,
player,201210140htx,gnb,MastTi99,punt,4,,,,,
player,201210140htx,gnb,MastTi99,punt_yds,171,,,,,
player,201210140htx,gnb,MastTi99,punt_yds_per_punt,42.8,,,,,
player,201210140htx,gnb,MastTi99,punt_long,55,,,,,
player,201210140htx,htx,grahasha01,xpm,3,,,,,
player,201210140htx,htx,grahasha01,xpa,3,,,,,
player,201210140htx,htx,grahasha01,fgm,1,,,,,
player,201210140htx,htx,grahasha01,fga,1,,,,,
player,201210140htx,htx,grahasha01,punt,0,,,,,
player,201210140htx,htx,grahasha01,punt_yds,0,,,,,
player,201210140htx,htx,grahasha01,punt_yds_per_punt,,,,,,
player,201210140htx,htx,grahasha01,punt_long,0,,,,,
player,201210140htx,htx,JoneDo21,xpm,,,,,,
player,201210140htx,htx,JoneDo21,xpa,,,,,,
player,201210140htx,htx,JoneDo21,fgm,,,,,,
player,201210140htx,htx,JoneDo21,fga,,,,,,
player,201210140htx,htx,JoneDo21,punt,4,,,,,
player,201210140htx,htx,JoneDo21,punt_yds,206,,,,,
player,201210140htx,htx,JoneDo21,punt_yds_per_punt,51.5,,,,,
player,201210140htx,htx,JoneDo21,punt_long,55,,,,,
player,201210140htx,htx,SmitWa21,pos,G,,,,,
player,201210140htx,htx,SmitWa21,offense,71,,,,,
player,201210140htx,htx,SmitWa21,off_pct,100%,,,,,
player,201210140htx,htx,SmitWa21,defense,0,,,,,
player,201210140htx,htx,SmitWa21,def_pct,0%,,,,,
player,201210140htx,htx,SmitWa21,special_teams,4,,,,,
player,201210140htx,htx,SmitWa21,st_pct,12%,,,,,
player,201210140htx,htx,MyerCh20,pos,C,,,,,
player,201210140htx,htx,MyerCh20,offense,71,,,,,
player,201210140htx,htx,MyerCh20,off_pct,100%,,,,,
player,201210140htx,htx,MyerCh20,defense,0,,,,,
player,201210140htx,htx,MyerCh20,def_pct,0%,,,,,
player,201210140htx,htx,MyerCh20,special_teams,0,,,,,
player,201210140htx,htx,MyerCh20,st_pct,0%,,,,,
player,201210140htx,htx,BrowDu20,pos,T,,,,,
player,201210140htx,htx,BrowDu20,offense,68,,,,,
player,201210140htx,htx,BrowDu20,off_pct,96%,,,,,
player,201210140htx,htx,BrowDu20,defense,0,,,,,
player,201210140htx,htx,BrowDu20,def_pct,0%,,,,,
player,201210140htx,htx,BrowDu20,special_teams,4,,,,,
player,201210140htx,htx,BrowDu20,st_pct,12%,,,,,
player,201210140htx,htx,JoneBe01,pos,C,,,,,
player,201210140htx,htx,JoneBe01,offense,64,,,,,
player,201210140htx,htx,JoneBe01,off_pct,90%,,,,,
player,201210140htx,htx,JoneBe01,defense,0,,,,,
player,201210140htx,htx,JoneBe01,def_pct,0%,,,,,
player,201210140htx,htx,JoneBe01,special_teams,5,,,,,
player,201210140htx,htx,JoneBe01,st_pct,15%,,,,,
player,201210140htx,htx,SchaMa00,pos,QB,,,,,
player,201210140htx,htx,SchaMa00,offense,62,,,,,
player,201210140htx,htx,SchaMa00,off_pct,87%,,,,,
player,201210140htx,htx,SchaMa00,defense,0,,,,,
player,201210140htx,htx,SchaMa00,def_pct,0%,,,,,
player,201210140htx,htx,SchaMa00,special_teams,0,,,,,
player,201210140htx,htx,SchaMa00,st_pct,0%,,,,,
player,201210140htx,htx,DaniOw00,pos,TE,,,,,
player,201210140htx,htx,DaniOw00,offense,57,,,,,
player,201210140htx,htx,DaniOw00,off_pct,80%,,,,,
player,201210140htx,htx,DaniOw00,defense,0,,,,,
player,201210140htx,htx,DaniOw00,def_pct,0%,,,,,
player,201210140htx,htx,DaniOw00,special_teams,4,,,,,
player,201210140htx,htx,DaniOw00,st_pct,12%,,,,,
player,201210140htx,htx,JohnAn02,pos,WR,,,,,
player,201210140htx,htx,JohnAn02,offense,57,,,,,
player,201210140htx,htx,JohnAn02,off_pct,80%,,,,,
player,201210140htx,htx,JohnAn02,defense,0,,,,,
player,201210140htx,htx,JohnAn02,def_pct,0%,,,,,
player,201210140htx,htx,JohnAn02,special_teams,0,,,,,
player,201210140htx,htx,JohnAn02,st_pct,0%,,,,,
player,201210140htx,htx,WaltKe00,pos,WR,,,,,
player,201210140htx,htx,WaltKe00,offense,51,,,,,
player,201210140htx,htx,WaltKe00,off_pct,72%,,,,,
player,201210140htx,htx,WaltKe00,defense,0,,,,,
player,201210140htx,htx,WaltKe00,def_pct,0%,,,,,
player,201210140htx,htx,WaltKe00,special_teams,1,,,,,
player,201210140htx,htx,WaltKe00,st_pct,3%,,,,,
player,201210140htx,htx,NewtDe00,pos,T,,,,,
player,201210140htx,htx,NewtDe00,offense,46,,,,,
player,201210140htx,htx,NewtDe00,off_pct,65%,,,,,
player,201210140htx,htx,NewtDe00,defense,0,,,,,
player,201210140htx,htx,NewtDe00,def_pct,0%,,,,,
player,201210140htx,htx,NewtDe00,special_teams,4,,,,,
player,201210140htx,htx,NewtDe00,st_pct,12%,,,,,
player,201210140htx,htx,FostAr00,pos,RB,,,,,
player,201210140htx,htx,FostAr00,offense,45,,,,,
player,201210140htx,htx,FostAr00,off_pct,63%,,,,,
player,201210140htx,htx,FostAr00,defense,0,,,,,
player,201210140htx,htx,FostAr00,def_pct,0%,,,,,
player,201210140htx,htx,FostAr00,special_teams,0,,,,,
player,201210140htx,htx,FostAr00,st_pct,0%,,,,,
player,201210140htx,htx,GrahGa00,pos,TE,,,,,
player,201210140htx,htx,GrahGa00,offense,38,,,,,
player,201210140htx,htx,GrahGa00,off_pct,54%,,,,,
player,201210140htx,htx,GrahGa00,defense,0,,,,,
player,201210140htx,htx,GrahGa00,def_pct,0%,,,,,
player,201210140htx,htx,GrahGa00,special_teams,7,,,,,
player,201210140htx,htx,GrahGa00,st_pct,21%,,,,,
player,201210140htx,htx,MartKe01,pos,WR,,,,,
player,201210140htx,htx,MartKe01,offense,35,,,,,
player,201210140htx,htx,MartKe01,off_pct,49%,,,,,
player,201210140htx,htx,MartKe01,defense,0,,,,,
player,201210140htx,htx,MartKe01,def_pct,0%,,,,,
player,201210140htx,htx,MartKe01,special_teams,13,,,,,
player,201210140htx,htx,MartKe01,st_pct,39%,,,,,
player,201210140htx,htx,HarrRy20,pos,T,,,,,
player,201210140htx,htx,HarrRy20,offense,31,,,,,
player,201210140htx,htx,HarrRy20,off_pct,44%,,,,,
player,201210140htx,htx,HarrRy20,defense,0,,,,,
player,201210140htx,htx,HarrRy20,def_pct,0%,,,,,
player,201210140htx,htx,HarrRy20,special_teams,4,,,,,
player,201210140htx,htx,HarrRy20,st_pct,12%,,,,,
player,201210140htx,htx,CaseJa00,pos,TE,,,,,
player,201210140htx,htx,CaseJa00,offense,22,,,,,
player,201210140htx,htx,CaseJa00,off_pct,31%,,,,,
player,201210140htx,htx,CaseJa00,defense,0,,,,,
player,201210140htx,htx,CaseJa00,def_pct,0%,,,,,
player,201210140htx,htx,CaseJa00,special_teams,12,,,,,
player,201210140htx,htx,CaseJa00,st_pct,36%,,,,,
player,201210140htx,htx,ForsJu00,pos,RB,,,,,
player,201210140htx,htx,ForsJu00,offense,16,,,,,
player,201210140htx,htx,ForsJu00,off_pct,23%,,,,,
player,201210140htx,htx,ForsJu00,defense,0,,,,,
player,201210140htx,htx,ForsJu00,def_pct,0%,,,,,
player,201210140htx,htx,ForsJu00,special_teams,4,,,,,
player,201210140htx,htx,ForsJu00,st_pct,12%,,,,,
player,201210140htx,htx,JeanLe01,pos,WR,,,,,
player,201210140htx,htx,JeanLe01,offense,13,,,,,
player,201210140htx,htx,JeanLe01,off_pct,18%,,,,,
player,201210140htx,htx,JeanLe01,defense,0,,,,,
player,201210140htx,htx,JeanLe01,def_pct,0%,,,,,
player,201210140htx,htx,JeanLe01,special_teams,0,,,,,
player,201210140htx,htx,JeanLe01,st_pct,0%,,,,,
player,201210140htx,htx,PoseDe00,pos,WR,,,,,
player,201210140htx,htx,PoseDe00,offense,9,,,,,
player,201210140htx,htx,PoseDe00,off_pct,13%,,,,,
player,201210140htx,htx,PoseDe00,defense,0,,,,,
player,201210140htx,htx,PoseDe00,def_pct,0%,,,,,
player,201210140htx,htx,PoseDe00,special_teams,15,,,,,
player,201210140htx,htx,PoseDe00,st_pct,45%,,,,,
player,201210140htx,htx,YateT.00,pos,QB,,,,,
player,201210140htx,htx,YateT.00,offense,9,,,,,
player,201210140htx,htx,YateT.00,off_pct,13%,,,,,
player,201210140htx,htx,YateT.00,defense,0,,,,,
player,201210140htx,htx,YateT.00,def_pct,0%,,,,,
player,201210140htx,htx,YateT.00,special_teams,0,,,,,
player,201210140htx,htx,YateT.00,st_pct,0%,,,,,
player,201210140htx,htx,CaldAn20,pos,G,,,,,
player,201210140htx,htx,CaldAn20,offense,7,,,,,
player,201210140htx,htx,CaldAn20,off_pct,10%,,,,,
player,201210140htx,htx,CaldAn20,defense,0,,,,,
player,201210140htx,htx,CaldAn20,def_pct,0%,,,,,
player,201210140htx,htx,CaldAn20,special_teams,1,,,,,
player,201210140htx,htx,CaldAn20,st_pct,3%,,,,,
player,201210140htx,htx,TateBe00,pos,RB,,,,,
player,201210140htx,htx,TateBe00,offense,6,,,,,
player,201210140htx,htx,TateBe00,off_pct,8%,,,,,
player,201210140htx,htx,TateBe00,defense,0,,,,,
player,201210140htx,htx,TateBe00,def_pct,0%,,,,,
player,201210140htx,htx,TateBe00,special_teams,0,,,,,
player,201210140htx,htx,TateBe00,st_pct,0%,,,,,
player,201210140htx,htx,ClutTy00,pos,FB,,,,,
player,201210140htx,htx,ClutTy00,offense,3,,,,,
player,201210140htx,htx,ClutTy00,off_pct,4%,,,,,
player,201210140htx,htx,ClutTy00,defense,0,,,,,
player,201210140htx,htx,ClutTy00,def_pct,0%,,,,,
player,201210140htx,htx,ClutTy00,special_teams,12,,,,,
player,201210140htx,htx,ClutTy00,st_pct,36%,,,,,
player,201210140htx,htx,MannDa21,pos,SS,,,,,
player,201210140htx,htx,MannDa21,offense,0,,,,,
player,201210140htx,htx,MannDa21,off_pct,0%,,,,,
player,201210140htx,htx,MannDa21,defense,70,,,,,
player,201210140htx,htx,MannDa21,def_pct,96%,,,,,
player,201210140htx,htx,MannDa21,special_teams,7,,,,,
player,201210140htx,htx,MannDa21,st_pct,21%,,,,,
player,201210140htx,htx,QuinGl99,pos,SS,,,,,
player,201210140htx,htx,QuinGl99,offense,0,,,,,
player,201210140htx,htx,QuinGl99,off_pct,0%,,,,,
player,201210140htx,htx,QuinGl99,defense,66,,,,,
player,201210140htx,htx,QuinGl99,def_pct,90%,,,,,
player,201210140htx,htx,QuinGl99,special_teams,13,,,,,
player,201210140htx,htx,QuinGl99,st_pct,39%,,,,,
player,201210140htx,htx,BarwCo99,pos,LB,,,,,
player,201210140htx,htx,BarwCo99,offense,0,,,,,
player,201210140htx,htx,BarwCo99,off_pct,0%,,,,,
player,201210140htx,htx,BarwCo99,defense,65,,,,,
player,201210140htx,htx,BarwCo99,def_pct,89%,,,,,
player,201210140htx,htx,BarwCo99,special_teams,11,,,,,
player,201210140htx,htx,BarwCo99,st_pct,33%,,,,,
player,201210140htx,htx,JackKa99,pos,CB,,,,,
player,201210140htx,htx,JackKa99,offense,0,,,,,
player,201210140htx,htx,JackKa99,off_pct,0%,,,,,
player,201210140htx,htx,JackKa99,defense,65,,,,,
player,201210140htx,htx,JackKa99,def_pct,89%,,,,,
player,201210140htx,htx,JackKa99,special_teams,7,,,,,
player,201210140htx,htx,JackKa99,st_pct,21%,,,,,
player,201210140htx,htx,ReedBr00,pos,LB,,,,,
player,201210140htx,htx,ReedBr00,offense,0,,,,,
player,201210140htx,htx,ReedBr00,off_pct,0%,,,,,
player,201210140htx,htx,ReedBr00,defense,65,,,,,
player,201210140htx,htx,ReedBr00,def_pct,89%,,,,,
player,201210140htx,htx,ReedBr00,special_teams,7,,,,,
player,201210140htx,htx,ReedBr00,st_pct,21%,,,,,
player,201210140htx,htx,JoseJo20,pos,CB,,,,,
player,201210140htx,htx,JoseJo20,offense,0,,,,,
player,201210140htx,htx,JoseJo20,off_pct,0%,,,,,
player,201210140htx,htx,JoseJo20,defense,64,,,,,
player,201210140htx,htx,JoseJo20,def_pct,88%,,,,,
player,201210140htx,htx,JoseJo20,special_teams,0,,,,,
player,201210140htx,htx,JoseJo20,st_pct,0%,,,,,
player,201210140htx,htx,McCaBr99,pos,CB,,,,,
player,201210140htx,htx,McCaBr99,offense,0,,,,,
player,201210140htx,htx,McCaBr99,off_pct,0%,,,,,
player,201210140htx,htx,McCaBr99,defense,60,,,,,
player,201210140htx,htx,McCaBr99,def_pct,82%,,,,,
player,201210140htx,htx,McCaBr99,special_teams,10,,,,,
player,201210140htx,htx,McCaBr99,st_pct,30%,,,,,
player,201210140htx,htx,WattJ.00,pos,DE,,,,,
player,201210140htx,htx,WattJ.00,offense,0,,,,,
player,201210140htx,htx,WattJ.00,off_pct,0%,,,,,
player,201210140htx,htx,WattJ.00,defense,58,,,,,
player,201210140htx,htx,WattJ.00,def_pct,79%,,,,,
player,201210140htx,htx,WattJ.00,special_teams,6,,,,,
player,201210140htx,htx,WattJ.00,st_pct,18%,,,,,
player,201210140htx,htx,JameBr20,pos,LB,,,,,
player,201210140htx,htx,JameBr20,offense,0,,,,,
player,201210140htx,htx,JameBr20,off_pct,0%,,,,,
player,201210140htx,htx,JameBr20,defense,57,,,,,
player,201210140htx,htx,JameBr20,def_pct,78%,,,,,
player,201210140htx,htx,JameBr20,special_teams,7,,,,,
player,201210140htx,htx,JameBr20,st_pct,21%,,,,,
player,201210140htx,htx,NolaTr99,pos,FS,,,,,
player,201210140htx,htx,NolaTr99,offense,0,,,,,
player,201210140htx,htx,NolaTr99,off_pct,0%,,,,,
player,201210140htx,htx,NolaTr99,defense,53,,,,,
player,201210140htx,htx,NolaTr99,def_pct,73%,,,,,
player,201210140htx,htx,NolaTr99,special_teams,21,,,,,
player,201210140htx,htx,NolaTr99,st_pct,64%,,,,,
player,201210140htx,htx,SmitAn22,pos,DE,,,,,
player,201210140htx,htx,SmitAn22,offense,0,,,,,
player,201210140htx,htx,SmitAn22,off_pct,0%,,,,,
player,201210140htx,htx,SmitAn22,defense,46,,,,,
player,201210140htx,htx,SmitAn22,def_pct,63%,,,,,
player,201210140htx,htx,SmitAn22,special_teams,5,,,,,
player,201210140htx,htx,SmitAn22,st_pct,15%,,,,,
player,201210140htx,htx,DobbTi20,pos,LB,,,,,
player,201210140htx,htx,DobbTi20,offense,0,,,,,
player,201210140htx,htx,DobbTi20,off_pct,0%,,,,,
player,201210140htx,htx,DobbTi20,defense,29,,,,,
player,201210140htx,htx,DobbTi20,def_pct,40%,,,,,
player,201210140htx,htx,DobbTi20,special_teams,7,,,,,
player,201210140htx,htx,DobbTi20,st_pct,21%,,,,,
player,201210140htx,htx,MitcEa99,pos,NT,,,,,
player,201210140htx,htx,MitcEa99,offense,0,,,,,
player,201210140htx,htx,MitcEa99,off_pct,0%,,,,,
player,201210140htx,htx,MitcEa99,defense,27,,,,,
player,201210140htx,htx,MitcEa99,def_pct,37%,,,,,
player,201210140htx,htx,MitcEa99,special_teams,10,,,,,
player,201210140htx,htx,MitcEa99,st_pct,30%,,,,,
player,201210140htx,htx,CricJa00,pos,DE,,,,,
player,201210140htx,htx,CricJa00,offense,0,,,,,
player,201210140htx,htx,CricJa00,off_pct,0%,,,,,
player,201210140htx,htx,CricJa00,defense,18,,,,,
player,201210140htx,htx,CricJa00,def_pct,25%,,,,,
player,201210140htx,htx,CricJa00,special_teams,5,,,,,
player,201210140htx,htx,CricJa00,st_pct,15%,,,,,
player,201210140htx,htx,CodySh20,pos,NT,,,,,
player,201210140htx,htx,CodySh20,offense,0,,,,,
player,201210140htx,htx,CodySh20,off_pct,0%,,,,,
player,201210140htx,htx,CodySh20,defense,15,,,,,
player,201210140htx,htx,CodySh20,def_pct,21%,,,,,
player,201210140htx,htx,CodySh20,special_teams,8,,,,,
player,201210140htx,htx,CodySh20,st_pct,24%,,,,,
player,201210140htx,htx,AlexMi01,pos,LB,,,,,
player,201210140htx,htx,AlexMi01,offense,0,,,,,
player,201210140htx,htx,AlexMi01,off_pct,0%,,,,,
player,201210140htx,htx,AlexMi01,defense,11,,,,,
player,201210140htx,htx,AlexMi01,def_pct,15%,,,,,
player,201210140htx,htx,AlexMi01,special_teams,22,,,,,
player,201210140htx,htx,AlexMi01,st_pct,67%,,,,,
player,201210140htx,htx,MercWh00,pos,LB,,,,,
player,201210140htx,htx,MercWh00,offense,0,,,,,
player,201210140htx,htx,MercWh00,off_pct,0%,,,,,
player,201210140htx,htx,MercWh00,defense,11,,,,,
player,201210140htx,htx,MercWh00,def_pct,15%,,,,,
player,201210140htx,htx,MercWh00,special_teams,11,,,,,
player,201210140htx,htx,MercWh00,st_pct,33%,,,,,
player,201210140htx,htx,BramBr00,pos,LB,,,,,
player,201210140htx,htx,BramBr00,offense,0,,,,,
player,201210140htx,htx,BramBr00,off_pct,0%,,,,,
player,201210140htx,htx,BramBr00,defense,8,,,,,
player,201210140htx,htx,BramBr00,def_pct,11%,,,,,
player,201210140htx,htx,BramBr00,special_teams,22,,,,,
player,201210140htx,htx,BramBr00,st_pct,67%,,,,,
