game,2012,16,20121223,201212230gnb,oti,"Tennessee Titans",7,gnb,"Green Bay Packers",55
player,201212230gnb,gnb,RodgAa00,special_teams,0,,,,,
player,201212230gnb,gnb,RodgAa00,st_pct,0%,,,,,
player,201212230gnb,gnb,FinlJe00,pos,TE,,,,,
player,201212230gnb,gnb,FinlJe00,offense,47,,,,,
player,201212230gnb,gnb,FinlJe00,off_pct,60%,,,,,
player,201212230gnb,gnb,FinlJe00,defense,0,,,,,
player,201212230gnb,gnb,FinlJe00,def_pct,0%,,,,,
player,201212230gnb,gnb,FinlJe00,special_teams,0,,,,,
player,201212230gnb,gnb,FinlJe00,st_pct,0%,,,,,
player,201212230gnb,gnb,WillD.00,pos,TE,,,,,
player,201212230gnb,gnb,WillD.00,offense,44,,,,,
player,201212230gnb,gnb,WillD.00,off_pct,56%,,,,,
player,201212230gnb,gnb,WillD.00,defense,0,,,,,
player,201212230gnb,gnb,WillD.00,def_pct,0%,,,,,
player,201212230gnb,gnb,WillD.00,special_teams,20,,,,,
player,201212230gnb,gnb,WillD.00,st_pct,61%,,,,,
player,201212230gnb,gnb,CobbRa00,pos,WR,,,,,
player,201212230gnb,gnb,CobbRa00,offense,41,,,,,
player,201212230gnb,gnb,CobbRa00,off_pct,53%,,,,,
player,201212230gnb,gnb,CobbRa00,defense,0,,,,,
player,201212230gnb,gnb,CobbRa00,def_pct,0%,,,,,
player,201212230gnb,gnb,CobbRa00,special_teams,6,,,,,
player,201212230gnb,gnb,CobbRa00,st_pct,18%,,,,,
player,201212230gnb,gnb,GranRy00,pos,RB,,,,,
player,201212230gnb,gnb,GranRy00,offense,41,,,,,
player,201212230gnb,gnb,GranRy00,off_pct,53%,,,,,
player,201212230gnb,gnb,GranRy00,defense,0,,,,,
player,201212230gnb,gnb,GranRy00,def_pct,0%,,,,,
player,201212230gnb,gnb,GranRy00,special_teams,0,,,,,
player,201212230gnb,gnb,GranRy00,st_pct,0%,,,,,
player,201212230gnb,gnb,KuhnJo00,pos,FB,,,,,
player,201212230gnb,gnb,KuhnJo00,offense,32,,,,,
player,201212230gnb,gnb,KuhnJo00,off_pct,41%,,,,,
player,201212230gnb,gnb,KuhnJo00,defense,0,,,,,
player,201212230gnb,gnb,KuhnJo00,def_pct,0%,,,,,
player,201212230gnb,gnb,KuhnJo00,special_teams,4,,,,,
player,201212230gnb,gnb,KuhnJo00,st_pct,12%,,,,,
player,201212230gnb,gnb,HarrDu01,pos,RB,,,,,
player,201212230gnb,gnb,HarrDu01,offense,19,,,,,
player,201212230gnb,gnb,HarrDu01,off_pct,24%,,,,,
player,201212230gnb,gnb,HarrDu01,defense,0,,,,,
player,201212230gnb,gnb,HarrDu01,def_pct,0%,,,,,
player,201212230gnb,gnb,HarrDu01,special_teams,0,,,,,
player,201212230gnb,gnb,HarrDu01,st_pct,0%,,,,,
player,201212230gnb,gnb,HarrGr00,pos,QB,,,,,
player,201212230gnb,gnb,HarrGr00,offense,15,,,,,
player,201212230gnb,gnb,HarrGr00,off_pct,19%,,,,,
player,201212230gnb,gnb,HarrGr00,defense,0,,,,,
player,201212230gnb,gnb,HarrGr00,def_pct,0%,,,,,
player,201212230gnb,gnb,HarrGr00,special_teams,0,,,,,
player,201212230gnb,gnb,HarrGr00,st_pct,0%,,,,,
player,201212230gnb,gnb,TaylRy00,pos,TE,,,,,
player,201212230gnb,gnb,TaylRy00,offense,12,,,,,
player,201212230gnb,gnb,TaylRy00,off_pct,15%,,,,,
player,201212230gnb,gnb,TaylRy00,defense,0,,,,,
player,201212230gnb,gnb,TaylRy00,def_pct,0%,,,,,
player,201212230gnb,gnb,TaylRy00,special_teams,30,,,,,
player,201212230gnb,gnb,TaylRy00,st_pct,91%,,,,,
player,201212230gnb,gnb,BoykJa00,pos,WR,,,,,
player,201212230gnb,gnb,BoykJa00,offense,9,,,,,
player,201212230gnb,gnb,BoykJa00,off_pct,12%,,,,,
player,201212230gnb,gnb,BoykJa00,defense,0,,,,,
player,201212230gnb,gnb,BoykJa00,def_pct,0%,,,,,
player,201212230gnb,gnb,BoykJa00,special_teams,21,,,,,
player,201212230gnb,gnb,BoykJa00,st_pct,64%,,,,,
player,201212230gnb,gnb,VanRGr00,pos,G,,,,,
player,201212230gnb,gnb,VanRGr00,offense,8,,,,,
player,201212230gnb,gnb,VanRGr00,off_pct,10%,,,,,
player,201212230gnb,gnb,VanRGr00,defense,0,,,,,
player,201212230gnb,gnb,VanRGr00,def_pct,0%,,,,,
player,201212230gnb,gnb,VanRGr00,special_teams,10,,,,,
player,201212230gnb,gnb,VanRGr00,st_pct,30%,,,,,
player,201212230gnb,gnb,DrivDo00,pos,WR,,,,,
player,201212230gnb,gnb,DrivDo00,offense,4,,,,,
player,201212230gnb,gnb,DrivDo00,off_pct,5%,,,,,
player,201212230gnb,gnb,DrivDo00,defense,0,,,,,
player,201212230gnb,gnb,DrivDo00,def_pct,0%,,,,,
player,201212230gnb,gnb,DrivDo00,special_teams,0,,,,,
player,201212230gnb,gnb,DrivDo00,st_pct,0%,,,,,
player,201212230gnb,gnb,RossJe01,pos,WR,,,,,
player,201212230gnb,gnb,RossJe01,offense,1,,,,,
player,201212230gnb,gnb,RossJe01,off_pct,1%,,,,,
player,201212230gnb,gnb,RossJe01,defense,0,,,,,
player,201212230gnb,gnb,RossJe01,def_pct,0%,,,,,
player,201212230gnb,gnb,RossJe01,special_teams,7,,,,,
player,201212230gnb,gnb,RossJe01,st_pct,21%,,,,,
player,201212230gnb,gnb,BurnMo99,pos,FS,,,,,
player,201212230gnb,gnb,BurnMo99,offense,0,,,,,
player,201212230gnb,gnb,BurnMo99,off_pct,0%,,,,,
player,201212230gnb,gnb,BurnMo99,defense,59,,,,,
player,201212230gnb,gnb,BurnMo99,def_pct,100%,,,,,
player,201212230gnb,gnb,BurnMo99,special_teams,3,,,,,
player,201212230gnb,gnb,BurnMo99,st_pct,9%,,,,,
player,201212230gnb,gnb,WillTr99,pos,CB,,,,,
player,201212230gnb,gnb,WillTr99,offense,0,,,,,
player,201212230gnb,gnb,WillTr99,off_pct,0%,,,,,
player,201212230gnb,gnb,WillTr99,defense,59,,,,,
player,201212230gnb,gnb,WillTr99,def_pct,100%,,,,,
player,201212230gnb,gnb,WillTr99,special_teams,0,,,,,
player,201212230gnb,gnb,WillTr99,st_pct,0%,,,,,
player,201212230gnb,gnb,JoneBr99,pos,LB,,,,,
player,201212230gnb,gnb,JoneBr99,offense,0,,,,,
player,201212230gnb,gnb,JoneBr99,off_pct,0%,,,,,
player,201212230gnb,gnb,JoneBr99,defense,58,,,,,
player,201212230gnb,gnb,JoneBr99,def_pct,98%,,,,,
player,201212230gnb,gnb,JoneBr99,special_teams,2,,,,,
player,201212230gnb,gnb,JoneBr99,st_pct,6%,,,,,
player,201212230gnb,gnb,ShieSa00,pos,CB,,,,,
player,201212230gnb,gnb,ShieSa00,offense,0,,,,,
player,201212230gnb,gnb,ShieSa00,off_pct,0%,,,,,
player,201212230gnb,gnb,ShieSa00,defense,57,,,,,
player,201212230gnb,gnb,ShieSa00,def_pct,97%,,,,,
player,201212230gnb,gnb,ShieSa00,special_teams,2,,,,,
player,201212230gnb,gnb,ShieSa00,st_pct,6%,,,,,
player,201212230gnb,gnb,JennM.00,pos,SS,,,,,
player,201212230gnb,gnb,JennM.00,offense,0,,,,,
player,201212230gnb,gnb,JennM.00,off_pct,0%,,,,,
player,201212230gnb,gnb,JennM.00,defense,49,,,,,
player,201212230gnb,gnb,JennM.00,def_pct,83%,,,,,
player,201212230gnb,gnb,JennM.00,special_teams,16,,,,,
player,201212230gnb,gnb,JennM.00,st_pct,48%,,,,,
player,201212230gnb,gnb,HaywCa00,pos,CB,,,,,
player,201212230gnb,gnb,HaywCa00,offense,0,,,,,
player,201212230gnb,gnb,HaywCa00,off_pct,0%,,,,,
player,201212230gnb,gnb,HaywCa00,defense,40,,,,,
player,201212230gnb,gnb,HaywCa00,def_pct,68%,,,,,
player,201212230gnb,gnb,HaywCa00,special_teams,16,,,,,
player,201212230gnb,gnb,HaywCa00,st_pct,48%,,,,,
player,201212230gnb,gnb,NealMi99,pos,DE,,,,,
player,201212230gnb,gnb,NealMi99,offense,0,,,,,
player,201212230gnb,gnb,NealMi99,off_pct,0%,,,,,
player,201212230gnb,gnb,NealMi99,defense,39,,,,,
player,201212230gnb,gnb,NealMi99,def_pct,66%,,,,,
player,201212230gnb,gnb,NealMi99,special_teams,2,,,,,
player,201212230gnb,gnb,NealMi99,st_pct,6%,,,,,
player,201212230gnb,gnb,MoseDe00,pos,LB,,,,,
player,201212230gnb,gnb,MoseDe00,offense,0,,,,,
player,201212230gnb,gnb,MoseDe00,off_pct,0%,,,,,
player,201212230gnb,gnb,MoseDe00,defense,36,,,,,
player,201212230gnb,gnb,MoseDe00,def_pct,61%,,,,,
player,201212230gnb,gnb,MoseDe00,special_teams,5,,,,,
player,201212230gnb,gnb,MoseDe00,st_pct,15%,,,,,
player,201212230gnb,gnb,HawkA.20,pos,LB,,,,,
player,201212230gnb,gnb,HawkA.20,offense,0,,,,,
player,201212230gnb,gnb,HawkA.20,off_pct,0%,,,,,
player,201212230gnb,gnb,HawkA.20,defense,35,,,,,
player,201212230gnb,gnb,HawkA.20,def_pct,59%,,,,,
player,201212230gnb,gnb,HawkA.20,special_teams,2,,,,,
player,201212230gnb,gnb,HawkA.20,st_pct,6%,,,,,
player,201212230gnb,gnb,McMiJe00,pos,FS,,,,,
player,201212230gnb,gnb,McMiJe00,offense,0,,,,,
player,201212230gnb,gnb,McMiJe00,off_pct,0%,,,,,
player,201212230gnb,gnb,McMiJe00,defense,34,,,,,
player,201212230gnb,gnb,McMiJe00,def_pct,58%,,,,,
player,201212230gnb,gnb,McMiJe00,special_teams,11,,,,,
player,201212230gnb,gnb,McMiJe00,st_pct,33%,,,,,
player,201212230gnb,gnb,RajiBJ99,pos,NT,,,,,
player,201212230gnb,gnb,RajiBJ99,offense,0,,,,,
player,201212230gnb,gnb,RajiBJ99,off_pct,0%,,,,,
player,201212230gnb,gnb,RajiBJ99,defense,33,,,,,
player,201212230gnb,gnb,RajiBJ99,def_pct,56%,,,,,
player,201212230gnb,gnb,RajiBJ99,special_teams,2,,,,,
player,201212230gnb,gnb,RajiBJ99,st_pct,6%,,,,,
player,201212230gnb,gnb,MattCl99,pos,LB,,,,,
player,201212230gnb,gnb,MattCl99,offense,0,,,,,
player,201212230gnb,gnb,MattCl99,off_pct,0%,,,,,
player,201212230gnb,gnb,MattCl99,defense,30,,,,,
player,201212230gnb,gnb,MattCl99,def_pct,51%,,,,,
player,201212230gnb,gnb,MattCl99,special_teams,0,,,,,
player,201212230gnb,gnb,MattCl99,st_pct,0%,,,,,
player,201212230gnb,gnb,DaniMi00,pos,DE,,,,,
player,201212230gnb,gnb,DaniMi00,offense,0,,,,,
player,201212230gnb,gnb,DaniMi00,off_pct,0%,,,,,
player,201212230gnb,gnb,DaniMi00,defense,29,,,,,
player,201212230gnb,gnb,DaniMi00,def_pct,49%,,,,,
player,201212230gnb,gnb,DaniMi00,special_teams,4,,,,,
player,201212230gnb,gnb,DaniMi00,st_pct,12%,,,,,
player,201212230gnb,gnb,WaldEr99,pos,LB,,,,,
player,201212230gnb,gnb,WaldEr99,offense,0,,,,,
player,201212230gnb,gnb,WaldEr99,off_pct,0%,,,,,
player,201212230gnb,gnb,WaldEr99,defense,29,,,,,
player,201212230gnb,gnb,WaldEr99,def_pct,49%,,,,,
player,201212230gnb,gnb,WaldEr99,special_teams,1,,,,,
player,201212230gnb,gnb,WaldEr99,st_pct,3%,,,,,
player,201212230gnb,gnb,ZombFr00,pos,LB,,,,,
player,201212230gnb,gnb,ZombFr00,offense,0,,,,,
player,201212230gnb,gnb,ZombFr00,off_pct,0%,,,,,
player,201212230gnb,gnb,ZombFr00,defense,23,,,,,
player,201212230gnb,gnb,ZombFr00,def_pct,39%,,,,,
player,201212230gnb,gnb,ZombFr00,special_teams,19,,,,,
player,201212230gnb,gnb,ZombFr00,st_pct,58%,,,,,
player,201212230gnb,gnb,PickRy20,pos,DT,,,,,
player,201212230gnb,gnb,PickRy20,offense,0,,,,,
player,201212230gnb,gnb,PickRy20,off_pct,0%,,,,,
player,201212230gnb,gnb,PickRy20,defense,22,,,,,
player,201212230gnb,gnb,PickRy20,def_pct,37%,,,,,
player,201212230gnb,gnb,PickRy20,special_teams,0,,,,,
player,201212230gnb,gnb,PickRy20,st_pct,0%,,,,,
player,201212230gnb,gnb,MillJo01,pos,DT,,,,,
player,201212230gnb,gnb,MillJo01,offense,0,,,,,
player,201212230gnb,gnb,MillJo01,off_pct,0%,,,,,
player,201212230gnb,gnb,MillJo01,defense,15,,,,,
player,201212230gnb,gnb,MillJo01,def_pct,25%,,,,,
player,201212230gnb,gnb,MillJo01,special_teams,2,,,,,
player,201212230gnb,gnb,MillJo01,st_pct,6%,,,,,
player,201212230gnb,gnb,BushJa20,pos,CB,,,,,
player,201212230gnb,gnb,BushJa20,offense,0,,,,,
player,201212230gnb,gnb,BushJa20,off_pct,0%,,,,,
player,201212230gnb,gnb,BushJa20,defense,1,,,,,
player,201212230gnb,gnb,BushJa20,def_pct,2%,,,,,
player,201212230gnb,gnb,BushJa20,special_teams,24,,,,,
player,201212230gnb,gnb,BushJa20,st_pct,73%,,,,,
player,201212230gnb,gnb,HousDa00,pos,CB,,,,,
player,201212230gnb,gnb,HousDa00,offense,0,,,,,
player,201212230gnb,gnb,HousDa00,off_pct,0%,,,,,
player,201212230gnb,gnb,HousDa00,defense,1,,,,,
player,201212230gnb,gnb,HousDa00,def_pct,2%,,,,,
player,201212230gnb,gnb,HousDa00,special_teams,9,,,,,
player,201212230gnb,gnb,HousDa00,st_pct,27%,,,,,
player,201212230gnb,gnb,FranRo99,pos,LB,,,,,
player,201212230gnb,gnb,FranRo99,offense,0,,,,,
player,201212230gnb,gnb,FranRo99,off_pct,0%,,,,,
player,201212230gnb,gnb,FranRo99,defense,0,,,,,
player,201212230gnb,gnb,FranRo99,def_pct,0%,,,,,
player,201212230gnb,gnb,FranRo99,special_teams,22,,,,,
player,201212230gnb,gnb,FranRo99,st_pct,67%,,,,,
player,201212230gnb,gnb,LattJa00,pos,LB,,,,,
player,201212230gnb,gnb,LattJa00,offense,0,,,,,
player,201212230gnb,gnb,LattJa00,off_pct,0%,,,,,
player,201212230gnb,gnb,LattJa00,defense,0,,,,,
player,201212230gnb,gnb,LattJa00,def_pct,0%,,,,,
player,201212230gnb,gnb,LattJa00,special_teams,21,,,,,
player,201212230gnb,gnb,LattJa00,st_pct,64%,,,,,
player,201212230gnb,gnb,CrosMa20,pos,K,,,,,
player,201212230gnb,gnb,CrosMa20,offense,0,,,,,
player,201212230gnb,gnb,CrosMa20,off_pct,0%,,,,,
player,201212230gnb,gnb,CrosMa20,defense,0,,,,,
player,201212230gnb,gnb,CrosMa20,def_pct,0%,,,,,
player,201212230gnb,gnb,CrosMa20,special_teams,19,,,,,
player,201212230gnb,gnb,CrosMa20,st_pct,58%,,,,,
player,201212230gnb,gnb,MastTi99,pos,P,,,,,
player,201212230gnb,gnb,MastTi99,offense,0,,,,,
player,201212230gnb,gnb,MastTi99,off_pct,0%,,,,,
player,201212230gnb,gnb,MastTi99,defense,0,,,,,
player,201212230gnb,gnb,MastTi99,def_pct,0%,,,,,
player,201212230gnb,gnb,MastTi99,special_teams,12,,,,,
player,201212230gnb,gnb,MastTi99,st_pct,36%,,,,,
player,201212230gnb,gnb,GoodBr99,pos,LS,,,,,
player,201212230gnb,gnb,GoodBr99,offense,0,,,,,
player,201212230gnb,gnb,GoodBr99,off_pct,0%,,,,,
player,201212230gnb,gnb,GoodBr99,defense,0,,,,,
player,201212230gnb,gnb,GoodBr99,def_pct,0%,,,,,
player,201212230gnb,gnb,GoodBr99,special_teams,12,,,,,
player,201212230gnb,gnb,GoodBr99,st_pct,36%,,,,,
player,201212230gnb,gnb,MannTe00,pos,LB,,,,,
player,201212230gnb,gnb,MannTe00,offense,0,,,,,
player,201212230gnb,gnb,MannTe00,off_pct,0%,,,,,
player,201212230gnb,gnb,MannTe00,defense,0,,,,,
player,201212230gnb,gnb,MannTe00,def_pct,0%,,,,,
player,201212230gnb,gnb,MannTe00,special_teams,11,,,,,
player,201212230gnb,gnb,MannTe00,st_pct,33%,,,,,
player,201212230gnb,oti,VelaFe20,pos,C,,,,,
player,201212230gnb,oti,VelaFe20,offense,59,,,,,
player,201212230gnb,oti,VelaFe20,off_pct,100%,,,,,
player,201212230gnb,oti,VelaFe20,defense,0,,,,,
player,201212230gnb,oti,VelaFe20,def_pct,0%,,,,,
player,201212230gnb,oti,VelaFe20,special_teams,1,,,,,
player,201212230gnb,oti,VelaFe20,st_pct,3%,,,,,
player,201212230gnb,oti,StinBy00,pos,T,,,,,
player,201212230gnb,oti,StinBy00,offense,59,,,,,
player,201212230gnb,oti,StinBy00,off_pct,100%,,,,,
player,201212230gnb,oti,StinBy00,defense,0,,,,,
player,201212230gnb,oti,StinBy00,def_pct,0%,,,,,
player,201212230gnb,oti,StinBy00,special_teams,1,,,,,
player,201212230gnb,oti,StinBy00,st_pct,3%,,,,,
player,201212230gnb,oti,RoosMi20,pos,T,,,,,
player,201212230gnb,oti,RoosMi20,offense,59,,,,,
player,201212230gnb,oti,RoosMi20,off_pct,100%,,,,,
player,201212230gnb,oti,RoosMi20,defense,0,,,,,
player,201212230gnb,oti,RoosMi20,def_pct,0%,,,,,
player,201212230gnb,oti,RoosMi20,special_teams,1,,,,,
player,201212230gnb,oti,RoosMi20,st_pct,3%,,,,,
player,201212230gnb,oti,LutuDe20,pos,G,,,,,
player,201212230gnb,oti,LutuDe20,offense,59,,,,,
player,201212230gnb,oti,LutuDe20,off_pct,100%,,,,,
player,201212230gnb,oti,LutuDe20,defense,0,,,,,
player,201212230gnb,oti,LutuDe20,def_pct,0%,,,,,
player,201212230gnb,oti,LutuDe20,special_teams,1,,,,,
player,201212230gnb,oti,LutuDe20,st_pct,3%,,,,,
player,201212230gnb,oti,LockJa00,pos,QB,,,,,
player,201212230gnb,oti,LockJa00,offense,59,,,,,
player,201212230gnb,oti,LockJa00,off_pct,100%,,,,,
player,201212230gnb,oti,LockJa00,defense,0,,,,,
player,201212230gnb,oti,LockJa00,def_pct,0%,,,,,
player,201212230gnb,oti,LockJa00,special_teams,0,,,,,
player,201212230gnb,oti,LockJa00,st_pct,0%,,,,,
player,201212230gnb,oti,BritKe00,pos,WR,,,,,
player,201212230gnb,oti,BritKe00,offense,54,,,,,
player,201212230gnb,oti,BritKe00,off_pct,92%,,,,,
player,201212230gnb,oti,BritKe00,defense,0,,,,,
player,201212230gnb,oti,BritKe00,def_pct,0%,,,,,
player,201212230gnb,oti,BritKe00,special_teams,0,,,,,
player,201212230gnb,oti,BritKe00,st_pct,0%,,,,,
player,201212230gnb,oti,StevCr00,pos,TE,,,,,
player,201212230gnb,oti,StevCr00,offense,49,,,,,
player,201212230gnb,oti,StevCr00,off_pct,83%,,,,,
player,201212230gnb,oti,StevCr00,defense,0,,,,,
player,201212230gnb,oti,StevCr00,def_pct,0%,,,,,
player,201212230gnb,oti,StevCr00,special_teams,17,,,,,
player,201212230gnb,oti,StevCr00,st_pct,52%,,,,,
player,201212230gnb,oti,WashNa00,pos,WR,,,,,
player,201212230gnb,oti,WashNa00,offense,47,,,,,
player,201212230gnb,oti,WashNa00,off_pct,80%,,,,,
player,201212230gnb,oti,WashNa00,defense,0,,,,,
player,201212230gnb,oti,WashNa00,def_pct,0%,,,,,
player,201212230gnb,oti,WashNa00,special_teams,0,,,,,
player,201212230gnb,oti,WashNa00,st_pct,0%,,,,,
player,201212230gnb,oti,PetrMi20,pos,G,,,,,
player,201212230gnb,oti,PetrMi20,offense,37,,,,,
player,201212230gnb,oti,PetrMi20,off_pct,63%,,,,,
player,201212230gnb,oti,PetrMi20,defense,0,,,,,
player,201212230gnb,oti,PetrMi20,def_pct,0%,,,,,
player,201212230gnb,oti,PetrMi20,special_teams,1,,,,,
player,201212230gnb,oti,PetrMi20,st_pct,3%,,,,,
player,201212230gnb,oti,JohnCh04,pos,RB,,,,,
player,201212230gnb,oti,JohnCh04,offense,37,,,,,
player,201212230gnb,oti,JohnCh04,off_pct,63%,,,,,
player,201212230gnb,oti,JohnCh04,defense,0,,,,,
player,201212230gnb,oti,JohnCh04,def_pct,0%,,,,,
player,201212230gnb,oti,JohnCh04,special_teams,0,,,,,
player,201212230gnb,oti,JohnCh04,st_pct,0%,,,,,
player,201212230gnb,oti,DeVaKy00,pos,G,,,,,
player,201212230gnb,oti,DeVaKy00,offense,22,,,,,
player,201212230gnb,oti,DeVaKy00,off_pct,37%,,,,,
player,201212230gnb,oti,DeVaKy00,defense,0,,,,,
player,201212230gnb,oti,DeVaKy00,def_pct,0%,,,,,
player,201212230gnb,oti,DeVaKy00,special_teams,1,,,,,
player,201212230gnb,oti,DeVaKy00,st_pct,3%,,,,,
player,201212230gnb,oti,WillDa04,pos,WR,,,,,
player,201212230gnb,oti,WillDa04,offense,22,,,,,
player,201212230gnb,oti,WillDa04,off_pct,37%,,,,,
player,201212230gnb,oti,WillDa04,defense,0,,,,,
player,201212230gnb,oti,WillDa04,def_pct,0%,,,,,
player,201212230gnb,oti,WillDa04,special_teams,0,,,,,
player,201212230gnb,oti,WillDa04,st_pct,0%,,,,,
player,201212230gnb,oti,HarpJa01,pos,RB,,,,,
player,201212230gnb,oti,HarpJa01,offense,22,,,,,
player,201212230gnb,oti,HarpJa01,off_pct,37%,,,,,
player,201212230gnb,oti,HarpJa01,defense,0,,,,,
player,201212230gnb,oti,HarpJa01,def_pct,0%,,,,,
player,201212230gnb,oti,HarpJa01,special_teams,0,,,,,
player,201212230gnb,oti,HarpJa01,st_pct,0%,,,,,
player,201212230gnb,oti,ThomTa00,pos,TE,,,,,
player,201212230gnb,oti,ThomTa00,offense,21,,,,,
player,201212230gnb,oti,ThomTa00,off_pct,36%,,,,,
player,201212230gnb,oti,ThomTa00,defense,0,,,,,
player,201212230gnb,oti,ThomTa00,def_pct,0%,,,,,
player,201212230gnb,oti,ThomTa00,special_teams,23,,,,,
player,201212230gnb,oti,ThomTa00,st_pct,70%,,,,,
player,201212230gnb,oti,PresMi00,pos,WR,,,,,
player,201212230gnb,oti,PresMi00,offense,19,,,,,
player,201212230gnb,oti,PresMi00,off_pct,32%,,,,,
player,201212230gnb,oti,PresMi00,defense,0,,,,,
player,201212230gnb,oti,PresMi00,def_pct,0%,,,,,
player,201212230gnb,oti,PresMi00,special_teams,5,,,,,
player,201212230gnb,oti,PresMi00,st_pct,15%,,,,,
player,201212230gnb,oti,JohnQu00,pos,FB,,,,,
player,201212230gnb,oti,JohnQu00,offense,12,,,,,
player,201212230gnb,oti,JohnQu00,off_pct,20%,,,,,
player,201212230gnb,oti,JohnQu00,defense,0,,,,,
player,201212230gnb,oti,JohnQu00,def_pct,0%,,,,,
player,201212230gnb,oti,JohnQu00,special_teams,11,,,,,
player,201212230gnb,oti,JohnQu00,st_pct,33%,,,,,
player,201212230gnb,oti,HawkLa00,pos,WR,,,,,
player,201212230gnb,oti,HawkLa00,offense,12,,,,,
player,201212230gnb,oti,HawkLa00,off_pct,20%,,,,,
player,201212230gnb,oti,HawkLa00,defense,0,,,,,
player,201212230gnb,oti,HawkLa00,def_pct,0%,,,,,
player,201212230gnb,oti,HawkLa00,special_teams,3,,,,,
player,201212230gnb,oti,HawkLa00,st_pct,9%,,,,,
player,201212230gnb,oti,VernAl99,pos,CB,,,,,
player,201212230gnb,oti,VernAl99,offense,0,,,,,
player,201212230gnb,oti,VernAl99,off_pct,0%,,,,,
player,201212230gnb,oti,VernAl99,defense,78,,,,,
player,201212230gnb,oti,VernAl99,def_pct,100%,,,,,
player,201212230gnb,oti,VernAl99,special_teams,14,,,,,
player,201212230gnb,oti,VernAl99,st_pct,42%,,,,,
player,201212230gnb,oti,McCoJa99,pos,CB,,,,,
player,201212230gnb,oti,McCoJa99,offense,0,,,,,
player,201212230gnb,oti,McCoJa99,off_pct,0%,,,,,
player,201212230gnb,oti,McCoJa99,defense,78,,,,,
player,201212230gnb,oti,McCoJa99,def_pct,100%,,,,,
player,201212230gnb,oti,McCoJa99,special_teams,12,,,,,
player,201212230gnb,oti,McCoJa99,st_pct,36%,,,,,
player,201212230gnb,oti,GrifMi99,pos,FS,,,,,
player,201212230gnb,oti,GrifMi99,offense,0,,,,,
player,201212230gnb,oti,GrifMi99,off_pct,0%,,,,,
player,201212230gnb,oti,GrifMi99,defense,78,,,,,
player,201212230gnb,oti,GrifMi99,def_pct,100%,,,,,
player,201212230gnb,oti,GrifMi99,special_teams,12,,,,,
player,201212230gnb,oti,GrifMi99,st_pct,36%,,,,,
player,201212230gnb,oti,BrowZa00,pos,LB,,,,,
player,201212230gnb,oti,BrowZa00,offense,0,,,,,
player,201212230gnb,oti,BrowZa00,off_pct,0%,,,,,
player,201212230gnb,oti,BrowZa00,defense,72,,,,,
player,201212230gnb,oti,BrowZa00,def_pct,92%,,,,,
player,201212230gnb,oti,BrowZa00,special_teams,1,,,,,
player,201212230gnb,oti,BrowZa00,st_pct,3%,,,,,
player,201212230gnb,oti,MorgDe99,pos,DE,,,,,
player,201212230gnb,oti,MorgDe99,offense,0,,,,,
player,201212230gnb,oti,MorgDe99,off_pct,0%,,,,,
player,201212230gnb,oti,MorgDe99,defense,62,,,,,
player,201212230gnb,oti,MorgDe99,def_pct,79%,,,,,
player,201212230gnb,oti,MorgDe99,special_teams,10,,,,,
player,201212230gnb,oti,MorgDe99,st_pct,30%,,,,,
player,201212230gnb,oti,AfalAl99,pos,SS,,,,,
player,201212230gnb,oti,AfalAl99,offense,0,,,,,
player,201212230gnb,oti,AfalAl99,off_pct,0%,,,,,
player,201212230gnb,oti,AfalAl99,defense,60,,,,,
player,201212230gnb,oti,AfalAl99,def_pct,77%,,,,,
player,201212230gnb,oti,AfalAl99,special_teams,27,,,,,
player,201212230gnb,oti,AfalAl99,st_pct,82%,,,,,
player,201212230gnb,oti,WimbKa20,pos,DE,,,,,
player,201212230gnb,oti,WimbKa20,offense,0,,,,,
player,201212230gnb,oti,WimbKa20,off_pct,0%,,,,,
player,201212230gnb,oti,WimbKa20,defense,60,,,,,
player,201212230gnb,oti,WimbKa20,def_pct,77%,,,,,
player,201212230gnb,oti,WimbKa20,special_teams,10,,,,,
player,201212230gnb,oti,WimbKa20,st_pct,30%,,,,,
player,201212230gnb,oti,MarkSe99,pos,DT,,,,,
player,201212230gnb,oti,MarkSe99,offense,0,,,,,
player,201212230gnb,oti,MarkSe99,off_pct,0%,,,,,
player,201212230gnb,oti,MarkSe99,defense,54,,,,,
player,201212230gnb,oti,MarkSe99,def_pct,69%,,,,,
player,201212230gnb,oti,MarkSe99,special_teams,6,,,,,
player,201212230gnb,oti,MarkSe99,st_pct,18%,,,,,
player,201212230gnb,oti,CaseJu00,pos,DT,,,,,
player,201212230gnb,oti,CaseJu00,offense,0,,,,,
player,201212230gnb,oti,CaseJu00,off_pct,0%,,,,,
player,201212230gnb,oti,CaseJu00,defense,53,,,,,
player,201212230gnb,oti,CaseJu00,def_pct,68%,,,,,
player,201212230gnb,oti,CaseJu00,special_teams,6,,,,,
player,201212230gnb,oti,CaseJu00,st_pct,18%,,,,,
player,201212230gnb,oti,AyerAk00,pos,LB,,,,,
player,201212230gnb,oti,AyerAk00,offense,0,,,,,
player,201212230gnb,oti,AyerAk00,off_pct,0%,,,,,
player,201212230gnb,oti,AyerAk00,defense,48,,,,,
player,201212230gnb,oti,AyerAk00,def_pct,62%,,,,,
player,201212230gnb,oti,AyerAk00,special_teams,10,,,,,
player,201212230gnb,oti,AyerAk00,st_pct,30%,,,,,
