game,2012,10,20121111,201211110tam,sdg,"San Diego Chargers",24,tam,"Tampa Bay Buccaneers",34
player,201211110tam,tam,OwusCh00,pass_long,0,,,,,
player,201211110tam,tam,OwusCh00,pass_rating,,,,,,
player,201211110tam,tam,OwusCh00,rush_att,0,,,,,
player,201211110tam,tam,OwusCh00,rush_yds,0,,,,,
player,201211110tam,tam,OwusCh00,rush_td,0,,,,,
player,201211110tam,tam,OwusCh00,rush_long,0,,,,,
player,201211110tam,tam,OwusCh00,targets,1,,,,,
player,201211110tam,tam,OwusCh00,rec,0,,,,,
player,201211110tam,tam,OwusCh00,rec_yds,0,,,,,
player,201211110tam,tam,OwusCh00,rec_td,0,,,,,
player,201211110tam,tam,OwusCh00,rec_long,0,,,,,
player,201211110tam,tam,OwusCh00,fumbles,0,,,,,
player,201211110tam,tam,OwusCh00,fumbles_lost,0,,,,,
player,201211110tam,tam,WareDa00,pass_cmp,0,,,,,
player,201211110tam,tam,WareDa00,pass_att,0,,,,,
player,201211110tam,tam,WareDa00,pass_yds,0,,,,,
player,201211110tam,tam,WareDa00,pass_td,0,,,,,
player,201211110tam,tam,WareDa00,pass_int,0,,,,,
player,201211110tam,tam,WareDa00,pass_sacked,0,,,,,
player,201211110tam,tam,WareDa00,pass_sacked_yds,0,,,,,
player,201211110tam,tam,WareDa00,pass_long,0,,,,,
player,201211110tam,tam,WareDa00,pass_rating,,,,,,
player,201211110tam,tam,WareDa00,rush_att,1,,,,,
player,201211110tam,tam,WareDa00,rush_yds,-1,,,,,
player,201211110tam,tam,WareDa00,rush_td,0,,,,,
player,201211110tam,tam,WareDa00,rush_long,-1,,,,,
player,201211110tam,tam,WareDa00,targets,0,,,,,
player,201211110tam,tam,WareDa00,rec,0,,,,,
player,201211110tam,tam,WareDa00,rec_yds,0,,,,,
player,201211110tam,tam,WareDa00,rec_td,0,,,,,
player,201211110tam,tam,WareDa00,rec_long,0,,,,,
player,201211110tam,tam,WareDa00,fumbles,0,,,,,
player,201211110tam,tam,WareDa00,fumbles_lost,0,,,,,
player,201211110tam,sdg,ButlDo99,def_int,0,,,,,
player,201211110tam,sdg,ButlDo99,def_int_yds,0,,,,,
player,201211110tam,sdg,ButlDo99,def_int_td,0,,,,,
player,201211110tam,sdg,ButlDo99,def_int_long,0,,,,,
player,201211110tam,sdg,ButlDo99,pass_defended,0,,,,,
player,201211110tam,sdg,ButlDo99,sacks,1.0,,,,,
player,201211110tam,sdg,ButlDo99,tackles_combined,4,,,,,
player,201211110tam,sdg,ButlDo99,tackles_solo,3,,,,,
player,201211110tam,sdg,ButlDo99,tackles_assists,1,,,,,
player,201211110tam,sdg,ButlDo99,tackles_loss,1,,,,,
player,201211110tam,sdg,ButlDo99,qb_hits,1,,,,,
player,201211110tam,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201211110tam,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201211110tam,sdg,LiugCo00,def_int,0,,,,,
player,201211110tam,sdg,LiugCo00,def_int_yds,0,,,,,
player,201211110tam,sdg,LiugCo00,def_int_td,0,,,,,
player,201211110tam,sdg,LiugCo00,def_int_long,0,,,,,
player,201211110tam,sdg,LiugCo00,pass_defended,0,,,,,
player,201211110tam,sdg,LiugCo00,sacks,0.0,,,,,
player,201211110tam,sdg,LiugCo00,tackles_combined,6,,,,,
player,201211110tam,sdg,LiugCo00,tackles_solo,5,,,,,
player,201211110tam,sdg,LiugCo00,tackles_assists,1,,,,,
player,201211110tam,sdg,LiugCo00,tackles_loss,2,,,,,
player,201211110tam,sdg,LiugCo00,qb_hits,0,,,,,
player,201211110tam,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201211110tam,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201211110tam,sdg,PhilSh20,def_int,0,,,,,
player,201211110tam,sdg,PhilSh20,def_int_yds,0,,,,,
player,201211110tam,sdg,PhilSh20,def_int_td,0,,,,,
player,201211110tam,sdg,PhilSh20,def_int_long,0,,,,,
player,201211110tam,sdg,PhilSh20,pass_defended,0,,,,,
player,201211110tam,sdg,PhilSh20,sacks,0.0,,,,,
player,201211110tam,sdg,PhilSh20,tackles_combined,5,,,,,
player,201211110tam,sdg,PhilSh20,tackles_solo,5,,,,,
player,201211110tam,sdg,PhilSh20,tackles_assists,0,,,,,
player,201211110tam,sdg,PhilSh20,tackles_loss,0,,,,,
player,201211110tam,sdg,PhilSh20,qb_hits,0,,,,,
player,201211110tam,sdg,PhilSh20,fumbles_rec,0,,,,,
player,201211110tam,sdg,PhilSh20,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,PhilSh20,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,PhilSh20,fumbles_forced,0,,,,,
player,201211110tam,sdg,WeddEr99,def_int,0,,,,,
player,201211110tam,sdg,WeddEr99,def_int_yds,0,,,,,
player,201211110tam,sdg,WeddEr99,def_int_td,0,,,,,
player,201211110tam,sdg,WeddEr99,def_int_long,0,,,,,
player,201211110tam,sdg,WeddEr99,pass_defended,0,,,,,
player,201211110tam,sdg,WeddEr99,sacks,0.0,,,,,
player,201211110tam,sdg,WeddEr99,tackles_combined,5,,,,,
player,201211110tam,sdg,WeddEr99,tackles_solo,5,,,,,
player,201211110tam,sdg,WeddEr99,tackles_assists,0,,,,,
player,201211110tam,sdg,WeddEr99,tackles_loss,0,,,,,
player,201211110tam,sdg,WeddEr99,qb_hits,0,,,,,
player,201211110tam,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201211110tam,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201211110tam,sdg,JohnJa23,def_int,0,,,,,
player,201211110tam,sdg,JohnJa23,def_int_yds,0,,,,,
player,201211110tam,sdg,JohnJa23,def_int_td,0,,,,,
player,201211110tam,sdg,JohnJa23,def_int_long,0,,,,,
player,201211110tam,sdg,JohnJa23,pass_defended,0,,,,,
player,201211110tam,sdg,JohnJa23,sacks,0.0,,,,,
player,201211110tam,sdg,JohnJa23,tackles_combined,4,,,,,
player,201211110tam,sdg,JohnJa23,tackles_solo,4,,,,,
player,201211110tam,sdg,JohnJa23,tackles_assists,0,,,,,
player,201211110tam,sdg,JohnJa23,tackles_loss,0,,,,,
player,201211110tam,sdg,JohnJa23,qb_hits,0,,,,,
player,201211110tam,sdg,JohnJa23,fumbles_rec,0,,,,,
player,201211110tam,sdg,JohnJa23,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,JohnJa23,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,JohnJa23,fumbles_forced,0,,,,,
player,201211110tam,sdg,CasoAn99,def_int,0,,,,,
player,201211110tam,sdg,CasoAn99,def_int_yds,0,,,,,
player,201211110tam,sdg,CasoAn99,def_int_td,0,,,,,
player,201211110tam,sdg,CasoAn99,def_int_long,0,,,,,
player,201211110tam,sdg,CasoAn99,pass_defended,0,,,,,
player,201211110tam,sdg,CasoAn99,sacks,0.0,,,,,
player,201211110tam,sdg,CasoAn99,tackles_combined,3,,,,,
player,201211110tam,sdg,CasoAn99,tackles_solo,3,,,,,
player,201211110tam,sdg,CasoAn99,tackles_assists,0,,,,,
player,201211110tam,sdg,CasoAn99,tackles_loss,0,,,,,
player,201211110tam,sdg,CasoAn99,qb_hits,0,,,,,
player,201211110tam,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201211110tam,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,CasoAn99,fumbles_forced,0,,,,,
player,201211110tam,sdg,JammQu20,def_int,0,,,,,
player,201211110tam,sdg,JammQu20,def_int_yds,0,,,,,
player,201211110tam,sdg,JammQu20,def_int_td,0,,,,,
player,201211110tam,sdg,JammQu20,def_int_long,0,,,,,
player,201211110tam,sdg,JammQu20,pass_defended,1,,,,,
player,201211110tam,sdg,JammQu20,sacks,0.0,,,,,
player,201211110tam,sdg,JammQu20,tackles_combined,3,,,,,
player,201211110tam,sdg,JammQu20,tackles_solo,3,,,,,
player,201211110tam,sdg,JammQu20,tackles_assists,0,,,,,
player,201211110tam,sdg,JammQu20,tackles_loss,0,,,,,
player,201211110tam,sdg,JammQu20,qb_hits,0,,,,,
player,201211110tam,sdg,JammQu20,fumbles_rec,0,,,,,
player,201211110tam,sdg,JammQu20,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,JammQu20,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,JammQu20,fumbles_forced,0,,,,,
player,201211110tam,sdg,BigbAt20,def_int,0,,,,,
player,201211110tam,sdg,BigbAt20,def_int_yds,0,,,,,
player,201211110tam,sdg,BigbAt20,def_int_td,0,,,,,
player,201211110tam,sdg,BigbAt20,def_int_long,0,,,,,
player,201211110tam,sdg,BigbAt20,pass_defended,0,,,,,
player,201211110tam,sdg,BigbAt20,sacks,0.0,,,,,
player,201211110tam,sdg,BigbAt20,tackles_combined,2,,,,,
player,201211110tam,sdg,BigbAt20,tackles_solo,2,,,,,
player,201211110tam,sdg,BigbAt20,tackles_assists,0,,,,,
player,201211110tam,sdg,BigbAt20,tackles_loss,0,,,,,
player,201211110tam,sdg,BigbAt20,qb_hits,0,,,,,
player,201211110tam,sdg,BigbAt20,fumbles_rec,0,,,,,
player,201211110tam,sdg,BigbAt20,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,BigbAt20,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,BigbAt20,fumbles_forced,0,,,,,
player,201211110tam,sdg,GilcMa00,def_int,0,,,,,
player,201211110tam,sdg,GilcMa00,def_int_yds,0,,,,,
player,201211110tam,sdg,GilcMa00,def_int_td,0,,,,,
player,201211110tam,sdg,GilcMa00,def_int_long,0,,,,,
player,201211110tam,sdg,GilcMa00,pass_defended,0,,,,,
player,201211110tam,sdg,GilcMa00,sacks,0.0,,,,,
player,201211110tam,sdg,GilcMa00,tackles_combined,2,,,,,
player,201211110tam,sdg,GilcMa00,tackles_solo,2,,,,,
player,201211110tam,sdg,GilcMa00,tackles_assists,0,,,,,
player,201211110tam,sdg,GilcMa00,tackles_loss,0,,,,,
player,201211110tam,sdg,GilcMa00,qb_hits,0,,,,,
player,201211110tam,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201211110tam,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201211110tam,sdg,LyncCo99,def_int,0,,,,,
player,201211110tam,sdg,LyncCo99,def_int_yds,0,,,,,
player,201211110tam,sdg,LyncCo99,def_int_td,0,,,,,
player,201211110tam,sdg,LyncCo99,def_int_long,0,,,,,
player,201211110tam,sdg,LyncCo99,pass_defended,0,,,,,
player,201211110tam,sdg,LyncCo99,sacks,0.0,,,,,
player,201211110tam,sdg,LyncCo99,tackles_combined,2,,,,,
player,201211110tam,sdg,LyncCo99,tackles_solo,1,,,,,
player,201211110tam,sdg,LyncCo99,tackles_assists,1,,,,,
player,201211110tam,sdg,LyncCo99,tackles_loss,0,,,,,
player,201211110tam,sdg,LyncCo99,qb_hits,0,,,,,
player,201211110tam,sdg,LyncCo99,fumbles_rec,0,,,,,
player,201211110tam,sdg,LyncCo99,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,LyncCo99,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,LyncCo99,fumbles_forced,0,,,,,
player,201211110tam,sdg,SpikTa00,def_int,0,,,,,
player,201211110tam,sdg,SpikTa00,def_int_yds,0,,,,,
player,201211110tam,sdg,SpikTa00,def_int_td,0,,,,,
player,201211110tam,sdg,SpikTa00,def_int_long,0,,,,,
player,201211110tam,sdg,SpikTa00,pass_defended,0,,,,,
player,201211110tam,sdg,SpikTa00,sacks,0.0,,,,,
player,201211110tam,sdg,SpikTa00,tackles_combined,2,,,,,
player,201211110tam,sdg,SpikTa00,tackles_solo,1,,,,,
player,201211110tam,sdg,SpikTa00,tackles_assists,1,,,,,
player,201211110tam,sdg,SpikTa00,tackles_loss,0,,,,,
player,201211110tam,sdg,SpikTa00,qb_hits,0,,,,,
player,201211110tam,sdg,SpikTa00,fumbles_rec,0,,,,,
player,201211110tam,sdg,SpikTa00,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,SpikTa00,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,SpikTa00,fumbles_forced,0,,,,,
player,201211110tam,sdg,EnglLa99,def_int,0,,,,,
player,201211110tam,sdg,EnglLa99,def_int_yds,0,,,,,
player,201211110tam,sdg,EnglLa99,def_int_td,0,,,,,
player,201211110tam,sdg,EnglLa99,def_int_long,0,,,,,
player,201211110tam,sdg,EnglLa99,pass_defended,0,,,,,
player,201211110tam,sdg,EnglLa99,sacks,0.0,,,,,
player,201211110tam,sdg,EnglLa99,tackles_combined,1,,,,,
player,201211110tam,sdg,EnglLa99,tackles_solo,0,,,,,
player,201211110tam,sdg,EnglLa99,tackles_assists,1,,,,,
player,201211110tam,sdg,EnglLa99,tackles_loss,0,,,,,
player,201211110tam,sdg,EnglLa99,qb_hits,0,,,,,
player,201211110tam,sdg,EnglLa99,fumbles_rec,0,,,,,
player,201211110tam,sdg,EnglLa99,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,EnglLa99,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,EnglLa99,fumbles_forced,0,,,,,
player,201211110tam,sdg,FranAu20,def_int,0,,,,,
player,201211110tam,sdg,FranAu20,def_int_yds,0,,,,,
player,201211110tam,sdg,FranAu20,def_int_td,0,,,,,
player,201211110tam,sdg,FranAu20,def_int_long,0,,,,,
player,201211110tam,sdg,FranAu20,pass_defended,0,,,,,
player,201211110tam,sdg,FranAu20,sacks,0.0,,,,,
player,201211110tam,sdg,FranAu20,tackles_combined,1,,,,,
player,201211110tam,sdg,FranAu20,tackles_solo,1,,,,,
player,201211110tam,sdg,FranAu20,tackles_assists,0,,,,,
player,201211110tam,sdg,FranAu20,tackles_loss,0,,,,,
player,201211110tam,sdg,FranAu20,qb_hits,0,,,,,
player,201211110tam,sdg,FranAu20,fumbles_rec,0,,,,,
player,201211110tam,sdg,FranAu20,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,FranAu20,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,FranAu20,fumbles_forced,0,,,,,
player,201211110tam,sdg,GachAn00,def_int,0,,,,,
player,201211110tam,sdg,GachAn00,def_int_yds,0,,,,,
player,201211110tam,sdg,GachAn00,def_int_td,0,,,,,
player,201211110tam,sdg,GachAn00,def_int_long,0,,,,,
player,201211110tam,sdg,GachAn00,pass_defended,0,,,,,
player,201211110tam,sdg,GachAn00,sacks,0.0,,,,,
player,201211110tam,sdg,GachAn00,tackles_combined,1,,,,,
player,201211110tam,sdg,GachAn00,tackles_solo,1,,,,,
player,201211110tam,sdg,GachAn00,tackles_assists,0,,,,,
player,201211110tam,sdg,GachAn00,tackles_loss,0,,,,,
player,201211110tam,sdg,GachAn00,qb_hits,0,,,,,
player,201211110tam,sdg,GachAn00,fumbles_rec,0,,,,,
player,201211110tam,sdg,GachAn00,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,GachAn00,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,GachAn00,fumbles_forced,0,,,,,
player,201211110tam,sdg,ReyeKe00,def_int,0,,,,,
player,201211110tam,sdg,ReyeKe00,def_int_yds,0,,,,,
player,201211110tam,sdg,ReyeKe00,def_int_td,0,,,,,
player,201211110tam,sdg,ReyeKe00,def_int_long,0,,,,,
player,201211110tam,sdg,ReyeKe00,pass_defended,0,,,,,
player,201211110tam,sdg,ReyeKe00,sacks,0.0,,,,,
player,201211110tam,sdg,ReyeKe00,tackles_combined,1,,,,,
player,201211110tam,sdg,ReyeKe00,tackles_solo,1,,,,,
player,201211110tam,sdg,ReyeKe00,tackles_assists,0,,,,,
player,201211110tam,sdg,ReyeKe00,tackles_loss,0,,,,,
player,201211110tam,sdg,ReyeKe00,qb_hits,0,,,,,
player,201211110tam,sdg,ReyeKe00,fumbles_rec,0,,,,,
player,201211110tam,sdg,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,ReyeKe00,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,ReyeKe00,fumbles_forced,0,,,,,
player,201211110tam,sdg,WillDe22,def_int,0,,,,,
player,201211110tam,sdg,WillDe22,def_int_yds,0,,,,,
player,201211110tam,sdg,WillDe22,def_int_td,0,,,,,
player,201211110tam,sdg,WillDe22,def_int_long,0,,,,,
player,201211110tam,sdg,WillDe22,pass_defended,0,,,,,
player,201211110tam,sdg,WillDe22,sacks,0.0,,,,,
player,201211110tam,sdg,WillDe22,tackles_combined,1,,,,,
player,201211110tam,sdg,WillDe22,tackles_solo,0,,,,,
player,201211110tam,sdg,WillDe22,tackles_assists,1,,,,,
player,201211110tam,sdg,WillDe22,tackles_loss,0,,,,,
player,201211110tam,sdg,WillDe22,qb_hits,0,,,,,
player,201211110tam,sdg,WillDe22,fumbles_rec,0,,,,,
player,201211110tam,sdg,WillDe22,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,WillDe22,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,WillDe22,fumbles_forced,0,,,,,
player,201211110tam,sdg,WrigSh00,def_int,0,,,,,
player,201211110tam,sdg,WrigSh00,def_int_yds,0,,,,,
player,201211110tam,sdg,WrigSh00,def_int_td,0,,,,,
player,201211110tam,sdg,WrigSh00,def_int_long,0,,,,,
player,201211110tam,sdg,WrigSh00,pass_defended,1,,,,,
player,201211110tam,sdg,WrigSh00,sacks,0.0,,,,,
player,201211110tam,sdg,WrigSh00,tackles_combined,0,,,,,
player,201211110tam,sdg,WrigSh00,tackles_solo,0,,,,,
player,201211110tam,sdg,WrigSh00,tackles_assists,0,,,,,
player,201211110tam,sdg,WrigSh00,tackles_loss,0,,,,,
player,201211110tam,sdg,WrigSh00,qb_hits,0,,,,,
player,201211110tam,sdg,WrigSh00,fumbles_rec,0,,,,,
player,201211110tam,sdg,WrigSh00,fumbles_rec_yds,0,,,,,
player,201211110tam,sdg,WrigSh00,fumbles_rec_td,0,,,,,
player,201211110tam,sdg,WrigSh00,fumbles_forced,0,,,,,
player,201211110tam,tam,JohnLe03,def_int,1,,,,,
player,201211110tam,tam,JohnLe03,def_int_yds,83,,,,,
player,201211110tam,tam,JohnLe03,def_int_td,1,,,,,
player,201211110tam,tam,JohnLe03,def_int_long,83,,,,,
player,201211110tam,tam,JohnLe03,pass_defended,1,,,,,
player,201211110tam,tam,JohnLe03,sacks,0.0,,,,,
player,201211110tam,tam,JohnLe03,tackles_combined,6,,,,,
player,201211110tam,tam,JohnLe03,tackles_solo,5,,,,,
player,201211110tam,tam,JohnLe03,tackles_assists,1,,,,,
player,201211110tam,tam,JohnLe03,tackles_loss,1,,,,,
player,201211110tam,tam,JohnLe03,qb_hits,0,,,,,
player,201211110tam,tam,JohnLe03,fumbles_rec,0,,,,,
player,201211110tam,tam,JohnLe03,fumbles_rec_yds,0,,,,,
player,201211110tam,tam,JohnLe03,fumbles_rec_td,0,,,,,
player,201211110tam,tam,JohnLe03,fumbles_forced,0,,,,,
player,201211110tam,tam,LewiLe01,def_int,1,,,,,
player,201211110tam,tam,LewiLe01,def_int_yds,0,,,,,
player,201211110tam,tam,LewiLe01,def_int_td,0,,,,,
player,201211110tam,tam,LewiLe01,def_int_long,0,,,,,
player,201211110tam,tam,LewiLe01,pass_defended,1,,,,,
player,201211110tam,tam,LewiLe01,sacks,0.0,,,,,
player,201211110tam,tam,LewiLe01,tackles_combined,1,,,,,
player,201211110tam,tam,LewiLe01,tackles_solo,1,,,,,
player,201211110tam,tam,LewiLe01,tackles_assists,0,,,,,
player,201211110tam,tam,LewiLe01,tackles_loss,0,,,,,
player,201211110tam,tam,LewiLe01,qb_hits,0,,,,,
player,201211110tam,tam,LewiLe01,fumbles_rec,0,,,,,
player,201211110tam,tam,LewiLe01,fumbles_rec_yds,0,,,,,
player,201211110tam,tam,LewiLe01,fumbles_rec_td,0,,,,,
player,201211110tam,tam,LewiLe01,fumbles_forced,0,,,,,
player,201211110tam,tam,FostMa00,def_int,0,,,,,
player,201211110tam,tam,FostMa00,def_int_yds,0,,,,,
player,201211110tam,tam,FostMa00,def_int_td,0,,,,,
player,201211110tam,tam,FostMa00,def_int_long,0,,,,,
player,201211110tam,tam,FostMa00,pass_defended,0,,,,,
player,201211110tam,tam,FostMa00,sacks,1.0,,,,,
player,201211110tam,tam,FostMa00,tackles_combined,5,,,,,
player,201211110tam,tam,FostMa00,tackles_solo,2,,,,,
player,201211110tam,tam,FostMa00,tackles_assists,3,,,,,
player,201211110tam,tam,FostMa00,tackles_loss,1,,,,,
player,201211110tam,tam,FostMa00,qb_hits,1,,,,,
player,201211110tam,tam,FostMa00,fumbles_rec,0,,,,,
player,201211110tam,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201211110tam,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201211110tam,tam,FostMa00,fumbles_forced,0,,,,,
player,201211110tam,tam,Teo-Da99,def_int,0,,,,,
player,201211110tam,tam,Teo-Da99,def_int_yds,0,,,,,
player,201211110tam,tam,Teo-Da99,def_int_td,0,,,,,
player,201211110tam,tam,Teo-Da99,def_int_long,0,,,,,
player,201211110tam,tam,Teo-Da99,pass_defended,0,,,,,
player,201211110tam,tam,Teo-Da99,sacks,1.0,,,,,
player,201211110tam,tam,Teo-Da99,tackles_combined,5,,,,,
player,201211110tam,tam,Teo-Da99,tackles_solo,4,,,,,
player,201211110tam,tam,Teo-Da99,tackles_assists,1,,,,,
player,201211110tam,tam,Teo-Da99,tackles_loss,1,,,,,
player,201211110tam,tam,Teo-Da99,qb_hits,1,,,,,
player,201211110tam,tam,Teo-Da99,fumbles_rec,0,,,,,
player,201211110tam,tam,Teo-Da99,fumbles_rec_yds,0,,,,,
player,201211110tam,tam,Teo-Da99,fumbles_rec_td,0,,,,,
player,201211110tam,tam,Teo-Da99,fumbles_forced,0,,,,,
player,201211110tam,tam,DaviLa00,def_int,0,,,,,
player,201211110tam,tam,DaviLa00,def_int_yds,0,,,,,
player,201211110tam,tam,DaviLa00,def_int_td,0,,,,,
player,201211110tam,tam,DaviLa00,def_int_long,0,,,,,
player,201211110tam,tam,DaviLa00,pass_defended,0,,,,,
player,201211110tam,tam,DaviLa00,sacks,0.0,,,,,
player,201211110tam,tam,DaviLa00,tackles_combined,14,,,,,
player,201211110tam,tam,DaviLa00,tackles_solo,13,,,,,
player,201211110tam,tam,DaviLa00,tackles_assists,1,,,,,
player,201211110tam,tam,DaviLa00,tackles_loss,1,,,,,
player,201211110tam,tam,DaviLa00,qb_hits,0,,,,,
player,201211110tam,tam,DaviLa00,fumbles_rec,0,,,,,
player,201211110tam,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201211110tam,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201211110tam,tam,DaviLa00,fumbles_forced,0,,,,,
player,201211110tam,tam,BarrMa00,def_int,0,,,,,
player,201211110tam,tam,BarrMa00,def_int_yds,0,,,,,
player,201211110tam,tam,BarrMa00,def_int_td,0,,,,,
player,201211110tam,tam,BarrMa00,def_int_long,0,,,,,
player,201211110tam,tam,BarrMa00,pass_defended,1,,,,,
player,201211110tam,tam,BarrMa00,sacks,0.0,,,,,
player,201211110tam,tam,BarrMa00,tackles_combined,6,,,,,
player,201211110tam,tam,BarrMa00,tackles_solo,6,,,,,
player,201211110tam,tam,BarrMa00,tackles_assists,0,,,,,
player,201211110tam,tam,BarrMa00,tackles_loss,0,,,,,
player,201211110tam,tam,BarrMa00,qb_hits,0,,,,,
player,201211110tam,tam,BarrMa00,fumbles_rec,0,,,,,
player,201211110tam,tam,BarrMa00,fumbles_rec_yds,0,,,,,
player,201211110tam,tam,BarrMa00,fumbles_rec_td,0,,,,,
player,201211110tam,tam,BarrMa00,fumbles_forced,0,,,,,
player,201211110tam,tam,BlacQu99,def_int,0,,,,,
player,201211110tam,tam,BlacQu99,def_int_yds,0,,,,,
player,201211110tam,tam,BlacQu99,def_int_td,0,,,,,
player,201211110tam,tam,BlacQu99,def_int_long,0,,,,,
player,201211110tam,tam,BlacQu99,pass_defended,0,,,,,
player,201211110tam,tam,BlacQu99,sacks,0.0,,,,,
player,201211110tam,tam,BlacQu99,tackles_combined,6,,,,,
player,201211110tam,tam,BlacQu99,tackles_solo,6,,,,,
player,201211110tam,tam,BlacQu99,tackles_assists,0,,,,,
player,201211110tam,tam,BlacQu99,tackles_loss,2,,,,,
player,201211110tam,tam,BlacQu99,qb_hits,0,,,,,
player,201211110tam,tam,BlacQu99,fumbles_rec,0,,,,,
player,201211110tam,tam,BlacQu99,fumbles_rec_yds,0,,,,,
player,201211110tam,tam,BlacQu99,fumbles_rec_td,0,,,,,
player,201211110tam,tam,BlacQu99,fumbles_forced,0,,,,,
player,201211110tam,tam,BarbRo00,def_int,0,,,,,
player,201211110tam,tam,BarbRo00,def_int_yds,0,,,,,
player,201211110tam,tam,BarbRo00,def_int_td,0,,,,,
player,201211110tam,tam,BarbRo00,def_int_long,0,,,,,
player,201211110tam,tam,BarbRo00,pass_defended,1,,,,,
player,201211110tam,tam,BarbRo00,sacks,0.0,,,,,
player,201211110tam,tam,BarbRo00,tackles_combined,5,,,,,
player,201211110tam,tam,BarbRo00,tackles_solo,4,,,,,
player,201211110tam,tam,BarbRo00,tackles_assists,1,,,,,
player,201211110tam,tam,BarbRo00,tackles_loss,1,,,,,
player,201211110tam,tam,BarbRo00,qb_hits,0,,,,,
player,201211110tam,tam,BarbRo00,fumbles_rec,0,,,,,
player,201211110tam,tam,BarbRo00,fumbles_rec_yds,0,,,,,
player,201211110tam,tam,BarbRo00,fumbles_rec_td,0,,,,,
player,201211110tam,tam,BarbRo00,fumbles_forced,0,,,,,
player,201211110tam,tam,BiggE.99,def_int,0,,,,,
player,201211110tam,tam,BiggE.99,def_int_yds,0,,,,,
player,201211110tam,tam,BiggE.99,def_int_td,0,,,,,
player,201211110tam,tam,BiggE.99,def_int_long,0,,,,,
player,201211110tam,tam,BiggE.99,pass_defended,0,,,,,
player,201211110tam,tam,BiggE.99,sacks,0.0,,,,,
player,201211110tam,tam,BiggE.99,tackles_combined,4,,,,,
player,201211110tam,tam,BiggE.99,tackles_solo,3,,,,,
player,201211110tam,tam,BiggE.99,tackles_assists,1,,,,,
player,201211110tam,tam,BiggE.99,tackles_loss,0,,,,,
player,201211110tam,tam,BiggE.99,qb_hits,0,,,,,
player,201211110tam,tam,BiggE.99,fumbles_rec,0,,,,,
player,201211110tam,tam,BiggE.99,fumbles_rec_yds,0,,,,,
player,201211110tam,tam,BiggE.99,fumbles_rec_td,0,,,,,
player,201211110tam,tam,BiggE.99,fumbles_forced,0,,,,,
player,201211110tam,tam,BennMi99,def_int,0,,,,,
player,201211110tam,tam,BennMi99,def_int_yds,0,,,,,
player,201211110tam,tam,BennMi99,def_int_td,0,,,,,
player,201211110tam,tam,BennMi99,def_int_long,0,,,,,
player,201211110tam,tam,BennMi99,pass_defended,0,,,,,
player,201211110tam,tam,BennMi99,sacks,0.0,,,,,
player,201211110tam,tam,BennMi99,tackles_combined,3,,,,,
player,201211110tam,tam,BennMi99,tackles_solo,3,,,,,
