game,2012,1,20120909,201209090tam,car,"Carolina Panthers",10,tam,"Tampa Bay Buccaneers",16
player,201209090tam,car,MurpLo00,pass_rating,,,,,,
player,201209090tam,car,MurpLo00,rush_att,0,,,,,
player,201209090tam,car,MurpLo00,rush_yds,0,,,,,
player,201209090tam,car,MurpLo00,rush_td,0,,,,,
player,201209090tam,car,MurpLo00,rush_long,0,,,,,
player,201209090tam,car,MurpLo00,targets,5,,,,,
player,201209090tam,car,MurpLo00,rec,3,,,,,
player,201209090tam,car,MurpLo00,rec_yds,63,,,,,
player,201209090tam,car,MurpLo00,rec_td,0,,,,,
player,201209090tam,car,MurpLo00,rec_long,51,,,,,
player,201209090tam,car,MurpLo00,fumbles,0,,,,,
player,201209090tam,car,MurpLo00,fumbles_lost,0,,,,,
player,201209090tam,car,OlseGr00,pass_cmp,0,,,,,
player,201209090tam,car,OlseGr00,pass_att,0,,,,,
player,201209090tam,car,OlseGr00,pass_yds,0,,,,,
player,201209090tam,car,OlseGr00,pass_td,0,,,,,
player,201209090tam,car,OlseGr00,pass_int,0,,,,,
player,201209090tam,car,OlseGr00,pass_sacked,0,,,,,
player,201209090tam,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201209090tam,car,OlseGr00,pass_long,0,,,,,
player,201209090tam,car,OlseGr00,pass_rating,,,,,,
player,201209090tam,car,OlseGr00,rush_att,0,,,,,
player,201209090tam,car,OlseGr00,rush_yds,0,,,,,
player,201209090tam,car,OlseGr00,rush_td,0,,,,,
player,201209090tam,car,OlseGr00,rush_long,0,,,,,
player,201209090tam,car,OlseGr00,targets,7,,,,,
player,201209090tam,car,OlseGr00,rec,6,,,,,
player,201209090tam,car,OlseGr00,rec_yds,56,,,,,
player,201209090tam,car,OlseGr00,rec_td,0,,,,,
player,201209090tam,car,OlseGr00,rec_long,20,,,,,
player,201209090tam,car,OlseGr00,fumbles,0,,,,,
player,201209090tam,car,OlseGr00,fumbles_lost,0,,,,,
player,201209090tam,car,WillDe02,pass_cmp,0,,,,,
player,201209090tam,car,WillDe02,pass_att,0,,,,,
player,201209090tam,car,WillDe02,pass_yds,0,,,,,
player,201209090tam,car,WillDe02,pass_td,0,,,,,
player,201209090tam,car,WillDe02,pass_int,0,,,,,
player,201209090tam,car,WillDe02,pass_sacked,0,,,,,
player,201209090tam,car,WillDe02,pass_sacked_yds,0,,,,,
player,201209090tam,car,WillDe02,pass_long,0,,,,,
player,201209090tam,car,WillDe02,pass_rating,,,,,,
player,201209090tam,car,WillDe02,rush_att,6,,,,,
player,201209090tam,car,WillDe02,rush_yds,-1,,,,,
player,201209090tam,car,WillDe02,rush_td,0,,,,,
player,201209090tam,car,WillDe02,rush_long,7,,,,,
player,201209090tam,car,WillDe02,targets,1,,,,,
player,201209090tam,car,WillDe02,rec,1,,,,,
player,201209090tam,car,WillDe02,rec_yds,5,,,,,
player,201209090tam,car,WillDe02,rec_td,0,,,,,
player,201209090tam,car,WillDe02,rec_long,5,,,,,
player,201209090tam,car,WillDe02,fumbles,0,,,,,
player,201209090tam,car,WillDe02,fumbles_lost,0,,,,,
player,201209090tam,tam,FreeJo00,pass_cmp,16,,,,,
player,201209090tam,tam,FreeJo00,pass_att,24,,,,,
player,201209090tam,tam,FreeJo00,pass_yds,138,,,,,
player,201209090tam,tam,FreeJo00,pass_td,1,,,,,
player,201209090tam,tam,FreeJo00,pass_int,0,,,,,
player,201209090tam,tam,FreeJo00,pass_sacked,2,,,,,
player,201209090tam,tam,FreeJo00,pass_sacked_yds,10,,,,,
player,201209090tam,tam,FreeJo00,pass_long,33,,,,,
player,201209090tam,tam,FreeJo00,pass_rating,95.5,,,,,
player,201209090tam,tam,FreeJo00,rush_att,7,,,,,
player,201209090tam,tam,FreeJo00,rush_yds,13,,,,,
player,201209090tam,tam,FreeJo00,rush_td,0,,,,,
player,201209090tam,tam,FreeJo00,rush_long,12,,,,,
player,201209090tam,tam,FreeJo00,targets,0,,,,,
player,201209090tam,tam,FreeJo00,rec,0,,,,,
player,201209090tam,tam,FreeJo00,rec_yds,0,,,,,
player,201209090tam,tam,FreeJo00,rec_td,0,,,,,
player,201209090tam,tam,FreeJo00,rec_long,0,,,,,
player,201209090tam,tam,FreeJo00,fumbles,0,,,,,
player,201209090tam,tam,FreeJo00,fumbles_lost,0,,,,,
player,201209090tam,tam,MartDo00,pass_cmp,0,,,,,
player,201209090tam,tam,MartDo00,pass_att,0,,,,,
player,201209090tam,tam,MartDo00,pass_yds,0,,,,,
player,201209090tam,tam,MartDo00,pass_td,0,,,,,
player,201209090tam,tam,MartDo00,pass_int,0,,,,,
player,201209090tam,tam,MartDo00,pass_sacked,0,,,,,
player,201209090tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201209090tam,tam,MartDo00,pass_long,0,,,,,
player,201209090tam,tam,MartDo00,pass_rating,,,,,,
player,201209090tam,tam,MartDo00,rush_att,24,,,,,
player,201209090tam,tam,MartDo00,rush_yds,95,,,,,
player,201209090tam,tam,MartDo00,rush_td,0,,,,,
player,201209090tam,tam,MartDo00,rush_long,15,,,,,
player,201209090tam,tam,MartDo00,targets,4,,,,,
player,201209090tam,tam,MartDo00,rec,4,,,,,
player,201209090tam,tam,MartDo00,rec_yds,23,,,,,
player,201209090tam,tam,MartDo00,rec_td,0,,,,,
player,201209090tam,tam,MartDo00,rec_long,11,,,,,
player,201209090tam,tam,MartDo00,fumbles,0,,,,,
player,201209090tam,tam,MartDo00,fumbles_lost,0,,,,,
player,201209090tam,tam,WareDa00,pass_cmp,0,,,,,
player,201209090tam,tam,WareDa00,pass_att,0,,,,,
player,201209090tam,tam,WareDa00,pass_yds,0,,,,,
player,201209090tam,tam,WareDa00,pass_td,0,,,,,
player,201209090tam,tam,WareDa00,pass_int,0,,,,,
player,201209090tam,tam,WareDa00,pass_sacked,0,,,,,
player,201209090tam,tam,WareDa00,pass_sacked_yds,0,,,,,
player,201209090tam,tam,WareDa00,pass_long,0,,,,,
player,201209090tam,tam,WareDa00,pass_rating,,,,,,
player,201209090tam,tam,WareDa00,rush_att,2,,,,,
player,201209090tam,tam,WareDa00,rush_yds,14,,,,,
player,201209090tam,tam,WareDa00,rush_td,0,,,,,
player,201209090tam,tam,WareDa00,rush_long,8,,,,,
player,201209090tam,tam,WareDa00,targets,0,,,,,
player,201209090tam,tam,WareDa00,rec,0,,,,,
player,201209090tam,tam,WareDa00,rec_yds,0,,,,,
player,201209090tam,tam,WareDa00,rec_td,0,,,,,
player,201209090tam,tam,WareDa00,rec_long,0,,,,,
player,201209090tam,tam,WareDa00,fumbles,0,,,,,
player,201209090tam,tam,WareDa00,fumbles_lost,0,,,,,
player,201209090tam,tam,BlouLe00,pass_cmp,0,,,,,
player,201209090tam,tam,BlouLe00,pass_att,0,,,,,
player,201209090tam,tam,BlouLe00,pass_yds,0,,,,,
player,201209090tam,tam,BlouLe00,pass_td,0,,,,,
player,201209090tam,tam,BlouLe00,pass_int,0,,,,,
player,201209090tam,tam,BlouLe00,pass_sacked,0,,,,,
player,201209090tam,tam,BlouLe00,pass_sacked_yds,0,,,,,
player,201209090tam,tam,BlouLe00,pass_long,0,,,,,
player,201209090tam,tam,BlouLe00,pass_rating,,,,,,
player,201209090tam,tam,BlouLe00,rush_att,3,,,,,
player,201209090tam,tam,BlouLe00,rush_yds,8,,,,,
player,201209090tam,tam,BlouLe00,rush_td,0,,,,,
player,201209090tam,tam,BlouLe00,rush_long,4,,,,,
player,201209090tam,tam,BlouLe00,targets,1,,,,,
player,201209090tam,tam,BlouLe00,rec,1,,,,,
player,201209090tam,tam,BlouLe00,rec_yds,2,,,,,
player,201209090tam,tam,BlouLe00,rec_td,0,,,,,
player,201209090tam,tam,BlouLe00,rec_long,2,,,,,
player,201209090tam,tam,BlouLe00,fumbles,0,,,,,
player,201209090tam,tam,BlouLe00,fumbles_lost,0,,,,,
player,201209090tam,tam,JackVi00,pass_cmp,0,,,,,
player,201209090tam,tam,JackVi00,pass_att,0,,,,,
player,201209090tam,tam,JackVi00,pass_yds,0,,,,,
player,201209090tam,tam,JackVi00,pass_td,0,,,,,
player,201209090tam,tam,JackVi00,pass_int,0,,,,,
player,201209090tam,tam,JackVi00,pass_sacked,0,,,,,
player,201209090tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201209090tam,tam,JackVi00,pass_long,0,,,,,
player,201209090tam,tam,JackVi00,pass_rating,,,,,,
player,201209090tam,tam,JackVi00,rush_att,0,,,,,
player,201209090tam,tam,JackVi00,rush_yds,0,,,,,
player,201209090tam,tam,JackVi00,rush_td,0,,,,,
player,201209090tam,tam,JackVi00,rush_long,0,,,,,
player,201209090tam,tam,JackVi00,targets,10,,,,,
player,201209090tam,tam,JackVi00,rec,4,,,,,
player,201209090tam,tam,JackVi00,rec_yds,47,,,,,
player,201209090tam,tam,JackVi00,rec_td,0,,,,,
player,201209090tam,tam,JackVi00,rec_long,21,,,,,
player,201209090tam,tam,JackVi00,fumbles,0,,,,,
player,201209090tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201209090tam,tam,ClarDa00,pass_cmp,0,,,,,
player,201209090tam,tam,ClarDa00,pass_att,0,,,,,
player,201209090tam,tam,ClarDa00,pass_yds,0,,,,,
player,201209090tam,tam,ClarDa00,pass_td,0,,,,,
player,201209090tam,tam,ClarDa00,pass_int,0,,,,,
player,201209090tam,tam,ClarDa00,pass_sacked,0,,,,,
player,201209090tam,tam,ClarDa00,pass_sacked_yds,0,,,,,
player,201209090tam,tam,ClarDa00,pass_long,0,,,,,
player,201209090tam,tam,ClarDa00,pass_rating,,,,,,
player,201209090tam,tam,ClarDa00,rush_att,0,,,,,
player,201209090tam,tam,ClarDa00,rush_yds,0,,,,,
player,201209090tam,tam,ClarDa00,rush_td,0,,,,,
player,201209090tam,tam,ClarDa00,rush_long,0,,,,,
player,201209090tam,tam,ClarDa00,targets,1,,,,,
player,201209090tam,tam,ClarDa00,rec,1,,,,,
player,201209090tam,tam,ClarDa00,rec_yds,33,,,,,
player,201209090tam,tam,ClarDa00,rec_td,0,,,,,
player,201209090tam,tam,ClarDa00,rec_long,33,,,,,
player,201209090tam,tam,ClarDa00,fumbles,0,,,,,
player,201209090tam,tam,ClarDa00,fumbles_lost,0,,,,,
player,201209090tam,tam,LoriEr99,pass_cmp,0,,,,,
player,201209090tam,tam,LoriEr99,pass_att,0,,,,,
player,201209090tam,tam,LoriEr99,pass_yds,0,,,,,
player,201209090tam,tam,LoriEr99,pass_td,0,,,,,
player,201209090tam,tam,LoriEr99,pass_int,0,,,,,
player,201209090tam,tam,LoriEr99,pass_sacked,0,,,,,
player,201209090tam,tam,LoriEr99,pass_sacked_yds,0,,,,,
player,201209090tam,tam,LoriEr99,pass_long,0,,,,,
player,201209090tam,tam,LoriEr99,pass_rating,,,,,,
player,201209090tam,tam,LoriEr99,rush_att,0,,,,,
player,201209090tam,tam,LoriEr99,rush_yds,0,,,,,
player,201209090tam,tam,LoriEr99,rush_td,0,,,,,
player,201209090tam,tam,LoriEr99,rush_long,0,,,,,
player,201209090tam,tam,LoriEr99,targets,4,,,,,
player,201209090tam,tam,LoriEr99,rec,4,,,,,
player,201209090tam,tam,LoriEr99,rec_yds,21,,,,,
player,201209090tam,tam,LoriEr99,rec_td,0,,,,,
player,201209090tam,tam,LoriEr99,rec_long,15,,,,,
player,201209090tam,tam,LoriEr99,fumbles,0,,,,,
player,201209090tam,tam,LoriEr99,fumbles_lost,0,,,,,
player,201209090tam,tam,WillMi04,pass_cmp,0,,,,,
player,201209090tam,tam,WillMi04,pass_att,0,,,,,
player,201209090tam,tam,WillMi04,pass_yds,0,,,,,
player,201209090tam,tam,WillMi04,pass_td,0,,,,,
player,201209090tam,tam,WillMi04,pass_int,0,,,,,
player,201209090tam,tam,WillMi04,pass_sacked,0,,,,,
player,201209090tam,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201209090tam,tam,WillMi04,pass_long,0,,,,,
player,201209090tam,tam,WillMi04,pass_rating,,,,,,
player,201209090tam,tam,WillMi04,rush_att,0,,,,,
player,201209090tam,tam,WillMi04,rush_yds,0,,,,,
player,201209090tam,tam,WillMi04,rush_td,0,,,,,
player,201209090tam,tam,WillMi04,rush_long,0,,,,,
player,201209090tam,tam,WillMi04,targets,3,,,,,
player,201209090tam,tam,WillMi04,rec,2,,,,,
player,201209090tam,tam,WillMi04,rec_yds,12,,,,,
player,201209090tam,tam,WillMi04,rec_td,1,,,,,
player,201209090tam,tam,WillMi04,rec_long,6,,,,,
player,201209090tam,tam,WillMi04,fumbles,0,,,,,
player,201209090tam,tam,WillMi04,fumbles_lost,0,,,,,
player,201209090tam,tam,ParkPr00,pass_cmp,0,,,,,
player,201209090tam,tam,ParkPr00,pass_att,0,,,,,
player,201209090tam,tam,ParkPr00,pass_yds,0,,,,,
player,201209090tam,tam,ParkPr00,pass_td,0,,,,,
player,201209090tam,tam,ParkPr00,pass_int,0,,,,,
player,201209090tam,tam,ParkPr00,pass_sacked,0,,,,,
player,201209090tam,tam,ParkPr00,pass_sacked_yds,0,,,,,
player,201209090tam,tam,ParkPr00,pass_long,0,,,,,
player,201209090tam,tam,ParkPr00,pass_rating,,,,,,
player,201209090tam,tam,ParkPr00,rush_att,0,,,,,
player,201209090tam,tam,ParkPr00,rush_yds,0,,,,,
player,201209090tam,tam,ParkPr00,rush_td,0,,,,,
player,201209090tam,tam,ParkPr00,rush_long,0,,,,,
player,201209090tam,tam,ParkPr00,targets,1,,,,,
player,201209090tam,tam,ParkPr00,rec,0,,,,,
player,201209090tam,tam,ParkPr00,rec_yds,0,,,,,
player,201209090tam,tam,ParkPr00,rec_td,0,,,,,
player,201209090tam,tam,ParkPr00,rec_long,0,,,,,
player,201209090tam,tam,ParkPr00,fumbles,0,,,,,
player,201209090tam,tam,ParkPr00,fumbles_lost,0,,,,,
player,201209090tam,car,EdwaDw20,def_int,0,,,,,
player,201209090tam,car,EdwaDw20,def_int_yds,0,,,,,
player,201209090tam,car,EdwaDw20,def_int_td,0,,,,,
player,201209090tam,car,EdwaDw20,def_int_long,0,,,,,
player,201209090tam,car,EdwaDw20,pass_defended,0,,,,,
player,201209090tam,car,EdwaDw20,sacks,2.0,,,,,
player,201209090tam,car,EdwaDw20,tackles_combined,7,,,,,
player,201209090tam,car,EdwaDw20,tackles_solo,6,,,,,
player,201209090tam,car,EdwaDw20,tackles_assists,1,,,,,
player,201209090tam,car,EdwaDw20,tackles_loss,2,,,,,
player,201209090tam,car,EdwaDw20,qb_hits,2,,,,,
player,201209090tam,car,EdwaDw20,fumbles_rec,0,,,,,
player,201209090tam,car,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201209090tam,car,EdwaDw20,fumbles_rec_td,0,,,,,
player,201209090tam,car,EdwaDw20,fumbles_forced,0,,,,,
player,201209090tam,car,BeasJo99,def_int,0,,,,,
player,201209090tam,car,BeasJo99,def_int_yds,0,,,,,
player,201209090tam,car,BeasJo99,def_int_td,0,,,,,
player,201209090tam,car,BeasJo99,def_int_long,0,,,,,
player,201209090tam,car,BeasJo99,pass_defended,0,,,,,
player,201209090tam,car,BeasJo99,sacks,0.0,,,,,
player,201209090tam,car,BeasJo99,tackles_combined,10,,,,,
player,201209090tam,car,BeasJo99,tackles_solo,9,,,,,
player,201209090tam,car,BeasJo99,tackles_assists,1,,,,,
player,201209090tam,car,BeasJo99,tackles_loss,0,,,,,
player,201209090tam,car,BeasJo99,qb_hits,0,,,,,
player,201209090tam,car,BeasJo99,fumbles_rec,0,,,,,
player,201209090tam,car,BeasJo99,fumbles_rec_yds,0,,,,,
player,201209090tam,car,BeasJo99,fumbles_rec_td,0,,,,,
player,201209090tam,car,BeasJo99,fumbles_forced,0,,,,,
player,201209090tam,car,HardGr99,def_int,0,,,,,
player,201209090tam,car,HardGr99,def_int_yds,0,,,,,
player,201209090tam,car,HardGr99,def_int_td,0,,,,,
player,201209090tam,car,HardGr99,def_int_long,0,,,,,
player,201209090tam,car,HardGr99,pass_defended,0,,,,,
player,201209090tam,car,HardGr99,sacks,0.0,,,,,
player,201209090tam,car,HardGr99,tackles_combined,7,,,,,
player,201209090tam,car,HardGr99,tackles_solo,5,,,,,
player,201209090tam,car,HardGr99,tackles_assists,2,,,,,
player,201209090tam,car,HardGr99,tackles_loss,1,,,,,
player,201209090tam,car,HardGr99,qb_hits,0,,,,,
player,201209090tam,car,HardGr99,fumbles_rec,0,,,,,
player,201209090tam,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201209090tam,car,HardGr99,fumbles_rec_td,0,,,,,
player,201209090tam,car,HardGr99,fumbles_forced,0,,,,,
player,201209090tam,car,AndeJa21,def_int,0,,,,,
player,201209090tam,car,AndeJa21,def_int_yds,0,,,,,
player,201209090tam,car,AndeJa21,def_int_td,0,,,,,
player,201209090tam,car,AndeJa21,def_int_long,0,,,,,
player,201209090tam,car,AndeJa21,pass_defended,0,,,,,
player,201209090tam,car,AndeJa21,sacks,0.0,,,,,
player,201209090tam,car,AndeJa21,tackles_combined,6,,,,,
player,201209090tam,car,AndeJa21,tackles_solo,6,,,,,
player,201209090tam,car,AndeJa21,tackles_assists,0,,,,,
player,201209090tam,car,AndeJa21,tackles_loss,0,,,,,
player,201209090tam,car,AndeJa21,qb_hits,0,,,,,
player,201209090tam,car,AndeJa21,fumbles_rec,0,,,,,
player,201209090tam,car,AndeJa21,fumbles_rec_yds,0,,,,,
player,201209090tam,car,AndeJa21,fumbles_rec_td,0,,,,,
player,201209090tam,car,AndeJa21,fumbles_forced,0,,,,,
player,201209090tam,car,GodfCh99,def_int,0,,,,,
player,201209090tam,car,GodfCh99,def_int_yds,0,,,,,
player,201209090tam,car,GodfCh99,def_int_td,0,,,,,
player,201209090tam,car,GodfCh99,def_int_long,0,,,,,
player,201209090tam,car,GodfCh99,pass_defended,0,,,,,
player,201209090tam,car,GodfCh99,sacks,0.0,,,,,
player,201209090tam,car,GodfCh99,tackles_combined,6,,,,,
player,201209090tam,car,GodfCh99,tackles_solo,6,,,,,
player,201209090tam,car,GodfCh99,tackles_assists,0,,,,,
player,201209090tam,car,GodfCh99,tackles_loss,0,,,,,
player,201209090tam,car,GodfCh99,qb_hits,0,,,,,
player,201209090tam,car,GodfCh99,fumbles_rec,0,,,,,
player,201209090tam,car,GodfCh99,fumbles_rec_yds,0,,,,,
player,201209090tam,car,GodfCh99,fumbles_rec_td,0,,,,,
player,201209090tam,car,GodfCh99,fumbles_forced,0,,,,,
player,201209090tam,car,KuecLu00,def_int,0,,,,,
player,201209090tam,car,KuecLu00,def_int_yds,0,,,,,
player,201209090tam,car,KuecLu00,def_int_td,0,,,,,
player,201209090tam,car,KuecLu00,def_int_long,0,,,,,
player,201209090tam,car,KuecLu00,pass_defended,0,,,,,
player,201209090tam,car,KuecLu00,sacks,0.0,,,,,
player,201209090tam,car,KuecLu00,tackles_combined,4,,,,,
player,201209090tam,car,KuecLu00,tackles_solo,2,,,,,
player,201209090tam,car,KuecLu00,tackles_assists,2,,,,,
player,201209090tam,car,KuecLu00,tackles_loss,0,,,,,
player,201209090tam,car,KuecLu00,qb_hits,0,,,,,
player,201209090tam,car,KuecLu00,fumbles_rec,0,,,,,
player,201209090tam,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201209090tam,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201209090tam,car,KuecLu00,fumbles_forced,0,,,,,
player,201209090tam,car,NakaHa99,def_int,0,,,,,
player,201209090tam,car,NakaHa99,def_int_yds,0,,,,,
player,201209090tam,car,NakaHa99,def_int_td,0,,,,,
player,201209090tam,car,NakaHa99,def_int_long,0,,,,,
player,201209090tam,car,NakaHa99,pass_defended,0,,,,,
player,201209090tam,car,NakaHa99,sacks,0.0,,,,,
player,201209090tam,car,NakaHa99,tackles_combined,4,,,,,
