game,2012,13,20121129,201211290atl,nor,"New Orleans Saints",13,atl,"Atlanta Falcons",23
team,201211290atl,nor,First Downs,24,,,,,,
team,201211290atl,atl,First Downs,15,,,,,,
team,201211290atl,nor,Rush-Yds-TDs,23-101-1,,,,,,
team,201211290atl,atl,Rush-Yds-TDs,23-124-1,,,,,,
team,201211290atl,nor,Cmp-Att-Yd-TD-INT,28-50-341-0-5,,,,,,
team,201211290atl,atl,Cmp-Att-Yd-TD-INT,18-33-165-1-0,,,,,,
team,201211290atl,nor,Sacked-Yards,1-6,,,,,,
team,201211290atl,atl,Sacked-Yards,1-6,,,,,,
team,201211290atl,nor,Net Pass Yards,335,,,,,,
team,201211290atl,atl,Net Pass Yards,159,,,,,,
team,201211290atl,nor,Total Yards,436,,,,,,
team,201211290atl,atl,Total Yards,283,,,,,,
team,201211290atl,nor,Fumbles-Lost,0-0,,,,,,
team,201211290atl,atl,Fumbles-Lost,1-1,,,,,,
team,201211290atl,nor,Turnovers,5,,,,,,
team,201211290atl,atl,Turnovers,1,,,,,,
team,201211290atl,nor,Penalties-Yards,5-30,,,,,,
team,201211290atl,atl,Penalties-Yards,5-25,,,,,,
team,201211290atl,nor,Third Down Conv.,7-14,,,,,,
team,201211290atl,atl,Third Down Conv.,1-11,,,,,,
team,201211290atl,nor,Fourth Down Conv.,0-0,,,,,,
team,201211290atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201211290atl,nor,Time of Possession,33:44,,,,,,
team,201211290atl,atl,Time of Possession,26:16,,,,,,
player,201211290atl,nor,BreeDr00,pass_cmp,28,,,,,
player,201211290atl,nor,BreeDr00,pass_att,50,,,,,
player,201211290atl,nor,BreeDr00,pass_yds,341,,,,,
player,201211290atl,nor,BreeDr00,pass_td,0,,,,,
player,201211290atl,nor,BreeDr00,pass_int,5,,,,,
player,201211290atl,nor,BreeDr00,pass_sacked,1,,,,,
player,201211290atl,nor,BreeDr00,pass_sacked_yds,6,,,,,
player,201211290atl,nor,BreeDr00,pass_long,38,,,,,
player,201211290atl,nor,BreeDr00,pass_rating,37.6,,,,,
player,201211290atl,nor,BreeDr00,rush_att,0,,,,,
player,201211290atl,nor,BreeDr00,rush_yds,0,,,,,
player,201211290atl,nor,BreeDr00,rush_td,0,,,,,
player,201211290atl,nor,BreeDr00,rush_long,0,,,,,
player,201211290atl,nor,BreeDr00,targets,0,,,,,
player,201211290atl,nor,BreeDr00,rec,0,,,,,
player,201211290atl,nor,BreeDr00,rec_yds,0,,,,,
player,201211290atl,nor,BreeDr00,rec_td,0,,,,,
player,201211290atl,nor,BreeDr00,rec_long,0,,,,,
player,201211290atl,nor,BreeDr00,fumbles,0,,,,,
player,201211290atl,nor,BreeDr00,fumbles_lost,0,,,,,
player,201211290atl,nor,ThomPi00,pass_cmp,0,,,,,
player,201211290atl,nor,ThomPi00,pass_att,0,,,,,
player,201211290atl,nor,ThomPi00,pass_yds,0,,,,,
player,201211290atl,nor,ThomPi00,pass_td,0,,,,,
player,201211290atl,nor,ThomPi00,pass_int,0,,,,,
player,201211290atl,nor,ThomPi00,pass_sacked,0,,,,,
player,201211290atl,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201211290atl,nor,ThomPi00,pass_long,0,,,,,
player,201211290atl,nor,ThomPi00,pass_rating,,,,,,
player,201211290atl,nor,ThomPi00,rush_att,14,,,,,
player,201211290atl,nor,ThomPi00,rush_yds,84,,,,,
player,201211290atl,nor,ThomPi00,rush_td,0,,,,,
player,201211290atl,nor,ThomPi00,rush_long,13,,,,,
player,201211290atl,nor,ThomPi00,targets,1,,,,,
player,201211290atl,nor,ThomPi00,rec,1,,,,,
player,201211290atl,nor,ThomPi00,rec_yds,5,,,,,
player,201211290atl,nor,ThomPi00,rec_td,0,,,,,
player,201211290atl,nor,ThomPi00,rec_long,5,,,,,
player,201211290atl,nor,ThomPi00,fumbles,0,,,,,
player,201211290atl,nor,ThomPi00,fumbles_lost,0,,,,,
player,201211290atl,nor,IngrMa01,pass_cmp,0,,,,,
player,201211290atl,nor,IngrMa01,pass_att,0,,,,,
player,201211290atl,nor,IngrMa01,pass_yds,0,,,,,
player,201211290atl,nor,IngrMa01,pass_td,0,,,,,
player,201211290atl,nor,IngrMa01,pass_int,0,,,,,
player,201211290atl,nor,IngrMa01,pass_sacked,0,,,,,
player,201211290atl,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201211290atl,nor,IngrMa01,pass_long,0,,,,,
player,201211290atl,nor,IngrMa01,pass_rating,,,,,,
player,201211290atl,nor,IngrMa01,rush_att,6,,,,,
player,201211290atl,nor,IngrMa01,rush_yds,13,,,,,
player,201211290atl,nor,IngrMa01,rush_td,1,,,,,
player,201211290atl,nor,IngrMa01,rush_long,5,,,,,
player,201211290atl,nor,IngrMa01,targets,1,,,,,
player,201211290atl,nor,IngrMa01,rec,1,,,,,
player,201211290atl,nor,IngrMa01,rec_yds,-1,,,,,
player,201211290atl,nor,IngrMa01,rec_td,0,,,,,
player,201211290atl,nor,IngrMa01,rec_long,-1,,,,,
player,201211290atl,nor,IngrMa01,fumbles,0,,,,,
player,201211290atl,nor,IngrMa01,fumbles_lost,0,,,,,
player,201211290atl,nor,IvorCh00,pass_cmp,0,,,,,
player,201211290atl,nor,IvorCh00,pass_att,0,,,,,
player,201211290atl,nor,IvorCh00,pass_yds,0,,,,,
player,201211290atl,nor,IvorCh00,pass_td,0,,,,,
player,201211290atl,nor,IvorCh00,pass_int,0,,,,,
player,201211290atl,nor,IvorCh00,pass_sacked,0,,,,,
player,201211290atl,nor,IvorCh00,pass_sacked_yds,0,,,,,
player,201211290atl,nor,IvorCh00,pass_long,0,,,,,
player,201211290atl,nor,IvorCh00,pass_rating,,,,,,
player,201211290atl,nor,IvorCh00,rush_att,3,,,,,
player,201211290atl,nor,IvorCh00,rush_yds,4,,,,,
player,201211290atl,nor,IvorCh00,rush_td,0,,,,,
player,201211290atl,nor,IvorCh00,rush_long,6,,,,,
player,201211290atl,nor,IvorCh00,targets,1,,,,,
player,201211290atl,nor,IvorCh00,rec,0,,,,,
player,201211290atl,nor,IvorCh00,rec_yds,0,,,,,
player,201211290atl,nor,IvorCh00,rec_td,0,,,,,
player,201211290atl,nor,IvorCh00,rec_long,0,,,,,
player,201211290atl,nor,IvorCh00,fumbles,0,,,,,
player,201211290atl,nor,IvorCh00,fumbles_lost,0,,,,,
player,201211290atl,nor,MoorLa00,pass_cmp,0,,,,,
player,201211290atl,nor,MoorLa00,pass_att,0,,,,,
player,201211290atl,nor,MoorLa00,pass_yds,0,,,,,
player,201211290atl,nor,MoorLa00,pass_td,0,,,,,
player,201211290atl,nor,MoorLa00,pass_int,0,,,,,
player,201211290atl,nor,MoorLa00,pass_sacked,0,,,,,
player,201211290atl,nor,MoorLa00,pass_sacked_yds,0,,,,,
player,201211290atl,nor,MoorLa00,pass_long,0,,,,,
player,201211290atl,nor,MoorLa00,pass_rating,,,,,,
player,201211290atl,nor,MoorLa00,rush_att,0,,,,,
player,201211290atl,nor,MoorLa00,rush_yds,0,,,,,
player,201211290atl,nor,MoorLa00,rush_td,0,,,,,
player,201211290atl,nor,MoorLa00,rush_long,0,,,,,
player,201211290atl,nor,MoorLa00,targets,11,,,,,
player,201211290atl,nor,MoorLa00,rec,7,,,,,
player,201211290atl,nor,MoorLa00,rec_yds,123,,,,,
player,201211290atl,nor,MoorLa00,rec_td,0,,,,,
player,201211290atl,nor,MoorLa00,rec_long,32,,,,,
player,201211290atl,nor,MoorLa00,fumbles,0,,,,,
player,201211290atl,nor,MoorLa00,fumbles_lost,0,,,,,
player,201211290atl,nor,ColsMa00,pass_cmp,0,,,,,
player,201211290atl,nor,ColsMa00,pass_att,0,,,,,
player,201211290atl,nor,ColsMa00,pass_yds,0,,,,,
player,201211290atl,nor,ColsMa00,pass_td,0,,,,,
player,201211290atl,nor,ColsMa00,pass_int,0,,,,,
player,201211290atl,nor,ColsMa00,pass_sacked,0,,,,,
player,201211290atl,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201211290atl,nor,ColsMa00,pass_long,0,,,,,
player,201211290atl,nor,ColsMa00,pass_rating,,,,,,
player,201211290atl,nor,ColsMa00,rush_att,0,,,,,
player,201211290atl,nor,ColsMa00,rush_yds,0,,,,,
player,201211290atl,nor,ColsMa00,rush_td,0,,,,,
player,201211290atl,nor,ColsMa00,rush_long,0,,,,,
player,201211290atl,nor,ColsMa00,targets,11,,,,,
player,201211290atl,nor,ColsMa00,rec,6,,,,,
player,201211290atl,nor,ColsMa00,rec_yds,71,,,,,
player,201211290atl,nor,ColsMa00,rec_td,0,,,,,
player,201211290atl,nor,ColsMa00,rec_long,21,,,,,
player,201211290atl,nor,ColsMa00,fumbles,0,,,,,
player,201211290atl,nor,ColsMa00,fumbles_lost,0,,,,,
player,201211290atl,nor,GrahJi00,pass_cmp,0,,,,,
player,201211290atl,nor,GrahJi00,pass_att,0,,,,,
player,201211290atl,nor,GrahJi00,pass_yds,0,,,,,
player,201211290atl,nor,GrahJi00,pass_td,0,,,,,
player,201211290atl,nor,GrahJi00,pass_int,0,,,,,
player,201211290atl,nor,GrahJi00,pass_sacked,0,,,,,
player,201211290atl,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201211290atl,nor,GrahJi00,pass_long,0,,,,,
player,201211290atl,nor,GrahJi00,pass_rating,,,,,,
player,201211290atl,nor,GrahJi00,rush_att,0,,,,,
player,201211290atl,nor,GrahJi00,rush_yds,0,,,,,
player,201211290atl,nor,GrahJi00,rush_td,0,,,,,
player,201211290atl,nor,GrahJi00,rush_long,0,,,,,
player,201211290atl,nor,GrahJi00,targets,6,,,,,
player,201211290atl,nor,GrahJi00,rec,4,,,,,
player,201211290atl,nor,GrahJi00,rec_yds,59,,,,,
player,201211290atl,nor,GrahJi00,rec_td,0,,,,,
player,201211290atl,nor,GrahJi00,rec_long,25,,,,,
player,201211290atl,nor,GrahJi00,fumbles,0,,,,,
player,201211290atl,nor,GrahJi00,fumbles_lost,0,,,,,
player,201211290atl,nor,SproDa00,pass_cmp,0,,,,,
player,201211290atl,nor,SproDa00,pass_att,0,,,,,
player,201211290atl,nor,SproDa00,pass_yds,0,,,,,
player,201211290atl,nor,SproDa00,pass_td,0,,,,,
player,201211290atl,nor,SproDa00,pass_int,0,,,,,
player,201211290atl,nor,SproDa00,pass_sacked,0,,,,,
player,201211290atl,nor,SproDa00,pass_sacked_yds,0,,,,,
player,201211290atl,nor,SproDa00,pass_long,0,,,,,
player,201211290atl,nor,SproDa00,pass_rating,,,,,,
player,201211290atl,nor,SproDa00,rush_att,0,,,,,
player,201211290atl,nor,SproDa00,rush_yds,0,,,,,
player,201211290atl,nor,SproDa00,rush_td,0,,,,,
player,201211290atl,nor,SproDa00,rush_long,0,,,,,
player,201211290atl,nor,SproDa00,targets,9,,,,,
player,201211290atl,nor,SproDa00,rec,5,,,,,
player,201211290atl,nor,SproDa00,rec_yds,47,,,,,
player,201211290atl,nor,SproDa00,rec_td,0,,,,,
player,201211290atl,nor,SproDa00,rec_long,14,,,,,
player,201211290atl,nor,SproDa00,fumbles,0,,,,,
player,201211290atl,nor,SproDa00,fumbles_lost,0,,,,,
player,201211290atl,nor,MorgJo01,pass_cmp,0,,,,,
player,201211290atl,nor,MorgJo01,pass_att,0,,,,,
player,201211290atl,nor,MorgJo01,pass_yds,0,,,,,
player,201211290atl,nor,MorgJo01,pass_td,0,,,,,
player,201211290atl,nor,MorgJo01,pass_int,0,,,,,
player,201211290atl,nor,MorgJo01,pass_sacked,0,,,,,
player,201211290atl,nor,MorgJo01,pass_sacked_yds,0,,,,,
player,201211290atl,nor,MorgJo01,pass_long,0,,,,,
player,201211290atl,nor,MorgJo01,pass_rating,,,,,,
player,201211290atl,nor,MorgJo01,rush_att,0,,,,,
player,201211290atl,nor,MorgJo01,rush_yds,0,,,,,
player,201211290atl,nor,MorgJo01,rush_td,0,,,,,
player,201211290atl,nor,MorgJo01,rush_long,0,,,,,
player,201211290atl,nor,MorgJo01,targets,2,,,,,
player,201211290atl,nor,MorgJo01,rec,1,,,,,
player,201211290atl,nor,MorgJo01,rec_yds,38,,,,,
player,201211290atl,nor,MorgJo01,rec_td,0,,,,,
player,201211290atl,nor,MorgJo01,rec_long,38,,,,,
player,201211290atl,nor,MorgJo01,fumbles,0,,,,,
