game,2012,15,20121216,201212160chi,gnb,"Green Bay Packers",21,chi,"Chicago Bears",13
team,201212160chi,gnb,First Downs,20,,,,,,
team,201212160chi,chi,First Downs,12,,,,,,
team,201212160chi,gnb,Rush-Yds-TDs,32-113-0,,,,,,
team,201212160chi,chi,Rush-Yds-TDs,23-83-0,,,,,,
team,201212160chi,gnb,Cmp-Att-Yd-TD-INT,23-36-291-3-0,,,,,,
team,201212160chi,chi,Cmp-Att-Yd-TD-INT,12-21-135-1-1,,,,,,
team,201212160chi,gnb,Sacked-Yards,3-13,,,,,,
team,201212160chi,chi,Sacked-Yards,4-28,,,,,,
team,201212160chi,gnb,Net Pass Yards,278,,,,,,
team,201212160chi,chi,Net Pass Yards,107,,,,,,
team,201212160chi,gnb,Total Yards,391,,,,,,
team,201212160chi,chi,Total Yards,190,,,,,,
team,201212160chi,gnb,Fumbles-Lost,2-2,,,,,,
team,201212160chi,chi,Fumbles-Lost,2-0,,,,,,
team,201212160chi,gnb,Turnovers,2,,,,,,
team,201212160chi,chi,Turnovers,1,,,,,,
team,201212160chi,gnb,Penalties-Yards,8-104,,,,,,
team,201212160chi,chi,Penalties-Yards,10-91,,,,,,
team,201212160chi,gnb,Third Down Conv.,7-17,,,,,,
team,201212160chi,chi,Third Down Conv.,0-9,,,,,,
team,201212160chi,gnb,Fourth Down Conv.,2-2,,,,,,
team,201212160chi,chi,Fourth Down Conv.,0-1,,,,,,
team,201212160chi,gnb,Time of Possession,33:23,,,,,,
team,201212160chi,chi,Time of Possession,26:37,,,,,,
player,201212160chi,gnb,RodgAa00,pass_cmp,23,,,,,
player,201212160chi,gnb,RodgAa00,pass_att,36,,,,,
player,201212160chi,gnb,RodgAa00,pass_yds,291,,,,,
player,201212160chi,gnb,RodgAa00,pass_td,3,,,,,
player,201212160chi,gnb,RodgAa00,pass_int,0,,,,,
player,201212160chi,gnb,RodgAa00,pass_sacked,3,,,,,
player,201212160chi,gnb,RodgAa00,pass_sacked_yds,13,,,,,
player,201212160chi,gnb,RodgAa00,pass_long,31,,,,,
player,201212160chi,gnb,RodgAa00,pass_rating,116.8,,,,,
player,201212160chi,gnb,RodgAa00,rush_att,4,,,,,
player,201212160chi,gnb,RodgAa00,rush_yds,14,,,,,
player,201212160chi,gnb,RodgAa00,rush_td,0,,,,,
player,201212160chi,gnb,RodgAa00,rush_long,6,,,,,
player,201212160chi,gnb,RodgAa00,targets,1,,,,,
player,201212160chi,gnb,RodgAa00,rec,1,,,,,
player,201212160chi,gnb,RodgAa00,rec_yds,-1,,,,,
player,201212160chi,gnb,RodgAa00,rec_td,0,,,,,
player,201212160chi,gnb,RodgAa00,rec_long,-1,,,,,
player,201212160chi,gnb,RodgAa00,fumbles,0,,,,,
player,201212160chi,gnb,RodgAa00,fumbles_lost,0,,,,,
