game,2016,10,20161113,201611130phi,atl,"Atlanta Falcons",15,phi,"Philadelphia Eagles",24
team,201611130phi,atl,First Downs,11,,,,,,
team,201611130phi,phi,First Downs,25,,,,,,
team,201611130phi,atl,Rush-Yds-TDs,13-48-0,,,,,,
team,201611130phi,phi,Rush-Yds-TDs,38-208-2,,,,,,
team,201611130phi,atl,Cmp-Att-Yd-TD-INT,18-33-267-1-1,,,,,,
team,201611130phi,phi,Cmp-Att-Yd-TD-INT,25-36-231-0-0,,,,,,
team,201611130phi,atl,Sacked-Yards,2-12,,,,,,
team,201611130phi,phi,Sacked-Yards,2-10,,,,,,
team,201611130phi,atl,Net Pass Yards,255,,,,,,
team,201611130phi,phi,Net Pass Yards,221,,,,,,
team,201611130phi,atl,Total Yards,303,,,,,,
team,201611130phi,phi,Total Yards,429,,,,,,
team,201611130phi,atl,Fumbles-Lost,0-0,,,,,,
team,201611130phi,phi,Fumbles-Lost,2-1,,,,,,
team,201611130phi,atl,Turnovers,1,,,,,,
team,201611130phi,phi,Turnovers,1,,,,,,
team,201611130phi,atl,Penalties-Yards,8-67,,,,,,
team,201611130phi,phi,Penalties-Yards,10-77,,,,,,
team,201611130phi,atl,Third Down Conv.,2-11,,,,,,
team,201611130phi,phi,Third Down Conv.,5-14,,,,,,
team,201611130phi,atl,Fourth Down Conv.,0-1,,,,,,
team,201611130phi,phi,Fourth Down Conv.,0-1,,,,,,
team,201611130phi,atl,Time of Possession,21:50,,,,,,
team,201611130phi,phi,Time of Possession,38:10,,,,,,
player,201611130phi,atl,RyanMa00,pass_cmp,18,,,,,
player,201611130phi,atl,RyanMa00,pass_att,33,,,,,
player,201611130phi,atl,RyanMa00,pass_yds,267,,,,,
player,201611130phi,atl,RyanMa00,pass_td,1,,,,,
player,201611130phi,atl,RyanMa00,pass_int,1,,,,,
player,201611130phi,atl,RyanMa00,pass_sacked,2,,,,,
player,201611130phi,atl,RyanMa00,pass_sacked_yds,12,,,,,
player,201611130phi,atl,RyanMa00,pass_long,76,,,,,
player,201611130phi,atl,RyanMa00,pass_rating,78.7,,,,,
player,201611130phi,atl,RyanMa00,rush_att,0,,,,,
player,201611130phi,atl,RyanMa00,rush_yds,0,,,,,
player,201611130phi,atl,RyanMa00,rush_td,0,,,,,
player,201611130phi,atl,RyanMa00,rush_long,0,,,,,
player,201611130phi,atl,RyanMa00,targets,0,,,,,
player,201611130phi,atl,RyanMa00,rec,0,,,,,
player,201611130phi,atl,RyanMa00,rec_yds,0,,,,,
player,201611130phi,atl,RyanMa00,rec_td,0,,,,,
player,201611130phi,atl,RyanMa00,rec_long,0,,,,,
player,201611130phi,atl,RyanMa00,fumbles,0,,,,,
player,201611130phi,atl,RyanMa00,fumbles_lost,0,,,,,
player,201611130phi,atl,FreeDe00,pass_cmp,0,,,,,
player,201611130phi,atl,FreeDe00,pass_att,0,,,,,
player,201611130phi,atl,FreeDe00,pass_yds,0,,,,,
player,201611130phi,atl,FreeDe00,pass_td,0,,,,,
player,201611130phi,atl,FreeDe00,pass_int,0,,,,,
player,201611130phi,atl,FreeDe00,pass_sacked,0,,,,,
player,201611130phi,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201611130phi,atl,FreeDe00,pass_long,0,,,,,
player,201611130phi,atl,FreeDe00,pass_rating,,,,,,
player,201611130phi,atl,FreeDe00,rush_att,12,,,,,
player,201611130phi,atl,FreeDe00,rush_yds,49,,,,,
player,201611130phi,atl,FreeDe00,rush_td,0,,,,,
player,201611130phi,atl,FreeDe00,rush_long,17,,,,,
player,201611130phi,atl,FreeDe00,targets,3,,,,,
player,201611130phi,atl,FreeDe00,rec,3,,,,,
player,201611130phi,atl,FreeDe00,rec_yds,32,,,,,
player,201611130phi,atl,FreeDe00,rec_td,0,,,,,
player,201611130phi,atl,FreeDe00,rec_long,15,,,,,
player,201611130phi,atl,FreeDe00,fumbles,0,,,,,
player,201611130phi,atl,FreeDe00,fumbles_lost,0,,,,,
player,201611130phi,atl,JoneJu02,pass_cmp,0,,,,,
