game,2016,16,20161224,201612240nor,tam,"Tampa Bay Buccaneers",24,nor,"New Orleans Saints",31
team,201612240nor,tam,First Downs,23,,,,,,
team,201612240nor,nor,First Downs,25,,,,,,
team,201612240nor,tam,Rush-Yds-TDs,21-89-1,,,,,,
team,201612240nor,nor,Rush-Yds-TDs,31-123-2,,,,,,
team,201612240nor,tam,Cmp-Att-Yd-TD-INT,23-35-277-2-2,,,,,,
team,201612240nor,nor,Cmp-Att-Yd-TD-INT,23-34-299-1-0,,,,,,
team,201612240nor,tam,Sacked-Yards,2-17,,,,,,
team,201612240nor,nor,Sacked-Yards,2-5,,,,,,
team,201612240nor,tam,Net Pass Yards,260,,,,,,
team,201612240nor,nor,Net Pass Yards,294,,,,,,
team,201612240nor,tam,Total Yards,349,,,,,,
team,201612240nor,nor,Total Yards,417,,,,,,
team,201612240nor,tam,Fumbles-Lost,0-0,,,,,,
team,201612240nor,nor,Fumbles-Lost,1-0,,,,,,
team,201612240nor,tam,Turnovers,2,,,,,,
team,201612240nor,nor,Turnovers,0,,,,,,
team,201612240nor,tam,Penalties-Yards,7-63,,,,,,
team,201612240nor,nor,Penalties-Yards,7-59,,,,,,
team,201612240nor,tam,Third Down Conv.,7-12,,,,,,
team,201612240nor,nor,Third Down Conv.,5-12,,,,,,
team,201612240nor,tam,Fourth Down Conv.,0-0,,,,,,
team,201612240nor,nor,Fourth Down Conv.,0-0,,,,,,
team,201612240nor,tam,Time of Possession,28:24,,,,,,
team,201612240nor,nor,Time of Possession,31:36,,,,,,
player,201612240nor,tam,WinsJa00,pass_cmp,23,,,,,
player,201612240nor,tam,WinsJa00,pass_att,35,,,,,
player,201612240nor,tam,WinsJa00,pass_yds,277,,,,,
player,201612240nor,tam,WinsJa00,pass_td,2,,,,,
player,201612240nor,tam,WinsJa00,pass_int,2,,,,,
player,201612240nor,tam,WinsJa00,pass_sacked,2,,,,,
player,201612240nor,tam,WinsJa00,pass_sacked_yds,17,,,,,
player,201612240nor,tam,WinsJa00,pass_long,34,,,,,
player,201612240nor,tam,WinsJa00,pass_rating,85.1,,,,,
player,201612240nor,tam,WinsJa00,rush_att,3,,,,,
player,201612240nor,tam,WinsJa00,rush_yds,14,,,,,
player,201612240nor,tam,WinsJa00,rush_td,0,,,,,
player,201612240nor,tam,WinsJa00,rush_long,8,,,,,
player,201612240nor,tam,WinsJa00,targets,0,,,,,
player,201612240nor,tam,WinsJa00,rec,0,,,,,
player,201612240nor,tam,WinsJa00,rec_yds,0,,,,,
