game,2016,16,20161224,201612240cle,sdg,"San Diego Chargers",17,cle,"Cleveland Browns",20
player,201612240cle,sdg,SquaDa00,fumbles_rec,0,,,,,
player,201612240cle,sdg,SquaDa00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,SquaDa00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,SquaDa00,fumbles_forced,0,,,,,
player,201612240cle,sdg,PerrDe00,def_int,0,,,,,
player,201612240cle,sdg,PerrDe00,def_int_yds,0,,,,,
player,201612240cle,sdg,PerrDe00,def_int_td,0,,,,,
player,201612240cle,sdg,PerrDe00,def_int_long,0,,,,,
player,201612240cle,sdg,PerrDe00,pass_defended,0,,,,,
player,201612240cle,sdg,PerrDe00,sacks,1.0,,,,,
player,201612240cle,sdg,PerrDe00,tackles_combined,7,,,,,
player,201612240cle,sdg,PerrDe00,tackles_solo,5,,,,,
player,201612240cle,sdg,PerrDe00,tackles_assists,2,,,,,
player,201612240cle,sdg,PerrDe00,tackles_loss,2,,,,,
player,201612240cle,sdg,PerrDe00,qb_hits,1,,,,,
player,201612240cle,sdg,PerrDe00,fumbles_rec,0,,,,,
player,201612240cle,sdg,PerrDe00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,PerrDe00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,PerrDe00,fumbles_forced,0,,,,,
player,201612240cle,sdg,ToomKo00,def_int,0,,,,,
player,201612240cle,sdg,ToomKo00,def_int_yds,0,,,,,
player,201612240cle,sdg,ToomKo00,def_int_td,0,,,,,
player,201612240cle,sdg,ToomKo00,def_int_long,0,,,,,
player,201612240cle,sdg,ToomKo00,pass_defended,0,,,,,
player,201612240cle,sdg,ToomKo00,sacks,1.0,,,,,
player,201612240cle,sdg,ToomKo00,tackles_combined,4,,,,,
player,201612240cle,sdg,ToomKo00,tackles_solo,4,,,,,
player,201612240cle,sdg,ToomKo00,tackles_assists,0,,,,,
player,201612240cle,sdg,ToomKo00,tackles_loss,1,,,,,
player,201612240cle,sdg,ToomKo00,qb_hits,1,,,,,
player,201612240cle,sdg,ToomKo00,fumbles_rec,0,,,,,
player,201612240cle,sdg,ToomKo00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,ToomKo00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,ToomKo00,fumbles_forced,0,,,,,
player,201612240cle,sdg,IngrMe00,def_int,0,,,,,
player,201612240cle,sdg,IngrMe00,def_int_yds,0,,,,,
player,201612240cle,sdg,IngrMe00,def_int_td,0,,,,,
player,201612240cle,sdg,IngrMe00,def_int_long,0,,,,,
player,201612240cle,sdg,IngrMe00,pass_defended,0,,,,,
player,201612240cle,sdg,IngrMe00,sacks,1.0,,,,,
player,201612240cle,sdg,IngrMe00,tackles_combined,3,,,,,
player,201612240cle,sdg,IngrMe00,tackles_solo,3,,,,,
player,201612240cle,sdg,IngrMe00,tackles_assists,0,,,,,
player,201612240cle,sdg,IngrMe00,tackles_loss,2,,,,,
player,201612240cle,sdg,IngrMe00,qb_hits,1,,,,,
player,201612240cle,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201612240cle,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201612240cle,sdg,PhilDa01,def_int,0,,,,,
player,201612240cle,sdg,PhilDa01,def_int_yds,0,,,,,
player,201612240cle,sdg,PhilDa01,def_int_td,0,,,,,
player,201612240cle,sdg,PhilDa01,def_int_long,0,,,,,
player,201612240cle,sdg,PhilDa01,pass_defended,0,,,,,
player,201612240cle,sdg,PhilDa01,sacks,1.0,,,,,
player,201612240cle,sdg,PhilDa01,tackles_combined,1,,,,,
player,201612240cle,sdg,PhilDa01,tackles_solo,1,,,,,
player,201612240cle,sdg,PhilDa01,tackles_assists,0,,,,,
player,201612240cle,sdg,PhilDa01,tackles_loss,0,,,,,
player,201612240cle,sdg,PhilDa01,qb_hits,1,,,,,
player,201612240cle,sdg,PhilDa01,fumbles_rec,0,,,,,
player,201612240cle,sdg,PhilDa01,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,PhilDa01,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,PhilDa01,fumbles_forced,0,,,,,
player,201612240cle,sdg,BrowJa05,def_int,0,,,,,
player,201612240cle,sdg,BrowJa05,def_int_yds,0,,,,,
player,201612240cle,sdg,BrowJa05,def_int_td,0,,,,,
player,201612240cle,sdg,BrowJa05,def_int_long,0,,,,,
player,201612240cle,sdg,BrowJa05,pass_defended,0,,,,,
player,201612240cle,sdg,BrowJa05,sacks,0.5,,,,,
player,201612240cle,sdg,BrowJa05,tackles_combined,10,,,,,
player,201612240cle,sdg,BrowJa05,tackles_solo,8,,,,,
player,201612240cle,sdg,BrowJa05,tackles_assists,2,,,,,
player,201612240cle,sdg,BrowJa05,tackles_loss,1,,,,,
player,201612240cle,sdg,BrowJa05,qb_hits,1,,,,,
player,201612240cle,sdg,BrowJa05,fumbles_rec,0,,,,,
player,201612240cle,sdg,BrowJa05,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,BrowJa05,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,BrowJa05,fumbles_forced,0,,,,,
player,201612240cle,sdg,EmanKy00,def_int,0,,,,,
player,201612240cle,sdg,EmanKy00,def_int_yds,0,,,,,
player,201612240cle,sdg,EmanKy00,def_int_td,0,,,,,
player,201612240cle,sdg,EmanKy00,def_int_long,0,,,,,
player,201612240cle,sdg,EmanKy00,pass_defended,0,,,,,
player,201612240cle,sdg,EmanKy00,sacks,0.5,,,,,
player,201612240cle,sdg,EmanKy00,tackles_combined,3,,,,,
player,201612240cle,sdg,EmanKy00,tackles_solo,2,,,,,
player,201612240cle,sdg,EmanKy00,tackles_assists,1,,,,,
player,201612240cle,sdg,EmanKy00,tackles_loss,0,,,,,
player,201612240cle,sdg,EmanKy00,qb_hits,2,,,,,
player,201612240cle,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201612240cle,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201612240cle,sdg,WillTo00,def_int,0,,,,,
player,201612240cle,sdg,WillTo00,def_int_yds,0,,,,,
player,201612240cle,sdg,WillTo00,def_int_td,0,,,,,
player,201612240cle,sdg,WillTo00,def_int_long,0,,,,,
player,201612240cle,sdg,WillTo00,pass_defended,0,,,,,
player,201612240cle,sdg,WillTo00,sacks,0.0,,,,,
player,201612240cle,sdg,WillTo00,tackles_combined,7,,,,,
player,201612240cle,sdg,WillTo00,tackles_solo,4,,,,,
player,201612240cle,sdg,WillTo00,tackles_assists,3,,,,,
player,201612240cle,sdg,WillTo00,tackles_loss,,,,,,
player,201612240cle,sdg,WillTo00,qb_hits,,,,,,
player,201612240cle,sdg,WillTo00,fumbles_rec,0,,,,,
player,201612240cle,sdg,WillTo00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,WillTo00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,WillTo00,fumbles_forced,0,,,,,
player,201612240cle,sdg,WillTr05,def_int,0,,,,,
player,201612240cle,sdg,WillTr05,def_int_yds,0,,,,,
player,201612240cle,sdg,WillTr05,def_int_td,0,,,,,
player,201612240cle,sdg,WillTr05,def_int_long,0,,,,,
player,201612240cle,sdg,WillTr05,pass_defended,0,,,,,
player,201612240cle,sdg,WillTr05,sacks,0.0,,,,,
player,201612240cle,sdg,WillTr05,tackles_combined,7,,,,,
player,201612240cle,sdg,WillTr05,tackles_solo,4,,,,,
player,201612240cle,sdg,WillTr05,tackles_assists,3,,,,,
player,201612240cle,sdg,WillTr05,tackles_loss,1,,,,,
player,201612240cle,sdg,WillTr05,qb_hits,0,,,,,
player,201612240cle,sdg,WillTr05,fumbles_rec,0,,,,,
player,201612240cle,sdg,WillTr05,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,WillTr05,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,WillTr05,fumbles_forced,0,,,,,
player,201612240cle,sdg,LoweDw99,def_int,0,,,,,
player,201612240cle,sdg,LoweDw99,def_int_yds,0,,,,,
player,201612240cle,sdg,LoweDw99,def_int_td,0,,,,,
player,201612240cle,sdg,LoweDw99,def_int_long,0,,,,,
player,201612240cle,sdg,LoweDw99,pass_defended,0,,,,,
player,201612240cle,sdg,LoweDw99,sacks,0.0,,,,,
player,201612240cle,sdg,LoweDw99,tackles_combined,6,,,,,
player,201612240cle,sdg,LoweDw99,tackles_solo,5,,,,,
player,201612240cle,sdg,LoweDw99,tackles_assists,1,,,,,
player,201612240cle,sdg,LoweDw99,tackles_loss,0,,,,,
player,201612240cle,sdg,LoweDw99,qb_hits,0,,,,,
player,201612240cle,sdg,LoweDw99,fumbles_rec,0,,,,,
player,201612240cle,sdg,LoweDw99,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,LoweDw99,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,LoweDw99,fumbles_forced,0,,,,,
player,201612240cle,sdg,ReedTr00,def_int,0,,,,,
player,201612240cle,sdg,ReedTr00,def_int_yds,0,,,,,
player,201612240cle,sdg,ReedTr00,def_int_td,0,,,,,
player,201612240cle,sdg,ReedTr00,def_int_long,0,,,,,
player,201612240cle,sdg,ReedTr00,pass_defended,1,,,,,
player,201612240cle,sdg,ReedTr00,sacks,0.0,,,,,
player,201612240cle,sdg,ReedTr00,tackles_combined,5,,,,,
player,201612240cle,sdg,ReedTr00,tackles_solo,5,,,,,
player,201612240cle,sdg,ReedTr00,tackles_assists,0,,,,,
player,201612240cle,sdg,ReedTr00,tackles_loss,0,,,,,
player,201612240cle,sdg,ReedTr00,qb_hits,0,,,,,
player,201612240cle,sdg,ReedTr00,fumbles_rec,0,,,,,
player,201612240cle,sdg,ReedTr00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,ReedTr00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,ReedTr00,fumbles_forced,0,,,,,
player,201612240cle,sdg,AddaJa00,def_int,0,,,,,
player,201612240cle,sdg,AddaJa00,def_int_yds,0,,,,,
player,201612240cle,sdg,AddaJa00,def_int_td,0,,,,,
player,201612240cle,sdg,AddaJa00,def_int_long,0,,,,,
player,201612240cle,sdg,AddaJa00,pass_defended,0,,,,,
player,201612240cle,sdg,AddaJa00,sacks,0.0,,,,,
player,201612240cle,sdg,AddaJa00,tackles_combined,3,,,,,
player,201612240cle,sdg,AddaJa00,tackles_solo,3,,,,,
player,201612240cle,sdg,AddaJa00,tackles_assists,0,,,,,
player,201612240cle,sdg,AddaJa00,tackles_loss,1,,,,,
player,201612240cle,sdg,AddaJa00,qb_hits,0,,,,,
player,201612240cle,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201612240cle,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201612240cle,sdg,CarrRy00,def_int,0,,,,,
player,201612240cle,sdg,CarrRy00,def_int_yds,0,,,,,
player,201612240cle,sdg,CarrRy00,def_int_td,0,,,,,
player,201612240cle,sdg,CarrRy00,def_int_long,0,,,,,
player,201612240cle,sdg,CarrRy00,pass_defended,0,,,,,
player,201612240cle,sdg,CarrRy00,sacks,0.0,,,,,
player,201612240cle,sdg,CarrRy00,tackles_combined,3,,,,,
player,201612240cle,sdg,CarrRy00,tackles_solo,2,,,,,
player,201612240cle,sdg,CarrRy00,tackles_assists,1,,,,,
player,201612240cle,sdg,CarrRy00,tackles_loss,0,,,,,
player,201612240cle,sdg,CarrRy00,qb_hits,0,,,,,
player,201612240cle,sdg,CarrRy00,fumbles_rec,0,,,,,
player,201612240cle,sdg,CarrRy00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,CarrRy00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,CarrRy00,fumbles_forced,0,,,,,
player,201612240cle,sdg,PhilAd00,def_int,0,,,,,
player,201612240cle,sdg,PhilAd00,def_int_yds,0,,,,,
player,201612240cle,sdg,PhilAd00,def_int_td,0,,,,,
player,201612240cle,sdg,PhilAd00,def_int_long,0,,,,,
player,201612240cle,sdg,PhilAd00,pass_defended,0,,,,,
player,201612240cle,sdg,PhilAd00,sacks,0.0,,,,,
player,201612240cle,sdg,PhilAd00,tackles_combined,2,,,,,
player,201612240cle,sdg,PhilAd00,tackles_solo,2,,,,,
player,201612240cle,sdg,PhilAd00,tackles_assists,0,,,,,
player,201612240cle,sdg,PhilAd00,tackles_loss,0,,,,,
player,201612240cle,sdg,PhilAd00,qb_hits,0,,,,,
player,201612240cle,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201612240cle,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,PhilAd00,fumbles_forced,0,,,,,
player,201612240cle,sdg,LiugCo00,def_int,0,,,,,
player,201612240cle,sdg,LiugCo00,def_int_yds,0,,,,,
player,201612240cle,sdg,LiugCo00,def_int_td,0,,,,,
player,201612240cle,sdg,LiugCo00,def_int_long,0,,,,,
player,201612240cle,sdg,LiugCo00,pass_defended,0,,,,,
player,201612240cle,sdg,LiugCo00,sacks,0.0,,,,,
player,201612240cle,sdg,LiugCo00,tackles_combined,1,,,,,
player,201612240cle,sdg,LiugCo00,tackles_solo,1,,,,,
player,201612240cle,sdg,LiugCo00,tackles_assists,0,,,,,
player,201612240cle,sdg,LiugCo00,tackles_loss,0,,,,,
player,201612240cle,sdg,LiugCo00,qb_hits,0,,,,,
player,201612240cle,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201612240cle,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201612240cle,sdg,PerrJo01,def_int,0,,,,,
player,201612240cle,sdg,PerrJo01,def_int_yds,0,,,,,
player,201612240cle,sdg,PerrJo01,def_int_td,0,,,,,
player,201612240cle,sdg,PerrJo01,def_int_long,0,,,,,
player,201612240cle,sdg,PerrJo01,pass_defended,0,,,,,
player,201612240cle,sdg,PerrJo01,sacks,0.0,,,,,
player,201612240cle,sdg,PerrJo01,tackles_combined,1,,,,,
player,201612240cle,sdg,PerrJo01,tackles_solo,1,,,,,
player,201612240cle,sdg,PerrJo01,tackles_assists,0,,,,,
player,201612240cle,sdg,PerrJo01,tackles_loss,0,,,,,
player,201612240cle,sdg,PerrJo01,qb_hits,0,,,,,
player,201612240cle,sdg,PerrJo01,fumbles_rec,0,,,,,
player,201612240cle,sdg,PerrJo01,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,PerrJo01,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,PerrJo01,fumbles_forced,0,,,,,
player,201612240cle,sdg,StucDa20,def_int,0,,,,,
player,201612240cle,sdg,StucDa20,def_int_yds,0,,,,,
player,201612240cle,sdg,StucDa20,def_int_td,0,,,,,
player,201612240cle,sdg,StucDa20,def_int_long,0,,,,,
player,201612240cle,sdg,StucDa20,pass_defended,0,,,,,
player,201612240cle,sdg,StucDa20,sacks,0.0,,,,,
player,201612240cle,sdg,StucDa20,tackles_combined,1,,,,,
player,201612240cle,sdg,StucDa20,tackles_solo,1,,,,,
player,201612240cle,sdg,StucDa20,tackles_assists,0,,,,,
player,201612240cle,sdg,StucDa20,tackles_loss,0,,,,,
player,201612240cle,sdg,StucDa20,qb_hits,0,,,,,
player,201612240cle,sdg,StucDa20,fumbles_rec,0,,,,,
player,201612240cle,sdg,StucDa20,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,StucDa20,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,StucDa20,fumbles_forced,0,,,,,
player,201612240cle,sdg,WattDe00,def_int,0,,,,,
player,201612240cle,sdg,WattDe00,def_int_yds,,,,,,
player,201612240cle,sdg,WattDe00,def_int_td,0,,,,,
player,201612240cle,sdg,WattDe00,def_int_long,0,,,,,
player,201612240cle,sdg,WattDe00,pass_defended,0,,,,,
player,201612240cle,sdg,WattDe00,sacks,0.0,,,,,
player,201612240cle,sdg,WattDe00,tackles_combined,1,,,,,
player,201612240cle,sdg,WattDe00,tackles_solo,1,,,,,
player,201612240cle,sdg,WattDe00,tackles_assists,0,,,,,
player,201612240cle,sdg,WattDe00,tackles_loss,0,,,,,
player,201612240cle,sdg,WattDe00,qb_hits,0,,,,,
player,201612240cle,sdg,WattDe00,fumbles_rec,0,,,,,
player,201612240cle,sdg,WattDe00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,WattDe00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,WattDe00,fumbles_forced,0,,,,,
player,201612240cle,sdg,HaywCa00,def_int,0,,,,,
player,201612240cle,sdg,HaywCa00,def_int_yds,0,,,,,
player,201612240cle,sdg,HaywCa00,def_int_td,0,,,,,
player,201612240cle,sdg,HaywCa00,def_int_long,0,,,,,
player,201612240cle,sdg,HaywCa00,pass_defended,1,,,,,
player,201612240cle,sdg,HaywCa00,sacks,0.0,,,,,
player,201612240cle,sdg,HaywCa00,tackles_combined,0,,,,,
player,201612240cle,sdg,HaywCa00,tackles_solo,0,,,,,
player,201612240cle,sdg,HaywCa00,tackles_assists,0,,,,,
player,201612240cle,sdg,HaywCa00,tackles_loss,0,,,,,
player,201612240cle,sdg,HaywCa00,qb_hits,0,,,,,
player,201612240cle,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201612240cle,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201612240cle,sdg,RivePh00,def_int,0,,,,,
player,201612240cle,sdg,RivePh00,def_int_yds,,,,,,
player,201612240cle,sdg,RivePh00,def_int_td,0,,,,,
player,201612240cle,sdg,RivePh00,def_int_long,0,,,,,
player,201612240cle,sdg,RivePh00,pass_defended,0,,,,,
player,201612240cle,sdg,RivePh00,sacks,0.0,,,,,
player,201612240cle,sdg,RivePh00,tackles_combined,0,,,,,
player,201612240cle,sdg,RivePh00,tackles_solo,0,,,,,
player,201612240cle,sdg,RivePh00,tackles_assists,0,,,,,
player,201612240cle,sdg,RivePh00,tackles_loss,,,,,,
player,201612240cle,sdg,RivePh00,qb_hits,,,,,,
player,201612240cle,sdg,RivePh00,fumbles_rec,1,,,,,
player,201612240cle,sdg,RivePh00,fumbles_rec_yds,-3,,,,,
player,201612240cle,sdg,RivePh00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,RivePh00,fumbles_forced,0,,,,,
player,201612240cle,cle,TaylJa01,def_int,1,,,,,
player,201612240cle,cle,TaylJa01,def_int_yds,17,,,,,
player,201612240cle,cle,TaylJa01,def_int_td,0,,,,,
player,201612240cle,cle,TaylJa01,def_int_long,17,,,,,
player,201612240cle,cle,TaylJa01,pass_defended,3,,,,,
player,201612240cle,cle,TaylJa01,sacks,0.0,,,,,
player,201612240cle,cle,TaylJa01,tackles_combined,5,,,,,
player,201612240cle,cle,TaylJa01,tackles_solo,2,,,,,
player,201612240cle,cle,TaylJa01,tackles_assists,3,,,,,
player,201612240cle,cle,TaylJa01,tackles_loss,0,,,,,
player,201612240cle,cle,TaylJa01,qb_hits,0,,,,,
player,201612240cle,cle,TaylJa01,fumbles_rec,0,,,,,
player,201612240cle,cle,TaylJa01,fumbles_rec_yds,0,,,,,
player,201612240cle,cle,TaylJa01,fumbles_rec_td,0,,,,,
player,201612240cle,cle,TaylJa01,fumbles_forced,0,,,,,
player,201612240cle,cle,KirkCh00,def_int,0,,,,,
player,201612240cle,cle,KirkCh00,def_int_yds,0,,,,,
player,201612240cle,cle,KirkCh00,def_int_td,0,,,,,
player,201612240cle,cle,KirkCh00,def_int_long,0,,,,,
player,201612240cle,cle,KirkCh00,pass_defended,0,,,,,
player,201612240cle,cle,KirkCh00,sacks,0.0,,,,,
player,201612240cle,cle,KirkCh00,tackles_combined,10,,,,,
player,201612240cle,cle,KirkCh00,tackles_solo,7,,,,,
player,201612240cle,cle,KirkCh00,tackles_assists,3,,,,,
player,201612240cle,cle,KirkCh00,tackles_loss,1,,,,,
player,201612240cle,cle,KirkCh00,qb_hits,0,,,,,
player,201612240cle,cle,KirkCh00,fumbles_rec,0,,,,,
player,201612240cle,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201612240cle,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201612240cle,cle,KirkCh00,fumbles_forced,0,,,,,
player,201612240cle,cle,ReynEd00,def_int,0,,,,,
player,201612240cle,cle,ReynEd00,def_int_yds,0,,,,,
player,201612240cle,cle,ReynEd00,def_int_td,0,,,,,
player,201612240cle,cle,ReynEd00,def_int_long,0,,,,,
player,201612240cle,cle,ReynEd00,pass_defended,0,,,,,
player,201612240cle,cle,ReynEd00,sacks,0.0,,,,,
player,201612240cle,cle,ReynEd00,tackles_combined,7,,,,,
player,201612240cle,cle,ReynEd00,tackles_solo,4,,,,,
player,201612240cle,cle,ReynEd00,tackles_assists,3,,,,,
player,201612240cle,cle,ReynEd00,tackles_loss,0,,,,,
player,201612240cle,cle,ReynEd00,qb_hits,2,,,,,
player,201612240cle,cle,ReynEd00,fumbles_rec,0,,,,,
player,201612240cle,cle,ReynEd00,fumbles_rec_yds,0,,,,,
player,201612240cle,cle,ReynEd00,fumbles_rec_td,0,,,,,
player,201612240cle,cle,ReynEd00,fumbles_forced,0,,,,,
player,201612240cle,cle,CollJa00,def_int,0,,,,,
player,201612240cle,cle,CollJa00,def_int_yds,0,,,,,
player,201612240cle,cle,CollJa00,def_int_td,0,,,,,
player,201612240cle,cle,CollJa00,def_int_long,0,,,,,
player,201612240cle,cle,CollJa00,pass_defended,0,,,,,
player,201612240cle,cle,CollJa00,sacks,0.0,,,,,
player,201612240cle,cle,CollJa00,tackles_combined,5,,,,,
player,201612240cle,cle,CollJa00,tackles_solo,3,,,,,
player,201612240cle,cle,CollJa00,tackles_assists,2,,,,,
player,201612240cle,cle,CollJa00,tackles_loss,1,,,,,
player,201612240cle,cle,CollJa00,qb_hits,1,,,,,
player,201612240cle,cle,CollJa00,fumbles_rec,0,,,,,
player,201612240cle,cle,CollJa00,fumbles_rec_yds,0,,,,,
player,201612240cle,cle,CollJa00,fumbles_rec_td,0,,,,,
player,201612240cle,cle,CollJa00,fumbles_forced,0,,,,,
player,201612240cle,cle,HadeJo99,def_int,0,,,,,
player,201612240cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201612240cle,cle,HadeJo99,def_int_td,0,,,,,
player,201612240cle,cle,HadeJo99,def_int_long,0,,,,,
player,201612240cle,cle,HadeJo99,pass_defended,0,,,,,
player,201612240cle,cle,HadeJo99,sacks,0.0,,,,,
player,201612240cle,cle,HadeJo99,tackles_combined,5,,,,,
player,201612240cle,cle,HadeJo99,tackles_solo,3,,,,,
player,201612240cle,cle,HadeJo99,tackles_assists,2,,,,,
player,201612240cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201612240cle,cle,HadeJo99,qb_hits,0,,,,,
player,201612240cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201612240cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201612240cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201612240cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201612240cle,cle,BoddBr01,def_int,0,,,,,
player,201612240cle,cle,BoddBr01,def_int_yds,0,,,,,
player,201612240cle,cle,BoddBr01,def_int_td,0,,,,,
player,201612240cle,cle,BoddBr01,def_int_long,0,,,,,
player,201612240cle,cle,BoddBr01,pass_defended,0,,,,,
player,201612240cle,cle,BoddBr01,sacks,0.0,,,,,
player,201612240cle,cle,BoddBr01,tackles_combined,4,,,,,
player,201612240cle,cle,BoddBr01,tackles_solo,3,,,,,
player,201612240cle,cle,BoddBr01,tackles_assists,1,,,,,
player,201612240cle,cle,BoddBr01,tackles_loss,0,,,,,
player,201612240cle,cle,BoddBr01,qb_hits,0,,,,,
player,201612240cle,cle,BoddBr01,fumbles_rec,0,,,,,
player,201612240cle,cle,BoddBr01,fumbles_rec_yds,0,,,,,
player,201612240cle,cle,BoddBr01,fumbles_rec_td,0,,,,,
player,201612240cle,cle,BoddBr01,fumbles_forced,0,,,,,
player,201612240cle,cle,OgbaEm00,def_int,0,,,,,
player,201612240cle,cle,OgbaEm00,def_int_yds,0,,,,,
player,201612240cle,cle,OgbaEm00,def_int_td,0,,,,,
player,201612240cle,cle,OgbaEm00,def_int_long,0,,,,,
player,201612240cle,cle,OgbaEm00,pass_defended,0,,,,,
player,201612240cle,cle,OgbaEm00,sacks,0.0,,,,,
player,201612240cle,cle,OgbaEm00,tackles_combined,4,,,,,
player,201612240cle,cle,OgbaEm00,tackles_solo,3,,,,,
player,201612240cle,cle,OgbaEm00,tackles_assists,1,,,,,
player,201612240cle,cle,OgbaEm00,tackles_loss,0,,,,,
player,201612240cle,cle,OgbaEm00,qb_hits,0,,,,,
player,201612240cle,cle,OgbaEm00,fumbles_rec,0,,,,,
player,201612240cle,cle,OgbaEm00,fumbles_rec_yds,0,,,,,
player,201612240cle,cle,OgbaEm00,fumbles_rec_td,0,,,,,
player,201612240cle,cle,OgbaEm00,fumbles_forced,0,,,,,
player,201612240cle,cle,WillTr99,def_int,0,,,,,
player,201612240cle,cle,WillTr99,def_int_yds,0,,,,,
player,201612240cle,cle,WillTr99,def_int_td,0,,,,,
player,201612240cle,cle,WillTr99,def_int_long,0,,,,,
player,201612240cle,cle,WillTr99,pass_defended,2,,,,,
player,201612240cle,cle,WillTr99,sacks,0.0,,,,,
player,201612240cle,cle,WillTr99,tackles_combined,3,,,,,
player,201612240cle,cle,WillTr99,tackles_solo,2,,,,,
player,201612240cle,cle,WillTr99,tackles_assists,1,,,,,
player,201612240cle,cle,WillTr99,tackles_loss,1,,,,,
player,201612240cle,cle,WillTr99,qb_hits,0,,,,,
player,201612240cle,cle,WillTr99,fumbles_rec,0,,,,,
player,201612240cle,cle,WillTr99,fumbles_rec_yds,0,,,,,
player,201612240cle,cle,WillTr99,fumbles_rec_td,0,,,,,
player,201612240cle,cle,WillTr99,fumbles_forced,0,,,,,
player,201612240cle,cle,LouiRi00,def_int,0,,,,,
player,201612240cle,cle,LouiRi00,def_int_yds,0,,,,,
player,201612240cle,cle,LouiRi00,def_int_td,0,,,,,
player,201612240cle,cle,LouiRi00,def_int_long,0,,,,,
player,201612240cle,cle,LouiRi00,pass_defended,0,,,,,
player,201612240cle,cle,LouiRi00,sacks,0.0,,,,,
player,201612240cle,cle,LouiRi00,tackles_combined,2,,,,,
player,201612240cle,cle,LouiRi00,tackles_solo,2,,,,,
player,201612240cle,cle,LouiRi00,tackles_assists,0,,,,,
player,201612240cle,cle,LouiRi00,tackles_loss,0,,,,,
player,201612240cle,cle,LouiRi00,qb_hits,0,,,,,
player,201612240cle,cle,LouiRi00,fumbles_rec,0,,,,,
player,201612240cle,cle,LouiRi00,fumbles_rec_yds,0,,,,,
player,201612240cle,cle,LouiRi00,fumbles_rec_td,0,,,,,
player,201612240cle,cle,LouiRi00,fumbles_forced,0,,,,,
player,201612240cle,cle,NassCa00,def_int,0,,,,,
player,201612240cle,cle,NassCa00,def_int_yds,0,,,,,
player,201612240cle,cle,NassCa00,def_int_td,0,,,,,
player,201612240cle,cle,NassCa00,def_int_long,0,,,,,
player,201612240cle,cle,NassCa00,pass_defended,0,,,,,
