game,2016,17,20170101,201701010oti,htx,"Houston Texans",17,oti,"Tennessee Titans",24
team,201701010oti,htx,First Downs,20,,,,,,
team,201701010oti,oti,First Downs,16,,,,,,
team,201701010oti,htx,Rush-Yds-TDs,22-46-1,,,,,,
team,201701010oti,oti,Rush-Yds-TDs,29-103-1,,,,,,
team,201701010oti,htx,Cmp-Att-Yd-TD-INT,26-48-278-1-0,,,,,,
team,201701010oti,oti,Cmp-Att-Yd-TD-INT,16-26-150-1-1,,,,,,
team,201701010oti,htx,Sacked-Yards,4-35,,,,,,
team,201701010oti,oti,Sacked-Yards,4-17,,,,,,
team,201701010oti,htx,Net Pass Yards,243,,,,,,
team,201701010oti,oti,Net Pass Yards,133,,,,,,
team,201701010oti,htx,Total Yards,289,,,,,,
team,201701010oti,oti,Total Yards,236,,,,,,
team,201701010oti,htx,Fumbles-Lost,1-1,,,,,,
team,201701010oti,oti,Fumbles-Lost,0-0,,,,,,
team,201701010oti,htx,Turnovers,1,,,,,,
team,201701010oti,oti,Turnovers,1,,,,,,
team,201701010oti,htx,Penalties-Yards,6-35,,,,,,
team,201701010oti,oti,Penalties-Yards,7-50,,,,,,
team,201701010oti,htx,Third Down Conv.,3-15,,,,,,
team,201701010oti,oti,Third Down Conv.,9-15,,,,,,
team,201701010oti,htx,Fourth Down Conv.,4-6,,,,,,
team,201701010oti,oti,Fourth Down Conv.,0-0,,,,,,
team,201701010oti,htx,Time of Possession,29:08,,,,,,
team,201701010oti,oti,Time of Possession,30:52,,,,,,
player,201701010oti,htx,OsweBr00,pass_cmp,21,,,,,
player,201701010oti,htx,OsweBr00,pass_att,40,,,,,
player,201701010oti,htx,OsweBr00,pass_yds,253,,,,,
player,201701010oti,htx,OsweBr00,pass_td,1,,,,,
player,201701010oti,htx,OsweBr00,pass_int,0,,,,,
player,201701010oti,htx,OsweBr00,pass_sacked,3,,,,,
player,201701010oti,htx,OsweBr00,pass_sacked_yds,20,,,,,
player,201701010oti,htx,OsweBr00,pass_long,51,,,,,
player,201701010oti,htx,OsweBr00,pass_rating,80.5,,,,,
player,201701010oti,htx,OsweBr00,rush_att,1,,,,,
player,201701010oti,htx,OsweBr00,rush_yds,1,,,,,
player,201701010oti,htx,OsweBr00,rush_td,1,,,,,
player,201701010oti,htx,OsweBr00,rush_long,1,,,,,
player,201701010oti,htx,OsweBr00,targets,0,,,,,
player,201701010oti,htx,OsweBr00,rec,0,,,,,
player,201701010oti,htx,OsweBr00,rec_yds,0,,,,,
player,201701010oti,htx,OsweBr00,rec_td,0,,,,,
player,201701010oti,htx,OsweBr00,rec_long,0,,,,,
player,201701010oti,htx,OsweBr00,fumbles,0,,,,,
player,201701010oti,htx,OsweBr00,fumbles_lost,0,,,,,
player,201701010oti,htx,SavaTo00,pass_cmp,5,,,,,
player,201701010oti,htx,SavaTo00,pass_att,8,,,,,
player,201701010oti,htx,SavaTo00,pass_yds,25,,,,,
player,201701010oti,htx,SavaTo00,pass_td,0,,,,,
player,201701010oti,htx,SavaTo00,pass_int,0,,,,,
player,201701010oti,htx,SavaTo00,pass_sacked,1,,,,,
player,201701010oti,htx,SavaTo00,pass_sacked_yds,15,,,,,
player,201701010oti,htx,SavaTo00,pass_long,8,,,,,
player,201701010oti,htx,SavaTo00,pass_rating,67.2,,,,,
player,201701010oti,htx,SavaTo00,rush_att,2,,,,,
player,201701010oti,htx,SavaTo00,rush_yds,1,,,,,
player,201701010oti,htx,SavaTo00,rush_td,0,,,,,
player,201701010oti,htx,SavaTo00,rush_long,2,,,,,
player,201701010oti,htx,SavaTo00,targets,0,,,,,
player,201701010oti,htx,SavaTo00,rec,0,,,,,
player,201701010oti,htx,SavaTo00,rec_yds,0,,,,,
player,201701010oti,htx,SavaTo00,rec_td,0,,,,,
player,201701010oti,htx,SavaTo00,rec_long,0,,,,,
player,201701010oti,htx,SavaTo00,fumbles,1,,,,,
player,201701010oti,htx,SavaTo00,fumbles_lost,1,,,,,
