game,2016,2,20160918,201609180cle,rav,"Baltimore Ravens",25,cle,"Cleveland Browns",20
team,201609180cle,rav,First Downs,22,,,,,,
team,201609180cle,cle,First Downs,17,,,,,,
team,201609180cle,rav,Rush-Yds-TDs,26-80-0,,,,,,
team,201609180cle,cle,Rush-Yds-TDs,23-145-1,,,,,,
team,201609180cle,rav,Cmp-Att-Yd-TD-INT,25-45-302-2-2,,,,,,
team,201609180cle,cle,Cmp-Att-Yd-TD-INT,20-33-260-2-2,,,,,,
team,201609180cle,rav,Sacked-Yards,0-0,,,,,,
team,201609180cle,cle,Sacked-Yards,3-18,,,,,,
team,201609180cle,rav,Net Pass Yards,302,,,,,,
team,201609180cle,cle,Net Pass Yards,242,,,,,,
team,201609180cle,rav,Total Yards,382,,,,,,
team,201609180cle,cle,Total Yards,387,,,,,,
team,201609180cle,rav,Fumbles-Lost,0-0,,,,,,
team,201609180cle,cle,Fumbles-Lost,3-0,,,,,,
team,201609180cle,rav,Turnovers,2,,,,,,
team,201609180cle,cle,Turnovers,2,,,,,,
team,201609180cle,rav,Penalties-Yards,4-29,,,,,,
team,201609180cle,cle,Penalties-Yards,8-59,,,,,,
team,201609180cle,rav,Third Down Conv.,10-16,,,,,,
team,201609180cle,cle,Third Down Conv.,8-15,,,,,,
team,201609180cle,rav,Fourth Down Conv.,0-1,,,,,,
team,201609180cle,cle,Fourth Down Conv.,1-1,,,,,,
team,201609180cle,rav,Time of Possession,30:59,,,,,,
team,201609180cle,cle,Time of Possession,29:01,,,,,,
player,201609180cle,rav,FlacJo00,pass_cmp,25,,,,,
player,201609180cle,rav,FlacJo00,pass_att,45,,,,,
player,201609180cle,rav,FlacJo00,pass_yds,302,,,,,
player,201609180cle,rav,FlacJo00,pass_td,2,,,,,
player,201609180cle,rav,FlacJo00,pass_int,2,,,,,
player,201609180cle,rav,FlacJo00,pass_sacked,0,,,,,
player,201609180cle,rav,FlacJo00,pass_sacked_yds,0,,,,,
player,201609180cle,rav,FlacJo00,pass_long,31,,,,,
player,201609180cle,rav,FlacJo00,pass_rating,72.6,,,,,
player,201609180cle,rav,FlacJo00,rush_att,1,,,,,
player,201609180cle,rav,FlacJo00,rush_yds,1,,,,,
player,201609180cle,rav,FlacJo00,rush_td,0,,,,,
player,201609180cle,rav,FlacJo00,rush_long,1,,,,,
player,201609180cle,rav,FlacJo00,targets,0,,,,,
player,201609180cle,rav,FlacJo00,rec,0,,,,,
player,201609180cle,rav,FlacJo00,rec_yds,0,,,,,
player,201609180cle,rav,FlacJo00,rec_td,0,,,,,
player,201609180cle,rav,FlacJo00,rec_long,0,,,,,
player,201609180cle,rav,FlacJo00,fumbles,0,,,,,
player,201609180cle,rav,FlacJo00,fumbles_lost,0,,,,,
player,201609180cle,rav,WestTe00,pass_cmp,0,,,,,
player,201609180cle,rav,WestTe00,pass_att,0,,,,,
player,201609180cle,rav,WestTe00,pass_yds,0,,,,,
player,201609180cle,rav,WestTe00,pass_td,0,,,,,
player,201609180cle,rav,WestTe00,pass_int,0,,,,,
player,201609180cle,rav,WestTe00,pass_sacked,0,,,,,
player,201609180cle,rav,WestTe00,pass_sacked_yds,0,,,,,
player,201609180cle,rav,WestTe00,pass_long,0,,,,,
player,201609180cle,rav,WestTe00,pass_rating,,,,,,
player,201609180cle,rav,WestTe00,rush_att,11,,,,,
player,201609180cle,rav,WestTe00,rush_yds,42,,,,,
player,201609180cle,rav,WestTe00,rush_td,0,,,,,
player,201609180cle,rav,WestTe00,rush_long,9,,,,,
player,201609180cle,rav,WestTe00,targets,3,,,,,
player,201609180cle,rav,WestTe00,rec,1,,,,,
player,201609180cle,rav,WestTe00,rec_yds,15,,,,,
player,201609180cle,rav,WestTe00,rec_td,0,,,,,
player,201609180cle,rav,WestTe00,rec_long,15,,,,,
player,201609180cle,rav,WestTe00,fumbles,0,,,,,
player,201609180cle,rav,WestTe00,fumbles_lost,0,,,,,
player,201609180cle,rav,ForsJu00,pass_cmp,0,,,,,
player,201609180cle,rav,ForsJu00,pass_att,0,,,,,
player,201609180cle,rav,ForsJu00,pass_yds,0,,,,,
player,201609180cle,rav,ForsJu00,pass_td,0,,,,,
player,201609180cle,rav,ForsJu00,pass_int,0,,,,,
player,201609180cle,rav,ForsJu00,pass_sacked,0,,,,,
player,201609180cle,rav,ForsJu00,pass_sacked_yds,0,,,,,
player,201609180cle,rav,ForsJu00,pass_long,0,,,,,
player,201609180cle,rav,ForsJu00,pass_rating,,,,,,
player,201609180cle,rav,ForsJu00,rush_att,14,,,,,
player,201609180cle,rav,ForsJu00,rush_yds,37,,,,,
player,201609180cle,rav,ForsJu00,rush_td,0,,,,,
player,201609180cle,rav,ForsJu00,rush_long,11,,,,,
player,201609180cle,rav,ForsJu00,targets,5,,,,,
player,201609180cle,rav,ForsJu00,rec,3,,,,,
player,201609180cle,rav,ForsJu00,rec_yds,9,,,,,
player,201609180cle,rav,ForsJu00,rec_td,0,,,,,
player,201609180cle,rav,ForsJu00,rec_long,8,,,,,
player,201609180cle,rav,ForsJu00,fumbles,0,,,,,
player,201609180cle,rav,ForsJu00,fumbles_lost,0,,,,,
player,201609180cle,rav,PittDe00,pass_cmp,0,,,,,
player,201609180cle,rav,PittDe00,pass_att,0,,,,,
player,201609180cle,rav,PittDe00,pass_yds,0,,,,,
player,201609180cle,rav,PittDe00,pass_td,0,,,,,
player,201609180cle,rav,PittDe00,pass_int,0,,,,,
player,201609180cle,rav,PittDe00,pass_sacked,0,,,,,
player,201609180cle,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201609180cle,rav,PittDe00,pass_long,0,,,,,
player,201609180cle,rav,PittDe00,pass_rating,,,,,,
player,201609180cle,rav,PittDe00,rush_att,0,,,,,
player,201609180cle,rav,PittDe00,rush_yds,0,,,,,
player,201609180cle,rav,PittDe00,rush_td,0,,,,,
player,201609180cle,rav,PittDe00,rush_long,0,,,,,
player,201609180cle,rav,PittDe00,targets,12,,,,,
player,201609180cle,rav,PittDe00,rec,9,,,,,
player,201609180cle,rav,PittDe00,rec_yds,102,,,,,
player,201609180cle,rav,PittDe00,rec_td,0,,,,,
player,201609180cle,rav,PittDe00,rec_long,30,,,,,
player,201609180cle,rav,PittDe00,fumbles,0,,,,,
player,201609180cle,rav,PittDe00,fumbles_lost,0,,,,,
player,201609180cle,rav,SmitSt01,pass_cmp,0,,,,,
player,201609180cle,rav,SmitSt01,pass_att,0,,,,,
player,201609180cle,rav,SmitSt01,pass_yds,0,,,,,
player,201609180cle,rav,SmitSt01,pass_td,0,,,,,
player,201609180cle,rav,SmitSt01,pass_int,0,,,,,
player,201609180cle,rav,SmitSt01,pass_sacked,0,,,,,
player,201609180cle,rav,SmitSt01,pass_sacked_yds,0,,,,,
player,201609180cle,rav,SmitSt01,pass_long,0,,,,,
player,201609180cle,rav,SmitSt01,pass_rating,,,,,,
player,201609180cle,rav,SmitSt01,rush_att,0,,,,,
player,201609180cle,rav,SmitSt01,rush_yds,0,,,,,
player,201609180cle,rav,SmitSt01,rush_td,0,,,,,
player,201609180cle,rav,SmitSt01,rush_long,0,,,,,
player,201609180cle,rav,SmitSt01,targets,6,,,,,
player,201609180cle,rav,SmitSt01,rec,3,,,,,
player,201609180cle,rav,SmitSt01,rec_yds,64,,,,,
player,201609180cle,rav,SmitSt01,rec_td,0,,,,,
player,201609180cle,rav,SmitSt01,rec_long,31,,,,,
player,201609180cle,rav,SmitSt01,fumbles,0,,,,,
player,201609180cle,rav,SmitSt01,fumbles_lost,0,,,,,
player,201609180cle,rav,WallMi00,pass_cmp,0,,,,,
player,201609180cle,rav,WallMi00,pass_att,0,,,,,
player,201609180cle,rav,WallMi00,pass_yds,0,,,,,
player,201609180cle,rav,WallMi00,pass_td,0,,,,,
player,201609180cle,rav,WallMi00,pass_int,0,,,,,
player,201609180cle,rav,WallMi00,pass_sacked,0,,,,,
player,201609180cle,rav,WallMi00,pass_sacked_yds,0,,,,,
player,201609180cle,rav,WallMi00,pass_long,0,,,,,
player,201609180cle,rav,WallMi00,pass_rating,,,,,,
player,201609180cle,rav,WallMi00,rush_att,0,,,,,
player,201609180cle,rav,WallMi00,rush_yds,0,,,,,
player,201609180cle,rav,WallMi00,rush_td,0,,,,,
player,201609180cle,rav,WallMi00,rush_long,0,,,,,
player,201609180cle,rav,WallMi00,targets,6,,,,,
player,201609180cle,rav,WallMi00,rec,4,,,,,
