game,2016,3,20160925,201609250tam,ram,"Los Angeles Rams",37,tam,"Tampa Bay Buccaneers",32
player,201609250tam,ram,QuicBr00,pass_rating,,,,,,
player,201609250tam,ram,QuicBr00,rush_att,0,,,,,
player,201609250tam,ram,QuicBr00,rush_yds,0,,,,,
player,201609250tam,ram,QuicBr00,rush_td,0,,,,,
player,201609250tam,ram,QuicBr00,rush_long,0,,,,,
player,201609250tam,ram,QuicBr00,targets,2,,,,,
player,201609250tam,ram,QuicBr00,rec,2,,,,,
player,201609250tam,ram,QuicBr00,rec_yds,53,,,,,
player,201609250tam,ram,QuicBr00,rec_td,1,,,,,
player,201609250tam,ram,QuicBr00,rec_long,44,,,,,
player,201609250tam,ram,QuicBr00,fumbles,0,,,,,
player,201609250tam,ram,QuicBr00,fumbles_lost,0,,,,,
player,201609250tam,ram,BritKe00,pass_cmp,0,,,,,
player,201609250tam,ram,BritKe00,pass_att,0,,,,,
player,201609250tam,ram,BritKe00,pass_yds,0,,,,,
player,201609250tam,ram,BritKe00,pass_td,0,,,,,
player,201609250tam,ram,BritKe00,pass_int,0,,,,,
player,201609250tam,ram,BritKe00,pass_sacked,0,,,,,
player,201609250tam,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201609250tam,ram,BritKe00,pass_long,0,,,,,
player,201609250tam,ram,BritKe00,pass_rating,,,,,,
player,201609250tam,ram,BritKe00,rush_att,0,,,,,
player,201609250tam,ram,BritKe00,rush_yds,0,,,,,
player,201609250tam,ram,BritKe00,rush_td,0,,,,,
player,201609250tam,ram,BritKe00,rush_long,0,,,,,
player,201609250tam,ram,BritKe00,targets,6,,,,,
player,201609250tam,ram,BritKe00,rec,4,,,,,
player,201609250tam,ram,BritKe00,rec_yds,38,,,,,
player,201609250tam,ram,BritKe00,rec_td,0,,,,,
player,201609250tam,ram,BritKe00,rec_long,19,,,,,
player,201609250tam,ram,BritKe00,fumbles,1,,,,,
player,201609250tam,ram,BritKe00,fumbles_lost,1,,,,,
player,201609250tam,ram,MarqBr00,pass_cmp,0,,,,,
player,201609250tam,ram,MarqBr00,pass_att,0,,,,,
player,201609250tam,ram,MarqBr00,pass_yds,0,,,,,
player,201609250tam,ram,MarqBr00,pass_td,0,,,,,
player,201609250tam,ram,MarqBr00,pass_int,0,,,,,
player,201609250tam,ram,MarqBr00,pass_sacked,0,,,,,
player,201609250tam,ram,MarqBr00,pass_sacked_yds,0,,,,,
player,201609250tam,ram,MarqBr00,pass_long,0,,,,,
player,201609250tam,ram,MarqBr00,pass_rating,,,,,,
player,201609250tam,ram,MarqBr00,rush_att,0,,,,,
player,201609250tam,ram,MarqBr00,rush_yds,0,,,,,
player,201609250tam,ram,MarqBr00,rush_td,0,,,,,
player,201609250tam,ram,MarqBr00,rush_long,0,,,,,
player,201609250tam,ram,MarqBr00,targets,2,,,,,
player,201609250tam,ram,MarqBr00,rec,1,,,,,
player,201609250tam,ram,MarqBr00,rec_yds,12,,,,,
player,201609250tam,ram,MarqBr00,rec_td,0,,,,,
player,201609250tam,ram,MarqBr00,rec_long,12,,,,,
player,201609250tam,ram,MarqBr00,fumbles,0,,,,,
player,201609250tam,ram,MarqBr00,fumbles_lost,0,,,,,
player,201609250tam,ram,ThomMi04,pass_cmp,0,,,,,
player,201609250tam,ram,ThomMi04,pass_att,0,,,,,
player,201609250tam,ram,ThomMi04,pass_yds,0,,,,,
player,201609250tam,ram,ThomMi04,pass_td,0,,,,,
player,201609250tam,ram,ThomMi04,pass_int,0,,,,,
player,201609250tam,ram,ThomMi04,pass_sacked,0,,,,,
player,201609250tam,ram,ThomMi04,pass_sacked_yds,0,,,,,
player,201609250tam,ram,ThomMi04,pass_long,0,,,,,
player,201609250tam,ram,ThomMi04,pass_rating,,,,,,
player,201609250tam,ram,ThomMi04,rush_att,0,,,,,
player,201609250tam,ram,ThomMi04,rush_yds,0,,,,,
player,201609250tam,ram,ThomMi04,rush_td,0,,,,,
player,201609250tam,ram,ThomMi04,rush_long,0,,,,,
player,201609250tam,ram,ThomMi04,targets,1,,,,,
player,201609250tam,ram,ThomMi04,rec,0,,,,,
player,201609250tam,ram,ThomMi04,rec_yds,0,,,,,
player,201609250tam,ram,ThomMi04,rec_td,0,,,,,
player,201609250tam,ram,ThomMi04,rec_long,0,,,,,
player,201609250tam,ram,ThomMi04,fumbles,0,,,,,
player,201609250tam,ram,ThomMi04,fumbles_lost,0,,,,,
player,201609250tam,ram,KendLa00,pass_cmp,0,,,,,
player,201609250tam,ram,KendLa00,pass_att,0,,,,,
player,201609250tam,ram,KendLa00,pass_yds,0,,,,,
player,201609250tam,ram,KendLa00,pass_td,0,,,,,
player,201609250tam,ram,KendLa00,pass_int,0,,,,,
player,201609250tam,ram,KendLa00,pass_sacked,0,,,,,
player,201609250tam,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201609250tam,ram,KendLa00,pass_long,0,,,,,
player,201609250tam,ram,KendLa00,pass_rating,,,,,,
player,201609250tam,ram,KendLa00,rush_att,0,,,,,
player,201609250tam,ram,KendLa00,rush_yds,0,,,,,
player,201609250tam,ram,KendLa00,rush_td,0,,,,,
player,201609250tam,ram,KendLa00,rush_long,0,,,,,
player,201609250tam,ram,KendLa00,targets,4,,,,,
player,201609250tam,ram,KendLa00,rec,0,,,,,
player,201609250tam,ram,KendLa00,rec_yds,0,,,,,
player,201609250tam,ram,KendLa00,rec_td,0,,,,,
player,201609250tam,ram,KendLa00,rec_long,0,,,,,
player,201609250tam,ram,KendLa00,fumbles,0,,,,,
player,201609250tam,ram,KendLa00,fumbles_lost,0,,,,,
player,201609250tam,tam,WinsJa00,pass_cmp,36,,,,,
player,201609250tam,tam,WinsJa00,pass_att,58,,,,,
player,201609250tam,tam,WinsJa00,pass_yds,405,,,,,
player,201609250tam,tam,WinsJa00,pass_td,3,,,,,
player,201609250tam,tam,WinsJa00,pass_int,1,,,,,
player,201609250tam,tam,WinsJa00,pass_sacked,2,,,,,
player,201609250tam,tam,WinsJa00,pass_sacked_yds,16,,,,,
player,201609250tam,tam,WinsJa00,pass_long,33,,,,,
player,201609250tam,tam,WinsJa00,pass_rating,93.0,,,,,
player,201609250tam,tam,WinsJa00,rush_att,4,,,,,
player,201609250tam,tam,WinsJa00,rush_yds,13,,,,,
player,201609250tam,tam,WinsJa00,rush_td,0,,,,,
player,201609250tam,tam,WinsJa00,rush_long,10,,,,,
player,201609250tam,tam,WinsJa00,targets,0,,,,,
player,201609250tam,tam,WinsJa00,rec,0,,,,,
player,201609250tam,tam,WinsJa00,rec_yds,0,,,,,
player,201609250tam,tam,WinsJa00,rec_td,0,,,,,
player,201609250tam,tam,WinsJa00,rec_long,0,,,,,
player,201609250tam,tam,WinsJa00,fumbles,1,,,,,
player,201609250tam,tam,WinsJa00,fumbles_lost,1,,,,,
player,201609250tam,tam,SimsCh00,pass_cmp,0,,,,,
player,201609250tam,tam,SimsCh00,pass_att,0,,,,,
player,201609250tam,tam,SimsCh00,pass_yds,0,,,,,
player,201609250tam,tam,SimsCh00,pass_td,0,,,,,
player,201609250tam,tam,SimsCh00,pass_int,0,,,,,
player,201609250tam,tam,SimsCh00,pass_sacked,0,,,,,
player,201609250tam,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201609250tam,tam,SimsCh00,pass_long,0,,,,,
player,201609250tam,tam,SimsCh00,pass_rating,,,,,,
player,201609250tam,tam,SimsCh00,rush_att,13,,,,,
player,201609250tam,tam,SimsCh00,rush_yds,55,,,,,
player,201609250tam,tam,SimsCh00,rush_td,1,,,,,
player,201609250tam,tam,SimsCh00,rush_long,23,,,,,
player,201609250tam,tam,SimsCh00,targets,8,,,,,
player,201609250tam,tam,SimsCh00,rec,6,,,,,
player,201609250tam,tam,SimsCh00,rec_yds,69,,,,,
player,201609250tam,tam,SimsCh00,rec_td,0,,,,,
player,201609250tam,tam,SimsCh00,rec_long,33,,,,,
player,201609250tam,tam,SimsCh00,fumbles,0,,,,,
player,201609250tam,tam,SimsCh00,fumbles_lost,0,,,,,
player,201609250tam,tam,RodgJa00,pass_cmp,0,,,,,
player,201609250tam,tam,RodgJa00,pass_att,0,,,,,
player,201609250tam,tam,RodgJa00,pass_yds,0,,,,,
player,201609250tam,tam,RodgJa00,pass_td,0,,,,,
player,201609250tam,tam,RodgJa00,pass_int,0,,,,,
player,201609250tam,tam,RodgJa00,pass_sacked,0,,,,,
player,201609250tam,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201609250tam,tam,RodgJa00,pass_long,0,,,,,
player,201609250tam,tam,RodgJa00,pass_rating,,,,,,
player,201609250tam,tam,RodgJa00,rush_att,5,,,,,
player,201609250tam,tam,RodgJa00,rush_yds,15,,,,,
player,201609250tam,tam,RodgJa00,rush_td,0,,,,,
player,201609250tam,tam,RodgJa00,rush_long,4,,,,,
player,201609250tam,tam,RodgJa00,targets,1,,,,,
player,201609250tam,tam,RodgJa00,rec,1,,,,,
player,201609250tam,tam,RodgJa00,rec_yds,8,,,,,
player,201609250tam,tam,RodgJa00,rec_td,0,,,,,
player,201609250tam,tam,RodgJa00,rec_long,8,,,,,
player,201609250tam,tam,RodgJa00,fumbles,0,,,,,
player,201609250tam,tam,RodgJa00,fumbles_lost,0,,,,,
player,201609250tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201609250tam,tam,EvanMi00,pass_att,0,,,,,
player,201609250tam,tam,EvanMi00,pass_yds,0,,,,,
player,201609250tam,tam,EvanMi00,pass_td,0,,,,,
player,201609250tam,tam,EvanMi00,pass_int,0,,,,,
player,201609250tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201609250tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201609250tam,tam,EvanMi00,pass_long,0,,,,,
player,201609250tam,tam,EvanMi00,pass_rating,,,,,,
player,201609250tam,tam,EvanMi00,rush_att,0,,,,,
player,201609250tam,tam,EvanMi00,rush_yds,0,,,,,
player,201609250tam,tam,EvanMi00,rush_td,0,,,,,
player,201609250tam,tam,EvanMi00,rush_long,0,,,,,
player,201609250tam,tam,EvanMi00,targets,14,,,,,
player,201609250tam,tam,EvanMi00,rec,10,,,,,
player,201609250tam,tam,EvanMi00,rec_yds,132,,,,,
player,201609250tam,tam,EvanMi00,rec_td,1,,,,,
player,201609250tam,tam,EvanMi00,rec_long,19,,,,,
player,201609250tam,tam,EvanMi00,fumbles,0,,,,,
player,201609250tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201609250tam,tam,HumpAd00,pass_cmp,0,,,,,
player,201609250tam,tam,HumpAd00,pass_att,0,,,,,
player,201609250tam,tam,HumpAd00,pass_yds,0,,,,,
player,201609250tam,tam,HumpAd00,pass_td,0,,,,,
player,201609250tam,tam,HumpAd00,pass_int,0,,,,,
player,201609250tam,tam,HumpAd00,pass_sacked,0,,,,,
player,201609250tam,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201609250tam,tam,HumpAd00,pass_long,0,,,,,
player,201609250tam,tam,HumpAd00,pass_rating,,,,,,
player,201609250tam,tam,HumpAd00,rush_att,0,,,,,
player,201609250tam,tam,HumpAd00,rush_yds,0,,,,,
player,201609250tam,tam,HumpAd00,rush_td,0,,,,,
player,201609250tam,tam,HumpAd00,rush_long,0,,,,,
player,201609250tam,tam,HumpAd00,targets,12,,,,,
player,201609250tam,tam,HumpAd00,rec,9,,,,,
player,201609250tam,tam,HumpAd00,rec_yds,100,,,,,
player,201609250tam,tam,HumpAd00,rec_td,0,,,,,
player,201609250tam,tam,HumpAd00,rec_long,31,,,,,
player,201609250tam,tam,HumpAd00,fumbles,0,,,,,
player,201609250tam,tam,HumpAd00,fumbles_lost,0,,,,,
player,201609250tam,tam,BratCa00,pass_cmp,0,,,,,
player,201609250tam,tam,BratCa00,pass_att,0,,,,,
player,201609250tam,tam,BratCa00,pass_yds,0,,,,,
player,201609250tam,tam,BratCa00,pass_td,0,,,,,
player,201609250tam,tam,BratCa00,pass_int,0,,,,,
player,201609250tam,tam,BratCa00,pass_sacked,0,,,,,
player,201609250tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201609250tam,tam,BratCa00,pass_long,0,,,,,
player,201609250tam,tam,BratCa00,pass_rating,,,,,,
player,201609250tam,tam,BratCa00,rush_att,0,,,,,
player,201609250tam,tam,BratCa00,rush_yds,0,,,,,
player,201609250tam,tam,BratCa00,rush_td,0,,,,,
player,201609250tam,tam,BratCa00,rush_long,0,,,,,
player,201609250tam,tam,BratCa00,targets,10,,,,,
player,201609250tam,tam,BratCa00,rec,5,,,,,
player,201609250tam,tam,BratCa00,rec_yds,46,,,,,
player,201609250tam,tam,BratCa00,rec_td,2,,,,,
player,201609250tam,tam,BratCa00,rec_long,20,,,,,
player,201609250tam,tam,BratCa00,fumbles,0,,,,,
player,201609250tam,tam,BratCa00,fumbles_lost,0,,,,,
player,201609250tam,tam,JackVi00,pass_cmp,0,,,,,
player,201609250tam,tam,JackVi00,pass_att,0,,,,,
player,201609250tam,tam,JackVi00,pass_yds,0,,,,,
player,201609250tam,tam,JackVi00,pass_td,0,,,,,
player,201609250tam,tam,JackVi00,pass_int,0,,,,,
player,201609250tam,tam,JackVi00,pass_sacked,0,,,,,
player,201609250tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201609250tam,tam,JackVi00,pass_long,0,,,,,
player,201609250tam,tam,JackVi00,pass_rating,,,,,,
player,201609250tam,tam,JackVi00,rush_att,0,,,,,
player,201609250tam,tam,JackVi00,rush_yds,0,,,,,
player,201609250tam,tam,JackVi00,rush_td,0,,,,,
player,201609250tam,tam,JackVi00,rush_long,0,,,,,
player,201609250tam,tam,JackVi00,targets,6,,,,,
player,201609250tam,tam,JackVi00,rec,3,,,,,
player,201609250tam,tam,JackVi00,rec_yds,37,,,,,
player,201609250tam,tam,JackVi00,rec_td,0,,,,,
player,201609250tam,tam,JackVi00,rec_long,16,,,,,
player,201609250tam,tam,JackVi00,fumbles,0,,,,,
player,201609250tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201609250tam,tam,MyerBr00,pass_cmp,0,,,,,
player,201609250tam,tam,MyerBr00,pass_att,0,,,,,
player,201609250tam,tam,MyerBr00,pass_yds,0,,,,,
player,201609250tam,tam,MyerBr00,pass_td,0,,,,,
player,201609250tam,tam,MyerBr00,pass_int,0,,,,,
player,201609250tam,tam,MyerBr00,pass_sacked,0,,,,,
player,201609250tam,tam,MyerBr00,pass_sacked_yds,0,,,,,
player,201609250tam,tam,MyerBr00,pass_long,0,,,,,
player,201609250tam,tam,MyerBr00,pass_rating,,,,,,
player,201609250tam,tam,MyerBr00,rush_att,0,,,,,
player,201609250tam,tam,MyerBr00,rush_yds,0,,,,,
player,201609250tam,tam,MyerBr00,rush_td,0,,,,,
player,201609250tam,tam,MyerBr00,rush_long,0,,,,,
player,201609250tam,tam,MyerBr00,targets,3,,,,,
player,201609250tam,tam,MyerBr00,rec,1,,,,,
player,201609250tam,tam,MyerBr00,rec_yds,7,,,,,
player,201609250tam,tam,MyerBr00,rec_td,0,,,,,
player,201609250tam,tam,MyerBr00,rec_long,7,,,,,
player,201609250tam,tam,MyerBr00,fumbles,0,,,,,
player,201609250tam,tam,MyerBr00,fumbles_lost,0,,,,,
player,201609250tam,tam,ShepRu00,pass_cmp,0,,,,,
player,201609250tam,tam,ShepRu00,pass_att,0,,,,,
player,201609250tam,tam,ShepRu00,pass_yds,0,,,,,
player,201609250tam,tam,ShepRu00,pass_td,0,,,,,
player,201609250tam,tam,ShepRu00,pass_int,0,,,,,
player,201609250tam,tam,ShepRu00,pass_sacked,0,,,,,
player,201609250tam,tam,ShepRu00,pass_sacked_yds,0,,,,,
player,201609250tam,tam,ShepRu00,pass_long,0,,,,,
player,201609250tam,tam,ShepRu00,pass_rating,,,,,,
player,201609250tam,tam,ShepRu00,rush_att,0,,,,,
player,201609250tam,tam,ShepRu00,rush_yds,0,,,,,
player,201609250tam,tam,ShepRu00,rush_td,0,,,,,
player,201609250tam,tam,ShepRu00,rush_long,0,,,,,
player,201609250tam,tam,ShepRu00,targets,2,,,,,
player,201609250tam,tam,ShepRu00,rec,1,,,,,
player,201609250tam,tam,ShepRu00,rec_yds,6,,,,,
player,201609250tam,tam,ShepRu00,rec_td,0,,,,,
player,201609250tam,tam,ShepRu00,rec_long,6,,,,,
player,201609250tam,tam,ShepRu00,fumbles,0,,,,,
player,201609250tam,tam,ShepRu00,fumbles_lost,0,,,,,
player,201609250tam,tam,CrosAl00,pass_cmp,0,,,,,
player,201609250tam,tam,CrosAl00,pass_att,0,,,,,
player,201609250tam,tam,CrosAl00,pass_yds,0,,,,,
player,201609250tam,tam,CrosAl00,pass_td,0,,,,,
player,201609250tam,tam,CrosAl00,pass_int,0,,,,,
player,201609250tam,tam,CrosAl00,pass_sacked,0,,,,,
player,201609250tam,tam,CrosAl00,pass_sacked_yds,0,,,,,
player,201609250tam,tam,CrosAl00,pass_long,0,,,,,
player,201609250tam,tam,CrosAl00,pass_rating,,,,,,
player,201609250tam,tam,CrosAl00,rush_att,0,,,,,
player,201609250tam,tam,CrosAl00,rush_yds,0,,,,,
player,201609250tam,tam,CrosAl00,rush_td,0,,,,,
player,201609250tam,tam,CrosAl00,rush_long,0,,,,,
player,201609250tam,tam,CrosAl00,targets,1,,,,,
player,201609250tam,tam,CrosAl00,rec,0,,,,,
player,201609250tam,tam,CrosAl00,rec_yds,0,,,,,
player,201609250tam,tam,CrosAl00,rec_td,0,,,,,
player,201609250tam,tam,CrosAl00,rec_long,0,,,,,
player,201609250tam,tam,CrosAl00,fumbles,0,,,,,
player,201609250tam,tam,CrosAl00,fumbles_lost,0,,,,,
player,201609250tam,ram,BarrMa00,def_int,1,,,,,
player,201609250tam,ram,BarrMa00,def_int_yds,7,,,,,
player,201609250tam,ram,BarrMa00,def_int_td,0,,,,,
player,201609250tam,ram,BarrMa00,def_int_long,7,,,,,
player,201609250tam,ram,BarrMa00,pass_defended,1,,,,,
player,201609250tam,ram,BarrMa00,sacks,0.0,,,,,
player,201609250tam,ram,BarrMa00,tackles_combined,9,,,,,
player,201609250tam,ram,BarrMa00,tackles_solo,6,,,,,
player,201609250tam,ram,BarrMa00,tackles_assists,3,,,,,
player,201609250tam,ram,BarrMa00,tackles_loss,0,,,,,
player,201609250tam,ram,BarrMa00,qb_hits,1,,,,,
player,201609250tam,ram,BarrMa00,fumbles_rec,0,,,,,
player,201609250tam,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201609250tam,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201609250tam,ram,BarrMa00,fumbles_forced,0,,,,,
player,201609250tam,ram,McDoTJ00,def_int,0,,,,,
player,201609250tam,ram,McDoTJ00,def_int_yds,0,,,,,
player,201609250tam,ram,McDoTJ00,def_int_td,0,,,,,
player,201609250tam,ram,McDoTJ00,def_int_long,0,,,,,
player,201609250tam,ram,McDoTJ00,pass_defended,0,,,,,
player,201609250tam,ram,McDoTJ00,sacks,1.0,,,,,
player,201609250tam,ram,McDoTJ00,tackles_combined,3,,,,,
player,201609250tam,ram,McDoTJ00,tackles_solo,3,,,,,
player,201609250tam,ram,McDoTJ00,tackles_assists,0,,,,,
player,201609250tam,ram,McDoTJ00,tackles_loss,0,,,,,
player,201609250tam,ram,McDoTJ00,qb_hits,1,,,,,
player,201609250tam,ram,McDoTJ00,fumbles_rec,0,,,,,
player,201609250tam,ram,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201609250tam,ram,McDoTJ00,fumbles_rec_td,0,,,,,
player,201609250tam,ram,McDoTJ00,fumbles_forced,0,,,,,
player,201609250tam,ram,QuinRo00,def_int,0,,,,,
player,201609250tam,ram,QuinRo00,def_int_yds,0,,,,,
player,201609250tam,ram,QuinRo00,def_int_td,0,,,,,
player,201609250tam,ram,QuinRo00,def_int_long,0,,,,,
player,201609250tam,ram,QuinRo00,pass_defended,0,,,,,
player,201609250tam,ram,QuinRo00,sacks,1.0,,,,,
player,201609250tam,ram,QuinRo00,tackles_combined,3,,,,,
player,201609250tam,ram,QuinRo00,tackles_solo,3,,,,,
player,201609250tam,ram,QuinRo00,tackles_assists,0,,,,,
player,201609250tam,ram,QuinRo00,tackles_loss,0,,,,,
player,201609250tam,ram,QuinRo00,qb_hits,1,,,,,
player,201609250tam,ram,QuinRo00,fumbles_rec,0,,,,,
player,201609250tam,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201609250tam,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201609250tam,ram,QuinRo00,fumbles_forced,1,,,,,
player,201609250tam,ram,HillTr01,def_int,0,,,,,
player,201609250tam,ram,HillTr01,def_int_yds,0,,,,,
player,201609250tam,ram,HillTr01,def_int_td,0,,,,,
player,201609250tam,ram,HillTr01,def_int_long,0,,,,,
player,201609250tam,ram,HillTr01,pass_defended,0,,,,,
player,201609250tam,ram,HillTr01,sacks,0.0,,,,,
