game,2016,2,20160918,201609180ram,sea,"Seattle Seahawks",3,ram,"Los Angeles Rams",9
player,201609180ram,sea,RichPa01,rush_td,0,,,,,
player,201609180ram,sea,RichPa01,rush_long,0,,,,,
player,201609180ram,sea,RichPa01,targets,6,,,,,
player,201609180ram,sea,RichPa01,rec,3,,,,,
player,201609180ram,sea,RichPa01,rec_yds,35,,,,,
player,201609180ram,sea,RichPa01,rec_td,0,,,,,
player,201609180ram,sea,RichPa01,rec_long,14,,,,,
player,201609180ram,sea,RichPa01,fumbles,0,,,,,
player,201609180ram,sea,RichPa01,fumbles_lost,0,,,,,
player,201609180ram,sea,BaldDo00,pass_cmp,0,,,,,
player,201609180ram,sea,BaldDo00,pass_att,0,,,,,
player,201609180ram,sea,BaldDo00,pass_yds,0,,,,,
player,201609180ram,sea,BaldDo00,pass_td,0,,,,,
player,201609180ram,sea,BaldDo00,pass_int,0,,,,,
player,201609180ram,sea,BaldDo00,pass_sacked,0,,,,,
player,201609180ram,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201609180ram,sea,BaldDo00,pass_long,0,,,,,
player,201609180ram,sea,BaldDo00,pass_rating,,,,,,
player,201609180ram,sea,BaldDo00,rush_att,0,,,,,
player,201609180ram,sea,BaldDo00,rush_yds,0,,,,,
player,201609180ram,sea,BaldDo00,rush_td,0,,,,,
player,201609180ram,sea,BaldDo00,rush_long,0,,,,,
player,201609180ram,sea,BaldDo00,targets,6,,,,,
player,201609180ram,sea,BaldDo00,rec,3,,,,,
player,201609180ram,sea,BaldDo00,rec_yds,20,,,,,
player,201609180ram,sea,BaldDo00,rec_td,0,,,,,
player,201609180ram,sea,BaldDo00,rec_long,8,,,,,
player,201609180ram,sea,BaldDo00,fumbles,0,,,,,
player,201609180ram,sea,BaldDo00,fumbles_lost,0,,,,,
player,201609180ram,sea,KearJe01,pass_cmp,0,,,,,
player,201609180ram,sea,KearJe01,pass_att,0,,,,,
player,201609180ram,sea,KearJe01,pass_yds,0,,,,,
player,201609180ram,sea,KearJe01,pass_td,0,,,,,
player,201609180ram,sea,KearJe01,pass_int,0,,,,,
player,201609180ram,sea,KearJe01,pass_sacked,0,,,,,
player,201609180ram,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201609180ram,sea,KearJe01,pass_long,0,,,,,
player,201609180ram,sea,KearJe01,pass_rating,,,,,,
player,201609180ram,sea,KearJe01,rush_att,0,,,,,
player,201609180ram,sea,KearJe01,rush_yds,0,,,,,
player,201609180ram,sea,KearJe01,rush_td,0,,,,,
player,201609180ram,sea,KearJe01,rush_long,0,,,,,
player,201609180ram,sea,KearJe01,targets,6,,,,,
player,201609180ram,sea,KearJe01,rec,2,,,,,
player,201609180ram,sea,KearJe01,rec_yds,11,,,,,
player,201609180ram,sea,KearJe01,rec_td,0,,,,,
player,201609180ram,sea,KearJe01,rec_long,9,,,,,
player,201609180ram,sea,KearJe01,fumbles,0,,,,,
player,201609180ram,sea,KearJe01,fumbles_lost,0,,,,,
player,201609180ram,sea,WillLu00,pass_cmp,0,,,,,
player,201609180ram,sea,WillLu00,pass_att,0,,,,,
player,201609180ram,sea,WillLu00,pass_yds,0,,,,,
player,201609180ram,sea,WillLu00,pass_td,0,,,,,
player,201609180ram,sea,WillLu00,pass_int,0,,,,,
player,201609180ram,sea,WillLu00,pass_sacked,0,,,,,
player,201609180ram,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201609180ram,sea,WillLu00,pass_long,0,,,,,
player,201609180ram,sea,WillLu00,pass_rating,,,,,,
player,201609180ram,sea,WillLu00,rush_att,0,,,,,
player,201609180ram,sea,WillLu00,rush_yds,0,,,,,
player,201609180ram,sea,WillLu00,rush_td,0,,,,,
player,201609180ram,sea,WillLu00,rush_long,0,,,,,
player,201609180ram,sea,WillLu00,targets,1,,,,,
player,201609180ram,sea,WillLu00,rec,1,,,,,
player,201609180ram,sea,WillLu00,rec_yds,6,,,,,
player,201609180ram,sea,WillLu00,rec_td,0,,,,,
player,201609180ram,sea,WillLu00,rec_long,6,,,,,
player,201609180ram,sea,WillLu00,fumbles,0,,,,,
player,201609180ram,sea,WillLu00,fumbles_lost,0,,,,,
player,201609180ram,sea,TukuWi00,pass_cmp,0,,,,,
player,201609180ram,sea,TukuWi00,pass_att,0,,,,,
player,201609180ram,sea,TukuWi00,pass_yds,0,,,,,
player,201609180ram,sea,TukuWi00,pass_td,0,,,,,
player,201609180ram,sea,TukuWi00,pass_int,0,,,,,
player,201609180ram,sea,TukuWi00,pass_sacked,0,,,,,
player,201609180ram,sea,TukuWi00,pass_sacked_yds,0,,,,,
player,201609180ram,sea,TukuWi00,pass_long,0,,,,,
player,201609180ram,sea,TukuWi00,pass_rating,,,,,,
player,201609180ram,sea,TukuWi00,rush_att,0,,,,,
player,201609180ram,sea,TukuWi00,rush_yds,0,,,,,
player,201609180ram,sea,TukuWi00,rush_td,0,,,,,
player,201609180ram,sea,TukuWi00,rush_long,0,,,,,
player,201609180ram,sea,TukuWi00,targets,1,,,,,
player,201609180ram,sea,TukuWi00,rec,0,,,,,
player,201609180ram,sea,TukuWi00,rec_yds,0,,,,,
player,201609180ram,sea,TukuWi00,rec_td,0,,,,,
player,201609180ram,sea,TukuWi00,rec_long,0,,,,,
player,201609180ram,sea,TukuWi00,fumbles,0,,,,,
player,201609180ram,sea,TukuWi00,fumbles_lost,0,,,,,
player,201609180ram,sea,CollAl00,pass_cmp,0,,,,,
player,201609180ram,sea,CollAl00,pass_att,0,,,,,
player,201609180ram,sea,CollAl00,pass_yds,0,,,,,
player,201609180ram,sea,CollAl00,pass_td,0,,,,,
player,201609180ram,sea,CollAl00,pass_int,0,,,,,
player,201609180ram,sea,CollAl00,pass_sacked,0,,,,,
player,201609180ram,sea,CollAl00,pass_sacked_yds,0,,,,,
player,201609180ram,sea,CollAl00,pass_long,0,,,,,
player,201609180ram,sea,CollAl00,pass_rating,,,,,,
player,201609180ram,sea,CollAl00,rush_att,2,,,,,
player,201609180ram,sea,CollAl00,rush_yds,0,,,,,
player,201609180ram,sea,CollAl00,rush_td,0,,,,,
player,201609180ram,sea,CollAl00,rush_long,0,,,,,
player,201609180ram,sea,CollAl00,targets,0,,,,,
player,201609180ram,sea,CollAl00,rec,0,,,,,
player,201609180ram,sea,CollAl00,rec_yds,0,,,,,
player,201609180ram,sea,CollAl00,rec_td,0,,,,,
player,201609180ram,sea,CollAl00,rec_long,0,,,,,
player,201609180ram,sea,CollAl00,fumbles,0,,,,,
player,201609180ram,sea,CollAl00,fumbles_lost,0,,,,,
player,201609180ram,sea,RawlTh00,pass_cmp,0,,,,,
player,201609180ram,sea,RawlTh00,pass_att,0,,,,,
player,201609180ram,sea,RawlTh00,pass_yds,0,,,,,
player,201609180ram,sea,RawlTh00,pass_td,0,,,,,
player,201609180ram,sea,RawlTh00,pass_int,0,,,,,
player,201609180ram,sea,RawlTh00,pass_sacked,0,,,,,
player,201609180ram,sea,RawlTh00,pass_sacked_yds,0,,,,,
player,201609180ram,sea,RawlTh00,pass_long,0,,,,,
player,201609180ram,sea,RawlTh00,pass_rating,,,,,,
player,201609180ram,sea,RawlTh00,rush_att,7,,,,,
player,201609180ram,sea,RawlTh00,rush_yds,-7,,,,,
player,201609180ram,sea,RawlTh00,rush_td,0,,,,,
player,201609180ram,sea,RawlTh00,rush_long,4,,,,,
player,201609180ram,sea,RawlTh00,targets,3,,,,,
player,201609180ram,sea,RawlTh00,rec,3,,,,,
player,201609180ram,sea,RawlTh00,rec_yds,15,,,,,
player,201609180ram,sea,RawlTh00,rec_td,0,,,,,
player,201609180ram,sea,RawlTh00,rec_long,11,,,,,
player,201609180ram,sea,RawlTh00,fumbles,0,,,,,
player,201609180ram,sea,RawlTh00,fumbles_lost,0,,,,,
player,201609180ram,ram,KeenCa00,pass_cmp,18,,,,,
player,201609180ram,ram,KeenCa00,pass_att,30,,,,,
player,201609180ram,ram,KeenCa00,pass_yds,239,,,,,
player,201609180ram,ram,KeenCa00,pass_td,0,,,,,
player,201609180ram,ram,KeenCa00,pass_int,0,,,,,
player,201609180ram,ram,KeenCa00,pass_sacked,3,,,,,
player,201609180ram,ram,KeenCa00,pass_sacked_yds,20,,,,,
player,201609180ram,ram,KeenCa00,pass_long,44,,,,,
player,201609180ram,ram,KeenCa00,pass_rating,85.3,,,,,
player,201609180ram,ram,KeenCa00,rush_att,3,,,,,
player,201609180ram,ram,KeenCa00,rush_yds,5,,,,,
player,201609180ram,ram,KeenCa00,rush_td,0,,,,,
player,201609180ram,ram,KeenCa00,rush_long,7,,,,,
player,201609180ram,ram,KeenCa00,targets,0,,,,,
player,201609180ram,ram,KeenCa00,rec,0,,,,,
player,201609180ram,ram,KeenCa00,rec_yds,0,,,,,
player,201609180ram,ram,KeenCa00,rec_td,0,,,,,
player,201609180ram,ram,KeenCa00,rec_long,0,,,,,
player,201609180ram,ram,KeenCa00,fumbles,0,,,,,
player,201609180ram,ram,KeenCa00,fumbles_lost,0,,,,,
player,201609180ram,ram,GurlTo01,pass_cmp,0,,,,,
player,201609180ram,ram,GurlTo01,pass_att,0,,,,,
player,201609180ram,ram,GurlTo01,pass_yds,0,,,,,
player,201609180ram,ram,GurlTo01,pass_td,0,,,,,
player,201609180ram,ram,GurlTo01,pass_int,0,,,,,
player,201609180ram,ram,GurlTo01,pass_sacked,0,,,,,
player,201609180ram,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201609180ram,ram,GurlTo01,pass_long,0,,,,,
player,201609180ram,ram,GurlTo01,pass_rating,,,,,,
player,201609180ram,ram,GurlTo01,rush_att,19,,,,,
player,201609180ram,ram,GurlTo01,rush_yds,51,,,,,
player,201609180ram,ram,GurlTo01,rush_td,0,,,,,
player,201609180ram,ram,GurlTo01,rush_long,11,,,,,
player,201609180ram,ram,GurlTo01,targets,1,,,,,
player,201609180ram,ram,GurlTo01,rec,1,,,,,
player,201609180ram,ram,GurlTo01,rec_yds,19,,,,,
player,201609180ram,ram,GurlTo01,rec_td,0,,,,,
player,201609180ram,ram,GurlTo01,rec_long,19,,,,,
player,201609180ram,ram,GurlTo01,fumbles,0,,,,,
player,201609180ram,ram,GurlTo01,fumbles_lost,0,,,,,
player,201609180ram,ram,AustTa00,pass_cmp,0,,,,,
player,201609180ram,ram,AustTa00,pass_att,0,,,,,
player,201609180ram,ram,AustTa00,pass_yds,0,,,,,
player,201609180ram,ram,AustTa00,pass_td,0,,,,,
player,201609180ram,ram,AustTa00,pass_int,0,,,,,
player,201609180ram,ram,AustTa00,pass_sacked,0,,,,,
player,201609180ram,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201609180ram,ram,AustTa00,pass_long,0,,,,,
player,201609180ram,ram,AustTa00,pass_rating,,,,,,
player,201609180ram,ram,AustTa00,rush_att,2,,,,,
player,201609180ram,ram,AustTa00,rush_yds,6,,,,,
player,201609180ram,ram,AustTa00,rush_td,0,,,,,
player,201609180ram,ram,AustTa00,rush_long,8,,,,,
player,201609180ram,ram,AustTa00,targets,9,,,,,
player,201609180ram,ram,AustTa00,rec,5,,,,,
player,201609180ram,ram,AustTa00,rec_yds,50,,,,,
player,201609180ram,ram,AustTa00,rec_td,0,,,,,
player,201609180ram,ram,AustTa00,rec_long,27,,,,,
player,201609180ram,ram,AustTa00,fumbles,0,,,,,
player,201609180ram,ram,AustTa00,fumbles_lost,0,,,,,
player,201609180ram,ram,CunnBe01,pass_cmp,0,,,,,
player,201609180ram,ram,CunnBe01,pass_att,0,,,,,
player,201609180ram,ram,CunnBe01,pass_yds,0,,,,,
player,201609180ram,ram,CunnBe01,pass_td,0,,,,,
player,201609180ram,ram,CunnBe01,pass_int,0,,,,,
player,201609180ram,ram,CunnBe01,pass_sacked,0,,,,,
player,201609180ram,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201609180ram,ram,CunnBe01,pass_long,0,,,,,
player,201609180ram,ram,CunnBe01,pass_rating,,,,,,
player,201609180ram,ram,CunnBe01,rush_att,1,,,,,
player,201609180ram,ram,CunnBe01,rush_yds,2,,,,,
player,201609180ram,ram,CunnBe01,rush_td,0,,,,,
player,201609180ram,ram,CunnBe01,rush_long,2,,,,,
player,201609180ram,ram,CunnBe01,targets,2,,,,,
player,201609180ram,ram,CunnBe01,rec,1,,,,,
player,201609180ram,ram,CunnBe01,rec_yds,7,,,,,
player,201609180ram,ram,CunnBe01,rec_td,0,,,,,
player,201609180ram,ram,CunnBe01,rec_long,7,,,,,
player,201609180ram,ram,CunnBe01,fumbles,0,,,,,
player,201609180ram,ram,CunnBe01,fumbles_lost,0,,,,,
player,201609180ram,ram,BritKe00,pass_cmp,0,,,,,
player,201609180ram,ram,BritKe00,pass_att,0,,,,,
player,201609180ram,ram,BritKe00,pass_yds,0,,,,,
player,201609180ram,ram,BritKe00,pass_td,0,,,,,
player,201609180ram,ram,BritKe00,pass_int,0,,,,,
player,201609180ram,ram,BritKe00,pass_sacked,0,,,,,
player,201609180ram,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201609180ram,ram,BritKe00,pass_long,0,,,,,
player,201609180ram,ram,BritKe00,pass_rating,,,,,,
player,201609180ram,ram,BritKe00,rush_att,0,,,,,
player,201609180ram,ram,BritKe00,rush_yds,0,,,,,
player,201609180ram,ram,BritKe00,rush_td,0,,,,,
player,201609180ram,ram,BritKe00,rush_long,0,,,,,
player,201609180ram,ram,BritKe00,targets,10,,,,,
player,201609180ram,ram,BritKe00,rec,6,,,,,
player,201609180ram,ram,BritKe00,rec_yds,94,,,,,
player,201609180ram,ram,BritKe00,rec_td,0,,,,,
player,201609180ram,ram,BritKe00,rec_long,36,,,,,
player,201609180ram,ram,BritKe00,fumbles,0,,,,,
player,201609180ram,ram,BritKe00,fumbles_lost,0,,,,,
player,201609180ram,ram,KendLa00,pass_cmp,0,,,,,
player,201609180ram,ram,KendLa00,pass_att,0,,,,,
player,201609180ram,ram,KendLa00,pass_yds,0,,,,,
player,201609180ram,ram,KendLa00,pass_td,0,,,,,
player,201609180ram,ram,KendLa00,pass_int,0,,,,,
player,201609180ram,ram,KendLa00,pass_sacked,0,,,,,
player,201609180ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201609180ram,ram,KendLa00,pass_long,0,,,,,
player,201609180ram,ram,KendLa00,pass_rating,,,,,,
player,201609180ram,ram,KendLa00,rush_att,0,,,,,
player,201609180ram,ram,KendLa00,rush_yds,0,,,,,
player,201609180ram,ram,KendLa00,rush_td,0,,,,,
player,201609180ram,ram,KendLa00,rush_long,0,,,,,
player,201609180ram,ram,KendLa00,targets,6,,,,,
player,201609180ram,ram,KendLa00,rec,4,,,,,
player,201609180ram,ram,KendLa00,rec_yds,61,,,,,
player,201609180ram,ram,KendLa00,rec_td,0,,,,,
player,201609180ram,ram,KendLa00,rec_long,44,,,,,
player,201609180ram,ram,KendLa00,fumbles,0,,,,,
player,201609180ram,ram,KendLa00,fumbles_lost,0,,,,,
player,201609180ram,ram,QuicBr00,pass_cmp,0,,,,,
player,201609180ram,ram,QuicBr00,pass_att,0,,,,,
player,201609180ram,ram,QuicBr00,pass_yds,0,,,,,
player,201609180ram,ram,QuicBr00,pass_td,0,,,,,
player,201609180ram,ram,QuicBr00,pass_int,0,,,,,
player,201609180ram,ram,QuicBr00,pass_sacked,0,,,,,
player,201609180ram,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201609180ram,ram,QuicBr00,pass_long,0,,,,,
player,201609180ram,ram,QuicBr00,pass_rating,,,,,,
player,201609180ram,ram,QuicBr00,rush_att,0,,,,,
player,201609180ram,ram,QuicBr00,rush_yds,0,,,,,
player,201609180ram,ram,QuicBr00,rush_td,0,,,,,
player,201609180ram,ram,QuicBr00,rush_long,0,,,,,
player,201609180ram,ram,QuicBr00,targets,1,,,,,
player,201609180ram,ram,QuicBr00,rec,1,,,,,
player,201609180ram,ram,QuicBr00,rec_yds,8,,,,,
player,201609180ram,ram,QuicBr00,rec_td,0,,,,,
player,201609180ram,ram,QuicBr00,rec_long,8,,,,,
player,201609180ram,ram,QuicBr00,fumbles,0,,,,,
player,201609180ram,ram,QuicBr00,fumbles_lost,0,,,,,
player,201609180ram,sea,ClarFr01,def_int,0,,,,,
player,201609180ram,sea,ClarFr01,def_int_yds,0,,,,,
player,201609180ram,sea,ClarFr01,def_int_td,0,,,,,
player,201609180ram,sea,ClarFr01,def_int_long,0,,,,,
player,201609180ram,sea,ClarFr01,pass_defended,0,,,,,
player,201609180ram,sea,ClarFr01,sacks,2.0,,,,,
player,201609180ram,sea,ClarFr01,tackles_combined,4,,,,,
player,201609180ram,sea,ClarFr01,tackles_solo,3,,,,,
player,201609180ram,sea,ClarFr01,tackles_assists,1,,,,,
player,201609180ram,sea,ClarFr01,tackles_loss,2,,,,,
player,201609180ram,sea,ClarFr01,qb_hits,2,,,,,
player,201609180ram,sea,ClarFr01,fumbles_rec,0,,,,,
player,201609180ram,sea,ClarFr01,fumbles_rec_yds,0,,,,,
player,201609180ram,sea,ClarFr01,fumbles_rec_td,0,,,,,
player,201609180ram,sea,ClarFr01,fumbles_forced,0,,,,,
player,201609180ram,sea,BennMi99,def_int,0,,,,,
player,201609180ram,sea,BennMi99,def_int_yds,0,,,,,
player,201609180ram,sea,BennMi99,def_int_td,0,,,,,
player,201609180ram,sea,BennMi99,def_int_long,0,,,,,
player,201609180ram,sea,BennMi99,pass_defended,0,,,,,
player,201609180ram,sea,BennMi99,sacks,1.0,,,,,
player,201609180ram,sea,BennMi99,tackles_combined,4,,,,,
player,201609180ram,sea,BennMi99,tackles_solo,4,,,,,
player,201609180ram,sea,BennMi99,tackles_assists,0,,,,,
player,201609180ram,sea,BennMi99,tackles_loss,4,,,,,
player,201609180ram,sea,BennMi99,qb_hits,2,,,,,
player,201609180ram,sea,BennMi99,fumbles_rec,0,,,,,
player,201609180ram,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201609180ram,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201609180ram,sea,BennMi99,fumbles_forced,0,,,,,
player,201609180ram,sea,WrigK.00,def_int,0,,,,,
player,201609180ram,sea,WrigK.00,def_int_yds,0,,,,,
player,201609180ram,sea,WrigK.00,def_int_td,0,,,,,
player,201609180ram,sea,WrigK.00,def_int_long,0,,,,,
player,201609180ram,sea,WrigK.00,pass_defended,0,,,,,
player,201609180ram,sea,WrigK.00,sacks,0.0,,,,,
player,201609180ram,sea,WrigK.00,tackles_combined,9,,,,,
player,201609180ram,sea,WrigK.00,tackles_solo,7,,,,,
player,201609180ram,sea,WrigK.00,tackles_assists,2,,,,,
player,201609180ram,sea,WrigK.00,tackles_loss,1,,,,,
player,201609180ram,sea,WrigK.00,qb_hits,0,,,,,
player,201609180ram,sea,WrigK.00,fumbles_rec,0,,,,,
player,201609180ram,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201609180ram,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201609180ram,sea,WrigK.00,fumbles_forced,0,,,,,
player,201609180ram,sea,WagnBo00,def_int,0,,,,,
player,201609180ram,sea,WagnBo00,def_int_yds,0,,,,,
player,201609180ram,sea,WagnBo00,def_int_td,0,,,,,
player,201609180ram,sea,WagnBo00,def_int_long,0,,,,,
player,201609180ram,sea,WagnBo00,pass_defended,0,,,,,
player,201609180ram,sea,WagnBo00,sacks,0.0,,,,,
player,201609180ram,sea,WagnBo00,tackles_combined,8,,,,,
player,201609180ram,sea,WagnBo00,tackles_solo,5,,,,,
player,201609180ram,sea,WagnBo00,tackles_assists,3,,,,,
player,201609180ram,sea,WagnBo00,tackles_loss,0,,,,,
player,201609180ram,sea,WagnBo00,qb_hits,1,,,,,
player,201609180ram,sea,WagnBo00,fumbles_rec,0,,,,,
player,201609180ram,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201609180ram,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201609180ram,sea,WagnBo00,fumbles_forced,0,,,,,
player,201609180ram,sea,ChanKa99,def_int,0,,,,,
player,201609180ram,sea,ChanKa99,def_int_yds,0,,,,,
player,201609180ram,sea,ChanKa99,def_int_td,0,,,,,
player,201609180ram,sea,ChanKa99,def_int_long,0,,,,,
player,201609180ram,sea,ChanKa99,pass_defended,0,,,,,
player,201609180ram,sea,ChanKa99,sacks,0.0,,,,,
player,201609180ram,sea,ChanKa99,tackles_combined,5,,,,,
player,201609180ram,sea,ChanKa99,tackles_solo,4,,,,,
player,201609180ram,sea,ChanKa99,tackles_assists,1,,,,,
player,201609180ram,sea,ChanKa99,tackles_loss,0,,,,,
player,201609180ram,sea,ChanKa99,qb_hits,0,,,,,
player,201609180ram,sea,ChanKa99,fumbles_rec,0,,,,,
player,201609180ram,sea,ChanKa99,fumbles_rec_yds,0,,,,,
