game,2016,2,20160918,201609180was,dal,"Dallas Cowboys",27,was,"Washington Redskins",23
player,201609180was,dal,PresDa01,rec_td,0,,,,,
player,201609180was,dal,PresDa01,rec_long,0,,,,,
player,201609180was,dal,PresDa01,fumbles,0,,,,,
player,201609180was,dal,PresDa01,fumbles_lost,0,,,,,
player,201609180was,dal,ElliEz00,pass_cmp,0,,,,,
player,201609180was,dal,ElliEz00,pass_att,0,,,,,
player,201609180was,dal,ElliEz00,pass_yds,0,,,,,
player,201609180was,dal,ElliEz00,pass_td,0,,,,,
player,201609180was,dal,ElliEz00,pass_int,0,,,,,
player,201609180was,dal,ElliEz00,pass_sacked,0,,,,,
player,201609180was,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201609180was,dal,ElliEz00,pass_long,0,,,,,
player,201609180was,dal,ElliEz00,pass_rating,,,,,,
player,201609180was,dal,ElliEz00,rush_att,21,,,,,
player,201609180was,dal,ElliEz00,rush_yds,83,,,,,
player,201609180was,dal,ElliEz00,rush_td,1,,,,,
player,201609180was,dal,ElliEz00,rush_long,21,,,,,
player,201609180was,dal,ElliEz00,targets,2,,,,,
player,201609180was,dal,ElliEz00,rec,2,,,,,
player,201609180was,dal,ElliEz00,rec_yds,4,,,,,
player,201609180was,dal,ElliEz00,rec_td,0,,,,,
player,201609180was,dal,ElliEz00,rec_long,3,,,,,
player,201609180was,dal,ElliEz00,fumbles,2,,,,,
player,201609180was,dal,ElliEz00,fumbles_lost,1,,,,,
player,201609180was,dal,MorrAl00,pass_cmp,0,,,,,
player,201609180was,dal,MorrAl00,pass_att,0,,,,,
player,201609180was,dal,MorrAl00,pass_yds,0,,,,,
player,201609180was,dal,MorrAl00,pass_td,0,,,,,
player,201609180was,dal,MorrAl00,pass_int,0,,,,,
player,201609180was,dal,MorrAl00,pass_sacked,0,,,,,
player,201609180was,dal,MorrAl00,pass_sacked_yds,0,,,,,
player,201609180was,dal,MorrAl00,pass_long,0,,,,,
player,201609180was,dal,MorrAl00,pass_rating,,,,,,
player,201609180was,dal,MorrAl00,rush_att,5,,,,,
player,201609180was,dal,MorrAl00,rush_yds,7,,,,,
player,201609180was,dal,MorrAl00,rush_td,1,,,,,
player,201609180was,dal,MorrAl00,rush_long,5,,,,,
player,201609180was,dal,MorrAl00,targets,0,,,,,
player,201609180was,dal,MorrAl00,rec,0,,,,,
player,201609180was,dal,MorrAl00,rec_yds,0,,,,,
player,201609180was,dal,MorrAl00,rec_td,0,,,,,
player,201609180was,dal,MorrAl00,rec_long,0,,,,,
player,201609180was,dal,MorrAl00,fumbles,0,,,,,
player,201609180was,dal,MorrAl00,fumbles_lost,0,,,,,
player,201609180was,dal,DunbLa00,pass_cmp,0,,,,,
player,201609180was,dal,DunbLa00,pass_att,0,,,,,
player,201609180was,dal,DunbLa00,pass_yds,0,,,,,
player,201609180was,dal,DunbLa00,pass_td,0,,,,,
player,201609180was,dal,DunbLa00,pass_int,0,,,,,
player,201609180was,dal,DunbLa00,pass_sacked,0,,,,,
player,201609180was,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201609180was,dal,DunbLa00,pass_long,0,,,,,
player,201609180was,dal,DunbLa00,pass_rating,,,,,,
player,201609180was,dal,DunbLa00,rush_att,3,,,,,
player,201609180was,dal,DunbLa00,rush_yds,6,,,,,
player,201609180was,dal,DunbLa00,rush_td,0,,,,,
player,201609180was,dal,DunbLa00,rush_long,4,,,,,
player,201609180was,dal,DunbLa00,targets,2,,,,,
player,201609180was,dal,DunbLa00,rec,2,,,,,
player,201609180was,dal,DunbLa00,rec_yds,26,,,,,
player,201609180was,dal,DunbLa00,rec_td,0,,,,,
player,201609180was,dal,DunbLa00,rec_long,16,,,,,
player,201609180was,dal,DunbLa00,fumbles,0,,,,,
player,201609180was,dal,DunbLa00,fumbles_lost,0,,,,,
player,201609180was,dal,BryaDe01,pass_cmp,0,,,,,
player,201609180was,dal,BryaDe01,pass_att,0,,,,,
player,201609180was,dal,BryaDe01,pass_yds,0,,,,,
player,201609180was,dal,BryaDe01,pass_td,0,,,,,
player,201609180was,dal,BryaDe01,pass_int,0,,,,,
player,201609180was,dal,BryaDe01,pass_sacked,0,,,,,
player,201609180was,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201609180was,dal,BryaDe01,pass_long,0,,,,,
player,201609180was,dal,BryaDe01,pass_rating,,,,,,
player,201609180was,dal,BryaDe01,rush_att,0,,,,,
player,201609180was,dal,BryaDe01,rush_yds,0,,,,,
player,201609180was,dal,BryaDe01,rush_td,0,,,,,
player,201609180was,dal,BryaDe01,rush_long,0,,,,,
player,201609180was,dal,BryaDe01,targets,12,,,,,
player,201609180was,dal,BryaDe01,rec,7,,,,,
player,201609180was,dal,BryaDe01,rec_yds,102,,,,,
player,201609180was,dal,BryaDe01,rec_td,0,,,,,
player,201609180was,dal,BryaDe01,rec_long,21,,,,,
player,201609180was,dal,BryaDe01,fumbles,0,,,,,
player,201609180was,dal,BryaDe01,fumbles_lost,0,,,,,
player,201609180was,dal,BeasCo00,pass_cmp,0,,,,,
player,201609180was,dal,BeasCo00,pass_att,0,,,,,
player,201609180was,dal,BeasCo00,pass_yds,0,,,,,
player,201609180was,dal,BeasCo00,pass_td,0,,,,,
player,201609180was,dal,BeasCo00,pass_int,0,,,,,
player,201609180was,dal,BeasCo00,pass_sacked,0,,,,,
player,201609180was,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201609180was,dal,BeasCo00,pass_long,0,,,,,
player,201609180was,dal,BeasCo00,pass_rating,,,,,,
player,201609180was,dal,BeasCo00,rush_att,0,,,,,
player,201609180was,dal,BeasCo00,rush_yds,0,,,,,
player,201609180was,dal,BeasCo00,rush_td,0,,,,,
player,201609180was,dal,BeasCo00,rush_long,0,,,,,
player,201609180was,dal,BeasCo00,targets,6,,,,,
player,201609180was,dal,BeasCo00,rec,5,,,,,
player,201609180was,dal,BeasCo00,rec_yds,75,,,,,
player,201609180was,dal,BeasCo00,rec_td,0,,,,,
player,201609180was,dal,BeasCo00,rec_long,28,,,,,
player,201609180was,dal,BeasCo00,fumbles,0,,,,,
player,201609180was,dal,BeasCo00,fumbles_lost,0,,,,,
player,201609180was,dal,WittJa00,pass_cmp,0,,,,,
player,201609180was,dal,WittJa00,pass_att,0,,,,,
player,201609180was,dal,WittJa00,pass_yds,0,,,,,
player,201609180was,dal,WittJa00,pass_td,0,,,,,
player,201609180was,dal,WittJa00,pass_int,0,,,,,
player,201609180was,dal,WittJa00,pass_sacked,0,,,,,
player,201609180was,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201609180was,dal,WittJa00,pass_long,0,,,,,
player,201609180was,dal,WittJa00,pass_rating,,,,,,
player,201609180was,dal,WittJa00,rush_att,0,,,,,
player,201609180was,dal,WittJa00,rush_yds,0,,,,,
player,201609180was,dal,WittJa00,rush_td,0,,,,,
player,201609180was,dal,WittJa00,rush_long,0,,,,,
player,201609180was,dal,WittJa00,targets,4,,,,,
player,201609180was,dal,WittJa00,rec,3,,,,,
player,201609180was,dal,WittJa00,rec_yds,51,,,,,
player,201609180was,dal,WittJa00,rec_td,0,,,,,
player,201609180was,dal,WittJa00,rec_long,29,,,,,
player,201609180was,dal,WittJa00,fumbles,0,,,,,
player,201609180was,dal,WittJa00,fumbles_lost,0,,,,,
player,201609180was,dal,SwaiGe00,pass_cmp,0,,,,,
player,201609180was,dal,SwaiGe00,pass_att,0,,,,,
player,201609180was,dal,SwaiGe00,pass_yds,0,,,,,
player,201609180was,dal,SwaiGe00,pass_td,0,,,,,
player,201609180was,dal,SwaiGe00,pass_int,0,,,,,
player,201609180was,dal,SwaiGe00,pass_sacked,0,,,,,
player,201609180was,dal,SwaiGe00,pass_sacked_yds,0,,,,,
player,201609180was,dal,SwaiGe00,pass_long,0,,,,,
player,201609180was,dal,SwaiGe00,pass_rating,,,,,,
player,201609180was,dal,SwaiGe00,rush_att,0,,,,,
player,201609180was,dal,SwaiGe00,rush_yds,0,,,,,
player,201609180was,dal,SwaiGe00,rush_td,0,,,,,
player,201609180was,dal,SwaiGe00,rush_long,0,,,,,
player,201609180was,dal,SwaiGe00,targets,2,,,,,
player,201609180was,dal,SwaiGe00,rec,2,,,,,
player,201609180was,dal,SwaiGe00,rec_yds,29,,,,,
player,201609180was,dal,SwaiGe00,rec_td,0,,,,,
player,201609180was,dal,SwaiGe00,rec_long,28,,,,,
player,201609180was,dal,SwaiGe00,fumbles,0,,,,,
player,201609180was,dal,SwaiGe00,fumbles_lost,0,,,,,
player,201609180was,dal,SmitKe03,pass_cmp,0,,,,,
player,201609180was,dal,SmitKe03,pass_att,0,,,,,
player,201609180was,dal,SmitKe03,pass_yds,0,,,,,
player,201609180was,dal,SmitKe03,pass_td,0,,,,,
player,201609180was,dal,SmitKe03,pass_int,0,,,,,
player,201609180was,dal,SmitKe03,pass_sacked,0,,,,,
player,201609180was,dal,SmitKe03,pass_sacked_yds,0,,,,,
player,201609180was,dal,SmitKe03,pass_long,0,,,,,
player,201609180was,dal,SmitKe03,pass_rating,,,,,,
player,201609180was,dal,SmitKe03,rush_att,0,,,,,
player,201609180was,dal,SmitKe03,rush_yds,0,,,,,
player,201609180was,dal,SmitKe03,rush_td,0,,,,,
player,201609180was,dal,SmitKe03,rush_long,0,,,,,
player,201609180was,dal,SmitKe03,targets,2,,,,,
player,201609180was,dal,SmitKe03,rec,1,,,,,
player,201609180was,dal,SmitKe03,rec_yds,5,,,,,
player,201609180was,dal,SmitKe03,rec_td,0,,,,,
player,201609180was,dal,SmitKe03,rec_long,5,,,,,
player,201609180was,dal,SmitKe03,fumbles,0,,,,,
player,201609180was,dal,SmitKe03,fumbles_lost,0,,,,,
player,201609180was,dal,ButlBr00,pass_cmp,0,,,,,
player,201609180was,dal,ButlBr00,pass_att,0,,,,,
player,201609180was,dal,ButlBr00,pass_yds,0,,,,,
player,201609180was,dal,ButlBr00,pass_td,0,,,,,
player,201609180was,dal,ButlBr00,pass_int,0,,,,,
player,201609180was,dal,ButlBr00,pass_sacked,0,,,,,
player,201609180was,dal,ButlBr00,pass_sacked_yds,0,,,,,
player,201609180was,dal,ButlBr00,pass_long,0,,,,,
player,201609180was,dal,ButlBr00,pass_rating,,,,,,
player,201609180was,dal,ButlBr00,rush_att,0,,,,,
player,201609180was,dal,ButlBr00,rush_yds,0,,,,,
player,201609180was,dal,ButlBr00,rush_td,0,,,,,
player,201609180was,dal,ButlBr00,rush_long,0,,,,,
player,201609180was,dal,ButlBr00,targets,1,,,,,
player,201609180was,dal,ButlBr00,rec,0,,,,,
player,201609180was,dal,ButlBr00,rec_yds,0,,,,,
player,201609180was,dal,ButlBr00,rec_td,0,,,,,
player,201609180was,dal,ButlBr00,rec_long,0,,,,,
player,201609180was,dal,ButlBr00,fumbles,0,,,,,
player,201609180was,dal,ButlBr00,fumbles_lost,0,,,,,
player,201609180was,was,CousKi00,pass_cmp,28,,,,,
player,201609180was,was,CousKi00,pass_att,46,,,,,
player,201609180was,was,CousKi00,pass_yds,364,,,,,
player,201609180was,was,CousKi00,pass_td,1,,,,,
player,201609180was,was,CousKi00,pass_int,1,,,,,
player,201609180was,was,CousKi00,pass_sacked,2,,,,,
player,201609180was,was,CousKi00,pass_sacked_yds,14,,,,,
player,201609180was,was,CousKi00,pass_long,57,,,,,
player,201609180was,was,CousKi00,pass_rating,84.0,,,,,
player,201609180was,was,CousKi00,rush_att,2,,,,,
player,201609180was,was,CousKi00,rush_yds,20,,,,,
player,201609180was,was,CousKi00,rush_td,0,,,,,
player,201609180was,was,CousKi00,rush_long,10,,,,,
player,201609180was,was,CousKi00,targets,0,,,,,
player,201609180was,was,CousKi00,rec,0,,,,,
player,201609180was,was,CousKi00,rec_yds,0,,,,,
player,201609180was,was,CousKi00,rec_td,0,,,,,
player,201609180was,was,CousKi00,rec_long,0,,,,,
player,201609180was,was,CousKi00,fumbles,0,,,,,
player,201609180was,was,CousKi00,fumbles_lost,0,,,,,
player,201609180was,was,JoneMa04,pass_cmp,0,,,,,
player,201609180was,was,JoneMa04,pass_att,0,,,,,
player,201609180was,was,JoneMa04,pass_yds,0,,,,,
player,201609180was,was,JoneMa04,pass_td,0,,,,,
player,201609180was,was,JoneMa04,pass_int,0,,,,,
player,201609180was,was,JoneMa04,pass_sacked,0,,,,,
player,201609180was,was,JoneMa04,pass_sacked_yds,0,,,,,
player,201609180was,was,JoneMa04,pass_long,0,,,,,
player,201609180was,was,JoneMa04,pass_rating,,,,,,
player,201609180was,was,JoneMa04,rush_att,13,,,,,
player,201609180was,was,JoneMa04,rush_yds,61,,,,,
player,201609180was,was,JoneMa04,rush_td,1,,,,,
player,201609180was,was,JoneMa04,rush_long,14,,,,,
player,201609180was,was,JoneMa04,targets,1,,,,,
player,201609180was,was,JoneMa04,rec,1,,,,,
player,201609180was,was,JoneMa04,rec_yds,4,,,,,
player,201609180was,was,JoneMa04,rec_td,0,,,,,
player,201609180was,was,JoneMa04,rec_long,4,,,,,
player,201609180was,was,JoneMa04,fumbles,0,,,,,
player,201609180was,was,JoneMa04,fumbles_lost,0,,,,,
player,201609180was,was,ThomCh03,pass_cmp,0,,,,,
player,201609180was,was,ThomCh03,pass_att,0,,,,,
player,201609180was,was,ThomCh03,pass_yds,0,,,,,
player,201609180was,was,ThomCh03,pass_td,0,,,,,
player,201609180was,was,ThomCh03,pass_int,0,,,,,
player,201609180was,was,ThomCh03,pass_sacked,0,,,,,
player,201609180was,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201609180was,was,ThomCh03,pass_long,0,,,,,
player,201609180was,was,ThomCh03,pass_rating,,,,,,
player,201609180was,was,ThomCh03,rush_att,2,,,,,
player,201609180was,was,ThomCh03,rush_yds,1,,,,,
player,201609180was,was,ThomCh03,rush_td,0,,,,,
player,201609180was,was,ThomCh03,rush_long,1,,,,,
player,201609180was,was,ThomCh03,targets,4,,,,,
player,201609180was,was,ThomCh03,rec,3,,,,,
player,201609180was,was,ThomCh03,rec_yds,57,,,,,
player,201609180was,was,ThomCh03,rec_td,0,,,,,
player,201609180was,was,ThomCh03,rec_long,38,,,,,
player,201609180was,was,ThomCh03,fumbles,0,,,,,
player,201609180was,was,ThomCh03,fumbles_lost,0,,,,,
player,201609180was,was,ReedJo02,pass_cmp,0,,,,,
player,201609180was,was,ReedJo02,pass_att,0,,,,,
player,201609180was,was,ReedJo02,pass_yds,0,,,,,
player,201609180was,was,ReedJo02,pass_td,0,,,,,
player,201609180was,was,ReedJo02,pass_int,0,,,,,
player,201609180was,was,ReedJo02,pass_sacked,0,,,,,
player,201609180was,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201609180was,was,ReedJo02,pass_long,0,,,,,
player,201609180was,was,ReedJo02,pass_rating,,,,,,
player,201609180was,was,ReedJo02,rush_att,0,,,,,
player,201609180was,was,ReedJo02,rush_yds,0,,,,,
player,201609180was,was,ReedJo02,rush_td,0,,,,,
player,201609180was,was,ReedJo02,rush_long,0,,,,,
player,201609180was,was,ReedJo02,targets,7,,,,,
player,201609180was,was,ReedJo02,rec,5,,,,,
player,201609180was,was,ReedJo02,rec_yds,70,,,,,
player,201609180was,was,ReedJo02,rec_td,0,,,,,
player,201609180was,was,ReedJo02,rec_long,25,,,,,
player,201609180was,was,ReedJo02,fumbles,0,,,,,
player,201609180was,was,ReedJo02,fumbles_lost,0,,,,,
player,201609180was,was,DoctJo00,pass_cmp,0,,,,,
player,201609180was,was,DoctJo00,pass_att,0,,,,,
player,201609180was,was,DoctJo00,pass_yds,0,,,,,
player,201609180was,was,DoctJo00,pass_td,0,,,,,
player,201609180was,was,DoctJo00,pass_int,0,,,,,
player,201609180was,was,DoctJo00,pass_sacked,0,,,,,
player,201609180was,was,DoctJo00,pass_sacked_yds,0,,,,,
player,201609180was,was,DoctJo00,pass_long,0,,,,,
player,201609180was,was,DoctJo00,pass_rating,,,,,,
player,201609180was,was,DoctJo00,rush_att,0,,,,,
player,201609180was,was,DoctJo00,rush_yds,0,,,,,
player,201609180was,was,DoctJo00,rush_td,0,,,,,
player,201609180was,was,DoctJo00,rush_long,0,,,,,
player,201609180was,was,DoctJo00,targets,5,,,,,
player,201609180was,was,DoctJo00,rec,1,,,,,
player,201609180was,was,DoctJo00,rec_yds,57,,,,,
player,201609180was,was,DoctJo00,rec_td,0,,,,,
player,201609180was,was,DoctJo00,rec_long,57,,,,,
player,201609180was,was,DoctJo00,fumbles,0,,,,,
player,201609180was,was,DoctJo00,fumbles_lost,0,,,,,
player,201609180was,was,DaviVe00,pass_cmp,0,,,,,
player,201609180was,was,DaviVe00,pass_att,0,,,,,
player,201609180was,was,DaviVe00,pass_yds,0,,,,,
player,201609180was,was,DaviVe00,pass_td,0,,,,,
player,201609180was,was,DaviVe00,pass_int,0,,,,,
player,201609180was,was,DaviVe00,pass_sacked,0,,,,,
player,201609180was,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201609180was,was,DaviVe00,pass_long,0,,,,,
player,201609180was,was,DaviVe00,pass_rating,,,,,,
player,201609180was,was,DaviVe00,rush_att,0,,,,,
player,201609180was,was,DaviVe00,rush_yds,0,,,,,
player,201609180was,was,DaviVe00,rush_td,0,,,,,
player,201609180was,was,DaviVe00,rush_long,0,,,,,
player,201609180was,was,DaviVe00,targets,5,,,,,
player,201609180was,was,DaviVe00,rec,5,,,,,
player,201609180was,was,DaviVe00,rec_yds,51,,,,,
player,201609180was,was,DaviVe00,rec_td,0,,,,,
player,201609180was,was,DaviVe00,rec_long,32,,,,,
player,201609180was,was,DaviVe00,fumbles,0,,,,,
player,201609180was,was,DaviVe00,fumbles_lost,0,,,,,
player,201609180was,was,JackDe00,pass_cmp,0,,,,,
player,201609180was,was,JackDe00,pass_att,0,,,,,
player,201609180was,was,JackDe00,pass_yds,0,,,,,
player,201609180was,was,JackDe00,pass_td,0,,,,,
player,201609180was,was,JackDe00,pass_int,0,,,,,
player,201609180was,was,JackDe00,pass_sacked,0,,,,,
player,201609180was,was,JackDe00,pass_sacked_yds,0,,,,,
player,201609180was,was,JackDe00,pass_long,0,,,,,
player,201609180was,was,JackDe00,pass_rating,,,,,,
player,201609180was,was,JackDe00,rush_att,0,,,,,
player,201609180was,was,JackDe00,rush_yds,0,,,,,
player,201609180was,was,JackDe00,rush_td,0,,,,,
player,201609180was,was,JackDe00,rush_long,0,,,,,
player,201609180was,was,JackDe00,targets,5,,,,,
player,201609180was,was,JackDe00,rec,3,,,,,
player,201609180was,was,JackDe00,rec_yds,40,,,,,
player,201609180was,was,JackDe00,rec_td,0,,,,,
player,201609180was,was,JackDe00,rec_long,28,,,,,
player,201609180was,was,JackDe00,fumbles,0,,,,,
player,201609180was,was,JackDe00,fumbles_lost,0,,,,,
player,201609180was,was,CrowJa00,pass_cmp,0,,,,,
player,201609180was,was,CrowJa00,pass_att,0,,,,,
player,201609180was,was,CrowJa00,pass_yds,0,,,,,
player,201609180was,was,CrowJa00,pass_td,0,,,,,
player,201609180was,was,CrowJa00,pass_int,0,,,,,
player,201609180was,was,CrowJa00,pass_sacked,0,,,,,
player,201609180was,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201609180was,was,CrowJa00,pass_long,0,,,,,
player,201609180was,was,CrowJa00,pass_rating,,,,,,
player,201609180was,was,CrowJa00,rush_att,0,,,,,
player,201609180was,was,CrowJa00,rush_yds,0,,,,,
player,201609180was,was,CrowJa00,rush_td,0,,,,,
player,201609180was,was,CrowJa00,rush_long,0,,,,,
player,201609180was,was,CrowJa00,targets,8,,,,,
player,201609180was,was,CrowJa00,rec,6,,,,,
player,201609180was,was,CrowJa00,rec_yds,39,,,,,
player,201609180was,was,CrowJa00,rec_td,1,,,,,
player,201609180was,was,CrowJa00,rec_long,11,,,,,
player,201609180was,was,CrowJa00,fumbles,0,,,,,
player,201609180was,was,CrowJa00,fumbles_lost,0,,,,,
player,201609180was,was,GarcPi00,pass_cmp,0,,,,,
player,201609180was,was,GarcPi00,pass_att,0,,,,,
player,201609180was,was,GarcPi00,pass_yds,0,,,,,
player,201609180was,was,GarcPi00,pass_td,0,,,,,
player,201609180was,was,GarcPi00,pass_int,0,,,,,
player,201609180was,was,GarcPi00,pass_sacked,0,,,,,
player,201609180was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201609180was,was,GarcPi00,pass_long,0,,,,,
player,201609180was,was,GarcPi00,pass_rating,,,,,,
player,201609180was,was,GarcPi00,rush_att,0,,,,,
player,201609180was,was,GarcPi00,rush_yds,0,,,,,
player,201609180was,was,GarcPi00,rush_td,0,,,,,
player,201609180was,was,GarcPi00,rush_long,0,,,,,
player,201609180was,was,GarcPi00,targets,7,,,,,
player,201609180was,was,GarcPi00,rec,2,,,,,
player,201609180was,was,GarcPi00,rec_yds,25,,,,,
player,201609180was,was,GarcPi00,rec_td,0,,,,,
player,201609180was,was,GarcPi00,rec_long,16,,,,,
player,201609180was,was,GarcPi00,fumbles,0,,,,,
player,201609180was,was,GarcPi00,fumbles_lost,0,,,,,
player,201609180was,was,PaulNi00,pass_cmp,0,,,,,
player,201609180was,was,PaulNi00,pass_att,0,,,,,
player,201609180was,was,PaulNi00,pass_yds,0,,,,,
player,201609180was,was,PaulNi00,pass_td,0,,,,,
player,201609180was,was,PaulNi00,pass_int,0,,,,,
player,201609180was,was,PaulNi00,pass_sacked,0,,,,,
player,201609180was,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201609180was,was,PaulNi00,pass_long,0,,,,,
player,201609180was,was,PaulNi00,pass_rating,,,,,,
player,201609180was,was,PaulNi00,rush_att,0,,,,,
player,201609180was,was,PaulNi00,rush_yds,0,,,,,
player,201609180was,was,PaulNi00,rush_td,0,,,,,
player,201609180was,was,PaulNi00,rush_long,0,,,,,
player,201609180was,was,PaulNi00,targets,1,,,,,
player,201609180was,was,PaulNi00,rec,1,,,,,
player,201609180was,was,PaulNi00,rec_yds,16,,,,,
player,201609180was,was,PaulNi00,rec_td,0,,,,,
player,201609180was,was,PaulNi00,rec_long,16,,,,,
player,201609180was,was,PaulNi00,fumbles,0,,,,,
player,201609180was,was,PaulNi00,fumbles_lost,0,,,,,
player,201609180was,was,GranRy01,pass_cmp,0,,,,,
player,201609180was,was,GranRy01,pass_att,0,,,,,
player,201609180was,was,GranRy01,pass_yds,0,,,,,
player,201609180was,was,GranRy01,pass_td,0,,,,,
player,201609180was,was,GranRy01,pass_int,0,,,,,
player,201609180was,was,GranRy01,pass_sacked,0,,,,,
player,201609180was,was,GranRy01,pass_sacked_yds,0,,,,,
player,201609180was,was,GranRy01,pass_long,0,,,,,
player,201609180was,was,GranRy01,pass_rating,,,,,,
player,201609180was,was,GranRy01,rush_att,0,,,,,
player,201609180was,was,GranRy01,rush_yds,0,,,,,
player,201609180was,was,GranRy01,rush_td,0,,,,,
player,201609180was,was,GranRy01,rush_long,0,,,,,
player,201609180was,was,GranRy01,targets,1,,,,,
player,201609180was,was,GranRy01,rec,1,,,,,
player,201609180was,was,GranRy01,rec_yds,5,,,,,
player,201609180was,was,GranRy01,rec_td,0,,,,,
player,201609180was,was,GranRy01,rec_long,5,,,,,
player,201609180was,was,GranRy01,fumbles,0,,,,,
player,201609180was,was,GranRy01,fumbles_lost,0,,,,,
player,201609180was,dal,ChurBa99,def_int,1,,,,,
player,201609180was,dal,ChurBa99,def_int_yds,0,,,,,
player,201609180was,dal,ChurBa99,def_int_td,0,,,,,
player,201609180was,dal,ChurBa99,def_int_long,0,,,,,
player,201609180was,dal,ChurBa99,pass_defended,1,,,,,
player,201609180was,dal,ChurBa99,sacks,0.0,,,,,
player,201609180was,dal,ChurBa99,tackles_combined,5,,,,,
player,201609180was,dal,ChurBa99,tackles_solo,3,,,,,
player,201609180was,dal,ChurBa99,tackles_assists,2,,,,,
player,201609180was,dal,ChurBa99,tackles_loss,0,,,,,
player,201609180was,dal,ChurBa99,qb_hits,0,,,,,
player,201609180was,dal,ChurBa99,fumbles_rec,0,,,,,
player,201609180was,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201609180was,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201609180was,dal,ChurBa99,fumbles_forced,0,,,,,
player,201609180was,dal,CrawJa00,def_int,0,,,,,
player,201609180was,dal,CrawJa00,def_int_yds,0,,,,,
player,201609180was,dal,CrawJa00,def_int_td,0,,,,,
player,201609180was,dal,CrawJa00,def_int_long,0,,,,,
player,201609180was,dal,CrawJa00,pass_defended,0,,,,,
player,201609180was,dal,CrawJa00,sacks,1.0,,,,,
player,201609180was,dal,CrawJa00,tackles_combined,4,,,,,
player,201609180was,dal,CrawJa00,tackles_solo,3,,,,,
player,201609180was,dal,CrawJa00,tackles_assists,1,,,,,
player,201609180was,dal,CrawJa00,tackles_loss,1,,,,,
player,201609180was,dal,CrawJa00,qb_hits,1,,,,,
player,201609180was,dal,CrawJa00,fumbles_rec,0,,,,,
player,201609180was,dal,CrawJa00,fumbles_rec_yds,0,,,,,
player,201609180was,dal,CrawJa00,fumbles_rec_td,0,,,,,
player,201609180was,dal,CrawJa00,fumbles_forced,0,,,,,
player,201609180was,dal,CrawTy00,def_int,0,,,,,
player,201609180was,dal,CrawTy00,def_int_yds,0,,,,,
player,201609180was,dal,CrawTy00,def_int_td,0,,,,,
player,201609180was,dal,CrawTy00,def_int_long,0,,,,,
player,201609180was,dal,CrawTy00,pass_defended,0,,,,,
