game,2016,1,20160912,201609120was,pit,"Pittsburgh Steelers",38,was,"Washington Redskins",16
player,201609120was,was,HopkDu00,fga,3,,,,,
player,201609120was,was,HopkDu00,punt,0,,,,,
player,201609120was,was,HopkDu00,punt_yds,0,,,,,
player,201609120was,was,HopkDu00,punt_yds_per_punt,,,,,,
player,201609120was,was,HopkDu00,punt_long,0,,,,,
player,201609120was,was,WayxTr00,xpm,,,,,,
player,201609120was,was,WayxTr00,xpa,,,,,,
player,201609120was,was,WayxTr00,fgm,,,,,,
player,201609120was,was,WayxTr00,fga,,,,,,
player,201609120was,was,WayxTr00,punt,1,,,,,
player,201609120was,was,WayxTr00,punt_yds,27,,,,,
player,201609120was,was,WayxTr00,punt_yds_per_punt,27.0,,,,,
player,201609120was,was,WayxTr00,punt_long,27,,,,,
player,201609120was,was,MoseMo00,pos,T,,,,,
player,201609120was,was,MoseMo00,offense,58,,,,,
player,201609120was,was,MoseMo00,off_pct,100%,,,,,
player,201609120was,was,MoseMo00,defense,0,,,,,
player,201609120was,was,MoseMo00,def_pct,0%,,,,,
player,201609120was,was,MoseMo00,special_teams,4,,,,,
player,201609120was,was,MoseMo00,st_pct,16%,,,,,
player,201609120was,was,ScheBr00,pos,G,,,,,
player,201609120was,was,ScheBr00,offense,58,,,,,
player,201609120was,was,ScheBr00,off_pct,100%,,,,,
player,201609120was,was,ScheBr00,defense,0,,,,,
player,201609120was,was,ScheBr00,def_pct,0%,,,,,
player,201609120was,was,ScheBr00,special_teams,4,,,,,
player,201609120was,was,ScheBr00,st_pct,16%,,,,,
player,201609120was,was,LauvSh20,pos,G,,,,,
player,201609120was,was,LauvSh20,offense,58,,,,,
player,201609120was,was,LauvSh20,off_pct,100%,,,,,
player,201609120was,was,LauvSh20,defense,0,,,,,
player,201609120was,was,LauvSh20,def_pct,0%,,,,,
player,201609120was,was,LauvSh20,special_teams,4,,,,,
player,201609120was,was,LauvSh20,st_pct,16%,,,,,
player,201609120was,was,WillTr21,pos,T,,,,,
player,201609120was,was,WillTr21,offense,58,,,,,
player,201609120was,was,WillTr21,off_pct,100%,,,,,
player,201609120was,was,WillTr21,defense,0,,,,,
player,201609120was,was,WillTr21,def_pct,0%,,,,,
player,201609120was,was,WillTr21,special_teams,0,,,,,
player,201609120was,was,WillTr21,st_pct,0%,,,,,
player,201609120was,was,CousKi00,pos,QB,,,,,
player,201609120was,was,CousKi00,offense,58,,,,,
player,201609120was,was,CousKi00,off_pct,100%,,,,,
player,201609120was,was,CousKi00,defense,0,,,,,
player,201609120was,was,CousKi00,def_pct,0%,,,,,
player,201609120was,was,CousKi00,special_teams,0,,,,,
player,201609120was,was,CousKi00,st_pct,0%,,,,,
player,201609120was,was,LichKo20,pos,C,,,,,
player,201609120was,was,LichKo20,offense,58,,,,,
player,201609120was,was,LichKo20,off_pct,100%,,,,,
player,201609120was,was,LichKo20,defense,0,,,,,
player,201609120was,was,LichKo20,def_pct,0%,,,,,
player,201609120was,was,LichKo20,special_teams,0,,,,,
player,201609120was,was,LichKo20,st_pct,0%,,,,,
player,201609120was,was,ReedJo02,pos,TE,,,,,
player,201609120was,was,ReedJo02,offense,50,,,,,
player,201609120was,was,ReedJo02,off_pct,86%,,,,,
player,201609120was,was,ReedJo02,defense,0,,,,,
player,201609120was,was,ReedJo02,def_pct,0%,,,,,
player,201609120was,was,ReedJo02,special_teams,0,,,,,
player,201609120was,was,ReedJo02,st_pct,0%,,,,,
player,201609120was,was,JackDe00,pos,WR,,,,,
player,201609120was,was,JackDe00,offense,48,,,,,
player,201609120was,was,JackDe00,off_pct,83%,,,,,
player,201609120was,was,JackDe00,defense,0,,,,,
player,201609120was,was,JackDe00,def_pct,0%,,,,,
player,201609120was,was,JackDe00,special_teams,0,,,,,
player,201609120was,was,JackDe00,st_pct,0%,,,,,
player,201609120was,was,CrowJa00,pos,WR,,,,,
player,201609120was,was,CrowJa00,offense,47,,,,,
player,201609120was,was,CrowJa00,off_pct,81%,,,,,
player,201609120was,was,CrowJa00,defense,0,,,,,
player,201609120was,was,CrowJa00,def_pct,0%,,,,,
player,201609120was,was,CrowJa00,special_teams,2,,,,,
player,201609120was,was,CrowJa00,st_pct,8%,,,,,
player,201609120was,was,GarcPi00,pos,WR,,,,,
player,201609120was,was,GarcPi00,offense,40,,,,,
player,201609120was,was,GarcPi00,off_pct,69%,,,,,
player,201609120was,was,GarcPi00,defense,0,,,,,
player,201609120was,was,GarcPi00,def_pct,0%,,,,,
player,201609120was,was,GarcPi00,special_teams,0,,,,,
player,201609120was,was,GarcPi00,st_pct,0%,,,,,
player,201609120was,was,ThomCh03,pos,RB,,,,,
player,201609120was,was,ThomCh03,offense,39,,,,,
player,201609120was,was,ThomCh03,off_pct,67%,,,,,
player,201609120was,was,ThomCh03,defense,0,,,,,
player,201609120was,was,ThomCh03,def_pct,0%,,,,,
player,201609120was,was,ThomCh03,special_teams,7,,,,,
player,201609120was,was,ThomCh03,st_pct,28%,,,,,
player,201609120was,was,JoneMa04,pos,RB,,,,,
player,201609120was,was,JoneMa04,offense,19,,,,,
player,201609120was,was,JoneMa04,off_pct,33%,,,,,
player,201609120was,was,JoneMa04,defense,0,,,,,
player,201609120was,was,JoneMa04,def_pct,0%,,,,,
player,201609120was,was,JoneMa04,special_teams,0,,,,,
player,201609120was,was,JoneMa04,st_pct,0%,,,,,
player,201609120was,was,DaviVe00,pos,TE,,,,,
player,201609120was,was,DaviVe00,offense,19,,,,,
player,201609120was,was,DaviVe00,off_pct,33%,,,,,
player,201609120was,was,DaviVe00,defense,0,,,,,
player,201609120was,was,DaviVe00,def_pct,0%,,,,,
player,201609120was,was,DaviVe00,special_teams,0,,,,,
player,201609120was,was,DaviVe00,st_pct,0%,,,,,
player,201609120was,was,DoctJo00,pos,WR,,,,,
player,201609120was,was,DoctJo00,offense,12,,,,,
player,201609120was,was,DoctJo00,off_pct,21%,,,,,
player,201609120was,was,DoctJo00,defense,0,,,,,
player,201609120was,was,DoctJo00,def_pct,0%,,,,,
player,201609120was,was,DoctJo00,special_teams,0,,,,,
player,201609120was,was,DoctJo00,st_pct,0%,,,,,
player,201609120was,was,GranRy01,pos,WR,,,,,
player,201609120was,was,GranRy01,offense,10,,,,,
player,201609120was,was,GranRy01,off_pct,17%,,,,,
player,201609120was,was,GranRy01,defense,0,,,,,
player,201609120was,was,GranRy01,def_pct,0%,,,,,
player,201609120was,was,GranRy01,special_teams,7,,,,,
player,201609120was,was,GranRy01,st_pct,28%,,,,,
player,201609120was,was,PaulNi00,pos,TE,,,,,
player,201609120was,was,PaulNi00,offense,6,,,,,
player,201609120was,was,PaulNi00,off_pct,10%,,,,,
player,201609120was,was,PaulNi00,defense,0,,,,,
player,201609120was,was,PaulNi00,def_pct,0%,,,,,
player,201609120was,was,PaulNi00,special_teams,14,,,,,
player,201609120was,was,PaulNi00,st_pct,56%,,,,,
player,201609120was,was,NormJo01,pos,CB,,,,,
player,201609120was,was,NormJo01,offense,0,,,,,
player,201609120was,was,NormJo01,off_pct,0%,,,,,
player,201609120was,was,NormJo01,defense,68,,,,,
player,201609120was,was,NormJo01,def_pct,100%,,,,,
player,201609120was,was,NormJo01,special_teams,6,,,,,
player,201609120was,was,NormJo01,st_pct,24%,,,,,
player,201609120was,was,CompWi00,pos,LB,,,,,
player,201609120was,was,CompWi00,offense,0,,,,,
player,201609120was,was,CompWi00,off_pct,0%,,,,,
player,201609120was,was,CompWi00,defense,68,,,,,
player,201609120was,was,CompWi00,def_pct,100%,,,,,
player,201609120was,was,CompWi00,special_teams,6,,,,,
player,201609120was,was,CompWi00,st_pct,24%,,,,,
player,201609120was,was,HallDe99,pos,FS,,,,,
player,201609120was,was,HallDe99,offense,0,,,,,
player,201609120was,was,HallDe99,off_pct,0%,,,,,
player,201609120was,was,HallDe99,defense,68,,,,,
player,201609120was,was,HallDe99,def_pct,100%,,,,,
player,201609120was,was,HallDe99,special_teams,1,,,,,
player,201609120was,was,HallDe99,st_pct,4%,,,,,
player,201609120was,was,BreeBa00,pos,CB,,,,,
player,201609120was,was,BreeBa00,offense,0,,,,,
player,201609120was,was,BreeBa00,off_pct,0%,,,,,
player,201609120was,was,BreeBa00,defense,67,,,,,
player,201609120was,was,BreeBa00,def_pct,99%,,,,,
player,201609120was,was,BreeBa00,special_teams,7,,,,,
player,201609120was,was,BreeBa00,st_pct,28%,,,,,
player,201609120was,was,BrutDa99,pos,SS,,,,,
player,201609120was,was,BrutDa99,offense,0,,,,,
player,201609120was,was,BrutDa99,off_pct,0%,,,,,
player,201609120was,was,BrutDa99,defense,66,,,,,
player,201609120was,was,BrutDa99,def_pct,97%,,,,,
player,201609120was,was,BrutDa99,special_teams,7,,,,,
player,201609120was,was,BrutDa99,st_pct,28%,,,,,
player,201609120was,was,KerrRy00,pos,LB,,,,,
player,201609120was,was,KerrRy00,offense,0,,,,,
player,201609120was,was,KerrRy00,off_pct,0%,,,,,
player,201609120was,was,KerrRy00,defense,60,,,,,
player,201609120was,was,KerrRy00,def_pct,88%,,,,,
player,201609120was,was,KerrRy00,special_teams,6,,,,,
player,201609120was,was,KerrRy00,st_pct,24%,,,,,
player,201609120was,was,SmitPr00,pos,LB,,,,,
player,201609120was,was,SmitPr00,offense,0,,,,,
player,201609120was,was,SmitPr00,off_pct,0%,,,,,
player,201609120was,was,SmitPr00,defense,59,,,,,
player,201609120was,was,SmitPr00,def_pct,87%,,,,,
player,201609120was,was,SmitPr00,special_teams,7,,,,,
player,201609120was,was,SmitPr00,st_pct,28%,,,,,
player,201609120was,was,FostMa00,pos,LB,,,,,
player,201609120was,was,FostMa00,offense,0,,,,,
player,201609120was,was,FostMa00,off_pct,0%,,,,,
player,201609120was,was,FostMa00,defense,51,,,,,
player,201609120was,was,FostMa00,def_pct,75%,,,,,
player,201609120was,was,FostMa00,special_teams,14,,,,,
player,201609120was,was,FostMa00,st_pct,56%,,,,,
player,201609120was,was,BakeCh99,pos,DE,,,,,
player,201609120was,was,BakeCh99,offense,0,,,,,
player,201609120was,was,BakeCh99,off_pct,0%,,,,,
player,201609120was,was,BakeCh99,defense,50,,,,,
player,201609120was,was,BakeCh99,def_pct,74%,,,,,
player,201609120was,was,BakeCh99,special_teams,0,,,,,
player,201609120was,was,BakeCh99,st_pct,0%,,,,,
player,201609120was,was,PhilDa00,pos,CB,,,,,
player,201609120was,was,PhilDa00,offense,0,,,,,
player,201609120was,was,PhilDa00,off_pct,0%,,,,,
player,201609120was,was,PhilDa00,defense,46,,,,,
player,201609120was,was,PhilDa00,def_pct,68%,,,,,
player,201609120was,was,PhilDa00,special_teams,5,,,,,
player,201609120was,was,PhilDa00,st_pct,20%,,,,,
player,201609120was,was,HoodEv99,pos,DE,,,,,
player,201609120was,was,HoodEv99,offense,0,,,,,
player,201609120was,was,HoodEv99,off_pct,0%,,,,,
player,201609120was,was,HoodEv99,defense,40,,,,,
player,201609120was,was,HoodEv99,def_pct,59%,,,,,
player,201609120was,was,HoodEv99,special_teams,4,,,,,
player,201609120was,was,HoodEv99,st_pct,16%,,,,,
player,201609120was,was,GolsKe20,pos,NT,,,,,
player,201609120was,was,GolsKe20,offense,0,,,,,
player,201609120was,was,GolsKe20,off_pct,0%,,,,,
player,201609120was,was,GolsKe20,defense,28,,,,,
player,201609120was,was,GolsKe20,def_pct,41%,,,,,
player,201609120was,was,GolsKe20,special_teams,10,,,,,
player,201609120was,was,GolsKe20,st_pct,40%,,,,,
player,201609120was,was,JeanRi99,pos,DE,,,,,
player,201609120was,was,JeanRi99,offense,0,,,,,
player,201609120was,was,JeanRi99,off_pct,0%,,,,,
player,201609120was,was,JeanRi99,defense,22,,,,,
player,201609120was,was,JeanRi99,def_pct,32%,,,,,
player,201609120was,was,JeanRi99,special_teams,6,,,,,
player,201609120was,was,JeanRi99,st_pct,24%,,,,,
player,201609120was,was,CravSu00,pos,S,,,,,
player,201609120was,was,CravSu00,offense,0,,,,,
player,201609120was,was,CravSu00,off_pct,0%,,,,,
player,201609120was,was,CravSu00,defense,18,,,,,
player,201609120was,was,CravSu00,def_pct,26%,,,,,
player,201609120was,was,CravSu00,special_teams,14,,,,,
player,201609120was,was,CravSu00,st_pct,56%,,,,,
player,201609120was,was,ReyeKe00,pos,DE,,,,,
player,201609120was,was,ReyeKe00,offense,0,,,,,
player,201609120was,was,ReyeKe00,off_pct,0%,,,,,
player,201609120was,was,ReyeKe00,defense,18,,,,,
player,201609120was,was,ReyeKe00,def_pct,26%,,,,,
player,201609120was,was,ReyeKe00,special_teams,6,,,,,
player,201609120was,was,ReyeKe00,st_pct,24%,,,,,
player,201609120was,was,MurpTr00,pos,LB,,,,,
player,201609120was,was,MurpTr00,offense,0,,,,,
player,201609120was,was,MurpTr00,off_pct,0%,,,,,
player,201609120was,was,MurpTr00,defense,15,,,,,
player,201609120was,was,MurpTr00,def_pct,22%,,,,,
player,201609120was,was,MurpTr00,special_teams,14,,,,,
player,201609120was,was,MurpTr00,st_pct,56%,,,,,
player,201609120was,was,BateHo00,pos,LB,,,,,
player,201609120was,was,BateHo00,offense,0,,,,,
player,201609120was,was,BateHo00,off_pct,0%,,,,,
player,201609120was,was,BateHo00,defense,2,,,,,
player,201609120was,was,BateHo00,def_pct,3%,,,,,
player,201609120was,was,BateHo00,special_teams,21,,,,,
player,201609120was,was,BateHo00,st_pct,84%,,,,,
player,201609120was,was,ToleGr99,pos,CB,,,,,
player,201609120was,was,ToleGr99,offense,0,,,,,
player,201609120was,was,ToleGr99,off_pct,0%,,,,,
player,201609120was,was,ToleGr99,defense,2,,,,,
player,201609120was,was,ToleGr99,def_pct,3%,,,,,
player,201609120was,was,ToleGr99,special_teams,6,,,,,
player,201609120was,was,ToleGr99,st_pct,24%,,,,,
player,201609120was,was,SpaiMa00,pos,LB,,,,,
player,201609120was,was,SpaiMa00,offense,0,,,,,
player,201609120was,was,SpaiMa00,off_pct,0%,,,,,
player,201609120was,was,SpaiMa00,defense,0,,,,,
player,201609120was,was,SpaiMa00,def_pct,0%,,,,,
player,201609120was,was,SpaiMa00,special_teams,15,,,,,
player,201609120was,was,SpaiMa00,st_pct,60%,,,,,
player,201609120was,was,EverDe01,pos,FS,,,,,
player,201609120was,was,EverDe01,offense,0,,,,,
player,201609120was,was,EverDe01,off_pct,0%,,,,,
player,201609120was,was,EverDe01,defense,0,,,,,
player,201609120was,was,EverDe01,def_pct,0%,,,,,
player,201609120was,was,EverDe01,special_teams,15,,,,,
player,201609120was,was,EverDe01,st_pct,60%,,,,,
player,201609120was,was,GarvTe00,pos,LB,,,,,
player,201609120was,was,GarvTe00,offense,0,,,,,
player,201609120was,was,GarvTe00,off_pct,0%,,,,,
player,201609120was,was,GarvTe00,defense,0,,,,,
player,201609120was,was,GarvTe00,def_pct,0%,,,,,
player,201609120was,was,GarvTe00,special_teams,15,,,,,
player,201609120was,was,GarvTe00,st_pct,60%,,,,,
player,201609120was,was,BlacWi20,pos,FS,,,,,
player,201609120was,was,BlacWi20,offense,0,,,,,
player,201609120was,was,BlacWi20,off_pct,0%,,,,,
player,201609120was,was,BlacWi20,defense,0,,,,,
player,201609120was,was,BlacWi20,def_pct,0%,,,,,
player,201609120was,was,BlacWi20,special_teams,13,,,,,
player,201609120was,was,BlacWi20,st_pct,52%,,,,,
player,201609120was,was,HopkDu00,pos,K,,,,,
player,201609120was,was,HopkDu00,offense,0,,,,,
player,201609120was,was,HopkDu00,off_pct,0%,,,,,
player,201609120was,was,HopkDu00,defense,0,,,,,
player,201609120was,was,HopkDu00,def_pct,0%,,,,,
player,201609120was,was,HopkDu00,special_teams,9,,,,,
player,201609120was,was,HopkDu00,st_pct,36%,,,,,
player,201609120was,was,DunbQu00,pos,CB,,,,,
player,201609120was,was,DunbQu00,offense,0,,,,,
player,201609120was,was,DunbQu00,off_pct,0%,,,,,
player,201609120was,was,DunbQu00,defense,0,,,,,
player,201609120was,was,DunbQu00,def_pct,0%,,,,,
player,201609120was,was,DunbQu00,special_teams,8,,,,,
player,201609120was,was,DunbQu00,st_pct,32%,,,,,
player,201609120was,was,SundNi00,pos,LS,,,,,
player,201609120was,was,SundNi00,offense,0,,,,,
player,201609120was,was,SundNi00,off_pct,0%,,,,,
player,201609120was,was,SundNi00,defense,0,,,,,
player,201609120was,was,SundNi00,def_pct,0%,,,,,
player,201609120was,was,SundNi00,special_teams,5,,,,,
player,201609120was,was,SundNi00,st_pct,20%,,,,,
player,201609120was,was,WayxTr00,pos,P,,,,,
player,201609120was,was,WayxTr00,offense,0,,,,,
player,201609120was,was,WayxTr00,off_pct,0%,,,,,
player,201609120was,was,WayxTr00,defense,0,,,,,
player,201609120was,was,WayxTr00,def_pct,0%,,,,,
player,201609120was,was,WayxTr00,special_teams,5,,,,,
player,201609120was,was,WayxTr00,st_pct,20%,,,,,
player,201609120was,was,NsekTy00,pos,T,,,,,
player,201609120was,was,NsekTy00,offense,0,,,,,
player,201609120was,was,NsekTy00,off_pct,0%,,,,,
player,201609120was,was,NsekTy00,defense,0,,,,,
player,201609120was,was,NsekTy00,def_pct,0%,,,,,
player,201609120was,was,NsekTy00,special_teams,4,,,,,
player,201609120was,was,NsekTy00,st_pct,16%,,,,,
player,201609120was,was,LongSp00,pos,G,,,,,
player,201609120was,was,LongSp00,offense,0,,,,,
player,201609120was,was,LongSp00,off_pct,0%,,,,,
player,201609120was,was,LongSp00,defense,0,,,,,
player,201609120was,was,LongSp00,def_pct,0%,,,,,
player,201609120was,was,LongSp00,special_teams,4,,,,,
player,201609120was,was,LongSp00,st_pct,16%,,,,,
player,201609120was,pit,JameJe00,pos,TE,,,,,
player,201609120was,pit,JameJe00,offense,68,,,,,
player,201609120was,pit,JameJe00,off_pct,100%,,,,,
player,201609120was,pit,JameJe00,defense,0,,,,,
player,201609120was,pit,JameJe00,def_pct,0%,,,,,
player,201609120was,pit,JameJe00,special_teams,11,,,,,
player,201609120was,pit,JameJe00,st_pct,44%,,,,,
player,201609120was,pit,FostRa21,pos,G,,,,,
player,201609120was,pit,FostRa21,offense,68,,,,,
player,201609120was,pit,FostRa21,off_pct,100%,,,,,
player,201609120was,pit,FostRa21,defense,0,,,,,
player,201609120was,pit,FostRa21,def_pct,0%,,,,,
player,201609120was,pit,FostRa21,special_teams,6,,,,,
player,201609120was,pit,FostRa21,st_pct,24%,,,,,
player,201609120was,pit,DeCaDa00,pos,G,,,,,
player,201609120was,pit,DeCaDa00,offense,68,,,,,
player,201609120was,pit,DeCaDa00,off_pct,100%,,,,,
player,201609120was,pit,DeCaDa00,defense,0,,,,,
player,201609120was,pit,DeCaDa00,def_pct,0%,,,,,
player,201609120was,pit,DeCaDa00,special_teams,6,,,,,
player,201609120was,pit,DeCaDa00,st_pct,24%,,,,,
player,201609120was,pit,VillAl00,pos,T,,,,,
player,201609120was,pit,VillAl00,offense,68,,,,,
player,201609120was,pit,VillAl00,off_pct,100%,,,,,
player,201609120was,pit,VillAl00,defense,0,,,,,
player,201609120was,pit,VillAl00,def_pct,0%,,,,,
player,201609120was,pit,VillAl00,special_teams,6,,,,,
player,201609120was,pit,VillAl00,st_pct,24%,,,,,
player,201609120was,pit,PounMa20,pos,C,,,,,
player,201609120was,pit,PounMa20,offense,68,,,,,
player,201609120was,pit,PounMa20,off_pct,100%,,,,,
player,201609120was,pit,PounMa20,defense,0,,,,,
player,201609120was,pit,PounMa20,def_pct,0%,,,,,
player,201609120was,pit,PounMa20,special_teams,0,,,,,
player,201609120was,pit,PounMa20,st_pct,0%,,,,,
player,201609120was,pit,GilbMa00,pos,T,,,,,
player,201609120was,pit,GilbMa00,offense,68,,,,,
player,201609120was,pit,GilbMa00,off_pct,100%,,,,,
player,201609120was,pit,GilbMa00,defense,0,,,,,
player,201609120was,pit,GilbMa00,def_pct,0%,,,,,
player,201609120was,pit,GilbMa00,special_teams,0,,,,,
player,201609120was,pit,GilbMa00,st_pct,0%,,,,,
player,201609120was,pit,RoetBe00,pos,QB,,,,,
player,201609120was,pit,RoetBe00,offense,68,,,,,
player,201609120was,pit,RoetBe00,off_pct,100%,,,,,
player,201609120was,pit,RoetBe00,defense,0,,,,,
player,201609120was,pit,RoetBe00,def_pct,0%,,,,,
player,201609120was,pit,RoetBe00,special_teams,0,,,,,
player,201609120was,pit,RoetBe00,st_pct,0%,,,,,
player,201609120was,pit,BrowAn04,pos,WR,,,,,
player,201609120was,pit,BrowAn04,offense,66,,,,,
player,201609120was,pit,BrowAn04,off_pct,97%,,,,,
player,201609120was,pit,BrowAn04,defense,0,,,,,
player,201609120was,pit,BrowAn04,def_pct,0%,,,,,
player,201609120was,pit,BrowAn04,special_teams,0,,,,,
player,201609120was,pit,BrowAn04,st_pct,0%,,,,,
player,201609120was,pit,WillDe02,pos,RB,,,,,
player,201609120was,pit,WillDe02,offense,56,,,,,
player,201609120was,pit,WillDe02,off_pct,82%,,,,,
player,201609120was,pit,WillDe02,defense,0,,,,,
player,201609120was,pit,WillDe02,def_pct,0%,,,,,
player,201609120was,pit,WillDe02,special_teams,0,,,,,
player,201609120was,pit,WillDe02,st_pct,0%,,,,,
player,201609120was,pit,RogeEl00,pos,WR,,,,,
player,201609120was,pit,RogeEl00,offense,47,,,,,
player,201609120was,pit,RogeEl00,off_pct,69%,,,,,
player,201609120was,pit,RogeEl00,defense,0,,,,,
player,201609120was,pit,RogeEl00,def_pct,0%,,,,,
player,201609120was,pit,RogeEl00,special_teams,1,,,,,
player,201609120was,pit,RogeEl00,st_pct,4%,,,,,
player,201609120was,pit,CoatSa00,pos,WR,,,,,
player,201609120was,pit,CoatSa00,offense,44,,,,,
player,201609120was,pit,CoatSa00,off_pct,65%,,,,,
player,201609120was,pit,CoatSa00,defense,0,,,,,
player,201609120was,pit,CoatSa00,def_pct,0%,,,,,
player,201609120was,pit,CoatSa00,special_teams,11,,,,,
player,201609120was,pit,CoatSa00,st_pct,44%,,,,,
player,201609120was,pit,JohnDa05,pos,TE,,,,,
player,201609120was,pit,JohnDa05,offense,17,,,,,
player,201609120was,pit,JohnDa05,off_pct,25%,,,,,
player,201609120was,pit,JohnDa05,defense,0,,,,,
player,201609120was,pit,JohnDa05,def_pct,0%,,,,,
player,201609120was,pit,JohnDa05,special_teams,0,,,,,
player,201609120was,pit,JohnDa05,st_pct,0%,,,,,
player,201609120was,pit,GrimXa00,pos,TE,,,,,
player,201609120was,pit,GrimXa00,offense,16,,,,,
player,201609120was,pit,GrimXa00,off_pct,24%,,,,,
player,201609120was,pit,GrimXa00,defense,0,,,,,
player,201609120was,pit,GrimXa00,def_pct,0%,,,,,
player,201609120was,pit,GrimXa00,special_teams,0,,,,,
player,201609120was,pit,GrimXa00,st_pct,0%,,,,,
player,201609120was,pit,HeywDa00,pos,WR,,,,,
player,201609120was,pit,HeywDa00,offense,15,,,,,
player,201609120was,pit,HeywDa00,off_pct,22%,,,,,
player,201609120was,pit,HeywDa00,defense,0,,,,,
player,201609120was,pit,HeywDa00,def_pct,0%,,,,,
player,201609120was,pit,HeywDa00,special_teams,10,,,,,
player,201609120was,pit,HeywDa00,st_pct,40%,,,,,
player,201609120was,pit,TousFi00,pos,RB,,,,,
player,201609120was,pit,TousFi00,offense,8,,,,,
player,201609120was,pit,TousFi00,off_pct,12%,,,,,
player,201609120was,pit,TousFi00,defense,0,,,,,
player,201609120was,pit,TousFi00,def_pct,0%,,,,,
player,201609120was,pit,TousFi00,special_teams,6,,,,,
player,201609120was,pit,TousFi00,st_pct,24%,,,,,
player,201609120was,pit,RichDa00,pos,RB,,,,,
player,201609120was,pit,RichDa00,offense,2,,,,,
player,201609120was,pit,RichDa00,off_pct,3%,,,,,
player,201609120was,pit,RichDa00,defense,0,,,,,
player,201609120was,pit,RichDa00,def_pct,0%,,,,,
player,201609120was,pit,RichDa00,special_teams,2,,,,,
player,201609120was,pit,RichDa00,st_pct,8%,,,,,
player,201609120was,pit,TimmLa99,pos,LB,,,,,
player,201609120was,pit,TimmLa99,offense,1,,,,,
player,201609120was,pit,TimmLa99,off_pct,1%,,,,,
player,201609120was,pit,TimmLa99,defense,53,,,,,
player,201609120was,pit,TimmLa99,def_pct,91%,,,,,
player,201609120was,pit,TimmLa99,special_teams,4,,,,,
player,201609120was,pit,TimmLa99,st_pct,16%,,,,,
player,201609120was,pit,GoldRo00,pos,FS,,,,,
player,201609120was,pit,GoldRo00,offense,0,,,,,
player,201609120was,pit,GoldRo00,off_pct,0%,,,,,
player,201609120was,pit,GoldRo00,defense,58,,,,,
player,201609120was,pit,GoldRo00,def_pct,100%,,,,,
player,201609120was,pit,GoldRo00,special_teams,7,,,,,
player,201609120was,pit,GoldRo00,st_pct,28%,,,,,
player,201609120was,pit,CockRo00,pos,CB,,,,,
player,201609120was,pit,CockRo00,offense,0,,,,,
player,201609120was,pit,CockRo00,off_pct,0%,,,,,
player,201609120was,pit,CockRo00,defense,58,,,,,
player,201609120was,pit,CockRo00,def_pct,100%,,,,,
player,201609120was,pit,CockRo00,special_teams,3,,,,,
player,201609120was,pit,CockRo00,st_pct,12%,,,,,
player,201609120was,pit,MitcMi99,pos,FS,,,,,
player,201609120was,pit,MitcMi99,offense,0,,,,,
player,201609120was,pit,MitcMi99,off_pct,0%,,,,,
player,201609120was,pit,MitcMi99,defense,57,,,,,
player,201609120was,pit,MitcMi99,def_pct,98%,,,,,
player,201609120was,pit,MitcMi99,special_teams,4,,,,,
player,201609120was,pit,MitcMi99,st_pct,16%,,,,,
player,201609120was,pit,GayxWi99,pos,CB,,,,,
player,201609120was,pit,GayxWi99,offense,0,,,,,
player,201609120was,pit,GayxWi99,off_pct,0%,,,,,
player,201609120was,pit,GayxWi99,defense,57,,,,,
player,201609120was,pit,GayxWi99,def_pct,98%,,,,,
player,201609120was,pit,GayxWi99,special_teams,4,,,,,
player,201609120was,pit,GayxWi99,st_pct,16%,,,,,
player,201609120was,pit,TuitSt00,pos,DE,,,,,
player,201609120was,pit,TuitSt00,offense,0,,,,,
player,201609120was,pit,TuitSt00,off_pct,0%,,,,,
player,201609120was,pit,TuitSt00,defense,47,,,,,
player,201609120was,pit,TuitSt00,def_pct,81%,,,,,
player,201609120was,pit,TuitSt00,special_teams,8,,,,,
player,201609120was,pit,TuitSt00,st_pct,32%,,,,,
player,201609120was,pit,DaviSe00,pos,FS,,,,,
player,201609120was,pit,DaviSe00,offense,0,,,,,
player,201609120was,pit,DaviSe00,off_pct,0%,,,,,
player,201609120was,pit,DaviSe00,defense,46,,,,,
player,201609120was,pit,DaviSe00,def_pct,79%,,,,,
player,201609120was,pit,DaviSe00,special_teams,14,,,,,
player,201609120was,pit,DaviSe00,st_pct,56%,,,,,
player,201609120was,pit,ShazRy00,pos,LB,,,,,
player,201609120was,pit,ShazRy00,offense,0,,,,,
player,201609120was,pit,ShazRy00,off_pct,0%,,,,,
player,201609120was,pit,ShazRy00,defense,44,,,,,
player,201609120was,pit,ShazRy00,def_pct,76%,,,,,
player,201609120was,pit,ShazRy00,special_teams,4,,,,,
player,201609120was,pit,ShazRy00,st_pct,16%,,,,,
player,201609120was,pit,HeywCa01,pos,DE,,,,,
player,201609120was,pit,HeywCa01,offense,0,,,,,
player,201609120was,pit,HeywCa01,off_pct,0%,,,,,
player,201609120was,pit,HeywCa01,defense,43,,,,,
player,201609120was,pit,HeywCa01,def_pct,74%,,,,,
player,201609120was,pit,HeywCa01,special_teams,10,,,,,
player,201609120was,pit,HeywCa01,st_pct,40%,,,,,
player,201609120was,pit,JoneJa05,pos,LB,,,,,
player,201609120was,pit,JoneJa05,offense,0,,,,,
player,201609120was,pit,JoneJa05,off_pct,0%,,,,,
player,201609120was,pit,JoneJa05,defense,42,,,,,
player,201609120was,pit,JoneJa05,def_pct,72%,,,,,
player,201609120was,pit,JoneJa05,special_teams,1,,,,,
