game,2016,9,20161106,201611060gnb,clt,"Indianapolis Colts",31,gnb,"Green Bay Packers",26
player,201611060gnb,gnb,AlliGe01,pass_rating,,,,,,
player,201611060gnb,gnb,AlliGe01,rush_att,0,,,,,
player,201611060gnb,gnb,AlliGe01,rush_yds,0,,,,,
player,201611060gnb,gnb,AlliGe01,rush_td,0,,,,,
player,201611060gnb,gnb,AlliGe01,rush_long,0,,,,,
player,201611060gnb,gnb,AlliGe01,targets,1,,,,,
player,201611060gnb,gnb,AlliGe01,rec,0,,,,,
player,201611060gnb,gnb,AlliGe01,rec_yds,0,,,,,
player,201611060gnb,gnb,AlliGe01,rec_td,0,,,,,
player,201611060gnb,gnb,AlliGe01,rec_long,0,,,,,
player,201611060gnb,gnb,AlliGe01,fumbles,0,,,,,
player,201611060gnb,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201611060gnb,clt,ButlDa99,def_int,1,,,,,
player,201611060gnb,clt,ButlDa99,def_int_yds,0,,,,,
player,201611060gnb,clt,ButlDa99,def_int_td,0,,,,,
player,201611060gnb,clt,ButlDa99,def_int_long,0,,,,,
player,201611060gnb,clt,ButlDa99,pass_defended,1,,,,,
player,201611060gnb,clt,ButlDa99,sacks,0.0,,,,,
player,201611060gnb,clt,ButlDa99,tackles_combined,2,,,,,
player,201611060gnb,clt,ButlDa99,tackles_solo,1,,,,,
player,201611060gnb,clt,ButlDa99,tackles_assists,1,,,,,
player,201611060gnb,clt,ButlDa99,tackles_loss,0,,,,,
player,201611060gnb,clt,ButlDa99,qb_hits,0,,,,,
player,201611060gnb,clt,ButlDa99,fumbles_rec,0,,,,,
player,201611060gnb,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,ButlDa99,fumbles_forced,0,,,,,
player,201611060gnb,clt,ParrDa00,def_int,0,,,,,
player,201611060gnb,clt,ParrDa00,def_int_yds,0,,,,,
player,201611060gnb,clt,ParrDa00,def_int_td,0,,,,,
player,201611060gnb,clt,ParrDa00,def_int_long,0,,,,,
player,201611060gnb,clt,ParrDa00,pass_defended,0,,,,,
player,201611060gnb,clt,ParrDa00,sacks,1.0,,,,,
player,201611060gnb,clt,ParrDa00,tackles_combined,4,,,,,
player,201611060gnb,clt,ParrDa00,tackles_solo,4,,,,,
player,201611060gnb,clt,ParrDa00,tackles_assists,0,,,,,
player,201611060gnb,clt,ParrDa00,tackles_loss,1,,,,,
player,201611060gnb,clt,ParrDa00,qb_hits,1,,,,,
player,201611060gnb,clt,ParrDa00,fumbles_rec,0,,,,,
player,201611060gnb,clt,ParrDa00,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,ParrDa00,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,ParrDa00,fumbles_forced,0,,,,,
player,201611060gnb,clt,EdwaLa00,def_int,0,,,,,
player,201611060gnb,clt,EdwaLa00,def_int_yds,0,,,,,
player,201611060gnb,clt,EdwaLa00,def_int_td,0,,,,,
player,201611060gnb,clt,EdwaLa00,def_int_long,0,,,,,
player,201611060gnb,clt,EdwaLa00,pass_defended,0,,,,,
player,201611060gnb,clt,EdwaLa00,sacks,1.0,,,,,
player,201611060gnb,clt,EdwaLa00,tackles_combined,1,,,,,
player,201611060gnb,clt,EdwaLa00,tackles_solo,1,,,,,
player,201611060gnb,clt,EdwaLa00,tackles_assists,0,,,,,
player,201611060gnb,clt,EdwaLa00,tackles_loss,1,,,,,
player,201611060gnb,clt,EdwaLa00,qb_hits,1,,,,,
player,201611060gnb,clt,EdwaLa00,fumbles_rec,0,,,,,
player,201611060gnb,clt,EdwaLa00,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,EdwaLa00,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,EdwaLa00,fumbles_forced,0,,,,,
player,201611060gnb,clt,WaldEr99,def_int,0,,,,,
player,201611060gnb,clt,WaldEr99,def_int_yds,0,,,,,
player,201611060gnb,clt,WaldEr99,def_int_td,0,,,,,
player,201611060gnb,clt,WaldEr99,def_int_long,0,,,,,
player,201611060gnb,clt,WaldEr99,pass_defended,0,,,,,
player,201611060gnb,clt,WaldEr99,sacks,1.0,,,,,
player,201611060gnb,clt,WaldEr99,tackles_combined,1,,,,,
player,201611060gnb,clt,WaldEr99,tackles_solo,1,,,,,
player,201611060gnb,clt,WaldEr99,tackles_assists,0,,,,,
player,201611060gnb,clt,WaldEr99,tackles_loss,0,,,,,
player,201611060gnb,clt,WaldEr99,qb_hits,1,,,,,
player,201611060gnb,clt,WaldEr99,fumbles_rec,0,,,,,
player,201611060gnb,clt,WaldEr99,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,WaldEr99,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,WaldEr99,fumbles_forced,0,,,,,
player,201611060gnb,clt,GeatCl00,def_int,0,,,,,
player,201611060gnb,clt,GeatCl00,def_int_yds,0,,,,,
player,201611060gnb,clt,GeatCl00,def_int_td,0,,,,,
player,201611060gnb,clt,GeatCl00,def_int_long,0,,,,,
player,201611060gnb,clt,GeatCl00,pass_defended,1,,,,,
player,201611060gnb,clt,GeatCl00,sacks,0.0,,,,,
player,201611060gnb,clt,GeatCl00,tackles_combined,8,,,,,
player,201611060gnb,clt,GeatCl00,tackles_solo,7,,,,,
player,201611060gnb,clt,GeatCl00,tackles_assists,1,,,,,
player,201611060gnb,clt,GeatCl00,tackles_loss,0,,,,,
player,201611060gnb,clt,GeatCl00,qb_hits,0,,,,,
player,201611060gnb,clt,GeatCl00,fumbles_rec,0,,,,,
player,201611060gnb,clt,GeatCl00,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,GeatCl00,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,GeatCl00,fumbles_forced,0,,,,,
player,201611060gnb,clt,JackDQ20,def_int,0,,,,,
player,201611060gnb,clt,JackDQ20,def_int_yds,0,,,,,
player,201611060gnb,clt,JackDQ20,def_int_td,0,,,,,
player,201611060gnb,clt,JackDQ20,def_int_long,0,,,,,
player,201611060gnb,clt,JackDQ20,pass_defended,0,,,,,
player,201611060gnb,clt,JackDQ20,sacks,0.0,,,,,
player,201611060gnb,clt,JackDQ20,tackles_combined,7,,,,,
player,201611060gnb,clt,JackDQ20,tackles_solo,6,,,,,
player,201611060gnb,clt,JackDQ20,tackles_assists,1,,,,,
player,201611060gnb,clt,JackDQ20,tackles_loss,0,,,,,
player,201611060gnb,clt,JackDQ20,qb_hits,0,,,,,
player,201611060gnb,clt,JackDQ20,fumbles_rec,0,,,,,
player,201611060gnb,clt,JackDQ20,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,JackDQ20,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,JackDQ20,fumbles_forced,0,,,,,
player,201611060gnb,clt,GreeT.00,def_int,0,,,,,
player,201611060gnb,clt,GreeT.00,def_int_yds,0,,,,,
player,201611060gnb,clt,GreeT.00,def_int_td,0,,,,,
player,201611060gnb,clt,GreeT.00,def_int_long,0,,,,,
player,201611060gnb,clt,GreeT.00,pass_defended,0,,,,,
player,201611060gnb,clt,GreeT.00,sacks,0.0,,,,,
player,201611060gnb,clt,GreeT.00,tackles_combined,6,,,,,
player,201611060gnb,clt,GreeT.00,tackles_solo,5,,,,,
player,201611060gnb,clt,GreeT.00,tackles_assists,1,,,,,
player,201611060gnb,clt,GreeT.00,tackles_loss,0,,,,,
player,201611060gnb,clt,GreeT.00,qb_hits,1,,,,,
player,201611060gnb,clt,GreeT.00,fumbles_rec,0,,,,,
player,201611060gnb,clt,GreeT.00,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,GreeT.00,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,GreeT.00,fumbles_forced,0,,,,,
player,201611060gnb,clt,JoneAr22,def_int,0,,,,,
player,201611060gnb,clt,JoneAr22,def_int_yds,0,,,,,
player,201611060gnb,clt,JoneAr22,def_int_td,0,,,,,
player,201611060gnb,clt,JoneAr22,def_int_long,0,,,,,
player,201611060gnb,clt,JoneAr22,pass_defended,0,,,,,
player,201611060gnb,clt,JoneAr22,sacks,0.0,,,,,
player,201611060gnb,clt,JoneAr22,tackles_combined,6,,,,,
player,201611060gnb,clt,JoneAr22,tackles_solo,2,,,,,
player,201611060gnb,clt,JoneAr22,tackles_assists,4,,,,,
player,201611060gnb,clt,JoneAr22,tackles_loss,0,,,,,
player,201611060gnb,clt,JoneAr22,qb_hits,0,,,,,
player,201611060gnb,clt,JoneAr22,fumbles_rec,0,,,,,
player,201611060gnb,clt,JoneAr22,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,JoneAr22,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,JoneAr22,fumbles_forced,0,,,,,
player,201611060gnb,clt,DaviVo99,def_int,0,,,,,
player,201611060gnb,clt,DaviVo99,def_int_yds,0,,,,,
player,201611060gnb,clt,DaviVo99,def_int_td,0,,,,,
player,201611060gnb,clt,DaviVo99,def_int_long,0,,,,,
player,201611060gnb,clt,DaviVo99,pass_defended,0,,,,,
player,201611060gnb,clt,DaviVo99,sacks,0.0,,,,,
player,201611060gnb,clt,DaviVo99,tackles_combined,4,,,,,
player,201611060gnb,clt,DaviVo99,tackles_solo,4,,,,,
player,201611060gnb,clt,DaviVo99,tackles_assists,0,,,,,
player,201611060gnb,clt,DaviVo99,tackles_loss,0,,,,,
player,201611060gnb,clt,DaviVo99,qb_hits,0,,,,,
player,201611060gnb,clt,DaviVo99,fumbles_rec,0,,,,,
player,201611060gnb,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,DaviVo99,fumbles_forced,0,,,,,
player,201611060gnb,clt,JackEd00,def_int,0,,,,,
player,201611060gnb,clt,JackEd00,def_int_yds,0,,,,,
player,201611060gnb,clt,JackEd00,def_int_td,0,,,,,
player,201611060gnb,clt,JackEd00,def_int_long,0,,,,,
player,201611060gnb,clt,JackEd00,pass_defended,0,,,,,
player,201611060gnb,clt,JackEd00,sacks,0.0,,,,,
player,201611060gnb,clt,JackEd00,tackles_combined,4,,,,,
player,201611060gnb,clt,JackEd00,tackles_solo,3,,,,,
player,201611060gnb,clt,JackEd00,tackles_assists,1,,,,,
player,201611060gnb,clt,JackEd00,tackles_loss,0,,,,,
player,201611060gnb,clt,JackEd00,qb_hits,0,,,,,
player,201611060gnb,clt,JackEd00,fumbles_rec,0,,,,,
player,201611060gnb,clt,JackEd00,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,JackEd00,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,JackEd00,fumbles_forced,0,,,,,
player,201611060gnb,clt,MelvRa00,def_int,0,,,,,
player,201611060gnb,clt,MelvRa00,def_int_yds,0,,,,,
player,201611060gnb,clt,MelvRa00,def_int_td,0,,,,,
player,201611060gnb,clt,MelvRa00,def_int_long,0,,,,,
player,201611060gnb,clt,MelvRa00,pass_defended,1,,,,,
player,201611060gnb,clt,MelvRa00,sacks,0.0,,,,,
player,201611060gnb,clt,MelvRa00,tackles_combined,4,,,,,
player,201611060gnb,clt,MelvRa00,tackles_solo,4,,,,,
player,201611060gnb,clt,MelvRa00,tackles_assists,0,,,,,
player,201611060gnb,clt,MelvRa00,tackles_loss,1,,,,,
player,201611060gnb,clt,MelvRa00,qb_hits,0,,,,,
player,201611060gnb,clt,MelvRa00,fumbles_rec,0,,,,,
player,201611060gnb,clt,MelvRa00,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,MelvRa00,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,MelvRa00,fumbles_forced,0,,,,,
player,201611060gnb,clt,McNaJo00,def_int,0,,,,,
player,201611060gnb,clt,McNaJo00,def_int_yds,0,,,,,
player,201611060gnb,clt,McNaJo00,def_int_td,0,,,,,
player,201611060gnb,clt,McNaJo00,def_int_long,0,,,,,
player,201611060gnb,clt,McNaJo00,pass_defended,0,,,,,
player,201611060gnb,clt,McNaJo00,sacks,0.0,,,,,
player,201611060gnb,clt,McNaJo00,tackles_combined,2,,,,,
player,201611060gnb,clt,McNaJo00,tackles_solo,1,,,,,
player,201611060gnb,clt,McNaJo00,tackles_assists,1,,,,,
player,201611060gnb,clt,McNaJo00,tackles_loss,0,,,,,
player,201611060gnb,clt,McNaJo00,qb_hits,0,,,,,
player,201611060gnb,clt,McNaJo00,fumbles_rec,0,,,,,
player,201611060gnb,clt,McNaJo00,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,McNaJo00,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,McNaJo00,fumbles_forced,0,,,,,
player,201611060gnb,clt,RobiPa99,def_int,0,,,,,
player,201611060gnb,clt,RobiPa99,def_int_yds,0,,,,,
player,201611060gnb,clt,RobiPa99,def_int_td,0,,,,,
player,201611060gnb,clt,RobiPa99,def_int_long,0,,,,,
player,201611060gnb,clt,RobiPa99,pass_defended,0,,,,,
player,201611060gnb,clt,RobiPa99,sacks,0.0,,,,,
player,201611060gnb,clt,RobiPa99,tackles_combined,2,,,,,
player,201611060gnb,clt,RobiPa99,tackles_solo,2,,,,,
player,201611060gnb,clt,RobiPa99,tackles_assists,0,,,,,
player,201611060gnb,clt,RobiPa99,tackles_loss,0,,,,,
player,201611060gnb,clt,RobiPa99,qb_hits,0,,,,,
player,201611060gnb,clt,RobiPa99,fumbles_rec,0,,,,,
player,201611060gnb,clt,RobiPa99,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,RobiPa99,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,RobiPa99,fumbles_forced,0,,,,,
player,201611060gnb,clt,AyerAk00,def_int,0,,,,,
player,201611060gnb,clt,AyerAk00,def_int_yds,0,,,,,
player,201611060gnb,clt,AyerAk00,def_int_td,0,,,,,
player,201611060gnb,clt,AyerAk00,def_int_long,0,,,,,
player,201611060gnb,clt,AyerAk00,pass_defended,0,,,,,
player,201611060gnb,clt,AyerAk00,sacks,0.0,,,,,
player,201611060gnb,clt,AyerAk00,tackles_combined,1,,,,,
player,201611060gnb,clt,AyerAk00,tackles_solo,0,,,,,
player,201611060gnb,clt,AyerAk00,tackles_assists,1,,,,,
player,201611060gnb,clt,AyerAk00,tackles_loss,0,,,,,
player,201611060gnb,clt,AyerAk00,qb_hits,0,,,,,
player,201611060gnb,clt,AyerAk00,fumbles_rec,0,,,,,
player,201611060gnb,clt,AyerAk00,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,AyerAk00,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,AyerAk00,fumbles_forced,0,,,,,
player,201611060gnb,clt,MaggCu00,def_int,0,,,,,
player,201611060gnb,clt,MaggCu00,def_int_yds,0,,,,,
player,201611060gnb,clt,MaggCu00,def_int_td,0,,,,,
player,201611060gnb,clt,MaggCu00,def_int_long,0,,,,,
player,201611060gnb,clt,MaggCu00,pass_defended,0,,,,,
player,201611060gnb,clt,MaggCu00,sacks,0.0,,,,,
player,201611060gnb,clt,MaggCu00,tackles_combined,1,,,,,
player,201611060gnb,clt,MaggCu00,tackles_solo,1,,,,,
player,201611060gnb,clt,MaggCu00,tackles_assists,0,,,,,
player,201611060gnb,clt,MaggCu00,tackles_loss,0,,,,,
player,201611060gnb,clt,MaggCu00,qb_hits,0,,,,,
player,201611060gnb,clt,MaggCu00,fumbles_rec,0,,,,,
player,201611060gnb,clt,MaggCu00,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,MaggCu00,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,MaggCu00,fumbles_forced,0,,,,,
player,201611060gnb,clt,RidgHa00,def_int,0,,,,,
player,201611060gnb,clt,RidgHa00,def_int_yds,0,,,,,
player,201611060gnb,clt,RidgHa00,def_int_td,0,,,,,
player,201611060gnb,clt,RidgHa00,def_int_long,0,,,,,
player,201611060gnb,clt,RidgHa00,pass_defended,0,,,,,
player,201611060gnb,clt,RidgHa00,sacks,0.0,,,,,
player,201611060gnb,clt,RidgHa00,tackles_combined,1,,,,,
player,201611060gnb,clt,RidgHa00,tackles_solo,0,,,,,
player,201611060gnb,clt,RidgHa00,tackles_assists,1,,,,,
player,201611060gnb,clt,RidgHa00,tackles_loss,0,,,,,
player,201611060gnb,clt,RidgHa00,qb_hits,0,,,,,
player,201611060gnb,clt,RidgHa00,fumbles_rec,0,,,,,
player,201611060gnb,clt,RidgHa00,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,RidgHa00,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,RidgHa00,fumbles_forced,0,,,,,
player,201611060gnb,clt,SwooEr00,def_int,0,,,,,
player,201611060gnb,clt,SwooEr00,def_int_yds,,,,,,
player,201611060gnb,clt,SwooEr00,def_int_td,0,,,,,
player,201611060gnb,clt,SwooEr00,def_int_long,0,,,,,
player,201611060gnb,clt,SwooEr00,pass_defended,0,,,,,
player,201611060gnb,clt,SwooEr00,sacks,0.0,,,,,
player,201611060gnb,clt,SwooEr00,tackles_combined,1,,,,,
player,201611060gnb,clt,SwooEr00,tackles_solo,1,,,,,
player,201611060gnb,clt,SwooEr00,tackles_assists,0,,,,,
player,201611060gnb,clt,SwooEr00,tackles_loss,0,,,,,
player,201611060gnb,clt,SwooEr00,qb_hits,0,,,,,
player,201611060gnb,clt,SwooEr00,fumbles_rec,0,,,,,
player,201611060gnb,clt,SwooEr00,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,SwooEr00,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,SwooEr00,fumbles_forced,0,,,,,
player,201611060gnb,clt,WillFr05,def_int,0,,,,,
player,201611060gnb,clt,WillFr05,def_int_yds,0,,,,,
player,201611060gnb,clt,WillFr05,def_int_td,0,,,,,
player,201611060gnb,clt,WillFr05,def_int_long,0,,,,,
player,201611060gnb,clt,WillFr05,pass_defended,0,,,,,
player,201611060gnb,clt,WillFr05,sacks,0.0,,,,,
player,201611060gnb,clt,WillFr05,tackles_combined,1,,,,,
player,201611060gnb,clt,WillFr05,tackles_solo,1,,,,,
player,201611060gnb,clt,WillFr05,tackles_assists,0,,,,,
player,201611060gnb,clt,WillFr05,tackles_loss,0,,,,,
player,201611060gnb,clt,WillFr05,qb_hits,0,,,,,
player,201611060gnb,clt,WillFr05,fumbles_rec,0,,,,,
player,201611060gnb,clt,WillFr05,fumbles_rec_yds,0,,,,,
player,201611060gnb,clt,WillFr05,fumbles_rec_td,0,,,,,
player,201611060gnb,clt,WillFr05,fumbles_forced,0,,,,,
player,201611060gnb,gnb,ClinHa00,def_int,2,,,,,
player,201611060gnb,gnb,ClinHa00,def_int_yds,20,,,,,
player,201611060gnb,gnb,ClinHa00,def_int_td,0,,,,,
player,201611060gnb,gnb,ClinHa00,def_int_long,20,,,,,
player,201611060gnb,gnb,ClinHa00,pass_defended,2,,,,,
player,201611060gnb,gnb,ClinHa00,sacks,0.5,,,,,
player,201611060gnb,gnb,ClinHa00,tackles_combined,3,,,,,
player,201611060gnb,gnb,ClinHa00,tackles_solo,1,,,,,
player,201611060gnb,gnb,ClinHa00,tackles_assists,2,,,,,
player,201611060gnb,gnb,ClinHa00,tackles_loss,0,,,,,
player,201611060gnb,gnb,ClinHa00,qb_hits,1,,,,,
player,201611060gnb,gnb,ClinHa00,fumbles_rec,0,,,,,
player,201611060gnb,gnb,ClinHa00,fumbles_rec_yds,0,,,,,
player,201611060gnb,gnb,ClinHa00,fumbles_rec_td,0,,,,,
player,201611060gnb,gnb,ClinHa00,fumbles_forced,0,,,,,
player,201611060gnb,gnb,BurnMo99,def_int,0,,,,,
player,201611060gnb,gnb,BurnMo99,def_int_yds,0,,,,,
player,201611060gnb,gnb,BurnMo99,def_int_td,0,,,,,
player,201611060gnb,gnb,BurnMo99,def_int_long,0,,,,,
player,201611060gnb,gnb,BurnMo99,pass_defended,0,,,,,
player,201611060gnb,gnb,BurnMo99,sacks,1.0,,,,,
player,201611060gnb,gnb,BurnMo99,tackles_combined,6,,,,,
player,201611060gnb,gnb,BurnMo99,tackles_solo,3,,,,,
player,201611060gnb,gnb,BurnMo99,tackles_assists,3,,,,,
player,201611060gnb,gnb,BurnMo99,tackles_loss,1,,,,,
player,201611060gnb,gnb,BurnMo99,qb_hits,1,,,,,
player,201611060gnb,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201611060gnb,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201611060gnb,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201611060gnb,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201611060gnb,gnb,PerrNi00,def_int,0,,,,,
player,201611060gnb,gnb,PerrNi00,def_int_yds,0,,,,,
player,201611060gnb,gnb,PerrNi00,def_int_td,0,,,,,
player,201611060gnb,gnb,PerrNi00,def_int_long,0,,,,,
player,201611060gnb,gnb,PerrNi00,pass_defended,0,,,,,
player,201611060gnb,gnb,PerrNi00,sacks,0.5,,,,,
player,201611060gnb,gnb,PerrNi00,tackles_combined,4,,,,,
player,201611060gnb,gnb,PerrNi00,tackles_solo,1,,,,,
player,201611060gnb,gnb,PerrNi00,tackles_assists,3,,,,,
player,201611060gnb,gnb,PerrNi00,tackles_loss,0,,,,,
player,201611060gnb,gnb,PerrNi00,qb_hits,1,,,,,
player,201611060gnb,gnb,PerrNi00,fumbles_rec,0,,,,,
player,201611060gnb,gnb,PerrNi00,fumbles_rec_yds,0,,,,,
player,201611060gnb,gnb,PerrNi00,fumbles_rec_td,0,,,,,
player,201611060gnb,gnb,PerrNi00,fumbles_forced,0,,,,,
player,201611060gnb,gnb,RyanJa00,def_int,0,,,,,
player,201611060gnb,gnb,RyanJa00,def_int_yds,0,,,,,
player,201611060gnb,gnb,RyanJa00,def_int_td,0,,,,,
player,201611060gnb,gnb,RyanJa00,def_int_long,0,,,,,
player,201611060gnb,gnb,RyanJa00,pass_defended,1,,,,,
player,201611060gnb,gnb,RyanJa00,sacks,0.0,,,,,
player,201611060gnb,gnb,RyanJa00,tackles_combined,12,,,,,
player,201611060gnb,gnb,RyanJa00,tackles_solo,11,,,,,
player,201611060gnb,gnb,RyanJa00,tackles_assists,1,,,,,
player,201611060gnb,gnb,RyanJa00,tackles_loss,1,,,,,
player,201611060gnb,gnb,RyanJa00,qb_hits,1,,,,,
player,201611060gnb,gnb,RyanJa00,fumbles_rec,0,,,,,
player,201611060gnb,gnb,RyanJa00,fumbles_rec_yds,0,,,,,
player,201611060gnb,gnb,RyanJa00,fumbles_rec_td,0,,,,,
player,201611060gnb,gnb,RyanJa00,fumbles_forced,0,,,,,
player,201611060gnb,gnb,MartBl01,def_int,0,,,,,
player,201611060gnb,gnb,MartBl01,def_int_yds,0,,,,,
player,201611060gnb,gnb,MartBl01,def_int_td,0,,,,,
player,201611060gnb,gnb,MartBl01,def_int_long,0,,,,,
player,201611060gnb,gnb,MartBl01,pass_defended,0,,,,,
player,201611060gnb,gnb,MartBl01,sacks,0.0,,,,,
player,201611060gnb,gnb,MartBl01,tackles_combined,8,,,,,
player,201611060gnb,gnb,MartBl01,tackles_solo,5,,,,,
player,201611060gnb,gnb,MartBl01,tackles_assists,3,,,,,
player,201611060gnb,gnb,MartBl01,tackles_loss,0,,,,,
player,201611060gnb,gnb,MartBl01,qb_hits,0,,,,,
player,201611060gnb,gnb,MartBl01,fumbles_rec,0,,,,,
player,201611060gnb,gnb,MartBl01,fumbles_rec_yds,0,,,,,
player,201611060gnb,gnb,MartBl01,fumbles_rec_td,0,,,,,
player,201611060gnb,gnb,MartBl01,fumbles_forced,0,,,,,
player,201611060gnb,gnb,GuntLa00,def_int,0,,,,,
player,201611060gnb,gnb,GuntLa00,def_int_yds,0,,,,,
player,201611060gnb,gnb,GuntLa00,def_int_td,0,,,,,
player,201611060gnb,gnb,GuntLa00,def_int_long,0,,,,,
player,201611060gnb,gnb,GuntLa00,pass_defended,0,,,,,
player,201611060gnb,gnb,GuntLa00,sacks,0.0,,,,,
player,201611060gnb,gnb,GuntLa00,tackles_combined,6,,,,,
player,201611060gnb,gnb,GuntLa00,tackles_solo,6,,,,,
player,201611060gnb,gnb,GuntLa00,tackles_assists,0,,,,,
player,201611060gnb,gnb,GuntLa00,tackles_loss,0,,,,,
player,201611060gnb,gnb,GuntLa00,qb_hits,0,,,,,
player,201611060gnb,gnb,GuntLa00,fumbles_rec,0,,,,,
player,201611060gnb,gnb,GuntLa00,fumbles_rec_yds,0,,,,,
player,201611060gnb,gnb,GuntLa00,fumbles_rec_td,0,,,,,
player,201611060gnb,gnb,GuntLa00,fumbles_forced,0,,,,,
player,201611060gnb,gnb,FackKy00,def_int,0,,,,,
player,201611060gnb,gnb,FackKy00,def_int_yds,0,,,,,
player,201611060gnb,gnb,FackKy00,def_int_td,0,,,,,
player,201611060gnb,gnb,FackKy00,def_int_long,0,,,,,
player,201611060gnb,gnb,FackKy00,pass_defended,1,,,,,
player,201611060gnb,gnb,FackKy00,sacks,0.0,,,,,
player,201611060gnb,gnb,FackKy00,tackles_combined,3,,,,,
player,201611060gnb,gnb,FackKy00,tackles_solo,3,,,,,
player,201611060gnb,gnb,FackKy00,tackles_assists,0,,,,,
player,201611060gnb,gnb,FackKy00,tackles_loss,0,,,,,
player,201611060gnb,gnb,FackKy00,qb_hits,0,,,,,
player,201611060gnb,gnb,FackKy00,fumbles_rec,0,,,,,
player,201611060gnb,gnb,FackKy00,fumbles_rec_yds,0,,,,,
player,201611060gnb,gnb,FackKy00,fumbles_rec_td,0,,,,,
player,201611060gnb,gnb,FackKy00,fumbles_forced,0,,,,,
player,201611060gnb,gnb,GuioLe99,def_int,0,,,,,
player,201611060gnb,gnb,GuioLe99,def_int_yds,0,,,,,
player,201611060gnb,gnb,GuioLe99,def_int_td,0,,,,,
player,201611060gnb,gnb,GuioLe99,def_int_long,0,,,,,
player,201611060gnb,gnb,GuioLe99,pass_defended,0,,,,,
player,201611060gnb,gnb,GuioLe99,sacks,0.0,,,,,
player,201611060gnb,gnb,GuioLe99,tackles_combined,3,,,,,
player,201611060gnb,gnb,GuioLe99,tackles_solo,2,,,,,
player,201611060gnb,gnb,GuioLe99,tackles_assists,1,,,,,
player,201611060gnb,gnb,GuioLe99,tackles_loss,0,,,,,
player,201611060gnb,gnb,GuioLe99,qb_hits,0,,,,,
player,201611060gnb,gnb,GuioLe99,fumbles_rec,0,,,,,
player,201611060gnb,gnb,GuioLe99,fumbles_rec_yds,0,,,,,
player,201611060gnb,gnb,GuioLe99,fumbles_rec_td,0,,,,,
player,201611060gnb,gnb,GuioLe99,fumbles_forced,0,,,,,
player,201611060gnb,gnb,HydeMi00,def_int,0,,,,,
player,201611060gnb,gnb,HydeMi00,def_int_yds,0,,,,,
player,201611060gnb,gnb,HydeMi00,def_int_td,0,,,,,
player,201611060gnb,gnb,HydeMi00,def_int_long,0,,,,,
player,201611060gnb,gnb,HydeMi00,pass_defended,0,,,,,
player,201611060gnb,gnb,HydeMi00,sacks,0.0,,,,,
player,201611060gnb,gnb,HydeMi00,tackles_combined,3,,,,,
player,201611060gnb,gnb,HydeMi00,tackles_solo,3,,,,,
player,201611060gnb,gnb,HydeMi00,tackles_assists,0,,,,,
player,201611060gnb,gnb,HydeMi00,tackles_loss,1,,,,,
player,201611060gnb,gnb,HydeMi00,qb_hits,1,,,,,
player,201611060gnb,gnb,HydeMi00,fumbles_rec,0,,,,,
player,201611060gnb,gnb,HydeMi00,fumbles_rec_yds,0,,,,,
player,201611060gnb,gnb,HydeMi00,fumbles_rec_td,0,,,,,
player,201611060gnb,gnb,HydeMi00,fumbles_forced,0,,,,,
player,201611060gnb,gnb,RollQu00,def_int,0,,,,,
player,201611060gnb,gnb,RollQu00,def_int_yds,0,,,,,
