game,2016,3,20160925,201609250mia,cle,"Cleveland Browns",24,mia,"Miami Dolphins",30
player,201609250mia,cle,PoyeJo00,tackles_solo,10,,,,,
player,201609250mia,cle,PoyeJo00,tackles_assists,3,,,,,
player,201609250mia,cle,PoyeJo00,tackles_loss,0,,,,,
player,201609250mia,cle,PoyeJo00,qb_hits,0,,,,,
player,201609250mia,cle,PoyeJo00,fumbles_rec,0,,,,,
player,201609250mia,cle,PoyeJo00,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,PoyeJo00,fumbles_rec_td,0,,,,,
player,201609250mia,cle,PoyeJo00,fumbles_forced,0,,,,,
player,201609250mia,cle,KirkCh00,def_int,0,,,,,
player,201609250mia,cle,KirkCh00,def_int_yds,0,,,,,
player,201609250mia,cle,KirkCh00,def_int_td,0,,,,,
player,201609250mia,cle,KirkCh00,def_int_long,0,,,,,
player,201609250mia,cle,KirkCh00,pass_defended,0,,,,,
player,201609250mia,cle,KirkCh00,sacks,0.0,,,,,
player,201609250mia,cle,KirkCh00,tackles_combined,9,,,,,
player,201609250mia,cle,KirkCh00,tackles_solo,8,,,,,
player,201609250mia,cle,KirkCh00,tackles_assists,1,,,,,
player,201609250mia,cle,KirkCh00,tackles_loss,0,,,,,
player,201609250mia,cle,KirkCh00,qb_hits,1,,,,,
player,201609250mia,cle,KirkCh00,fumbles_rec,0,,,,,
player,201609250mia,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201609250mia,cle,KirkCh00,fumbles_forced,0,,,,,
player,201609250mia,cle,DaviDe00,def_int,0,,,,,
player,201609250mia,cle,DaviDe00,def_int_yds,0,,,,,
player,201609250mia,cle,DaviDe00,def_int_td,0,,,,,
player,201609250mia,cle,DaviDe00,def_int_long,0,,,,,
player,201609250mia,cle,DaviDe00,pass_defended,0,,,,,
player,201609250mia,cle,DaviDe00,sacks,0.0,,,,,
player,201609250mia,cle,DaviDe00,tackles_combined,4,,,,,
player,201609250mia,cle,DaviDe00,tackles_solo,3,,,,,
player,201609250mia,cle,DaviDe00,tackles_assists,1,,,,,
player,201609250mia,cle,DaviDe00,tackles_loss,0,,,,,
player,201609250mia,cle,DaviDe00,qb_hits,0,,,,,
player,201609250mia,cle,DaviDe00,fumbles_rec,0,,,,,
player,201609250mia,cle,DaviDe00,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,DaviDe00,fumbles_rec_td,0,,,,,
player,201609250mia,cle,DaviDe00,fumbles_forced,0,,,,,
player,201609250mia,cle,KindDe00,def_int,0,,,,,
player,201609250mia,cle,KindDe00,def_int_yds,0,,,,,
player,201609250mia,cle,KindDe00,def_int_td,0,,,,,
player,201609250mia,cle,KindDe00,def_int_long,0,,,,,
player,201609250mia,cle,KindDe00,pass_defended,0,,,,,
player,201609250mia,cle,KindDe00,sacks,0.0,,,,,
player,201609250mia,cle,KindDe00,tackles_combined,4,,,,,
player,201609250mia,cle,KindDe00,tackles_solo,3,,,,,
player,201609250mia,cle,KindDe00,tackles_assists,1,,,,,
player,201609250mia,cle,KindDe00,tackles_loss,0,,,,,
player,201609250mia,cle,KindDe00,qb_hits,0,,,,,
player,201609250mia,cle,KindDe00,fumbles_rec,0,,,,,
player,201609250mia,cle,KindDe00,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,KindDe00,fumbles_rec_td,0,,,,,
player,201609250mia,cle,KindDe00,fumbles_forced,0,,,,,
player,201609250mia,cle,OgbaEm00,def_int,0,,,,,
player,201609250mia,cle,OgbaEm00,def_int_yds,0,,,,,
player,201609250mia,cle,OgbaEm00,def_int_td,0,,,,,
player,201609250mia,cle,OgbaEm00,def_int_long,0,,,,,
player,201609250mia,cle,OgbaEm00,pass_defended,1,,,,,
player,201609250mia,cle,OgbaEm00,sacks,0.0,,,,,
player,201609250mia,cle,OgbaEm00,tackles_combined,3,,,,,
player,201609250mia,cle,OgbaEm00,tackles_solo,3,,,,,
player,201609250mia,cle,OgbaEm00,tackles_assists,0,,,,,
player,201609250mia,cle,OgbaEm00,tackles_loss,1,,,,,
player,201609250mia,cle,OgbaEm00,qb_hits,1,,,,,
player,201609250mia,cle,OgbaEm00,fumbles_rec,0,,,,,
player,201609250mia,cle,OgbaEm00,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,OgbaEm00,fumbles_rec_td,0,,,,,
player,201609250mia,cle,OgbaEm00,fumbles_forced,0,,,,,
player,201609250mia,cle,ShelDa01,def_int,0,,,,,
player,201609250mia,cle,ShelDa01,def_int_yds,0,,,,,
player,201609250mia,cle,ShelDa01,def_int_td,0,,,,,
player,201609250mia,cle,ShelDa01,def_int_long,0,,,,,
player,201609250mia,cle,ShelDa01,pass_defended,0,,,,,
player,201609250mia,cle,ShelDa01,sacks,0.0,,,,,
player,201609250mia,cle,ShelDa01,tackles_combined,3,,,,,
player,201609250mia,cle,ShelDa01,tackles_solo,3,,,,,
player,201609250mia,cle,ShelDa01,tackles_assists,0,,,,,
player,201609250mia,cle,ShelDa01,tackles_loss,0,,,,,
player,201609250mia,cle,ShelDa01,qb_hits,1,,,,,
player,201609250mia,cle,ShelDa01,fumbles_rec,0,,,,,
player,201609250mia,cle,ShelDa01,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,ShelDa01,fumbles_rec_td,0,,,,,
player,201609250mia,cle,ShelDa01,fumbles_forced,0,,,,,
player,201609250mia,cle,MedeJa00,def_int,0,,,,,
player,201609250mia,cle,MedeJa00,def_int_yds,0,,,,,
player,201609250mia,cle,MedeJa00,def_int_td,0,,,,,
player,201609250mia,cle,MedeJa00,def_int_long,0,,,,,
player,201609250mia,cle,MedeJa00,pass_defended,0,,,,,
player,201609250mia,cle,MedeJa00,sacks,0.0,,,,,
player,201609250mia,cle,MedeJa00,tackles_combined,2,,,,,
player,201609250mia,cle,MedeJa00,tackles_solo,2,,,,,
player,201609250mia,cle,MedeJa00,tackles_assists,0,,,,,
player,201609250mia,cle,MedeJa00,tackles_loss,0,,,,,
player,201609250mia,cle,MedeJa00,qb_hits,0,,,,,
player,201609250mia,cle,MedeJa00,fumbles_rec,0,,,,,
player,201609250mia,cle,MedeJa00,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,MedeJa00,fumbles_rec_td,0,,,,,
player,201609250mia,cle,MedeJa00,fumbles_forced,0,,,,,
player,201609250mia,cle,WillTr99,def_int,0,,,,,
player,201609250mia,cle,WillTr99,def_int_yds,0,,,,,
player,201609250mia,cle,WillTr99,def_int_td,0,,,,,
player,201609250mia,cle,WillTr99,def_int_long,0,,,,,
player,201609250mia,cle,WillTr99,pass_defended,0,,,,,
player,201609250mia,cle,WillTr99,sacks,0.0,,,,,
player,201609250mia,cle,WillTr99,tackles_combined,2,,,,,
player,201609250mia,cle,WillTr99,tackles_solo,2,,,,,
player,201609250mia,cle,WillTr99,tackles_assists,0,,,,,
player,201609250mia,cle,WillTr99,tackles_loss,0,,,,,
player,201609250mia,cle,WillTr99,qb_hits,0,,,,,
player,201609250mia,cle,WillTr99,fumbles_rec,0,,,,,
player,201609250mia,cle,WillTr99,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,WillTr99,fumbles_rec_td,0,,,,,
player,201609250mia,cle,WillTr99,fumbles_forced,0,,,,,
player,201609250mia,cle,AtkiGe01,def_int,0,,,,,
player,201609250mia,cle,AtkiGe01,def_int_yds,0,,,,,
player,201609250mia,cle,AtkiGe01,def_int_td,0,,,,,
player,201609250mia,cle,AtkiGe01,def_int_long,0,,,,,
player,201609250mia,cle,AtkiGe01,pass_defended,0,,,,,
player,201609250mia,cle,AtkiGe01,sacks,0.0,,,,,
player,201609250mia,cle,AtkiGe01,tackles_combined,1,,,,,
player,201609250mia,cle,AtkiGe01,tackles_solo,1,,,,,
player,201609250mia,cle,AtkiGe01,tackles_assists,0,,,,,
player,201609250mia,cle,AtkiGe01,tackles_loss,0,,,,,
player,201609250mia,cle,AtkiGe01,qb_hits,0,,,,,
player,201609250mia,cle,AtkiGe01,fumbles_rec,0,,,,,
player,201609250mia,cle,AtkiGe01,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,AtkiGe01,fumbles_rec_td,0,,,,,
player,201609250mia,cle,AtkiGe01,fumbles_forced,0,,,,,
player,201609250mia,cle,CoopXa00,def_int,0,,,,,
player,201609250mia,cle,CoopXa00,def_int_yds,0,,,,,
player,201609250mia,cle,CoopXa00,def_int_td,0,,,,,
player,201609250mia,cle,CoopXa00,def_int_long,0,,,,,
player,201609250mia,cle,CoopXa00,pass_defended,0,,,,,
player,201609250mia,cle,CoopXa00,sacks,0.0,,,,,
player,201609250mia,cle,CoopXa00,tackles_combined,1,,,,,
player,201609250mia,cle,CoopXa00,tackles_solo,1,,,,,
player,201609250mia,cle,CoopXa00,tackles_assists,0,,,,,
player,201609250mia,cle,CoopXa00,tackles_loss,0,,,,,
player,201609250mia,cle,CoopXa00,qb_hits,0,,,,,
player,201609250mia,cle,CoopXa00,fumbles_rec,0,,,,,
player,201609250mia,cle,CoopXa00,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,CoopXa00,fumbles_rec_td,0,,,,,
player,201609250mia,cle,CoopXa00,fumbles_forced,0,,,,,
player,201609250mia,cle,HowaTr02,def_int,0,,,,,
player,201609250mia,cle,HowaTr02,def_int_yds,0,,,,,
player,201609250mia,cle,HowaTr02,def_int_td,0,,,,,
player,201609250mia,cle,HowaTr02,def_int_long,0,,,,,
player,201609250mia,cle,HowaTr02,pass_defended,0,,,,,
player,201609250mia,cle,HowaTr02,sacks,0.0,,,,,
player,201609250mia,cle,HowaTr02,tackles_combined,1,,,,,
player,201609250mia,cle,HowaTr02,tackles_solo,1,,,,,
player,201609250mia,cle,HowaTr02,tackles_assists,0,,,,,
player,201609250mia,cle,HowaTr02,tackles_loss,0,,,,,
player,201609250mia,cle,HowaTr02,qb_hits,0,,,,,
player,201609250mia,cle,HowaTr02,fumbles_rec,0,,,,,
player,201609250mia,cle,HowaTr02,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,HowaTr02,fumbles_rec_td,0,,,,,
player,201609250mia,cle,HowaTr02,fumbles_forced,0,,,,,
player,201609250mia,cle,HughCh01,def_int,0,,,,,
player,201609250mia,cle,HughCh01,def_int_yds,0,,,,,
player,201609250mia,cle,HughCh01,def_int_td,0,,,,,
player,201609250mia,cle,HughCh01,def_int_long,0,,,,,
player,201609250mia,cle,HughCh01,pass_defended,0,,,,,
player,201609250mia,cle,HughCh01,sacks,0.0,,,,,
player,201609250mia,cle,HughCh01,tackles_combined,1,,,,,
player,201609250mia,cle,HughCh01,tackles_solo,0,,,,,
player,201609250mia,cle,HughCh01,tackles_assists,1,,,,,
player,201609250mia,cle,HughCh01,tackles_loss,0,,,,,
player,201609250mia,cle,HughCh01,qb_hits,0,,,,,
player,201609250mia,cle,HughCh01,fumbles_rec,0,,,,,
player,201609250mia,cle,HughCh01,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,HughCh01,fumbles_rec_td,0,,,,,
player,201609250mia,cle,HughCh01,fumbles_forced,0,,,,,
player,201609250mia,cle,OrchNa00,def_int,0,,,,,
player,201609250mia,cle,OrchNa00,def_int_yds,0,,,,,
player,201609250mia,cle,OrchNa00,def_int_td,0,,,,,
player,201609250mia,cle,OrchNa00,def_int_long,0,,,,,
player,201609250mia,cle,OrchNa00,pass_defended,0,,,,,
player,201609250mia,cle,OrchNa00,sacks,0.0,,,,,
player,201609250mia,cle,OrchNa00,tackles_combined,1,,,,,
player,201609250mia,cle,OrchNa00,tackles_solo,1,,,,,
player,201609250mia,cle,OrchNa00,tackles_assists,0,,,,,
player,201609250mia,cle,OrchNa00,tackles_loss,0,,,,,
player,201609250mia,cle,OrchNa00,qb_hits,0,,,,,
player,201609250mia,cle,OrchNa00,fumbles_rec,0,,,,,
player,201609250mia,cle,OrchNa00,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,OrchNa00,fumbles_rec_td,0,,,,,
player,201609250mia,cle,OrchNa00,fumbles_forced,0,,,,,
player,201609250mia,cle,KessCo00,def_int,0,,,,,
player,201609250mia,cle,KessCo00,def_int_yds,,,,,,
player,201609250mia,cle,KessCo00,def_int_td,0,,,,,
player,201609250mia,cle,KessCo00,def_int_long,0,,,,,
player,201609250mia,cle,KessCo00,pass_defended,0,,,,,
player,201609250mia,cle,KessCo00,sacks,0.0,,,,,
player,201609250mia,cle,KessCo00,tackles_combined,0,,,,,
player,201609250mia,cle,KessCo00,tackles_solo,0,,,,,
player,201609250mia,cle,KessCo00,tackles_assists,0,,,,,
player,201609250mia,cle,KessCo00,tackles_loss,,,,,,
player,201609250mia,cle,KessCo00,qb_hits,,,,,,
player,201609250mia,cle,KessCo00,fumbles_rec,1,,,,,
player,201609250mia,cle,KessCo00,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,KessCo00,fumbles_rec_td,0,,,,,
player,201609250mia,cle,KessCo00,fumbles_forced,0,,,,,
player,201609250mia,cle,SchoJo00,def_int,0,,,,,
player,201609250mia,cle,SchoJo00,def_int_yds,0,,,,,
player,201609250mia,cle,SchoJo00,def_int_td,0,,,,,
player,201609250mia,cle,SchoJo00,def_int_long,0,,,,,
player,201609250mia,cle,SchoJo00,pass_defended,0,,,,,
player,201609250mia,cle,SchoJo00,sacks,0.0,,,,,
player,201609250mia,cle,SchoJo00,tackles_combined,0,,,,,
player,201609250mia,cle,SchoJo00,tackles_solo,0,,,,,
player,201609250mia,cle,SchoJo00,tackles_assists,0,,,,,
player,201609250mia,cle,SchoJo00,tackles_loss,0,,,,,
player,201609250mia,cle,SchoJo00,qb_hits,1,,,,,
player,201609250mia,cle,SchoJo00,fumbles_rec,0,,,,,
player,201609250mia,cle,SchoJo00,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,SchoJo00,fumbles_rec_td,0,,,,,
player,201609250mia,cle,SchoJo00,fumbles_forced,0,,,,,
player,201609250mia,cle,WrigGa00,def_int,0,,,,,
player,201609250mia,cle,WrigGa00,def_int_yds,0,,,,,
player,201609250mia,cle,WrigGa00,def_int_td,0,,,,,
player,201609250mia,cle,WrigGa00,def_int_long,0,,,,,
player,201609250mia,cle,WrigGa00,pass_defended,0,,,,,
player,201609250mia,cle,WrigGa00,sacks,0.0,,,,,
player,201609250mia,cle,WrigGa00,tackles_combined,0,,,,,
player,201609250mia,cle,WrigGa00,tackles_solo,0,,,,,
player,201609250mia,cle,WrigGa00,tackles_assists,0,,,,,
player,201609250mia,cle,WrigGa00,tackles_loss,0,,,,,
player,201609250mia,cle,WrigGa00,qb_hits,1,,,,,
player,201609250mia,cle,WrigGa00,fumbles_rec,0,,,,,
player,201609250mia,cle,WrigGa00,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,WrigGa00,fumbles_rec_td,0,,,,,
player,201609250mia,cle,WrigGa00,fumbles_forced,0,,,,,
player,201609250mia,mia,SuhxNd99,def_int,0,,,,,
player,201609250mia,mia,SuhxNd99,def_int_yds,0,,,,,
player,201609250mia,mia,SuhxNd99,def_int_td,0,,,,,
player,201609250mia,mia,SuhxNd99,def_int_long,0,,,,,
player,201609250mia,mia,SuhxNd99,pass_defended,0,,,,,
player,201609250mia,mia,SuhxNd99,sacks,1.5,,,,,
player,201609250mia,mia,SuhxNd99,tackles_combined,6,,,,,
player,201609250mia,mia,SuhxNd99,tackles_solo,4,,,,,
player,201609250mia,mia,SuhxNd99,tackles_assists,2,,,,,
player,201609250mia,mia,SuhxNd99,tackles_loss,1,,,,,
player,201609250mia,mia,SuhxNd99,qb_hits,1,,,,,
player,201609250mia,mia,SuhxNd99,fumbles_rec,0,,,,,
player,201609250mia,mia,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,SuhxNd99,fumbles_rec_td,0,,,,,
player,201609250mia,mia,SuhxNd99,fumbles_forced,0,,,,,
player,201609250mia,mia,WakeCa00,def_int,0,,,,,
player,201609250mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201609250mia,mia,WakeCa00,def_int_td,0,,,,,
player,201609250mia,mia,WakeCa00,def_int_long,0,,,,,
player,201609250mia,mia,WakeCa00,pass_defended,0,,,,,
player,201609250mia,mia,WakeCa00,sacks,1.0,,,,,
player,201609250mia,mia,WakeCa00,tackles_combined,2,,,,,
player,201609250mia,mia,WakeCa00,tackles_solo,1,,,,,
player,201609250mia,mia,WakeCa00,tackles_assists,1,,,,,
player,201609250mia,mia,WakeCa00,tackles_loss,0,,,,,
player,201609250mia,mia,WakeCa00,qb_hits,1,,,,,
player,201609250mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201609250mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201609250mia,mia,WakeCa00,fumbles_forced,1,,,,,
player,201609250mia,mia,BranAn00,def_int,0,,,,,
player,201609250mia,mia,BranAn00,def_int_yds,0,,,,,
player,201609250mia,mia,BranAn00,def_int_td,0,,,,,
player,201609250mia,mia,BranAn00,def_int_long,0,,,,,
player,201609250mia,mia,BranAn00,pass_defended,0,,,,,
player,201609250mia,mia,BranAn00,sacks,1.0,,,,,
player,201609250mia,mia,BranAn00,tackles_combined,1,,,,,
player,201609250mia,mia,BranAn00,tackles_solo,1,,,,,
player,201609250mia,mia,BranAn00,tackles_assists,0,,,,,
player,201609250mia,mia,BranAn00,tackles_loss,1,,,,,
player,201609250mia,mia,BranAn00,qb_hits,1,,,,,
player,201609250mia,mia,BranAn00,fumbles_rec,0,,,,,
player,201609250mia,mia,BranAn00,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,BranAn00,fumbles_rec_td,0,,,,,
player,201609250mia,mia,BranAn00,fumbles_forced,0,,,,,
player,201609250mia,mia,JoneRe99,def_int,0,,,,,
player,201609250mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201609250mia,mia,JoneRe99,def_int_td,0,,,,,
player,201609250mia,mia,JoneRe99,def_int_long,0,,,,,
player,201609250mia,mia,JoneRe99,pass_defended,1,,,,,
player,201609250mia,mia,JoneRe99,sacks,0.5,,,,,
player,201609250mia,mia,JoneRe99,tackles_combined,10,,,,,
player,201609250mia,mia,JoneRe99,tackles_solo,9,,,,,
player,201609250mia,mia,JoneRe99,tackles_assists,1,,,,,
player,201609250mia,mia,JoneRe99,tackles_loss,3,,,,,
player,201609250mia,mia,JoneRe99,qb_hits,0,,,,,
player,201609250mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201609250mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201609250mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201609250mia,mia,AlonKi00,def_int,0,,,,,
player,201609250mia,mia,AlonKi00,def_int_yds,0,,,,,
player,201609250mia,mia,AlonKi00,def_int_td,0,,,,,
player,201609250mia,mia,AlonKi00,def_int_long,0,,,,,
player,201609250mia,mia,AlonKi00,pass_defended,0,,,,,
player,201609250mia,mia,AlonKi00,sacks,0.0,,,,,
player,201609250mia,mia,AlonKi00,tackles_combined,8,,,,,
player,201609250mia,mia,AlonKi00,tackles_solo,6,,,,,
player,201609250mia,mia,AlonKi00,tackles_assists,2,,,,,
player,201609250mia,mia,AlonKi00,tackles_loss,0,,,,,
player,201609250mia,mia,AlonKi00,qb_hits,0,,,,,
player,201609250mia,mia,AlonKi00,fumbles_rec,0,,,,,
player,201609250mia,mia,AlonKi00,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,AlonKi00,fumbles_rec_td,0,,,,,
player,201609250mia,mia,AlonKi00,fumbles_forced,0,,,,,
player,201609250mia,mia,HewiNe00,def_int,0,,,,,
player,201609250mia,mia,HewiNe00,def_int_yds,0,,,,,
player,201609250mia,mia,HewiNe00,def_int_td,0,,,,,
player,201609250mia,mia,HewiNe00,def_int_long,0,,,,,
player,201609250mia,mia,HewiNe00,pass_defended,0,,,,,
player,201609250mia,mia,HewiNe00,sacks,0.0,,,,,
player,201609250mia,mia,HewiNe00,tackles_combined,7,,,,,
player,201609250mia,mia,HewiNe00,tackles_solo,6,,,,,
player,201609250mia,mia,HewiNe00,tackles_assists,1,,,,,
player,201609250mia,mia,HewiNe00,tackles_loss,1,,,,,
player,201609250mia,mia,HewiNe00,qb_hits,0,,,,,
player,201609250mia,mia,HewiNe00,fumbles_rec,0,,,,,
player,201609250mia,mia,HewiNe00,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,HewiNe00,fumbles_rec_td,0,,,,,
player,201609250mia,mia,HewiNe00,fumbles_forced,0,,,,,
player,201609250mia,mia,MaxwBy00,def_int,0,,,,,
player,201609250mia,mia,MaxwBy00,def_int_yds,0,,,,,
player,201609250mia,mia,MaxwBy00,def_int_td,0,,,,,
player,201609250mia,mia,MaxwBy00,def_int_long,0,,,,,
player,201609250mia,mia,MaxwBy00,pass_defended,3,,,,,
player,201609250mia,mia,MaxwBy00,sacks,0.0,,,,,
player,201609250mia,mia,MaxwBy00,tackles_combined,7,,,,,
player,201609250mia,mia,MaxwBy00,tackles_solo,5,,,,,
player,201609250mia,mia,MaxwBy00,tackles_assists,2,,,,,
player,201609250mia,mia,MaxwBy00,tackles_loss,0,,,,,
player,201609250mia,mia,MaxwBy00,qb_hits,0,,,,,
player,201609250mia,mia,MaxwBy00,fumbles_rec,0,,,,,
player,201609250mia,mia,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,MaxwBy00,fumbles_rec_td,0,,,,,
player,201609250mia,mia,MaxwBy00,fumbles_forced,0,,,,,
player,201609250mia,mia,HowaXa00,def_int,0,,,,,
player,201609250mia,mia,HowaXa00,def_int_yds,0,,,,,
player,201609250mia,mia,HowaXa00,def_int_td,0,,,,,
player,201609250mia,mia,HowaXa00,def_int_long,0,,,,,
player,201609250mia,mia,HowaXa00,pass_defended,1,,,,,
player,201609250mia,mia,HowaXa00,sacks,0.0,,,,,
player,201609250mia,mia,HowaXa00,tackles_combined,6,,,,,
player,201609250mia,mia,HowaXa00,tackles_solo,6,,,,,
player,201609250mia,mia,HowaXa00,tackles_assists,0,,,,,
player,201609250mia,mia,HowaXa00,tackles_loss,0,,,,,
player,201609250mia,mia,HowaXa00,qb_hits,0,,,,,
player,201609250mia,mia,HowaXa00,fumbles_rec,0,,,,,
player,201609250mia,mia,HowaXa00,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,HowaXa00,fumbles_rec_td,0,,,,,
player,201609250mia,mia,HowaXa00,fumbles_forced,1,,,,,
player,201609250mia,mia,AbduIs00,def_int,0,,,,,
player,201609250mia,mia,AbduIs00,def_int_yds,0,,,,,
player,201609250mia,mia,AbduIs00,def_int_td,0,,,,,
player,201609250mia,mia,AbduIs00,def_int_long,0,,,,,
player,201609250mia,mia,AbduIs00,pass_defended,0,,,,,
player,201609250mia,mia,AbduIs00,sacks,0.0,,,,,
player,201609250mia,mia,AbduIs00,tackles_combined,3,,,,,
player,201609250mia,mia,AbduIs00,tackles_solo,3,,,,,
player,201609250mia,mia,AbduIs00,tackles_assists,0,,,,,
player,201609250mia,mia,AbduIs00,tackles_loss,0,,,,,
player,201609250mia,mia,AbduIs00,qb_hits,2,,,,,
player,201609250mia,mia,AbduIs00,fumbles_rec,0,,,,,
player,201609250mia,mia,AbduIs00,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,AbduIs00,fumbles_rec_td,0,,,,,
player,201609250mia,mia,AbduIs00,fumbles_forced,0,,,,,
player,201609250mia,mia,JenkJe00,def_int,0,,,,,
player,201609250mia,mia,JenkJe00,def_int_yds,0,,,,,
player,201609250mia,mia,JenkJe00,def_int_td,0,,,,,
player,201609250mia,mia,JenkJe00,def_int_long,0,,,,,
player,201609250mia,mia,JenkJe00,pass_defended,0,,,,,
player,201609250mia,mia,JenkJe00,sacks,0.0,,,,,
player,201609250mia,mia,JenkJe00,tackles_combined,3,,,,,
player,201609250mia,mia,JenkJe00,tackles_solo,2,,,,,
player,201609250mia,mia,JenkJe00,tackles_assists,1,,,,,
player,201609250mia,mia,JenkJe00,tackles_loss,0,,,,,
player,201609250mia,mia,JenkJe00,qb_hits,0,,,,,
player,201609250mia,mia,JenkJe00,fumbles_rec,0,,,,,
player,201609250mia,mia,JenkJe00,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,JenkJe00,fumbles_rec_td,0,,,,,
player,201609250mia,mia,JenkJe00,fumbles_forced,0,,,,,
player,201609250mia,mia,MisiKo99,def_int,0,,,,,
player,201609250mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201609250mia,mia,MisiKo99,def_int_td,0,,,,,
player,201609250mia,mia,MisiKo99,def_int_long,0,,,,,
player,201609250mia,mia,MisiKo99,pass_defended,0,,,,,
player,201609250mia,mia,MisiKo99,sacks,0.0,,,,,
player,201609250mia,mia,MisiKo99,tackles_combined,3,,,,,
player,201609250mia,mia,MisiKo99,tackles_solo,2,,,,,
player,201609250mia,mia,MisiKo99,tackles_assists,1,,,,,
player,201609250mia,mia,MisiKo99,tackles_loss,0,,,,,
player,201609250mia,mia,MisiKo99,qb_hits,0,,,,,
player,201609250mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201609250mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201609250mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201609250mia,mia,JoneJa99,def_int,0,,,,,
player,201609250mia,mia,JoneJa99,def_int_yds,0,,,,,
player,201609250mia,mia,JoneJa99,def_int_td,0,,,,,
player,201609250mia,mia,JoneJa99,def_int_long,0,,,,,
player,201609250mia,mia,JoneJa99,pass_defended,0,,,,,
player,201609250mia,mia,JoneJa99,sacks,0.0,,,,,
player,201609250mia,mia,JoneJa99,tackles_combined,2,,,,,
player,201609250mia,mia,JoneJa99,tackles_solo,2,,,,,
player,201609250mia,mia,JoneJa99,tackles_assists,0,,,,,
player,201609250mia,mia,JoneJa99,tackles_loss,0,,,,,
player,201609250mia,mia,JoneJa99,qb_hits,1,,,,,
player,201609250mia,mia,JoneJa99,fumbles_rec,1,,,,,
player,201609250mia,mia,JoneJa99,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,JoneJa99,fumbles_rec_td,0,,,,,
player,201609250mia,mia,JoneJa99,fumbles_forced,0,,,,,
player,201609250mia,mia,JoneCh04,def_int,0,,,,,
player,201609250mia,mia,JoneCh04,def_int_yds,0,,,,,
player,201609250mia,mia,JoneCh04,def_int_td,0,,,,,
player,201609250mia,mia,JoneCh04,def_int_long,0,,,,,
player,201609250mia,mia,JoneCh04,pass_defended,0,,,,,
player,201609250mia,mia,JoneCh04,sacks,0.0,,,,,
player,201609250mia,mia,JoneCh04,tackles_combined,2,,,,,
player,201609250mia,mia,JoneCh04,tackles_solo,2,,,,,
player,201609250mia,mia,JoneCh04,tackles_assists,0,,,,,
player,201609250mia,mia,JoneCh04,tackles_loss,0,,,,,
player,201609250mia,mia,JoneCh04,qb_hits,0,,,,,
player,201609250mia,mia,JoneCh04,fumbles_rec,0,,,,,
player,201609250mia,mia,JoneCh04,fumbles_rec_yds,0,,,,,
player,201609250mia,mia,JoneCh04,fumbles_rec_td,0,,,,,
player,201609250mia,mia,JoneCh04,fumbles_forced,0,,,,,
player,201609250mia,mia,ThomMi02,def_int,0,,,,,
player,201609250mia,mia,ThomMi02,def_int_yds,0,,,,,
player,201609250mia,mia,ThomMi02,def_int_td,0,,,,,
player,201609250mia,mia,ThomMi02,def_int_long,0,,,,,
player,201609250mia,mia,ThomMi02,pass_defended,0,,,,,
player,201609250mia,mia,ThomMi02,sacks,0.0,,,,,
player,201609250mia,mia,ThomMi02,tackles_combined,2,,,,,
