game,2016,14,20161211,201612110oti,den,"Denver Broncos",10,oti,"Tennessee Titans",13
player,201612110oti,den,ThomDe03,rush_att,0,,,,,
player,201612110oti,den,ThomDe03,rush_yds,0,,,,,
player,201612110oti,den,ThomDe03,rush_td,0,,,,,
player,201612110oti,den,ThomDe03,rush_long,0,,,,,
player,201612110oti,den,ThomDe03,targets,16,,,,,
player,201612110oti,den,ThomDe03,rec,10,,,,,
player,201612110oti,den,ThomDe03,rec_yds,126,,,,,
player,201612110oti,den,ThomDe03,rec_td,0,,,,,
player,201612110oti,den,ThomDe03,rec_long,34,,,,,
player,201612110oti,den,ThomDe03,fumbles,0,,,,,
player,201612110oti,den,ThomDe03,fumbles_lost,0,,,,,
player,201612110oti,den,SandEm00,pass_cmp,0,,,,,
player,201612110oti,den,SandEm00,pass_att,0,,,,,
player,201612110oti,den,SandEm00,pass_yds,0,,,,,
player,201612110oti,den,SandEm00,pass_td,0,,,,,
player,201612110oti,den,SandEm00,pass_int,0,,,,,
player,201612110oti,den,SandEm00,pass_sacked,0,,,,,
player,201612110oti,den,SandEm00,pass_sacked_yds,0,,,,,
player,201612110oti,den,SandEm00,pass_long,0,,,,,
player,201612110oti,den,SandEm00,pass_rating,,,,,,
player,201612110oti,den,SandEm00,rush_att,0,,,,,
player,201612110oti,den,SandEm00,rush_yds,0,,,,,
player,201612110oti,den,SandEm00,rush_td,0,,,,,
player,201612110oti,den,SandEm00,rush_long,0,,,,,
player,201612110oti,den,SandEm00,targets,14,,,,,
player,201612110oti,den,SandEm00,rec,11,,,,,
player,201612110oti,den,SandEm00,rec_yds,100,,,,,
player,201612110oti,den,SandEm00,rec_td,1,,,,,
player,201612110oti,den,SandEm00,rec_long,17,,,,,
player,201612110oti,den,SandEm00,fumbles,0,,,,,
player,201612110oti,den,SandEm00,fumbles_lost,0,,,,,
player,201612110oti,den,DerbA.00,pass_cmp,0,,,,,
player,201612110oti,den,DerbA.00,pass_att,0,,,,,
player,201612110oti,den,DerbA.00,pass_yds,0,,,,,
player,201612110oti,den,DerbA.00,pass_td,0,,,,,
player,201612110oti,den,DerbA.00,pass_int,0,,,,,
player,201612110oti,den,DerbA.00,pass_sacked,0,,,,,
player,201612110oti,den,DerbA.00,pass_sacked_yds,0,,,,,
player,201612110oti,den,DerbA.00,pass_long,0,,,,,
player,201612110oti,den,DerbA.00,pass_rating,,,,,,
player,201612110oti,den,DerbA.00,rush_att,0,,,,,
player,201612110oti,den,DerbA.00,rush_yds,0,,,,,
player,201612110oti,den,DerbA.00,rush_td,0,,,,,
player,201612110oti,den,DerbA.00,rush_long,0,,,,,
player,201612110oti,den,DerbA.00,targets,5,,,,,
player,201612110oti,den,DerbA.00,rec,5,,,,,
player,201612110oti,den,DerbA.00,rec_yds,57,,,,,
player,201612110oti,den,DerbA.00,rec_td,0,,,,,
player,201612110oti,den,DerbA.00,rec_long,17,,,,,
player,201612110oti,den,DerbA.00,fumbles,1,,,,,
player,201612110oti,den,DerbA.00,fumbles_lost,1,,,,,
player,201612110oti,den,TaylJo01,pass_cmp,0,,,,,
player,201612110oti,den,TaylJo01,pass_att,0,,,,,
player,201612110oti,den,TaylJo01,pass_yds,0,,,,,
player,201612110oti,den,TaylJo01,pass_td,0,,,,,
player,201612110oti,den,TaylJo01,pass_int,0,,,,,
player,201612110oti,den,TaylJo01,pass_sacked,0,,,,,
player,201612110oti,den,TaylJo01,pass_sacked_yds,0,,,,,
player,201612110oti,den,TaylJo01,pass_long,0,,,,,
player,201612110oti,den,TaylJo01,pass_rating,,,,,,
player,201612110oti,den,TaylJo01,rush_att,0,,,,,
player,201612110oti,den,TaylJo01,rush_yds,0,,,,,
player,201612110oti,den,TaylJo01,rush_td,0,,,,,
player,201612110oti,den,TaylJo01,rush_long,0,,,,,
player,201612110oti,den,TaylJo01,targets,4,,,,,
player,201612110oti,den,TaylJo01,rec,3,,,,,
player,201612110oti,den,TaylJo01,rec_yds,18,,,,,
player,201612110oti,den,TaylJo01,rec_td,0,,,,,
player,201612110oti,den,TaylJo01,rec_long,15,,,,,
player,201612110oti,den,TaylJo01,fumbles,0,,,,,
player,201612110oti,den,TaylJo01,fumbles_lost,0,,,,,
player,201612110oti,den,LatiCo00,pass_cmp,0,,,,,
player,201612110oti,den,LatiCo00,pass_att,0,,,,,
player,201612110oti,den,LatiCo00,pass_yds,0,,,,,
player,201612110oti,den,LatiCo00,pass_td,0,,,,,
player,201612110oti,den,LatiCo00,pass_int,0,,,,,
player,201612110oti,den,LatiCo00,pass_sacked,0,,,,,
player,201612110oti,den,LatiCo00,pass_sacked_yds,0,,,,,
player,201612110oti,den,LatiCo00,pass_long,0,,,,,
player,201612110oti,den,LatiCo00,pass_rating,,,,,,
player,201612110oti,den,LatiCo00,rush_att,0,,,,,
player,201612110oti,den,LatiCo00,rush_yds,0,,,,,
player,201612110oti,den,LatiCo00,rush_td,0,,,,,
player,201612110oti,den,LatiCo00,rush_long,0,,,,,
player,201612110oti,den,LatiCo00,targets,2,,,,,
player,201612110oti,den,LatiCo00,rec,1,,,,,
player,201612110oti,den,LatiCo00,rec_yds,16,,,,,
player,201612110oti,den,LatiCo00,rec_td,0,,,,,
player,201612110oti,den,LatiCo00,rec_long,16,,,,,
player,201612110oti,den,LatiCo00,fumbles,0,,,,,
player,201612110oti,den,LatiCo00,fumbles_lost,0,,,,,
player,201612110oti,den,FowlBe00,pass_cmp,0,,,,,
player,201612110oti,den,FowlBe00,pass_att,0,,,,,
player,201612110oti,den,FowlBe00,pass_yds,0,,,,,
player,201612110oti,den,FowlBe00,pass_td,0,,,,,
player,201612110oti,den,FowlBe00,pass_int,0,,,,,
player,201612110oti,den,FowlBe00,pass_sacked,0,,,,,
player,201612110oti,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201612110oti,den,FowlBe00,pass_long,0,,,,,
player,201612110oti,den,FowlBe00,pass_rating,,,,,,
player,201612110oti,den,FowlBe00,rush_att,0,,,,,
player,201612110oti,den,FowlBe00,rush_yds,0,,,,,
player,201612110oti,den,FowlBe00,rush_td,0,,,,,
player,201612110oti,den,FowlBe00,rush_long,0,,,,,
player,201612110oti,den,FowlBe00,targets,4,,,,,
player,201612110oti,den,FowlBe00,rec,1,,,,,
player,201612110oti,den,FowlBe00,rec_yds,5,,,,,
player,201612110oti,den,FowlBe00,rec_td,0,,,,,
player,201612110oti,den,FowlBe00,rec_long,5,,,,,
player,201612110oti,den,FowlBe00,fumbles,0,,,,,
player,201612110oti,den,FowlBe00,fumbles_lost,0,,,,,
player,201612110oti,den,GreeVi00,pass_cmp,0,,,,,
player,201612110oti,den,GreeVi00,pass_att,0,,,,,
player,201612110oti,den,GreeVi00,pass_yds,0,,,,,
player,201612110oti,den,GreeVi00,pass_td,0,,,,,
player,201612110oti,den,GreeVi00,pass_int,0,,,,,
player,201612110oti,den,GreeVi00,pass_sacked,0,,,,,
player,201612110oti,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201612110oti,den,GreeVi00,pass_long,0,,,,,
player,201612110oti,den,GreeVi00,pass_rating,,,,,,
player,201612110oti,den,GreeVi00,rush_att,0,,,,,
player,201612110oti,den,GreeVi00,rush_yds,0,,,,,
player,201612110oti,den,GreeVi00,rush_td,0,,,,,
player,201612110oti,den,GreeVi00,rush_long,0,,,,,
player,201612110oti,den,GreeVi00,targets,2,,,,,
player,201612110oti,den,GreeVi00,rec,0,,,,,
player,201612110oti,den,GreeVi00,rec_yds,0,,,,,
player,201612110oti,den,GreeVi00,rec_td,0,,,,,
player,201612110oti,den,GreeVi00,rec_long,0,,,,,
player,201612110oti,den,GreeVi00,fumbles,0,,,,,
player,201612110oti,den,GreeVi00,fumbles_lost,0,,,,,
player,201612110oti,oti,MariMa01,pass_cmp,6,,,,,
player,201612110oti,oti,MariMa01,pass_att,20,,,,,
player,201612110oti,oti,MariMa01,pass_yds,88,,,,,
player,201612110oti,oti,MariMa01,pass_td,0,,,,,
player,201612110oti,oti,MariMa01,pass_int,0,,,,,
player,201612110oti,oti,MariMa01,pass_sacked,2,,,,,
player,201612110oti,oti,MariMa01,pass_sacked_yds,15,,,,,
player,201612110oti,oti,MariMa01,pass_long,26,,,,,
player,201612110oti,oti,MariMa01,pass_rating,45.4,,,,,
player,201612110oti,oti,MariMa01,rush_att,8,,,,,
player,201612110oti,oti,MariMa01,rush_yds,38,,,,,
player,201612110oti,oti,MariMa01,rush_td,0,,,,,
player,201612110oti,oti,MariMa01,rush_long,13,,,,,
player,201612110oti,oti,MariMa01,targets,1,,,,,
player,201612110oti,oti,MariMa01,rec,0,,,,,
player,201612110oti,oti,MariMa01,rec_yds,0,,,,,
player,201612110oti,oti,MariMa01,rec_td,0,,,,,
player,201612110oti,oti,MariMa01,rec_long,0,,,,,
player,201612110oti,oti,MariMa01,fumbles,1,,,,,
player,201612110oti,oti,MariMa01,fumbles_lost,0,,,,,
player,201612110oti,oti,MurrDe00,pass_cmp,0,,,,,
player,201612110oti,oti,MurrDe00,pass_att,1,,,,,
player,201612110oti,oti,MurrDe00,pass_yds,0,,,,,
player,201612110oti,oti,MurrDe00,pass_td,0,,,,,
player,201612110oti,oti,MurrDe00,pass_int,0,,,,,
player,201612110oti,oti,MurrDe00,pass_sacked,0,,,,,
player,201612110oti,oti,MurrDe00,pass_sacked_yds,0,,,,,
player,201612110oti,oti,MurrDe00,pass_long,0,,,,,
player,201612110oti,oti,MurrDe00,pass_rating,39.6,,,,,
player,201612110oti,oti,MurrDe00,rush_att,21,,,,,
player,201612110oti,oti,MurrDe00,rush_yds,92,,,,,
player,201612110oti,oti,MurrDe00,rush_td,1,,,,,
player,201612110oti,oti,MurrDe00,rush_long,11,,,,,
player,201612110oti,oti,MurrDe00,targets,2,,,,,
player,201612110oti,oti,MurrDe00,rec,0,,,,,
player,201612110oti,oti,MurrDe00,rec_yds,0,,,,,
player,201612110oti,oti,MurrDe00,rec_td,0,,,,,
player,201612110oti,oti,MurrDe00,rec_long,0,,,,,
player,201612110oti,oti,MurrDe00,fumbles,0,,,,,
player,201612110oti,oti,MurrDe00,fumbles_lost,0,,,,,
player,201612110oti,oti,HenrDe00,pass_cmp,0,,,,,
player,201612110oti,oti,HenrDe00,pass_att,0,,,,,
player,201612110oti,oti,HenrDe00,pass_yds,0,,,,,
player,201612110oti,oti,HenrDe00,pass_td,0,,,,,
player,201612110oti,oti,HenrDe00,pass_int,0,,,,,
player,201612110oti,oti,HenrDe00,pass_sacked,0,,,,,
player,201612110oti,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201612110oti,oti,HenrDe00,pass_long,0,,,,,
player,201612110oti,oti,HenrDe00,pass_rating,,,,,,
player,201612110oti,oti,HenrDe00,rush_att,12,,,,,
player,201612110oti,oti,HenrDe00,rush_yds,42,,,,,
player,201612110oti,oti,HenrDe00,rush_td,0,,,,,
player,201612110oti,oti,HenrDe00,rush_long,6,,,,,
player,201612110oti,oti,HenrDe00,targets,1,,,,,
player,201612110oti,oti,HenrDe00,rec,1,,,,,
player,201612110oti,oti,HenrDe00,rec_yds,5,,,,,
player,201612110oti,oti,HenrDe00,rec_td,0,,,,,
player,201612110oti,oti,HenrDe00,rec_long,5,,,,,
player,201612110oti,oti,HenrDe00,fumbles,0,,,,,
player,201612110oti,oti,HenrDe00,fumbles_lost,0,,,,,
player,201612110oti,oti,WalkHu00,pass_cmp,0,,,,,
player,201612110oti,oti,WalkHu00,pass_att,0,,,,,
player,201612110oti,oti,WalkHu00,pass_yds,0,,,,,
player,201612110oti,oti,WalkHu00,pass_td,0,,,,,
player,201612110oti,oti,WalkHu00,pass_int,0,,,,,
player,201612110oti,oti,WalkHu00,pass_sacked,0,,,,,
player,201612110oti,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201612110oti,oti,WalkHu00,pass_long,0,,,,,
player,201612110oti,oti,WalkHu00,pass_rating,,,,,,
player,201612110oti,oti,WalkHu00,rush_att,1,,,,,
player,201612110oti,oti,WalkHu00,rush_yds,8,,,,,
player,201612110oti,oti,WalkHu00,rush_td,0,,,,,
player,201612110oti,oti,WalkHu00,rush_long,8,,,,,
player,201612110oti,oti,WalkHu00,targets,7,,,,,
player,201612110oti,oti,WalkHu00,rec,2,,,,,
player,201612110oti,oti,WalkHu00,rec_yds,30,,,,,
player,201612110oti,oti,WalkHu00,rec_td,0,,,,,
player,201612110oti,oti,WalkHu00,rec_long,23,,,,,
player,201612110oti,oti,WalkHu00,fumbles,0,,,,,
player,201612110oti,oti,WalkHu00,fumbles_lost,0,,,,,
player,201612110oti,oti,MattRi00,pass_cmp,0,,,,,
player,201612110oti,oti,MattRi00,pass_att,0,,,,,
player,201612110oti,oti,MattRi00,pass_yds,0,,,,,
player,201612110oti,oti,MattRi00,pass_td,0,,,,,
player,201612110oti,oti,MattRi00,pass_int,0,,,,,
player,201612110oti,oti,MattRi00,pass_sacked,0,,,,,
player,201612110oti,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201612110oti,oti,MattRi00,pass_long,0,,,,,
player,201612110oti,oti,MattRi00,pass_rating,,,,,,
player,201612110oti,oti,MattRi00,rush_att,0,,,,,
player,201612110oti,oti,MattRi00,rush_yds,0,,,,,
player,201612110oti,oti,MattRi00,rush_td,0,,,,,
player,201612110oti,oti,MattRi00,rush_long,0,,,,,
player,201612110oti,oti,MattRi00,targets,3,,,,,
player,201612110oti,oti,MattRi00,rec,1,,,,,
player,201612110oti,oti,MattRi00,rec_yds,26,,,,,
player,201612110oti,oti,MattRi00,rec_td,0,,,,,
player,201612110oti,oti,MattRi00,rec_long,26,,,,,
player,201612110oti,oti,MattRi00,fumbles,0,,,,,
player,201612110oti,oti,MattRi00,fumbles_lost,0,,,,,
player,201612110oti,oti,FasaAn00,pass_cmp,0,,,,,
player,201612110oti,oti,FasaAn00,pass_att,0,,,,,
player,201612110oti,oti,FasaAn00,pass_yds,0,,,,,
player,201612110oti,oti,FasaAn00,pass_td,0,,,,,
player,201612110oti,oti,FasaAn00,pass_int,0,,,,,
player,201612110oti,oti,FasaAn00,pass_sacked,0,,,,,
player,201612110oti,oti,FasaAn00,pass_sacked_yds,0,,,,,
player,201612110oti,oti,FasaAn00,pass_long,0,,,,,
player,201612110oti,oti,FasaAn00,pass_rating,,,,,,
player,201612110oti,oti,FasaAn00,rush_att,0,,,,,
player,201612110oti,oti,FasaAn00,rush_yds,0,,,,,
player,201612110oti,oti,FasaAn00,rush_td,0,,,,,
player,201612110oti,oti,FasaAn00,rush_long,0,,,,,
player,201612110oti,oti,FasaAn00,targets,2,,,,,
player,201612110oti,oti,FasaAn00,rec,1,,,,,
player,201612110oti,oti,FasaAn00,rec_yds,17,,,,,
player,201612110oti,oti,FasaAn00,rec_td,0,,,,,
player,201612110oti,oti,FasaAn00,rec_long,17,,,,,
player,201612110oti,oti,FasaAn00,fumbles,0,,,,,
player,201612110oti,oti,FasaAn00,fumbles_lost,0,,,,,
player,201612110oti,oti,DougHa00,pass_cmp,0,,,,,
player,201612110oti,oti,DougHa00,pass_att,0,,,,,
player,201612110oti,oti,DougHa00,pass_yds,0,,,,,
player,201612110oti,oti,DougHa00,pass_td,0,,,,,
player,201612110oti,oti,DougHa00,pass_int,0,,,,,
player,201612110oti,oti,DougHa00,pass_sacked,0,,,,,
player,201612110oti,oti,DougHa00,pass_sacked_yds,0,,,,,
player,201612110oti,oti,DougHa00,pass_long,0,,,,,
player,201612110oti,oti,DougHa00,pass_rating,,,,,,
player,201612110oti,oti,DougHa00,rush_att,0,,,,,
player,201612110oti,oti,DougHa00,rush_yds,0,,,,,
player,201612110oti,oti,DougHa00,rush_td,0,,,,,
player,201612110oti,oti,DougHa00,rush_long,0,,,,,
player,201612110oti,oti,DougHa00,targets,2,,,,,
player,201612110oti,oti,DougHa00,rec,1,,,,,
player,201612110oti,oti,DougHa00,rec_yds,10,,,,,
player,201612110oti,oti,DougHa00,rec_td,0,,,,,
player,201612110oti,oti,DougHa00,rec_long,10,,,,,
player,201612110oti,oti,DougHa00,fumbles,0,,,,,
player,201612110oti,oti,DougHa00,fumbles_lost,0,,,,,
player,201612110oti,oti,SharTa00,pass_cmp,0,,,,,
player,201612110oti,oti,SharTa00,pass_att,0,,,,,
player,201612110oti,oti,SharTa00,pass_yds,0,,,,,
player,201612110oti,oti,SharTa00,pass_td,0,,,,,
player,201612110oti,oti,SharTa00,pass_int,0,,,,,
player,201612110oti,oti,SharTa00,pass_sacked,0,,,,,
player,201612110oti,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201612110oti,oti,SharTa00,pass_long,0,,,,,
player,201612110oti,oti,SharTa00,pass_rating,,,,,,
player,201612110oti,oti,SharTa00,rush_att,0,,,,,
player,201612110oti,oti,SharTa00,rush_yds,0,,,,,
player,201612110oti,oti,SharTa00,rush_td,0,,,,,
player,201612110oti,oti,SharTa00,rush_long,0,,,,,
player,201612110oti,oti,SharTa00,targets,1,,,,,
player,201612110oti,oti,SharTa00,rec,0,,,,,
player,201612110oti,oti,SharTa00,rec_yds,0,,,,,
player,201612110oti,oti,SharTa00,rec_td,0,,,,,
player,201612110oti,oti,SharTa00,rec_long,0,,,,,
player,201612110oti,oti,SharTa00,fumbles,0,,,,,
player,201612110oti,oti,SharTa00,fumbles_lost,0,,,,,
player,201612110oti,oti,FowlJa00,pass_cmp,0,,,,,
player,201612110oti,oti,FowlJa00,pass_att,0,,,,,
player,201612110oti,oti,FowlJa00,pass_yds,0,,,,,
player,201612110oti,oti,FowlJa00,pass_td,0,,,,,
player,201612110oti,oti,FowlJa00,pass_int,0,,,,,
player,201612110oti,oti,FowlJa00,pass_sacked,0,,,,,
player,201612110oti,oti,FowlJa00,pass_sacked_yds,0,,,,,
player,201612110oti,oti,FowlJa00,pass_long,0,,,,,
player,201612110oti,oti,FowlJa00,pass_rating,,,,,,
player,201612110oti,oti,FowlJa00,rush_att,0,,,,,
player,201612110oti,oti,FowlJa00,rush_yds,0,,,,,
player,201612110oti,oti,FowlJa00,rush_td,0,,,,,
player,201612110oti,oti,FowlJa00,rush_long,0,,,,,
player,201612110oti,oti,FowlJa00,targets,1,,,,,
player,201612110oti,oti,FowlJa00,rec,0,,,,,
player,201612110oti,oti,FowlJa00,rec_yds,0,,,,,
player,201612110oti,oti,FowlJa00,rec_td,0,,,,,
player,201612110oti,oti,FowlJa00,rec_long,0,,,,,
player,201612110oti,oti,FowlJa00,fumbles,0,,,,,
player,201612110oti,oti,FowlJa00,fumbles_lost,0,,,,,
player,201612110oti,den,RayxSh00,def_int,0,,,,,
player,201612110oti,den,RayxSh00,def_int_yds,0,,,,,
player,201612110oti,den,RayxSh00,def_int_td,0,,,,,
player,201612110oti,den,RayxSh00,def_int_long,0,,,,,
player,201612110oti,den,RayxSh00,pass_defended,0,,,,,
player,201612110oti,den,RayxSh00,sacks,1.0,,,,,
player,201612110oti,den,RayxSh00,tackles_combined,2,,,,,
player,201612110oti,den,RayxSh00,tackles_solo,2,,,,,
player,201612110oti,den,RayxSh00,tackles_assists,0,,,,,
player,201612110oti,den,RayxSh00,tackles_loss,1,,,,,
player,201612110oti,den,RayxSh00,qb_hits,1,,,,,
player,201612110oti,den,RayxSh00,fumbles_rec,0,,,,,
player,201612110oti,den,RayxSh00,fumbles_rec_yds,0,,,,,
player,201612110oti,den,RayxSh00,fumbles_rec_td,0,,,,,
player,201612110oti,den,RayxSh00,fumbles_forced,0,,,,,
player,201612110oti,den,WareDe99,def_int,0,,,,,
player,201612110oti,den,WareDe99,def_int_yds,0,,,,,
player,201612110oti,den,WareDe99,def_int_td,0,,,,,
player,201612110oti,den,WareDe99,def_int_long,0,,,,,
player,201612110oti,den,WareDe99,pass_defended,0,,,,,
player,201612110oti,den,WareDe99,sacks,1.0,,,,,
player,201612110oti,den,WareDe99,tackles_combined,2,,,,,
player,201612110oti,den,WareDe99,tackles_solo,2,,,,,
player,201612110oti,den,WareDe99,tackles_assists,0,,,,,
player,201612110oti,den,WareDe99,tackles_loss,1,,,,,
player,201612110oti,den,WareDe99,qb_hits,1,,,,,
player,201612110oti,den,WareDe99,fumbles_rec,0,,,,,
player,201612110oti,den,WareDe99,fumbles_rec_yds,0,,,,,
player,201612110oti,den,WareDe99,fumbles_rec_td,0,,,,,
player,201612110oti,den,WareDe99,fumbles_forced,0,,,,,
player,201612110oti,den,MillVo00,def_int,0,,,,,
player,201612110oti,den,MillVo00,def_int_yds,0,,,,,
player,201612110oti,den,MillVo00,def_int_td,0,,,,,
player,201612110oti,den,MillVo00,def_int_long,0,,,,,
player,201612110oti,den,MillVo00,pass_defended,0,,,,,
player,201612110oti,den,MillVo00,sacks,0.0,,,,,
player,201612110oti,den,MillVo00,tackles_combined,7,,,,,
player,201612110oti,den,MillVo00,tackles_solo,6,,,,,
player,201612110oti,den,MillVo00,tackles_assists,1,,,,,
player,201612110oti,den,MillVo00,tackles_loss,0,,,,,
player,201612110oti,den,MillVo00,qb_hits,0,,,,,
player,201612110oti,den,MillVo00,fumbles_rec,0,,,,,
player,201612110oti,den,MillVo00,fumbles_rec_yds,0,,,,,
