game,2016,8,20161030,201610300clt,kan,"Kansas City Chiefs",30,clt,"Indianapolis Colts",14
team,201610300clt,kan,First Downs,20,,,,,,
team,201610300clt,clt,First Downs,18,,,,,,
team,201610300clt,kan,Rush-Yds-TDs,27-88-0,,,,,,
team,201610300clt,clt,Rush-Yds-TDs,21-105-0,,,,,,
team,201610300clt,kan,Cmp-Att-Yd-TD-INT,25-41-350-3-0,,,,,,
team,201610300clt,clt,Cmp-Att-Yd-TD-INT,19-35-210-2-1,,,,,,
team,201610300clt,kan,Sacked-Yards,3-16,,,,,,
team,201610300clt,clt,Sacked-Yards,6-38,,,,,,
team,201610300clt,kan,Net Pass Yards,334,,,,,,
team,201610300clt,clt,Net Pass Yards,172,,,,,,
team,201610300clt,kan,Total Yards,422,,,,,,
team,201610300clt,clt,Total Yards,277,,,,,,
team,201610300clt,kan,Fumbles-Lost,0-0,,,,,,
team,201610300clt,clt,Fumbles-Lost,3-1,,,,,,
team,201610300clt,kan,Turnovers,0,,,,,,
team,201610300clt,clt,Turnovers,2,,,,,,
team,201610300clt,kan,Penalties-Yards,6-40,,,,,,
team,201610300clt,clt,Penalties-Yards,5-45,,,,,,
team,201610300clt,kan,Third Down Conv.,7-16,,,,,,
team,201610300clt,clt,Third Down Conv.,4-13,,,,,,
team,201610300clt,kan,Fourth Down Conv.,0-0,,,,,,
team,201610300clt,clt,Fourth Down Conv.,1-2,,,,,,
team,201610300clt,kan,Time of Possession,33:36,,,,,,
team,201610300clt,clt,Time of Possession,26:24,,,,,,
player,201610300clt,kan,FoleNi00,pass_cmp,16,,,,,
player,201610300clt,kan,FoleNi00,pass_att,22,,,,,
player,201610300clt,kan,FoleNi00,pass_yds,223,,,,,
player,201610300clt,kan,FoleNi00,pass_td,2,,,,,
player,201610300clt,kan,FoleNi00,pass_int,0,,,,,
player,201610300clt,kan,FoleNi00,pass_sacked,2,,,,,
player,201610300clt,kan,FoleNi00,pass_sacked_yds,16,,,,,
player,201610300clt,kan,FoleNi00,pass_long,49,,,,,
player,201610300clt,kan,FoleNi00,pass_rating,135.2,,,,,
player,201610300clt,kan,FoleNi00,rush_att,1,,,,,
player,201610300clt,kan,FoleNi00,rush_yds,-1,,,,,
player,201610300clt,kan,FoleNi00,rush_td,0,,,,,
player,201610300clt,kan,FoleNi00,rush_long,-1,,,,,
player,201610300clt,kan,FoleNi00,targets,0,,,,,
player,201610300clt,kan,FoleNi00,rec,0,,,,,
player,201610300clt,kan,FoleNi00,rec_yds,0,,,,,
player,201610300clt,kan,FoleNi00,rec_td,0,,,,,
player,201610300clt,kan,FoleNi00,rec_long,0,,,,,
player,201610300clt,kan,FoleNi00,fumbles,0,,,,,
player,201610300clt,kan,FoleNi00,fumbles_lost,0,,,,,
player,201610300clt,kan,SmitAl03,pass_cmp,9,,,,,
player,201610300clt,kan,SmitAl03,pass_att,19,,,,,
player,201610300clt,kan,SmitAl03,pass_yds,127,,,,,
player,201610300clt,kan,SmitAl03,pass_td,1,,,,,
player,201610300clt,kan,SmitAl03,pass_int,0,,,,,
player,201610300clt,kan,SmitAl03,pass_sacked,1,,,,,
player,201610300clt,kan,SmitAl03,pass_sacked_yds,0,,,,,
player,201610300clt,kan,SmitAl03,pass_long,23,,,,,
player,201610300clt,kan,SmitAl03,pass_rating,87.0,,,,,
